"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","relatedCatalogItem"
"48","2019-10-07 09:13:56-03","UEFS","HUEFS","17733","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Harley, R.M.","27520","1988","12","16",NA,"Brasil",NA,NA,NA,"HUEFS0017733","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Água Fria",NA,"-42","-13.516667","1200","1200","HUEFS0017733 HUEFS0017733_01",NA,NA,NA,"42W","13S31'","Asteranae",NA,NA,NA,NA,NA,NA
"49","2019-10-07 09:13:56-03","UEFS","HUEFS","111609","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Miranda, E.B.","990","2006","08","18",NA,"Brasil",NA,NA,NA,"HUEFS0111609","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Rio de Contas","Pico das Almas, ao lado direito da trilha, na subida, logo após o Portal do Pico.","-41.933333","-13.516667","1710","1710","HUEFS0111609",NA,NA,NA,"41W56'","13S31'","Asteranae",NA,NA,NA,NA,NA,NA
"50","2019-10-07 09:13:56-03","UEFS","HUEFS","116783","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Santos, A.K.A.","939","2006","12","15",NA,"Brasil",NA,NA,NA,"HUEFS0116783","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Rio de Contas","Trilha para o Pico das Almas.","-41.966111","-13.526389","1890","1890","HUEFS0116783","E.B.Miranda","2007","05","41W57'58''","13S31'35''","Asteranae",NA,NA,NA,NA,NA,NA
"51","2019-10-07 09:13:56-03","UEFS","HUEFS","15860","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Ganev, W.","2321","1993","10","25",NA,"Brasil",NA,NA,NA,"HUEFS0015860","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Abaíra",NA,"-41.85","-13.383333","1480","1480","HUEFS0015860","D.Zappi","1998","09","41W51'","13S23'","Asteranae",NA,NA,NA,NA,NA,NA
"52","2019-10-07 09:13:56-03","UEFS","HUEFS","15948","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Ganev, W.","2409","1993","10","25",NA,"Brasil",NA,NA,"Solo arenoso com rochas.","HUEFS0015948","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Abaíra","Guarda-Mor, caminho Guarda-Mor-Serrinha-Catolés.","-41.85","-13.316667","1300","1300","HUEFS0015948","D.Zappi","1998","09","41W51'","13S19'","Asteranae",NA,NA,NA,NA,NA,NA
"53","2019-10-07 09:13:56-03","UEFS","HUEFS","227130","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Lima, A.Q.","116","2015","01","27",NA,"Brasil",NA,NA,"Campo limpo.","HUEFS0227130","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Rio de Contas","Subida para o Pico das Almas, depois do Campo do Queiroz-Chapada Diamantina.","-41.964167","-13.526389","1724","1724","HUEFS0227130","E.B.Miranda","2018","11","41W57'51''","13S31'35''","Asteranae",NA,NA,NA,NA,NA,NA
"54","2019-10-07 09:13:56-03","UEFS","HUEFS","239191","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Cardoso, D.","3839","2015","12","29",NA,"Brasil",NA,NA,NA,"HUEFS0239191","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Rio de Contas","Trilha para o Pico das Almas.","-41.962222","-13.524722","1748","1748","HUEFS0239191","E.B.Miranda","2019","07","41W57'44''","13S31'29''","Asteranae",NA,NA,NA,NA,NA,NA
"55","2019-10-07 09:13:56-03","UEFS","HUEFS","242784","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Costa-Lima, J.L.","2612","2016","10","28",NA,"Brasil",NA,NA,NA,"HUEFS0242784","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Rio de Contas","Subida do Pico das Almas.","-41.959167","-13.523611","1640","1640","HUEFS0242784",NA,NA,NA,"41W57'33''","13S31'25''","Asteranae",NA,NA,NA,NA,NA,NA
"56","2019-10-07 09:13:56-03","UEFS","HUEFS","243734","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Costa-Lima, J.L.","3011","2018","05","20",NA,"Brasil",NA,NA,NA,"HUEFS0243734","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Rio de Contas","Caminho de subida ao Pico das Almas.","-41.959444","-13.523611","1655","1655",NA,NA,NA,NA,"41W57'34''","13S31'25''","Asteranae",NA,NA,NA,NA,NA,NA
"57","2019-10-07 09:13:56-03","UEFS","HUEFS","28835","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Hind, D.J.N.","PCD4276","1996","11","15",NA,"Brasil",NA,NA,NA,"HUEFS0028835","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Rio de Contas","Sopé do Pico do Itabira.","-41.888333","-13.3675","1540","1540","HUEFS0028835",NA,NA,NA,"41W53'18''","13S22'3''","Asteranae",NA,NA,NA,NA,NA,NA
"58","2019-10-07 09:13:56-03","UEFS","HUEFS","54185","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Pirani, J.R.","H51308","1992","01","26",NA,"Brasil",NA,NA,NA,"HUEFS0054185","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Abaíra","Cachoeira das Anáguas.","-41.883333","-13.266667","1400","1400","HUEFS0054185",NA,NA,NA,"41W53'","13S16'","Asteranae",NA,NA,NA,NA,NA,NA
"59","2019-10-07 09:13:56-03","UEFS","HUEFS","63380","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Bautista, H.P.","PCD4371","1996","11","16",NA,"Brasil",NA,NA,NA,"HUEFS0063380","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Rio de Contas","Fazendola.","-41.8825","-13.449167","1110","1110","HUEFS0063380",NA,NA,NA,"41W52'57''","13S26'57''","Asteranae",NA,NA,NA,NA,NA,NA
"60","2019-10-07 09:13:56-03","UEFS","HUEFS","64060","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Harley, R.M.","24418","1987","02","19",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0064060","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Pico das Almas",NA,NA,NA,"1400","1400","HUEFS0064060",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"61","2019-10-07 09:13:56-03","UEFS","HUEFS","69768","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Ferreira, M.C.","1319","2003","01","18",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0069768","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Rio de Contas","Pico das Almas, lado esquerdo da trilha sentido topo.","-41.964444","-13.526111","1816","1816","HUEFS0069768","F.J.Fernández Casas","2013","10","41W57'52''","13S31'34''","Asteranae",NA,NA,NA,NA,NA,NA
"62","2019-10-07 09:13:56-03","UEFS","HUEFS","70655","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Costa, J.","371","2003","01","18",NA,"Brasil",NA,NA,"Topo do pico","HUEFS0070655","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Rio de Contas","Pico das Almas","-41.933333","-13.516667","1970","1970","HUEFS0070655","R.M.Harley","2003","01","41W56'","13S31'","Asteranae",NA,NA,NA,NA,NA,NA
"63","2019-10-07 09:13:56-03","UEFS","HUEFS","89407","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Harley, R.M.","54960","2004","02","23",NA,"Brasil",NA,NA,NA,"HUEFS0089407","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Rio de Contas","Pico das almas. Na subida, depois da área pedregosa com passagem estreita e sombrada, entre as pedras.","-41.964444","-13.525556","1785","1785","HUEFS0089407",NA,NA,NA,"41W57'52''","13S31'32''","Asteranae",NA,NA,NA,NA,NA,NA
"64","2019-10-07 09:13:56-03","UEFS","HUEFS","28460","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Hind, D.J.N.","PCD4386","1997","11","17",NA,"Brasil",NA,NA,"Cerrado e campo rupestre, solo litólico e arenoso.","HUEFS0028460","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Rio de Contas","Fazenda Brumadinho, Morro Brumadinho.","-41.8114013671875","-13.5789003372192",NA,NA,"HUEFS0028460",NA,NA,NA,NA,NA,"Asteranae",NA,"49773","auto",NA,NA,NA
"65","2019-10-07 09:13:56-03","UEFS","HUEFS","34971","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Oliveira, R.P.","114","1998","11","14",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0034971","Angiospermae","Gentianales","Zappi & Harley",NA,"Bahia","Rio de Contas","Subida para o Pico do Itubira, ca. 28Km de Rio de Contas.","-41.8114013671875","-13.5789003372192","1700","1700","HUEFS0034971","D.Zappi","2003","07",NA,NA,"Asteranae",NA,"49773","auto",NA,NA,NA
"66","2018-04-04 16:45:46-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","R. Harley","27520",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"27520",NA
"67","2015-03-07 08:22:52-03","F","FMNH-SEEDPLANTS","V0197232F","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0197232F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0197232F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"68","2015-03-07 08:22:56-03","F","FMNH-SEEDPLANTS","V0198441F","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0198441F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0198441F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"69","2020-07-23 12:10:02-03","CEPLAC","CEPEC","48858","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","R. M. Harley","27520","1996","04","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Paratipo","Bahia","ÁGUA QUENTE","Pico das Almas. Vertente oeste. Entre Paramirim das Crioulas e a NNW do Pico.","-42","-13.516667",NA,NA,NA,"D. C. Zappi",NA,NA,"42W0'0","13S31'0",NA,NA,NA,NA,NA,NA,"30/12/1991"
"70","2020-07-23 12:10:02-03","CEPLAC","CEPEC","46112","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","R. M. Harley","25976","1988","11","08",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Isótipo","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Perto da Faz. Brumadinho.16Km ao N-O da cidade.","-41.916667","-13.533333",NA,NA,NA,"D. C. Zappi",NA,NA,"41W55'0","13S32'0",NA,NA,NA,NA,NA,NA,"28/02/1991"
"71","2020-07-23 12:10:02-03","CEPLAC","CEPEC","46146","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","R. M. Harley","26019","1988","11","08",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Paratipo","Bahia","RIO DE CONTAS","Ao N da cidade, a 100m do povoado de Mato Grosso.","-41.85","-13.466667",NA,NA,NA,"D. C. Zappi",NA,NA,"41W51'0","13S28'0",NA,NA,NA,NA,NA,NA,"28/02/1991"
"72","2020-07-23 12:10:02-03","CEPLAC","CEPEC","46272","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","R. M. Harley","26310","1988","11","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Paratipo","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Subida do pico co campo norte do Queiroz.","-41.966667","-13.533333",NA,NA,NA,"D. C. Zappi",NA,NA,"41W58'0","13S32'0",NA,NA,NA,NA,NA,NA,"30/12/1991"
"73","2020-07-23 12:10:02-03","CEPLAC","CEPEC","47968","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","R. M. Harley","25809","1988","10","31",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Paratipo","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Campo Queiroz. Perto do trilho da Faz. Silvina.","-41.95","-13.533333",NA,NA,NA,"D. C. Zappi",NA,NA,"41W57'0","13S32'0",NA,NA,NA,NA,NA,NA,"30/12/1991"
"74","2020-07-23 12:10:02-03","CEPLAC","CEPEC","48855","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","R. M. Harley","26019","1988","11","08",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Isoparatipo","Bahia","RIO DE CONTAS","Ao N da cidade, a 100m do povoado de Mato Grosso.","-41.85","-13.466667",NA,NA,NA,"D. C. Zappi",NA,NA,"41W51'0","13S28'0",NA,NA,NA,NA,NA,NA,"30/12/1991"
"75","2020-07-23 12:10:02-03","CEPLAC","CEPEC","46159","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","R. M. Harley","27520","1989","05","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Paratipo","Bahia","ÁGUA QUENTE","Pico das Almas. Vertente oeste Entre Paramirim das Crioulas e a NNW do Pico.","-42","-13.516667",NA,NA,NA,"D. C. Zappi",NA,NA,"42W0'0","13S31'0",NA,NA,NA,NA,NA,NA,"30/12/1991"
"76","2020-07-23 12:10:02-03","CEPLAC","CEPEC","74309","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","H. P. Bautista","4371","1996","11","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia","RIO DE CONTAS","Fazendola.","-41.869444","-13.449167",NA,NA,NA,"R. M. Harley",NA,NA,"41W52'10","13S26'57",NA,NA,NA,NA,NA,NA,"30/11/1996"
"77","2020-07-23 12:10:02-03","CEPLAC","CEPEC","75632","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","N. Hind","4276","1996","11","15",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia","RIO DE CONTAS","Sopé do Pico do Itobira.","-41.888333","-13.3675",NA,NA,NA,"N. Hind",NA,NA,"41W53'18","13S22'3",NA,NA,NA,NA,NA,NA,"30/11/1996"
"78","2020-07-23 12:10:02-03","CEPLAC","CEPEC","87518","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","J. R. Pirani",NA,"1992","01","26",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia","ABAÍRA","Cachoeira das Anáguas.","-41.883333","13.266667",NA,NA,NA,"D. C. Zappi",NA,NA,"41W53'","13N16'",NA,NA,NA,NA,NA,NA,"30/12/1997"
"79","2020-07-23 12:10:02-03","CEPLAC","CEPEC","74307","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","N. Hind","4386","1996","11","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia","RIO DE CONTAS","Faz. Brumadinho, Morro Brumadinho.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"N. Hind",NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,"30/11/1996"
"80","2021-02-23 13:22:36-03","MN","R-TIPOS","198608","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Harley, R.M.; Sales, M; Simão, R.; Cavalcanti, T.B.; Assis, M.; Chukr, N.S. & Pires, F.S.","26019","1988","11","08",NA,"Brasil",NA,NA,NA,"R000198608",NA,NA,"Zappi & Harley","Isoparatypus","Bahia","Rio de Contas",NA,"-41.85","-13.466667","1300","1300","R000198608_001",NA,NA,NA,"41°51'W","13°28'S",NA,NA,NA,NA,NA,NA,NA
"81","2019-11-21 10:07:39-03","IBt","SP","234491","S","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Wanderley, MGL; Kral, R","1525","1988","11","05",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Zappi & Harley",NA,"Bahia",NA,"Pico das Almas, Ca 5-6 km em direção ao Pico das Almas",NA,NA,"900","1000",NA,"Fernandez Casas, FJ","2012","05",NA,NA,NA,"03",NA,NA,NA,NA,NA
"82","2019-11-21 10:07:39-03","IBt","SP","269561","S","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Harley, RM; Giulietti, AM; Stannard, BL; Hind, DJN","25976","1988","11","08",NA,"Brasil",NA,NA,"Arbusto bastante ramificado, 50-60 cm alt. Flores amarelas, anteras amarelas, filetes alvos","SP001105",NA,NA,"Zappi & Harley","Isotype","Bahia","Rio de Contas","Pico das Almas, Vertente Leste, perto da Faz. Brumadinho. 16 km a N-O da cidade. Campo rupestre, entre rochas","-41.916667","-13.533333","1250","1250","SP001105","Mamede, MCH","2000","10","-41.916667","-13.533333",NA,NA,NA,NA,NA,NA,NA
