"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"125","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286631","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Maas PJM; Maas-van de Kamer H",NA,"1971","09","27","Southern America","Brazil",NA,"Flora Brasiliensis. Amazonas, Manaus, swampy area in disturbed forest with many Maurisie palms near Parque 10.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286631 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286631","NL-U1286631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"126","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286637","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Clarke HD; Rhodes J",NA,"2004","02","23","Southern America","Surinam",NA,"Surinam. Central Suriname Nature Reserve, lower Rechter Coppename River.",NA,"Rapids, sandbars, and seasonally flooded forest on brown sandy clay with Astrocaryum, Eperua and Scleria.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286637 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286637","NL-U1286637","Strong MT",NA,NA,"-56.539444","4.361444",NA,NA,NA,NA,NA,NA,NA,"-56.539444","4.361444","Magnoliopsidae","U 0182354",NA,NA,NA
"127","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286638","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Clarke HD; Rhodes J",NA,"2004","02","26","Southern America","Surinam",NA,"Surinam. Central Suriname Nature Reserve, unnamed tributary of Rechter Coppename River.",NA,"Riparian vegetation with Scleria, Inga and Duroia.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286638 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286638","NL-U1286638","Strong MT",NA,NA,"-56.499778","4.363611",NA,NA,NA,NA,NA,NA,NA,"-56.499778","4.363611","Magnoliopsidae","U 0182355",NA,NA,NA
"128","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286639","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Clarke HD; Rhodes J",NA,"2004","02","26","Southern America","Surinam",NA,"Surinam. Central Suriname Nature Reserve, unnamed tributary of Rechter Coppename River.",NA,"Riparian vegetation with Scleria, Inga and Duroia.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286639 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286639","NL-U1286639","Strong MT",NA,NA,"-56.499778","4.363611",NA,NA,NA,NA,NA,NA,NA,"-56.499778","4.363611","Magnoliopsidae","U 0182356",NA,NA,NA
"129","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286640","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Raynal-Roques AM",NA,"1976","03","18","Southern America","French Guiana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286640 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286640","NL-U1286640","Strong MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0097966",NA,NA,NA
"130","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286641","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Andel TR van; Smedema S; Groenewegen S",NA,"1997","11","12","Southern America","Guyana","North West District",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286641 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286641","NL-U1286641","Strong MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0065709",NA,NA,NA
"131","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286642","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Andel TR van; Olde Venterink H",NA,"1997","10","21","Southern America","Guyana","North West District",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286642 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286642","NL-U1286642","Strong MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0065471",NA,NA,NA
"132","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286643","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","McDowell T",NA,"1990","02","22","Southern America","Guyana","Upper Takutu-Upper Essequibo",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286643 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286643","NL-U1286643","Strong MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0132139",NA,NA,NA
"133","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286651","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Baker CF",NA,"1907","01","04","Southern America","Brazil",NA,"Plants of the Amazon. Vicinity of Pará, Brazil.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286651 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286651","NL-U1286651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"134","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286657","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Keel S; Guedes J",NA,"1977","11","30","Southern America","Brazil",NA,"Plants of Brazilian Amazônia, Estado do Amazonas, Vicinity of Manaus. Taruma Grande. 1km N. from the Koyama junction of Rio Negro and Igarape Taruma.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286657 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286657","NL-U1286657",NA,NA,NA,"-60.133333","-3.033333",NA,NA,NA,NA,NA,NA,NA,"-60.133333","-3.033333","Magnoliopsidae",NA,NA,NA,NA
"135","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286658","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Prance GT; et al.",NA,"1971","10","15","Southern America","Brazil",NA,"Plants of Brazilian Amazônia, Basin of Rio Negro. Rio Negro between Ilha da Silva & Tapuruquara. Sandy river beach.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286658 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286658","NL-U1286658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"136","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286659","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Prance GT; Berg CC; Steward WC; Monteiro OP; Ramos JF",NA,"1971","03","18","Southern America","Brazil",NA,"Territorio do Roraima, Posto Mucajai, Rio Mucajai. Margin of Rio Mucajai. 'Miosim'.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286659 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286659","NL-U1286659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"137","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286699","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Cremers GA; Hoff M",NA,"1989","04","13","Southern America","French Guiana",NA,"Crique Jacques - Bassin de la Mana. Bord de route et de piste.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286699 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286699","NL-U1286699",NA,NA,NA,"-53.8","5.616667",NA,NA,NA,NA,NA,NA,NA,"-53.8","5.616667","Magnoliopsidae",NA,NA,NA,NA
"138","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286700","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Essed E",NA,"1914","09","01","Southern America","Surinam",NA,"Suriname, Spoorbaan bij Republiek.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286700 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286700","NL-U1286700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"139","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286702","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Oldenburger FHF; Norde R; Schulz JP",NA,"1968","09","19","Southern America","Surinam",NA,"Flora Surinamensis. Sipaliwini savanna area on Brazilian frontier. East Sip. sav. in depression at N. foot of '4- Gebroeders'Mts, at border of 'Mokko-mokko'swamp.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286702 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286702","NL-U1286702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"140","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286703","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Jonker-Verhoef AME; Jonker FP",NA,"1955","12","02","Southern America","Surinam",NA,"Flora Surinamensis, Lelydorp, swamp. langs de kant van de weg.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286703 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286703","NL-U1286703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"141","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286704","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Oldenburger FHF; Norde R; Schulz JP",NA,"1970","02","01","Southern America","Surinam",NA,"Flora Surinamensis. Sipaliwini savanna area on Brazilian frontier near airstrip.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286704 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286704","NL-U1286704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"142","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286705","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Maas PJM; Tawjoeran JA",NA,"1965","07","03","Southern America","Surinam",NA,"Kamp BNKW bij Kamisavallen, Nickerierivier, NO-lijn tot 3 km.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286705 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286705","NL-U1286705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"143","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286706","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Lindeman JC",NA,"1954","09","14","Southern America","Surinam",NA,"Flora Surinamensis. at border of swamp along Para R. W of Hannover.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286706 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286706","NL-U1286706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"144","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286707","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Cremers GA",NA,"1987","03","15","Southern America","French Guiana",NA,"Savanne et Plaine de Kaw - Montagne de Kaw Rivière de Kaw, amount du village de Kaw.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286707 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286707","NL-U1286707",NA,NA,NA,"-52.383333","4.433333",NA,NA,NA,NA,NA,NA,NA,"-52.383333","4.433333","Magnoliopsidae",NA,NA,NA,NA
"145","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286708","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Cremers GA",NA,"1987","03","15","Southern America","French Guiana",NA,"Savanne et Plaine de Kaw - Montagne de Kaw Rivière de Kaw, amount du village de Kaw.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286708 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286708","NL-U1286708",NA,NA,NA,"-52.383333","4.433333",NA,NA,NA,NA,NA,NA,NA,"-52.383333","4.433333","Magnoliopsidae",NA,NA,NA,NA
"146","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286709","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","LBB; Narain TR",NA,"1971","11","08","Southern America","Surinam",NA,"in 2e zwamp ten W van Christiaankondre.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286709 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286709","NL-U1286709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"147","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286710","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","LBB; Narain TR",NA,NA,NA,NA,"Southern America","Surinam",NA,"Ten O van de Barbakoebakreek, N van Boven Cottica.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286710 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286710","NL-U1286710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"148","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286712","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Prance GT; Silva NT",NA,"1964","10","27","Southern America","Brazil",NA,"Serra do Caiapo, Goiás. 42 km south of Casiaponia. Riverine forest of Rio Claro.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286712 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286712","NL-U1286712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"149","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286718","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Prance GT; Forero E; Pena BS; Ramos JF",NA,"1967","01","22","Southern America","Brazil",NA,"Plants of Brazilian Amazônia, Territorio do Roraima. Canto Galo, Rio Mucajai, between Pratinha and Rio Apiau. Cleard forest.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286718 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286718","NL-U1286718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"150","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286719","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Prance GT; Ramos JF; Farias LG",NA,"1968","10","29","Southern America","Brazil",NA,"Plants of Brazilian Amazonia, Basin of Rio Purus, Municipality of Lábrea. Rio Preto, 3km north of Lábrea. Growing on muddy island in Lake.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286719 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286719","NL-U1286719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"151","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1601473","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Unknown",NA,"1962","09","07","Southern America","French Guiana",NA,"Savanes de Kourou. Transect no. 14.",NA,"Savanes.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1601473 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1601473","NL-U1601473","Goetghebeur P",NA,NA,NA,NA,NA,NA,NA,NA,"1989","03","01",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"152","2020-02-08 10:15:02-03","NBC","NL-BOTANY","WAG.1775828","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Leeuwenberg AJM",NA,"1978","02","16","Southern America","French Guiana",NA,"near Crique Gabrielle, tributary ringht bank lower Mahury R.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1775828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1775828","NL-WAG1775828",NA,NA,NA,"-52.283333","4.716667",NA,NA,NA,NA,NA,NA,NA,"-52.283333","4.716667","Magnoliopsidae",NA,NA,NA,NA
"153","2020-02-08 10:15:02-03","NBC","NL-BOTANY","WAG.1775829","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Leeuwenberg AJM",NA,"1978","02","16","Southern America","French Guiana",NA,"near Crique Gabrielle, tributary ringht bank lower Mahury R.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1775829 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1775829","NL-WAG1775829",NA,NA,NA,"-52.283333","4.716667",NA,NA,NA,NA,NA,NA,NA,"-52.283333","4.716667","Magnoliopsidae",NA,NA,NA,NA
"154","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286346","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa latifolia","Boeckeler","Cuatrecasas J",NA,"1946","05","28","Southern America","Colombia",NA,"Intendencia del Choco. Rio San Juan, orilla izquierda: quebradita frente a Palestina.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286346 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286346","NL-U1286346",NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"155","2020-11-04 11:05:57-03","ESALQ","ESA","128709","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Scleria","microcarpa","Scleria microcarpa",NA,"Flores, T.B.","1881.0","2013","03","29",NA,"Brasil","São Paulo","Reserva Particular da Votorantim (CBA). Trilha da Boatudo. Floresta Ombrófila Densa com áreas antigas de roça em alguns trechos.",NA,"Erva inteira, frutos negros.","ESA128709","ESA128709",NA,"360","Tapirai","-47.380012","-24.038166","360",NA,NA,NA,NA,NA,NA,"-47.380012","-24.038166",NA,NA,NA,NA,NA
"156","2020-11-04 11:05:57-03","ESALQ","ESA","14832","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees","Souza, V.C. et al.",NA,"1990","01","07",NA,"Brasil","São Paulo",NA,NA,NA,"ESA014832","ESA014832","Muniz, C.F.S.",NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-11-04 10:55:25-03","ESALQ","ESA","136499","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Ness ex Kunth","C. Calazans","15.0","2008","04","28",NA,"Brasil","Sergipe",NA,NA,NA,"ESA136499",NA,"I.R. Menezes",NA,"Itaporanga d'Ajuda","-37.3106002807617","-10.9981002807617",NA,NA,"31945","auto","2010","06","12",NA,NA,NA,NA,NA,NA,NA
"158","2020-11-19 10:23:23-03","CPAP","CPAP","10406","PreserverdSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Pott, V. J.","1877","1993","04","14",NA,"Brasil","MT","Córrego Landi, próximo ao pontilhão da estrada para salina, Pantanal",NA,"Erva aquática emersa. FLOR: . FRUTO: branco acinzentado. INTERESSE: Levantamento florístico. FREQUÊNCIA: Muito frequente. AMBIENTE: Borda de vazante. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"T. M. Pedersen","100","Poconé","-56.45","-16.216667","100",NA,NA,NA,"1998","05",NA,"56°27' W","16°13' S",NA,NA,NA,NA,NA
"159","2020-11-19 10:23:23-03","CPAP","CPAP","25218","PreserverdSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Pott, V. J.","8189","2005","09","09",NA,"Brasil","MS","Fazenda Princesinha, banhados do rio Perdido, próximo a MS-382, borda oeste do parque Nacional da Serra da Bodoquena.",NA,"Erva aquática anfíbia, 70-90 cm de altura. Muito frequente. Flor ausente e fruto branco. Campo paludoso graminoso ao longo de brejo com Cladium jamaicense. Solo: hidromórfico, muita matéria orgânica. Relevo: plano. <ll>dwc_commonname:</ll> Capim-Navalha",NA,NA,"V. J. Pott","565","Bonito","-56.839167","-21.060833","565",NA,NA,NA,"2005",NA,NA,"56°50'21''W","21°03'39''S",NA,NA,NA,NA,NA
"160","2016-02-02 14:38:01-02","BGBM","B","B 10 0390840","S","Plantae",NA,NA,"Cyperaceae","Scleria","microcarpa","Scleria microcarpa",NA,"A. J. de Sampaio","5500","1928","11","08","Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100390840 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100390840","B100390840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2016-02-02 14:38:01-02","BGBM","B","B 10 0390839","S","Plantae",NA,NA,"Cyperaceae","Scleria","microcarpa","Scleria microcarpa f. ovuligera",NA,"B. Pickel","3160","1932","12","08","Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100390839 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100390839","B100390839",NA,NA,NA,NA,NA,NA,"f. ovuligera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2014-09-01 10:19:45-03","FEMACT","MIRR","5556","S","Plantae",NA,NA,"Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Pessoni, L.A.","139","1997","10","22",NA,"Brasil","Roraima","Igarapé na entrada norte do município do Cantá",NA,NA,NA,NA,NA,NA,"Cantá","-60.601852","2.610506",NA,NA,NA,NA,NA,NA,NA,"-60.601852","2.610506",NA,NA,NA,NA,NA
"163","2014-09-25 12:31:18-03","FEMACT","MIRR","330","S","Plantae",NA,NA,"Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Hopkins, M.J.G.; Rodrigues, K.F.; Silva, E.S.; Perreira de Lima, R.; Guede de Oliveira, J.; Lowy","864","1986","06","19",NA,"Brasil","Roraima","Ilha de Maracá, SEMA Estação., Damp open marsh in front of Estação.",NA,"[BARCODE = *MIRR 00330*]Damp open marsh in front of Estação.&nf;&nf;Flowers yellowish. fruit becoming dark shiny green.",NA,NA,NA,NA,"Alto Alegre","-61.333333","3.366667",NA,NA,NA,NA,NA,NA,NA,"-61.333333","3.366667",NA,NA,NA,NA,NA
"164","2014-09-01 10:19:45-03","FEMACT","MIRR","5551","S","Plantae",NA,NA,"Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Pessoni, L.A.","131","1997","10","22",NA,"Brasil","Roraima","Margens do Igarapé sazonal a 13 Km a partir da rodovia BVB-Bonfim, rodovia para o cantá",NA,NA,NA,NA,NA,NA,"Cantá","-60.601852","2.610506",NA,NA,NA,NA,NA,NA,NA,"-60.601852","2.610506",NA,NA,NA,NA,NA
"165","2014-09-25 12:31:18-03","FEMACT","MIRR","1491","S","Plantae",NA,NA,"Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Sette, E.S.","092","1984","05","22",NA,"Brasil","Roraima","Fazenda Quixanã, Solo areno-argiloso",NA,"Frutos imaturos verdes, frutos secos",NA,NA,NA,NA,"Boa Vista","-68.5","0.5",NA,NA,NA,NA,NA,NA,NA,"-68.5","0.5",NA,NA,NA,NA,NA
"166","2019-07-26 11:39:51-03","IPA","IPA","48900","S","Plantae","Plantae",NA,"Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Gallindo, F.","190","1986","03","08","Southern America","Brasil","Pernambuco",NA,NA,NA,"IPA0048900",NA,"Araújo, A.C.",NA,"Ilha de Itamaracá",NA,NA,NA,NA,NA,NA,"2007","03",NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-02-15 11:38:54-02","IPA","IPA","86737","S","Plantae","Plantae",NA,"Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","Eiten, G.; Clayton, W.D.; Clayton, W.D.","6062","1965","02","14","Southern America","Brasil","São Paulo","15 km NW of Registro (or 1km due of Sete Barras). Near roadfork, in broad, flat alluvial valley plain.",NA,"Scrub of low trees at roaside. All specimens of this nº taken from one clump, in deep shade of mall Bauhinia trees. Stems lacking roots were cut at ground level.; Area originally forested, now cleared.","IPA0086737",NA,"Prata, A.P.",NA,"Registro","-47.916667","-24.4",NA,NA,NA,NA,"2011",NA,NA,"-47.916667","-24.4",NA,NA,NA,NA,NA
