"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","relatedCatalogItem","sex"
"45","2021-03-01 16:42:44-03","UNICAMP","UEC","39450","S","Plantae","Magnoliopsida",NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","GLBR","Harley, RM","22958","1980","06","01",NA,"Brazil","Bahia","Morro do Chapéu","Ca. 16 Km along Morro do Chapéu to Utinga road, S.W. of Morro do Chapéu.","-41.283333","-11.633333","980","980",NA,"Spindly shrub to 3,5m with erect little-branched brittle stems. Leaves coriaceous, glossy rugose mid-green above, grey-beneath. Bracteoles pale green tinged reddish. Corolla very pink, white at cerne with yellow throat.; Open, scrubby campos gerais",NA,NA,NA,"-41.283333","-11.633333",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:42:44-03","UNICAMP","UEC","39481","S","Plantae","Magnoliopsida",NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","GLBR","Harley, RM","22754","1980","05","30",NA,"Brazil","Bahia","Morro do Chapéu","Summit of Morro do Chapéu, ca. 8 Km SW of the town of Morro do Chapéu to the west of the road to Utinga.","-41.2","-11.583333","1000","1000",NA,"Spindly shrub to 1m. Leaves glossy dark green above, grey green benaeth. Bracteoles rather bright green, tinged prple at tips. Corolla deep pink with yellow orange throat surrounded by whitish area.; Sandstone rocks with open sand in flatter areas. O",NA,NA,NA,"-41.2","-11.583333",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:47:11-03","MBM","MBM","62164","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","Moldenke, H.N.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","42383","1969","07","16","Southern America","Brazil","Bahia","Morro do Chapéu","Morrão","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"MBM062164","MBM062164",NA,NA,NA,NA,NA,NA,"98143","auto",NA,NA,NA
"48","2020-12-21 16:47:11-03","MBM","MBM","268270","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"Noblick, L.R.","4556","1986","05","16","Southern America","Brazil","Bahia","Morro do Chapéu","Morrão","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"MBM268270","MBM268270",NA,NA,NA,NA,NA,NA,"98143","auto",NA,NA,NA
"49","2015-08-13 05:50:00-03","MO","MOBOT","2892860","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"R.M. Harley","Harley 26226","1988","11","20","South America","Brazil","Bahia",NA,"Mun. Rio de Contas. Pico das Almas. Vertente leste. Margem leste do Campo do Queiroz. Campo rupestre e mata seca. Solo arenoso-pedregoso.","-41.95","-13.53333","1550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2015-08-13 05:50:00-03","MO","MOBOT","2892622","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"R.M. Harley","Harley 19360","1977","3","3","South America","Brazil","Bahia",NA,"Summit of Morro do Chapeu, ca. 8km. S.W. of the town of Morro do Chapeu to the West of the road to Utinga. Sandstone rocks, with open sand in flatter areas. Open scrub in expose sites to scattered low woodland.","-41.2","-11.58333","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2015-08-13 05:50:00-03","MO","MOBOT","2892752","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"R.M. Harley","Harley 26350","1988","11","10","South America","Brazil","Bahia",NA,"Mun. Rio de Contas. Pico das Almas. Vertente leste. Subida do pico do campo norte do Queiroz. Afloramento de rocha conglomerada com campo pedregoso. Em solo arenoso. Populacão muito restrita á altitude.","-41.96666","-13.53333","1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-04 11:06:33-03","UFRB","HURB","8283","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","M.L. Guedes","Guedes, M.L.; Alunos de Botânica BIOC05 2014.1","21808","2014","06","14",NA,"Brasil","Bahia","Piatã","Chapa Diamantina; Caminho para Inúbia","-41.904444","-13.0775","1367","1367",NA,NA,"HURB000008283","HURB000008283",NA,"41°54'16W","13°04'39S","2014","07",NA,NA,NA,NA,NA,NA
"53","2021-02-04 10:30:29-03","UFRPE","HST","14053","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","F.R.Salimena","F.H.M.Silva; P.P.Oliveira, L.C.L.Lima et P.E.Oliveira","496","2003","01","22",NA,"Brasil","Bahia","Canudos","Estação Biológica de Canudos","-38.983333","-9.949444",NA,NA,NA,"Arbusto 1,5m. Folhas discolores membranáceas. Flores liláses, cálice esverdeado, pétalas com bordos lilases e fauce arroxeada, visitada por abelhas","HST014053",NA,NA,"38º59'W","9º56'58''S","2015",NA,NA,NA,NA,NA,NA,NA
"54","2021-02-04 10:30:29-03","UFRPE","HST","7432","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","T.R.S.Santos","A.M.Miranda; et al.","281","1991","03","31",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.1561012268066","-11.5500001907349",NA,NA,NA,"Arbusto ca. 1,50m alt.; flores lilases.","HST007432",NA,NA,NA,NA,"2008","05","09","98143","auto",NA,NA,NA
"55","2019-11-13 11:32:48-03","USP","SPF","127160","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","Silva, TRS","Nic Lughadha, E","PCD6163","1997","03","09",NA,"Brasil","Bahia","Delfino","Serra do Curral Frio","-41.306389","-10.498333","1248","1248",NA,NA,"SPF00127160","SPF00127160",NA,"-41.306389","-10.498333","2008",NA,NA,NA,NA,NA,NA,NA
"56","2019-11-13 11:32:48-03","USP","SPF","129172","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","Silva, TRS","Harley, RM","PCD5944","1997","03","02",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.207222","-11.590556","1151","1151",NA,NA,"SPF00129172","SPF00129172",NA,"-41.207222","-11.590556","2008",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-13 11:32:48-03","USP","SPF","169209","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","Salimena-Pires, FRG","Fiaschi, P","2464","2004","07","16",NA,"Brasil","Bahia","Umburanas",NA,"-41.3225","-10.403056","975","975",NA,NA,"SPF00169209","SPF00169209",NA,"-41.3225","-10.403056","2017","08",NA,NA,NA,NA,NA,NA
"58","2019-11-13 11:32:48-03","USP","SPF","205353","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","Salimena-Pires, FRG","Queiroz, LP","13171","2007","10","05",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-40.998056","-11.625556","883","883",NA,NA,"SPF00205353","SPF00205353",NA,"-40.998056","-11.625556","2009","07",NA,NA,NA,NA,NA,NA
"59","2019-11-13 11:32:48-03","USP","SPF","32500","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","Salimena-Pires, FRG","Harley, RM","22958","1980","06","01",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.283333","-11.633333","980","980",NA,NA,"SPF00032500","SPF00032500",NA,"-41.283333","-11.633333","1998","10",NA,NA,NA,NA,NA,NA
"60","2019-11-13 11:32:48-03","USP","SPF","32501","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","Salimena-Pires, FRG","Harley, RM","22754","1980","05","30",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.2","-11.583333","1000","1000",NA,NA,"SPF00032501","SPF00032501",NA,"-41.2","-11.583333","1998","11",NA,NA,NA,NA,NA,NA
"61","2019-11-13 11:32:48-03","USP","SPF","74209","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","Bromley, GLR","Harley, RM","19360","1977","03","03",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.2","-11.583333","1000","1000",NA,NA,"SPF00074209","SPF00074209",NA,"-41.2","-11.583333",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-13 11:32:48-03","USP","SPF","89151","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","Atkins, S","Stannard, BL","H52809","1992","03","24",NA,"Brasil","Bahia","Abaíra",NA,"-41.85","-13.333333","1530","1530",NA,NA,"SPF00089151","SPF00089151",NA,"-41.85","-13.333333","1997",NA,NA,NA,NA,NA,NA,NA
"63","2019-11-13 11:32:48-03","USP","SPF","17946","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","Bromley, GLR","Furlan, A","CFCR287","1980","11","30",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.1561012268066","-11.5500001907349","1220","1220",NA,NA,"SPF00017946","SPF00017946",NA,NA,NA,"1984",NA,NA,"98143","auto",NA,NA,NA
"64","2019-10-07 09:17:12-03","UEFS","HUEFS","37671","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","F.R.Salimena","Harley, R.M.","53482","1999","03","13",NA,"Brasil","Bahia","Itaberaba","Serra do Orobó, na base, subindo da Faz. Monte Verde, lado Sul.","-44.191944","-11.326389","615","615",NA,"Mata estacional semidecídua.","HUEFS0037671","HUEFS0037671","Asteranae","44W11'31''","11S19'35''","2015",NA,NA,NA,NA,NA,NA,NA
"65","2019-10-07 09:17:12-03","UEFS","HUEFS","40847","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","T.R.S.Silva","Miranda, E.B.","266","1999","10","23",NA,"Brasil","Bahia","Abaíra","Catolés Catolés: trilha para o Pico do Barbado.","-41.6636009216309","-13.2496995925903","1280","1280",NA,"Mata semi-decídua.","HUEFS0040847","HUEFS0040847","Asteranae",NA,NA,"2005","06",NA,"26531","auto",NA,NA,NA
"66","2019-10-07 09:17:12-03","UEFS","HUEFS","213622","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","I.N.Santana","Carvalho-Silva, A.","372","2014","07","04",NA,"Brasil","Bahia","Morro do Chapéu","Estrada para Cachoeira do Ferro Doido. Beira da estrada.","-41.1561012268066","-11.5500001907349",NA,NA,NA,"Solo pedregoso.","HUEFS0213622","HUEFS0213622 HUEFS0213622_e1","Asteranae",NA,NA,"2018","11",NA,"98143","auto",NA,NA,NA
"67","2019-10-07 09:17:12-03","UEFS","HUEFS","197674","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"Lucuhese, A.M.","29","2013","05","15",NA,"Brasil","Bahia","Feira de Santana","Horto da UEFS (Feira de Santana).","-38.9667015075684","-12.2666997909546",NA,NA,NA,NA,"HUEFS0197674","HUEFS0197674","Asteranae",NA,NA,NA,NA,NA,"46325","auto",NA,NA,NA
"68","2019-10-07 09:17:12-03","UEFS","HUEFS","29118","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","F.R.Salimena","NicLughadha, E.","PCD6163","1997","03","09",NA,"Brasil","Bahia","Delfino","Serra do Curral Frio, Estrada Velha Delfino-Mimoso de Minas, 32 km de Delfino.","-41.306389","-10.498333","1248","1248",NA,"Areia branca.","HUEFS0029118","HUEFS0029118","Asteranae","41W18'23''","10S29'54''","2010","09",NA,NA,NA,NA,NA,NA
"69","2019-10-07 09:17:12-03","UEFS","HUEFS","103527","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","F.R.Salimena","França, F.","5345","2005","12","16",NA,"Brasil","Bahia","Morro do Chapéu","Morrão","-41.2075","-11.590833","1270","1270",NA,NA,"HUEFS0103527","HUEFS0103527","Asteranae","41W12'27''","11S35'27''","2009","07",NA,NA,NA,NA,NA,NA
"70","2019-10-07 09:17:12-03","UEFS","HUEFS","103582","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","F.R.Salimena","França, F.","5399","2005","12","17",NA,"Brasil","Bahia","Morro do Chapéu","Ventura, Rio Ventura","-41.017778","-11.683056","815","850",NA,NA,"HUEFS0103582","HUEFS0103582","Asteranae","41W1'4''","11S40'59''","2009","07",NA,NA,NA,NA,NA,NA
"71","2019-10-07 09:17:12-03","UEFS","HUEFS","112954","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","F.R.Salimena","Moraes, A.O.","308","2006","08","25",NA,"Brasil","Bahia","Morro do Chapéu","outro lado da estrada Várzea Nova (roça do Sr. Gileno)","-41.068889","-11.470278","895","895",NA,"Caatinga-cerrado.","HUEFS0112954","HUEFS0112954","Asteranae","41W4'8''","11S28'13''","2009","07",NA,NA,NA,NA,NA,NA
"72","2019-10-07 09:17:12-03","UEFS","HUEFS","114388","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","F.R.Salimena","Gonçalves, J.M.","84","2006","06","17",NA,"Brasil","Bahia","Morro do Chapéu","Estrada da Boa Esperança variante a direita a 16 Km da entrada.","-41.165","-11.788889","910","910",NA,NA,"HUEFS0114388","HUEFS0114388","Asteranae","41W9'54''","11S47'20''","2015",NA,NA,NA,NA,NA,NA,NA
"73","2019-10-07 09:17:12-03","UEFS","HUEFS","119475","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"Silva, T.R.S.","251","2006","05","05",NA,"Brasil","Bahia","Morro do Chapéu","Estrada para Morrão.","-41.2","-11.583333",NA,NA,NA,"Cerrado.","HUEFS0119475","HUEFS0119475","Asteranae","41W12'","11S35'",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-10-07 09:17:12-03","UEFS","HUEFS","121958","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","T.R.S.Silva","Melo, E.","4855","2007","06","30",NA,"Brasil","Bahia","Morro do Chapéu","Fazenda Guariba; nascentes do Rio Salitre.","-41.193333","-11.439444","1058","1058",NA,"Vegetação da Mata.","HUEFS0121958","HUEFS0121958","Asteranae","41W11'36''","11S26'22''","2010","06",NA,NA,NA,NA,NA,NA
"75","2019-10-07 09:17:12-03","UEFS","HUEFS","122016","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","T.R.S.Silva","Melo, E.","4913","2007","07","01",NA,"Brasil","Bahia","Morro do Chapéu","Fazenda Guariba; nascentes do Rio Salitre.","-41.191389","-11.435833","1066","1066",NA,"Cerrado sobre solo arenoso.","HUEFS0122016","HUEFS0122016","Asteranae","41W11'29''","11S26'9''","2010","06",NA,NA,NA,NA,NA,NA
"76","2019-10-07 09:17:12-03","UEFS","HUEFS","123786","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","T.R.S.Silva","Souza, J.P.de","4940","2005","01","28",NA,"Brasil","Bahia","Morro do Chapéu","Entrada da estrada para o Morrão( Morro do Chapéu).","-41.1625","-11.564167","1010","1010",NA,"Caatiga degradada.","HUEFS0123786","HUEFS0123786","Asteranae","41W9'45''","11S33'51''","2010","06",NA,NA,NA,NA,NA,NA
"77","2019-10-07 09:17:12-03","UEFS","HUEFS","125867","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","I.N.Santana","Tavares, P.","19","2007","05","05",NA,"Brasil","Bahia","Morro do Chapéu","Em cima do Morrão.","-41.2075","-11.583333","1266","1266",NA,NA,"HUEFS0125867","HUEFS0125867 HUEFS0125867_e1","Asteranae","41W12'27''","11S35'","2018","12",NA,NA,NA,NA,NA,NA
"78","2019-10-07 09:17:12-03","UEFS","HUEFS","128695","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","F.R.Salimena","Queiroz, L.P.de","13171","2007","10","05",NA,"Brasil","Bahia","Morro do Chapéu","Área da Cachoeira do Ferro Doido, ca. 15 Km E de Morro do Chapéu na Estrada do Feijão.","-40.998056","-11.625556","883","883",NA,"Campo rupestre sobre afloramento de quartzito rosa e mata ciliar.","HUEFS0128695","HUEFS0128695","Asteranae","40W59'53''","11S37'32''","2009","07",NA,NA,NA,NA,NA,NA
"79","2019-10-07 09:17:12-03","UEFS","HUEFS","128823","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","T.R.S.Silva","Queiroz, L.P.de","13299","2007","10","07",NA,"Brasil","Bahia","Morro do Chapéu","Morrão, em torno da torre de telefonia.","-41.208611","-11.591111","1270","1270",NA,"Floresta montana com afloramentos rochosos no topo do mesmo.","HUEFS0128823","HUEFS0128823","Asteranae","41W12'31''","11S35'28''","2010","06",NA,NA,NA,NA,NA,NA
"80","2019-10-07 09:17:12-03","UEFS","HUEFS","184452","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","I.N.Santana","Pastore, J.F.B.","3256",NA,NA,NA,NA,"Brasil","Bahia","Morro do Chapéu","Morro da Antena.","-48.170833","-11.568889","1071","1071",NA,NA,"HUEFS0184452","HUEFS0184452 HUEFS0184452_e1","Asteranae","48W10'15''","11S34'8''","2018","11",NA,NA,NA,NA,NA,NA
"81","2019-10-07 09:17:12-03","UEFS","HUEFS","243189","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"Bispo, L.dos Passos","3","2018","07","23",NA,"Brasil","Bahia","Feira de Santana","Horto Floresta da Universidade Estadual de Feira de Santana.","-39","-12",NA,NA,NA,NA,"HUEFS0243189","HUEFS0243189","Asteranae","39W","12S",NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-10-07 09:17:12-03","UEFS","HUEFS","210363","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","I.N.Santana","Marinho, L.C.","907","2014","10","14",NA,"Brasil","Bahia","Morro do Chapéu","Morrão da antena.","-41","-11.166667",NA,NA,NA,NA,"HUEFS0210363","HUEFS0210363 HUEFS0210363_e1","Asteranae","41W0'","11S10'","2018","11",NA,NA,NA,NA,NA,NA
"83","2019-10-07 09:17:12-03","UEFS","HUEFS","209779","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","I.N.Santana","Queiroz, L.P.de","15945","2014","08","09",NA,"Brasil","Bahia","Morro do Chapéu","Ca. 12 Km E de Morro do Chapéu na Estrada do Feijão.","-41.094444","-11.584444","942","942",NA,"Campo rupestre, solo arenoso raso entre rochas de arenito/quartzito.","HUEFS0209779","HUEFS0209779 HUEFS0209779_e1","Asteranae","41W5'40''","11S35'4''","2018","11",NA,NA,NA,NA,NA,NA
"84","2019-10-07 09:17:12-03","UEFS","HUEFS","235147","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"Souza, I.M.","465","2017","08","17",NA,"Brasil","Bahia","Barra","Próximo Pov. Brejo dos Olhos D#?#Água.","-39.038056","-13.665",NA,NA,NA,NA,"HUEFS0235147",NA,"Asteranae","39W2'17''","13S39'54''",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-10-07 09:17:12-03","UEFS","HUEFS","214949","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","I.N.Santana","Roque, N.","4560","2014","11","15",NA,"Brasil","Bahia","Morro do Chapéu","Utinga - Tabuleiro do morrinho (Areial).","-41.1625","-11.600556",NA,NA,NA,NA,"HUEFS0214949","HUEFS0214949 HUEFS0214949_e1","Asteranae","41W9'45''","11S36'2''","2018","11",NA,NA,NA,NA,NA,NA
"86","2019-10-07 09:17:12-03","UEFS","HUEFS","227134","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"Silva, A.C.","392","2014","07","02",NA,"Brasil","Bahia","Morro do Chapéu","Margem da estrada de chão para a Cachoeira do Ferro Doido.","-40.993889","-11.605556","941","941",NA,NA,"HUEFS0227134","HUEFS0227134","Asteranae","40W59'38''","11S36'20''",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-10-07 09:17:12-03","UEFS","HUEFS","236410","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"Santana, I.N.","1","2017","10","12",NA,"Brasil","Bahia","Morro do Chapéu","Chapada Diamantina, Morro da Antena de TV.","-41.207778","-11.591389","1287","1287",NA,"Cerrado.","HUEFS0236410","HUEFS0236410","Asteranae","41W12'28''","11S35'29''",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-10-07 09:17:12-03","UEFS","HUEFS","236411","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"Santana, I.N.","2","2017","10","12",NA,"Brasil","Bahia","Morro do Chapéu","Chapada Diamantina, Morro da Antena de TV.","-41.207778","-11.591389","1287","1287",NA,"Cerrado.","HUEFS0236411","HUEFS0236411","Asteranae","41W12'28''","11S35'29''",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-10-07 09:17:12-03","UEFS","HUEFS","236413","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"Santana, I.N.","4","2017","10","12",NA,"Brasil","Bahia","Morro do Chapéu","Chapada Diamantina, Morro da Antena de TV.","-41.207778","-11.591389","1287","1287",NA,"Cerrado.","HUEFS0236413","HUEFS0236413","Asteranae","41W12'28''","11S35'29''",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-10-07 09:17:12-03","UEFS","HUEFS","236417","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"Santana, I.N.","8","2017","10","13",NA,"Brasil","Bahia","Morro do Chapéu","Chapada Diamantina, Povoado Boa Esperança.","-41.120556","-11.9125","854","854",NA,"Cerrado.","HUEFS0236417","HUEFS0236417","Asteranae","41W7'14''","11S54'45''",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-10-07 09:17:12-03","UEFS","HUEFS","236418","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"Santana, I.N.","9","2017","10","13",NA,"Brasil","Bahia","Morro do Chapéu","Chapada Diamantina, Povoado Boa Esperança.","-41.120556","-11.9125","854","854",NA,"Cerrado.","HUEFS0236418","HUEFS0236418","Asteranae","41W7'14''","11S54'45''",NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-10-07 09:17:12-03","UEFS","HUEFS","236420","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"Santana, I.N.","11","2017","10","13",NA,"Brasil","Bahia","Morro do Chapéu","Chapada Diamantina, Estrada para a Fazenda Matão.","-41.006944","-11.617222","921","921",NA,"Cerrado.","HUEFS0236420","HUEFS0236420","Asteranae","41W0'25''","11S37'2''",NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-10-07 09:17:12-03","UEFS","HUEFS","23765","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","F.R.Salimena-Pires","Hind, D.J.N.","PCD3106","1996","06","27",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41","-11.666667","724","724",NA,NA,"HUEFS0023765","HUEFS0023765","Asteranae","41W0'","11S40'","1999","09",NA,NA,NA,NA,NA,NA
"94","2019-10-07 09:17:12-03","UEFS","HUEFS","25766","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","I.N.Santana","Hind, D.J.N.","PCD3163","1996","06","28",NA,"Brasil","Bahia","Morro do Chapéu","Próximo à ponte sobre o rio Ferro Doido.","-41.001389","-11.627778","1000","1000",NA,"Substrato arenoso sobre rochas.","HUEFS0025766","HUEFS0025766 HUEFS0025766_e1","Asteranae","41W0'5''","11S37'40''","2018","12",NA,NA,NA,NA,NA,NA
"95","2019-10-07 09:17:12-03","UEFS","HUEFS","38224","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","S.Atkins","Stannard, B.","52809","1992","03","24",NA,"Brasil","Bahia","Abaíra","Garimpo da Bicota.","-41.85","-13.333333","1530","1530",NA,"Solo arenoso, entre rochas.","HUEFS0038224","HUEFS0038224","Asteranae","41W51'","13S20'","1999","11",NA,NA,NA,NA,NA,NA
"96","2019-10-07 09:17:12-03","UEFS","HUEFS","42221","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke",NA,"Harley, R.M.","17009","1974","03","08",NA,"Brasil","Bahia","Campo Formoso","16 km. NW of Lagoinha (which is 5.5 km. SW of Delfino) on side road to Minas do Mimoso.","-41.333333","-10.366667","950","1000",NA,"Small stream with marsh on white sand, and surrounding cerrado on sandstone rock exposures.","HUEFS0042221",NA,"Asteranae","41W20'","10S22'",NA,NA,NA,NA,NA,"Holótipo",NA,NA
"97","2019-10-07 09:17:12-03","UEFS","HUEFS","4286","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","F.R.Salimena-Pires","Noblick, L.R.","3506","1984","11","16",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.15","-11.55",NA,NA,NA,NA,"HUEFS0004286","HUEFS0004286","Asteranae","41W9'","11S33'","1997","11",NA,NA,NA,NA,NA,NA
"98","2019-10-07 09:17:12-03","UEFS","HUEFS","47180","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","insignis","Lippia insignis","Moldenke","F.R.Salimena","Cruz, N.R.S.","20","2000","07","24",NA,"Brasil","Bahia",NA,"BA 052 - Morro do Chapéu,estrada para Piritiba.","-40.917222","-11.649444","867","867",NA,"Caatinga arbórea.","HUEFS0047180","HUEFS0047180","Asteranae","40W55'2''","11S38'58''","2009","07",NA,NA,NA,NA,NA,NA
