"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","county","decimalLongitude","decimalLatitude","imagecode","yearIdentified","monthIdentified","class","relatedCatalogItem","typeStatus","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"50","2018-07-17 09:23:00-03","MO","MOBOT","2959797","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Gerrit Davidse (MO)","Timothy J. Killeen","Killeen 694","1985","1","3","South America","Bolivia","Santa Cruz","10 km SW of Concepción, Rancho San Andres.","500.00000000",NA,NA,NA,NA,"Nuflo de Chavez","-62.0833333","-16.1666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"51","2018-07-17 09:23:00-03","MO","MOBOT","2959868","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Gerrit Davidse (MO)","Timothy J. Killeen","Killeen 967","1985","6","1","South America","Bolivia","Santa Cruz","Concepción, Est. San Josecito.","500.00000000",NA,NA,NA,NA,"Nuflo de Chavez","-62","-16.1666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"52","2018-07-17 09:22:00-03","MO","MOBOT","2959893","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Gerrit Davidse (MO)","Agnes Chase","Chase 9752","1925","5","8","South America","Brazil","Rio de Janeiro","Corcovado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"53","2013-01-28 05:13:00-02","MO","MOBOT","934214","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","F.O. Zuloaga, 2002 (SI)","René Guillén V.","Guillén Villarroel 1962","1994","6","20","South America","Bolivia","Santa Cruz","Campamento EL REFUGIO, a 2800 m al NE de la casa, en la Bahía Las Petas. Colchas y Taropes.","150.00000000",NA,NA,NA,NA,"Velasco","-61.0475","-14.76305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2013-01-28 05:13:00-02","MO","MOBOT","941512","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","F.O. Zuloaga, 2002 (SI)","René Guillén V.|R. Choré","Guillén Villarroel 1330","1994","5","17","South America","Bolivia","Santa Cruz","Campamento EL REFUGIO a 1500 m al noreste de la casa yendo hacia la serranía de Caparuch. En un bosque alto húmedo estacional.","180.00000000",NA,NA,NA,NA,"Velasco","-61.03472","-14.75555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2010-12-30 14:35:00-02","MO","MOBOT","978401","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","T. Killeen (LPB)","Antony Jardim|G. Moscoso","Jardim 1767","1995","3","15","South America","Bolivia","Santa Cruz","Las Trancas, Lomerio, parcelas de Bolfor, Las Trancas '95. Bosque seco chiquitano de Anadenanthera. Suelos lateríticos.","400.00000000",NA,NA,NA,NA,"Nuflo de Chavez","-61.84805","-16.52166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2018-07-17 09:22:00-03","MO","MOBOT","2959491","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Gerrit Davidse (MO)","Jason R. Swallen","Swallen 9413","1946","6",NA,"South America","Brazil","Mato Grosso do Sul","Dourados.",NA,NA,NA,NA,NA,"Ponta Porã","-55.7256011962891","-22.5361003875732",NA,NA,NA,NA,NA,NA,NA,NA,NA,"102608","auto",NA,"1"
"57","2009-10-24 10:42:00-02","MO","MOBOT","2431708","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone",NA,"Fernando O. Zuloaga|Diego Giraldo-Cañas|F. Biganzoli","Zuloaga 6683","1998","3","26","South America","Argentina","Misiones","Parque Provincial Moconá, picada detrás de la casa del guardaparque","310.00000000",NA,NA,NA,NA,"Guaraní","-53.88333","-27.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","220742","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","excavatum","Panicum excavatum","Henrard",NA,"Julian A. Steyermark","Steyermark 57664",NA,NA,NA,"South America","Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2015-09-16 06:16:00-03","MO","MOBOT","229752","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","excavatum","Panicum excavatum","Henrard",NA,"Benedict (Benjamin) Balansa","Balansa 2947","1881",NA,NA,"South America","Paraguay",NA,"Guarapi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","3198765","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone",NA,"E. M. Zardini & S. Velasquez","11449","1989","3","13","South America","Paraguay","Guairá","Cordillera de ybytyruzu; road melgarejo-antena; 5 km s of melgarejo",NA,NA,NA,NA,NA,NA,"-56.25","-22.9167",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"61","2020-09-12 05:00:02-03","US","US","1448571","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","excavatum","Panicum excavatum","Henrard","Zuloaga, F. O.","A. Chase","11014","1930","2","18","South America - Neotropics","Brazil","Matto Grosso","Vicinity of Dourados","400",NA,NA,NA,NA,NA,"-54.67","-22",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"62","2020-09-12 05:00:02-03","US","US","80624","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","excavatum","Panicum excavatum","Henrard",NA,"B. Balansa","2947","1881",NA,NA,"South America","Paraguay",NA,"Guarapi.",NA,NA,NA,NA,"US00148484",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"Type fragment",NA,NA,NA,NA,NA,NA,"1"
"63","2020-09-12 05:00:02-03","US","US","1445764","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","excavatum","Panicum excavatum","Henrard",NA,"B. Balansa","2947","1881",NA,NA,"South America","Paraguay",NA,"Guarapi.",NA,NA,NA,NA,"US00148483",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"Type fragment",NA,NA,NA,NA,NA,NA,"1"
"64","2020-07-23 12:18:46-03","CEPLAC","CEPEC","755","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","excavatum","Panicum excavatum",NA,"S. A. Renvoize","R. P. Belém","871","1965","04","24",NA,"Brasil","Bahia","Rod. Itajuipe/Ubaitaba, 12Km ao N de Banco Central.",NA,NA,NA,NA,NA,"ITAJUIPE","-39.375","-14.6780996322632",NA,NA,NA,NA,"30/12/1982",NA,"0W0'0","0S0'0",NA,"21442","auto",NA,NA
"65","2019-11-01 15:15:42-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Zuloaga, FO","Belém, RP; Magalhães, M","871","1965","04","24","Southern America","Brasil","Bahia","Rodovia Itajuípe - Ubaitaba; 12.0 km N de Barro Central",NA,NA,NA,"Planta de 80.0 cm de altura; inflorescência esverdeada","UB0030495",NA,NA,NA,"UB0030495","1992","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-08 12:52:25-03","UFRGS","ICN","128375","S","Plantae","Monocotyledon",NA,"Poaceae","Acroceras","aff. excavatum","Acroceras aff. excavatum","(Henrard) Zuloaga & Morrone","Longhi-Wagner, HM","Paschoal, MES","2789","2002","03","07","América do Sul","Brasil","SP","Fazenda Monte Alegre",NA,NA,NA,NA,NA,"Agudos","-48.9799995422363","-22.4599990844727",NA,NA,NA,NA,NA,NA,NA,NA,NA,"52219","auto",NA,NA
"67","2021-01-21 15:29:41-03","IBt","SP","363736","S","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone",NA,"Thomas, WW; Kallunki, JA; Jardim, J","11901","1999","02","01",NA,"Brasil","Bahia","Serra do Teimoso, 7.5 km N then W of Jussari on riad to Palmira, then 2 km S to Fazenda Teimoso, Reserva da Fazendo Teimoso, southern end.","300","300",NA,NA,"SP040081","Jussari","-39.517778","-15.150833","SP040081","1999","02",NA,NA,NA,"-39.517778","-15.150833","01",NA,NA,NA,NA
"68","2019-11-21 10:14:31-03","IBt","SP","81858","S","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Garcia, CA","Clayton, WD","4602","1965","02","09",NA,"Brasil","São Paulo","Fazenda Capi","300","300",NA,NA,"SP040084","Iepê","-51.116667","-22.733333","SP040084","2000","02",NA,NA,NA,"-51.116667","-22.733333",NA,NA,NA,NA,NA
