"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"216","2021-03-30 12:45:29-03","EAO","IAN","122103","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.","Berg, CC","Pires, JM; Silva, NT da","11394","1967","11","22","Southern America","Brasil","Pará","IPEAN, Reserva do Aurá. L. 107-44.","-48.5043983459473","-1.4558299779892",NA,"Árvore nº 17. Tronco com 67cm. de circ; altura total de 19,80m.","IAN122103",NA,NA,NA,"Belém","48462","auto",NA,"1977","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-03-30 12:45:29-03","EAO","IAN","121755","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.","Berg, CC","Pires, JM; Silva, NT da","11045","1967","09","12","Southern America","Brasil","Pará","IPEAN, Reserva Mocambo. L. 2-13, s/n.","-48.5043983459473","-1.4558299779892",NA,"Árvore de 12m. de altura.","IAN121755",NA,NA,NA,"Belém","48462","auto",NA,"1977","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-03-30 12:45:29-03","EAO","IAN","121533","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.","Berg, CC","Pires, JM; Silva, NT da","10822","1967","09","02","Southern America","Brasil","Pará","IPEAN, terra irme.","-48.5043983459473","-1.4558299779892",NA,"Árvore de 12m. de altura.","IAN121533",NA,NA,NA,"Belém","48462","auto",NA,"1977","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-04-08 17:42:56-03","EAO","IAN","XILO3365","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.","Berg, CC","Pires, JM; Silva, NT da","10822","1967","09","02","Southern America","Brasil","Pará","IPEAN, terra irme.","-48.5043983459473","-1.4558299779892",NA,"Árvore de 12m. de altura.","IANXILO3365",NA,NA,NA,"Belém","48462","auto",NA,"1977","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-03-30 12:45:29-03","EAO","IAN","163641","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.","Cordeiro, MR","Cordeiro, MR","2040","1986","11","10","Southern America","Brasil","Pará","Mata de terra firme. EMBRAPA, Reserva Mocambo. Linha 06-19.","-48.5043983459473","-1.4558299779892",NA,"Árvore de 9m. de altura, estéril.","IAN163641",NA,NA,NA,"Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-03-30 12:45:29-03","EAO","IAN","163343","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Rodrigues, IA","1355",NA,NA,NA,"Southern America","Brasil","Pará","Campos de Santa Tereza","-46.7655982971191","-1.05360996723175",NA,NA,"IAN163343",NA,NA,NA,"Bragança","56429","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-03-30 12:45:29-03","EAO","IAN","163343","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Rodrigues, IA","1355",NA,NA,NA,"Southern America","Brasil","Pará","Campos de Santa Tereza.","-46.7655982971191","-1.05360996723175",NA,NA,"IAN163343",NA,NA,NA,"Bragança","56429","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-03-30 12:45:29-03","EAO","IAN","95254","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.","Berg, CC","Pires, JM; Silva, NT da","6663","1957","10",NA,"Southern America","Brasil","Pará","Local onde foi feito um levantamento florestal.","-50.4803009033203","-1.68221998214722",NA,NA,"IAN095254",NA,NA,NA,"Breves","134266","auto",NA,"1972","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-03-30 12:45:29-03","EAO","IAN","154518","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.","Berg, CC","Pires, JM; Fróes, RL","4967","1956","07","07","Southern America","Brasil","Pará","Perto do Igarapé Arapijó, transecto para inventário florestal. Q. 2-11.","-50.4803009033203","-1.68221998214722",NA,NA,"IAN154518",NA,NA,NA,"Breves","134266","auto",NA,"1977","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2021-03-30 12:45:29-03","EAO","IAN","154521","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.","Oliveira, E","Pires, JM; Fróes, RL","5657","1956","07","07","Southern America","Brasil","Pará","Transecto para inventário florestal, 50-8 (sp. nº 3).","-50.4803009033203","-1.68221998214722",NA,NA,"IAN154521",NA,NA,NA,"Breves","134266","auto",NA,"1971","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2021-03-30 12:45:29-03","EAO","IAN","117264","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Prance, GT; Pennington, TD","1777","1965","10","29","Southern America","Brasil","Pará","Vicinity of Cachoeira, km. 96. Road BR 22, Capanema to Maranhão.","-47.1808013916016","-1.19582998752594",NA,"Tree 12m x 15 cm diameter; pedicels brown; fruit green.","IAN117264",NA,NA,NA,"Capanema","31137","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2021-03-30 12:45:29-03","EAO","IAN","186723","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Cristo, SC de; Landim, A","09","2010","10","20","Southern America","Brasil","Pará","Trilha Ecológica Hiram Bichara Júnior da Fundação Zoobotânica de Marabá.","-49.1178016662598","-5.36860990524292",NA,"Árvore.","IAN186723",NA,NA,NA,"Marabá","262883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2021-03-30 12:45:29-03","EAO","IAN","186724","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Cristo, SC de; Landim, A","10","2010","08","28","Southern America","Brasil","Pará","Trilha Ecológica Hiram Bichara Júnior da Fundação Zoobotânica de Marabá.","-49.1178016662598","-5.36860990524292",NA,NA,"IAN186724",NA,NA,NA,"Marabá","262883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2021-03-30 12:45:29-03","EAO","IAN","190350","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Cruz, ED","690","2012","12","12","Southern America","Brasil","Pará",NA,"-48.7689018249512","-1.88389003276825",NA,NA,"IAN190350",NA,NA,NA,"Moju","186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2021-03-30 12:45:29-03","EAO","IAN","166097","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Ferreira, GC; Cordeiro, MR","481","1998","05","21","Southern America","Brasil","Pará","Campo experimental da Embrapa Amazonia Oriental no Km-30 da rodovia PA-150.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN166097",NA,NA,NA,"Moju","186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-03-30 12:45:29-03","EAO","IAN","169761","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Cordeiro, MR; Baider, C","2940","1997","04",NA,"Southern America","Brasil","Pará","Projeto Pinkaiti. Aldeia Aúkre.","-51.0839004516602","-6.75472021102905",NA,"F 90. Árvore de 18m, estéril.","IAN169761",NA,NA,NA,"Ourilândia do Norte","209767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-03-30 12:45:29-03","EAO","IAN","169824","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Cordeiro, MR; Baider, C","3003","1999","02","02","Southern America","Brasil","Pará","Projeto Pinkaiti. Aldeia Aúkre.","-51.0839004516602","-6.75472021102905",NA,"F 85. Dif. 1,4 DAP 30,5 + 31,9.","IAN169824",NA,NA,NA,"Ourilândia do Norte","209767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2021-03-30 12:45:29-03","EAO","IAN","169830","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Cordeiro, MR; Baider, C","3009","1999","02","02","Southern America","Brasil","Pará","Projeto Pinkaiti. Aldeia Aúkre.","-51.0839004516602","-6.75472021102905",NA,"F 130. Dif 0,4. DAP 34,7 + 34,3. Estéril.","IAN169830",NA,NA,NA,"Ourilândia do Norte","209767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2021-03-30 12:45:29-03","EAO","IAN","169843","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Gaglioti, AL","Cordeiro, MR; Baider, C","3022","1999","02","02","Southern America","Brasil","Pará","Projeto Pinkaiti. Aldeia Aúkre.","-51.0839004516602","-6.75472021102905",NA,"F 168, dif 1,2 DAP 22,8 + 24 estéril.","IAN169843",NA,NA,NA,"Ourilândia do Norte","209767","auto",NA,"2011","10","20",NA,NA,NA,NA,NA,NA,NA,NA
"235","2021-03-30 12:45:29-03","EAO","IAN","179613","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Pereira, JR; RA","42","2004","04","23","Southern America","Brasil","Pará","Fazenda Andiroba. T6-Q4. Mata primária de solo arenoso.","-47.3527984619141","-2.99583005905151",NA,"Árvore de 15m de altura, base com raíz esposta a 1m, ritidoma branco com lenticelos amarelo. Casca amarela escuro. Fora da parcela permanente 10m.","IAN179613",NA,NA,NA,"Paragominas","186685","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2021-03-30 12:45:29-03","EAO","IAN","178862","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Stone, A","58","2003","01","20","Southern America","Brasil","Pará",NA,"-47.312198638916","-1.19193994998932",NA,"Planta de 10m de alt. por 16cm de diâm.","IAN178862",NA,NA,NA,"Peixe-Boi","27180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2021-03-30 12:45:29-03","EAO","IAN","184916","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Nascimento, EAP","12",NA,NA,NA,"Southern America","Brasil","Pará","Km 67, rodovia Santarém Cuiabá , Floresta Nacional do Tapajós,mata alta de terra firme,solo de textura argilosa.","-54.7083015441895","-2.44305992126465",NA,"Árvore de 16 m de altura e 24 cm de DAP,frutos imaturos.","IAN184916",NA,NA,NA,"Santarém","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2021-03-30 12:45:29-03","EAO","IAN","168753","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Cordeiro, MR; Moraes, NJ","3932","1999","06","15","Southern America","Brasil","Pará","Reserva Curuá-Una, Parque Fenológico. Mata alta de terra firme.","-54.7083015441895","-2.44305992126465",NA,NA,"IAN168753",NA,NA,NA,"Santarém","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2021-03-30 12:45:29-03","EAO","IAN","169988","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Cordeiro, MR","4049","1999","09","15","Southern America","Brasil","Pará","Trilha 5, Curuá-Una.","-54.7083015441895","-2.44305992126465",NA,"Árvore 500, 24m x 0,90m de CAP. Material estéril.","IAN169988",NA,NA,NA,"Santarém","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2021-03-30 12:45:29-03","EAO","IAN","169986","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Cordeiro, MR","4047","1999","09","15","Southern America","Brasil","Pará","Trilha 5, Curuá-Una. N°497.","-54.7083015441895","-2.44305992126465",NA,"Árvore de 19m x 1,80m de CAP; material estéril.","IAN169986",NA,NA,NA,"Santarém","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2021-03-30 12:45:29-03","EAO","IAN","163750","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Balée, WL; Ribeiro, BGS","1344","1985","08","09","Southern America","Brasil","Pará","Basin of the Rio Gurupi, Tembé Indian Reserve, 6km. SSW of FUNAI, Post Canidé.&nf;Terre firme moist forest on mild slope.&nf;Inventory voucher 277.","-46.1399993896484","-1.1966700553894",NA,"Tree, cm. DBH: 36.6. The fruit is edible, game eat the fruit used as firewood.","IAN163750",NA,NA,NA,"Viseu","126900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2021-03-30 12:45:29-03","EAO","IAN","194758","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Antônio, LC","PSACF721","2012","09","10","Southern America","Brasil","Pará","Travessão 55","-52.0099983215332","-2.88000011444092",NA,NA,"IAN194758",NA,NA,NA,"Vitória do Xingu","79439","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2021-03-30 12:45:29-03","EAO","IAN","150503","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.","Rosa, NA","Rosa, NA","493","1975","08","28","Southern America","Brasil","Rondônia","Ponto 22, SC-20-XD. Amostra 1 e 2.","-63.9039001464844","-8.76194000244141",NA,"Árvore de 15m. e 1,20m. de circ; casca com chiro muito ativo de selicilato de mentila.","IAN150503",NA,NA,NA,"Porto Velho","333357","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2021-04-08 17:42:56-03","EAO","IAN","XILO3362","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.","Rosa, NA","Rosa, NA","493","1975","08","28","Southern America","Brasil","Rondônia","Ponto 22, SC-20-XD. Amostra 1 e 2.","-63.9039001464844","-8.76194000244141",NA,"Árvore de 15m. e 1,20m. de circ; casca com chiro muito ativo de selicilato de mentila.","IANXILO3362",NA,NA,NA,"Porto Velho","333357","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2021-03-30 12:45:29-03","EAO","IAN","182563","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"Silva, US da","14","2002","03","17","Southern America","Brasil","Roraima","Campo Experimental Confiança- Embrapa Roraima. Localidade: Confiança III.","-60.5974998474121","2.61028003692627",NA,NA,"IAN182563",NA,NA,NA,"Cantá","100279","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2021-03-30 12:45:29-03","EAO","IAN","119796","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Romaniuc Neto, S","Belém, RP","1471","1965","08","09","Southern America","Brasil","Espírito Santo","Rod. BR-5, 5km. S. de Morro-Danta, mata litorânea.",NA,NA,NA,"Árvore de 10m. x 25cm. de diâmetro, pedúnculo marron, frutos verdes.","IAN119796",NA,NA,NA,NA,NA,NA,NA,"1996","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2021-03-30 12:45:29-03","EAO","IAN","132926","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Gaglioti, AL","Lanna Sobrinho, JP","1011","1965","08","08","Southern America","Brasil","Espírito Santo","Br-05.",NA,NA,NA,"Árvore de 10m. de altura, 0,25m. de circ; frutos verde com pédunculos ferrugíneos.","IAN132926",NA,NA,NA,"Morro Dantas",NA,NA,NA,"2011","10","20",NA,NA,NA,NA,NA,NA,NA,NA
"248","2021-03-30 12:45:29-03","EAO","IAN","140682","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Gaglioti, AL","Pires, JM; Rosa, NA","13785","1974","07",NA,"Southern America","Brasil","Acre","Seringal Montevideo. Amostra 3-7-54.",NA,NA,NA,NA,"IAN140682",NA,NA,NA,NA,NA,NA,NA,"2011","10","20",NA,NA,NA,NA,NA,NA,NA,NA
"249","2021-03-30 12:45:29-03","EAO","IAN","154336","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Gaglioti, AL","BW","5581","1922","01","28","Southern America","Suriname",NA,"Sectie O, arbor no. 813.","-56.5","3.6",NA,NA,"IAN154336",NA,NA,NA,NA,NA,NA,NA,"2011","10","20","-56.5","3.6",NA,NA,NA,NA,NA,NA
"250","2021-03-30 12:45:29-03","EAO","IAN","161055","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Gaglioti, AL","Silva, MG da","6571","1983","07","07","Southern America","Brasil","Rondônia","RO-429, km. 110, mata de terra firme, solo areno-argiloso.",NA,NA,NA,"Árvore de 12m. de altura, fruto jovem verde.","IAN161055",NA,NA,NA,NA,NA,NA,NA,"2011","10","20",NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-03-30 12:45:29-03","EAO","IAN","171023","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Ribeiro, JELS","Assunção, PACL","87","1994","09","21","Southern America","Brasil","Amazonas","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Estrada de acesso.Floresta de Vertente.","-59.966667","-2.883333",NA,"Árvore. Tronco acanalado com raizes escoras, tabulares, ramificadas. Ritidoma vermelho-pardo com manchas acinzentadas. Ao corte casca interna vermelho-escura; alburno branco-never.","IAN171023",NA,NA,NA,"Manaus",NA,NA,NA,"1995","11",NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"252","2021-03-30 12:45:29-03","EAO","IAN","180853","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.",NA,"Soler, JG; Barbosa, EF","202","2004","02","14","Southern America","Brasil","Roraima","Próximo à vila de Caicubi, Terra Firme.","-62.083333","-1.016667",NA,"Raízes aéreas, ritidoma vermelho com lenticelas pequenas, casca morta marrom, casca viva alaranjada. Alburno branco.","IAN180853",NA,"13","13","Caracaraí",NA,NA,NA,NA,NA,NA,"-62.083333","-1.016667",NA,NA,NA,NA,NA,NA
"253","2021-03-30 12:45:29-03","EAO","IAN","187070","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Gaglioti, AL","Gaglioti, AL; Pederneiras, LC","115","2010","10","18","Southern America","Brasil","Pará","Campus da Embrapa. Estrada principal da UFRA (antiga FCAP).","-48.441389","-1.444444",NA,"Árvore 18 m altura. Presença de raízes adventícias escoras. Látex aquoso amarelado oxidando e escurecendo em contato com o ar. Forte cheiro de benguê (cânfora). Inflorescências estaminadas amareladas a castanhas. Presença de formigas p","IAN187070",NA,NA,NA,"Belém",NA,NA,NA,"2011","10","20","-48.441389","-1.444444",NA,NA,NA,NA,NA,NA
"254","2021-03-30 12:45:29-03","EAO","IAN","187071","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Gaglioti, AL","Gaglioti, AL; Pederneiras, LC","116","2010","10","18","Southern America","Brasil","Pará","Campus da Embrapa. Estrada principal da UFRA (antiga FCAP).","-48.441389","-1.444444",NA,"Árvore 10 m altura. Presença de raízes adventícias escoras. Látex aquoso amarelado oxidando e escurecendo em contato com o ar. Forte cheiro de benguê (cânfora). Frutos esverdeados. Presença de formigas pretas.","IAN187071",NA,NA,NA,"Belém",NA,NA,NA,"2011","10","20","-48.441389","-1.444444",NA,NA,NA,NA,NA,NA
"255","2021-03-30 12:45:29-03","EAO","IAN","187073","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Gaglioti, AL","Gaglioti, AL; Pederneiras, LC","119","2010","10","20","Southern America","Brasil","Pará","Reserva APEG. Na beira da trilha.","-48.441389","-1.444444",NA,"Árvore 20 m altura. Com raízes adventícias escoras. Látex translúcido oxidando e escurecendo em contato com o ar. Forte cheiro de benguê (cânfora). Material estéril. Local com uma população dessa espécies.","IAN187073",NA,NA,NA,"Belém",NA,NA,NA,"2011","10","21","-48.441389","-1.444444",NA,NA,NA,NA,NA,NA
"256","2021-03-30 12:45:29-03","EAO","IAN","187077","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Gaglioti, AL","Gaglioti, AL; Pederneiras, LC","113","2010","10","16","Southern America","Brasil","Pará","Reserva Mocambo. Trilha próximo ao Ceasa.","-48.421944","-1.444444",NA,"Árvore 8 m altura. Presença de raízes adventícias escoras. Látex translúcido oxidando e escurecendo em contato com o ar. Forte cheiro de benguê (cânfora). Flores e frutos esverdeados a amarelados, estigmas creme-amarelados a castanhos.","IAN187077",NA,NA,NA,"Belém",NA,NA,NA,"2011","10","18","-48.421944","-1.444444",NA,NA,NA,NA,NA,NA
"257","2021-03-30 12:45:29-03","EAO","IAN","120816","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Gaglioti, AL","Pires, JM","10146","1966","09","03","Southern America","Brasil","Pará","IAN, Reserva Mocambo.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN120816",NA,NA,NA,"Belém","48462","auto",NA,"2011","10","20",NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-04-08 17:42:56-03","EAO","IAN","XILO6209","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Gaglioti, AL","Pires, JM","10146","1966","09","03","Southern America","Brasil","Pará","IAN, Reserva Mocambo.","-48.5043983459473","-1.4558299779892",NA,NA,"IANXILO6209",NA,NA,NA,"Belém","48462","auto",NA,"2011","10","20",NA,NA,NA,NA,NA,NA,NA,NA
"259","2021-03-30 12:45:29-03","EAO","IAN","169843","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Gaglioti, AL","Cordeiro, MR; Baider, C","3022","1999","02","02","Southern America","Brasil","Pará","Projeto Pinkaiti. Aldeia Aúkre.","-51.0839004516602","-6.75472021102905",NA,"F 168, dif 1,2 DAP 22,8 + 24 estéril.","IAN169843",NA,NA,NA,"Ourilândia do Norte","209767","auto",NA,"2011","10","20",NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-02-20 13:42:06-03","INPA","INPA-CARPOTECA","56327","Carpo","Plantae","Dicotyledon Rosids","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Berg, CC; Heusden, ECH van","Monteiro, OP","76-477","1976","02","18","Southern America","Brasil","Acre","Operação do Projeto Radam. Sub-base. SC 18 x BPY 07. Projeto RADAM/BRASIL","-72.6699981689453","-7.63111019134521",NA,NA,"INPA0056327","INPA0056327 INPA0056327_e INPA0056327_e1",NA,NA,"Cruzeiro do Sul","123037","auto",NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2019-02-20 13:42:06-03","INPA","INPA-CARPOTECA","98070","Carpo","Plantae","Dicotyledon Rosids","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Gaglioti, AL","Ferreira, CAC","2870","1980","10","12","Southern America","Brasil","Acre","Estrada Rio Branco-Porto Acre, Km 33 a 2 Km da margem. Mata de terra firme, solo argiloso.","-67.8099975585938","-9.9747200012207",NA,NA,"INPA0098070","INPA0098070 INPA0098070_e INPA0098070_e1 INPA0098070_nd INPA0098070_num",NA,NA,"Rio Branco","178770","auto",NA,"2011","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2019-02-20 13:42:06-03","INPA","INPA-CARPOTECA","56327","Carpo","Plantae","Dicotyledon Rosids","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Berg, CC; Heusden, ECH van","Monteiro, OP","76-477","1976","02","18","Southern America","Brasil","Acre","Operação do Projeto Radam. Sub-base. SC 18 x BPY 07. Projeto RADAM/BRASIL","-72.6699981689453","-7.63111019134521",NA,NA,"INPA0056327","INPA0056327 INPA0056327_e INPA0056327_e1",NA,NA,"Cruzeiro do Sul","123037","auto",NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-02-20 13:42:06-03","INPA","INPA-CARPOTECA","98070","Carpo","Plantae","Dicotyledon Rosids","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","Gaglioti, AL","Ferreira, CAC","2870","1980","10","12","Southern America","Brasil","Acre","Estrada Rio Branco-Porto Acre, Km 33 a 2 Km da margem. Mata de terra firme, solo argiloso.","-67.8099975585938","-9.9747200012207",NA,NA,"INPA0098070","INPA0098070 INPA0098070_e INPA0098070_e1 INPA0098070_nd INPA0098070_num",NA,NA,"Rio Branco","178770","auto",NA,"2011","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
