"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","stateProvince","county","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","imagecode","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","sex","typeStatus"
"125","2015-09-04 13:16:51-03","MNHN","RECOLNAT_MNHN_P","P03852701","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Humbert, H.",NA,NA,"Argentina","Catamarca, Rio Santa Maria.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03852701' target='other'> <mi>dwc_moreinfo</mi></a>","P03852701","1948","10","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P03852701_01",NA,NA,"21024",NA,NA,NA
"126","2015-09-04 13:16:51-03","MNHN","RECOLNAT_MNHN_P","P03852702","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Calot",NA,NA,"Argentina","Province de Buenos Ayeres. Las Mollas.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03852702' target='other'> <mi>dwc_moreinfo</mi></a>","P03852702","1876","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P03852702_01",NA,NA,"76",NA,NA,NA
"127","2015-09-04 13:16:51-03","MNHN","RECOLNAT_MNHN_P","P03852703","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Goulard",NA,NA,"Argentina","Buenos Aires.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03852703' target='other'> <mi>dwc_moreinfo</mi></a>","P03852703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P03852703_01",NA,NA,"1869",NA,NA,NA
"128","2015-09-04 13:16:51-03","MNHN","RECOLNAT_MNHN_P","P03852704","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Goulard",NA,NA,"Argentina","Buenos Aires.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03852704' target='other'> <mi>dwc_moreinfo</mi></a>","P03852704","1869","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P03852704_01",NA,NA,NA,NA,NA,NA
"129","2015-09-04 13:21:14-03","MNHN","RECOLNAT_MNHN_P","P03871921","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Kiesling, R.|Ponce, M.|Múlgura, M.",NA,NA,"Argentina","San Juan, dpto. Caucete. Pie de Palo.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03871921' target='other'> <mi>dwc_moreinfo</mi></a>","P03871921","1984","11","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P03871921_01",NA,NA,"4870",NA,NA,NA
"130","2015-09-04 13:21:14-03","MNHN","RECOLNAT_MNHN_P","P03871922","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Kiesling, R.|Troiano, V.|Volponi, C.R.|Devore, M.",NA,NA,"Argentina","Dpto. Iglesia, de Tudcum a Quebrada de Vicunita.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03871922' target='other'> <mi>dwc_moreinfo</mi></a>","P03871922","1992","2","25",NA,NA,NA,NA,"-69.33333","-30.16667",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P03871922_01",NA,NA,"8010",NA,NA,NA
"131","2015-09-04 13:21:14-03","MNHN","RECOLNAT_MNHN_P","P03871923","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Sparre|Vervoorst",NA,NA,"Paraguai","Dept Central.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03871923' target='other'> <mi>dwc_moreinfo</mi></a>","P03871923","1950","11","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P03871923_01",NA,NA,"138",NA,NA,NA
"132","2015-09-04 13:21:14-03","MNHN","RECOLNAT_MNHN_P","P03871924","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Guaglianone, E.R.|Tur, N.M.|Galotti, L.D.",NA,NA,"Argentina","San Juan, dpto. Albardon, Las Lajas, Baños del Salado.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03871924' target='other'> <mi>dwc_moreinfo</mi></a>","P03871924","1986","1","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P03871924_01",NA,NA,"1344",NA,NA,NA
"133","2015-09-04 13:03:14-03","MNHN","RECOLNAT_MNHN_P","P03893213","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Favresse, P.",NA,NA,"Uruguai","Environs de Montevideo.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03893213' target='other'> <mi>dwc_moreinfo</mi></a>","P03893213","1869","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P03893213_01",NA,NA,NA,NA,NA,NA
"134","2015-09-04 13:03:14-03","MNHN","RECOLNAT_MNHN_P","P03893215","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Agustin",NA,NA,"Peru","Departamento: Tacna, provincia Tacna, Localidad Tacna-Sama.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03893215' target='other'> <mi>dwc_moreinfo</mi></a>","P03893215","1998","1","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P03893215_01",NA,NA,"829",NA,NA,NA
"135","2015-09-04 12:43:10-03","MNHN","RECOLNAT_MNHN_P","P04081794","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Schilim, L.",NA,NA,"Colômbia","Nlle Grenade, prov. de Santa Marta, hauteur Sta. Marta.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081794' target='other'> <mi>dwc_moreinfo</mi></a>","P04081794","1853","7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081794_01",NA,NA,"946",NA,NA,NA
"136","2015-09-04 12:37:59-03","MNHN","RECOLNAT_MNHN_P","P04081863","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Boom, B.M.",NA,NA,"Guiana","Abry River mouth near coastline.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081863' target='other'> <mi>dwc_moreinfo</mi></a>","P04081863","1987","3","28",NA,NA,NA,NA,"-57.75","6.5",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081863_01",NA,NA,"7163",NA,NA,NA
"137","2015-09-04 12:38:00-03","MNHN","RECOLNAT_MNHN_P","P04081907","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Smith, H.H.",NA,NA,"Colômbia",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081907' target='other'> <mi>dwc_moreinfo</mi></a>","P04081907","1898","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081907_01",NA,NA,"544",NA,NA,NA
"138","2015-09-04 12:38:00-03","MNHN","RECOLNAT_MNHN_P","P04081908","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Funck, N.",NA,NA,"Venezuela","Caracas, Santa Marta.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081908' target='other'> <mi>dwc_moreinfo</mi></a>","P04081908","1843","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081908_01",NA,NA,"328",NA,NA,NA
"139","2015-09-04 12:38:00-03","MNHN","RECOLNAT_MNHN_P","P04081909","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Goudot, J.",NA,NA,"Colômbia",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081909' target='other'> <mi>dwc_moreinfo</mi></a>","P04081909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081909_01",NA,NA,NA,NA,NA,NA
"140","2015-09-04 12:38:00-03","MNHN","RECOLNAT_MNHN_P","P04081910","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Pittier, H.",NA,NA,"Venezuela","Playa de Cabo Branco,.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081910' target='other'> <mi>dwc_moreinfo</mi></a>","P04081910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081910_01",NA,NA,"10181",NA,NA,NA
"141","2015-09-04 12:38:00-03","MNHN","RECOLNAT_MNHN_P","P04081911","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Linden, J.",NA,NA,"Venezuela","Prov. de Carabobo.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081911' target='other'> <mi>dwc_moreinfo</mi></a>","P04081911","1843","12","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081911_01",NA,NA,"1586",NA,NA,NA
"142","2015-09-04 12:38:00-03","MNHN","RECOLNAT_MNHN_P","P04081912","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","debeaux, O.",NA,NA,"Venezuela","Sabbes maritimum la Guayrp, Venezuela.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081912' target='other'> <mi>dwc_moreinfo</mi></a>","P04081912","1897","1","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081912_01",NA,NA,NA,NA,NA,NA
"143","2015-09-04 12:38:00-03","MNHN","RECOLNAT_MNHN_P","P04081913","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Smith, H.H.",NA,NA,"Colômbia","Santa Marta.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081913' target='other'> <mi>dwc_moreinfo</mi></a>","P04081913","1898","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081913_01",NA,NA,"544",NA,NA,NA
"144","2015-09-04 12:38:00-03","MNHN","RECOLNAT_MNHN_P","P04081914","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Bonpland",NA,NA,"Venezuela",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081914' target='other'> <mi>dwc_moreinfo</mi></a>","P04081914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081914_01",NA,NA,"122",NA,NA,NA
"145","2015-09-04 12:38:00-03","MNHN","RECOLNAT_MNHN_P","P04081915","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Debeaux",NA,NA,"Colômbia","Carthagene.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081915' target='other'> <mi>dwc_moreinfo</mi></a>","P04081915","1897","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081915_01",NA,NA,NA,NA,NA,NA
"146","2015-09-04 12:38:00-03","MNHN","RECOLNAT_MNHN_P","P04081916","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Husnot",NA,NA,"Colômbia","Nouvelle Grenade.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081916' target='other'> <mi>dwc_moreinfo</mi></a>","P04081916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081916_01",NA,NA,NA,NA,NA,NA
"147","2015-09-04 12:38:00-03","MNHN","RECOLNAT_MNHN_P","P04081917","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Husnot",NA,NA,"Colômbia","Nouvell Grenade.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081917' target='other'> <mi>dwc_moreinfo</mi></a>","P04081917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081917_01",NA,NA,NA,NA,NA,NA
"148","2015-09-04 12:38:00-03","MNHN","RECOLNAT_MNHN_P","P04081923","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Zardini, E.M.|Guerrero, L.",NA,NA,"Paraguai","Presidente Hayes. Estancia Zalazar. Laguna Zalazar.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081923' target='other'> <mi>dwc_moreinfo</mi></a>","P04081923","1996","12","12",NA,NA,"90",NA,"-59.18889","-23.03583",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081923_01",NA,NA,"45848",NA,NA,NA
"149","2015-09-04 12:38:00-03","MNHN","RECOLNAT_MNHN_P","P04081924","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Mandon",NA,NA,"Bolívia","Santa Marta.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081924' target='other'> <mi>dwc_moreinfo</mi></a>","P04081924","1852","10","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081924_01",NA,NA,NA,NA,NA,NA
"150","2015-09-04 12:38:00-03","MNHN","RECOLNAT_MNHN_P","P04081925","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum",NA,NA,NA,"Bolívia","Coana.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081925' target='other'> <mi>dwc_moreinfo</mi></a>","P04081925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081925_01",NA,NA,NA,NA,NA,NA
"151","2015-09-04 12:38:00-03","MNHN","RECOLNAT_MNHN_P","P04081926","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Weddell, H.A.",NA,NA,"Bolívia","Cordillera.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081926' target='other'> <mi>dwc_moreinfo</mi></a>","P04081926","1845","11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081926_01",NA,NA,"3601",NA,NA,NA
"152","2015-09-04 12:38:20-03","MNHN","RECOLNAT_MNHN_P","P04081928","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Weddell, H.A.",NA,NA,"Bolívia","Prov. de la Cordillera.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081928' target='other'> <mi>dwc_moreinfo</mi></a>","P04081928","8453","11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081928_01",NA,NA,"3601",NA,NA,NA
"153","2015-09-04 12:38:20-03","MNHN","RECOLNAT_MNHN_P","P04081929","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Zardini, E.M.|Guerrero, L.",NA,NA,"Paraguai","Presidente Hayes. Pilcomayo river basin.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081929' target='other'> <mi>dwc_moreinfo</mi></a>","P04081929","1991","10","29",NA,NA,NA,NA,"-57.92111","-25.03222",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081929_01",NA,NA,"41626",NA,NA,NA
"154","2015-09-04 12:38:20-03","MNHN","RECOLNAT_MNHN_P","P04081930","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Zardini, E.M.|Guerrero, L.",NA,NA,"Paraguai",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081930' target='other'> <mi>dwc_moreinfo</mi></a>","P04081930","1994","10","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081930_01",NA,NA,"41626",NA,NA,NA
"155","2015-09-04 12:38:20-03","MNHN","RECOLNAT_MNHN_P","P04081931","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Zardini, E.|Tilleria, T.",NA,NA,"Paraguai","Cenntral. Estero del Ypoá. Villeta- Puerto Guyrati.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081931' target='other'> <mi>dwc_moreinfo</mi></a>","P04081931","1993","1","7",NA,NA,NA,NA,"-57.6","-25.6",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081931_01",NA,NA,"34567",NA,NA,NA
"156","2015-09-04 12:38:20-03","MNHN","RECOLNAT_MNHN_P","P04081935","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Martinet",NA,NA,"Peru","S. Juan.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081935' target='other'> <mi>dwc_moreinfo</mi></a>","P04081935","1874","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081935_01",NA,NA,"96",NA,NA,NA
"157","2015-09-04 12:38:20-03","MNHN","RECOLNAT_MNHN_P","P04081936","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Lechler, W.",NA,NA,"Peru",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081936' target='other'> <mi>dwc_moreinfo</mi></a>","P04081936","1854","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081936_01",NA,NA,"1553",NA,NA,NA
"158","2015-09-04 12:38:20-03","MNHN","RECOLNAT_MNHN_P","P04081937","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Pavon",NA,NA,"Peru",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081937' target='other'> <mi>dwc_moreinfo</mi></a>","P04081937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081937_01",NA,NA,"1827",NA,NA,NA
"159","2015-09-04 12:38:20-03","MNHN","RECOLNAT_MNHN_P","P04081938","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Martinet",NA,NA,"Peru",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081938' target='other'> <mi>dwc_moreinfo</mi></a>","P04081938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081938_01",NA,NA,"656",NA,NA,NA
"160","2015-09-04 12:38:20-03","MNHN","RECOLNAT_MNHN_P","P04081939","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Weddell, H.A.",NA,NA,"Peru","Pérou Austral.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081939' target='other'> <mi>dwc_moreinfo</mi></a>","P04081939","1851","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081939_01",NA,NA,NA,NA,NA,NA
"161","2015-09-04 12:38:20-03","MNHN","RECOLNAT_MNHN_P","P04081940","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Lechler, W.|Hohenacker, R.F.",NA,NA,"Peru",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081940' target='other'> <mi>dwc_moreinfo</mi></a>","P04081940","1854","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081940_01",NA,NA,"1553",NA,NA,NA
"162","2015-09-04 12:38:20-03","MNHN","RECOLNAT_MNHN_P","P04081942","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Gaudichaud",NA,NA,"Peru","Lima.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081942' target='other'> <mi>dwc_moreinfo</mi></a>","P04081942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081942_01",NA,NA,"96",NA,NA,NA
"163","2015-09-04 12:38:20-03","MNHN","RECOLNAT_MNHN_P","P04081944","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Gaudichaud",NA,NA,"Peru","S. Lorenzo.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04081944' target='other'> <mi>dwc_moreinfo</mi></a>","P04081944","1836","7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04081944_01",NA,NA,"96",NA,NA,NA
"164","2015-09-04 12:38:01-03","MNHN","RECOLNAT_MNHN_P","P04082252","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Plée, A.",NA,NA,"Venezuela","Maracaybo.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04082252' target='other'> <mi>dwc_moreinfo</mi></a>","P04082252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P04082252_01",NA,NA,"417",NA,NA,NA
"165","2015-09-04 12:42:30-03","MNHN","RECOLNAT_MNHN_P","P03877068","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum argentinum","Goodall, N.|Tirel, C.",NA,NA,"Argentina","Prov. Entre Rios. Route 14, 2km au sud de la limite avec la Prov. Corrientes et du Rio Mocoreta.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03877068' target='other'> <mi>dwc_moreinfo</mi></a>","P03877068","1973","11","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I.M. Johnst.","Luebert",NA,NA,NA,NA,NA,NA,"P03877068_01",NA,"argentinum","286",NA,NA,NA
"166","2015-09-04 13:16:50-03","MNHN","RECOLNAT_MNHN_P","P03852687","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Glaziou, A.",NA,NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03852687' target='other'> <mi>dwc_moreinfo</mi></a>","P03852687","1892","2","10","São Paulo","São Vicente",NA,NA,"-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,"L.",NA,NA,NA,NA,"25482","auto",NA,"P03852687_01",NA,NA,"19681",NA,NA,NA
"167","2015-09-04 13:18:36-03","MNHN","RECOLNAT_MNHN_P","P03852676","PreservedSpecimen",NA,"Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Isabelle, A.",NA,NA,"Uruguai","(Montevideo).","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03852676' target='other'> <mi>dwc_moreinfo</mi></a>","P03852676","1838","1","1",NA,NA,NA,NA,NA,"-34.90222",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"P03852676_01",NA,NA,"1",NA,NA,NA
"168","2021-02-11 17:18:19-03","UFPR","UPCB","41270","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Arbo, M.M.","8251",NA,"Argentina","Corrientes, Dep. Mercedes, Macrosistema Ibera, nacimiento Rio Corrientes, 28°43'S 58°07'W",NA,NA,"Decumbente, flores blancas. Costa inundable del rio..",NA,"1998","12","03","Corrientes","Mercedes",NA,NA,"-58.116667","-28.716667","-58.116667","-28.716667",NA,NA,"L.","Schinini, A.","1999","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2015-07-22 14:27:00-03","MO","MOBOT","100833073","PreservedSpecimen","Plantae","Heliotropiaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Ángel Fernández","Fernández 30125","South America","Venezuela","Archipiélago Los Roques. Parque Nacional Los Roques. Cayo Fernando. 1.3 km al S del extremo W de Isla Larga.",NA,NA,NA,NA,"2012","3","20","Distrito Federal",NA,"0E8","1.00000000","-66.7775","11.8638889",NA,NA,NA,NA,"L.","A. Fernández",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"170","2011-03-25 20:35:00-03","MO","MOBOT","2249888","PreservedSpecimen","Plantae","Heliotropiaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Andrea A. Cocucci|A.N. Sérsic|J. Nattero","Cocucci 2580","South America","Argentina","Ruta nacional nº 40: entre Puerto Alegre y Los Tambillos",NA,NA,NA,NA,"2003","3","13","La Rioja","Coronel Felipe Varela","1450.00000000",NA,"-69.57166","-30.39222",NA,NA,NA,NA,"L.","Di Fulvio, T. E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2008-05-27 22:02:00-03","MO","MOBOT","1001976","PreservedSpecimen","Plantae","Heliotropiaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Phylliis S. Bentley","Bentley 57","South America","Ecuador","Charles Darwin Research Station",NA,NA,NA,NA,NA,NA,NA,"Galapagos","Santa Cruz",NA,NA,"-90.3036","-0.7422",NA,NA,NA,NA,"L.","J. E. Madsen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
