"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","imagecode","county","minimumElevationInMeters","identifiedBy","decimalLongitude","decimalLatitude","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"151","2021-03-15 16:37:00-03","NY","NYBG","4124631","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"J. M. Schunke-Vigo","3114","1969","06","07","South America","Peru","Huánuco","El camino a Jacintillo, sud oeste de Tingo María","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4443553' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124631","Magnoliophyta","Piperales","(Sw.) Loudon",NA,"Leoncio Prado","670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-15 16:37:00-03","NY","NYBG","4124494","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"H. Lugo Sanchez","209","1968","08","08","South America","Ecuador","Napo","Río Sumino, tributary of the Río Napo, ca 5 km north east of Santa Rosa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4443416' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124494","Magnoliophyta","Piperales","(Sw.) Loudon","NY04124494_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-15 16:37:00-03","NY","NYBG","4124598","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"R. L. Liesner","17437","1984","12","02","South America","Venezuela","Amazonas","1.5 km East of Cerro de La Neblina Base Camp which is on Río Mawarinuma. 0 to 3 km South of main river","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4443520' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124598","Magnoliophyta","Piperales","(Sw.) Loudon",NA,"Río Negro","140",NA,"-66.17","0.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-15 16:37:00-03","NY","NYBG","04124485","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"T. B. Croat","86710","2002","08","20","South America","Ecuador","Morona-Santiago","Along the road from the main Puyo-Macas Road to Palora, departing main Puyo-Macas Road 38 Km SSE of Puyo, 9.8 Km from main road","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4443406' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124485","Magnoliophyta","Piperales","(Sw.) Loudon","NY04124485_01",NA,"1336",NA,"-77.9136","-1.7444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-15 16:37:00-03","NY","NYBG","472042","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"D. C. Daly","9780","1998","03","25","South America","Brazil","Acre","Basin of Rio Purus, upper Rio Acre, left bank. Colônia Odessa Lourenço, downstream from Igarapé Sâo Lourenço.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=703599' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472042","Magnoliophyta","Piperales","(Sw.) Loudon","NY00472042_01","Assis Brasil",NA,"R. Callejas Posada","-69.807874","-10.925298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-15 16:37:00-03","NY","NYBG","4124640","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"B. Maguire","24092","1944","07","09","South America","Suriname",NA,"Saramacca River Headwaters, vicinity of Base Camp (1)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4443562' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124640","Magnoliophyta","Piperales","(Sw.) Loudon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-15 16:37:00-03","NY","NYBG","555163","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"H. D. Clarke","4801","1997","05","20","South America","Guyana","Upper Takutu-Upper Essequibo","Kassikaityu River, 0-4 km W of landing at terminus of trail from Kuyuwini River","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=703614' target='other'> <mi>dwc_moreinfo</mi></a>","NY00555163","Magnoliophyta","Piperales","(Sw.) Loudon","NY00555163_01",NA,"240","R. Callejas Posada","-59.0833","1.8408","240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-15 16:37:00-03","NY","NYBG","4124499","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"B. M. Boom","1371","1982","05","05","South America","Ecuador","Esmeraldas","San José, km 321 along railroad from Ibarra to San Lorenzo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4443421' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124499","Magnoliophyta","Piperales","(Sw.) Loudon","NY04124499_01",NA,"350",NA,"-78","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-03-15 16:37:00-03","NY","NYBG","4124507","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"L. B. Holm-Nielsen","985","1968","06","25","South America","Ecuador","Pastaza","Southern border of Rio Napo, 2 km W of Yuralpa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4443429' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124507","Magnoliophyta","Piperales","(Sw.) Loudon","NY04124507_01",NA,"440",NA,"-77.35","-0.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-15 16:37:00-03","NY","NYBG","4124519","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"T. B. Croat","58675","1984","04","29","South America","Ecuador","Napo","Vicinity of Lago Agrio, along S side of lake, ca 5 km NW of twon","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4443441' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124519","Magnoliophyta","Piperales","(Sw.) Loudon","NY04124519_01",NA,"280",NA,"-76.92","0.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-15 16:37:00-03","NY","NYBG","4124489","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"H. Balslev","2349","1982","04","11","South America","Ecuador","Napo","Río Eno al norte y este de Shuashufindi","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4443411' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124489","Magnoliophyta","Piperales","(Sw.) Loudon","NY04124489_01",NA,"300",NA,"-76.67","-0.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-15 16:37:00-03","NY","NYBG","4124516","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"J. L. Luteyn","9084","1983","02","18","South America","Ecuador","Orellana","[Napo] Añangu. Parq. Nac. Yasuní. Swamp forest along Rí Añangu (black water) near jct. with Río Napo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4443438' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124516","Magnoliophyta","Piperales","(Sw.) Loudon","NY04124516_01",NA,"270",NA,"-76.38","-0.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-15 16:37:00-03","NY","NYBG","4124502","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"J. L. Luteyn","9050","1983","02","24","South America","Ecuador","Orellana","[Napo] Añangu. Parq. Nac. Yasuni. Swamp forest along Rio Anangu (black water) near jct with Rio Napo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4443424' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124502","Magnoliophyta","Piperales","(Sw.) Loudon","NY04124502_01",NA,"270",NA,"-76.38","-0.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-03-15 16:37:00-03","NY","NYBG","4124503","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"J. L. Luteyn","9050","1983","02","24","South America","Ecuador","Orellana","[Napo] Añangu. Parq. Nac. Yasuni. Swamp forest along Rio Anangu (black water) near jct with Rio Napo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4443425' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124503","Magnoliophyta","Piperales","(Sw.) Loudon","NY04124503_01",NA,"270",NA,"-76.38","-0.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-06-29 11:31:55-03","UFRJ","RFA","17187","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"William C. Burger; J.L. Gentry Jr.","8990","1973","03","24",NA,"Costa Rica",NA,"Moist forest in valley bottoms, tropical wet forest with open understory on steep slopes and ridges and areas of secondary vegetation north and wet of the air field, about 5 km west of Rincón de Osa, Osa Peninsula, Prov. Puntarenas",NA,NA,"Climbing and epiphytic on log across a stream in forest; leaves succulent, often marked with red beneath","RFA14369",NA,NA,"(Sw.) Loudon",NA,"Costa Rica","50",NA,"-83.516667","8.7","50",NA,NA,"83º31'W","8º42'N",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-30 12:46:47-03","EAO","IAN","101417","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Lanjouw, J; Lindeman, JC","3023","1949","04","21","Southern America","Suriname",NA,"In forest along Makambie creek, distr.Suriname, near km ca. 80-90 of railroad.",NA,NA,"Creeping on diabase boulder; leaves fleshy, whole plant light green.","IAN101417","Dicotiledônea",NA,"(Sw.) Loudon",NA,NA,NA,"Palm, A","-56.5","3.6",NA,NA,NA,"-56.5","3.6","1953",NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-03-30 12:46:47-03","EAO","IAN","108961","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Egler, WA; Pires, JM","47739","1960","08","22","Southern America","Brasil","Amapá","In forest shade. Near first cachoeira on Rio Iaué, 0,5km east of confluence with rio Oiapoque. Common.",NA,NA,"Among mosses on fallen tree trunk; inflorescences pale green.","IAN108961","Dicotiledônea",NA,"(Sw.) Loudon",NA,"Oiapoque",NA,"Yuncker, TG","-52.366667","2.883333",NA,NA,NA,"-52.366667","2.883333","1962",NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-03-30 12:46:47-03","EAO","IAN","109441","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Irwin, HS; Pires, JM","48404","1960","09","21","Southern America","Brasil","Amapá","In forest. About 0,5km south of mouth of rio Muturá, French Guiana. Occasional.",NA,NA,"Epiphyte on a horizontal branch of a tree, about 2m above the ground.","IAN109441","Dicotiledônea",NA,"(Sw.) Loudon",NA,"Oiapoque",NA,"Yuncker, TG","-52.533333","2.566667",NA,NA,NA,"-52.533333","2.566667","1962",NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-30 12:46:47-03","EAO","IAN","117981","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Pires, JM; Cavalcante, PB","52501","1962","08","13","Southern America","Brasil","Amapá","Common bank along right bank of rio Flechal.",NA,NA,"Epiphyte, spike green.","IAN117981","Dicotiledônea",NA,"(Sw.) Loudon",NA,NA,NA,"Carvalho-Silva, M","-50.966667","1.75",NA,NA,NA,"-50.966667","1.75","2005","02","28",NA,NA,NA,NA,NA,NA
"170","2021-03-30 12:46:47-03","EAO","IAN","126614","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Pires, JM; Cavalcante, PB","52501","1962","08","13","Southern America","Brasil","Amapá","Common bank along right bank of rio Flechal.",NA,NA,"Epiphyte, spike green.","IAN126614","Dicotiledônea",NA,"(Sw.) Loudon",NA,NA,NA,"Carvalho-Silva, M","-50.966667","1.75",NA,NA,NA,"-50.966667","1.75","2005","02","28",NA,NA,NA,NA,NA,NA
"171","2021-03-30 12:46:47-03","EAO","IAN","132069","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Jimenéz, AJ","4158","1966","09","22","Southern America","Costa Rica",NA,"Sobre zarcos espinosos de Iritantea sp. Finca San Bosco, al otro lado del rio sarapiquí, al SE de Puerto Viejo.",NA,NA,NA,"IAN132069","Dicotiledônea",NA,"(Sw.) Loudon",NA,NA,"120","Carvalho-Silva, M",NA,NA,"120",NA,NA,NA,NA,"2005","02","28",NA,NA,NA,NA,NA,NA
"172","2021-03-30 12:46:47-03","EAO","IAN","144146","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Pires, JM; Cavalcante, PB","14523","1974","05","01","Southern America","Brasil","Roraima","Rio Branco, ponto 08A.",NA,NA,NA,"IAN144146","Dicotiledônea",NA,"(Sw.) Loudon",NA,NA,NA,"Callejas, R","-59.254167","0.737222",NA,NA,NA,"-59.254167","0.737222","1982","05",NA,NA,NA,NA,NA,NA,NA
"173","2021-03-30 12:46:47-03","EAO","IAN","56820","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Ledoux, PVD","9","1950","08","06","Southern America","Brasil","Pará","Tapera-açú; mata de várzea; baixo rio Guamá. A 1m, 50cm de houtere.",NA,NA,NA,"IAN056820","Dicotiledônea",NA,"(Sw.) Loudon",NA,NA,NA,"Yuncker, TG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-30 12:46:47-03","EAO","IAN","78839","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Fróes, RL; Addison, GON","29302","1952","11","05","Southern America","Brasil","Amazonas","Rio Aracá, sub-afluente do rio Negro.",NA,NA,"Erva a beira do rio.","IAN078839","Dicotiledônea",NA,"(Sw.) Loudon",NA,NA,NA,"Yuncker, TG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-03-30 12:46:47-03","EAO","IAN","119352","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Sucre, D","799","1965","08","26","Southern America","Brasil","Distrito Federal","Matas do zoobotânico, crescendo embaixo da mata em solo muito úmido, decumbente.",NA,NA,NA,"IAN119352","Dicotiledônea",NA,"(Sw.) Loudon",NA,"Brasília",NA,NA,"-47.9296989440918","-15.7797002792358",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-03-30 12:46:47-03","EAO","IAN","115252","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Oliveira, E","2463","1963","04","16","Southern America","Brasil","Pará","Rio Caracurú, pedra NOva Vida.",NA,NA,"Epífita, com frutos.","IAN115252","Dicotiledônea",NA,"(Sw.) Loudon",NA,"Almeirim",NA,"Oliveira, E","-52.5816993713379","-1.52332997322083",NA,"564600","auto",NA,NA,"1969","12",NA,NA,NA,NA,NA,NA,NA
"177","2021-03-30 12:46:47-03","EAO","IAN","17791","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Pires, JM; Black, GA","795","1945","11","29","Southern America","Brasil","Pará","Capoeira alta. Igapó.",NA,NA,NA,"IAN017791","Dicotiledônea",NA,"(Sw.) Loudon","IAN017791 IAN017791_1 IAN017791_e IAN017791_e1","Belém",NA,"Yuncker, TG","-48.5043983459473","-1.4558299779892",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-03-30 12:46:47-03","EAO","IAN","144523","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Pires, JM","14909","1974","09","18","Southern America","Brasil","Pará","IPEAN.",NA,NA,NA,"IAN144523","Dicotiledônea",NA,"(Sw.) Loudon",NA,"Belém",NA,NA,"-48.5043983459473","-1.4558299779892",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-03-30 12:46:47-03","EAO","IAN","135809","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Pires, JM","12027","1969","01","31","Southern America","Brasil","Pará","IPEAN, várzea do Aurá.",NA,NA,NA,"IAN135809","Dicotiledônea",NA,"(Sw.) Loudon",NA,"Belém",NA,"Callejas, R","-48.5043983459473","-1.4558299779892",NA,"48462","auto",NA,NA,"1982","06",NA,NA,NA,NA,NA,NA,NA
"180","2019-10-09 11:22:38-03","UFBA","ALCB","56083","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML","520","2001","09","06","Southern America","Brasil","Bahia","Litoral Sul, Assentamento Oricó",NA,NA,"Folhas orbiculares, crassas.Inflorescência opositifolia do tipo espiga.; Mata de cabruca.","ALCB002383","Dicotyledon",NA,"Lond.","ALCB002383","Ibirapitanga/Camamú/Maraú",NA,"Carvalho-Silva, M","-39.349167","-14.133611",NA,NA,NA,"-39.349167","-14.133611","2009","07",NA,NA,NA,NA,NA,NA,NA
"181","2021-02-24 18:14:02-03","UFBA","ALCB","15635","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Hage, JL; Brito, HS","s/n","1985","07","25","Southern America","Brasil","Bahia"," rea do CEPEC (Centro de Pesquisas do Cacau), KM 22 da Rodovia Ilhéus/Itabuna, BR 415. Parque Zoobotnico",NA,NA,"sobre árvores. Flores cremes.","ALCB002385","Dicotyledon",NA,"Lond.","ALCB002385",NA,"50","Santos, TS dos","-39.033333","-14.783333","50",NA,NA,"-39.033333","-14.783333","1985","07",NA,NA,NA,NA,NA,NA,NA
"182","2019-10-09 11:22:38-03","UFBA","ALCB","56775","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Loureiro, DM; Alves, L. de J.; Guedes, ML; Santana, DL","499","2001","06","23","Southern America","Brasil","Bahia","Litoral Sul, Assentamento Bom Gosto",NA,NA,"crassa, com caule e pedúnculo floral róseo. Folhas crassas, discolores. Inflorescência em espigas curtas, esverdeadas. Frequente.","ALCB002384","Dicotyledon",NA,"Lond.","ALCB002384","Ilhéus",NA,"Carvalho-Silva, M","-39.132778","-14.695278",NA,NA,NA,"-39.132778","-14.695278","2009","07",NA,NA,NA,NA,NA,NA,NA
"183","2020-02-08 10:10:19-03","NBC","NL-BOTANY","U.1481246","PreservedSpecimen","Plantae","Piperaceae","Peperomia","repens","Peperomia repens",NA,"Herter WG",NA,"1920","07","29","Southern America","Paraguay",NA,"Dep. de Chaco, Rio Verde.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481246 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481246",NA,"Piperales","Kunth","NL-U1481246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"184","2020-02-08 10:10:20-03","NBC","NL-BOTANY","U.1477020","PreservedSpecimen","Plantae","Piperaceae","Peperomia","scandens","Peperomia scandens",NA,"Ellenberg H",NA,"1957","07","10","Southern America","Peru",NA,"Tingo Maria, Naranjillo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1477020 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1477020",NA,"Piperales","Ruiz & Pav.","NL-U1477020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"185","2020-02-08 10:10:20-03","NBC","NL-BOTANY","U.1477021","PreservedSpecimen","Plantae","Piperaceae","Peperomia","scandens","Peperomia scandens",NA,"Mexia YEJ",NA,"1931","11","14","Southern America","Peru",NA,"Departamento de Loreto, above Pongo de manseriche, mouth of Rio Santiago.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1477021 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1477021",NA,"Piperales","Ruiz & Pav.","NL-U1477021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"186","2020-02-08 10:10:20-03","NBC","NL-BOTANY","U.1477022","PreservedSpecimen","Plantae","Piperaceae","Peperomia","scandens","Peperomia scandens",NA,"Killip EP; Smith AC",NA,"1929","06","16","Southern America","Peru",NA,"Dept. Junín: Along Río Perebe, near 'Hacienda 3, : Colonia Perene.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1477022 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1477022",NA,"Piperales","Ruiz & Pav.","NL-U1477022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"187","2020-02-08 10:10:20-03","NBC","NL-BOTANY","U.1477023","PreservedSpecimen","Plantae","Piperaceae","Peperomia","scandens","Peperomia scandens",NA,"Killip EP; Smith AC",NA,"1929","08","28","Southern America","Peru",NA,"Dept. Loreto: Balsapuerto (lower Rio Huallaga basin).",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1477023 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1477023",NA,"Piperales","Ruiz & Pav.","NL-U1477023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"188","2020-02-08 10:10:20-03","NBC","NL-BOTANY","U.1481288","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Granville J-J de; Allorge L; Hahn WJ; Hoff M",NA,"1987","08","19","Southern America","French Guiana","Bassin du Haut-Marouini","Guyane Francaise. Camp no. 2 Roche Koutou - Bassin du Haut-Marouini. Pied de la face Ouest de l' Inselberg.",NA,NA,"Forêt de basse altitude.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481288 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481288",NA,"Piperales","(Sw.) Loudon","NL-U1481288",NA,NA,NA,"-54.05","2.866667",NA,NA,NA,"-54.05","2.866667",NA,NA,NA,"Magnoliopsidae","U 0121125",NA,NA,NA,NA
"189","2020-02-08 10:10:25-03","NBC","NL-BOTANY","U.1481429","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Cremers GA; Granville J-J de",NA,"1995","02","04","Southern America","French Guiana","Bassin du Sinnamary",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481429 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481429",NA,"Piperales","(Sw.) Loudon","NL-U1481429",NA,NA,NA,"-53.066667","4.85",NA,NA,NA,"-53.066667","4.85",NA,NA,NA,"Magnoliopsidae","U 0098520",NA,NA,NA,NA
"190","2020-02-08 10:10:25-03","NBC","NL-BOTANY","U.1481440","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Jansen-Jacobs MJ",NA,"1999","09","17","Southern America","Guyana","Upper Essequibo Region",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481440 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481440",NA,"Piperales","(Sw.) Loudon","NL-U1481440",NA,NA,NA,"-58.533333","3.133333",NA,NA,NA,"-58.533333","3.133333",NA,NA,NA,"Magnoliopsidae","U 0067358",NA,NA,NA,NA
"191","2020-02-08 10:10:20-03","NBC","NL-BOTANY","U.1481284","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Irwin HS; Prance GT; Soderstrom TR; Holmgren NH",NA,"1963","08","11","Southern America","Surinam",NA,"2 km south of Juliana Top, 13 km north of Lucie River",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481284 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481284",NA,"Piperales","(Sw.) Loudon","NL-U1481284",NA,NA,"Kramer KU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0120756",NA,NA,NA,NA
"192","2020-02-08 10:10:25-03","NBC","NL-BOTANY","U.1481428","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Lindeman JC",NA,"1954","07","17","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481428",NA,"Piperales","(Sw.) Loudon","NL-U1481428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0098519",NA,NA,NA,NA
"193","2020-02-08 10:10:25-03","NBC","NL-BOTANY","U.1481430","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Lindeman JC; Roon AC de",NA,"1981","11","21","Southern America","Surinam","Nickerie",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481430",NA,"Piperales","(Sw.) Loudon","NL-U1481430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987","02","01","Magnoliopsidae","U 0098521",NA,NA,NA,NA
"194","2020-02-08 10:10:25-03","NBC","NL-BOTANY","U.1481431","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Hulk JF",NA,"1910","10","19","Southern America","Surinam",NA,"Suriname, Lucie R",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481431",NA,"Piperales","(Sw.) Loudon","NL-U1481431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0098522",NA,NA,NA,NA
"195","2020-02-08 10:10:25-03","NBC","NL-BOTANY","U.1481432","PreservedSpecimen","Plantae","Piperaceae","Peperomia","serpens","Peperomia serpens",NA,"Cremers GA",NA,"1980","01","22","Southern America","French Guiana","Saint-Laurent-du-Maroni",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481432 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481432",NA,"Piperales","(Sw.) Loudon","NL-U1481432",NA,NA,NA,"-53.233333","3.6",NA,NA,NA,"-53.233333","3.6",NA,NA,NA,"Magnoliopsidae","U 0118721",NA,NA,NA,NA
