"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","year","month","day","locality","minimumElevationInMeters","maximumElevationInMeters","class","order","occurrenceRemarks","imagecode","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","preparationType"
"51","2020-11-12 17:02:36-03","UEL","FUEL","55213","PreservedSpecimen","Plantae","Tracheophyta","Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Guglieri, A","2009","04","Guglieri, A; Caporal, FJM","1822",NA,"Brasil","Mato Grosso do Sul","Campo Grande","-54.577639","-20.60575",NA,"FUEL055213",NA,"2009","04","19","BR-163, Km 464, próximo à rodovia","464","464",NA,"Poales",NA,NA,"25","-54.577639","-20.60575",NA,NA
"52","2020-11-12 17:02:36-03","UEL","FUEL","52523","PreservedSpecimen","Plantae","Tracheophyta","Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga",NA,NA,NA,"Guglieri, A; Kufner, DCL; Belan, F; Fava, WS; Medeiros, SCH","1721",NA,"Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561","295160",NA,"auto","2008","04","24","pantanal de Miranda, estrada do parque",NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA
"53","2020-08-20 14:59:49-03","UFSC","FLOR","67845","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Trevisan, R.","2019","11","Trevisan, R.; Rorig, L.R.","1987",NA,"Brasil","Santa Catarina","Florianópolis","-48.455","-27.615833",NA,"FLOR0067845",NA,"2019","10","11","Dunas do Parque da Lagoa da Conceição.","6","6",NA,"Poales","Habitat: Em margem arenosa de lagoa. Lagoa com nível abaixo do normal devido à seca.",NA,"01","48º27'18''W","27º36'57''S",NA,NA
"54","2020-08-20 14:59:49-03","UFSC","FLOR","63796","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga",NA,NA,NA,"Guglieri, A.; Kufner, D.C.L.; Belan, F.; Fava, W.S.; Medeiros, S.C.H.","1721",NA,"Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561","295160","FLOR0063796","auto","2008","04","24","Pantanal de Miranda, Estrada Parque.",NA,NA,NA,"Poales","Erva","FLOR0063796",NA,NA,NA,NA,NA
"55","2018-08-21 21:58:38-03","UFMT","UFMT","4729","S","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Guglieri, A.","2002","01","Da Silva, C.J.","388",NA,"Brasil","Mato Grosso","Poconé","-56.6227989196777","-16.2567005157471","200792",NA,"auto","1981","10","29","Rodovia transpantaneira, Km 17.",NA,NA,NA,NA,"Planta em água empoçada.; Herbácea. inflorescência com espiguetas verdes.",NA,NA,NA,NA,NA,NA
"56","2021-02-08 12:53:57-03","UFRGS","ICN","130094","S","Plantae","Monocotyledon","Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Guglieri, A",NA,NA,"Hatschbach, G","23525","América do Sul","Brasil","MS","Bataguassu","-52.4221992492676","-21.7141990661621","65610",NA,"auto","1970","02","14",NA,NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo). doação MBM",NA,NA,NA,NA,NA,NA
"57","2021-02-08 12:53:57-03","UFRGS","ICN","047887","S","Plantae","Monocotyledon","Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Guglieri, A",NA,NA,"Allem, A; Valls, JFM; Vieira, G; Comastri, J","2367","América do Sul","Brasil","MS","Corumbá","-57.6533012390137","-19.0091991424561","295160",NA,"auto","1978","11","03","Faz. Santa Delfina",NA,NA,NA,NA,"Erva rizomatosa, muito resistente formando granado denso em local alto e seco. Soolo Arenoso, cultivada por mudas em pequenas áreas da fanzenda, com bom resultado, segundo o capataz.",NA,NA,NA,NA,NA,NA
"58","2021-02-08 12:53:57-03","UFRGS","ICN","101181","S","Plantae","Monocotyledon","Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Guglieri, A",NA,NA,"Rúgolo, Z","s.n.","América do Sul","Brasil","PR","Ponta Grossa","-50.1618995666504","-25.0949993133545","46557",NA,"auto","1992","12","12","6 km passando Tibagí",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Campo cerrado",NA,NA,NA,NA,NA,NA
"59","2021-02-08 12:53:57-03","UFRGS","ICN","014588","S","Plantae","Monocotyledon","Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Guglieri, A",NA,NA,"Dutra, J","588","América do Sul","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172","10287",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).",NA,NA,NA,NA,NA,NA
"60","2021-02-08 12:53:57-03","UFRGS","ICN","119762","S","Plantae","Monocotyledon","Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Boldrini, II",NA,NA,"Borgo, M; Silva, SM; Bornschein, MR","597","América do Sul","Brasil","SP","Iguapé","-47.5499992370605","-24.7000007629395","55628",NA,"auto","2000","02","08","Rio Brejaituva",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Herbácea rizomatosa com inflorescências vinosas.; em brejo a margem do rio.",NA,NA,NA,NA,NA,NA
"61","2021-02-08 12:53:57-03","UFRGS","ICN","126451","S","Plantae","Monocotyledon","Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Canto, T",NA,NA,"Canto-Dorow, TS; et al.","508","América do Sul","Brasil","MS","Anastácio","-55.8069000244141","-20.4836006164551","80799",NA,"auto","1997","04","26","BR 419 15 km após o trevo de acesso à Bela Vista em direção a Bela Vista",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; local úmido",NA,NA,NA,NA,NA,NA
"62","2021-02-08 12:53:57-03","UFRGS","ICN","047991","S","Plantae","Monocotyledon","Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Guglieri, A","2005","05","Allem, A; Vieira, G","1686","América do Sul","Brasil","MT","Poconé","-56.6227989196777","-16.2567005157471","200792",NA,"auto","1978","02","11","Km 19 MT3 (Transpantaneira)",NA,NA,NA,NA,"CEN 1886; Erva 30-50cm alt. Excelente forrageira, indicada para gado leiteiro, c/ leite de ótima qualidade.; Abundante nas imediações de ponte, junto a curso d'água. Solo argiloso.",NA,NA,NA,NA,NA,NA
"63","2021-02-08 12:53:57-03","UFRGS","ICN","160216","S","Plantae","Monocotyledon","Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Longhi-Wagner, HM","2015","03","Amaral, L","176","América do Sul","Brasil","RS","Pelotas","-52.3424987792969","-31.771900177002","51462",NA,"auto","2005","01","19","Praia Pontal da Barra",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA
"64","2021-02-08 12:53:57-03","UFRGS","ICN","048248","S","Plantae","Monocotyledon","Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Guglieri, A",NA,NA,"Bueno, O","1598","América do Sul","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946",NA,"auto","1979","07","31","Morro do Côco",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).",NA,NA,NA,NA,NA,NA
"65","2021-03-22 16:23:40-03","FEPAGRO","BLA","12840","PreservedSpecimen","Plantae","Spermatophyta","Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2004","03","L. A. Arzivenco",NA,NA,"Brasil","Rio Grande do Sul","Carazinho","-52.7863998413086","-28.283899307251","35233","BLA012840","auto","1970","12","07","Fazenda Annoni",NA,NA,NA,NA,"Habitat: Em casa de vegetação",NA,"01",NA,NA,NA,NA
"66","2020-08-26 10:50:30-03","MCN-FZBRS","HAS","9996","PreservedSpecimen","Plantae","Magnoliophyta","Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga",NA,NA,NA,"Bueno, O.","1594",NA,"Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","HAS0009996","auto","1979","07",NA,"Morro do Cocô,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 10:16:12-03","IBt","SP","170439","S","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Guglieri, A","2004","03","s.col.","s.n.",NA,"Brasil","Ceará","Fortaleza","-38.543098449707","-3.71722006797791","19924","SP035736","auto",NA,NA,NA,"Mostruário Vivo do Instituto de Zootecnia.",NA,NA,NA,NA,NA,"SP035736","18",NA,NA,NA,NA
"68","2019-11-21 10:16:13-03","IBt","SP","441310","S","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Rodrigues, RS","2012","01","Souza, VC; Caliari, CP; Garcia, PB","32391",NA,"Brasil","Mato Grosso","Poconé","-56.6227989196777","-16.2567005157471","200792","SP035733","auto","2006","07","15","Área do SESC Pantanal. Arredores do Posto São Luiz.","120","120",NA,NA,NA,"SP035733","11",NA,NA,NA,NA
"69","2019-11-21 10:16:12-03","IBt","SP","253423","S","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Guglieri, A","2004","03","Krieger, L","21754",NA,"Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713","36144","SP035738","auto","1988","01","20","Campus UFJF.",NA,NA,NA,NA,NA,"SP035738","19",NA,NA,NA,NA
"70","2019-11-21 10:16:12-03","IBt","SP","253290","S","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Guglieri, A","2004","03","Krieger, L","23737",NA,"Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596","41937","SP035734","auto","1989","01","02",NA,NA,NA,NA,NA,NA,"SP035734","19",NA,NA,NA,NA
"71","2019-11-21 10:16:12-03","IBt","SP","315646","S","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Guglieri, A","2004","03","Silva, TS","348",NA,"Brasil","São Paulo","Itanhaém","-46.7799987792969","-24.1800003051758","26998","SP035737","auto","1984","07","25",NA,NA,NA,NA,NA,NA,"SP035737","18",NA,NA,NA,NA
"72","2019-11-21 10:16:12-03","IBt","SP","113860","S","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Guglieri, A","2004","03","Sendulsky, T","1078",NA,"Brasil","São Paulo","Praia Grande","-46.4000015258789","-24","22363","SP035735","auto","1970","12","27","Florida.",NA,NA,NA,NA,NA,"SP035735","19",NA,NA,NA,NA
"73","2019-11-21 10:16:12-03","IBt","SP","201110","S","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga",NA,NA,NA,"Sendulsky, T","1896",NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","SP035739","auto","1982","06","07","Parque Estadual das Fontes do Ipiranga",NA,NA,NA,NA,NA,"SP035739",NA,NA,NA,NA,NA
