"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"92","2011-09-28 14:33:00-03","MO","MOBOT","100415570","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Granville J.J. de","J.J. de Granville","Granville 17322","2007","4","20","South America","French Guiana",NA,NA,"Rivière Montsinéry, Région de Cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2011-09-28 14:33:00-03","MO","MOBOT","100415722","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Granville J.J. de","J.J. de Granville","Granville 16231","2004","5","20","South America","French Guiana",NA,NA,"Piste minière Coralie (R.N. 2) - ASARCO 6 : zone Crique Orfion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2011-09-28 14:33:00-03","MO","MOBOT","100415873","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Croat T.B.","J.J. de Granville","Granville 11605","1991","4","28","South America","French Guiana",NA,NA,"D.Z. de Crique Jupiter, Bassin du Sinnamary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-05-02 04:38:00-03","MO","MOBOT","100415969","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Haigh A.","Anna Haigh","Haigh 69","2004","11","17","South America","French Guiana",NA,NA,"Camp Pararé, Station de l' Arataye, Bassin de l'Approuague",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-05-02 04:38:00-03","MO","MOBOT","100416008","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Haigh A.","Anna Haigh","Haigh 9","2004","11","4","South America","French Guiana",NA,NA,"Barrage de Petit Saut, Bassin du Sinnamary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2011-09-28 14:33:00-03","MO","MOBOT","100416396","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Croat T.B.","Roelof A.A. Oldeman","Oldeman 2761","1968","7","10","South America","French Guiana",NA,NA,"Saut Grand Canori, Bassin de l'Approuague",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2011-09-28 14:33:00-03","MO","MOBOT","100416681","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Crozier F.","Olivier Tostain","Tostain 759","2007","7","29","South America","French Guiana",NA,NA,"Montagne des Chevaux, Carrière SCC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2011-09-28 14:33:00-03","MO","MOBOT","100416682","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Léotard G.","Olivier Tostain","Tostain 4016","2009","10","25","South America","French Guiana",NA,NA,"Route de Petit Saut, pk 19 - Bassin du Sinnamary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2011-09-28 14:33:00-03","MO","MOBOT","100416709","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Léotard G.","Olivier Tostain","Tostain 3100","2009","7","8","South America","French Guiana",NA,NA,"Crique Gros Philippe, Bassin de l'Approuague",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2012-01-20 11:55:00-02","MO","MOBOT","100422642","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat","Croat 103205","2011","8","23","South America","French Guiana","Cayenne",NA,"Kourou District; vicinity of Kourou; Montagnes de Singes, along loop trail leading to Carbet de Vue at summit, total trail length <1.0 km.","-52.7000556","5.06875",NA,NA,NA,NA,"26.00000000","141.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4741","2",NA,NA
"102","2012-01-20 11:53:00-02","MO","MOBOT","100423556","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat","Croat 103308","2011","8","27","South America","French Guiana","Cayenne",NA,"Approuague-Kaw District, along trail from N2 Hwy between Regina and St. George departing highway between PK 122 and 123, ca. 0.7 km N of hwy on trail to Inselberg La Virginie, between highway and first rock-bottomed creek.","-52.135","4.1844444",NA,NA,NA,NA,"75.00000000","79.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4750","2",NA,NA
"103","2015-07-10 11:08:00-03","MO","MOBOT","100424423","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Thomas B. Croat","Thomas B. Croat","Croat 103435","2011","8","31","South America","French Guiana","Cayenne",NA,"Roura District. Municipio of Roura, vicinity Cacao, along road above village leading to farm communities, 2.8 km above junction in road to Carbet Molokai.","-52.4735834","4.5483611",NA,NA,NA,NA,"137.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4768","2",NA,NA
"104","2013-07-12 11:44:00-03","MO","MOBOT","100566062","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat|Geneviève Ferry|David Scherberich|Alberto Gomez-Mejia","Croat 103939","2012","9","24","South America","Colombia","Putumayo","Mocoa","Centro Experiment Amazonica.","-76.6350555","1.0800834",NA,NA,NA,NA,"640.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4805","1",NA,NA
"105","2008-05-27 22:02:00-03","MO","MOBOT","1115138","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.B. Croat (MO)","L. Salas","Salas 90","1994","1","29","South America","Venezuela","Bolívar",NA,NA,"-64.98333","6.35",NA,NA,NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2008-05-27 22:02:00-03","MO","MOBOT","1189501","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","D.Bay","Thomas B. Croat|John F. Gaskin","Croat 79769","1997","7","13","South America","Colombia","Valle del Cauca",NA,"Along road from Buenaventura to Málaga, near Pulpapel facilities at Km 11.5. GPS coordinates.","-76.98333","3.85",NA,NA,NA,NA,"40.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"752","11",NA,NA
"107","2020-03-02 10:19:00-03","MO","MOBOT","1192843","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat|John F. Gaskin","Croat 80482","1997","7","28","South America","Colombia","Valle del Cauca",NA,"Bahia Málaga, vicinity Base Naval Málaga, along road to Buenaventura, ca. 1 km from base ca. Km 104. GPS coordinates.","-77.3333333","3.9833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"786","2",NA,NA
"108","2009-12-01 05:01:00-02","MO","MOBOT","1248591","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","G.S. Bunting","Julian A. Steyermark|Victor Carreño E.","Steyermark 117879","1978","12","19","South America","Venezuela","Bolívar",NA,"Selva de galería a lo largo del río, 75 kms. al norte de Santa Elena de Uairén y 232 kms al sur de El Dorado.","-61.25","5.25",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2008-05-27 22:02:00-03","MO","MOBOT","1248602","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Julian A. Steyermark|G.C.K. Dunsterville|E. Dunsterville","Steyermark 104556","1970","12","27","South America","Venezuela","Bolívar",NA,"At Km 118.5 S of El Dorado. Selva húmeda de los árboles con un promedio de 25-30 metros de altura, en las laderas del Cerro Uei, entre los brazos del Río Uei (afluente del Río Venamo y Cuyuni).",NA,NA,NA,NA,NA,NA,"865.00000000","1050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2008-05-27 22:02:00-03","MO","MOBOT","1248604","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Julian A. Steyermark|James L. Luteyn|Maria L. Lebrón-Luteyn","Steyermark 117580","1978","11","15","South America","Venezuela","Bolívar",NA,"Km 191.4 al sur de El Dorado. Gallery forest bordering small stream.",NA,NA,NA,NA,NA,NA,"1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2014-02-25 05:40:00-03","MO","MOBOT","1248606","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Ángel Fernández|Gerardo Aymard","Fernández 4816","1988","11",NA,"South America","Venezuela","Bolívar",NA,"Municipio RAUL LEONI. Bosque en lomerio, sobre rocas volcanicas. 50 km al SW del Macizo Guaiquinima y 72 al W de Karún.","-63.98333","5.3",NA,NA,NA,NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2013-02-01 05:44:00-02","MO","MOBOT","1270114","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","S.G. da Vinha","Vinha 968",NA,NA,NA,"South America","Brazil","Bahia",NA,"Parque Nacional de Monte Pascoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2013-02-02 05:34:00-02","MO","MOBOT","1270151","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"H.R. Wullschlaegel","Wullschlaegel 1570","1849",NA,NA,"South America","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2008-05-27 22:02:00-03","MO","MOBOT","1270278","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat (MO)","* RIO BOTANICAL GARDEN","RIO BOTANICAL GARDEN 94838",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2008-05-27 22:02:00-03","MO","MOBOT","1270292","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat (MO)","Nelson A. Rosa","Rosa 2805","1978","8","1","South America","Brazil","Maranhão",NA,"KM 6 on Maracume-Sta. Helena Rd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2008-05-27 22:02:00-03","MO","MOBOT","1270805","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat (MO)","A.C. Amorim|et al.","Amorim 364","1991",NA,NA,"South America","Brazil","Bahia",NA,"Distr. de Serra Grande, Estrada Ilheus-Serra Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2008-05-27 22:02:00-03","MO","MOBOT","1270949","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","L. Salas","Salas TT-90","1994","1","29","South America","Venezuela","Bolívar",NA,"Cuadrícula de Investigación, campamento Dedemai, Río Tabaro.","-64.98333","6.35",NA,NA,NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2012-11-03 15:14:00-02","MO","MOBOT","1270951","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat (MO)","Carlos Saravia T.|Roberto Jaramillo M.","Saravia Toledo 1762","1962",NA,NA,"South America","Colombia","Valle del Cauca",NA,"Road between Cali and Pasto",NA,NA,NA,NA,NA,NA,"1000.00000000","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2011-06-09 18:03:00-03","MO","MOBOT","1272266","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Gerardo Aymard","Aymard C. 4816","1986","10","23","South America","Venezuela","Bolívar",NA,"Dtto. Sifontes. Bosques húmedos primarios, en la base de los tepuyes (Peratepuy y Guytepuy), del sector La Hoyada. (Parytepuy), 7 km al NW del Caserio El Pilón. 58 km al W de Sta. Elena de Uairen","-61.55","4.66666",NA,NA,NA,NA,"850.00000000","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2012-11-01 05:08:00-02","MO","MOBOT","1272267","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Gerardo Aymard|Luz Delgado","Aymard C. 6862","1988","5","2","South America","Venezuela","Bolívar",NA,"Cano Minehaguenae (Hormiga), Trib. Alto Caura, Getu. Araguana and Campamento",NA,NA,NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2009-09-24 14:05:00-03","MO","MOBOT","1272354","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","George S. Bunting","Bunting 2970","1968","2","18","South America","Venezuela","Bolívar",NA,"Road from El Dorado to La Gran Sabana, alrededores de km 134, en selva húmeda y siempreverde.",NA,NA,NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2008-05-27 22:02:00-03","MO","MOBOT","1272468","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Isidoro Cabrera","Cabrera 3472","1975","9","15","South America","Colombia","Valle del Cauca",NA,"Road from Cali to Buenaventura 18-20 (bh-Pm). Relictus - de Bosque primario.",NA,NA,NA,NA,NA,NA,"1600.00000000","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2008-05-27 22:02:00-03","MO","MOBOT","1272475","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Germán Carnevali|et al.","Carnevali 1292","1983","9","11","South America","Venezuela","Bolívar",NA,"Rio Akaruai, 2-3 km above Wonken Mission, confluence of Cano Waraira-Paru",NA,NA,NA,NA,NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2012-04-26 05:08:00-03","MO","MOBOT","1272476","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","André M. de Carvalho|et al.","Carvalho 3366","1991","7","1","South America","Brazil","Bahia",NA,"Mpio. de Uruçuca, distrito de Serra Gande, 7.3 km on Serra Grande/Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.01666","-14.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2012-04-26 05:08:00-03","MO","MOBOT","1272477","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","André M. de Carvalho|Sant'Ana","Carvalho 4350","1994","2","9","South America","Brazil","Bahia",NA,"Distr. de Uniao Queimada-Pimienta Rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2008-05-27 22:02:00-03","MO","MOBOT","1272481","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Kate Clark","Clark C83-17","1983","3","23","South America","Venezuela","Amazonas",NA,"San Carlos de Rio Negro, ca 20 km S of confluence of Rio Negro and Brazo Casiquiare; (average rainfall 3400-3600 mm/year). IVIC main study site, 4.3 km NNE of San Carlos on Solano road.","-67.05","1.93333",NA,NA,NA,NA,"119.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2008-05-27 22:02:00-03","MO","MOBOT","1272766","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Thomas B. Croat","Croat 52207","1980","12","17","South America","Colombia","Chocó",NA,"Along road between Quibdó and Istmina, at Km 14 S of Quibdó. Tropical rain forest.","-76.61666","5.53333",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1321",NA,NA,NA
"128","2008-05-27 22:02:00-03","MO","MOBOT","1272802","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Thomas B. Croat","Croat 53888","1982","7","10","South America","Suriname","Brokopondo",NA,"Along road between Bergen Dal and Brownsweg, 5 km N of the railroad tracks in Brownsweg.","-55.13333","5.05",NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1432",NA,NA,NA
"129","2008-05-27 22:02:00-03","MO","MOBOT","1274993","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. CROAT","José Cuatrecasas","Cuatrecasas 14195",NA,NA,NA,"South America","Colombia","Cauca",NA,"COSTA DEL PACIFICE",NA,NA,NA,NA,NA,NA,"5.00000000","10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2010-02-09 16:13:00-02","MO","MOBOT","1275073","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. CROAT","Enrique Forero|Roberto Jaramillo M.","Forero 2635","1976","9","7","South America","Colombia","Chocó","Quibdo","Carretera Quibdó-Tutunendo. 15 kms de Quibdó.","-76.610792","5.726678",NA,NA,NA,NA,"45.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2010-02-11 21:43:00-02","MO","MOBOT","1275074","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. CROAT","Enrique Forero|et al.","Forero 4290","1979","3","28","South America","Colombia","Chocó",NA,"Hoya del Rio San Juan. Quebrada Taparal, afluente del Rio San Juan. Alrededores de la comunidad indígena Waunaná de Taparalito.","-77.16666","4.2",NA,NA,NA,NA,"5.00000000","10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2010-02-11 21:43:00-02","MO","MOBOT","1275075","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. CROAT","Enrique Forero|et al.","Forero 4302","1979","3","28","South America","Colombia","Chocó","Quibdo","Hoya del Rio San Juan. Quebrada Taparal, afluente del Rio San Juan. Alrededores de la comunidad indígena Waunaná de Taparalito.","-77.16666","4.2",NA,NA,NA,NA,"5.00000000","10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2011-06-08 11:53:00-03","MO","MOBOT","1277067","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. CROAT","José Schunke V.","Schunke Vigo 10406A",NA,NA,NA,"South America","Peru","Loreto",NA,"Coronel Portillo. Distrito: Calleria. Bosque Nacional Alexander von Humboldt, carretera a Pucallpa, km 86.",NA,NA,NA,NA,NA,NA,"250.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2012-04-27 12:03:00-03","MO","MOBOT","1278029","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Dorothy Bay","Thomas B. Croat","Croat 70179A","1990","2","5","South America","Colombia","Valle del Cauca","Buenaventura","Bajo Calima Region: Along road between Buenaventura and Malaga, at km 40; virgin forest near road (currently being felled).","-77.15","4.0666667",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"135","2008-05-27 22:02:00-03","MO","MOBOT","1281204","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Julian A. Steyermark","Steyermark 90699",NA,NA,NA,"South America","Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2008-05-27 22:02:00-03","MO","MOBOT","1281208","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Julian A. Steyermark","Steyermark 97798","1967","3","17","South America","Venezuela","Bolívar",NA,"Selva de galería y sabana a lo largo del Río Kanarakuni, N-NW de la Misión de Campamento Sanidad del Ri|o Kanarakuni.",NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2008-05-27 22:02:00-03","MO","MOBOT","1281230","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Julian A. Steyermark","Steyermark 125763",NA,NA,NA,"South America","Venezuela","Amazonas",NA,"Dept. Atabapo: Rio Cunucunuma. Entre las Comunidades de Culebra y Huachamacari, entre el Cerro Duida y Huachamacari, selva alta bordeando al río.",NA,NA,NA,NA,NA,NA,"180.00000000","210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2009-11-25 21:19:00-02","MO","MOBOT","1281639","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Paul C. Hutchison|et al.","Hutchison 8709","1983","10","21","South America","Brazil","Amazonas",NA,"45 km N of Manaus on BR174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2008-05-27 22:02:00-03","MO","MOBOT","1281671","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Ronald L. Liesner","Liesner 6353","1979","4","7","South America","Venezuela","Amazonas",NA,"2 km E of San Carlos de Río Negro. Forest with white sand soil running through it.","-67.05","1.91666",NA,NA,NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"191",NA,NA,NA
"140","2008-05-27 22:02:00-03","MO","MOBOT","1281693","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Madison","Madison PFE 309","1978","10","16","South America","Brazil","Amazonas",NA,"Río Marié, Tapuruguara Mirin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2008-05-27 22:02:00-03","MO","MOBOT","1281699","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Michael T. Madison","Madison 1975",NA,NA,NA,"South America","Colombia",NA,NA,"New Granada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2008-05-27 22:02:00-03","MO","MOBOT","1281701","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Madison|et al.","Madison 1978",NA,NA,NA,"South America","Brazil","Amazonas",NA,"Río Negro, Coatinga at mouth of Río Marié",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2008-05-27 22:02:00-03","MO","MOBOT","1282334","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. CROAT","Simon J. Mayo|et al.","Mayo 1134","1995","1","10","South America","Brazil","Bahia",NA,"Mata de Esperanca",NA,NA,NA,NA,NA,NA,"0E8","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2011-06-08 11:53:00-03","MO","MOBOT","2556121","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Tom Croat","José Schunke V.","Schunke Vigo 2740",NA,NA,NA,"South America","Peru","Loreto",NA,"Dtto. Iparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2008-05-27 22:02:00-03","MO","MOBOT","1334263","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Carlos E. Cerón|D.J. Corozo","Cerón Martínez 34152","1997","3","21","South America","Ecuador","Esmeraldas",NA,"Rio Santiago, arriba de Angostura. Plan de Manejo Forestal.","-78.75","0.86666",NA,NA,NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2010-10-08 17:49:00-03","MO","MOBOT","1376477","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","D.H.Nicolson","P. Mutchnick|Terry W. Henkel|R. Williams","Mutchnick 287","1994","10","30","South America","Guyana",NA,NA,"Region: Potaro-Siparuni, Pakaraima Mtns., Ireng River watershed, Manaparu Creek. Creek bottom and surrounding hillsides.","-59.95","5.06666",NA,NA,NA,NA,"610.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
