"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","dayIdentified","class","individualCount","typeStatus","relatedCatalogItem"
"51","2020-07-03 15:41:13-03","UEFS","HUEFS","112589","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","R.M.Harley","Silva, T.R.S.","234","2006","08","18",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas, subida para o pico.","-41.533333","-13.183333",NA,NA,"HUEFS0112589","HUEFS0112589","2007","05","41W32'","13S11'",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"52","2020-07-03 15:41:13-03","UEFS","HUEFS","12226","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","C.L.Silva-Luz","Ganev, W.","1162","1992","09","22",NA,"Brasil","Bahia","Piatã",NA,"-41.733333","-13.25",NA,NA,"HUEFS0012226","HUEFS0012226_e1","2009","06","41W44'","13S15'","1100","1100",NA,NA,NA,"Asteranae",NA,NA,NA
"53","2020-07-03 15:41:13-03","UEFS","HUEFS","14554","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","C.L.Silva-Luz","Ganev, W.","1967","1993","07","25",NA,"Brasil","Bahia","Rio do Pires","Garimpo das Almas (Cristal).","-42.333333","-13.9",NA,"Vegetação de encosta.","HUEFS0014554","HUEFS0014554_e1","2009","06","42W20'","13S54'","1400","1400",NA,NA,NA,"Asteranae",NA,NA,NA
"54","2019-10-07 09:16:06-03","UEFS","HUEFS","10592","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Ganev, W.","149","1992","04","21",NA,"Brasil","Bahia","Abaíra","Catolés Caminho Capão-Bicota, garimpo novo de Bicota.","-41.85","-13.333333",NA,"Campo rupestre com solo arenoso com rochas.","HUEFS0010592","HUEFS0010592",NA,NA,"41W51'","13S20'","1400","1400",NA,NA,NA,"Asteranae",NA,NA,NA
"55","2020-07-03 15:41:13-03","UEFS","HUEFS","111562","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Harley, R.M.","55519","2006","08","04",NA,"Brasil","Bahia","Rio de Contas","Caminho da cidade, em direção da Serra de Marsalina; próximo da base da serra.","-41.8425","-13.578889",NA,"Campo rupestre com solo arenoso, e elementos de cerrado.","HUEFS0111562","HUEFS0111562",NA,NA,"41W50'33''","13S34'44''","1090","1090",NA,NA,NA,"Asteranae",NA,NA,NA
"56","2019-10-07 09:16:06-03","UEFS","HUEFS","11171","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Ganev, W.","728","1992","07","25",NA,"Brasil","Bahia","Abaíra","Campos da Serra do Bicota.","-41.85","-13.316667",NA,NA,"HUEFS0011171","HUEFS0011171",NA,NA,"41W51'","13S19'","1600","1600",NA,NA,NA,"Asteranae",NA,NA,NA
"57","2019-10-07 09:16:06-03","UEFS","HUEFS","11198","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Ganev, W.","755","1992","07","28",NA,"Brasil","Bahia","Abaíra","Catolés Estrada Catolés-Inúbia, Serra em frente à Samambaia, ca 6 km de Catolés.","-41.883333","-13.266667",NA,"Carrasco de encosta com solo arenoso entre rochas.","HUEFS0011198","HUEFS0011198",NA,NA,"41W53'","13S16'","1200","1200",NA,NA,NA,"Asteranae",NA,NA,NA
"58","2019-10-07 09:16:06-03","UEFS","HUEFS","11245","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Ganev, W.","802","1992","08","07",NA,"Brasil","Bahia","Piatã","Estrada Catolés-Inúbia, próximo ao Ribeirão do meio perto da casa de Pedro de Dona.","-41.9","-13.216667",NA,"Carrasco com solo arenoso.","HUEFS0011245","HUEFS0011245",NA,NA,"41W54'","13S13'","1150","1150",NA,NA,NA,"Asteranae",NA,NA,NA
"59","2019-10-07 09:16:06-03","UEFS","HUEFS","11390","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Ganev, W.","947","1992","08","22",NA,"Brasil","Bahia","Piatã","Serra do Atalho entre Cravada e Cravadinha.","-41.9","-13.116667",NA,"Campo rupestre com solo arenoso entre rochas.","HUEFS0011390","HUEFS0011390",NA,NA,"41W54'","13S7'","1400","1400",NA,NA,NA,"Asteranae",NA,NA,NA
"60","2019-10-07 09:16:06-03","UEFS","HUEFS","11402","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Ganev, W.","959","1992","08","25",NA,"Brasil","Bahia","Piatã","Serra da Tromba, caminho Piatã- ao Gerais da Serra, via campo de futebol.","-41.833333","-13.133333",NA,"Campo rupestre com solo arenoso.","HUEFS0011402","HUEFS0011402",NA,NA,"41W50'","13S8'","1400","1400",NA,NA,NA,"Asteranae",NA,NA,NA
"61","2019-10-07 09:16:06-03","UEFS","HUEFS","12211","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Ganev, W.","1147","1992","09","22",NA,"Brasil","Bahia","Abaíra",NA,"-41.85","-13.316667",NA,NA,"HUEFS0012211","HUEFS0012211",NA,NA,"41W51'","13S19'","1400","1400",NA,NA,NA,"Asteranae",NA,NA,NA
"62","2019-10-07 09:16:06-03","UEFS","HUEFS","12429","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Ganev, W.","1365","1992","10","26",NA,"Brasil","Bahia","Abaíra",NA,"-41.866667","-13.3",NA,NA,"HUEFS0012429","HUEFS0012429",NA,NA,"41W52'","13S18'","1350","1350",NA,NA,NA,"Asteranae",NA,NA,NA
"63","2019-10-07 09:16:06-03","UEFS","HUEFS","12973","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Ganev, W.","1708","1992","12","20",NA,"Brasil","Bahia","Piatã","Serra do Santana, atrás da Igreja.","-41.75","-13.15",NA,"Campo rupestre de encosta, solo arenoso com muitas rochas, solo úmido.","HUEFS0012973","HUEFS0012973",NA,NA,"41W45'","13S9'","1300","1400",NA,NA,NA,"Asteranae",NA,NA,NA
"64","2020-07-03 15:41:13-03","UEFS","HUEFS","129803","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Harley, R.M.","55652","2007","08","20",NA,"Brasil","Bahia","Rio de Contas","Subida para o Campo de Queiroz.","-41.936111","-13.520556",NA,"Campo rupestre, entre pedras com solo arenoso.","HUEFS0129803","HUEFS0129803",NA,NA,"41W56'10''","13S31'14''","1460","1460",NA,NA,NA,"Asteranae",NA,NA,NA
"65","2020-07-03 15:41:13-03","UEFS","HUEFS","129861","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Harley, R.M.","55708","2007","10","27",NA,"Brasil","Bahia","Rio de Contas","Caminho ao topo do Morro Redondo, próximo a Fazenda Brumadinho.","-41.904167","-13.498889",NA,"Campo rupestre, em solo arenoso entre pedras.","HUEFS0129861","HUEFS0129861",NA,NA,"41W54'15''","13S29'56''","1300","1300",NA,NA,NA,"Asteranae",NA,NA,NA
"66","2020-07-03 15:41:13-03","UEFS","HUEFS","15766","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","C.L.Silva-Luz","Ganev, W.","2227","1993","09","12",NA,"Brasil","Bahia","Abaíra","Rio da Água Suja (volta). Estiva.","-41.716667","-13.316667",NA,"Solo arenoso.","HUEFS0015766","HUEFS0015766_e1","2009","05","41W43'","13S19'","750","750",NA,NA,NA,"Asteranae",NA,NA,NA
"67","2020-07-03 15:41:13-03","UEFS","HUEFS","15784","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","C.L.Silva-Luz","Ganev, W.","2245","1993","09","15",NA,"Brasil","Bahia","Abaíra","Catolés Guarda Mor.","-41.85","-13.333333",NA,"Solo arenoso com rochas.","HUEFS0015784","HUEFS0015784_e1","2009","05","41W51'","13S20'","1250","1250",NA,NA,NA,"Asteranae",NA,NA,NA
"68","2020-07-03 15:41:13-03","UEFS","HUEFS","15842","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","C.L.Silva-Luz","Ganev, W.","2303","1993","10","25",NA,"Brasil","Bahia","Abaíra","Catolés Cabaceira, Riacho Fundo, atrás da Serra do Bicota.","-41.85","-13.383333",NA,"Vegetação de encosta com solo arenoso com rochas.","HUEFS0015842","HUEFS0015842_e1","2009","05","41W51'","13S23'","1480","1480",NA,NA,NA,"Asteranae",NA,NA,NA
"69","2020-07-03 15:41:13-03","UEFS","HUEFS","15864","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","C.L.Silva-Luz","Ganev, W.","2325","1993","10","25",NA,"Brasil","Bahia","Abaíra","Catolés Cabaceira, Riacho Fundo, atrás da Serra do Bicota.","-41.85","-13.383333",NA,"Vegetação de encosta com solo arenoso com rochas.","HUEFS0015864","HUEFS0015864_e1","2009","05","41W51'","13S23'","1480","1480",NA,NA,NA,"Asteranae",NA,NA,NA
"70","2020-07-03 15:41:13-03","UEFS","HUEFS","18209","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","C.L.Silva-Luz","Ganev, W.","3464","1994","07","09",NA,"Brasil","Bahia","Abaíra","Catolés Estrada Catolés-Inúbia, Samambaia.","-41.866667","-13.283333",NA,"Carrasco de encosta com campo rupestre e solo arenoso.","HUEFS0018209","HUEFS0018209_e1","2009","06","41W52'","13S17'","1100","1100",NA,NA,NA,"Asteranae",NA,NA,NA
"71","2020-07-03 15:41:13-03","UEFS","HUEFS","61141","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","C.L.Silva-Luz","Hind, D.J.N.","PCD3978","1996","11","03",NA,"Brasil","Bahia","Piatã","Sopé da Serra de Santana.","-41.766111","-13.149167",NA,"Campo rupestre.","HUEFS0061141","HUEFS0061141_e1","2009","06","41W45'58''","13S8'57''","1180","1180",NA,NA,NA,"Asteranae",NA,NA,NA
"72","2019-10-07 09:16:06-03","UEFS","HUEFS","63992","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Roque, N.","PCD4512","1996","11","19",NA,"Brasil","Bahia","Rio de Contas","Serra do Tombador.","-41.799722","-13.634167",NA,"Transição Caatinga-Campo rupestre.","HUEFS0063992","HUEFS0063992",NA,NA,"41W47'59''","13S38'3''","1380","1380",NA,NA,NA,"Asteranae",NA,NA,NA
"73","2019-10-07 09:16:06-03","UEFS","HUEFS","72957","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Harley, R.M.","54667","2003","09","06",NA,"Brasil","Bahia","Rio de Contas","Estrada Real, na parte média.","-41.8","-13.6",NA,"Transição entre caatinga e cerrado, em solo arenoso.","HUEFS0072957",NA,NA,NA,"41W48'","13S36'",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"74","2019-10-07 09:16:06-03","UEFS","HUEFS","64024","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Hind, D.J.N.","PCD4272","1996","11","14",NA,"Brasil","Bahia","Piatã","Estrada Rio de Contas/Livramento de Brumado.","-41.811667","-13.609167",NA,"Cerrado perturbado com áreas brejosas. Solo com textura arenosa.","HUEFS0064024","HUEFS0064024",NA,NA,"41W48'42''","13S36'33''","940","940",NA,NA,NA,"Asteranae",NA,NA,NA
"75","2020-07-03 15:41:13-03","UEFS","HUEFS","228829","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Harley, R.M.","CFCR6774","1984","12","13",NA,"Brasil","Bahia","Rio de Contas","Campo arenoso, a cerca de 3km SW da cidade.","-41.8114013671875","-13.5789003372192",NA,"Campo arenoso.","HUEFS0228829","HUEFS0228829",NA,NA,NA,NA,NA,NA,"49773","auto",NA,"Asteranae",NA,"Parátipo",NA
"76","2020-07-03 15:41:13-03","UEFS","HUEFS","84370","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","C.L.Silva-Luz","Harley, R.M.","24281","1987","02","15",NA,"Brasil","Bahia","Piatã","Estrada para Inúbia, Minicípio de Piatã. 31 km de Piatã.","-41.7728004455566","-13.1519002914429",NA,"Campo rupestre.","HUEFS0084370","HUEFS0084370_e1","2009","05",NA,NA,NA,NA,"41184","auto",NA,"Asteranae",NA,NA,NA
"77","2020-07-23 12:09:10-03","CEPLAC","CEPEC","62954","PreservedSpecimen","Plantae",NA,NA,"Labiatae","Eriope","luetzelburgii","Eriope luetzelburgii",NA,"R. M. Harley","G. Hatschbach","53437","1982","04","22",NA,"Brasil","Bahia","RIO DE CONTAS","Cachoeira do Fraga.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,"30/12/1993"
"78","2020-07-23 12:09:20-03","CEPLAC","CEPEC","107221","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii",NA,"M. L. Guedes","M. L. Guedes","11404","2004","09","18",NA,"Brasil","Bahia","PIATÃ","Chapada Diamantina.","-41.880278","-13.060833",NA,NA,NA,NA,NA,NA,"41W52'49","13S3'39",NA,NA,NA,NA,NA,NA,NA,NA,"30/05/2005"
"79","2020-07-23 12:09:20-03","CEPLAC","CEPEC","12061","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii",NA,"R. M. Harley","R. M. Harley","15418","1970","11","30",NA,"Brasil","Bahia","RIO DE CONTAS","Rampa baixa ao N do Pico das Almas. Ca. 25Km WNW da cidade de Rio de Contas.","-41.916667","-13.533333",NA,NA,NA,NA,NA,NA,"41W55'0","13S32'0",NA,NA,NA,NA,NA,NA,NA,"Paratipo","18/10/1988"
"80","2020-07-23 12:09:10-03","CEPLAC","CEPEC","47070","PreservedSpecimen","Plantae",NA,NA,"Labiatae","Eriope","luetzelburgii","Eriope luetzelburgii",NA,"R. M. Harley","R. M. Harley","27848","1988","12","27",NA,"Brasil","Bahia","ABAÍRA","Vale em frente a Serra do Guarda Mor.","-41.866667","-13.283333",NA,NA,NA,NA,NA,NA,"41W52'","13S17'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"81","2020-07-23 12:09:10-03","CEPLAC","CEPEC","49205","PreservedSpecimen","Plantae",NA,NA,"Labiatae","Eriope","luetzelburgii","Eriope luetzelburgii",NA,"R. M. Harley","R. M. Harley","25736","1988","10","29",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Entre Junco/Faz. Brumadinho. 10Km ao N-O da cidade.","-41.9","-13.533333",NA,NA,NA,NA,NA,NA,"41W54'","13S32'",NA,NA,NA,NA,NA,NA,NA,"Fototipo","30/12/1992"
"82","2020-07-23 12:09:20-03","CEPLAC","CEPEC","58636","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii",NA,"R. M. Harley","R. M. Harley","19517","1969","10","20",NA,"Brasil","Bahia","RIO DE CONTAS","Rampa baixa a NE do Pico das Almas. Ca. 25Km WNW da Vila do Rio de Contas.","-41.95","-13.55",NA,NA,NA,NA,NA,NA,"41W57'0","13S33'0",NA,NA,NA,NA,NA,NA,NA,"Paratipo","30/12/1991"
"83","2020-07-23 12:09:20-03","CEPLAC","CEPEC","76451","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii",NA,"M. A. Schliewe","D. J. N. Hind","3978","1997","04","04",NA,"Brasil","Bahia","PIATÃ","Sopé da Serra de Santana.","-41.766111","-13.149167",NA,NA,NA,NA,NA,NA,"41W45'58","13S8'57",NA,NA,NA,NA,NA,NA,NA,NA,"10/03/2016"
"84","2020-07-23 12:09:10-03","CEPLAC","CEPEC","87723","PreservedSpecimen","Plantae",NA,NA,"Labiatae","Eriope","luetzelburgii","Eriope luetzelburgii",NA,"R. M. Harley","W. Ganev","1365","1992","10","26",NA,"Brasil","Bahia","ABAÍRA","Belo Horizonte, acima do Jambeiro, próximo a Serra do Sumaré.","-41.866667","-13.3",NA,NA,NA,NA,NA,NA,"41W52'","13S18'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1999"
"85","2020-07-23 12:09:10-03","CEPLAC","CEPEC","75627","PreservedSpecimen","Plantae",NA,NA,"Labiatae","Eriope","luetzelburgii","Eriope luetzelburgii",NA,"R. M. Harley","N. Hind","4272","1977","03","18",NA,"Brasil","Bahia","PIATÃ","estrada Rio de Contas/Livramento do Brumado.","-41.811667","-13.609167",NA,NA,NA,NA,NA,NA,"41W48'42","13S36'33",NA,NA,NA,NA,NA,NA,NA,NA,"30/11/1996"
"86","2020-07-23 12:09:10-03","CEPLAC","CEPEC","46716","PreservedSpecimen","Plantae",NA,NA,"Labiatae","Eriope","luetzelburgii","Eriope luetzelburgii",NA,"R. M. Harley","R. M. Harley","25361","1992","01","29",NA,"Brasil","Bahia","RIO DE CONTAS","Arredores do povoado de Mato Grosso.","-13.466667","-41.833333",NA,NA,NA,NA,NA,NA,"13W28'","41S50'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"87","2020-07-23 12:09:10-03","CEPLAC","CEPEC","152995","PreservedSpecimen","Plantae",NA,NA,"Labiatae","Eriope","luetzelburgii","Eriope luetzelburgii",NA,"C.L. Silva-luz","A.A. Conceição","885",NA,NA,NA,NA,"Brasil","Bahia","PIATÃ",NA,"-41.7728004455566","-13.1519002914429",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,"41184","auto",NA,NA,NA,NA,NA
"88","2019-11-01 15:01:35-03","UnB","UB","207860","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Schliewe, MA","Schliewe, MA; Oliveira, CC","66","2015","01","11","Southern America","Brasil","Bahia","Rio de Contas","BA-148, entrada para a cachoeira do Rio Brumado, inicio da estrada Real; trilha para serra proximo à estrada, localidade do Raposo","-41.814444","-13.608078",NA,"Subarbusto de 1,2-1,6m., com cálices fruticosos semelhantes às espécies de Hypenia; Campo rupestre de solo arenoso, campo recém queimado",NA,NA,"2015","03","-41.814444","-13.608078","873","873",NA,NA,NA,NA,NA,NA,NA
"89","2019-11-01 15:01:35-03","UnB","UB","207861","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Schliewe, MA","Schliewe, MA; Oliveira, CC","67","2015","01","11","Southern America","Brasil","Bahia","Rio de Contas","Trilha nas proximidades da Cachoeira do Fraga, cerca de 5 km da cidade","-41.827519","-13.599469",NA,"Subarbusto de até 2m., caule ceroso, aspecto de Hypenia devido à forma dos cálices fruticosos; Campo rupestre misto com carrasco",NA,NA,"2015","03","-41.827519","-13.599469",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-01 15:01:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Schliewe, MA","Schliewe, MA; Oliveira, CC","101","2016","01","12","Southern America","Brasil","Bahia","Rio de Contas","Trilhas nos arredores da Cachoeira do Fraga","-41.827694","-13.599694",NA,"Subarbusto de 1,7-2,1 m, espécime com caule glauco e com cálices em frutificação sem tufo de pêlos brancos na fauce; Cerrado rupestre x carrasco",NA,NA,"2016","01","-41.827694","-13.599694","920","920",NA,NA,NA,NA,NA,NA,NA
"91","2020-08-20 20:39:19-03","UFSC","FLOR","25835","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, R.M.","Hatschbach, G.; Hatschbach, M.","53437","1989","09","18",NA,"Brasil","Bahia","Rio de Contas","Cachoeira do Fraga.","-41.8114013671875","-13.5789003372192",NA,"ereto, flor creme, levemente lilás; inflorescência até 1,8 m","FLOR0025835",NA,"1993",NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA
"92","2020-07-23 10:20:50-03","IBt","SP","350245","S","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM","Ganev, W","755","1992","07","28",NA,"Brasil","Bahia","Catolés","Estrada Catolés - Inúbia, Serra em frente à Samambaia, cerca de 6 km de Catolés","-41.883333","-13.266667",NA,NA,NA,NA,"1999",NA,"-41.883333","-13.266667","1200","1200",NA,NA,NA,NA,NA,NA,NA
"93","2020-07-23 10:20:50-03","IBt","SP","394834","S","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM; Giulietti, AM","Harley, RM; Giulietti, AM","54667","2003","09","06",NA,"Brasil","Bahia","Rio de Contas","Estrada Real, na parte média","-41.8","-13.6",NA,NA,NA,NA,"2003","09","-41.8","-13.6",NA,NA,NA,NA,NA,NA,NA,NA,NA
