"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","typeStatus","coordinatePrecision","geoFlag","dayIdentified"
"48","2016-05-19 11:56:29-03","CAS","CAS-BOT","504998","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","DC.",NA,"Zappi, D. C.; Kameyama, C.; Prado, J.","11267","1987","7",NA,"South America","Brazil","Minas Gerais","A 18 km da cidade, alto do Pico do Itambé","-43.3067016601562","-18.465799331665",NA,NA,NA,"Arbusto até 1,2m. alt., flores amarelo-ouro.",NA,NA,"Santo Antonio Do Itambe",NA,NA,NA,NA,"Magnoliopsida",NA,"19014","auto",NA
"49","2017-03-14 09:06:59-03","CAS","CAS-BOT","416512","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","itambana hybrid","Lavoisiera itambana hybrid",NA,"F. Almeda","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9689","2009","3",NA,"South America","Brazil","Minas Gerais","Municipio Santo Antônio do Itambe. Parque Estadual do Pico do Itambe, from the Fazenda at 1367 m to the summit of Pico do Itambe at 2038 m, along the main trail.","-43.34816","-18.39868","1367","2038",NA,"Range is from -18.40226 and -43.31295. Small leaves. Almeda originally det'd as hybrid of L. itambana and L. rundeliana but later changed to hybrid between L. itambana and L. imbricata.",NA,NA,NA,NA,"43.34816° W","18.39868° S",NA,"Magnoliopsida",NA,NA,NA,NA
"50","2014-12-09 09:56:36-02","CAS","CAS-BOT","416542","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","itambana x rundeliana","Lavoisiera itambana x rundeliana",NA,"Frank Almeda","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9692","2009","3",NA,"South America","Brazil","Minas Gerais","Municipio Santo Antônio do Itambe. Parque Estadual do Pico do Itambe, from the Fazenda at 1367 m to the summit of Pico do Itambe at 2038 m, along the main trail.","-43.34816","-18.39868","1367","2038",NA,"Shrub 0.7-2 m tall. Buds apically pink. Petals yellow. Calyx lobes apically maroon. Range is from -18.40226 and -43.31295.",NA,NA,NA,NA,"43.34816° W","18.39868° S",NA,"Magnoliopsida",NA,NA,NA,NA
"51","2014-12-09 10:01:28-02","CAS","CAS-BOT","416546","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","itambana x rundeliana","Lavoisiera itambana x rundeliana",NA,"Frank Almeda","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9691","2009","3",NA,"South America","Brazil","Minas Gerais","Municipio Santo Antônio do Itambe. Parque Estadual do Pico do Itambe, from the Fazenda at 1367 m to the summit of Pico do Itambe at 2038 m, along the main trail.","-43.34816","-18.39868","1367","2038",NA,"Range is from -18.40226 and -43.31295.",NA,NA,NA,NA,"43.34816° W","18.39868° S",NA,"Magnoliopsida",NA,NA,NA,NA
"52","2014-12-09 10:00:13-02","CAS","CAS-BOT","416545","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","itambana x rundeliana","Lavoisiera itambana x rundeliana",NA,NA,"Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9694","2009","3",NA,"South America","Brazil","Minas Gerais","Municipio Santo Antônio do Itambe. Parque Estadual do Pico do Itambe, from the Fazenda at 1367 m to the summit of Pico do Itambe at 2038 m, along the main trail.","-43.34816","-18.39868","1367","2038",NA,"Range is from -18.40226 and -43.31295.",NA,NA,NA,NA,"43.34816° W","18.39868° S",NA,"Magnoliopsida",NA,NA,NA,NA
"53","2014-12-09 09:59:11-02","CAS","CAS-BOT","416544","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","itambana x rundeliana","Lavoisiera itambana x rundeliana",NA,"Frank Almeda","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9695","2009","3",NA,"South America","Brazil","Minas Gerais","Municipio Santo Antônio do Itambe. Parque Estadual do Pico do Itambe, from the Fazenda at 1367 m to the summit of Pico do Itambe at 2038 m, along the main trail.","-43.34816","-18.39868","1367","2038",NA,"Range is from -18.40226 and -43.31295.",NA,NA,NA,NA,"43.34816° W","18.39868° S",NA,"Magnoliopsida",NA,NA,NA,NA
"54","2014-12-09 09:58:01-02","CAS","CAS-BOT","416543","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","itambana x rundeliana","Lavoisiera itambana x rundeliana",NA,"Frank Almeda","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9693","2009","3",NA,"South America","Brazil","Minas Gerais","Municipio Santo Antônio do Itambe. Parque Estadual do Pico do Itambe, from the Fazenda at 1367 m to the summit of Pico do Itambe at 2038 m, along the main trail.","-43.34816","-18.39868","1367","2038",NA,"Range is from -18.40226 and -43.31295.",NA,NA,NA,NA,"43.34816° W","18.39868° S",NA,"Magnoliopsida",NA,NA,NA,NA
"55","2016-05-24 10:34:37-03","CAS","CAS-BOT","505348","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","itambana x rundeliana","Lavoisiera itambana x rundeliana",NA,NA,"Furlan, A.; Rossi, L; Hensold, N.","CFCR 3041","1982","4",NA,"South America","Brazil","Minas Gerais","Subida ao Pico do Itambé","-43.35","-18.4","2050",NA,NA,"Arbusto 2m. Flores amarelas, botões amarelo-rosados.",NA,NA,"Santo Antonio Do Itambe",NA,"43° 21' W","18° 24' S",NA,"Magnoliopsida",NA,NA,NA,NA
"56","2014-12-09 09:55:18-02","CAS","CAS-BOT","416541","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","itambana x rundeliana","Lavoisiera itambana x rundeliana",NA,"Frank Almeda","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9680","2009","3",NA,"South America","Brazil","Minas Gerais","Municipio Santo Antônio do Itambe. Parque Estadual do Pico do Itambe, from the Fazenda at 1367 m to the summit of Pico do Itambe at 2038 m, along the main trail.","-43.34816","-18.39868","1367","2038",NA,"Shrub 2 m tall. Range is from -18.40226 and -43.31295.",NA,NA,NA,NA,"43.34816° W","18.39868° S",NA,"Magnoliopsida",NA,NA,NA,NA
"57","2014-09-23 11:01:50-03","G","G-DC","G00219848","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","DC.","CAT.HERB.PRODR.","Martius, C. F. P.",NA,"1827",NA,"00","AMERIQUE DU SUD","Brazil","Minas Gerais",NA,"-45.44222222","-18.78777778",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=219833&base=img&lang=en","G00219848","G00219848",NA,"2010","-45.44222222","-18.78777778","01",NA,"ISOTYPUS of Lavoisiera itambana DC.",NA,NA,"01"
"58","2019-11-21 10:09:44-03","IBt","SP","343755","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Martins, AB","Furlan, A; Rossi, L; Hensold, N","CFCR3041","1982","04","05",NA,"Brasil","Minas Gerais","Subida ao Pico do Itambé","-43.35","-18.4","2050","2050",NA,NA,NA,NA,"Santo Antônio do Itambé","2013","-43.35","-18.4","07",NA,NA,NA,NA,NA
