"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","yearIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount","previousCatalogNumber","typeStatus","sex"
"104","2021-04-05 09:58:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","17288","S","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd","M.R. Pietrobom-Silva","4177","1997","09","26","América do Sul","Brasil","São Paulo","vicinal ao Broa","-47.8899993896484","-22.0100002288818",NA,NA,NA,"GEOGRAFIA: baixada com mata seca semi-decídua;",NA,NA,"M.R. Pietrobom-Silva","São Carlos",NA,NA,NA,"Polypodiopsida","45913","auto",NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-04-05 09:58:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","11936","S","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd","Pietrobom-Silva, M.R. & Pedro, F.M.","3458","1996","08","15","América do Sul","Brasil","São Paulo","Estrada de terra vicinal Planalto - Turiúba, margem do Ribeirão Santa Barbara, próximo da Pedreira","-50.0999984741211","-20.9300003051758",NA,NA,NA,"GEOGRAFIA: Capão de mata seca semidecídua. Terrestre em barranco, sombreado, junto do Ribeirão, interior da mata ciliar.;",NA,NA,"Sylvestre, L.","Turiúba",NA,NA,NA,"Polypodiopsida","9615","auto",NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-30 12:50:49-03","EAO","IAN","72445","PreservedSpecimen","Plantae","Fern",NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Mexia, Y","6318","1931","12","20","Southern America","Peru",NA,"Departamento de Loreto. Above Pongo de Manseriche. Left bank of Rio Santiago; on trunks of living trees on overflow bank.",NA,NA,"200","200",NA,NA,"IAN072445",NA,"Maxon, WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-30 12:50:49-03","EAO","IAN","87007","PreservedSpecimen","Plantae","Fern",NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Philipson, WR; Idrobo-Muñoz, JM","2042","1950","01","06",NA,"Colômbia",NA,"Dense humid forest in ravine. On shady banks. Intendencia del Meta: Sierra de La Macarena; Caño&nf; Ciervo.",NA,NA,"600","600",NA,NA,"IAN087007",NA,"Alston, AHG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-30 12:50:49-03","EAO","IAN","87079","PreservedSpecimen","Plantae","Fern",NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Smith, SG","1508","1950","08","20",NA,"Colômbia",NA,"In deep shade on forest floor. Dense forest. North side of river near junction of Güejar and Zanza Rivers; north end of Cordillera Macarena. Intendencia Meta.",NA,NA,"500","500",NA,NA,"IAN087079",NA,"Copeland, EB",NA,"1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-30 12:50:49-03","EAO","IAN","79126","PreservedSpecimen","Plantae","Fern",NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Williams, LO; Assis, V","7326","1945","06","10","Southern America","Brasil","Minas Gerais","Fazenda do Cabui, near Contagem. On rock in forest.","-44.198299407959","-19.9678001403809","900","900",NA,NA,"IAN079126",NA,NA,"Betim",NA,NA,NA,NA,"15199","auto",NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-30 12:50:49-03","EAO","IAN","79120","PreservedSpecimen","Plantae","Fern",NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Williams, LO","5262","1945","02",NA,"Southern America","Brasil","Minas Gerais","On rocks in forest. Fazenda do Cabuí, near Contagem.","-44.198299407959","-19.9678001403809","900","900",NA,NA,"IAN079120",NA,NA,"Betim",NA,NA,NA,NA,"15199","auto",NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-02 16:28:34-03","CPAN-UFMS","COR","9782","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Aragaki, S.; Resende, U. M.","933","2002","05","21",NA,"Brasil","Mato Grosso do Sul","Fazenda Califórnia","-56.861667","-20.701111",NA,NA,NA,"Erva, ciófita; flor ausente; fruto ausente; estado de conservação regular; ciófito Habito: Erva",NA,NA,"Assis, E. L. M.","Bodoquena",NA,"56º51'42''W","20º42'4''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-02 16:28:34-03","CPAN-UFMS","COR","12364","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Neves, S.; Moraes, A. & Saab de Lima","3","2005","06","26",NA,"Brasil","Mato Grosso do Sul","Fazenda São Domingos","-57.6533012390137","-19.0091991424561",NA,NA,NA,"Erva Habito: Erva",NA,NA,"Assis, E. L. M.","Corumbá",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-02 16:28:34-03","CPAN-UFMS","COR","6580","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Assis,E.L.M.; et. al.","39","1999","07","16",NA,"Brasil","Mato Grosso do Sul","Mineração Urucum S.A. ; rico em minério de ferro;.","-57.6533012390137","-19.0091991424561",NA,NA,NA,"Habito: Erva Ereta",NA,NA,"Salino, A.","Corumbá",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-02 16:28:34-03","CPAN-UFMS","COR","12476","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Tameirão-Neto, E.","4300","2006","02","16",NA,"Brasil","Mato Grosso do Sul","Morraria Urucum; Urucum Mineração S. A.","-57.6533012390137","-19.0091991424561",NA,NA,NA,"Herbáceo; pteridófita; rio Arigolândia Habito: Herbáceo",NA,NA,"Assis, E. L. M.","Corumbá",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-11-26 18:07:06-03","CPAN-UFMS","COR","3374","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","T. Wendt;Damasceno Jr,G.A.;I.M.Bortolotto","258","1992","10","04",NA,"Brasil","Mato Grosso do Sul","Morro do Jacadigo.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"E.L.M. Assis","Corumbá",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-11-26 18:07:06-03","CPAN-UFMS","COR","13445","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","E.L.M. Assis; F.A. Macedo; C.R. Lehn","922","2007","12","14",NA,"Brasil","Mato Grosso do Sul","Morro do Urucum - Córrego próx. ao Bananal. Mata de galeria; ; Morro.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"E.L.M. Assis","Corumbá",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-11-26 18:07:06-03","CPAN-UFMS","COR","12783","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","E.L.M. Assis","187","2001","06","05",NA,"Brasil","Mato Grosso do Sul","Nascente do córrego Banda Alta. morro; ;.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"E.L.M. Assis","Corumbá",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-11-26 18:07:06-03","CPAN-UFMS","COR","9516","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","E.L.M. Assis; Damasceno Jr, G.A.",NA,"2001","06","05",NA,"Brasil","Mato Grosso do Sul","Acima da nascente do córrego Bandalta. beira de córrego; ferruginoso; morro.","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"E.L.M. Assis","Ladário",NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-11-26 18:07:06-03","CPAN-UFMS","COR","9513","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","E.L.M. Assis; Damasceno Jr, G.A.","184","2001","06","05",NA,"Brasil","Mato Grosso do Sul","Acima da nascente do córrego Bandalta. beira de córrego; ; paredão rochoso.","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"E.L.M. Assis","Ladário",NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-11-26 18:07:06-03","CPAN-UFMS","COR","9698","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","E.L.M. Assis,Damasceno Junior, G.A.","422","2003","07","15",NA,"Brasil","Mato Grosso do Sul","Nascente do córrego Bandalta. mata decídua; ; morro.","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"E.L.M. Assis","Ladário",NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-02-08 10:42:57-03","NBC","NL-BOTANY","L.3510106","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Joncheere GJ de",NA,"1950","08","15","Southern America","Argentina",NA,"Prov. Misiones, San Ignacio.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3510106 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3510106","NL-L3510106",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-02-08 10:42:57-03","NBC","NL-BOTANY","L.3510108","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Balansa B",NA,"1881","04","01","Southern America","Paraguay",NA,"Pl. du Paraguay. Torrents de la bordillere de Mabatobi pres de Paraguari.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3510108 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3510108","NL-L3510108",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-02-08 10:42:57-03","NBC","NL-BOTANY","L.3510109","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Korthals PW",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3510109 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3510109","NL-L3510109",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-02-08 10:42:57-03","NBC","NL-BOTANY","L.3510110","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Landsbergen",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3510110 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3510110","NL-L3510110",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-02-08 10:42:57-03","NBC","NL-BOTANY","L.3510111","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Smith HH",NA,"1898","08","01","Southern America","Colombia",NA,"Plants of Santa Marta, United States of Colombia.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3510111 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3510111","NL-L3510111",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-02-08 10:42:57-03","NBC","NL-BOTANY","L.3510112","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Hassler E",NA,"1913","08","01","Southern America","Paraguay",NA,"Plantae Paraguarienses. Paraguaria centralis: Prope Sapucay.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3510112 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3510112","NL-L3510112",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-02-08 10:42:57-03","NBC","NL-BOTANY","L.3510114","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Landsberge van",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3510114 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3510114","NL-L3510114",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-02-08 10:42:57-03","NBC","NL-BOTANY","L.3510117","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Linden J",NA,"1846","01","01","Southern America","Venezuela",NA,"Prob. de Carabobo.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3510117 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3510117","NL-L3510117",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-02-08 10:42:57-03","NBC","NL-BOTANY","L.3510119","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Peterson P; Hjerting JPK; Diem J",NA,"1953","08","01","Southern America","Argentina",NA,"Tucuman: Dep. Tafi: Parque Aconquija.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3510119 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3510119","NL-L3510119",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-02-08 10:42:57-03","NBC","NL-BOTANY","U.1000278","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Balansa B",NA,"1881","04","01","Southern America","Paraguay",NA,"Pl. du Paraguay. Torrents de la bordillere de Mabatobi pres de Paraguari.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1000278 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1000278","NL-U1000278",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-02-08 10:42:58-03","NBC","NL-BOTANY","U.1000279","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Hassler E",NA,"1913","08","01","Southern America","Paraguay",NA,"Plantae Paraguarienses. Paraguaria centralis: Prope Sapucay.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1000279 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1000279","NL-U1000279",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-02-08 10:42:58-03","NBC","NL-BOTANY","U.1000281","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Jansen-Jacobs MJ; Welle BJH ter; James V; Andrew R",NA,"1995","09","08","Southern America","Guyana",NA,"Rupununi Distr., Jerome's Place, Talidku Mt.","-59.783333","2.7",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1000281 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1000281","NL-U1000281",NA,NA,NA,"-59.783333","2.7","Pteropsida",NA,NA,"U 0235755",NA,NA,NA,NA,NA,NA,NA
"133","2020-02-08 10:42:58-03","NBC","NL-BOTANY","U.1000282","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Jansen-Jacobs MJ; Welle BJH ter; James V; Andrew R",NA,"1995","09","08","Southern America","Guyana",NA,"Rupununi Distr., Jerome's Place, Talidku Mt.","-59.783333","2.7",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1000282 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1000282","NL-U1000282",NA,NA,NA,"-59.783333","2.7","Pteropsida",NA,NA,"U 0235754",NA,NA,NA,NA,NA,NA,NA
"134","2020-02-08 10:42:58-03","NBC","NL-BOTANY","U.1002896","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Smith HH",NA,"1898","08","01","Southern America","Colombia",NA,"Plants of Santa Marta, United States of Colombia.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1002896 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1002896","NL-U1002896",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-02-08 10:42:58-03","NBC","NL-BOTANY","U.1002897","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Mexia YEJ",NA,"1931","12","20","Southern America","Peru",NA,"Departamento de Loreto, Above Pongo de Manseriche, Left bank of Rio Santiago, on trucks of living trees on overflow bank.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1002897 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1002897","NL-U1002897",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-02-08 10:42:58-03","NBC","NL-BOTANY","U.1002898","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Rooden J van; Akkermans LMA",NA,"1969","01","12","Southern America","Venezuela",NA,"Venezolana, Estado Aragua, Cordillera Costanera, Parque Nacional, 'Henry Pittier', Mountains coverd by cloud forest, behind Maracay, El Limon, on rocks in a mountain stream.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1002898 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1002898","NL-U1002898",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-11-04 11:21:12-03","ESALQ","ESA","56512","PreservedSpecimen","Plantae","Pteridophyta",NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum",NA,"Tameirão Neto, E.",NA,"2004","01","17",NA,"Brasil","Minas Gerais",NA,"-45.3567008972168","-18.6044006347656",NA,NA,NA,NA,"ESA056512",NA,"Dittrich, V.A.O.","Morada Nova de Minas",NA,NA,NA,NA,"44039","auto",NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-11-04 11:21:12-03","ESALQ","ESA","132340","PreservedSpecimen","Plantae","Pteridophyta",NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Paula-Souza, J.; Polisel, R.T.; Gonçalves, L.N., Oliveira, J.C.","11646.0","2013","02","15",NA,"Brasil","Mato Grosso","Margens do rio Ariranha. Floresta de galeria","-53.2153015136719","-17.3146991729736",NA,NA,NA,"Erva em barranco","ESA132340",NA,"Athayde Filho, F.","Alto Araguaia","2013",NA,NA,NA,"100273","auto",NA,"03","01",NA,NA,NA,NA,NA
"139","2020-11-04 10:54:43-03","ESALQ","ESA","133038","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","228.0","2015","07","08",NA,"Brasil","São Paulo","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual.","-47.82347","-22.7795541","544","544",NA,"Epífita, ca. 15cm.","ESA133038",NA,"Gissi, D. S.","Piracicaba","2015","-47.82347","-22.7795541",NA,NA,NA,NA,"07","21",NA,NA,NA,NA,NA
"140","2020-11-04 11:21:12-03","ESALQ","ESA","101349","PreservedSpecimen","Plantae","Pteridophyta",NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum",NA,"Breier, T.B.","899.0","2003","02","11",NA,"Brasil","São Paulo",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,"ESA101349",NA,"Dittrich, V.A.O.","Gália",NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-31 13:36:07-03","MN","R","106788","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Castellanos, A.","22418","1959","03","27",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sylvestre, L.S.",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-31 13:36:07-03","MN","R","16065","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Sampaio, A.J.","4605","1926","05",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-31 13:36:07-03","MN","R","212794","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-31 13:36:07-03","MN","R","212795","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Rosenstock, E.","71","1903",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Toledo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-31 13:36:07-03","MN","R","212796","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Belanger, C.P.",NA,"1869",NA,NA,NA,"França","Martinica",NA,NA,NA,NA,NA,NA,"Herb. J de Saldanha - 1116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-31 13:36:07-03","MN","R","213166","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Smith, H.H.","40",NA,NA,NA,NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-31 13:36:07-03","MN","R","213167","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Silveira, A.A.","32","1895","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbário Silveira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-31 13:36:07-03","MN","R","37404","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.",NA,NA,"1943",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sylvestre, L.S.",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-01-14 15:23:34-03","MN","R","838","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Freire Allemão, F.; Cysneiros, M.",NA,NA,NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,"R000000838","R000000838_001 R000000838_002 R000000838_003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-01-14 15:23:34-03","MN","R","840","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Freire Allemão, F.",NA,"1860",NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,"R010055183","R010055183_001 R010055183_002 R010055183_003","Sampaio, A.J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-31 13:36:07-03","MN","R","212797","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Mosén, C.W.H.","2120","1873","10","01",NA,"Brasil","Minas Gerais",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,"Ex herb. Brasil. Rengnellian. Musei bot. Stockholm.",NA,NA,NA,"Caldas",NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-31 13:36:07-03","MN","R","839","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Netto, L.S.M.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,"Juiz de Fora",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-31 13:36:07-03","MN","R","29582","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Badini, J.","32",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Herbário de Jose Badini - Ouro Preto",NA,NA,"Brade, A.C.","Ouro Preto","1935",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-31 13:36:07-03","MN","R","212798","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Damazio, L.B.","1152",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Herbário L. Damazio",NA,NA,NA,"Ouro Preto",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
