"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"44","2020-02-08 10:13:57-03","NBC","NL-BOTANY","U.1238744","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","ochreata","Eleocharis ochreata flaccida","(Rchb. ex A.Spreng.) Boeckeler",NA,NA,NA,NA,"Steinbach J",NA,"1916","09","29","Bolivia",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238744 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238744","NL-U1238744","Bolivia, Provincia Del Sara, Dep. Sta. Cruz. Curiche de Piedritas.",NA,NA,NA,"Southern America",NA,NA,NA,"Poales","flaccida",NA,NA,"Magnoliopsidae",NA,NA,NA
"45","2020-11-04 11:05:43-03","ESALQ","ESA","76041","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, A.D.","2001",NA,NA,"Souza, J.P.","3570.0","2001","04","14","Brasil","São Paulo","São Paulo","-46.44","-23.59","-46.44","-23.59","Erva, espiguetas castanhas.","ESA076041","ESA076041","Parque Estadual da Serra do Mar, Núcleo Curucutu. Arredores da sedeLocal alagado.","800","800",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:05:43-03","ESALQ","ESA","118549","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens",NA,"Rodrigues, M.E.F.",NA,NA,NA,"Rodrigues, M.E.F.","194.0","2007","05","01","Brasil","São Paulo","São Bernardo do Campo","-46.560001373291","-23.6900005340576",NA,NA,NA,"ESA118549","ESA118549",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"31119","auto",NA,NA,NA,NA
"47","2020-11-04 11:05:43-03","ESALQ","ESA","108831","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens",NA,"Rodrigues, M.E.F.",NA,NA,NA,"Rodrigues, M.E.F.","547.0","2008","11","06","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"ESA108831","ESA108831",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"53584","auto",NA,NA,NA,NA
"48","2020-11-04 11:05:43-03","ESALQ","ESA","108824","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens",NA,"Rodrigues, M.E.F.",NA,NA,NA,"Rodrigues, M.E.F.",NA,"2008","11","06","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"ESA108824","ESA108824",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"53584","auto",NA,NA,NA,NA
"49","2021-04-02 02:00:28-03","UFPI","TEPB","10246","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","L.Rico","1905","06","05","M. LUCEÑO","123","1996","06","20","Brasil","Bahia","Lençóis","-41.394444","-12.566111","41°23'40W","12°33'58S","Frequente, solo argilo-arenoso, em alagado Ambiente: Área de transição entre mata seca e campo rupestre",NA,NA,"Montanha nos arredores da cidade","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-19 10:23:21-03","CPAP","CPAP","13824","PreserverdSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","T. M. Pedersen","1997",NA,NA,"Cervi, A. C.","2488","1987","10","28","Brasil","PR","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,". FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Campos alagados. SUBSTRATO: . RELEVO: .",NA,NA,"Cavas do Iguaçu - Curitiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"51","2019-02-15 11:37:31-02","IPA","IPA","13246","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Eiten, L.T.","1964",NA,NA,"Andrade-Lima","63-4143","1963","02","16","Brasil","Pernambuco","Igarassu","-34.9063987731934","-7.83416986465454",NA,NA,NA,"IPA0013246",NA,"GRanja São Luiz, submersa no riacho.",NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"24709","auto",NA,NA,NA,NA
"52","2019-02-15 11:37:31-02","IPA","IPA","3352","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Luceño, M.","1995","10",NA,"Pickel, B.","2883","1931","12","19","Brasil","Pernambuco","São Lourenço da Mata","-35.0182991027832","-8.00222015380859",NA,NA,NA,"IPA0003352",NA,"Tapera, São Bento. Aquática no riacho da olaria.",NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"21764","auto",NA,NA,NA,NA
"53","2019-02-15 11:37:31-02","IPA","IPA","82720","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Rosselini, R.","2008","08",NA,"Rita Pereira; et al.; et al.","1043","2007","10","19","Brasil","Pernambuco","Buíque","-37.1557998657227","-8.62306022644043",NA,NA,NA,"IPA0082720",NA,"Sitio Fazenda Velha.",NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"38964","auto",NA,NA,NA,NA
"54","2019-02-15 11:37:31-02","IPA","IPA","55737","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Luceño, M.",NA,NA,NA,"Miranda, A.M.; et al.; et al.","s.n.","1994","09","03","Brasil","Pernambuco","Gravatá","-35.5647010803223","-8.20110988616943",NA,NA,NA,"IPA0055737",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"19146","auto",NA,NA,NA,NA
"55","2019-08-27 13:25:33-03","IAP","PACA-AGP","39094","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","R. Trevisan","2004","03","11","Rambo, B.",NA,"1948","12","22","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: In paludosis. Fenofase: flor","PACA039094",NA,"Itapoã",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,"29946","auto","Liliatae",NA,NA,NA
"56","2019-08-27 13:25:33-03","IAP","PACA-AGP","31487","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","R. Trevisan","2004","01","19","Rambo, B.",NA,"1946","02","01","Brasil","SC","Araranguá","-49.4858016967773","-28.934700012207",NA,NA,"Habitat: in paludosis Fenofase: flor","PACA031487",NA,"Sombrio",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,"19353","auto","Liliatae",NA,NA,NA
"57","2019-08-27 13:25:33-03","IAP","PACA-AGP","55246","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","cf. flavescens","Eleocharis cf. flavescens","(Poir.) Urb.","R. Trevisan","2008","08","18","Reitz, R.","4707","1951","09","20","Brasil","SC","Laguna","-48.7807998657227","-28.4825000762939",NA,NA,"Habitat: in arenosis humidis","PACA055246",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,"21199","auto","Liliatae",NA,NA,NA
"58","2019-08-27 13:25:33-03","IAP","PACA-AGP","56721","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Emrich-Rambo","1955","04","04","Rambo, B.",NA,"1955","02","08","Brasil","RS","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"SEM MATERIAL Habitat: in paludosis","PACA056721",NA,"Vila Oliva",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,"49662","auto","Liliatae",NA,NA,NA
"59","2020-12-20 21:16:46-03","UFV","VIC","17729","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Pois.)","Martins, M.L.L.","1997","07","07","Martins, M.L.L.","660","1996","12","13","Brasil","Minas Gerais","Marliélia",NA,NA,NA,NA,"No bordo da lagoa","VIC017729","VIC017729","Parque Estadual do Rio Doce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-20 21:16:46-03","UFV","VIC","17730","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Pois.)","Martins, M.L.L.","1997","07","07","Martins, M.L.L.","771","1995","09","04","Brasil","Minas Gerais","Marliélia",NA,NA,NA,NA,"Inflorescências verde-amarronzadas","VIC017730","VIC017730","Parque Estadual do Rio Doce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-20 21:16:46-03","UFV","VIC","17731","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Pois.)","Martins, M.L.L.","1997","07","07","Martins, M.L.L.","665","1996","12","13","Brasil","Minas Gerais","Marliélia",NA,NA,NA,NA,"Beira da lagoa.","VIC017731","VIC017731","Parque Estadual do Rio Doce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-20 21:16:46-03","UFV","VIC","17732","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Pois.)","Martins, M.L.L.","1997","07","07",NA,"s.n.","1996","12","13","Brasil","Minas Gerais","Marliélia",NA,NA,NA,NA,"Beira da lagoa.","VIC017732","VIC017732","Parque Estadual do Rio Doce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-20 21:16:46-03","UFV","VIC","17733","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Pois.)","Martins, M.L.L.","1997","07","07","Martins, M.L.L.","663","1996","12","13","Brasil","Minas Gerais","Marliélia",NA,NA,NA,NA,"Beira da lagoa.","VIC017733","VIC017733","Parque Estadual do Rio Doce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-20 21:16:46-03","UFV","VIC","5050","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Pois.)","Coons, M.P.","1977","02","11","Vidal, W.N.","216","1964","06","02","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"Aquoso, inflorescência parda, comum.","VIC005050","VIC005050","ESAV",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA
"65","2020-12-20 21:16:46-03","UFV","VIC","1986","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Pois.)",NA,NA,NA,NA,NA,"s.n.","1935","04","04","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,"VIC001986","VIC001986","ESAV",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA
"66","2020-12-20 21:16:46-03","UFV","VIC","1983","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Pois.)",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,"VIC001983","VIC001983","ESAV",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA
"67","2020-12-20 21:16:46-03","UFV","VIC","38784","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Pois.)",NA,NA,NA,NA,"Eiten, G.","1582","1959","12","14","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"VIC038784","VIC038784","Bairro Vila Maria",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"68","2021-04-07 11:42:46-03","UFMS","CGMS","74202","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","T. M. Pedersen","1997",NA,NA,"A.C. Cervi; L. A. Acra & A. Bida","2488","1987","10","28","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"Doacao Da Universidade Federal Do Parana - Curitiba. CPAP - 13824. Habitat: Campos Alagados. Habito: Muito Freqüente.","CGMS1107068",NA,"Cavas Do Iguacu - Curitiba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"69","2019-11-27 13:47:40-03","UFS","ASE","10281","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Costa, SM","2010","02",NA,"Silva, AC; Texeira, KCS","79","2007","06","15","Brasil","Sergipe","Capela","-37.0525","-10.503333","-37.0525","-10.503333","Erva. Escapo esverdeado e abundante em margem de riacho.; Erva. Escapo esverdeado e abundante em margem de riacho.; Mata.","ASE0005304","ASE0005304","Mata do Junco",NA,NA,NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-27 13:47:40-03","UFS","ASE","23361","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Trevisan, R","2013","06","17","Cotarelli, VM; Braga, NMP; Cavalcante, RAS","1463","2012","03","14","Brasil","Bahia","Sento Sé","-41.2339","-10.18551","-41.2339","-10.18551","Macrófita aquática anfíbia. Inflorescencias congestas apicais marrons. Coordenadas UTM: 10º 18' 55,10 S, 041º 23' 39,30 W, 869 m de altitude.; Macrófita aquática anfíbia. Inflorescencias congestas apicais marrons. Coordenadas UTM: 1","ASE0005319","ASE0005319","Após o povoado Gangorra, Cerca de 600m do Povoado das almas, leito de rio seco que corta a estrada.",NA,NA,NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-27 13:47:40-03","UFS","ASE","26600","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Trevisan, R","2013","06","17","Skvortzov, B","294","1963","11","10","Brasil","São Paulo","Santo André","-46.381","-23.3252","-46.381","-23.3252",NA,"ASE0005322","ASE0005322","near village of PARANAPIACABA, along mountain road in secondary forest.","800","850",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-08-20 09:59:47-03","UNICAMP","UEC","121780","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD","2001",NA,NA,"Souza, JP","3570","2001","04","14","Brazil","São Paulo","São Paulo","-46.733333","-23.983333","-46.733333","-23.983333","ori, Erva, espiguetas castanhas. Local alagado.","UEC025707","UEC025707","Parque Estadual da Serra do Mar, núcleo, Arredores da sede","800","800",NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-08-20 09:59:47-03","UNICAMP","UEC","16365","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD","1999","01",NA,"Davis, PH; Shepherd, GJ; Sakane, M","D60800","1976","09","09","Brazil","São Paulo",NA,NA,NA,NA,NA,"Marshy hollows on clay. Forming wide clumps. Green stemmed.","UEC025719","UEC025719","Mainland few km. from Cananéia to Jacupiranga",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-08-20 09:59:47-03","UNICAMP","UEC","27363","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD","2000","01",NA,"Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","19219","1977","03","01","Brazil","Bahia","Morro do Chapéu","-41.033333","-11.633333","-41.033333","-11.633333","Open scrub to closed low woodland in the drier areas. &nf;This plant growing in wet sedge marsh. Stems to 25 cm, terete, green. Glumes pale green.","UEC025705","UEC025705","On the BA 052 road to Mundo Novo, Road to Mundo Novo, by the Rio Ferro Doido, with water-worn, horizontally-bedde sandstone at soil surface, with damp sand, sedge marsh, exposed rock and waterfall.",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-08-20 09:59:47-03","UNICAMP","UEC","79297","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Amaral, MCE",NA,NA,NA,"Hoffmann, A","43","1995","09","29","Brazil","Rio de Janeiro","Araruama","-42.300833","-22.650833","-42.300833","-22.650833","Swamp. 0,05m - 0,08 m hight.","UEC025708","UEC025708","Areal around the Lagoa de Juturnaíba.",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-01-29 12:45:34-03","UNICAMP","UEC","93315","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K; Feres, FR","96517","1996","12","17","Brazil","São Paulo","Pariquera-Açu","-47.850833","-24.879444","-47.850833","-24.879444",NA,"UEC025713","UEC025713","Brejo.",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-01-29 12:45:34-03","UNICAMP","UEC","93316","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K; Feres, FR;","96562","1996","12","19","Brazil","São Paulo","Pariquera-Açu","-47.850833","-24.879444","-47.850833","-24.879444",NA,"UEC025717","UEC025717","Estação Experimental de Pariquera-Açu, Borda de canal de água.",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-08-20 09:59:47-03","UNICAMP","UEC","93890","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD","1998","01",NA,"Aona, LYS; Belinello, R; Galvão, JC; Feres, FR; Faria, AD","97195","1997","08","01","Brazil","São Paulo","Paranapiacaba",NA,NA,NA,NA,NA,"UEC025712","UEC025712","3 km da entrada de Rio Grande da Serrra, brejo.",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-08-20 09:59:47-03","UNICAMP","UEC","93903","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Feres, FR","97657","1997","08",NA,"Brazil","São Paulo","Paranapiacaba",NA,NA,NA,NA,NA,"UEC025715","UEC025715","Brejo ao lado da estrada.",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-08-20 09:59:47-03","UNICAMP","UEC","94137","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD","1998","01",NA,"Passos, LC","s.n.","1997","02",NA,"Brazil","São Paulo","Ilha do Cardoso",NA,NA,NA,NA,NA,NA,NA,"Brejo.",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-08-20 09:59:47-03","UNICAMP","UEC","21584","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD","2000","01",NA,"Hatschbach, G","24024","1970","03","16","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"Locais úmidos ao longo de caminho na mata pluvial.","UEC025709","UEC025709","Floresta.",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"30514","auto",NA,NA,NA,NA
"82","2019-08-20 09:59:47-03","UNICAMP","UEC","93889","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Aona, LYS; Singer, RB","97574","1997","05",NA,"Brazil","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,NA,"UEC025716","UEC025716","Estrada de terra para a Pedra Grande, brejo.",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"21675","auto",NA,NA,NA,NA
"83","2019-08-20 09:59:47-03","UNICAMP","UEC","94137","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD","1998","01",NA,"Passos, LC","s.n.","1997","02",NA,"Brazil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,"UEC025722","UEC025722","Ilha do Cardoso Brejo.",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"37574","auto",NA,NA,NA,NA
"84","2019-08-20 09:59:47-03","UNICAMP","UEC","93119","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD","1999","01",NA,"Muniz, CFS","237","1981","02","12","Brazil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"Crescendo em beira de barranco, ca. 10 cm de altura.","UEC025710","UEC025710","Reserva do Florestal","1100","1100",NA,NA,NA,NA,"Liliopsida",NA,NA,"38855","auto",NA,NA,NA,NA
"85","2019-08-20 09:59:47-03","UNICAMP","UEC","93902","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD","1998","01",NA,"Aona, LYS; Belinello, R; Galvão, JC; Matsumoto, K; Feres, FR; Faria, AD","9660B","1997","01",NA,"Brazil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,"UEC025711","UEC025711","Margem de lago.",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"55628","auto",NA,NA,NA,NA
"86","2019-08-20 09:59:47-03","UNICAMP","UEC","16345","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD","2000","01",NA,"Carnielli, V; et al.","8019","1978","06","17","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"próximo ao riacho.","UEC025720","UEC025720","Serra do Japí",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"17840","auto",NA,NA,NA,NA
"87","2019-08-20 09:59:47-03","UNICAMP","UEC","94138","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD","1999","01",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","96142","1996","07",NA,"Brazil","São Paulo","Ouro Verde","-51.7000007629395","-21.4799995422363",NA,NA,NA,"UEC025721","UEC025721","SP 563, km 113, Peerto da ponte sobre o rio do peixe. (ponte nova).",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"17733","auto",NA,NA,NA,NA
"88","2019-08-20 09:59:47-03","UNICAMP","UEC","93891","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Barbosa, A","97819","1997","08",NA,"Brazil","São Paulo","São José dos Campos","-45.8800010681152","-23.1700000762939",NA,NA,NA,"UEC025714","UEC025714","Horto Florestal Municipal, Riacho ao lado do escritório/ recepção do Horto.",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"39297","auto",NA,NA,NA,NA
"89","2019-08-20 09:59:47-03","UNICAMP","UEC","94162","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD","1998","01",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K; Feres, FR;","96497","1996","12",NA,"Brazil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,NA,"UEC025718","UEC025718","Margem de lago no lado direito da estrada.",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"34059","auto",NA,NA,NA,NA
"90","2019-01-17 11:23:06-02","PUCRS","MPUC","2991","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poiret) Urb.","T. Strehl","1986","01","01",NA,NA,"1978","02","23","Brasil","RS","Pelotas","-52.3422222","-31.7719444","-52.3422222000","-31.7719444000",NA,NA,NA,".",NA,NA,NA,"South America",NA,NA,NA,"Poales",NA,NA,NA,"Liliopsida",NA,"261","1"
"91","2019-11-08 08:51:28-03","FURB","FURB","37551","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Trevisan, R.","2018","10","30","Funez, L.A.","261","2012","01","17","Brasil","Santa Catarina","Blumenau","-49.0488889","-26.9288889","-49.0488889","-26.9288889",NA,"FURB23095","FURB23095","Rua Pastor Osvaldo Hesse.","27","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-08 08:51:28-03","FURB","FURB","38493","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Trevisan, R.","2018","10","30","Funez, L.A.","625","2012","06","30","Brasil","Santa Catarina","Blumenau","-49.0513889","-26.9266667","-49.0513889","-26.9266667",NA,"FURB23101","FURB23101","Rua Pastor Osvaldo Hesse.","18","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-10-14 10:00:56-03","FURB","FURB","38624","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Trevisan, R.","2018","10","30","Funez, L.A.","712","2012","07","21","Brasil","Santa Catarina","Rodeio","-49.37","-26.9261111","-49.3700000","-26.9261111",NA,"FURB23112","FURB23112","Rua Barão do Rio Branco.","85","85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-10-14 10:00:56-03","FURB","FURB","48152","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Trevisan, R.","2018","10","30","Funez, L.A.","4413","2015","04","18","Brasil","Santa Catarina","Florianópolis","-48.5247223","-27.685","-48.5247223","-27.6850000",NA,"FURB48152","FURB48152",NA,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-10-14 10:00:56-03","FURB","FURB","50676","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Trevisan, R.","2018","10","30","Funez, L.A.","5120","2015","11","16","Brasil","Santa Catarina","Ilhota","-48.8377777","-26.8808334","-48.8377777","-26.8808334",NA,"FURB50676","FURB50676","Próximo à ponte na BR-470.","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
