"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","order","continentOcean","preparationType","barcode","imagecode","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","previousCatalogNumber","sex"
"147","2021-03-15 16:37:00-03","NY","NYBG","2553713","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"C. A. Cid Ferreira","5969","1985","05","02","Brazil","Amazonas","Novo Aripuanã","BR 230, Rod. Transamazônica a 436 Km de Humaitá.","-59.833333","-7.166667",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805345' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY02553713","NY02553713_01",NA,NA,NA,NA,NA,NA,NA
"148","2021-03-15 16:37:00-03","NY","NYBG","2553725","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"S. A. Mori","19381","1988","10","25","Brazil","Amazonas","Manaus","Distrito Agropecuário, Reserva 1501 (Km 41) of the WWF/INPA MCS Project.","-59.75","-2.4",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805358' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"50","50","Schizaeales","South America","sheet","NY02553725","NY02553725_01",NA,NA,NA,NA,NA,NA,NA
"149","2021-03-15 16:37:00-03","NY","NYBG","2553741","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"T. C. Plowman","8861","1980","02","18","Brazil","Pará","Santana do Araguaia","100 km. south of Redenção on road (PA-150) to Barreiras dos Campos. Fazenda Inajaporã between Rio Inajazinho and Rio Inajá","-50.42","-8.75",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805374' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"210","210","Schizaeales","South America","sheet","NY02553741","NY02553741_01",NA,NA,NA,NA,NA,NA,NA
"150","2021-03-15 16:37:00-03","NY","NYBG","822304","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.","R. C. Moran",NA,NA,NA,"P. Fiaschi","1838","2003","11","02","Brazil","Bahia","Barro Preto","Serra da Pedra Lascada. 13.7 km de Barro Preto, na estrada que passa pela Fazenda São Miguel e sobe até o acesso à serra.","-39.5361111","-14.7702778",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911140' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY00822304","NY00822304_01",NA,NA,NA,NA,NA,NA,NA
"151","2021-03-15 16:37:00-03","NY","NYBG","1015898","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.","J. P. Condack",NA,NA,NA,"F. B. Matos","370","2005","02","08","Brazil","Bahia","Barro Preto","Serra da Pedra Lascada. 13.7 km de Barro Preto, na estrada que passa pela Faz. São Miguel em direção à serra.","-39.2028","-14.7703",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115160' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"600","900","Schizaeales","South America","sheet","NY01015898","NY01015898_01",NA,NA,NA,NA,NA,NA,NA
"152","2021-03-15 16:37:00-03","NY","NYBG","2553731","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"G. T. Prance","24057","1976","10","23","Brazil","Amazonas",NA,"Between Estirão do Equador and Rio Javarizinho.","-71.6182101","-4.5300408",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805364' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY02553731","NY02553731_01",NA,NA,NA,NA,NA,NA,NA
"153","2021-03-15 16:37:00-03","NY","NYBG","2553732","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"G. T. Prance","20761","1974","03","20","Brazil","Amazonas",NA,"Manaus-Pôrto-Velho Highway. Km. 230","-61.198976","-4.5767672",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805365' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY02553732","NY02553732_01",NA,NA,NA,NA,NA,NA,NA
"154","2021-03-15 16:37:00-03","NY","NYBG","3882626","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"M. Rimachi Y.","8078","1985","10","22","Peru","Loreto","Maynas","Carretera del Varillal, km 10 de Quisto Cocha",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172155' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"150",NA,"Schizaeales","South America","sheet","NY03882626","NY03882626_01",NA,NA,NA,NA,NA,NA,NA
"155","2021-03-15 16:37:00-03","NY","NYBG","3882533","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"C. E. O. Kuntze","1114","1874","04",NA,"Trinidad and Tobago","Arima",NA,"Trinidad. Arima",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172062' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY03882533","NY03882533_01",NA,NA,NA,NA,NA,NA,NA
"156","2021-03-15 16:37:00-03","NY","NYBG","3882521","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"J. J. Copeland","s.n.","1964","07","09","Trinidad and Tobago",NA,NA,"Trinidad. Spring Hill Estate",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172050' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY03882521","NY03882521_01",NA,NA,NA,NA,NA,NA,NA
"157","2021-03-15 16:37:00-03","NY","NYBG","2553728","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"B. A. Krukoff","7299","1934","11","07","Brazil","Amazonas","Humaitá","Basin of Rio Madeira. On plateau between Rio Livramento and Rio Ipixuna.","-62.5","-7",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805361' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY02553728","NY02553728_01",NA,NA,NA,NA,NA,NA,NA
"158","2021-03-15 16:37:00-03","NY","NYBG","3882678","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"H. S. Irwin","55955","1963","08","22","Suriname",NA,NA,"At summit of Frederik Top, 3 km southeast of Juliana Top.","-56.533","3.642",NA,NA,"[3° 36' - 3° 41' N, 56° 30' - 56° 34' W] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172207' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1050",NA,"Schizaeales","South America","sheet","NY03882678","NY03882678_01",NA,NA,NA,NA,NA,NA,NA
"159","2021-03-15 16:37:00-03","NY","NYBG","1241878","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.","R. C. Moran; J. Prado",NA,NA,NA,"R. Goldenberg","934","2007","11","10","Brazil","Acre","Mâncio Lima","Parque Nacional da Serra do Divisor, Serra do Moa.","-72.8958","-7.61417",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1316964' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY01241878","NY01241878_01",NA,NA,NA,NA,NA,NA,NA
"160","2021-03-15 16:37:00-03","NY","NYBG","01282122","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sm.","R. C. Moran",NA,NA,NA,"X. Cornejo","8394","2010","11","23","Ecuador","Napo",NA,"Llanganates, parte baja",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1462849' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"700","700","Schizaeales","South America","sheet","NY01282122","NY01282122_01",NA,NA,NA,NA,NA,NA,NA
"161","2021-03-15 16:37:00-03","NY","NYBG","538496","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.","J. T. Mickel",NA,NA,NA,"W. W. Thomas","9254","1992","05","14","Brazil","Bahia","Wenceslau Guimaraes","Ca. 3 km W of Nova Esperança, W edge of Reserva Estadual Wenceslau Guimarães.","-39.7222222","-13.5972222",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76426' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"500","600","Schizaeales","South America","fluid-preserved","NY00538496",NA,NA,NA,NA,NA,NA,NA,NA
"162","2017-07-05 15:51:00-03","NY","NYBG","2553714","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans",NA,NA,NA,NA,NA,"E. G. Holt","501","1930","11","27",NA,NA,NA,"Brazilian-Venezuelan boundary. Western foothills of Serra Imeri, near Salto de Huá.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805347' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"800",NA,"Schizaeales","South America","sheet","NY02553714","NY02553714_01",NA,NA,NA,NA,NA,NA,NA
"163","2021-03-15 16:37:00-03","NY","NYBG","868163","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.","J. T. Mickel",NA,NA,NA,"C. A. Cid Ferreira","10095","1989","10","15","Brazil","Acre","Mâncio Lima","Alto rio Moa. Serra do Divisor, morro atraz da Fazenda Boa Vista.","-73.63","-7.42",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76427' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY00868163",NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-03-15 16:37:00-03","NY","NYBG","3882605","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"K. M. Redden","2644","2004","02","10","Guyana","Cuyuni-Mazaruni",NA,"Pakaraima Mts., Mazaruni River. Base Camp 6.","-60.65169","6.0444",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172134' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"501",NA,"Schizaeales","South America","sheet","NY03882605",NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-03-15 16:37:00-03","NY","NYBG","807299","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.","R. C. Moran",NA,NA,NA,"J. L. Clark","6604","2002","07","15","Bolivia","La Paz","Sud Yungas","Reserva Ecológica Apa Apa, ca. 8km NE of Chulumani. Walked from SE border to NW border via ridgeline to the San Isidro road.","-67.5059722","-16.3608333",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=797705' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"2200","2400","Schizaeales","South America","sheet","NY00807299","NY00807299_01",NA,NA,NA,NA,NA,NA,NA
"166","2021-03-15 16:37:00-03","NY","NYBG","3882625","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"L. Valenzuela Gamarra","11923","2008","09","07","Peru","Pasco","Oxapampa","Dist. Palcazú. Reserva Comunal Yanesha, sector de Pampa Hermosa ingresando por Ataz.","-75.3297","-10.1908",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172154' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"675",NA,"Schizaeales","South America","sheet","NY03882625",NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-03-15 16:37:00-03","NY","NYBG","3882629","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"A. L. Monteagudo Mendoza","4170","2002","10","19","Peru","Pasco","Oxapampa","Distrito Palcazu. Parque Nacional Yanachaga Chemillén. Estación Biológica Paujil.","-75.25","-10.32",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172158' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"400",NA,"Schizaeales","South America","sheet","NY03882629",NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-03-15 16:37:00-03","NY","NYBG","3882666","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"D. Clarke","7202","1998","08","29","Guyana","Upper Takutu-Upper Essequibo",NA,"Acarai Mts. summit of unnamed peak, 5 km S of Sipu River.","-58.95","1.35",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172195' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"900",NA,"Schizaeales","South America","sheet","NY03882666",NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-15 16:37:00-03","NY","NYBG","3882571","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"A. Fernandez","4304","1988","04",NA,"Venezuela","Bolívar",NA,"Municipio Raul Leoni. Bosque a 25 km al Norte del Macizo Ichún Alto Río Paragua.","-63.4","4.97",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172100' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"350",NA,"Schizaeales","South America","sheet","NY03882571",NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-15 16:37:00-03","NY","NYBG","3882527","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"J. J. Copeland","s.n.","1968","08","13","Trinidad and Tobago",NA,NA,"Trinidad. Valencia Forest, Valencia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172056' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY03882527","NY03882527_01",NA,NA,NA,NA,NA,NA,NA
"171","2021-03-15 16:37:00-03","NY","NYBG","2553747","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"D. W. Stevenson","768","1987","10","21","Brazil","Amazonas",NA,"Rio Negro, near mouth of Rio Xié, Vista Alegre, opposite São Marcelino","-67.216667","0.916667",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805380' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY02553747","NY02553747_01",NA,NA,NA,NA,NA,NA,NA
"172","2021-03-15 16:37:00-03","NY","NYBG","2553735","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"G. T. Prance","22979","1974","10","16","Brazil","Amazonas",NA,"BR 319, Km 510, Manaus-Porto Velho Road, 6 Km north of Rio Purusinho","-62.8566885","-6.4207733",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805368' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY02553735","NY02553735_01",NA,NA,NA,NA,NA,NA,NA
"173","2021-03-15 16:37:00-03","NY","NYBG","3882524","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"J. J. Copeland","s.n.","1966","04","05","Trinidad and Tobago",NA,NA,"Trinidad. Spring Hill Estate",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172053' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY03882524","NY03882524_01",NA,NA,NA,NA,NA,NA,NA
"174","2021-03-15 16:37:00-03","NY","NYBG","2553745","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"C. E. Calderón","2649","1979","06","23","Brazil","Amazonas",NA,"Rio dos Pombos, by waterfall about 4 hours by canoe, N of the intersection with Transamazon highway and 74 km E of Aripuana river",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805378' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY02553745","NY02553745_01",NA,NA,NA,NA,NA,NA,NA
"175","2021-03-15 16:37:00-03","NY","NYBG","3882628","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"C. Díaz Santibañez","10822","1999","08","27","Peru","Cajamarca","San Ignacio","San José de Lourdes. Selva Andina. Base del Cerro Picorana.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172157' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1800",NA,"Schizaeales","South America","sheet","NY03882628",NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-03-15 16:37:00-03","NY","NYBG","3882660","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"S. S. Tillett","44852","1960","07","08","Guyana",NA,NA,"British Guiana, upper Mazaruni River Basin, Partang River, Merume Mountains. Merume Mtn.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172189' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1140",NA,"Schizaeales","South America","sheet","NY03882660","NY03882660_01",NA,NA,NA,NA,NA,NA,NA
"177","2021-03-15 16:37:00-03","NY","NYBG","3882604","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"K. M. Redden","6563","2009","05","13","Guyana",NA,NA,"Kako River","-60.84703","5.48078",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172133' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"687",NA,"Schizaeales","South America","sheet","NY03882604",NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-03-15 16:37:00-03","NY","NYBG","3882674","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"T. Hawkins","1896","1998","07","05","Suriname",NA,NA,"Upper reaches of Grace Kreek. Tafelberg Mountain. Headwaters of the Grace Kreek drainage.","-56.1597","3.8928",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172203' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"700","790","Schizaeales","South America","sheet","NY03882674","NY03882674_01",NA,NA,NA,NA,NA,NA,NA
"179","2021-03-15 16:37:00-03","NY","NYBG","3882611","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"B. Maguire","35494","1953","03","02","Venezuela","Amazonas",NA,"Serranía Yutaje, Rio Manapiare. Cerro Coro-Coro.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172140' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1500",NA,"Schizaeales","South America","sheet","NY03882611","NY03882611_01",NA,NA,NA,NA,NA,NA,NA
"180","2021-03-15 16:37:00-03","NY","NYBG","3882668","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"D. Clarke","11404","2004","06","05","Guyana","Cuyuni-Mazaruni",NA,"Wayalayeng Village, Falls of the Ataro River above first escarpment of Mount Maringma.","-60.51608","5.24039",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172197' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"628",NA,"Schizaeales","South America","sheet","NY03882668",NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-15 16:37:00-03","NY","NYBG","3882642","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"J. C. Solomon","17006","1987","06","08","Bolivia","La Paz","Abel Iturralde","Siete Cielos, Río Manupare","-67.62","-12.45",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172171' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"180",NA,"Schizaeales","South America","sheet","NY03882642","NY03882642_01",NA,NA,NA,NA,NA,NA,NA
"182","2021-03-15 16:37:00-03","NY","NYBG","3882675","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"B. Maguire","24613","1944","09","03","Suriname",NA,NA,"Tafelberg (Table Mountain), bottom of Arrowhead Basin.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172204' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY03882675","NY03882675_01",NA,NA,NA,NA,NA,NA,NA
"183","2021-03-15 16:37:00-03","NY","NYBG","1016680","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.","A. Salino",NA,NA,NA,"A. Salino","6567","2001","04","16","Brazil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo de Curucutu","-46.8178","-24.0561",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1181825' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"100","120","Schizaeales","South America","sheet","NY01016680","NY01016680_01",NA,NA,NA,NA,NA,NA,NA
"184","2021-03-15 16:37:00-03","NY","NYBG","2553720","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"G. T. Prance","22601","1974","08","31","Brazil","Amazonas",NA,"Igarapé Lajes, Manaus-Caracaraí road, km. 130.","-60.086031","-1.8595815",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805353' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY02553720","NY02553720_01",NA,NA,NA,NA,NA,NA,NA
"185","2021-03-15 16:37:00-03","NY","NYBG","3882540","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"B. Maguire","29970","1950","12","20","Venezuela","Amazonas",NA,"Cerro Huachamacari, Rio Cunucunuma. Just above lower escarpment.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172069' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY03882540","NY03882540_01",NA,NA,NA,NA,NA,NA,NA
"186","2021-03-15 16:37:00-03","NY","NYBG","807292","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"A. C. Brade","8448A","1926","06",NA,"Brazil","São Paulo","Juquiá","Serra Araribá, Fazenda Poço Grande.","-47.63","-24.32",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=797694' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"600","600","Schizaeales","South America","sheet","NY00807292","NY00807292_01",NA,NA,NA,NA,NA,NA,NA
"187","2021-03-15 16:37:00-03","NY","NYBG","2553724","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"G. T. Prance","17862","1973","09","13","Brazil","Amazonas",NA,"Rio Brancinho","-60.3608","-2.2761",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805357' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY02553724","NY02553724_01",NA,NA,NA,NA,NA,NA,NA
"188","2021-03-15 16:37:00-03","NY","NYBG","807295","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"A. C. Brade","7658A","1918","06",NA,"Brazil","São Paulo","Iguape",NA,"-47.5497","-24.7003",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=797697' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY00807295","NY00807295_01",NA,NA,NA,NA,NA,NA,NA
"189","2021-03-15 16:37:00-03","NY","NYBG","2553730","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"A. A. de Oliveira","101","1991","09","10","Brazil","Amazonas",NA,"Distrito Agropecuário, 90 Km NNE de manaus. Reserva 1501 ( Km 41 )","-59.6854736","-2.3153702",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805363' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"50","50","Schizaeales","South America","sheet","NY02553730","NY02553730_01",NA,NA,NA,NA,NA,NA,NA
