"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","previousCatalogNumber","dayIdentified","typeStatus","coordinatePrecision","geoFlag","individualCount","fieldNumber","relatedCatalogItem"
"40","2020-12-11 11:42:03-03","UFMG","BHCB","152243","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","bahianum","Solanum bahianum","S. Knapp",NA,"Giacomin, LL; Machado, TM; Souza, FS; Giudicelli, GC","1208","2011","02","05","Southern America","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, Trilha Bonita.","-40.5305","-19.974333","782","782",NA,"Arbusto ereto, 50 cm. Frutos verdes com deformidades; Subosque de floresta ombrófila, às margens de córrego, parcialmente ensolarado.","BHCB019700",NA,NA,"-40.5305","-19.974333","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:42:03-03","UFMG","BHCB","157328","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","bahianum","Solanum bahianum","S. Knapp",NA,"Matos, EN; Vidal, G; Santos, N","3475","2012","05","01","Southern America","Brasil","Bahia","Valença","Fazenda Bela Vista, Sr. Ubiratã","-39.02","-13.256667",NA,NA,NA,"Arbusto, frutos verdes; Restinga. Floresta","BHCB019699","BHCB019699",NA,"-39.02","-13.256667","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:42:03-03","UFMG","BHCB","166918","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","bahianum","Solanum bahianum","S. Knapp",NA,"Giacomin, LL; Bohs, LA; Knapp, S; Stehmann, JR","1965","2013","10","31","Southern America","Brasil","Minas Gerais","Santa Maria do Salto","Distrito de Talismã, RPPN Loredano Aleixo (Fazenda, trilha que permeia o fragmento localizado atrás da sede da fazenda, passando pelo pasto. Subosque de Floresta Ombrófila Densa","-40.061139","-16.397806","802","802",NA,"Arbusto ereto, 1,5 m. Flores diminutas com corola alva, estames amarelos",NA,NA,NA,"-40.061139","-16.397806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:42:03-03","UFMG","BHCB","166928","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","bahianum","Solanum bahianum","S. Knapp",NA,"Giacomin, LL; Bohs, LA; Knapp, S","1975","2013","11","02","Southern America","Brasil","Bahia","Jussari","RPPN Reserva Natural da Serra do Teimoso, trilha que leva ao alto da serra. Subosque de Floresta Ombrófila Densa com afloramentos graníticos","-39.532","-15.156611","357","357",NA,"Arbusto ereto, 1,8 m. Flores senescidas. Frutos imaturos verdes",NA,NA,NA,"-39.532","-15.156611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:42:03-03","UFMG","BHCB","166932","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","bahianum","Solanum bahianum","S. Knapp",NA,"Giacomin, LL; Bohs, LA; Knapp, S","1979","2013","11","03","Southern America","Brasil","Bahia","Jussari","RPPN Reserva Natural da Serra do Teimoso, trilha que leva ao alto da serra, ca. 2 km da sede. Subosque de Floresta Ombrófila Densa com afloramentos graníticos","-39.538111","-15.157361","611","611",NA,"Arbusto ereto, 1,5 m. Flores com pétalas alvas, estames amarelos",NA,NA,NA,"-39.538111","-15.157361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:42:03-03","UFMG","BHCB","129432","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","bahianum","Solanum bahianum","S. Knapp",NA,"Saiter, FZ","249","2004","04","20","Southern America","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, No sub-bosque da Área 2 (meia encosta) de L.D. Thomaz, 1997","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Herbácea c/frutos amarronzados; No sub-bosque","BHCB017116",NA,NA,NA,NA,"2014","11",NA,NA,NA,"23813","auto",NA,NA,NA
"46","2020-11-10 04:40:00-03","MO","MOBOT","100878668","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum","S. Knapp","Sandra Knapp (BM)","Pedro L. R. de Moraes|H. van der Werff|Lukas H. Daneu","Moraes 4570","2014","12","13","South America","Brazil","Bahia","Almadina","Serra do Corcovado.","-39.6371994018555","-14.7053003311157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14289","auto","1",NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","2964154","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum","S. Knapp","M. Nee","José R. Pirani","Pirani 3028-A","1994","2","19","South America","Brazil","Espírito Santo",NA,"Conceição da Barra, Reserva Biológica do Córrego Grande (IBAMA), a 31 km de Pedro Canário (na Avenida Aracruz) e 6 km da Base do IBAMA. Floresta de Tabuleiro, muito perturbada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-07-10 09:49:28-03","MBML","MBML-HERBARIO","53537",NA,"Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum","S. Knapp",NA,"A.D. Ferreira","385","2018","08","25",NA,"Brasil","Espírito Santo","Santa Teresa","RPPN MACACO BARBADO. Trilha Radical","-40.609514","-19.990989",NA,NA,NA,"Árvore de 5m. Frutos jovens verdes e arredondados. Borda da mata","MBML053537",NA,NA,"40W36'34,25","19S59'27,56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-04 11:06:28-03","UFRB","HURB","14611","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum","S. Knapp",NA,"Victor Jr., V.","1895","2013","01","17",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,NA,NA,"HURB000014611",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33549","auto",NA,NA,NA
"50","2020-09-12 05:00:02-03","US","US","2830331","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S. Knapp",NA,"T. S. Santos","513","1969","11","25","South America - Neotropics","Brazil","Bahia",NA,"Ilheus, Cepec, plantacao de Cacau.",NA,NA,NA,NA,NA,NA,"US00288807","US00288807_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"1",NA,NA
"51","2019-10-07 09:18:12-03","UEFS","HUEFS","169301","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","L.L.Giacomin","Matos, E.N.de","3475","2012","05","01",NA,"Brasil","Bahia","Valença","Faz. Bela Vista (Sr. Ubiratã)","-39.02","-13.256667",NA,NA,NA,"Restinga. Floresta.","HUEFS0169301","HUEFS0169301","Asteranae","39W1'12''","13S15'24''","2013","09",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-10-07 09:18:12-03","UEFS","HUEFS","202502","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp",NA,"Popovkin, A.V.","1576",NA,NA,NA,NA,"Brasil","Bahia","Entre Rios","Algodão.","-37.966667","-12.166667","100","100",NA,NA,"HUEFS0202502","HUEFS0202502","Asteranae","37W58'0''","12S10'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-10-07 09:18:12-03","UEFS","HUEFS","204287","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp",NA,"Giacomin, L.L.","1975","2013","11","02",NA,"Brasil","Bahia","Jussari","RPPN Reserva Natural da Serra do Teimosos, trilha que leva ao alto da serra. Subosque de Floresta Ombrófila Densa com afloramentos graníticos.","-39.531944","-15.156667","357","357",NA,NA,"HUEFS0204287","HUEFS0204287","Asteranae","39W31'55''","15S9'24''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-10-07 09:18:12-03","UEFS","HUEFS","204292","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp",NA,"Giacomin, L.L.","1979","2013","11","03",NA,"Brasil","Bahia","Jussari","RPPN Reserva Natural da Serra do Teimoso, trilha que leva ao alto da serra, ca. 2Km da sede. Subosque de Floresta Ombrófila Densa com afloramentos graníticos.","-39.538056","-15.1575","611","611",NA,NA,"HUEFS0204292","HUEFS0204292","Asteranae","39W32'17''","15S9'27''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-10-07 09:18:12-03","UEFS","HUEFS","93853","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","L.L.Giacomin","Jardim, J.G.","H4295","2004","12","02",NA,"Brasil","Bahia","Elísio Medrado","ca. 1km do povoadao de Monte Cruzeiro. Reserva Jequitibá (área experimental do GAMBÁ). Serra da Jibóia.","-39.471667","-12.869444","600","650",NA,"Floresta Higrófila.","HUEFS0093853","HUEFS0093853 HUEFS0093853_e1","Asteranae","39W28'18''","12S52'10''","2019","03",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-10-07 09:18:12-03","UEFS","HUEFS","235710","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp",NA,"Popovkin, A.V.","2029",NA,NA,NA,NA,"Brasil","Bahia","Entre Rios","Algodão",NA,"-12.166667",NA,NA,NA,NA,"HUEFS0235710","HUEFS0235710","Asteranae","37W58'100''","12S10'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2015-03-07 08:28:24-03","F","FMNH-SEEDPLANTS","V0127824F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0127824F","V0127824F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2015-03-07 08:28:24-03","F","FMNH-SEEDPLANTS","V0127825F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0127825F","V0127825F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2018-05-14 17:46:22-03","F","FMNH-SEEDPLANTS","V0176070F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,"RRC ID Flag","J. L. Hage","1670",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,"-42","-11",NA,NA,NA,NA,"V0176070F","V0176070F_01 V0176070F_02","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1670",NA
"60","2020-07-23 12:23:11-03","CEPLAC","CEPEC","109137","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,"P. Fiaschi","Lopes, M. M. M.","382","2005","11","22",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado, 13,8 Km ao SW de Coaraci, estrada para Almadina. Fazenda São José. Proprietário Senhor Francisco.","-39.603333","-14.705833","650","650",NA,"UNICATA.",NA,NA,NA,"39W36'12","14S42'21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-23 12:23:11-03","CEPLAC","CEPEC","109263","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,"P. Fiaschi","Amorim, A. M.","4978","2005","05","14",NA,"Brasil","Bahia","arataca","Serra do Peito de Moça. Estrada que liga Arataca à Una, ramal ca. 22,4 km de Arataca com entrada no assentamento Santo Antônio. RPPN Caminho das Pedras.","-39.341667","-15.173611","1000","1000",NA,NA,NA,NA,NA,"39W20'30","15S10'25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-08-04 09:17:58-03","CEPLAC","CEPEC","112701","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,"A. M. Amorim","Lopes, M. M. M.","999","2006","08","06",NA,"Brasil","Bahia","arataca","RPPN Caminho das Pedras, em trilha de acesso ao Peito-de-Moça. Coletas efetuadas na trilha após a residência do Sr. Mormaço.","-39.341667","-15.173611","1000","1000",NA,"UNICATA.",NA,NA,NA,"39W20'30","15S10'25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-07-23 12:23:11-03","CEPLAC","CEPEC","114260","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,"A. M. Amorim","Amorim, A. M.","6285","2006","09","16",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9,7 km de Camacan na estrada para Jacarecí. Daí 6 km SW na estrada para a RPPN e torre da Embratel.","-39.565278","-15.391667","850","850",NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-07-23 12:23:11-03","CEPLAC","CEPEC","134471","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,"S. Kanpp","M.M. Coelho","523","2011","12","05",NA,"Brasil","Bahia","Barro Preto","Serra da Pedra Lascada, na estrada que passa pela fazenda São Miguel e sobe até o acesso a serra.","-39.536111","-14.770278",NA,NA,NA,"(Unicata).",NA,NA,NA,"39W32'10","14S46'13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-07-23 12:23:11-03","CEPLAC","CEPEC","81970","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,"Ma. de F. Agra","A. M. Amorim","2351","1998","04","09",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/palmira. Entrada ca. 7,5Km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso.","-15.158056","-39.528611",NA,NA,NA,NA,NA,NA,NA,"15W9'29","39S31'43",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/06/2001"
"66","2020-07-23 12:23:11-03","CEPLAC","CEPEC","81282","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,"Ma. de F. Agra","J. G. Jardim","1986","1999","02","10",NA,"Brasil","Bahia","UNA","6Km ao N de Comandatuba. Faz. Bolandeira.","-39.005","-15.305556",NA,NA,NA,NA,NA,NA,NA,"39W0'18","15S18'20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2001"
"67","2020-07-23 12:23:11-03","CEPLAC","CEPEC","91046","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,"S. Knapp","W. W. Thomas","12602","2001","10","25",NA,"Brasil","Bahia","BOA NOVA","Fazenda São José, entrada 8.8Km a E de Boa Nova, na Rodovia para Dário Meira.","-40.15","-14.4",NA,NA,NA,NA,NA,NA,NA,"40W9'","14S24'",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2013"
"68","2020-07-23 12:23:11-03","CEPLAC","CEPEC","95951","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,"J. R. Stehmann","S. C. de Sant'Ana","1066","2004","03","09",NA,"Brasil","Bahia","BOA NOVA","Fazenda São José, a 8,8Km de Boa Nova, na estrada para Dário Meira, a 1,4Km do ramal à esquerda.","-40.154444","-14.403889",NA,NA,NA,NA,NA,NA,NA,"40W9'16","14S24'14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/12/2012"
"69","2020-07-23 12:23:11-03","CEPLAC","CEPEC","122399","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,"S. Knapp","J. L. da Paixão","1408","2007","10","19",NA,"Brasil","Bahia","AMARGOSA","Área de Duas Barras.","-39.828889",NA,NA,NA,NA,NA,NA,NA,NA,"39W49'44","14S9'66",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2013"
"70","2020-07-23 12:23:11-03","CEPLAC","CEPEC","94410","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,"Sem Informação","Fiaschi, P.","1167","2003","11","16",NA,"Brasil","Bahia","CAMAMÚ","Proximidades da Praia de Pratigí.",NA,"-13.713056","15","15",NA,NA,NA,NA,NA,"38W59'64","13S42'47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-07-23 12:23:11-03","CEPLAC","CEPEC","27227","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,"S. Knapp","J. L. Hage","1592","1982","01","12",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,"0S0'0","0S0'0",NA,NA,NA,NA,"Paratipo","61245","auto",NA,NA,"30/12/1988"
"72","2020-07-23 12:23:11-03","CEPLAC","CEPEC","24133","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,"S. Knapp","J. L. Hage","1068","1981","07","08",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,NA,NA,NA,"Paratipo","61245","auto",NA,NA,"30/12/1988"
"73","2020-07-23 12:23:11-03","CEPLAC","CEPEC","4963","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,"S. Knapp","T. S. dos Santos","513","1969","11","25",NA,"Brasil","Bahia","ILHÉUS","Area do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,NA,NA,NA,"Holótipo","61245","auto",NA,NA,"30/12/1988"
"74","2020-07-23 12:23:11-03","CEPLAC","CEPEC","31524","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","bahianum","Solanum bahianum",NA,"S. Knapp","J. L. Hage","1670","1994","02","02",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,NA,NA,NA,"Paratipo","61245","auto",NA,NA,"30/12/1988"
"75","2016-08-23 10:23:10-03","NHMLondon","NHM-LONDON-BOT","BM001120592","S","Plantae","Angiosperm",NA,"Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Sandra (Sandy) Diane Knapp; b.1956; S.Knapp","Leandro Lacerda Giacomin; Giacomin; T.M. Machado; F.S. Soua; G.C. Ciudicelli","1208","2011","02","05",NA,"Brasil","Espírito Santo",NA,"Estação Biológica de Santa Lucia, Trilha Bonita","-40.530556","-19.974444",NA,NA,NA,NA,NA,NA,NA,"-40.530556","-19.974444","2014",NA,"NHMUK:ecatalogue:4338853",NA,NA,NA,NA,NA,NA,NA
