"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","relatedCatalogItem","previousCatalogNumber"
"50","2019-11-07 11:20:50-03","UFMG","BHCB-SL","80971","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Salino, A","Salino, A; Carvalho, FA; Urbanetz, C; Almeida, KYM; Destro, GFG; Harden, ICF; Moreira, IR","8444","2003",NA,NA,"América","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Trilha da Caçadinha, com início na estrada do Carmo. Vegetação secundária de Floresta Ombrófila Densa Alto Montana.","-48.419167","-24.2775","780","780",NA,"Terrestre no interior de mata na beira de rio.",NA,NA,NA,NA,"2003","04",NA,NA,"-48.419167","-24.2775",NA,NA,NA,NA,NA
"51","2019-11-07 11:20:50-03","UFMG","BHCB-SL","58882","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Salino, A","Salino, A","6518","2001",NA,NA,"América","Brasil","São Paulo","São Paulo","Parque Nacional da Serra do Mar, Núcleo de Curucutu. Floresta Nebular e Campo de Altitude.","-46.735278","-23.985278","800","800",NA,"Terrestre no interior de floresta",NA,NA,NA,NA,"2001","09",NA,NA,"-46.735278","-23.985278",NA,NA,NA,NA,NA
"52","2019-11-07 11:20:50-03","UFMG","BHCB-SL","97422","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Megale, ME; Salino, A","Matos, FB; Lima, J; Lobão, AQ; Sant'Ana, SC de; Jardim, A","678","2005",NA,NA,"América","Brasil","Bahia","Barro Preto","Serra da Pedra Lascada, 13,7Km de Barro Preto, na estrada que passa pela Fazenda São Miguel, em direção à serra. Floresta Montana.","-39.202778","-14.270278","600","900",NA,"Terrestre no interior da mata, no alto morro. Vários indivíduos.",NA,NA,NA,NA,"2009","03",NA,NA,"-39.202778","-14.270278",NA,NA,NA,NA,NA
"53","2019-11-07 11:20:50-03","UFMG","BHCB-SL","108226","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Megale, ME; Salino, A","Kollmann, RL; Pizziolo, W; Bausen, E","4780","2001",NA,NA,"América","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia; Reserva Biológica Augusto Ruschi","-40.6002998352051","-19.9356002807617","800","800",NA,"Erva na sombra.",NA,NA,"23813","auto","2009","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-07 11:20:50-03","UFMG","BHCB-SL","108225","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Megale, ME; Salino, A","Aquije, GMFV; Bausen, E; Krause, RA; Abdon, MVP","371","2002",NA,NA,"América","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, trilha da Educação Ambiental.","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Terrestre.",NA,NA,"23813","auto","2009","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-12-19 16:19:38-03","UFMG","BHCB-SL","108325","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Salino, A","Krause, RA; Pereira, M","108","2003","01","22","América","Brasil","Espírito Santo","Santa Teresa","Parque Municipal de São Lourenço","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Terrestre, área úmida, interior da mata.",NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-12-19 16:21:03-03","UFMG","BHCB-SL","64508","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Dittrich, VAO; Salino, A","Dittrich, VAO; Allmen, C von","823","2000","12","14","América","Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Floresta Ombrófila Densa.","-47.9199981689453","-24.3799991607666","70","250",NA,"Terrícola em encosta.","BHCB002435","BHCB002435","34059","auto","2001","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-01-12 15:24:59-03","UFMG","BHCB-SL","74661","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Hirai, RY","Rodrigues Jr., CE; Coral, DJ","1173","1996",NA,NA,"América","Brasil","São Paulo","Tapiraí","Serra da Macaca","-47.5","-23.9599990844727",NA,NA,NA,"Terrestre, rasteira no meio da mata.",NA,NA,"41034","auto","2008","05","28",NA,NA,NA,NA,NA,NA,NA,NA
"58","2016-08-23 09:46:00-03","NHMLondon","NHM-LONDON-BOT","BM000097894","S","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Paul Somers Jr; b.1945; P.Somers","Collaboration; Hoehne, Gehrt","17698","1926","05","11",NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,"1978","02",NA,NA,"-53.08982","-10.773109",NA,NA,"Holotype",NA,"NHMUK:ecatalogue:4916267"
"59","2021-02-08 12:47:00-03","UFRGS","ICN","167817","S","Plantae","Fern",NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Bauer, DS","Kieling-Rubio, MA","427","2009","10","13","América do Sul","Brasil","PR","São João da Graciosa","Serra da Graciosa 25°°28' 37 S 48° 50' 04 W","-48.834444","-25.476944","800","800",NA,"Floresta Ombrófila Densa; terrícola",NA,NA,NA,NA,"2015","03","26",NA,"-48.834444","-25.476944",NA,NA,NA,NA,NA
