"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","class","typeStatus","relatedCatalogItem","sex"
"48","2020-07-23 12:19:28-03","CEPLAC","CEPEC","104028","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides",NA,"J. Condack","F. B. Matos","421","2005","02","12",NA,"Brasil","Bahia","arataca","Serra das Lontras, c.a 7Km no ramal que liga o povoado de Itatinguí à Serra das Lontras.","-39.408056","-15.202778",NA,NA,NA,NA,NA,NA,NA,NA,"39W24'29","15S12'10",NA,NA,NA,NA,NA,NA,NA,"30/09/2014",NA
"49","2020-07-23 12:19:28-03","CEPLAC","CEPEC","127952","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides",NA,"F. Matos","P.L.R. de Moraes","2767","2009","08","13",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita","-39.565278","-15.391667",NA,NA,NA,NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-07-23 12:19:28-03","CEPLAC","CEPEC","81802","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides",NA,"J. Condack","A. M. Amorim","2471","1998","08","13",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km de Jussari, Faz. Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056",NA,NA,NA,NA,NA,NA,NA,NA,"39W31'43","15S9'29",NA,NA,NA,NA,NA,NA,NA,"30/09/2014",NA
"51","2020-07-23 12:19:28-03","CEPLAC","CEPEC","86712","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides",NA,"J. Condack","W. W. Thomas","12190","2011","03","04",NA,"Brasil","Bahia","JUSSARÍ","Fazenda Serra do Teimoso. RPPN Serra do Teimoso.","-39.533333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,"39W32'","15S9'",NA,NA,NA,NA,NA,NA,NA,"30/09/2014",NA
"52","2020-07-23 12:19:28-03","CEPLAC","CEPEC","96293","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides",NA,"J. Condack","A. M. Amorim","3714","2003","06","18",NA,"Brasil","Bahia","JUSSARÍ","RPPN Serra do Teimoso, Rod. Jussarí/Palmira, entra ca. 7,5Km de Jussarí, Faz. Teimoso.","-39.538889","-15.161944",NA,NA,NA,NA,NA,NA,NA,NA,"39W32'20","15S9'43",NA,NA,NA,NA,NA,NA,NA,"30/09/2014",NA
"53","2020-07-23 12:19:28-03","CEPLAC","CEPEC","98408","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides",NA,"J. Condack","W. W. Thomas","13337","2003","03","15",NA,"Brasil","Bahia","JUSSARÍ","Faz. Serra do Teimoso, Reserva Serra do Teimoso. Perto do topo da montanha, em área próx. A nascente do Ribeirão da Bica.","-39.5425","-15.095556",NA,NA,NA,NA,NA,NA,NA,NA,"39W32'33","15S5'44",NA,NA,NA,NA,NA,NA,NA,"30/09/2014",NA
"54","2020-07-23 12:19:28-03","CEPLAC","CEPEC","56584","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides",NA,"F. S. Souza","A. M. de Carvalho","828","1992","10","08",NA,"Brasil","Bahia","UNA","Estrada São José/Una. Coletas efetuadas no KM 9 a aprtir da Br. Fazenda Santa Rosa.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,"30/09/2014",NA
"55","2020-07-23 12:19:28-03","CEPLAC","CEPEC","7923","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides",NA,"J. Condack","L. E. de M. Filho","2921","1970","11","25",NA,"Brasil","Bahia","CAMACAN","Saída de Camacan.","-39.4958000183105","-15.4191999435425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22686","auto",NA,NA,NA,NA,NA,"30/03/2014",NA
"56","2020-07-23 12:19:28-03","CEPLAC","CEPEC","140454","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Polypodium","monoides","Polypodium monoides",NA,"Sem Informação","Olenscki L. J.","40","2012","10","25",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9,7 km W de Camacã na estrada para Jacarecí, ramal à esquerda que leva à RPPN e torre da Embratel, ca. 6 km.","-39.565278","-15.391667",NA,NA,NA,"trilha da Bapeba",NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-07 11:19:03-03","UFMG","BHCB-SL","122913","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino",NA,"Salino, A; Heringer, G; Dittrich, VAO","13755","2008","06","29","América","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande, Caminho para o Forninho. Floresta Ombrófila Densa Montana e afloramentos rochosos","-41.08625","-20.518944","1200","1200",NA,"Epífita baixa no interior de floresta",NA,NA,"2008","06","-41.08625","-20.518944",NA,NA,"29",NA,NA,NA,NA,NA,NA
"58","2019-11-07 11:19:03-03","UFMG","BHCB-SL","136143","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Souza, FS","Bünger, MO; Fernandes, AC; Silva, MH; Ribeiro, ASS; Salino, A","195","2010","03","02","América","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha para Vale Verde.","-41.850833","-20.419722","1123","1123",NA,"Rupícola.",NA,NA,"2011","11","-41.850833","-20.419722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-07 11:19:03-03","UFMG","BHCB-SL","97403","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Megale, ME; Salino, A","Thomas, WW; Amorim, AM; Paixão, JL; Sant'Ana, SC de","14211","2000","09","21","América","Brasil","Bahia","Camacan","RPPN Serra Bontia, 9,6Km NNW of Camacan on road to Jacareci and Jurassi; then 6 km up road to Serra Bonita. Montane Tropical Moist Forest.","-39.559722","-15.391389","820","820",NA,"Epiphyte, fronds olive, sporangia orange-brown.",NA,NA,"2009","03","-39.559722","-15.391389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-07 11:19:02-03","UFMG","BHCB-SL","103562","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Souza, FS","Salino, A; Almeida, TE; Heringer, G; Assis, FC; Melo, LCN; Viana, PL; Teles, A;","11484","2006","11","24","América","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, região próximo a Torre Repetidora. Floresta Ombrófila Densa Montana","-41.851333","-20.439","1000","1400",NA,"Epífita em árvore caída na mata. Prensado em álcool.",NA,NA,"2011","11","-41.851333","-20.439",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-07 11:19:02-03","UFMG","BHCB-SL","103446","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","Salino, A; Almeida, TE; Heringer, G; Assis, FC; Melo, LCN; Viana, PL; Teles, A;","11368","2006","11","22","América","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde. Floresta Ombrófila Densa Montana","-41.8425","-20.419083","1200","1390",NA,"Epífita no interior de mata",NA,NA,"2010","08","-41.8425","-20.419083",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-07 11:19:03-03","UFMG","BHCB-SL","126391","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","Salino, A; Megale, ME; Viveros, RS; Arruda, AJ","14115","2008","12","05","América","Brasil","Espírito Santo","Domingos Martins","Parque Estadual da Pedra Azul, Na trilha para as piscinas naturais. Floresta Ombrófila Densa e afloramento rochoso.","-41.040556","-20.402222","1470","1470",NA,"Rupicola em  area aberta. Prensado em álcool.",NA,NA,"2008","12","-41.040556","-20.402222",NA,NA,"05",NA,NA,NA,NA,NA,NA
"63","2019-11-07 11:19:03-03","UFMG","BHCB-SL","145255","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Souza, FS","Souza, FS; Almeida, TE; Salino, A; Minardi, B; Voytena, A","1186","2010","11","30","América","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Braço Norte. DATUM WGS84.","-42.235","-20.75","1183","1183",NA,"Epífita no interior de mata ciliar.",NA,NA,"2011","11","-42.235","-20.75",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-07 11:19:03-03","UFMG","BHCB-SL","148987","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Souza, FS","Souza, FS; Machado, TM","1521","2011","04","06","América","Brasil","Espírito Santo","Divino de São Lourenço","Parque Nacional do Caparaó, Pedra Escorada. Floresta Ombrófila Densa Montana. DATUM WGS 84.","-41.762778","-20.553056","1114","1114",NA,"Epífita em Bambu no interior de mata.",NA,NA,"2011","11","-41.762778","-20.553056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-07 11:19:03-03","UFMG","BHCB-SL","148999","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Souza, FS","Souza, FS; Machado, TM","1533","2011","04","07","América","Brasil","Espírito Santo","Divino de São Lourenço","Parque Nacional do Caparaó, Pedra Escorada. Floresta Ombrófila Densa Montana. DATUM WGS 84.","-41.763611","-20.549722","1183","1183",NA,"Epífita no Bambu em interior de mata.",NA,NA,"2011","11","-41.763611","-20.549722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-07 11:19:03-03","UFMG","BHCB-SL","180570","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","Salino, A; Moura, LC; Moura, IO","16160","2016","01","21","América","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Base de Santa Marta, Floresta Ombrófila Densa.","41","20.491667","1046","1046",NA,"Epífita, á 1mt de altura, no interior da mata. Dried in alcohol 70%.",NA,NA,"2016","01","41","20.491667",NA,NA,"21",NA,NA,NA,NA,NA,NA
"67","2021-01-12 15:24:34-03","UFMG","BHCB-SL","136127","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino",NA,"Heringer, G; Machado, TM; Reis, SB","464","2010","03","08","América","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó;, Pedra Roxa","-41.735389","-20.396167","1168","1168",NA,NA,NA,NA,NA,NA,"-41.735389","-20.396167",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-07 11:19:03-03","UFMG","BHCB-SL","99368","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","Salino, A; Lombardi, JA; Mota, RC; Stehmann, JR","10057","2005","02","24","América","Brasil","Minas Gerais","Santa Maria do Salto","Distrito de Talismã, Fazenda Duas Barras. Floresta Ombrófila Densa Montana.","-40.057278","-16.404139","850","1000",NA,"Epífita a 2m de altura, na mata.",NA,NA,"2010","08","-40.057278","-16.404139",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-07 11:19:03-03","UFMG","BHCB-SL","89640","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","Amorim, AM; Fiaschi, P; Paixão, JL; Sant'Ana, SC de","3714","2003","06","18","América","Brasil","Bahia","Jussari","RPPN Serra do Teimoso, Rod. Jussuari - Palmira, entra ca. 7,5km de Jussari. Faz. Teimoso.","-39.538889","-16.575","641","641",NA,"Epífita sobre tronco caído no interior da mata.",NA,NA,"2010","08","-39.538889","-16.575",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-07 11:19:03-03","UFMG","BHCB-SL","151483","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","Souza, FS; Mota, TM; Bünger, MO","1566","2011","08","04","América","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Rio Pedegrulho. Floresta Ombrófila Densa Montana. DATUM WGS 84.","-41.755833","-20.351389","1078","1078",NA,"Epífita no rio",NA,NA,"2011","08","-41.755833","-20.351389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-12-19 16:20:56-03","UFMG","BHCB-SL","124325","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","Salino, A; Heringer, G; Megale, ME","13771","2008","09","11","América","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, base de Santa Marta. Floresta Ombrófila Densa Montana ao longo do rio Santa Marta","-41.732167","-20.495972","960","960",NA,"Epífita a margem de rio e borda de floresta","BHCB002353","BHCB002353","2008","09","-41.732167","-20.495972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-07 11:19:03-03","UFMG","BHCB-SL","122708","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino",NA,"Salino, A; Heringer, G; Dittrich, VAO","13550","2008","06","25","América","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande, Floresta Ombrófila Densa Montana",NA,"-20.499833","1130","1130",NA,"Epífita baixa na floresta",NA,NA,"2008","06",NA,"-20.499833",NA,NA,"25",NA,NA,NA,NA,NA,NA
"73","2021-01-12 15:24:34-03","UFMG","BHCB-SL","104791","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","Almeida, TE; Souza, DT; Stehmann, JR; Mota, NFO; Viana, PL; Pivari, MOD; Souza, FL","696","2007","02","10","América","Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares (C.V.R.D.), Estrada do Louro. Mussununga e brejo em Mata Ciliar.","-40.069139","-19.152722","30","60",NA,"Epífita em árvore caída no interior de mata",NA,NA,"2010","08","-40.069139","-19.152722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-07 11:19:03-03","UFMG","BHCB-SL","122762","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","Salino, A; Heringer, G; Dittrich, VAO","13604","2008","06","26","América","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande, Floresta Ombrófila Densa Montana e afloramentos rochosos","-41.088889","-20.516111","1350","1350",NA,"Rupícola no campo",NA,NA,"2010","08","-41.088889","-20.516111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-07 11:19:03-03","UFMG","BHCB-SL","87103","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","Salino, A; Lombardi, JA; Mota, RC; Almeida, TE; Viana, PL","9396","2004","03","29","América","Brasil","Minas Gerais","Almenara","Fazendo Limoeiro.","-40.839611","-16.07975","720","720",NA,"Epífita a 6m de altura.",NA,NA,"2010","08","-40.839611","-16.07975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-07 11:19:03-03","UFMG","BHCB-SL","108430","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","Kollmann, RL; Fontana, AP; Brahim, KA","9695","2007","04","25","América","Brasil","Espírito Santo","Atílio Vivacqua","Moitão.","-41.198299407959","-20.9141998291016",NA,NA,NA,"Erva rupícola no sol, soros marrons, farruginea face abaxial.",NA,NA,"2010","08",NA,NA,"17154","auto",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-07 11:19:03-03","UFMG","BHCB-SL","108432","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","Kollmann, RL; Kollmann, RL","8060","2005","07","14","América","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.184700012207","-20.6035995483398",NA,NA,NA,"Rupestre na sombra, soros marrons.",NA,NA,"2010","08",NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA
"78","2019-11-07 11:19:03-03","UFMG","BHCB-SL","180575","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","Salino, A; Moura, LC; Moura, IO","16165","2016","01","21","América","Brasil","Espírito Santo","Divino de São Lourenço","Trilha para Pedra Escorada, No entorno do Parque Nacional do Caparaó. Floresta Ombrófila Densa.","-41.6857986450195","-20.6200008392334","1010","1010",NA,"Epífita, á 1,70 mts de altura, á beira de trilha. Dried in alcohol 70%.",NA,NA,"2016","01",NA,NA,"16004","auto","21",NA,NA,NA,NA,NA,NA
"79","2019-11-07 11:19:03-03","UFMG","BHCB-SL","44365","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","Folli, DA","3030","1997","06","02","América","Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares, Estrada Municipal João Pedro. Mata de Tabuleiro.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Herbáceo. Epífita.",NA,NA,"2010","08",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"80","2019-11-07 11:19:03-03","UFMG","BHCB-SL","44353","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","Folli, DA","2864","1996","12","10","América","Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares, Flamengo, próximo ao areial.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Epífita.",NA,NA,"2010","08",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"81","2019-11-07 11:19:03-03","UFMG","BHCB-SL","108381","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","Kollmann, RL; Berger, MVS","6097","2003","04","15","América","Brasil","Espírito Santo","Santa Maria de Jetibá","Terreno de Reinaldo Berger, km 6,5 estrada de Garrafão. Trilha dos monos.","-40.7461013793945","-20.040599822998",NA,NA,NA,"Epífita, meia sombra.",NA,NA,"2010","08",NA,NA,"31867","auto",NA,NA,NA,NA,NA,NA,NA
"82","2019-11-07 11:19:03-03","UFMG","BHCB-SL","108377","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","Demuner, V; Bausen, E; Pizziolo, W; Fraga, CN; Kollmann, RL; Ramagna, RV","1185","2000","06","20","América","Brasil","Espírito Santo","Santa Teresa","Pedra Alegre (Torre de Telefone).","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Epífita a 9m de altura, esporângios marrons. Capoeirão sobre rocha.",NA,NA,"2010","08",NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"83","2010-08-16 16:42:38-03","GH","HU-HERB","GH 00021867","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Polypodium","monoides","Polypodium monoides","Weatherby",NA,"H. M. Curran","274","1915","11",NA,"South America","Brazil","Bahia",NA,"Forests of Rio Grongogy Basin, alt. 100-500 m",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"274",NA,NA,"Type",NA,"undetermined"
