"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber","sex"
"339","2021-04-07 11:42:55-03","UFMS","CGMS","25341","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","M. Alves","2015","05","14","G.A. Damasceno-Junior; M.L Bueno; M. Pereira; A. Monteiro; J.V. Silva; J.A. Medeiros; S.O. Bianchini","4979","2008","04","01","Brasil","Mato Grosso do Sul","Ponta Porã",NA,"-55.5741667","-22.6202778","-55,5741667","-22,6202778",NA,NA,"CGMS1054761",NA,"Fruto branco. Habitat: Floresta estacional semidecidual submontana Habito: erva ereta de 80cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2021-04-07 11:42:55-03","UFMS","CGMS","30839","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","M. Alves","2015","05","14","J. Arieira",NA,"2007","11","17","Brasil","Mato Grosso","Barão de Melgaço","Sesc Pantanal (RPPN).","-55.9674987792969","-16.1944007873535",NA,NA,NA,NA,"CGMS1060253",NA,"Fruto preto e branco. Habitat: Cambarazal. Habito: Erva.",NA,NA,NA,NA,NA,"145819","auto",NA,NA,NA,NA,NA,NA
"341","2019-11-27 13:47:51-03","UFS","ASE","36535","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Damasceno Junior, GA","1994","11","19","Silva, DM; Franceschinelli, EV; Santos, CGM; Geraldini, A; Castro, MMS","22621","1989","11","27","Brasil","São Paulo","Santos-Bertioga","Boracéia","-23.9608","-46.3336","-23.9608","-46.3336",NA,NA,"ASE0038314",NA,"Herbáceo, flores verdes com estigma branco. Flores, botões e frutos.; Restinga","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2019-11-27 13:47:51-03","UFS","ASE","24929","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Matos, GMA","2012","08","13","Matos, GMA; Santos, E","116","2012","03","30","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana, Solo arenoso.","-37.342167","-10.755333","-37.342167","-10.755333",NA,NA,"ASE0030025",NA,"Herbácea. Inflorescência verde.; Herbácea. Inflorescência verde.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2019-11-27 13:47:51-03","UFS","ASE","31924","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Menezes, IRN","2016","03","02","Almeida, ES","247","2014","04","11","Brasil","Sergipe","Laranjeiras",NA,"-37.169722","-10.806389","-37.169722","-10.806389",NA,NA,"ASE0002841","ASE0002841","Herbácea. Coordenadas UTM: E (0690209m) N (8800614m). Nº de conglomerado: 124, Nº de subunidade: 03, Nº da subparcela: 01, coleta: 01A(F9).","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2019-11-27 13:47:51-03","UFS","ASE","10395","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Alves, M","1999",NA,NA,"Lyra-Lemos, RP; Moreira, IS","1444","1987","09","24","Brasil","Alagoas","Quebrangulo","Parque Estadual da Pedra Talhada","-36.2816","-9.1908","-36.2816","-9.1908",NA,NA,"ASE0010182","ASE0010182","Erva, em floração, inflor. esverdeada, frutos ausentes.; Erva, em floração, inflor. esverdeada, frutos ausentes.; Mata Subcaducifólia. Mata Atlântica.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2019-11-27 13:47:51-03","UFS","ASE","6720","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Menezes, IRN","2010","03",NA,"Landim, M; V.M.Schettino; A.Vicente","973","1996","08","12","Brasil","Sergipe","Itaporanga d'Ajuda","Mata da Sizia, PA 8 de Março","-37.14","-11.12","-37.14","-11.12",NA,NA,"ASE0010149","ASE0010149","Erva com frutos maduros pretos. Borda da clareira, no interior da mata.; Erva com frutos maduros pretos. Borda da clareira, no interior da mata.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2019-11-27 13:47:51-03","UFS","ASE","8645","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","M. Alves","1999",NA,NA,"Lyra-Lemos, RP de; J.Santino","3857","1997","09","17","Brasil","Alagoas","Ibateguara","Colônia Leopoldina, Usina Serra Grande","-35.939444","-8.9725","-35.939444","-8.9725",NA,NA,"ASE0010150","ASE0010150","Erva. Em floração, inflorescências marrons, frutos ausentes.; Erva. Em floração, inflorescências marrons, frutos ausentes.; Mata Atlântica em serra","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2019-11-27 13:47:51-03","UFS","ASE","17124","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Bringel, JB","2009","08",NA,"Ramos, AE; Jesus, FPR; Reis, GC; Cota, G; Oliveira, M","1769","2009","08","07","Brasil","Distrito Federal","Recanto das Emas","Núcleo Rural Monjolo","-47.5546","-15.4647","-47.5546","-15.4647",NA,NA,"ASE0010183","ASE0010183","Erva. Com frutos marrons. Coordenadas em UTM - 168 680 / 8 236 241.; Erva. Com frutos marrons. Coordenadas em UTM - 168 680 / 8 236 241.; Mata de galeria.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2019-11-27 13:47:51-03","UFS","ASE","9100","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Araújo, AC","2005",NA,NA,"Goro Hashimoto","ASE9100",NA,NA,NA,"Brasil","Minas Gerais","Careaçu","Rancho do Sauá.","-41.4556","-22.0236","-41.4556","-22.0236",NA,NA,"ASE0018401",NA,". Planta do brejo.; . Planta do brejo.; Brejo","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2019-11-27 13:47:51-03","UFS","ASE","8648","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","M. Alves","1999",NA,NA,"Lyra-Lemos, RP de; I.S.Moreira","1444","1987","09","24","Brasil","Alagoas","Quebrangulo","Parque estadual da Pedra Talhada.","-36.2816","-9.1908","-36.2816","-9.1908",NA,NA,"ASE0010151",NA,"Erva. Em floração, inflorescências esverdeadas, frutos ausentes.; Erva. Em floração, inflorescências esverdeadas, frutos ausentes.; Mata subcaducifólia, mata Atlântica","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2019-11-27 13:47:51-03","UFS","ASE","9087","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.",NA,NA,NA,NA,"Carmo, MRB","433","2003","11","28","Brasil","Paraná","Tibagi","Parque estadual do Guartelá, margem direita do ria","-50.2449","-24.3034","-50.2449","-24.3034",NA,NA,"ASE0010152","ASE0010152","erva. 40. cm. .; erva. 40. cm. .; Margem de riacho","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2019-11-27 13:47:51-03","UFS","ASE","40218","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Demeda, E","2015","07","30","Valduga, E","515","2014","11","28","Brasil","Rio Grande do Sul","Osório","Proximo a Lagoa das Traíras","-50.1113","-29.5208","-50.1113","-29.5208","6","6","ASE0041735",NA,"Bordo de mata paludosa","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2019-11-27 13:47:51-03","UFS","ASE","15849","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Santos, LAS","2010","05","05","Santos, LAS; Nascimento - Júnior, JE; Carregosa, T","90","2010","02","08","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana","-37.1854","-10.4529","-37.1854","-10.4529",NA,NA,"ASE0010178","ASE0010178","Mata.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2019-11-27 13:47:51-03","UFS","ASE","19654","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Santos, LAS","2010","11","25","Santos, LAS; Monteiro, SHN; Rocha-Santos, DD; Farinacio, MA","426","2010","11","24","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana, Próximo ao poço das Moças","-37.1854","-10.4529","-37.1854","-10.4529",NA,NA,"ASE0010195","ASE0010195","Aquênios brancos.; Aquênios brancos.; Mata fechada, na margem de um riacho.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2019-11-27 13:47:51-03","UFS","ASE","14831","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Menezes, IRN","2010","02","22","Menezes, IRN; Melo, DS; Santos, LAS","62","2010","01","14","Brasil","Sergipe","Areia Branca","Serra de Itabaiana, Margem do riacho Água Fria.","-37.1854","-10.4529","-37.1854","-10.4529",NA,NA,"ASE0010172","ASE0010172","Herbácea, 70cm. Aquênios brancos, base persistente na espigueta feminina. Folhas largas (5cm).; Herbácea, 70cm. Aquênios brancos, base persistente na espigueta feminina. Folhas largas (5cm).; Borda de mata ciliar.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2019-11-27 13:47:51-03","UFS","ASE","14830","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Menezes, IRN","2010","02","22","Menezes, IRN; Melo, DS; Santos, LAS","61","2010","01","13","Brasil","Sergipe","Areia Branca","Serra de Itabaiana, Margem do Riacho Vermelho .","-37.2032","-10.4529","-37.2032","-10.4529",NA,NA,"ASE0010171","ASE0010171","Herbácea 0,80-1,70cm, rizomatosa. Aquênios Brancos. Folhas 40cm de comp., 5cm de larg.; Herbácea 0,80-1,70cm, rizomatosa. Aquênios Brancos. Folhas 40cm de comp., 5cm de larg.; Borda de mata ciliar.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2019-11-27 13:47:51-03","UFS","ASE","14832","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Menezes, IRN","2010","02","22","Menezes, IRN; Melo, DS; Santos, LAS","77","2010","01","13","Brasil","Sergipe","Areia Branca","Serra de Itabaiana, Margem do Riacho Vermelho.","-37.1854","-10.4529","-37.1854","-10.4529",NA,NA,"ASE0010173","ASE0010173","Herbácea, formando touceira. Folhas largas (7cm). Inflorescência paniculada terminal, com aquênios brancos. Solo úmido.; Herbácea, formando touceira. Folhas largas (7cm). Inflorescência paniculada terminal, com aquênios brancos. Solo","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2019-11-27 13:47:51-03","UFS","ASE","25820","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Melo, LMS","2013","02","20","Melo, LMS; Santana, TTS; Farias, MCV","60","2012","11","01","Brasil","Sergipe","Capela","Refúgio da Vida Silvestre Mata do Junco, Solo Argiloso.","-37.0309","-10.3012","-37.0309","-10.3012",NA,NA,"ASE0010204","ASE0010204","Herbácea, aproximadamente 40 cm. Inflorescêcias vináceas, pequenos frutinhos brancos.; Mata Atlântica.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2019-11-27 13:47:51-03","UFS","ASE","35971","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Santana, JP","2016","10",NA,"Santana, JP","620","2016","09","12","Brasil","Sergipe","Itaporanga d'Ajuda","Mata Rio Fundo","-37.1944","-11.0429","-37.1944","-11.0429",NA,NA,"ASE0039623",NA,"Herbácea, 1m, frutos imaturos brancos dentro da bráctea. Folhas simples. Coletada dentro do corrego d'agua no interior da mata.; Mata Atlântica.","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2019-11-27 13:47:51-03","UFS","ASE","40158","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Santana Júnior, JA","2017","09","21","Santana Júnior, JA; Santos, MN; Santos Júnior, JL; Barreto, J; Neto, A; Rezendo, IS","621","2017","09","12","Brasil","Sergipe","São Cristóvão","Matinha da UFS, Próximo à reitoria da UFS, na borda da Matinha da universidade","-37.61","-10.55371","-37.61","-10.55371",NA,NA,"ASE0041675",NA,"Herbácea, de 70 a 80 cm de altura, com rizomas curtos; caule ereto; folhas ao longo do caule, lanceoladas reduzidas a bainhas; inflorescências terminais e axilares, em glomérulos, com espiguetas sésseis; Mata Atlântica","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2021-03-01 16:19:44-03","UNICAMP","UEC","16623","S","Plantae","Cyperaceae","Scleria","arundinacea","Scleria arundinacea","Kunth","Shepherd, GJ","1978","12",NA,"Davis, PH; Gibbs, PE; Kinoshita, LS; Semir, J; Andrade, JB","2321","1976","07","27","Brazil","Minas Gerais","Buenópolis","Serra do Cabral","-44.1800003051758","-17.8733005523682",NA,NA,NA,NA,"UEC070599","UEC070599","Caule 3 ângulos, frutos baga preta.","Liliopsida",NA,NA,NA,NA,"42854","auto",NA,NA,NA,NA,NA,NA
"361","2019-08-20 10:00:11-03","UNICAMP","UEC","73062","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Moraes, MD",NA,NA,NA,"Leitão Filho, HF; et al.","32930","1995","02","07","Brazil","São Paulo","Pariquera-Açu","Estrada para Cananéia, Transição: restinga / mata de encosta.","-47.850833","-24.879444","-47.850833","-24.879444",NA,NA,"UEC098011","UEC098011","Herbácea.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2019-08-20 10:00:08-03","UNICAMP","UEC","106885","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.",NA,NA,NA,NA,"Leitão Filho, HF; Rodrigues, RR; Lisboa, MLG; Grecco, MDN; Cardoso-Leite, E; Goldenberg, R","34639","1996","02","03","Brazil","São Paulo","Ubatuba","Rodovia Taubaté-Ubatuba, Limite do Parque Estadual da Serra do Mar; acesso da cachoeira. Mata de Encosta, trilha da mata.","-46.194444","-23.389722","-46.194444","-23.389722",NA,NA,"UEC098006","UEC098006","Inflorescência rosa escuro.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2019-08-20 10:00:08-03","UNICAMP","UEC","115682","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Tamashiro, JY",NA,NA,NA,"Hanazaki, N; Peroni, N; Teixeira, B","132","1999","06","22","Brazil","São Paulo","Ilha Comprida","Pedrinhas. Restinga","-47.805556","-24.895","-47.805556","-24.895",NA,NA,"UEC098017","UEC098017","Erva.&nf;Nativa Planmta Invasora.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2019-08-20 10:00:08-03","UNICAMP","UEC","122053","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Vitta, FA","2001",NA,NA,"Souza, FM; Souza, VC; Sampaio, D; Rodrigues, RR; Tamashiro, JY; Duarte, AR; Bernhardt, R","137","2001","04","14","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Subosque de Pinus com ca. 40 anos de plantio.","-46.733333","-23.983333","-46.733333","-23.983333",NA,NA,"UEC098002","UEC098002","Erva, frutos maduros alvos, frutos passados castanhos.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2019-08-20 10:00:08-03","UNICAMP","UEC","128149","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Castellen, M","2002",NA,NA,"Bortoleto, S; Rodrigues, RR; Araújo, AO; Freire, RAP; Capretz, RL; Castellen, M","23","2002","04","20","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Núcleo S. M. Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana. Borda de floresta.","-47.968889","-24.0675","-47.968889","-24.0675",NA,NA,"UEC044249","UEC044249","Erva de 60 cm. Fruto roxo.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2019-08-20 10:00:08-03","UNICAMP","UEC","144178","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.",NA,NA,NA,NA,"Carboni, M; Sampaio, D; Breier, TB; Faraco, AG; Soares, PG; Fernandez, RR; Rodrigues","121","2005","03","24","Brazil","São Paulo","Barra do Turvo","Parque Estadual de Jacupiranga - Núcleo","-48.415556","-24.962778","-48.415556","-24.962778","700","700","UEC075895","UEC075895","Erva, espiguetas roxas.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2019-08-20 10:00:08-03","UNICAMP","UEC","146284","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Gil, ASB","2007","03","28","Souza, LC","358","1998","11","10","Brazil","São Paulo","Itapetininga","Estação Experimental, Sob plantio de Pinus.","-48","-23.566667","-48","-23.566667",NA,NA,"UEC098029","UEC098029","Frutos negros.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2021-03-01 16:19:44-03","UNICAMP","UEC","150972","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Rezende, JM","1996","10","15","Rezende, JM","539","1996","08","02","Brazil","Distrito Federal","Brasília","Samambaia, Parque Boca da Mata.","-48.05","-15.866667","-48.05","-15.866667","1150","1150","UEC075779","UEC075779","Erva cespitosa 1,5m de altura. Ocasional. Inflorescência esverdeada. Folhas cortantes.; Sub-bosque da mata de galeria perto da água. Solo escuro-acinzentado com serrapilheira.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2021-03-01 16:19:44-03","UNICAMP","UEC","176140","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Muniz, CFS",NA,NA,NA,"Elias, SI; Silva, MMR; Amador, DB; Freitas, FO; Rodrigues, RR; et al.","237","1997","12","16","Brazil","São Paulo","Bom Sucesso de Itararé","Fazenda Santa Maria do Espinho e Saco Grande.","-49.259722","-24.270556","-49.259722","-24.270556",NA,NA,"UEC051287","UEC051287","Erva de 30cm. Frutos pretos.; Campo.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2019-08-20 10:00:08-03","UNICAMP","UEC","27518","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Muniz, CFS","2000","07",NA,"Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","17846","1977","01","11","Brazil","Bahia",NA,"Parque Nacional de Monte Pascoal, On the N.W. side of the Monte Pascoal, at low altitude.&nf;Disturbed rain forest.","-39.416667","-16.883333","-39.416667","-16.883333",NA,NA,"UEC098015","UEC098015","This plant frequent in damp places along roadside.&nf;Sedge with tufted stems to ca. 1m. high, leaves dark green, tinged purple beneath.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2019-08-20 10:00:08-03","UNICAMP","UEC","16641","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Muniz, CFS","2000","07",NA,"Berg, CC; Bahia, RP; Henderson, AJ; Nelson, BW","BG547","1977","10","15","Brazil","Pará","Serra Norte","Serra dos Carajás, 5 km NE of AMZA Exploration Camp.&nf;Liana forest.","-50","-6","-50","-6",NA,NA,"UEC098016","UEC098016","In high, stems and sheaths red-brown; fruits black.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2021-02-12 10:02:13-03","UNICAMP","UEC","38783","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Muniz, CFS","2000","07",NA,"Heringer, EP; Mendonça, RC; Paula, JE; Salles, AJEH","145","1977","09","28","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Picada M-5. Início da Mata","-47.895278","-15.968333","-47.895278","-15.968333",NA,NA,"UEC098023","UEC098023","Possui 1,5 m. de altura. Frutros quando verdes de cor verde claro e quando maduros de cor arroxeado.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2019-09-23 10:16:15-03","UNICAMP","UEC","40396","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Koyama, T","1984",NA,NA,"Irwin, HS; Souza, R; Santos, RR; Grear Jr, JW","18295","1966","07","20","Brazil","Distrito Federal","Brasília","Planaltina, Gallery forest","-47.654889","-15.604222","-47.654889","-15.604222","1000","1000","UEC098032","UEC098032","Casepitose, the culms to ca. 60 cm. tall. Shade.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2021-02-12 10:02:13-03","UNICAMP","UEC","45836","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Muniz, CFS","2000","07",NA,"Pereira, BAS","1139","1984","08","23","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.895278","-15.968333","-47.895278","-15.968333",NA,NA,"UEC098003","UEC098003","Erva com folhas de bordos cortantes. Alt. 0,50 metros. Frutos maduros cor azul escuro, comidos por pássaros da mata. Mata ciliar úmida, junto da chácara nº1.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2019-08-20 10:00:11-03","UNICAMP","UEC","46024","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Muniz, CFS","2000","07",NA,"Gentry, A; Vieira, MC; Calos, A","59140","1987","09","07","Brazil","Minas Gerais","Monte Belo","Fazenda Queimada Grande, Mata Hydrophila 5 . Brejo.","-46.283333","-21.4","-46.283333","-21.4","760","760","UEC098018","UEC098018",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2019-08-20 10:00:11-03","UNICAMP","UEC","74201","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Muniz, CFS","1999","06",NA,"Basso, ME; Nakagomi, MY; Moncaio, E; Pomari, ML","MEB-18","1994","09","08","Brazil","São Paulo","Cananéia","Ilha Comprida, Estrada entre a balsa e a Praia da Ilha Comprida. Área de mata de restinga com transição para dunas.","-47.9125","-25.017778","-47.9125","-25.017778",NA,NA,"UEC098028","UEC098028","Erva, ca. 80cm. alt. Frutos maduros pretos, brácteas vináceas.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2019-08-20 10:00:11-03","UNICAMP","UEC","74202","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Muniz, CFS","1999","06",NA,"Basso, ME; Nakagomi, MY; Moncaio, E; Pomari, ML","MEB-14","1994","09","08","Brazil","São Paulo","Cananéia","Ilha Comprida, Estrada entre a balsa e a Praia da Ilha Comprida. Área de mata de restinga com transição para dunas.","-47.9125","-25.017778","-47.9125","-25.017778",NA,NA,"UEC098027","UEC098027","Frutos maduros pretos.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2019-08-20 10:00:11-03","UNICAMP","UEC","91990","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","198","1995","08","25","Brazil","São Paulo","Pariquera-Açu","Floresta Atlântica.","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"UEC098010","UEC098010","Planta Herbácea. Flores negras com 3 estiletes brancos.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2019-08-20 10:00:11-03","UNICAMP","UEC","91991","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","300","1995","08","24","Brazil","São Paulo","Pariquera-Açu","Floresta Atlântica.","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"UEC098009","UEC098009","Planta Herbácea. Flores.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2021-03-01 16:19:44-03","UNICAMP","UEC","94133","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Shepherd, GJ","2000","01",NA,"Amaral, MCE; Belinello, R; Gottermann, S; Calago, K; Falcão, JC; Faria, AD","95/66",NA,NA,NA,"Brazil","São Paulo","Itirapina","Córrego abaixo da lagoa do Limoeiro, brejo.","-47.75","-22.2","-47.75","-22.2",NA,NA,"UEC098001","UEC098001","Erva c/ ca. de 90cm a 1m de altura. Brácteas castanhas; frutos imaturos verde-claros a castanhos.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2019-08-20 10:00:08-03","UNICAMP","UEC","16619","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Muniz, CFS","2000","07",NA,"Ratter, JA; Ribeiro, JF; Fonseca, SG; Fonsêca Filho, J; Silva, JCS","3812","1976","10","21","Brazil","Distrito Federal","Brasília","Fazenda Água Limpa, (University of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC098013","UEC098013","Razes grass with shorts to 90 cm tall.&nf;Ripe fruits black.&nf;At the margin of gallery forest and damp campo.","Liliopsida",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"382","2021-03-01 16:19:44-03","UNICAMP","UEC","40457","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","Koyama, T","1984",NA,NA,"Irwin, HS; Souza, R; Reis dos Santos, R","8393","1965","09","17","Brazil","Distrito Federal","Brasília","Lagoa Paranoá, D.F.","-47.9296989440918","-15.7797002792358",NA,NA,"975","975","UEC070600",NA,"Caespitose, in clumps, partial shade. Disturberd gallery forest, east side of lagoa Paranoá, D.F.","Liliopsida",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"383","2019-08-20 10:00:08-03","UNICAMP","UEC","38782","S","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.",NA,NA,NA,NA,"Heringer, EP; Mendonça, RC; Paula, JE; Salles, AEH","169","1977","10","10","Brazil","Distrito Federal","Brasília","Reserva Ecológica do Roncador IBGE., Picada R1. Mata.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC098025","UEC098025","2 m de altura, fruto preto quando maduro.","Liliopsida",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
