"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","individualCount","fieldNumber","sex"
"105","2020-11-19 10:22:41-03","CPAP","CPAP","11227","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2048","1993","04","19",NA,"Brasil","MT","Baía do Iate - planície de inundação do rio Paraguai, Pantanal de Cáceres","-57.683333","-16.033333",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Baía de rio - entre raízes de Pistia no camalote. SUBSTRATO: solo areno-argiloso. RELEVO: plano.",NA,NA,"V. J. Pott","100","100","Cáceres","57°41' W","16°02' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-11-19 10:22:41-03","CPAP","CPAP","11257","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2078","1993","04","22",NA,"Brasil","MT","Estrada que passa pela baía de Chacoraré, sítio do Sr. Milton; Pantanal","-55.8","-16.216667",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Lagoa eutrofizada com Pistia e Ricciocarpus. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"V. J. Pott","100","100","Santo Antonio do Leverger","55°48' W","16°13' S",NA,NA,"1993","04",NA,NA,"22",NA,NA,NA
"107","2020-11-19 10:22:41-03","CPAP","CPAP","11258","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2079","1993","04","22",NA,"Brasil","MT","Mimoso, final da baía Chacoraré, próximo a escola rural Santo Claudino; Pantanal","-55.8","-16.266667",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Borda de baía em época de vazante, com Salvinia. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"V. J. Pott","100","100","Santo Antonio do Leverger","55°48' W","16°16' S",NA,NA,"1993","04",NA,NA,"22",NA,NA,NA
"108","2020-11-19 10:22:41-03","CPAP","CPAP","11261","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2082","1993","04","23",NA,"Brasil","MT","Baía Buritizal - sítio São Pedro, Pantanal","-55.933333","-16.233333",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Lagoa com camalote com Reussia rotundifolia, 20-30cm profundidade. SUBSTRATO: solo argiloso orgânico. RELEVO: plano.",NA,NA,"V. J. Pott","100","100","Barão de Melgaço","55°56' W","16°14' S",NA,NA,"1993","04",NA,NA,"23",NA,NA,NA
"109","2020-11-19 10:22:41-03","CPAP","CPAP","11269","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2090","1993","04","23",NA,"Brasil","MT","Baía Porto de Fora - sítio Porto de Fora, boteco do Seu Zequinha - Pantanal","-55.816667","-16.083333",NA,"Erva aquática flutuante livre. Só plântulas ainda com a semente. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Borda de lagoa, E.crassipes jovens quase no seco. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"V. J. Pott","100","100","Santo Antonio do Leverger","55°49' W","16°05' S",NA,NA,"1993","04",NA,NA,"23",NA,NA,NA
"110","2020-11-19 10:22:41-03","CPAP","CPAP","11296","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2117","1993","07","10",NA,"Brasil","MS","BR-262, km 718, próximo a entrada para a Estação Ferroviária Albuquerque","-57.616667","-19.316667",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Presença de Wolffia brasiliensis (dominante) e Chara guairensis. SUBSTRATO: solo calcário. RELEVO: plano deprimido.",NA,NA,"V. J. Pott","100","100","Corumbá","57°37' W","19°19' S",NA,NA,"1993","07",NA,NA,"10",NA,NA,NA
"111","2020-11-19 10:22:41-03","CPAP","CPAP","11470","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, A.","6450","1993","06","10",NA,"Brasil","MS","Fazenda Firme, Sub-região da Nhecolândia, Pantanal - estrada MS-225","-57.016667","-19.266667",NA,"Erva aquática flutuante livre. FLOR: branca. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Abundante. AMBIENTE: Pequeno lagoa rasa (0-50cm profundidade). Com Pistia stratiotes, Sesbania virgata, Ceratophyllum echinatum, Limnobium laevigatum as",NA,NA,"V. J. Pott","90","90","Corumbá","57°01' W","19°16' S",NA,NA,"1993","06",NA,NA,"10",NA,NA,NA
"112","2020-11-19 10:22:41-03","CPAP","CPAP","11754","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, A.","6561","1993","10","15",NA,"Brasil","MS","Corixão Anhumas, fazenda Santa Maria, 18 km W no aterro da MS-228; Pantanal - afluente do rio Negro","-55.283333","-19.133333",NA,"Erva aquática flutuante livre, cor verde claro. FLOR: . FRUTO: . INTERESSE: Alimento de peixes. FREQUÊNCIA: Abundante. AMBIENTE: Corixão (pequeno rio), prof. d'água 20-50cm na seca. Lemna em água corrente, presa a Eichhornia crassipes (pequena) e Salvini",NA,NA,"V. J. Pott","139","139","Rio Verde de Mato Grosso","55°17' W","19°08' S",NA,NA,"1993","10",NA,NA,"18",NA,NA,NA
"113","2020-11-19 10:22:41-03","CPAP","CPAP","11782","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, A.","6589","1993","10","16",NA,"Brasil","MS","Estrada da Bocaina do Rio Negro, a 2 km Norte da MS-228","-55.166667","-19.283333",NA,"Erva aquática flutuante livre, cor verde claro. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Tanque artificial, com Eichhornia azurea. com Azolla. SUBSTRATO: solo arenoso; mais argiloso na profundidade. RELEVO: pl",NA,NA,NA,"180","180","Rio Verde de Mato Grosso","55°10' W","19°17' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-11-19 10:22:41-03","CPAP","CPAP","12020","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2154","1993","10","01",NA,"Brasil","MS","Fazenda Campo Dora; Sub-região da Nhecolândia; Pantanal - Baía do Ninhal","-56.7","-18.933333",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Ocasional. AMBIENTE: Borda úmida de lagoa com Eichhornoa azurea e Salvinia rotundifolia. SUBSTRATO: solo arenoso com matéria orgânica. RELEVO: plano.",NA,NA,"V. J. Pott","90","90","Corumbá","56°42' W","18°56' S",NA,NA,"1993","10",NA,NA,NA,NA,NA,NA
"115","2020-11-19 10:22:41-03","CPAP","CPAP","12172","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Krapovickas, A.","46380","1994","11","25",NA,"Argentina",NA,"Ruta 81, Capitan J. Page",NA,NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Aguada em bosque chaquenho. SUBSTRATO: . RELEVO: .",NA,NA,"V. J. Pott",NA,NA,"Dep. Rivadavia",NA,NA,NA,NA,"1995","01",NA,NA,"31",NA,NA,NA
"116","2020-11-19 10:22:41-03","CPAP","CPAP","12841","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, A.","6867","1994","03","07",NA,"Brasil","MS","Fazenda Currales (atual Santa Lucia); Reserva Indígena Kadiwéu; Sub-região do Nabileque; Pantanal","-57.866667","-21.7",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Alimento de aves. FREQUÊNCIA: Manchas Ocasionais.. AMBIENTE: Depressão encharcadas/alagadas em campo secundario em chaco úmido. Com Hymenachne amplexicaulis, em água 5-20cm de profundidade. SUBST",NA,NA,"V. J. Pott","90","90","Porto Murtinho","57°52' W","21°42' S",NA,NA,"1994","03",NA,NA,"07",NA,NA,NA
"117","2020-11-19 10:22:41-03","CPAP","CPAP","12977","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2303","1994","06","10",NA,"Brasil","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - baía do Carandazal","-56.65","-18.983333",NA,"Erva aquática flutuante livre, submersa. FLOR: branco transparente. FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Frequente. AMBIENTE: Lagoa com Pistia stratiotes, e nível da água muito baixo. Ocorre junto com Wolffia columbiana e Wolffiella lingulata. S",NA,NA,"V. J. Pott","90","90","Corumbá","56°39' W","18°59' S",NA,NA,"1994","06",NA,NA,"10",NA,NA,NA
"118","2020-11-19 10:22:41-03","CPAP","CPAP","12978","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2304","1994","06","11",NA,"Brasil","MS","Fazenda Santa Filomena; Sub-região da Nhecolândia; Pantanal","-56.766667","-19.2",NA,"Erva aquática flutuante livre. FLOR: branco transparente. FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Muito frequente. AMBIENTE: Lagoa quase totalmente coberta pela planta. Nível de água da lagoa baixo. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"V. J. Pott","90","90","Corumbá","56°46' W","19°12' S",NA,NA,"1994","06",NA,NA,"00",NA,NA,NA
"119","2020-11-19 10:22:41-03","CPAP","CPAP","12980","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2306","1994","06","12",NA,"Bolívia","Santa Cruz","Baía de Cáceres, próximo ao Quartel; Pantanal","-57.8","-19.05",NA,"Erva aquática flutuante livre. FLOR: estéril. FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Muito frequente. AMBIENTE: Borda de lagoa com ondas, submersa em Lemna aequinoctialis. Presença de Wolffiella welwitschii.. SUBSTRATO: solo ariloso-calcário. RELE",NA,NA,"V. J. Pott","85","85","Porto Suarez","57°48' W","19°03' S",NA,NA,"1994","06",NA,NA,"12",NA,NA,NA
"120","2020-11-19 10:22:41-03","CPAP","CPAP","13040","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2366","1994","08","04",NA,"Brasil","MS","Estrada do Abobral; próximo a área de inundação do rio Negro; Pantanal","-57.016667","-19.233333",NA,"Erva aquática flutuante livre. FLOR: estéril. FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Caixa de empréstimo, com Salvinia, Wolffiella lingulata e Limnobiuns. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"V. J. Pott","90","90","Corumbá","57°01' W","19°14' S",NA,NA,"1994","08",NA,NA,NA,NA,NA,NA
"121","2020-11-19 10:22:41-03","CPAP","CPAP","13223","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2449","1994","11","17",NA,"Brasil","MS","Fazenda Recreio; Sub-região do Paiaguás; Pantanal (vindo do retiro Colorado)","-56.7","-17.65",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Barreiro (= lagoa pequena na mata) com acuri e figueira. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"V. J. Pott","100","100","Corumbá","56°42' W","17°39' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-11-19 10:22:41-03","CPAP","CPAP","13298","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2524","1995","02","25",NA,"Brasil","MS","Estrada Porto da Manga - curva do Leque (MS-228), corixo dos Cavalos, próximo curva do Leque; Pantanal","-57.1","-19.25",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Dominante. AMBIENTE: Planície de inundação fluvial. SUBSTRATO: solo arenoso. RELEVO: plano deprimido.",NA,NA,"V. J. Pott","85","85","Corumbá","57°06' W","19°15' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-11-19 10:22:41-03","CPAP","CPAP","13301","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2527","1995","02","25",NA,"Brasil","MS","Fazenda Leque (Embrapa); Sub-região da Nhecolândia; Pantanal - junto ao aterro da (MS-228), próximo Japora","-57","-19.25",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Muito frequente. AMBIENTE: Campo alagado com Sesbania virgata. SUBSTRATO: solo arenoso. RELEVO: plano deprimido.",NA,NA,"V. J. Pott","85","85","Corumbá","57°00' W","19°15' S",NA,NA,"1995","02",NA,NA,NA,NA,NA,NA
"124","2020-11-19 10:22:41-03","CPAP","CPAP","13304","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2530","1995","02","28",NA,"Brasil","MS","Lagoa do Jacadigo, via estrada do Tamarineiro, no aterro que corta a lagoa","-57.821111","-19.229167",NA,"Erva aquática flutuante livre. FLOR: branca. FRUTO: não visto. INTERESSE: Despoluidora. FREQUÊNCIA: Muito frequente. AMBIENTE: Borda de lagoa, lateral de aterro de estrada, com macrófitas. Presença de Wolffia columbiana. SUBSTRATO: solo argiloso. RELEVO:",NA,NA,"V. J. Pott","85","85","Corumbá","57°49'16'' W","19°13'45'' S",NA,NA,"1995","02",NA,NA,NA,NA,NA,NA
"125","2020-11-19 10:22:41-03","CPAP","CPAP","13314","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2540","1995","02","28",NA,"Brasil","MS","Estrada inacabada para Forte Coimbra; MS 454, próximo a fazenda Três Alziras; Jacadigo; Pantanal","-57.616667","-19.633333",NA,"Erva aquática flutuante livre. FLOR: branca. FRUTO: castanho claro. INTERESSE: Despoluidora. FREQUÊNCIA: Muito frequente. AMBIENTE: Planície de inundação fluvial, com Sesbania virgata. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"V. J. Pott","85","85","Corumbá","57°37' W","19°38' S",NA,NA,"1995","02",NA,NA,NA,NA,NA,NA
"126","2020-11-19 10:22:41-03","CPAP","CPAP","13339","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2565","1995","04","04",NA,"Brasil","MS","Fazenda Leque da Embrapa (Sede), Sub-região da Nhecolândia; Pantanal","-57.021667","-19.25",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Muito frequente. AMBIENTE: Campo alagado recentemente. Presença de raras Wolffiella welwitschii e W. lingulata. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"V. J. Pott","89","89","Corumbá","57°01'18'' W","19°14'60'' S",NA,NA,"1995","04",NA,NA,"04",NA,NA,NA
"127","2020-11-19 10:22:41-03","CPAP","CPAP","14049","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2755","1995","07","06",NA,"Venezuela",NA,"Estacion Biologica Hato El Frio",NA,NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Muito frequente. AMBIENTE: Savana inundável (bajio), próximo a sede, sombreado. SUBSTRATO: solo limoso. RELEVO: plano.",NA,NA,"V. J. Pott","70","70","San Fernando",NA,NA,NA,NA,"1995","07",NA,NA,NA,NA,NA,NA
"128","2020-11-19 10:22:41-03","CPAP","CPAP","14050","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2756","1995","07","06",NA,"Venezuela",NA,"Estacion Biologica Hato El Frio",NA,NA,NA,"Erva aquática flutuante livre. FLOR: estéril.. FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Sabana inundável, em caixa de empréstimo com outras macrófitas aquátocas. SUBSTRATO: solo limoso. RELEVO: plano.",NA,NA,"V. J. Pott","70","70","San Fernando",NA,NA,NA,NA,"1995","07",NA,NA,NA,NA,NA,NA
"129","2020-11-19 10:22:41-03","CPAP","CPAP","14057","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2763","1995","07","23",NA,"Brasil","RS","Área Indígena, próximo ao km 46 da RS-324, entre Vila Bananeira e Planalto","-53.466667","-27.5",NA,"Erva aquática flutuante livre. FLOR: estéril. FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Raro. AMBIENTE: Lagoa de brejo represada em área de mata. Junto com Ricciocarpus natans. SUBSTRATO: solo argiloso de basalto. RELEVO: plano.",NA,NA,"V. J. Pott",NA,NA,"Erval Seco","53°28' W","27°30' S",NA,NA,"1995","07",NA,NA,NA,NA,NA,NA
"130","2020-11-19 10:22:41-03","CPAP","CPAP","14237","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, A.","7201","1995","09","03",NA,"Brasil","MS","Colônia Santa Terezinha, Rio Brilhante","-54.7","-21.833333",NA,"Erva flutuante livre. FLOR: . FRUTO: . INTERESSE: Alimento de aves e peixes.. FREQUÊNCIA: . AMBIENTE: Rio, próximo ao barranco, em remansos ou enroscos. Junto com Eichhornia azurea, E.crassipes, Azolla sp., Ricciocarpus natans, Pistia stratiotes. SUBST",NA,NA,NA,"250","250","Rio Brilhante","54°42' W","21°50' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-11-19 10:22:41-03","CPAP","CPAP","14372","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, A.","7336","1995","09","17",NA,"Brasil","MT","Barranco do rio Jurigue, 10km E de Rondonópolis, no km 191 na BR-364","-54.571389","-16.546389",NA,"Erva flutuante livre. FLOR: . FRUTO: . INTERESSE: Alimento de aves.. FREQUÊNCIA: Ocasional. AMBIENTE: Água rasa (5cm) pouco corrente no leito maior do rio, meia sombra. SUBSTRATO: lodo orgânico. RELEVO: vale.",NA,NA,NA,"340","340","Rondonópolis","54°34'17'' W","16°32'47'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-11-19 10:22:41-03","CPAP","CPAP","14807","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2872","1995","10","17",NA,"Brasil","MS","MS-419, Transfragelli, de Aquidauana para Rio Verde","-55.141944","-19.220833",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Despoluidora.. FREQUÊNCIA: Frequente. AMBIENTE: Água represada em beira de estrada. SUBSTRATO: solo areno-argiloso. RELEVO: levemente inclinado.",NA,NA,"V. J. Pott","110","110","Rio Verde de Mato Grosso","55°08'31'' W","19°13'15'' S",NA,NA,"1995","10",NA,NA,NA,NA,NA,NA
"133","2020-11-19 10:22:41-03","CPAP","CPAP","14837","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","2902","1995","11","19",NA,"Brasil","MS","MS-170, fazenda Alegrete; próximo a sede; Sub-região de Aquidauana; Pantanal","-56","-19.816667",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Despoluidora.. FREQUÊNCIA: Muito frequente. AMBIENTE: Piuval, área alagável por chuva, próximo a porteira (piuval = savana de Tabebuia heptaphylla). SUBSTRATO: solo silte-arenoso. RELEVO: .",NA,NA,"V. J. Pott","106","106","Aquidauana","56°00' W","19°49' S",NA,NA,"1995","11",NA,NA,NA,NA,NA,NA
"134","2020-11-19 10:22:41-03","CPAP","CPAP","15333","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, A.","7717","1996","03","19",NA,"Brasil","MT","Fazenda Santo Antonio, estrada particular da BR-364, para a fazenda Cáceres Florestal; Pantanal BR-364, para a fazenda Cáceres Florestal; Pantanal","-57.718889","-15.944444",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Alimento de fauna. FREQUÊNCIA: Esparsa. AMBIENTE: Depressão alagada em campo natural. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"V. J. Pott","170","170","Cáceres","57°43'08'' W","15°56'40'' S",NA,NA,"1996","03",NA,NA,NA,NA,NA,NA
"135","2020-11-19 10:22:41-03","CPAP","CPAP","15611","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","3095","1996","03","27",NA,"Brasil","MS","14km da cidade rumo Norte, estrada Bocaiuval para Tereré","-57.75","-21.683333",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Despoluidora.. FREQUÊNCIA: Frequente. AMBIENTE: Brejo em beira de estrada. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"V. J. Pott","85","85","Porto Murtinho","57°45' W","21°41' S",NA,NA,"1996","03",NA,NA,"27",NA,NA,NA
"136","2020-11-19 10:22:41-03","CPAP","CPAP","15803","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, A.","7887","1996","10","13",NA,"Brasil","MS","Areeiro, fazenda Rancho Alto, 54Km Sul de Corumbá; sopé do Morro São Domingos","-57.611111","-19.283333",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Mancha ocasional. AMBIENTE: Tanque de decantação de lavagem de areia. SUBSTRATO: regossolo de granito, com blocos de calcário e Fe. RELEVO: plano.",NA,NA,"V. J. Pott","200","200","Corumbá","57°36'40'' W","19°17'00'' S",NA,NA,"1996","10",NA,NA,"14",NA,NA,NA
"137","2020-11-19 10:22:41-03","CPAP","CPAP","15910","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","3294","1998","04","04",NA,"Brasil","MS","Sede da Estância Caiman; Sub-região de Miranda; Pantanal","-56.305278","-19.954444",NA,"Erva aquática flutuante livre. Com Salvinia. FLOR: estéril. FRUTO: . INTERESSE: Despoluidora e alimento de fauna. FREQUÊNCIA: Dominante. AMBIENTE: Poças entrofizadas próximo curral. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"V. J. Pott","95","95","Miranda","56°18'19'' W","19°57'16'' S",NA,NA,"1998","04",NA,NA,NA,NA,NA,NA
"138","2020-11-19 10:22:41-03","CPAP","CPAP","16971","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","3338","1998","04","10",NA,"Brasil","MS","Estância Caiman; Sub-região de Miranda; Pantanal - próximo da sede","-56.3","-19.85",NA,"Erva aquática flutuante livre. FLOR: estéril. FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Frequente. AMBIENTE: Açude. SUBSTRATO: solo siltoso. RELEVO: plano.",NA,NA,"V. J. Pott","95","95","Aquidauana","56°18' W","19°51' S",NA,NA,"1998","04",NA,NA,NA,NA,NA,NA
"139","2020-11-19 10:22:41-03","CPAP","CPAP","17030","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","3397","1998","04","17",NA,"Brasil","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - baía 77 (lagoa) - invernada 16","-56.65","-18.983333",NA,"Erva aquática flutuante livre. Plântulas no início da enchente. FLOR: sem flor. FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Frequente. AMBIENTE: Lagoa, entre vegetação aquática flutuante. SUBSTRATO: solo arenoso. RELEVO: plano deprimido.",NA,NA,"V. J. Pott","90","90","Corumbá","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-11-19 10:22:41-03","CPAP","CPAP","17071","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","3438","1998","05","25",NA,"Brasil","MS","Fazenda Cedro, Sub-região de Paiaguás; Pantanal","-57.088056","-18.689722",NA,"Erva aquática flutuante livre. Fértil; espécies acompanhantes: Wolffia brasiliensis e W. columbiana. FLOR: creme. FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Dominante. AMBIENTE: Depressão com água em borda de pastagem cultivada de Brachiaria. SUBSTRAT",NA,NA,"V. J. Pott","90","90","Corumbá","57°05'17'' W","18°41'23'' S",NA,NA,"1998","05",NA,NA,NA,NA,NA,NA
"141","2020-11-19 10:22:41-03","CPAP","CPAP","17074","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V. J.","3441","1998","05","25",NA,"Brasil","MS","Fazenda Cedro, Sub-região de Paiaguás; Pantanal","-57.088056","-18.689722",NA,"Erva aquática flutuante livre. Fértil. FLOR: creme. FRUTO: castanho. INTERESSE: Despoluidora. FREQUÊNCIA: Dominante. AMBIENTE: Depressão em mata decídua. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"V. J. Pott","90","90","Corumbá","57°05'17'' W","18°41'23'' S",NA,NA,"1998","05",NA,NA,NA,NA,NA,NA
