"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount"
"47","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0046007","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","M. S. Ferrucci; A. Schinini & M. Dematteis","1999","12","14",NA,"Paraguay",NA,NA,"En colonias, flores blancas. Abundante. Rizomatosa.",NA,"Magnoliophyta","Sapindales",NA,"M. S. Ferrucci","1448","Amambay",NA,"Parque Nacional Cerro Cora.","-56.208209","-22.62554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:41:00-03","UNICAMP","UEC","157506","S","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Guerin, N; et al.","2007","02","14",NA,"Brazil",NA,NA,"Arbusto geoxílio, fruto semi maduro, verde amarelado. Ocorre em colônia.","UEC012619","Magnoliopsida",NA,"Radlk.","Pastore, JFB","106","São Paulo","Angatuba","Estação Ecológica.","-48.339444","-23.395556","UEC012619","640","640",NA,NA,NA,"2009","-48.339444","-23.395556",NA,NA,"11","17",NA,NA
"49","2021-03-01 16:41:00-03","UNICAMP","UEC","21464","S","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Setz, EZF","1979","09","21",NA,"Brazil",NA,NA,"0,5m de alt. em fruto","UEC074257","Magnoliopsida",NA,"Radlk.","Engel, VL","10517","Mato Grosso","Airpuanã","Reserva Nambiquara-aldeia Juina.",NA,NA,"UEC074257",NA,NA,NA,NA,NA,"1991",NA,NA,NA,NA,"04",NA,NA,NA
"50","2021-03-01 16:41:00-03","UNICAMP","UEC","43041","S","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Ratter, JA; Argent, GCG; Gibbs, PE; Shepherd, GJ; Rocha, DMS","1983","11","11",NA,"Brazil",NA,NA,"Low shrub (hemixyle) with shoots to 20cm forming a clump. Flowers cream.; In low cerrado.","UEC076838","Magnoliopsida",NA,"Radlk.","Ferrucci, MS","4843","São Paulo",NA,"Floresta de Angatuba, Instituto Florestal de SP.","-48.416667","-23.45","UEC076838",NA,NA,NA,NA,NA,"1997","-48.416667","-23.45",NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:41:00-03","UNICAMP","UEC","43052","S","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Ratter, JA; Leitão Filho, HF; Argent, GCG; Gibbs, PE; Macias, L; Semir, J","1983","11","16",NA,"Brazil",NA,NA,"Low, clumped subshrub. Flowery creamy white.; In fairly sparse cerrado.","UEC060494","Magnoliopsida",NA,"Radlk.","Ferrucci, MS","4880","São Paulo",NA,"Floresta de Angatuba, Instituto Florestal de SP.","-48.416667","-23.45","UEC060494",NA,NA,NA,NA,NA,"1997","-48.416667","-23.45",NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:41:00-03","UNICAMP","UEC","68334","S","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Kinoshita, LS; et al.","1994","10","19",NA,"Brazil",NA,NA,"Subarbusto + ou - 30cm de altura, flores brancas.","UEC076836","Magnoliopsida",NA,"Radlk.","Ferrucci, MS","32209","São Paulo","Itirapina","Cerrado do Valéria na estrada p/ represa do Lobo (2a porteira).","-47.8199996948242","-22.25","UEC076836",NA,NA,"22843","auto",NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:41:00-03","UNICAMP","UEC","14351","S","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Shepherd, GJ; Semir, J; Andrade, JB; Salgado, PR","1978","02","23",NA,"Brazil",NA,NA,"Arbusto de 40 cm, flores brancas.; Cerrado.","UEC054306","Magnoliopsida",NA,"Radlk.","Ferrucci, MS","7303","São Paulo","Itirapina","Entre São Carlos e Rio Claro.","-47.8199996948242","-22.25","UEC054306","900","900","22843","auto",NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:41:00-03","UNICAMP","UEC","50176","S","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Bernacci, LC","1988","10",NA,NA,"Brazil",NA,NA,"Arbusto ca. 0,3 m alt., botões florais brancos.","UEC076839","Magnoliopsida",NA,"Radlk.","Ferrucci, MS","20850","São Paulo","Itirapina","Estação Ecológica de Itirapina","-47.8199996948242","-22.25","UEC076839",NA,NA,"22843","auto",NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:41:00-03","UNICAMP","UEC","195999","S","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Flores, TB","2015","10","23",NA,"Brazil",NA,NA,"Arbusto ca. 50cm alt. Flores creme, botões creme.","UEC134191","Magnoliopsida",NA,"Radlk.",NA,"2014","São Paulo","Itirapina","Rodovia Ulisses Guimarães.","-47.8199996948242","-22.25","UEC134191",NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:41:00-03","UNICAMP","UEC","25443","S","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Semir, J; Cruz, ND; Felippe, GM","1980","10","01",NA,"Brazil",NA,NA,"Subarbusto de 30-40cm. Flores cremes.","UEC076834","Magnoliopsida",NA,"Radlk.","Ferrucci, MS","11551","São Paulo","São Carlos","Cerrado próximo a Represa do Broa.","-47.8899993896484","-22.0100002288818","UEC076834",NA,NA,"45913","auto",NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:41:01-03","UNICAMP","UEC","45082","S","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Hatschbach, G; Callejas, R","1983","12","16",NA,"Brazil",NA,NA,"Xilopodífera, flor alvescente.","UEC047591","Magnoliopsida",NA,"Radlk.","Ferrucci, MS","47313","Mato Grosso do Sul","Tacuru","5 km O","-55.0158004760742","-23.6324996948242","UEC047591",NA,NA,"36822","auto",NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-08-16 08:41:07-03","UTFPR","HCF","448","S","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","A.E. Bianek","2003","11","10",NA,"Brasil",NA,NA,"Arvoreta com 3m de altura, flores de coloração creme, terminais.",NA,NA,NA,"Radlk.","G. Hatschbach","112","PR","Campo Mourão","Cerrado","-52.3830986022949","-24.0456008911133",NA,NA,NA,"28572","auto",NA,"2004",NA,NA,NA,NA,"05","05",NA,NA
"59","2020-06-29 09:32:26-03","UFRRJ","RBR","37978","S","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","F. Barros","1993","02","02",NA,"Brasil",NA,NA,NA,"RBR00037978",NA,NA,"Radlk.","G.V. Somner","2522","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,NA,"22843","auto",NA,"1997",NA,NA,NA,NA,"10","08",NA,NA
"60","2020-12-21 16:44:43-03","MBM","MBM","39555","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM039555",NA,NA,"Radlk.","Kramer, K.U.","37393","Mato Grosso","Nova Andradina","Fazenda Douradinho",NA,NA,"MBM039555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:44:43-03","MBM","MBM","39560","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM039560",NA,NA,"Radlk.","Markgraf, F.","37742","Goiás","Anápolis","Anápolis, arredores","-48.9528007507324","-16.3267002105713","MBM039560",NA,NA,"31830","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:44:43-03","MBM","MBM","29786","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM029786",NA,NA,"Radlk.","Hatschbach, G.","32937","Paraná","Campo Mourão","Aeroporto","-52.3830986022949","-24.0456008911133","MBM029786",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:44:43-03","MBM","MBM","2878","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Hatschbach, G.; Haas, H.; Haas, H.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM002878",NA,NA,"Radlk.","Kramer, K.U.","15911","Paraná","Campo Mourão","Campo Mourão","-52.3830986022949","-24.0456008911133","MBM002878",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:44:43-03","MBM","MBM","175","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM000175",NA,NA,"Radlk.","Hatschbach, G.","13002","Paraná","Campo Mourão","Campo Mourão","-52.3830986022949","-24.0456008911133","MBM000175",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:44:43-03","MBM","MBM","106537","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Bernardi, L.",NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,"MBM106537",NA,NA,"Radlk.","Ferrucci, M.S.","19101",NA,NA,NA,NA,NA,"MBM106537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:44:43-03","MBM","MBM","140320","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Vanni, R.; et al.; et al.",NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,"MBM140320",NA,NA,"Radlk.",NA,"1308",NA,NA,NA,NA,NA,"MBM140320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:44:43-03","MBM","MBM","87620","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Hatschbach, G.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM087620",NA,NA,"Radlk.","Ferrucci, M.S.","47313","Mato Grosso do Sul","Tacuru","Tacuru, 5km O","-55.0158004760742","-23.6324996948242","MBM087620",NA,NA,"36822","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:44:43-03","MBM","MBM","146465","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Queiróz, L.P. de",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM146465",NA,NA,"Radlk.","Queiróz, L.P. de","2414","São Paulo","Itirapina","Represa do Lobo","-47.8199996948242","-22.25","MBM146465",NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:44:43-03","MBM","MBM","124959","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Hatschbach, G.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM124959",NA,NA,"Radlk.","Hatschbach, G.","52622","Mato Grosso do Sul","Maracaju","Rod. BR-267, 20km O de Maracaju","-55.1683006286621","-21.6144008636475","MBM124959",NA,NA,"77391","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:44:43-03","MBM","MBM","144706","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Bernardi, L.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM144706",NA,NA,"Radlk.","Ferrucci, M.S.","20850","São Paulo","Itirapina","Estação Ecológica","-47.8199996948242","-22.25","MBM144706",NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2015-09-04 20:00:09-03","MNHN","RECOLNAT_MNHN_P","P06692515","PreservedSpecimen",NA,"Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Prance, G.T.|Silva, N.T.","1964","8","10",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06692515' target='other'> <mi>dwc_moreinfo</mi></a>","P06692515",NA,NA,"Radlk.",NA,NA,NA,NA,"Northern Goiás. Road Estreita to Tocantinopólis.",NA,NA,"P06692515_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58646",NA
"72","2015-09-03 18:50:22-03","MNHN","RECOLNAT_MNHN_P","P00117071","PreservedSpecimen",NA,"Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Hassler, E.","1905","10",NA,NA,"Paraguay","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117071' target='other'> <mi>dwc_moreinfo</mi></a>","P00117071",NA,NA,"Radlk.","Acevedo-Rodriguez",NA,NA,NA,"Florula Caaguazuensis, in regione fluminis Yhu",NA,NA,"P00117071_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9503",NA
"73","2015-09-05 07:13:27-03","MNHN","RECOLNAT_MNHN_P","P04857353","PreservedSpecimen",NA,"Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Zardini, E.M.|Vargas, A.","1995","8","24",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04857353' target='other'> <mi>dwc_moreinfo</mi></a>","P04857353",NA,NA,"Radlk.",NA,NA,NA,NA,"San Pedro. Yaguareté forest. Around aserradero. North side.","-56.21139","-23.79611","P04857353_01","210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43645",NA
"74","2015-09-05 07:13:27-03","MNHN","RECOLNAT_MNHN_P","P04857354","PreservedSpecimen",NA,"Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Zardini, E.M.|Guerrero, L.","1997","5","28",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04857354' target='other'> <mi>dwc_moreinfo</mi></a>","P04857354",NA,NA,"Radlk.",NA,NA,NA,NA,"San Pedro. Yaguareté Forest: trail to Céspedes Cué.","-56.11306","-23.81028","P04857354_01","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46928",NA
"75","2015-09-05 07:13:27-03","MNHN","RECOLNAT_MNHN_P","P04857355","PreservedSpecimen",NA,"Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Zardini, E.M.|Guerrero, L.","1996","1","18",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04857355' target='other'> <mi>dwc_moreinfo</mi></a>","P04857355",NA,NA,"Radlk.",NA,NA,NA,NA,"San Pedro. Yaguareté Forest: around aserradero.","-56.21278","-23.79389","P04857355_01","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44293",NA
"76","2015-09-05 07:13:27-03","MNHN","RECOLNAT_MNHN_P","P04857356","PreservedSpecimen",NA,"Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Zardini, E.M.|Zavala, S.","1996","10","30",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04857356' target='other'> <mi>dwc_moreinfo</mi></a>","P04857356",NA,NA,"Radlk.",NA,NA,NA,NA,"San Pedro. Yaguareté Forest: around aserradero.","-56.21306","-23.79306","P04857356_01","210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45602",NA
"77","2015-09-04 20:00:09-03","MNHN","RECOLNAT_MNHN_P","P06692516","PreservedSpecimen",NA,"Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Loefgren",NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06692516' target='other'> <mi>dwc_moreinfo</mi></a>","P06692516",NA,NA,"Radlk.",NA,NA,NA,NA,NA,NA,NA,"P06692516_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1084",NA
"78","2015-09-04 20:00:09-03","MNHN","RECOLNAT_MNHN_P","P06692517","PreservedSpecimen",NA,"Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Irwin, H.S.|Soderstrom, T.R.","1964","10","30",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06692517' target='other'> <mi>dwc_moreinfo</mi></a>","P06692517",NA,NA,"Radlk.",NA,NA,"Goiás",NA,"Serra do Caiapó. Ca. 60 km S of Caiapônia on road to Jataí.",NA,NA,"P06692517_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7581",NA
"79","2015-09-04 20:00:09-03","MNHN","RECOLNAT_MNHN_P","P06692513","PreservedSpecimen",NA,"Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Hatschbach, G.","1965","10","14",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06692513' target='other'> <mi>dwc_moreinfo</mi></a>","P06692513",NA,NA,"Radlk.",NA,NA,"Paraná","Campo Mourão","Campo Mourão.","-52.3830986022949","-24.0456008911133","P06692513_01",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,"13002",NA
"80","2015-09-04 20:00:09-03","MNHN","RECOLNAT_MNHN_P","P06692518","PreservedSpecimen",NA,"Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Hatschbach, G.|Haas, H.","1967","1","25",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06692518' target='other'> <mi>dwc_moreinfo</mi></a>","P06692518",NA,NA,"Radlk.",NA,NA,"Paraná","Campo Mourão","Campo Mourão.","-52.3830986022949","-24.0456008911133","P06692518_01",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,"15911",NA
"81","2020-12-11 11:41:26-03","UFMG","BHCB","76631","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Souza, VC de","1995","11","10","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Radlk.",NA,"9344","São Paulo","São Carlos",NA,"-47.8899993896484","-22.0100002288818",NA,NA,NA,"45913","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-02-11 17:21:42-03","UFPR","UPCB","77291","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Souza, V.C. | Souza, J.P. | Sanches, I.D. | Mazine, F.F. | Isaac, M.S. | Zandoval, J.A.","1995","11","10",NA,"Brasil",NA,NA,"Subarbusto, até 40 cm alt.; sépalas verde-claras; pétalas alvas..",NA,NA,NA,"Radlk.","Ferrucci, M.S.","9344","São Paulo","São Carlos","Estrada entre Itipirana e a Represa do Lobo. Próximo ao pedágio municipal. Cerrado.","-47.8899993896484","-22.0100002288818",NA,NA,NA,"45913","auto",NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-02-11 17:21:42-03","UFPR","UPCB","17110","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Hatschbach, G.","1988","10","25",NA,"Brasil",NA,NA,"Xilopodífera, flor alva. Campo seco, limpo..",NA,NA,NA,"Radlk.","Hatschbach, G.","52622","Mato Grosso do Sul",NA,"BR 267, 20km O de Maracaju",NA,NA,NA,NA,NA,NA,NA,NA,"1988",NA,NA,NA,NA,"01","01",NA,NA
"84","2016-08-29 15:51:00-03","MO","MOBOT","1004753","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Elsa M. Zardini|A. Vargas","1995","8","24","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Radlk.","P. Acevedo-Rdgz.","Zardini 43593","San Pedro",NA,"Yaguareté forest (Sustainable Forest Systems Site). Around aserradero. North side. Cerrado scrub on red, sandy soil.","-56.2113889","-23.7961111",NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1028","2"
"85","2008-05-27 22:02:00-03","MO","MOBOT","1004827","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Elsa M. Zardini|A. Vargas","1995","8","24","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Radlk.","P. Acevedo (US)","Zardini 43645","San Pedro",NA,"Yaguareté forest (Sustainable Forest Systems Site). Around aserradero. North side. Cerrado scrub on red, sandy soil.","-56.21138","-23.79611",NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1028","4"
"86","2008-05-27 22:02:00-03","MO","MOBOT","1004854","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Elsa M. Zardini|A. Vargas","1995","8","24","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Radlk.","P. Acevedo (US)","Zardini 43668","San Pedro",NA,"Yaguareté forest (Sustainable Forest Systems Site). Around aserradero. South side. Cerrado scrub on red, sandy soil.","-56.21138","-23.79611",NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1029","4"
"87","2016-08-30 09:27:00-03","MO","MOBOT","100926637","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Nélida Soria","1995","6","8","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Radlk.","P. Acevedo-Rdgz.","Soria Rey 7016","Amambay",NA,"Parque Nacional Cerro Cora. Entrada a la parte histórica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"88","2016-08-30 08:42:00-03","MO","MOBOT","1073092","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Elsa M. Zardini|S. Zavala","1996","1","17","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Radlk.","P. Acevedo-Rdgz.","Zardini 44171","San Pedro",NA,"Yaguareté forest. (Sustainable Forest Systems Site). Cerrado scrub on red sandy soil (study site).","-56.0794445","-23.8055556",NA,"180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1041","2"
"89","2008-05-27 22:02:00-03","MO","MOBOT","1073245","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Elsa M. Zardini|S. Zavala","1996","1","17","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Radlk.","P. Acevedo (US)","Zardini 44254","San Pedro",NA,"Yaguareté forest. (Sustainable Forest Systems Site). Cerrado scrub on red sandy soil (study site).","-56.07944","-23.80555",NA,"180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1041","4"
"90","2008-05-27 22:02:00-03","MO","MOBOT","1073300","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Elsa M. Zardini|Leongino Guerrero","1996","1","18","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Radlk.","P. Acevedo (US)","Zardini 44275","San Pedro",NA,"Yaguareté Forest (Sustainable Forest Systems Site): around aserradero. Cerrado scrub on light red sandy soil.","-56.21138","-23.79611",NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1042","4"
"91","2008-05-27 22:02:00-03","MO","MOBOT","1073335","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Elsa M. Zardini|Leongino Guerrero","1996","1","18","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Radlk.","P. Acevedo (US)","Zardini 44293","San Pedro",NA,"Yaguareté Forest (Sustainable Forest Systems Site): around aserradero. Cerrado scrub on light red sandy soil.","-56.21138","-23.79611",NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1042","4"
"92","2008-05-27 22:02:00-03","MO","MOBOT","1073357","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Elsa M. Zardini|Leongino Guerrero","1996","1","18","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Radlk.","P. Acevedo (US)","Zardini 44300","San Pedro",NA,"Yaguareté Forest (Sustainable Forest Systems Site): around aserradero. Cerrado scrub on light red sandy soil.","-56.21138","-23.79611",NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1042","4"
"93","2008-05-27 22:02:00-03","MO","MOBOT","1093182","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Antony Jardim|Paul F. Foster|et al.","1996","7","16","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Radlk.","J. Caballero (USZ)","Jardim 3085","Santa Cruz","Velasco","Parque Nac. Noel Kempff Mercado; 25 km al norte del aserradero Moira yendo al Choré. Bosque de lianas del Proyecto Bejucal de USZ con Phenakospermum, Astrocaryum ulei, varios generos en Sapotaceae, Moraceae, Mimosoideae y Papilonoideae en especial. Poblaciones relictos de Couratari guianensis, Rinoreocarpus ulei y otros. Suelos oxisoles.","-61.14638","-14.38916",NA,"160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"94","2013-02-13 05:33:00-02","MO","MOBOT","1117210","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Luzmila Arroyo P.|Mario Saldias P.|T. Ruiz de Centurión|René Guillén V.","1993","11","15","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Radlk.","R. Guillén & A. Rodriguez (USZ)","Arroyo Padilla 298","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado, campamento Las Gamas, bosque de galeria, bosque húmedo de 15 hasta 25 m altura, emergentes de hasta 32 m; dominantes Erisma uncinatum y Aspidosperma marcgravianum, abundante Pseudolmedia. Parcela permanente de estudio.","-60.40305","-14.8075",NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2008-05-27 22:02:00-03","MO","MOBOT","1118144","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","H. Gonzáles|Timothy J. Killeen|Luzmila Arroyo P.|Bonifacio Mostacedo C.|L. Cabrera","1994","5","26","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Radlk.","R. Guillén & A. Rodriguez (USZ)","Gonzáles 32","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado; campamento Huanchaca I; bosque de galeria húmedo alto, siempre verde, con dosel de 20 m altura y emergentes de hasta 40 m. Parcela permanente de estudio.","-60.8125","-13.92611",NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2008-05-27 22:02:00-03","MO","MOBOT","1127560","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Elsa M. Zardini|W. Cardozo","1996","6","14","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Radlk.","P. Acevedo (US)","Zardini 45145","Amambay",NA,"Around Lorito Picada. Cerrado scrub on red sandy soil.","-56.01472","-22.68555",NA,"360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1066","4"
