"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","decimalLongitude","decimalLatitude","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"49","2008-05-27 22:02:00-03","MO","MOBOT","17002","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"H. van der Werff|Walter A. Palacios","van der Werff 9408","South America","Ecuador","Cordillera del Loro, 50 km N of Loja, just before descending towards Saraguro, along road to radar station. Montane forest and scrub.",NA,NA,NA,NA,"1987","5","8","Loja","3000.00000000","3200.00000000","P.M. Jørgensen (MO)",NA,"-79.3","-3.53333",NA,NA,NA,NA,NA,NA,NA,"87-31","5"
"50","2013-07-04 05:49:00-03","MO","MOBOT","1772705","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Thomas B. Croat|Lynn P. Hannon|Petra E. Schmidt","Croat 86421","South America","Ecuador","Along road between Gualaceo and Limón (Gen. Plaza Guttiérrez), 31.6 Km east of Gualaceo (from last bridge south of Gualaceo in city limits).",NA,NA,NA,NA,"2002","8","10","Morona-Santiago","3000.00000000",NA,"A.R. Smith (UC)",NA,"-78.645","-3.00916",NA,NA,NA,NA,NA,NA,NA,"1037","4"
"51","2010-07-12 21:19:00-03","MO","MOBOT","1825294","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Alba L. Arbeláez|et al.","Arbeláez Álvarez 71","South America","Colombia","Cerro de San Miguel",NA,NA,NA,NA,"1987","7","6","Antioquia","2460.00000000",NA,"W. D. Rodriguez","La Unión","-75.28333","5.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2017-11-18 05:19:00-02","MO","MOBOT","1851147","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Iván Jiménez","Jiménez Pérez 692","South America","Bolivia",NA,NA,NA,NA,NA,"2001","10","31","La Paz","2420.00000000",NA,"Jiménez I.","Franz Tamayo","-68.95","-14.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2014-04-04 05:51:00-03","MO","MOBOT","1912370","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rocío Rojas|Rosa Ortiz|Nállarett Dávila","van der Werff 17654","South America","Peru","Chacos. Cloud forest with much bamboo.",NA,NA,NA,NA,"2003","6","22","Pasco","2500.00000000",NA,"A. Smith (MO)","Oxapampa","-75.28333","-10.61666",NA,NA,NA,NA,NA,NA,NA,"321","1"
"54","2014-04-04 05:51:00-03","MO","MOBOT","1912372","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rocío Rojas|Rosa Ortiz|Nállarett Dávila","van der Werff 17656","South America","Peru","Chacos. Cloud forest with much bamboo.",NA,NA,NA,NA,"2003","6","22","Pasco","2500.00000000",NA,"Alan R. Smith (UC)","Oxapampa","-75.28333","-10.61666",NA,NA,NA,NA,NA,NA,NA,"321","2"
"55","2014-04-04 05:52:00-03","MO","MOBOT","1918256","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 18544","South America","Peru","Road to Chacos. Cloud forest, partly with low (4 m) forest near the top of the ridge.",NA,NA,NA,NA,"2003","7","17","Pasco","2400.00000000","2700.00000000","Alan R. Smith (UC)","Oxapampa","-75.1","-10.58333",NA,NA,NA,NA,NA,NA,NA,"343","4"
"56","2014-04-04 05:52:00-03","MO","MOBOT","1918360","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 18604","South America","Peru","San Alberto, undisturbed montane forest.",NA,NA,NA,NA,"2003","7","18","Pasco","2400.00000000",NA,"A. Smith (UC)","Oxapampa","-75.35","-10.53333",NA,NA,NA,NA,NA,NA,NA,"344","4"
"57","2014-04-04 05:52:00-03","MO","MOBOT","1918365","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 18608","South America","Peru","San Alberto, undisturbed montane forest.",NA,NA,NA,NA,"2003","7","18","Pasco","2400.00000000",NA,"A. Smith (MO)","Oxapampa","-75.35","-10.53333",NA,NA,NA,NA,NA,NA,NA,"344","1"
"58","2011-02-23 22:03:00-03","MO","MOBOT","1931820","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Jorge E. Ramos|J. Contreras|L. Ramos|A. Tigsu|R. Tigsu","Ramos 6535","South America","Ecuador","Cantón Sigchos, falda del Cerro Azul, lado sur del Cerro, ca. 1:30 horas de las parcelas.",NA,NA,NA,NA,"2003","7","25","Cotopaxi","3297.00000000",NA,"A.R. Smith (UC)",NA,"-78.84055","-0.59805",NA,NA,NA,NA,NA,NA,NA,NA,"3"
"59","2012-03-02 05:16:00-03","MO","MOBOT","2412496","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"H. van der Werff|Bruce Gray|Juan C. Ronquillo|Wilson Quizhpe","van der Werff 19612","South America","Ecuador","El Tiro, shrubby páramo along road Loja-Zamora, at highest point, ca. 10 km from Loja.",NA,NA,NA,NA,"2004","11","23","Loja","3000.00000000",NA,"A.R. Smith (UC)",NA,"-79.16666","-3.98333",NA,NA,NA,NA,NA,NA,NA,"379","10"
"60","2013-05-06 10:30:00-03","MO","MOBOT","25783","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"James C. Solomon","Solomon 17342","South America","Bolivia","4.7 km al NE (abajo) de Chuspipata. Bosque nuboso.",NA,NA,NA,NA,"1987","11","11","La Paz","2800.00000000",NA,NA,"Nor Yungas","-67.7833333","-16.2833333",NA,NA,NA,NA,NA,NA,NA,"87-96","4"
"61","2009-06-30 15:15:00-03","MO","MOBOT","2578730","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Thomas B. Croat|Lynn P. Hannon","Croat 93240A","South America","Ecuador","Along road between Chilligallo and Santa Domingo via San Juan and Chiriboga, 18.8 km W of Chilligallo, 12.8 km W of San Juan.",NA,NA,NA,NA,"2004","8","12","Pichincha","2198.00000000",NA,"A.R. Smith (UC)",NA,"-78.65722","-0.295",NA,NA,NA,NA,NA,NA,NA,"1741",NA
"62","2008-05-27 22:02:00-03","MO","MOBOT","2638","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Marko Lewis","Lewis 881742","South America","Bolivia","Along trail between Pelechuco and Pata, along the Río Pelechuco downstream from Pele- chuco at altitudes between 2500-2650 m.",NA,NA,NA,NA,"1988","11","18","La Paz",NA,NA,"A.R. Smith (UC)","Franz Tamayo","-69","-14.75",NA,NA,NA,NA,NA,NA,NA,"88-48","5"
"63","2011-03-22 21:15:00-03","MO","MOBOT","2687432","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Benjamin Øllgaard|Hugo Navarrete","Øllgaard 2785","South America","Ecuador","Road Gualaceo-Plan de Milagro, 3.8 km E of pass. Open upper montane forest with Chusquea.",NA,NA,NA,NA,"1997","11","26","Morona-Santiago","3200.00000000",NA,"Navarrete, H. (AAU)",NA,"-78.65","-3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2011-03-22 21:15:00-03","MO","MOBOT","2687505","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Benjamin Øllgaard|Hugo Navarrete","Øllgaard 2816","South America","Ecuador","Parque Nacional Podocarpus, at Guardianía Cajanuma, ca 6 km S of Loja. Tall montane forest.",NA,NA,NA,NA,"1998","3","7","Loja","2900.00000000","2980.00000000","Navarrete, H. (AAU)",NA,"-79.18333","-4.11666",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2009-10-28 17:01:00-02","MO","MOBOT","2744287","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"R. Bonino","Bonino 030","South America","Peru","Dist. San José de Lourdes. Localidad de Selva Andina. Bosque primario.",NA,NA,NA,NA,"2002","2",NA,"Cajamarca","1800.00000000",NA,"A.R. Smith (UC)","San Ignacio","-78.90416","-5.01166",NA,NA,NA,NA,NA,NA,NA,NA,"2"
"66","2012-04-20 05:09:00-03","MO","MOBOT","2749691","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Rocío Rojas","Rojas Gonzáles 3280","South America","Peru","Dist. Oxapampa. Abra de Villa Rica. Bosque sobre arenisca (Pajonal ).",NA,NA,NA,NA,"2004","9","1","Pasco","2400.00000000",NA,"A.R. Smith (UC)","Oxapampa","-75.31527","-10.67666",NA,NA,NA,NA,NA,NA,NA,NA,"5"
"67","2015-08-12 05:57:00-03","MO","MOBOT","27658","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Benjamin Øllgaard|H. Balslev","Øllgaard 9818","South America","Ecuador","Road San Miguel (Salcedo) - Puerto Nuevo (Napo) (under construction), 54 km from San Miguel. Partly deforested montane forest with large trees.",NA,NA,NA,NA,"1976","9","29","Napo","3200.00000000","3300.00000000","synonomy",NA,"-78.26666","-0.98333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","2767861","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"A.H.G. Alston","Alston 7221","South America","Colombia","La Mesita, Pamplona. On bank in shade",NA,NA,NA,NA,"1939","2","21","Norte de Santander","2825.00000000",NA,"A.R. Smith (UC)","Pamplona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2011-03-16 15:56:00-03","MO","MOBOT","2768688","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Jorge E. Ramos|J. Contreras|L. Ramos","Ramos 7469","South America","Ecuador","Reserva Ecológica Los Illinizas, finca del sr. Iván Hidalgo, detrás de Cerro Corazón, ca 1:30 horas de casa del sr. Segundo Veracucha, dentro del bosque; lugar Laureles del Pongo.",NA,NA,NA,NA,"2003","8","20","Pichincha","3340.00000000",NA,"A.R.Smith(UC)",NA,"-78.6825","-0.48833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2013-02-01 09:52:00-02","MO","MOBOT","27781","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"James C. Solomon","Solomon 9111","South America","Bolivia","30.5 km N (below) of dam at Lago Zongo. Trail up Río Jachcha Cruz. Moist forest with little disturbance.",NA,NA,NA,NA,"1982","12","16","La Paz","2200.00000000",NA,NA,"Murillo","-68.0833333","-16.1166667",NA,NA,NA,NA,NA,NA,NA,"83-4","3"
"71","2008-05-27 22:02:00-03","MO","MOBOT","28116","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Calvin R. Sperling|Robert Bleiweiss","Sperling 5165","South America","Ecuador",NA,NA,NA,NA,NA,"1980","6","21","Imbabura","3300.00000000",NA,"synonomy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2011-03-28 17:04:00-03","MO","MOBOT","28969","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Calaway H. Dodson|W. Clendenin|P. Clendenin","Dodson 10687","South America","Ecuador","Km 80 on Quevedo-Latacunga road.",NA,NA,NA,NA,"1981","5","9","Cotopaxi","3110.00000000",NA,"synonomy",NA,"-78.6","-0.9",NA,NA,NA,NA,NA,NA,NA,"87",NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","29059","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Brian M. Boom|James L. Luteyn","Boom 1467","South America","Ecuador",NA,NA,NA,NA,NA,"1982","5","20","Pichincha","2900.00000000","3300.00000000","synonomy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-05-27 04:37:00-03","MO","MOBOT","2963067","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Alfredo F. Fuentes|Moises Mendoza","Fuentes Claros 10476","South America","Bolivia","ANMI Apolobamba, Pelechuco, saliendo por el camino a Piara. Matorrales, barbechos y bosques secundarios del bosque yungas en ceja de monte inferior pluvial. Plantas sin alcoholizar.",NA,NA,NA,NA,"2006","4","21","La Paz","3400.00000000","3576.00000000","A. Smith, (UC)","Franz Tamayo","-69.0708334","-14.8188889",NA,NA,NA,NA,NA,NA,NA,"06-29","1"
"75","2013-02-14 05:40:00-02","MO","MOBOT","29733","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"L. Sodiro","Sodiro s.n.","South America","Ecuador",NA,NA,NA,NA,NA,"1904","12",NA,"Tungurahua",NA,NA,"synonomy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2012-03-02 05:16:00-03","MO","MOBOT","3173555","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"H. van der Werff|Bruce Gray|Wilson Quizhpe","van der Werff 21750","South America","Ecuador","Reserva Tapichalaca, near road between Yangana and Valladolid, south of Podocarpus National Park. Montane forest. Upper Río Chinchipe watershed.",NA,NA,NA,NA,"2006","10","29","Zamora-Chinchipe","2500.00000000",NA,"A.R. Smith (UC)","Palanda","-79.1319445","-4.4955555",NA,NA,NA,NA,NA,NA,NA,"431","8"
"77","2012-03-02 05:16:00-03","MO","MOBOT","3173876","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"H. van der Werff|Bruce Gray|Wilson Quizhpe","van der Werff 21843","South America","Ecuador","Reserva Tapichalaca, near road between Yangana and Valladolid, south of Podocarpus National Park. Trails in Tapichalaca Reserve, montane forest. Upper Río Chinchipe watershed.",NA,NA,NA,NA,"2006","10","30","Zamora-Chinchipe","2700.00000000",NA,"A.R. Smith (UC)","Palanda","-79.1319445","-4.4955555",NA,NA,NA,NA,NA,NA,NA,"432","5"
"78","2008-05-27 22:02:00-03","MO","MOBOT","3383592","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Robbin C. Moran","Moran 6863","South America","Ecuador","Estación Biológica La Guandera. Bosque andino.",NA,NA,NA,NA,"2004","2","18","Carchi","3310.00000000",NA,NA,NA,"-77.7","0.58333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","4054","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Alice Fay|Louis Fay","Fay 2643A","South America","Ecuador","Road between Quito and Baeza about 2 Km east of La Cumbre, the west side of Papallacta, above lake; hillside and quebrada. Alcohol used.",NA,NA,NA,NA,"1990","12","8","Napo","3800.00000000",NA,"synonomy","Quijos","-78.16666","-0.41666",NA,NA,NA,NA,NA,NA,NA,"95","4"
"80","2008-05-27 22:02:00-03","MO","MOBOT","8690","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Kenneth Young|Gene A. Sullivan","Young 552","South America","Peru","Km 452 on Lima-Tingo Maria road. Carpish. Huáuco. Disturbed hillside with some large trees and an abundant scandent bamboo.",NA,NA,NA,NA,"1981","6","2","Huánuco","2500.00000000",NA,NA,"Huánuco","-76.08333","-9.76666",NA,NA,NA,NA,NA,NA,NA,"81-54","1"
"81","2008-05-27 22:02:00-03","MO","MOBOT","8752","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Thomas B. Croat","Croat 72082","South America","Ecuador","Reserva Natural Río Guajalito; along student's trail above main station, 3.5 km NE of Quito-Chiriboga-Santo Domingo Road at km 59.",NA,NA,NA,NA,"1992","2","10","Pichincha","1850.00000000","1950.00000000","Robbin C. Moran (MO)",NA,"-78.80305","-0.23138",NA,NA,NA,NA,NA,NA,NA,"106","2"
"82","2008-05-27 22:02:00-03","MO","MOBOT","944674","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Alice Fay|Louis Fay","Fay 3767","South America","Ecuador","Two km northwest of Mera, at Campamento Vacacional Evangelico Mangayacu.",NA,NA,NA,NA,"1992","7","25","Pastaza","1250.00000000",NA,"Alan R. Smith (UC)","Mera","-78.13333","-1.43333",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"83","2008-11-05 03:33:00-02","MO","MOBOT","959090","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Thomas B. Croat","Croat 78217","South America","Peru","Road between Paucartambo and Shintuyo (to Puerto Maldanado); 12-13 km N of park entrance to Manú National Park.",NA,NA,NA,NA,"1995","10","5","Cusco","2900.00000000",NA,"A. Smith (UC)","Paucartambo","-71.28333","-14.5",NA,NA,NA,NA,NA,NA,NA,"657","3"
"84","2018-03-23 08:30:00-03","MO","MOBOT","9817","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"H. van der Werff|Edgar Gudiño","van der Werff 10669","South America","Ecuador","Along road Tulcan-Maldonado, W of Tufiño.",NA,NA,NA,NA,"1989","7","28","Carchi","3000.00000000","4000.00000000","P.M. Jørgensen (MO)",NA,"-77.8675","0.7977777",NA,NA,NA,NA,NA,NA,NA,"22","7"
"85","2013-08-23 04:12:00-03","MO","MOBOT","998594","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Jaime L. Jaramillo","Jaramillo Asanza 8254","South America","Ecuador","Reserva Florística-Ecológica Río Guajalito, km 59 de la carretera antigua Quito-Sto. Domingo de los Colorados, a 3.5 km al NE de la carretera, estribaciones occidentales del Volcán Pichincha. Colecciones en bosque nublado de vegetación primario y alrededores",NA,NA,NA,NA,"1985","12","8","Pichincha","1800.00000000","2200.00000000","P.M. Jørgensen (MO)",NA,"-78.80277","-0.23138",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2013-05-07 06:03:00-03","MO","MOBOT","2066517","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"Rosángela Núñez C.","Núñez Cabrera 524","South America","Bolivia","Bosque Yungueno Hiperhumedo de Ceja de Monte con Weinmannia microphylla, Brachyotum sp, Cletra sp, Dicksonia sellowiana, Alsophila incana, Pteridophytas y Musgos. Bosque de ladera. Intervenido por gando vacuno.",NA,NA,NA,NA,"2004","3","23","Santa Cruz","2552.00000000",NA,"A.R. Smith (UC)","Manuel Maria Caballero","-64.69472","-17.84277",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2014-04-04 05:50:00-03","MO","MOBOT","1241618","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"H. van der Werff|Bruce Gray|Rodolfo Vásquez|Rocío Rojas","van der Werff 15639","South America","Peru","Along road Rioja-Pedro Ruiz, ceja de la montaña. El Mirador.",NA,NA,NA,NA,"1998","3","25","San Martín","1850.00000000",NA,"A. Smith (UC)","Rioja","-77.77361","-5.67472",NA,NA,NA,NA,NA,NA,NA,"238","1"
"88","2019-06-11 14:08:22-03","F","FMNH-PTERIDOPHYTES","C0676092F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A. R. Sm.",NA,"L. Arroyo","64","South America","Bolivia",NA,NA,NA,"C0676092F","C0676092F_01","1991","8","15","Santa Cruz",NA,NA,"RRC ID Flag",NA,"-61.5","-17.5","Pteridopsida",NA,NA,NA,NA,NA,NA,"64",NA
"89","2020-09-12 05:00:02-03","US","US","532137","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Polypodium","gratum","Polypodium gratum","Fée","Type collection","A. F. M. Glaziou","3336","South America - Neotropics","Brazil",NA,NA,NA,"US00065970","US00065970_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,"1"
"90","2020-09-12 05:00:02-03","US","US","249744","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Polypodium","semihirsutum","Polypodium semihirsutum","Klotzsch","Type collection","H. Ruiz López","4551","South America - Neotropics","Peru","Rio Huallaga, margen Derecha del; Balsa Probana; dtto. Tocache Nuevo",NA,NA,"US00065997",NA,NA,NA,NA,"San Martín",NA,NA,NA,"Mariscal Cáceres",NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,"1"
"91","2020-09-12 05:00:02-03","US","US","3370418","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"B. G. Stergios & L. Zambrano","17698","South America - Neotropics","Venezuela","Parque Nacional Guaramacal, Fila de Agua Fria",NA,"PORT, UC, US","US00603249","US00603249_01","1996","1",NA,"Trujillo","2700","2800","Smith, A. R., (UC)",NA,"-70.1442","9.2783","Pteridophyte",NA,NA,NA,NA,NA,NA,NA,"1"
"92","2020-09-12 05:00:02-03","US","US","3370413","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"B. G. Stergios & L. Zambrano","17738","South America - Neotropics","Venezuela","Parque Nacional Guaramacal, Fila de Agua Fria",NA,"PORT, UC, US","US00603247","US00603247_01","1996","1",NA,"Trujillo","2700","2800","Smith, A. R., (UC)",NA,"-70.1442","9.2783","Pteridophyte",NA,NA,NA,NA,NA,NA,NA,"1"
"93","2020-09-12 05:00:02-03","US","US","347954","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","semihirsuta","Terpsichore semihirsuta","(Klotzsch) A.R. Sm.",NA,"H. van der Werff, B. Gray, J. Ronquillo & W. Quizhpe","19612","South America - Neotropics","Ecuador","El Tiro, shrubby páramo along road Loja-Zamora, at highest point, ca. 10 km from Loja",NA,NA,"US01607542",NA,"2004","11","23","Loja","3000",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,NA,"1"
