"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","previousCatalogNumber","individualCount","relationshipType","relatedCatalogItem","class","typeStatus","infraspecificEpithet","sex"
"45","2021-04-07 11:42:27-03","UFMS","CGMS","28383","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","R.H. Silva","87","2007","07","30",NA,"Brasil","Mato Grosso do Sul","Campo inundável próximo da margem do rio Bracinho.","-57.6077778","-18.9677778",NA,NA,"CGMS1057832",NA,"R.H. Silva","Corumbá","-57,6077778","-18,9677778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-04-07 11:42:27-03","UFMS","CGMS","34037","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","M. Rocha; C.C.S. Júnior; D.A.F.Ferreira","154","2011","04","19",NA,"Brasil","Mato Grosso do Sul","Próximo a BR-262.","-56.9538889","-19.7766667",NA,"Flor rosa. Profundidade da água no local com aproximadamente 74 cm. Habitat: Pirizal (Comunidade com dominância de Cyperus giganteus), área inundável. Solo argiloso com alto teor de matéria orgânica. Habito: Trepadeira.","CGMS1063436",NA,"M. Rocha","Miranda","-56,9538889","-19,7766667","2011","04","19",NA,NA,"95","95",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-04-07 11:42:27-03","UFMS","CGMS","28358","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","R.H. Silva","62","2008","06","25",NA,"Brasil","Mato Grosso do Sul","Campo inundável próximo à margem do Rio Paraguai.","-57.6233334","-18.9727778",NA,"Folhas mais nas pontas dos ramos. Habito: Arbusto.","CGMS1057807",NA,"V.J. Pott","Corumbá","-57,6233334","-18,9727778","2016","03","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-04-07 11:42:27-03","UFMS","CGMS","59931","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","A. Pott; V.J. Pott","16034","2011","02","11",NA,"Brasil","Mato Grosso do Sul","Rio Sucuriú.","-52.1852777","-20.0469444",NA,"Flor arroxeada. Fruto ausente. Habitat: Floresta ripária. Solo arenoso. Relevo plano. Habito: Erva volúvel. Esparsa.","CGMS1089833",NA,NA,"Inocência","-52,1852777","-20,0469444",NA,NA,NA,NA,NA,"304","304",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-04-07 11:42:27-03","UFMS","CGMS","41619","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","V.J. Pott; A. Pott; A.L.B. Sartori; C. Cunha; E.A. Silveira; H. Amorim","4346","2001","03","23",NA,"Brasil","Mato Grosso","Rio Caracará.","-57.3433333","-17.7202778",NA,"Flor rosa. RCVA-1. Tubo da corola vinho. Habitat: Margem de rio entre macrófitas juntamente com Salvinia auriculata. Solo argiloso. Relevo plano. Habito: Trepadeira. Rara.","CGMS1071607",NA,"V.J. Pott","Poconé","-57,3433333","-17,7202778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-04-07 11:42:27-03","UFMS","CGMS","59895","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","A. Pott; V.J. Pott","16021","2011","02","11",NA,"Brasil","Mato Grosso do Sul","Córrego São Pedro, Fazenda Buriti.","-52.1305556","-20.0191667",NA,"Flor arroxeada. Fruto ausente. Flor odorosa. Habitat: Vegetação arbustivo-arbórea ripária alagável. Solo arenoso. Relevo plano. Habito: Volúvel. Esparsa.","CGMS1089799",NA,NA,"Inocência","-52,1305556","-20,0191667",NA,NA,NA,NA,NA,"320","320",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-04-07 11:42:27-03","UFMS","CGMS","39235","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","M.F. Barros; T.G. Freitas; C.S. Souza","3","2013","07","08",NA,"Brasil","Mato Grosso do Sul","Forte coimbra.","-57.9833333","-19.9461111",NA,"Flor roxa. Habitat: Pantanal. Rio Paraguai. Baceiro. Relevo plano. Habito: Erva emergente.","CGMS1068617",NA,"A. Pott; V.J. Pott","Porto Murtinho","-57,9833333","-19,9461111","2013","07","08",NA,NA,"87","87",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-04-07 11:42:27-03","UFMS","CGMS","34056","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","M. Rocha; C.C.S. Júnior; I.M.Neves","173","2011","05","06",NA,"Brasil","Mato Grosso do Sul","Próximo a BR-262.","-57.4216667","-19.4611111",NA,"Flor rosa. Profundidade da água no local com aproximadamente 1,63 m. Habitat: Campo inundável, com presença de murundus; próximo à estrada e criação de animais. Solo argiloso. Habito: Trepadeira.","CGMS1063455",NA,"M. Rocha","Corumbá","-57,4216667","-19,4611111","2011","05","06",NA,NA,"83","83",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-04-07 11:42:27-03","UFMS","CGMS","54017","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","A.L.S. Fachardo; P.I. Martins; G.M. Shiroma; V.J. Pott","11","2015","06","11",NA,"Brasil","Mato Grosso do Sul","Parque Estadual das Varzéas do Rio Ivinhema Rio Ivinhema.","-53.6508333","-22.9186111",NA,"Flor lilás. Habitat: Margem de rio, com banco de macrófitas, 30 - 50 cm de profundidade. Habito: Trepadeira.","CGMS1083984",NA,"P.I.Martins; V.J. Pott","Jateí","-53,6508333","-22,9186111","2015","12","03",NA,NA,"235","235",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-04-07 11:42:27-03","UFMS","CGMS","39797","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","J.A. Rotta; D.B. Borges; D.T. Azevedo; S.N. Moraes","24","2013","07","09",NA,"Brasil","Mato Grosso do Sul","Baía Negra; Rio Paraguai.","-58.05","-20.0963889",NA,"Flor rosa. Receptáculo com tricomas. Habitat: Pantanal; baceiro de Panicum sp. Com muitas Salvinia sp. em um corixo do Rio Paraguai. Habito: Erva emergente.","CGMS1069177",NA,"V.J. Pott","Corumbá","-58,05","-20,0963889","2013","07","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-04-07 11:42:27-03","UFMS","CGMS","73926","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","V.J. Pott; A. Pott","2032","1993","02","13",NA,"Brasil","Mato Grosso do Sul","Estrada Inacabada Para Forte Coimbra, Ms-454, 9,3Kmda Br-262, Pantanal.","-57.55","-19.5166667",NA,"Flor rosa. CPAP - 10761. Habitat: Borda Umida De Aterro; Ruderal. Solo argiloso. Relevo inclinado. Habito: Trepadeira. Ocasional.","CGMS1106791",NA,"A. Krapovickas","Corumbá","-57,55","-19,5166667",NA,NA,NA,NA,NA,"90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-04-07 11:42:27-03","UFMS","CGMS","28378","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","R.H. Silva","82","2009","09","22",NA,"Brasil","Mato Grosso do Sul","Campo inundável próximo da margem do rio Bracinho.","-57.6077778","-18.9677778",NA,"Cálice piloso Folha discolor","CGMS1057827",NA,"R.H. Silva","Corumbá","-57,6077778","-18,9677778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-04-07 11:42:27-03","UFMS","CGMS","73925","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","V.J. Pott; S.M. Salis, M.P. da Silva & M.R. Araujo","457","1988","02","24",NA,"Brasil","Mato Grosso do Sul","Fazenda Acurizal, Nabileque, Pantanal.","-57.1833333","-19.8",NA,"Flor branca. Estrada Do Carandazal (MS-325). Interior Do Tubo Da Corola De Cor Roxa. CPAP - 4547. Habitat: Aquático. Solo argiloso. Relevo plano. Habito: Trepadeira com Latex. Ocasional.","CGMS1106790",NA,NA,"Corumbá","-57,1833333","-19,8",NA,NA,NA,NA,NA,"90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-04-07 11:42:27-03","UFMS","CGMS","44258","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","W.S. Fava; V. Pontara; A.K.D. Salomão; E.P. Seleme","44","2008","11","24",NA,"Brasil","Mato Grosso do Sul","Fazenda São Bento.","-57.0383333","-19.5519444",NA,"Flor roxa. Fruto ausente.","CGMS1074223",NA,"G. Staples","Corumbá","-57,0383333","-19,5519444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-04-07 11:42:27-03","UFMS","CGMS","73742","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","M.O. Cordova; Arruda, R.S.; Keffer, J.F.","195","2016","03","25",NA,"Brasil","Mato Grosso","Rio Teles Pires, a 6 km SD da sede Marina.","11.6852777","-55.7127778",NA,"Flor roxa com guia de nectar mais intensa, sobre bambuzinho. Frutos verdes imaturos. Látex escaso. Frequente. Doação do CNMT. Habitat: Margem de rio, dominado por trepadeiras. Habito: Trepadeira voluvel.","CGMS1106549",NA,"Cordova, M.O.","Sinop","11,6852777","-55,7127778","2016","03","27",NA,NA,"309","309",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-04-07 11:42:27-03","UFMS","CGMS","50783","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","M.O.D. Pivari; A. Pott; V.J. Pott","342","2005","03","25",NA,"Brasil","Mato Grosso do Sul","Passo do Lontra.","-56.9663889","-19.6208334",NA,"Flor rosa. Presente na margem do rio. Heliófita. Cálice verde. Habitat: Braço do rio Vermelho. Solo areno-argiloso. Relevo plano. Ocasional. Habito: Liana.","CGMS1080765",NA,"A. Pott","Corumbá","-56,9663889","-19,6208334",NA,NA,NA,NA,NA,"97","97",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-04-07 11:42:27-03","UFMS","CGMS","36087","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","B.E.M. Pinto; J. R. Silva; W. Vincentin; L. S. Cunha","279","2009","06","02",NA,"Brasil","Mato Grosso do Sul","Baía Vermelha.","-57.3666667","-18.3883333",NA,"Flor lilás. Habitat: Polygoneto. Habito: Erva anfíbia.","CGMS1065494",NA,"V.J.Pott","Corumbá","-57,3666667","-18,3883333","2009","06","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-04-07 11:42:27-03","UFMS","CGMS","10520","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","D.M. Alves","17","2000",NA,NA,NA,"Brasil","Mato Grosso do Sul",NA,"-57.6533012390137","-19.0091991424561",NA,"Flor roxa pequena.","CGMS1039814",NA,"G. Staples","Corumbá",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-04-07 11:42:27-03","UFMS","CGMS","20342","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","D.M. Alves","57","2000",NA,NA,NA,"Brasil","Mato Grosso do Sul",NA,"-57.6533012390137","-19.0091991424561",NA,"Flor roxinha.","CGMS1049742",NA,"G. Staples","Corumbá",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-04-07 11:42:27-03","UFMS","CGMS","41622","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","V.J. Pott; A. Pott; C.N. da Cunha; E.C. de Arruda; L. Rebellato","6096","2003","03","28",NA,"Brasil","Mato Grosso do Sul","Baía Boca 3 Figueiras, próximo a Baía (lagoa) Gaíva Pantanal do Rio Paraguai.","-57.6533012390137","-19.0091991424561",NA,"Flor rosa forte. Duplicata MBM. Habitat: Lagoa com Carandás (Copernicia alba) ao longo da borda. Solo argiloso. Relevo plano. Habito: Trepadeira. Muito Frequente.","CGMS1071610",NA,"V.J. Pott","Corumbá",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-04-07 11:42:27-03","UFMS","CGMS","41618","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","A. Pott; V.J. Pott","8962","2001","04",NA,NA,"Brasil","Mato Grosso do Sul","Base de pesquisa da UFMS, Passo do Lontra, ao longo da estrada, 100m da sede (lado norte da entrada), Pantanal.","-57.6533012390137","-19.0091991424561",NA,"Flor vinho. Estigma branco. Habitat: Vegetação secundária de mata ciliar. Solo argiloso. Relevo plano. Habito: Trepadeira. Frequente.","CGMS1071606",NA,NA,"Corumbá",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-04-07 11:42:27-03","UFMS","CGMS","52410","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","G.A. Damasceno-Junior; P.R. Souza; D.C. Costa; E.C. Bertazzoni; R.J.B. Gomes; K.R. Laitart","4790","2007","03","26",NA,"Brasil","Mato Grosso do Sul","Estrada Parque.","-57.6533012390137","-19.0091991424561",NA,"Flor lilás. Coordenadas originais: 19°15#?# S 57°79#?#00,00' W Habitat: Campo inundado. Habito: Trepadeira.","CGMS1082383",NA,"G. Staples","Corumbá",NA,NA,NA,NA,NA,"295160","auto","85","85",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-04-07 11:42:27-03","UFMS","CGMS","2451","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","C.A. Conceição","1356","1983","04","11",NA,"Brasil","Mato Grosso do Sul","Margem do Rio Pacu.","-57.6533012390137","-19.0091991424561",NA,"Flor lilás.vistosa. Habitat: Terrestre. Muito frequente no Pantanal. Habito: Trepadeira.","CGMS1016891",NA,"G. Staples","Corumbá",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-04-07 11:42:27-03","UFMS","CGMS","73927","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","V.J. Pott; N.C. Bueno & M.P. da Silva","854","1989","06","08",NA,"Brasil","Mato Grosso do Sul","Próximo ao Capão da Baía do Búfalo, Leque, região do Abobral.","-57.6533012390137","-19.0091991424561",NA,"Flor rosa forte.Tubo Do Calice Arroxeado. CPAP - 6264.","CGMS1106792",NA,"V. J. Pott","Corumbá",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-04-07 11:42:27-03","UFMS","CGMS","41617","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","V.J. Pott; G.A. Damascen-Junior; I. Ishii; E. Assis; G. Fernandes","4620","2001","05","04",NA,"Brasil","Mato Grosso do Sul","Rio São Lourenço, margem esquerda, próximo ao Parque Nacional do Pantanal.","-57.6533012390137","-19.0091991424561",NA,"Flor rosa forte. Tubo da corola de cor vinho. Habitat: Rio, barranco ao longo de mata ciliar. Solo argiloso. Relevo plano. Habito: Trepadeira. 2,00 - 3,00 m de altura. Frequente.","CGMS1071605",NA,"V.J. Pott","Corumbá",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:28:42-03","UNICAMP","UEC","138406","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Prado, AL","3218","1993","05","09",NA,"Brazil","Mato Grosso","Fazenda Ipiranga, ca. de 2km à esquerda da rodovia Transpantaneira, km 11, Poconé-Porto Jofre","-56.616667","-16.416667",NA,"Planta escandente, ca. de 3m de comprimento. Flores lilases, ornamentais.","UEC066388","UEC066388","Simão-Bianchini, R","Poconé","-56.616667","-16.416667","2010","11","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:28:42-03","UNICAMP","UEC","176892","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Ferreira, PPA; Durigon, J","758","2011","03","22",NA,"Brazil","Paraná",NA,"-54.246972","-24.071944",NA,"Trepadeira latescente, corola rora.","UEC029354","UEC029354","Ferreira, PPA","Guaíra","-54.246972","-24.071944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:28:42-03","UNICAMP","UEC","82580","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Stranghetti, V","297","1994","04","12",NA,"Brazil","São Paulo","Estação Ecológica Paulo de Faria. Beira do Rio Grande.","-49.516667","-19.916667",NA,"Herbácea, flor rosada. (Estação de coleta 3).","UEC066384","UEC066384","Simão-Bianchini, R","Paulo de Faria","-49.516667","-19.916667","1997","05","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:28:42-03","UNICAMP","UEC","138442","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Prado, AL","3098","1994","04","25",NA,"Brazil","Mato Grosso","Rod. Transpantaneira, Km 75","-56.6227989196777","-16.2567005157471",NA,"Trepadeira, 2 a 4m de altura; flor lilás, bastante vistosa. Evidente pela florada na época. Solo argilo-arenoso.","UEC030969","UEC030969","Simão-Bianchini, R","Poconé",NA,NA,"2017","07","10","200792","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:28:42-03","UNICAMP","UEC","136384","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Prado, AL","3098","1994","04","25",NA,"Brazil","Mato Grosso","Rod. Transpantaneira, Km 75","-56.6227989196777","-16.2567005157471",NA,"Trepadeira, 2 a 4m de altura; flor lilás, bastante vistosa. Evidente pela florada na época. Solo argilo-arenoso.","UEC071200","UEC071200","Simão-Bianchini, R","Poconé",NA,NA,"2017","07","10","200792","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:28:42-03","UNICAMP","UEC","98714","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Damasceno Junior, GA; Leitão Filho, HF; Semir, J; Rodrigues, RR","806","1995","04","29",NA,"Brazil","Mato Grosso do Sul","Logradouro; Margem do rio Paraguai.","-57.6016998291016","-19.0046997070312",NA,"Trepadeira; Flor; Fruto.; Campo inundável.","UEC066386","UEC066386",NA,"Ladário",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:28:42-03","UNICAMP","UEC","98704","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Damasceno Junior, GA; Cavalheiro, AG","825","1995","06","07",NA,"Brazil","Mato Grosso do Sul","Logradouro. Próximo ao Polder.","-57.6016998291016","-19.0046997070312",NA,"Trepadeira em área inundada; Flor rosa muito claro; Fruto.; Mata ciliar; área inúndavel (campo).","UEC066383","UEC066383",NA,"Ladário",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:28:42-03","UNICAMP","UEC","127998","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Damasceno Junior, GA","s.n.","1994","06","20",NA,"Brazil","Mato Grosso do Sul","Mata ciliar do Rio Paraguai, próximo ao Polder.","-57.6016998291016","-19.0046997070312",NA,"Trepadeira; Flor; Fruto.; Mata ciliar.","UEC066385","UEC066385","Simão-Bianchini, R","Ladário",NA,NA,"2010","11","08","23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-10-14 10:00:42-03","FURB","FURB","41766","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Ferreira, P.P.; Durigon, J. & Welker, C.A.D.","821","2012","01","10",NA,"Brasil","Paraná","PR 170.","-51.6144444","-26.1430555",NA,"latescente","FURB04110","FURB04110","Ferreia, PPA","Bituruna","-51.6144444","-26.1430555","2012","01","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-04-23 11:53:41-03","UNEMAT","HERBAM","16793","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Martinelli, G.; et al.","18622","2015","05","29",NA,"Brasil","Mato Grosso",NA,"-55.9674987792969","-16.1944007873535",NA,NA,"HERBAM016793",NA,NA,"Barão de Melgaço",NA,NA,NA,NA,NA,"145819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-02-21 19:29:05-03","UNEMAT","HERBAM","1280","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Sasaki, D.; Nascimento, J.; Henicka, G.S.; Monteiro, M. & Piva, J.H.","1333","2007","01","20",NA,"Brasil","Mato Grosso","Parque Estadual Cristalino, Vegetação marginal na beira do rio Teles Pires, com arvoretas e cipós heliófitos.","-55.929444","-9.635833",NA,NA,"HERBAM001280",NA,"Zappi, DC","Novo Mundo","-55.929444","-9.635833",NA,NA,NA,NA,NA,"235","235",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-02-21 19:29:05-03","UNEMAT","HERBAM","1359","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Sasaki, D.; Henicka, G.S.; André, T.J.C. & Piva, J.H.","1474","2007","03","17",NA,"Brasil","Mato Grosso","Parque Estadual Cristalino, Lagoa em mata inundável secundária aberta, com gramíneas e ciperáceas.","-55.927778","-9.635556",NA,NA,"HERBAM001359",NA,"Zappi, DC","Novo Mundo","-55.927778","-9.635556",NA,NA,NA,NA,NA,"220","220",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-30 17:43:00-03","UTFPR","HCF","12359","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","P.P.A. Ferreira","764","2011","03","22",NA,"Brasil","PR","Quartel. Estrada de acesso às extintas","-54.269222","-24.083333",NA,"trepadeira latescente. Corola rosa.",NA,NA,"P.P.A. Ferreira","Guaíra","54°16'09,2 W","24°05'00,0 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:21:28-03","MBM","MBM","248690","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Rodrigues, E.A.","301","1995","04","24","Southern America","Brazil","São Paulo","Fazenda Santa Isabel, Rio Mogi-Guaçu","-48.3199996948242","-21.25",NA,NA,"MBM248690","MBM248690","Simão-Bianchini, R.","Jaboticabal",NA,NA,NA,NA,NA,"22420","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:21:28-03","MBM","MBM","135870","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Sparre, B.","14548","1967","02","15","Southern America","Ecuador",NA,NA,NA,NA,NA,NA,"MBM135870","MBM135870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:21:28-03","MBM","MBM","300417","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Barboza, G.E.; et al.; et al.","990","2004","05",NA,"Southern America","Argentina",NA,"Corrientes",NA,NA,NA,NA,"MBM300417","MBM300417","Chiarini, F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:21:28-03","MBM","MBM","414530","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Pott, V.J.; Damasceno Junior, G.A.; Ishii, I.; Assis, E.; Fernandes, G.; Damasceno Junior, G.A.; Ishii, I.; Assis, E.; Fernandes, G.","4620","2001","05","04","Southern America","Brazil","Mato Grosso do Sul","Rio São Lourenço, Margem esquerda, próximo ao Parque Nacional do Pantanal.","-57.6533012390137","-19.0091991424561",NA,"Trepadeira, 2-3m. Frequente. Flor: rosa forte.&nf;Obs.: Tubo da corola de cor vinho.; Rio, barranco ao longo de mata ciliar. Solo argiloso. Relevo plano.","MBM414530",NA,"Pott, V.J.","Corumbá",NA,NA,"2001","05",NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:21:28-03","MBM","MBM","329097","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Kita, K.K.; et al.; et al.","304","2001","03","20","Southern America","Brazil","Paraná","Lagoa Figueira, Ilha de Porto Rico, alto rio Paraná","-53.2668991088867","-22.7721996307373",NA,"Liana, flores col. lilás, solo seco, sujeito a alagamento.","MBM329097","MBM329097","Kita, K.K.","Porto Rico",NA,NA,"2001","04",NA,"18063","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:21:28-03","MBM","MBM","414795","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Pott, V.J.; Pott, A.; Cunha, C.N.; Arruda, E.C.; Rebellato, L.; Pott, A.; Cunha, C.N.; Arruda, E.C.; Rebellato, L.","6096","2003","03","28","Southern America","Brazil","Mato Grosso do Sul","Baía Boca 3 Figueiras, Próximo à Baía (lagoa) Gaíva Pantanal do Rio Paraguai.","-57.6533012390137","-19.0091991424561",NA,"Trepadeira. Muito frequente. Flor: rosa forte.; Lagoa com carandás (Copernicia alba) ao longo da borda. Solo argiloso. Relevo plano.","MBM414795",NA,"Pott, V.J.","Corumbá",NA,NA,"2003","03",NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
