"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","typeStatus","relationshipType","individualCount","fieldNumber"
"108","2021-01-14 15:24:40-03","MN","R","9834","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A. DC.","Brade, A.C.","Glaziou, A.F.M.","1872","02","08","Brasil","Rio de Janeiro",NA,"Corcovado",NA,NA,NA,NA,NA,NA,"R000009834","R000009834_001","6094","Plantas do Brasil Central","1944","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2015-07-02 14:55:22-03","JBP","HPL","1983","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.","E.L. Jacques","H.Lorenzi","2002","05","08","Brasil","SP","Campos do Jordão","Na estrada para Wenceslau Braz ca. 25km dessa última cidade em mata de altitude.","-45.431556","-22.653444","45° 25' 53,6 W","22° 39' 12,4 S","1700","1700",NA,NA,"3303",NA,"2011","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2015-07-02 14:42:18-03","JBP","HPL","13260","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.","E.L. Jacques","E.L. Jacques, H. Lorenzi et al","2012","07","25","Brasil","RJ","São Fidélis","Poço Parado. Local sombreado.","-41.825694","-21.836528","41° 49' 32,5 W","21° 50' 11,5 S","1122","1122",NA,NA,"1824",NA,"2012","07","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2016-02-02 14:37:47-02","BGBM","B","B 10 0244014","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100244014","B100244014","B2184/c2181","nom. nud.; Begonia fruticosa A.DC. <a href=http://herbarium.bgbm.org/object/B100244014 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,"type",NA,NA,NA
"112","2016-02-02 14:37:47-02","BGBM","B","B 10 0244015","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100244015","B100244015","2184","nom. nud.; Begonia fruticosa A.DC. <a href=http://herbarium.bgbm.org/object/B100244015 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,"type",NA,NA,NA
"113","2016-02-02 14:37:47-02","BGBM","B","B 10 0244016","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100244016","B100244016","2184","sheet II <a href=http://herbarium.bgbm.org/object/B100244016 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,"type",NA,NA,NA
"114","2016-02-02 14:37:47-02","BGBM","B","B 10 0244018","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100244018","B100244018","2184","<a href=http://herbarium.bgbm.org/object/B100244018 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,"type",NA,NA,NA
"115","2016-02-02 14:37:47-02","BGBM","B","B 10 0244020","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100244020","B100244020","2184","<a href=http://herbarium.bgbm.org/object/B100244020 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,"type",NA,NA,NA
"116","2016-02-02 14:37:47-02","BGBM","B","B 10 0244013","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100244013","B100244013","B2184/c2181","sheet I <a href=http://herbarium.bgbm.org/object/B100244013 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,"type",NA,NA,NA
"117","2016-02-02 14:37:47-02","BGBM","B","B 10 0244017","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100244017","B100244017","2184","<a href=http://herbarium.bgbm.org/object/B100244017 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,"type",NA,NA,NA
"118","2016-02-02 14:37:47-02","BGBM","B","B 10 0244019","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100244019","B100244019_1","2184","<a href=http://herbarium.bgbm.org/object/B100244019 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,"type",NA,NA,NA
"119","2016-02-02 14:37:47-02","BGBM","B","B 10 0244021","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100244021","B100244021","2184","<a href=http://herbarium.bgbm.org/object/B100244021 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,"type",NA,NA,NA
"120","2019-12-19 08:15:11-03","FPS","FPS","4074","MachineObservation","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.","Schwirkowski, P.","Schwirkowski, P.","2019","09","28","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho. Linha férrea, próximo à URVE","-49.31224","-26.308444","-49.31224","-26.308444",NA,NA,"FPS04074,FURB65399","FPS04074_v01 FPS04074_v02 FPS04074_v03 FPS04074_v04 FPS04074_v05 FURB65399","3497","<ll>dwc_commonname:</ll> Begônia","2019","09","28",NA,NA,NA,NA,NA,NA,NA,"FURB 65399",NA,"voucher",NA,NA
"121","2019-12-19 08:08:00-03","FPS","FPS","3434","MachineObservation","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.","Schwirkowski, P.","Schwirkowski, P.","2018","07","01","Brasil","Santa Catarina","São Bento do Sul","Bairro Rio Vermelho. Linha férrea, próximo à entrada da URVE","-49.313428","-26.306964","-49.313428","-26.306964",NA,NA,"FPS03434,FURB61004","FPS03434_v01 FPS03434_v02 FPS03434_v03 FPS03434_v04 FURB61004","2860",NA,"2018","07","01",NA,NA,NA,NA,NA,NA,NA,"FURB 61004",NA,"voucher",NA,NA
"122","2019-12-19 08:08:00-03","FPS","FPS","1437","MachineObservation","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.","Schwirkowski, P.","Schwirkowski, P.","2012","01","02","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho - Trilhos atrás da URVE","-49.315392","-26.305479","-49.315392","-26.305479",NA,NA,"FPS01437","FPS01437_v01 FPS01437_v02 FPS01437_v03 FPS01437_v04 FPS01437_v05",NA,NA,"2012","01","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-12-19 08:15:11-03","FPS","FPS","69","MachineObservation","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.","Barboza, E.","Schwirkowski, P.","2014","01","12","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho - Trilhos atrás da URVE","-49.315392","-26.305479","-49.315392","-26.305479",NA,NA,"FPS00069,MBM392030","FPS00069_v01 FPS00069_v02 FPS00069_v03 MBM392030","218","<ll>dwc_commonname:</ll> Begônia","2014","08","20",NA,NA,NA,NA,NA,NA,NA,"MBM 392030",NA,"voucher",NA,NA
"124","2019-03-22 12:20:16-03","IPA","IPA","64168","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A. DC.","Hatschbach, G.","Barbosa, E.; Abel, L.M.; Abel, L.M.","1999","11","17","Brasil","Paraná","Adrianópolis","Parque das Lauráceas","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"IPA0064168",NA,"411","Cresce ao longo do tronco de árvores da floresta atlântica; flor alva.","1999",NA,NA,"49901","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"125","2019-02-15 11:34:50-02","IPA","IPA","44229","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A. DC.","Hatschbach, G.","Kummrow, R.; Los, M.M.; Cordeiro, J.; Los, M.M.; Cordeiro, J.","1985","02","13","Brasil","Paraná","Morretes","Véu de Noiva","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"IPA0044229",NA,"2577","Trepadeira; flor creme-esverdeada.; Mata Pluvial.","1985","02",NA,"30514","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"126","2019-08-27 13:33:57-03","IAP","PACA-AGP","53525","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A. DC.","Emrich-Rambo","Rambo, B.","1953","01","10","Brasil","PR","Cascavel",NA,"-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"PACA053525",NA,NA,"Confirmado em 29.VI.2017 por Jaramillo J.C.&nf;VULNERÁVEL Habitat: In silva ad arbores. Fenofase: estéril","1954","05","12","47841","auto","Magnoliophyta","Violales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"127","2019-08-27 13:33:57-03","IAP","PACA-AGP","69657","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A. DC.","G. Hatschbach","Kummrow","1987","12","29","Brasil","PR","Guaratuba","Alto da Serra","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"PACA069657",NA,"2967","VULNERÁVEL&nf;Confirmado em 29.VI.2017 por Jaramillo J.C.&nf;Há um exemplar de B. polyandra na mesma exsicata Habitat: Em tronco de arvore em mata pluvial. Fenofase: flor alva","1988",NA,NA,"41937","auto","Magnoliophyta","Violales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"128","2019-08-27 13:33:57-03","IAP","PACA-AGP","48266","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A. DC.","Emrich-Rambo","Hatschbach, G.","1948","10","03","Brasil","PR","Morretes","Est. Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"PACA048266",NA,"1021","Confirmado em 29.VI.2017 por Jaramillo J.C.&nf;VULNERÁVEL Habitat: In silva primaeva epiphytica. Fenofase: flor","1954","05","12","30514","auto","Magnoliophyta","Violales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"129","2019-08-27 13:33:57-03","IAP","PACA-AGP","68465","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A. DC.","G. Hatschbach","J. Cordeiro","1985","09","11","Brasil","PR","Morretes","Véu de Noiva","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"PACA068465",NA,"145","VULNERÁVEL&nf;Confirmado em 29.VI.2017 por Jaramillo J.C. Fenofase: Flor alvescente Hábito: epífito","1986","05",NA,"30514","auto","Magnoliophyta","Violales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"130","2019-08-27 13:33:57-03","IAP","PACA-AGP","2225","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A. DC.","Emrich-Rambo","Rambo, B.","1934","12","21","Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA002225",NA,NA,"Confirmado em 29.VI.2017 por Jaramillo J.C.&nf;VULNERÁVEL Habitat: In silva primaeva, epiphytica. Fenofase: flor e fruto","1954","05","12","21601","auto","Magnoliophyta","Violales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"131","2019-08-27 13:33:57-03","IAP","PACA-AGP","48417","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A. DC.","Emrich-Rambo","Sehnem, A.","1947","04","21","Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA048417",NA,"2767","Confirmado em 29.VI.2017 por Jaramillo J.C.&nf;VULNERÁVEL Habitat: Scandens in silva. Fenofase: flor","1954","05","12","21601","auto","Magnoliophyta","Violales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"132","2019-08-27 13:33:57-03","IAP","PACA-AGP","85429","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A. DC.","B. Rambo SJ","Sehnem, A.","1947","04","14","Brasil","RS","Montenegro","S. Salvador","-51.4611015319824","-29.6886005401611",NA,NA,"600","600","PACA085429",NA,"2743","VULNERÁVEL&nf;Confirmado em 29.VI.2017 por Jaramillo J.C. Habitat: Sscandens ad truncos in silva.",NA,NA,NA,"21601","auto","Magnoliophyta","Violales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"133","2019-08-27 13:33:57-03","IAP","PACA-AGP","45098","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A. DC.","Jaramillo, J.C","Rambo, B.","1950","01","04","Brasil","RS","Osório","Faz. do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA045098",NA,NA,"Habitat: In paludosis dumetosis. Fenofase: flor e fruto","2017","06","29","27350","auto","Magnoliophyta","Violales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"134","2019-08-27 13:33:57-03","IAP","PACA-AGP","44914","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A. DC.","Emrich-Rambo","Rambo, B.","1949","12","18","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA044914",NA,NA,"Confirmado em 29.VI.2017 por Jaramillo J.C.&nf;VULNERÁVEL Habitat: In araucarieto, epiphytica. Fenofase: estéril","1954","05","12","76715","auto","Magnoliophyta","Violales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"135","2019-08-27 13:33:57-03","IAP","PACA-AGP","46302","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A. DC.","Emrich-Rambo","Rambo, B.","1950","03","13","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA046302",NA,NA,"VULNERÁVEL&nf;SEM MATERIAL - florere incipiens Habitat: in araucarieto epiphytica","1954","05","12","76715","auto","Magnoliophyta","Violales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"136","2019-08-27 13:33:57-03","IAP","PACA-AGP","32119","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A. DC.","Emrich-Rambo","Rambo, B.","1946","02","14","Brasil","RS","São Francisco de Paula","Serra do Fachinal","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA032119",NA,NA,"Confirmado em 29.VI.2017 por Jaramillo J.C.&nf;VULNERÁVEL Habitat: In silvula nebulari epiphytica. Fenofase: flor e fruto","1954","05","12","76715","auto","Magnoliophyta","Violales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"137","2019-08-27 13:33:57-03","IAP","PACA-AGP","41942","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A. DC.","Emrich-Rambo","Rambo, B.","1949","06","13","Brasil","RS","São Sebastião do Caí","Nova Petrópolis","-51.3755989074707","-29.5867004394531",NA,NA,NA,NA,"PACA041942",NA,NA,"Confirmado em 29.VI.2017 por Jaramillo J.C.&nf;VULNERÁVEL Habitat: In silva primaeva epiphytica. Fenofase: estéril","1954","05","12","12036","auto","Magnoliophyta","Violales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"138","2019-08-27 13:33:57-03","IAP","PACA-AGP","87266","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A. DC.","G. Hatschbach","J.M. Silva","2002","09","29","Brasil","SP","Barra do Turvo","Bela Vista, Chácara Moxotó.","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,"PACA087266",NA,"3640","VULNERÁVEL&nf;Confirmado em 29.VI.2017 por Jaramillo J.C. Habitat: Em tronco de árvores na floresta atlântica. Fenofase: flores alvas","2002",NA,NA,"38172","auto","Magnoliophyta","Violales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"139","2020-12-20 21:16:06-03","UFV","VIC","10880","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A. DC.","Jacques, E.L.","Silva, A.F. da; Martins, F.R.","1985","09","10","Brasil","São Paulo","São José dos Campos","Reserva Florestal Prof. Augusto Ruschi, Mata da estufa.","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"VIC010880","VIC010880","1234","Trepadeira de flores de até 18 metros de altura, flores verdes.","1999","09",NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0041200","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.","G. Hatschbach","J. Cordeiro; J. M. Silva","1985","9","11","Brazil","Parana",NA,"Véu de Noiva (Mun. Morretes).","-48.8167","-25.4667",NA,NA,NA,NA,NA,NA,"145","Epífita. Flores alvescente.",NA,NA,NA,NA,NA,"Magnoliophyta","Cucurbitales",NA,NA,NA,NA,NA,NA,NA,NA
"141","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0041199","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.",NA,"L. R. Landrum","1977","10","24","Brazil","Rio de Janeiro",NA,"Parque Nacional Tijuca, Bico de Papagaio and areas nearby.","-43.3333","-22.8333",NA,NA,"800","1000",NA,NA,"2198","Flowers white.",NA,NA,NA,NA,NA,"Magnoliophyta","Cucurbitales",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-21 14:32:20-03","UFJF","CESJ","43598","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.D.C.",NA,"A.C.Aguiar; et al.","2003","04","15","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales","-48.416667","-24.266667","-48.416667","-24.266667",NA,NA,"CESJ043598",NA,"115","Vegetação secundária da Floresta Ombrófila Densa Alto Montana.",NA,NA,NA,NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"143","2019-11-21 14:32:20-03","UFJF","CESJ","34482","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.D.C.","E.L. Jacques","P.C.L. Faria; L.S. Fernandes; L.D. Meireles","2001","09","10","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"CESJ034482",NA,"s.n","Epífita com flores de cor creme com estames e/ou estigmas amarelos, frutos maduros amarronzados.","2002","10",NA,"11991","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"144","2019-11-21 14:32:20-03","UFJF","CESJ","10532","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.D.C.","E.L. Jacques","L. Krieger","1971","05","14","Brasil","Minas Gerais","Juiz de Fora","Dias Tavares","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ010532",NA,"CESJ10532","Na mata, flores brancas (creme). Arbusto.","1992","11","17","36144","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"145","2019-11-21 14:32:20-03","UFJF","CESJ","16698A","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.D.C.",NA,"M. Sabino","1979","10","07","Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"CESJ16698A",NA,"s.n.","Na mata, trepadeira.",NA,NA,NA,"38539","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"146","2021-04-07 11:41:40-03","UFMS","CGMS","50758","PreservedSpecimen","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","(Klotzsch) A.DC.","G. Hatschbach","J.M. Silva; G. Hatschbach","2006","10","05","Brasil","Paraná","Antonina","Usina Hidrelétrica Parigot de Souza, Cota 800.","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"CGMS1080739",NA,"5017","Flor alva.","2006",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:26:18-03","UNICAMP","UEC","166310","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Jacques, EL","Pastore, JFB; Arzolla, FARDP","1996","05","14","Brazil","São Paulo","Eldorado","P.E. Jacupiranga, Núcleo Caverna do Diabo, trilha do rolado, interior da mata.","-48.394722","-24.6475","-48.394722","-24.6475",NA,NA,"UEC053263","UEC053263","714","Epífita, flores brancas.","1997","11","11",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-01 16:26:18-03","UNICAMP","UEC","134930","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"Medeiros, DA; Silva, DGR; Damasceno, ACF; França, EJ; Rodrigues, RR","2003","04","19","Brazil","São Paulo","Ribeirão Grande","Trilha saindo 500m antes da sede do Núcleo Barra Grande em direção à E.E. Xiutê',","-48.35","-24.466667","-48.35","-24.466667","788","788","UEC053272","UEC053272","88","Inflorescência imatura verde clara.; Vegetação bem conservada de Floresta Ombrófila Densa Montana, com escorregamentos naturais e com exploração de palmito.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:26:18-03","UNICAMP","UEC","116561","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Souza, JP","Foster, W; Mazine, FF; Paranaguá, PA; Moura, C; Oliveira, RC; Silveira, ER","2000","04","18","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar - Estrada da Intermediária - Km 30.","-45.616667","-23.683333","-45.616667","-23.683333","570","570","UEC053283","UEC053283","254","Liana. Frutos secos castanhos. Beira de estrada.; Floresta Ombrófila Densa Submontana de Encosta.","2000","04",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:26:18-03","UNICAMP","UEC","128527","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Melo, M","Bortoleto, S; Araújo, AO; Freire, RAP; Capretz, RL; Castellen, M; Rodrigues, RR","2002","04","21","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Núcleo Sete Barras. Estrada Estadual São Miguel Arcanjo - Sete Barras (SP 139, km 69).","-47.994167","-24.141667","-47.994167","-24.141667",NA,NA,"UEC053271","UEC053271","68","Epífita. Botões florais verdes. Frutos marrons.; Floresta Ombrófila Densa Montana ao longo e no entorno do Rio Bonito. Borda de floresta.","2002","04","30",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-01 16:26:18-03","UNICAMP","UEC","134736","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.",NA,"Aguiar, AC; Silva, RR; Pereira, ZV; Cerqueira, RM; Rodrigues, RR; Souza, VC","2003","04","15","Brazil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, trilha da Caçadinha, com início na estrada do Carmo.","-48.419167","-24.2775","-48.419167","-24.2775","710","710","UEC053269","UEC053269","115","Epífita. Flores creme esverdeada.; Vegetação Secundária de Floresta Ombrófila Densa Alto Montana.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-01 16:26:18-03","UNICAMP","UEC","166309","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Jacques, EL","Rapini, A; Costa, CB; Kirizawa, M","1996","03","21","Brazil","São Paulo","Cunha","Parque Estadual da Serra do Mar. Núcleo Cunha. Trilha do Cravino.","-45.048056","-23.224444","-45.048056","-23.224444","1100","1100","UEC053264","UEC053264","108","Epífita. Fruto verde acastanhado.; Mata Tropical Pluvial de Altitude em fase de regeneração.","1997","11","11",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-01 16:26:18-03","UNICAMP","UEC","173998","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Kollmann, L","Lombardi, JA; Saka, MN; Temponi, LG; Cardozo, AP","2011","07","13","Brazil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos, trilhas a partir da portaria.","-43.0025","-22.494722","-43.0025","-22.494722","348","348","UEC089253","UEC089253","8595","Erva escandente, ramos pendentes, folhas carnosas, flores masculinas brancas, anteras amarelo-claras, femininas branco-esverdeadas, estigmas amarelo-esverdeados.; Mata Atlântica.","2011","08",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-01 16:26:18-03","UNICAMP","UEC","193150","S","Plantae","Begoniaceae","Begonia","fruticosa","Begonia fruticosa","A.DC.","Delfini, C","Kuntz, J; Colletta, GD; Moreno, VS; Girão, VJ; Souza, VC; Rodrigues, RR; et al.","2013","03","26","Brazil","São Paulo","Tapiraí","Reserva Particular do Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores.","-47.531931","-24.038278","-47.531931","-24.038278","514","514","UEC128902","UEC128902","896","Liana com frutos castanhas; Floresta Ombrósio Densa com perturbada antrópica (presença de exóticas como nêspera, Citrus, araucária)","2013","03","26",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
