"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","identifiedBy","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","coordinatePrecision","geoFlag"
"48","2019-01-25 04:36:00-02","MO","MOBOT","100635075","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Luis Valenzuela G.|M. Villalba|N. Otmani|R. Rivera|C. Mateo","Valenzuela Gamarra 19427","2011","9","22","South America","Peru","Pasco","Oxapampa","Dist. Palcazú. Iscozacín. Parque Nacional Yanachaga Chemillén. Parcela Permanente TEAM 05. (VGYANCH-05).","-75.3297223","-10.41","1414.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","1",NA,NA
"49","2019-01-25 04:36:00-02","MO","MOBOT","100639335","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Luis Valenzuela G.|M. Villalba|N. Otmani|R. Rivera|C. Mateo","Valenzuela Gamarra 19761","2011","9","22","South America","Peru","Pasco","Oxapampa","Dist. Palcazú. Iscozacín. Parque Nacional Yanachaga Chemillén. Parcela Permanente TEAM 05. (VGYANCH-05).","-75.3297223","-10.41","1414.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","1",NA,NA
"50","2016-10-13 06:02:00-03","MO","MOBOT","100921607","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","John L. Clark|David A. Neill|Laura Clavijo","Clark 14220","2014","5","9","South America","Ecuador","Tungurahua","Baños","Río Zuñac reserve of Fundación EcoMinga, adjacent to Llanganates National Park, ca. 5 km N of Baños-Mera highway. Upper watershed of Río Zuñac, on high ridge above canyon, undisturbed cloud forest. Tree inventory plot, 0.25-hectare, Zuñac Plot 2. With University of Alabama field course.","-78.1497222","-1.3683334","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D. Neill (ECUAMZ)",NA,NA,NA,NA,"2",NA,NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","1062284","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Nestor Jaramillo|et al.","Jaramillo 1365","1996","3","13","South America","Peru","Amazonas","Bagua","YamayakatBosque de Rivera","-78.31666","-4.91666","320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg",NA,NA,NA,NA,"8",NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","1062293","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Nestor Jaramillo","Jaramillo 727","1995","10","2","South America","Peru","Amazonas","Bagua","YamayakatBosque de ribera del Marañón.","-78.31666","-4.91666","320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg",NA,NA,NA,NA,"7",NA,NA
"53","2018-09-12 04:36:00-03","MO","MOBOT","1062305","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Nestor Jaramillo|David Chamik","Jaramillo 856","1995","10","11","South America","Peru","Amazonas","Bagua","Yamayakat. Bosque primario.","-78.31666","-4.91666","320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg",NA,NA,NA,NA,"7",NA,NA
"54","2011-06-09 16:54:00-03","MO","MOBOT","1066501","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Carlos E. Cerón","Cerón Martínez 14396","1991","4","24","South America","Ecuador","Morona-Santiago",NA,"Guarumales. Unión del río Paute con el Cardenillo Grande, cerca a la orilla. Bosque húmedo PreMontano. Topografía colinada, suelo rocoso. Transecta de 50 x 2 m.","-78.46666","-2.56666","1200.00000000","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"!C.C. Berg (BG)",NA,NA,NA,NA,NA,NA,NA
"55","2011-10-22 04:57:00-02","MO","MOBOT","1068488","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Álvaro Cogollo P.","Cogollo Pacheco 984","1983","11","30","South America","Colombia","Antioquia","San Luis","Cañón del Río Claro, margen izquierda, sector nor-occidental.","-74.65","5.88333","340.00000000","425.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"M. Vazquez-Avila (SI)",NA,NA,NA,NA,NA,NA,NA
"56","2011-10-22 04:57:00-02","MO","MOBOT","1068490","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Álvaro Cogollo P.","Cogollo Pacheco 891","1983","10","28","South America","Colombia","Antioquia","San Luis","Parque Ecológico, Cañón del Río Claro, sector nor-oriental, margen derecha.","-74.85507","5.888952","325.00000000","475.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"M. Vazquez-Avila (SI)",NA,NA,NA,NA,NA,NA,NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","1124890","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Alwyn H. Gentry","Gentry 9602","1974","2","3","South America","Ecuador","Pichincha",NA,"Ca. 35 km N of Santo Domingo de los Colorados, vicinity of bridge over Río Blanco. Forest remnants.","-79.36","-0.007","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"3354",NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","1128213","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","John L. Clark|et al.","Clark 2053","1996","2","17","South America","Ecuador","Esmeraldas","Quinindé","The Mache-Chindul Ecological Reserve. Bilsa Biological Station. Mache Mountains, 35 km W of Quinindé, 5 km W of Santa Isabel. Premontane wet forest.","-79.73333","0.35","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,"8",NA,NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","1128391","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","John L. Clark","Clark 2966","1996","10","1","South America","Ecuador","Esmeraldas","Quinindé","The Mache-Chindul Ecological Reserve. Bilsa Biological Station. Mache mountains, 35 km W of Quinindé. Premontane wet forest.","-79.73333","0.35","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,"8",NA,NA
"60","2008-05-27 22:02:00-03","MO","MOBOT","1128403","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","John L. Clark","Clark 2783","1996","7","7","South America","Ecuador","Esmeraldas","Quinindé","Fundacion Paraiso de Papagayos. Centro de Rescate de Aves y Mamiferos. Km 2 via Esmeraldas. Tropical wet forest.","-79.46666","0.33333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,"8",NA,NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","1197791","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Aída Alvarez|et al.","Alvarez 2363","1997","8","30","South America","Ecuador","Pastaza","Pastaza","Villano. Pandanuque. Encima de colina al sur del pozo petrolero Villano 2 de ARCO. Bosque húmedo tropical.","-77.45","-1.46666","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C.Berg (BG), March",NA,NA,NA,"4",NA,NA,NA
"62","2018-10-02 08:08:00-03","MO","MOBOT","1208640","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Charlotte M. Taylor|Roy E. Gereau|Wilson Devia A.","Taylor 12198","1997","9","29","South America","Colombia","Valle del Cauca","Buenaventura","Corregimiento Córdoba, vereda San Cipriano, Reserva Natural Río Escalerete desde la planta de Acuavalle a la Parcela Permanente. Año del Niño.","-76.8666667","3.8333333","110.00000000","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"C.M. Taylor",NA,NA,NA,"260","3",NA,NA
"63","2011-11-23 14:35:00-02","MO","MOBOT","1220752","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Miryam Monsalve B.|Eulises Rentería","Monsalve Benavides 1538","1987","6","4","South America","Colombia","Valle del Cauca","Buenaventura","Bajo Calima; Concesión Pulpapel/ Buenaventura. Bosque Pluvial Tropical.","-77","3.91666","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.M. Taylor",NA,NA,NA,"1",NA,NA,NA
"64","2008-05-27 22:02:00-03","MO","MOBOT","1225605","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Wilson Devia A.|A. Cruz|et al.","Devia Alvarez 5276","1996","10","16","South America","Colombia","Valle del Cauca","Buenaventura","Corregimiento Córdoba, Vereda San Cipriano, Reserva Natural Escalerete. Parcela U.","-76.86944","3.82805","130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.M. Taylor",NA,NA,NA,"138",NA,NA,NA
"65","2019-09-03 04:36:00-03","MO","MOBOT","1226028","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Homero Vargas","Vargas López 1145","1996","10","27","South America","Ecuador","Napo","Orellana","Parque Nacional Sumaco Napo-Galeras. Zona de amortiguamiento fuera del parque. A 100 m al oeste del Río Paushiyacu. Bloque 18. Línea sismica 03. Helipuerto 3B. Compañía AMOCO. Bosque muy húmedo Tropical. Bosque primario. Suelo de roca sedimentaria.","-77.33333","-0.2","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"9",NA,NA,NA
"66","2008-05-27 22:02:00-03","MO","MOBOT","1226512","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Jorge Zuleta","Zuleta 328","1993","3","15","South America","Ecuador","Napo","Orellana","Parque Nacional Yasuní. Carretera de Maxus en construcción, Km 18-20. Bosque húmedo Tropical. Bosque primario.","-76.51666","-0.53333","230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"11",NA,NA,NA
"67","2018-10-16 06:42:00-03","MO","MOBOT","1228141","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Tamara Núñez|C. Tapuy","Núñez 640","1997","8","23","South America","Ecuador","Napo","Tena","Construcción de Carretera Campococha-Chontapunta. Variante Selva Viva-Bosque Protector, abscisas 4+500-12+020.","-77.4166667","-0.9166667","300.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"8","1",NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","1233742","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Aída Alvarez|et al.","Alvarez 2433","1998","1","21","South America","Ecuador","Pastaza","Pastaza","Río Acaro o Río Challuayacu (erróneamente como Río Manderoyacu en el mapa del IGM). Parcela temporal de inventario de bosque, 0.25 ha, cerca al sitio A propuesto para pozo exploratorio de petróleo de ARCO. Terraza del río, suelo coluvial, subestrato de roca arenisca de la formación Chambira.","-77.41666","-1.4","330.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aída Alvarez (QCNE)",NA,NA,NA,"32","3",NA,NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","1338381","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","John L. Clark|et al.","Clark 5045","1998","4","23","South America","Ecuador","Napo","Archidona","Reserva Ecológica Antisana. Comunidad Shamato. Entrada por km 21- Shamato. Tropical Montane/Premontane Wet Forest.","-77.81666","-0.71666","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"54","7",NA,NA
"70","2008-12-12 03:32:00-02","MO","MOBOT","1338503","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","John L. Clark","Clark 5127","1998","4","24","South America","Ecuador","Napo","Archidona","Reserva Ecologica Antisana. Comunidad Shamato. Entrada por km 21- Shamato. Plot #1. Tropical Montane/Premontane Wet Forest.","-77.81666","-0.71666","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"55","7",NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","1436014","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Alwyn H. Gentry|et al.","Gentry 24865","1979","2","21","South America","Peru","Loreto","Maynas","Quistacocha, Tahuampa forest and seasonally inundated edge of adjacent dryland forest. Non-transect.","-73.33333","-3.75","130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C. Berg",NA,NA,NA,"1742","6",NA,NA
"72","2018-10-03 04:36:00-03","MO","MOBOT","1482481","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Alwyn H. Gentry|Carmen Bonifaz B.|Jorge Loor C.","Gentry 30843","1981","1","27","South America","Ecuador","Morona-Santiago",NA,"9-10 km SE of San Juan Bosco, forest edge along stream.","-78.458","-3.16","1540.00000000","1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg",NA,NA,NA,"1978","6",NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","1556633","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","H. van der Werff|et al.","van der Werff 16474","2001","3","29","South America","Peru","San Martín","Rioja","Along road Rioja-Yorongos-La Florida. Heavily disturbed forest on white sand and in roadside.","-77.1","-6.08333","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"276","7",NA,NA
"74","2016-10-13 05:59:00-03","MO","MOBOT","1748006","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","David A. Neill|Lou Jost|Jorge Caranqui|Elsa R. Toapanta","Neill 13536","2001","12","1","South America","Ecuador","Tungurahua","Baños","Parque Nacional Llanganates. Cordillera Sacha Llanganates. Ridge above headwaters of Río Zuñac. Very wet cloud forest. Granite substrate.","-78.1525","-1.36888","1880.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,NA,NA,NA
"75","2014-04-04 05:51:00-03","MO","MOBOT","1760602","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Rodolfo Vásquez|Rocío Rojas|Luis Campos","Vásquez Martínez 27344","2001","12","15","South America","Peru","Amazonas","Bagua","Aramango. Trocha nueva Esperanza a la catarata Bosque primario","-78.33333","-5.49833","1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,"8",NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","1791261","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Alwyn H. Gentry","Gentry 9861","1974","2","12","South America","Ecuador","Los Ríos",NA,"Río Palenque Field Station halfway between Quevedo and Santo Domingo de los Colorados.","-79.36666","-0.58333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3367",NA,NA,NA
"77","2011-05-17 14:47:00-03","MO","MOBOT","1829343","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Linder Suin|D. Anguash|G. Anguash","Suin 1571","2002","4","14","South America","Ecuador","Morona-Santiago","Morona","Cordillera del Cutucú. Parte alta del Río Shacham Entza. Terreno colinado.","-77.95805","-2.35444","1106.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,NA,NA,NA
"78","2015-02-22 13:38:00-03","MO","MOBOT","1829468","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Linder Suin|F. Corozo|J. Murillo|F. Anguash","Suin 1697","2002","4","20","South America","Ecuador","Morona-Santiago",NA,"Cordillera del Cutucú. Patuca. Comunidad Shuar Suritiak. Bosque Primario. Terreno colinado.","-78.26666","-2.75","1190.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,NA,NA,NA
"79","2010-11-21 06:10:00-02","MO","MOBOT","2090287","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Djaja D. Soejarto","Soejarto 2938","1971","6","8","South America","Colombia","Antioquia","Anorí","Remnant of primary rain forest, very humid trail.",NA,NA,"400.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg",NA,NA,NA,NA,NA,NA,NA
"80","2011-11-08 05:06:00-02","MO","MOBOT","2090306","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Ricardo Callejas|et al.","Callejas Posada 5082","1987","8","5","South America","Colombia","Antioquia","Dabeiba","32 km SE de Mutatá en la vía Mutatá-Dabeiba, Río Chever, sitio Chever, bmht",NA,NA,"280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,NA,NA,NA,NA
"81","2012-04-30 13:16:00-03","MO","MOBOT","2106725","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Diego Giraldo-Cañas","Giraldo-Cañas 428","1991","8","3","South America","Colombia","Antioquia","Cocorná",NA,"-75.13333","6.03333","700.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2011-03-22 14:29:00-03","MO","MOBOT","2207276","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Juan Perea","Perea 0225","2003","9","17","South America","Peru","Pasco","Oxapampa","Distrito Villa Rica. Localidad Centro Bocaz. Bosque de carretera","-75.16666","-10.63333","1280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (MO)",NA,NA,NA,NA,"10",NA,NA
"83","2008-12-12 03:32:00-02","MO","MOBOT","2370110","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Thomas B. Croat","Croat 92431","2004","7","27","South America","Ecuador","Zamora-Chinchipe",NA,"Along road from La Balsa and Río Blanco Chanchis (Dept. of Amazonas) and Zumba; 23.5 km N of La Balsa.","-79.16111","-4.87611","942.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"1701","5",NA,NA
"84","2016-03-25 06:57:00-03","MO","MOBOT","2463025","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Thomas B. Croat|Geneviève Ferry|Christopher Davidson","Croat 93543","2004","8","18","South America","Ecuador","Napo",NA,"Along road from Baeza to Lago Agrio, 10 km SE of Manuel Galindo.","-77.81666","-0.09611","1350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"1761","6",NA,NA
"85","2014-02-19 06:40:00-03","MO","MOBOT","2599104","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Enrique Forero|Jaime L. Jaramillo|Josefina Espina Z.|Pablo A. Palacios H.","Forero 6925","1980","3","10","South America","Colombia","Chocó","San José del Palmar","Hoya del Rio torito (afluente del Rio Habita), declive occidnetal, Finca Los Guaduales. En bosque.",NA,NA,"630.00000000","730.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg",NA,NA,NA,NA,NA,NA,NA
"86","2010-02-11 22:08:00-02","MO","MOBOT","2599467","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Enrique Forero|Roberto Jaramillo M.|Alba L. Forero R.","Forero 9112","1982","4","10","South America","Colombia","Chocó",NA,"Hoja del Rio Atrato. Rio Tagachí, afluente del Rio Atrato, margen izquierda, arriba de Tagachí.",NA,NA,"40.00000000","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"M. Vasquez A. (SI)",NA,NA,NA,NA,NA,NA,NA
"87","2010-02-09 21:19:00-02","MO","MOBOT","2599474","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Enrique Forero|Roberto Jaramillo M.|Henry Y. Bernal|Henry León|M.M. Pulido","Forero 5663","1979","4","23","South America","Colombia","Chocó",NA,"Carretera Panamericana (en construccion). Adelante del Rio Pató.","-76.95","5.58333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Berg",NA,NA,NA,NA,NA,NA,NA
"88","2014-02-19 06:40:00-03","MO","MOBOT","2599487","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Enrique Forero|Jaime L. Jaramillo|Josefina Espina Z.|Pablo A. Palacios H.","Forero 6946","1980","3","10","South America","Colombia","Chocó","San José del Palmar","Hoya del Rio torito (afluente del Rio Habita), declive oriental. En bosque.","-76.282103","4.889107","630.00000000","830.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg",NA,NA,NA,NA,NA,NA,NA
"89","2013-08-23 04:12:00-03","MO","MOBOT","2599515","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Wilson Devia A.","Devia Alvarez 315","1983","9","2","South America","Colombia","Valle del Cauca","Argelia","Carretera La Argelia Toro.",NA,NA,"1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Vasquez A. (SI)",NA,NA,NA,NA,NA,NA,NA
"90","2010-03-22 18:47:00-03","MO","MOBOT","2661331","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","J. Korning|Karsten Thomsen","Korning 47212","1983","10","1","South America","Ecuador","Napo",NA,"Añangu, NW corner of the Parque Nacional Yasuní. Undisturbed rain forest in the area of the terra firma SEF-line.","-76.36666","-0.53333","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Berg, C. C. (BG)",NA,NA,NA,NA,NA,NA,NA
"91","2015-08-12 05:58:00-03","MO","MOBOT","2684864","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Bertil Ståhl|H. Balslev|Rodrigo Bernal G.","Ståhl 2922","1996","8","22","South America","Ecuador","Morona-Santiago",NA,"Trail Jordan (77°59'W, 2°21'S) to Santa Rosa (77°55 W, 2°27'S) 20-30 km SE of Macas. Primary and secondary forest","-77.91666","-2.5","700.00000000","1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"Berg, C.C. (BG)",NA,NA,NA,NA,NA,NA,NA
"92","2011-03-22 21:15:00-03","MO","MOBOT","2687210","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Benjamin Øllgaard|Hugo Navarrete","Øllgaard 2696","1997","11","20","South America","Ecuador","Morona-Santiago",NA,"Road Santa Susana de Chiviasa-Panecillo, km 3-5. Roadsides and scrubby, light-open forest on siliceous and kaolinitic rocks.","-78.06666","-2.91666","1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Berg, C.C. (BG)",NA,NA,NA,NA,NA,NA,NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","2892018","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Francisco Tamayo","Tamayo 3880","1950","11",NA,"South America","Venezuela","Distrito Federal",NA,"En sabanas, orillas de la carretera de El Junquito,",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg",NA,NA,NA,NA,NA,NA,NA
"94","2014-02-11 09:36:00-02","MO","MOBOT","3076642","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Manuel Rimachi Y.","Rimachi Y. 2931","1977","3","29","South America","Peru","Loreto","Maynas","Dtto. Iquitos. Río Momón, trib. Río Nanay, trail from caserio of San Andrés, upland humid forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N. Medina (COL)",NA,NA,NA,NA,"1",NA,NA
"95","2009-08-23 08:16:00-03","MO","MOBOT","3082601","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Calaway H. Dodson|Alwyn H. Gentry","Dodson 13023","1982","2","23","South America","Ecuador","Los Ríos",NA,"Rio Palenque Science Center Km 56 Quevedo- Santo Domingo.","-79.366","-0.5833","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg",NA,NA,NA,NA,NA,NA,NA
"96","2012-04-24 16:36:00-03","MO","MOBOT","3082611","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Julio C. Betancur B.|S. P. Churchill","Betancur B. 2191","1990","11","26","South America","Colombia","Caquetá","San Vicente de Caguan","Carretera entre San Vicente y Neiva, campamento El Cóndor, sitio los andes, bosque primario que hace parte de la cuenca del Río Pato Medio, Cordillera Oriental, ladera oriental.",NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2016-03-25 06:58:00-03","MO","MOBOT","3082763","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Christopher Davidson|Josephine Jones","Davidson 9763","1979","12","9","South America","Peru","Loreto","Maynas","Lower Rio Momón, tributary of Rio Nanay, near Iquitos. Primary lowland rainforest along the riverbank.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N. Medina (COL)",NA,NA,NA,NA,"1",NA,NA
"98","2014-01-27 14:54:00-02","MO","MOBOT","3082911","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Franklin Ayala","Ayala Flores 2377","1979","11","25","South America","Peru","Loreto",NA,"Dtto: Tigre; Rio Corriente Forestales (Shiviyacu), bosque 1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg",NA,NA,NA,NA,"1",NA,NA
"99","2019-02-19 11:31:00-03","MO","MOBOT","3083157","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Luis J. Cumana C.","Cumana Campos 2010","1983",NA,NA,"South America","Venezuela","Sucre",NA,"Via Cocollar-Mapurite.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L. Cumana",NA,NA,NA,NA,NA,NA,NA
