"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","locality","infraspecificEpithet","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","previousCatalogNumber","sex"
"147","2020-02-08 09:47:12-03","NBC","NL-BOTANY","U.1276479","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Unreadable",NA,NA,"Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1276479 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1276479","NL-U1276479",NA,NA,"Santa Marta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-02-08 09:47:12-03","NBC","NL-BOTANY","U.1276480","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Breteler FJ",NA,"1964","Southern America","Venezuela","Barinas",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1276480 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1276480","NL-U1276480",NA,"10","State of Barinas. 9 km from Barinitas along road to Apartaderos.",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0022526",NA,NA,NA,NA,NA,NA,NA
"149","2020-02-08 09:47:12-03","NBC","NL-BOTANY","U.1276481","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Breteler FJ",NA,"1964","Southern America","Venezuela","Barinas",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1276481 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1276481","NL-U1276481",NA,"05","State of Barinas. Tioopore forest reserve.",NA,"04",NA,"-70.75","8.25",NA,NA,NA,NA,"-70.75","8.25","Magnoliopsidae","U 0022548",NA,NA,NA,NA,NA,NA,NA
"150","2020-02-08 09:47:12-03","NBC","NL-BOTANY","U.1276482","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Boldingh I",NA,NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1276482 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1276482","NL-U1276482","Cardiel JM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0022527",NA,NA,NA,NA,NA,NA,NA
"151","2020-02-08 09:47:12-03","NBC","NL-BOTANY","U.1284958","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Hatschbach GG",NA,"1994","Southern America","Brazil","Tocantins",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1284958 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1284958","NL-U1284958","Punt W","02",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0022184","1996","12","01",NA,NA,NA,NA
"152","2020-02-08 09:47:12-03","NBC","NL-BOTANY","U.1284959","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Hatschbach GG; Kummrow R",NA,"1984","Southern America","Brazil","Mato Grosso do Sul",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1284959 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1284959","NL-U1284959","Punt W","10",NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0085351","2002","04","01",NA,NA,NA,NA
"153","2020-02-08 09:47:12-03","NBC","NL-BOTANY","U.1284960","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Hatschbach GG",NA,"1996","Southern America","Brazil","Mato Grosso",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1284960 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1284960","NL-U1284960","Punt W","11",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0131683","2000","04","01",NA,NA,NA,NA
"154","2020-02-08 09:47:12-03","NBC","NL-BOTANY","U.1284961","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Grewal MS",NA,"1977","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1284961 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1284961","NL-U1284961","Cardiel JM","05",NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0022530",NA,NA,NA,NA,NA,NA,NA
"155","2020-02-08 09:47:12-03","NBC","NL-BOTANY","U.1284962","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Hahn WJ",NA,"1989","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1284962 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1284962","NL-U1284962","Cardiel JM","03","Region: Potaro-Siparuni. Approximately 1 km N of Kato.",NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0022528",NA,NA,NA,NA,NA,NA,NA
"156","2020-02-08 09:47:12-03","NBC","NL-BOTANY","U.1284963","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Maas PJM",NA,"1987","Southern America","Brazil","Bahia",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1284963 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1284963","NL-U1284963","Punt W","11",NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0027296",NA,NA,NA,NA,NA,NA,NA
"157","2020-02-08 09:47:12-03","NBC","NL-BOTANY","WAG.1196660","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Breteler FJ",NA,"1964","Southern America","Venezuela","Barinas",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1196660 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1196660","NL-WAG1196660",NA,"10","State of Barinas. 9 km from Barinitas along road to Apartaderos.",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-02-08 09:47:12-03","NBC","NL-BOTANY","WAG.1196661","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Breteler FJ",NA,"1964","Southern America","Venezuela","Barinas",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1196661 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1196661","NL-WAG1196661",NA,"10","State of Barinas. 9 km from Barinitas along road to Apartaderos.",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-02-08 09:47:12-03","NBC","NL-BOTANY","WAG.1196663","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Breteler FJ",NA,"1964","Southern America","Venezuela","Barinas",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1196663 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1196663","NL-WAG1196663",NA,"05","State of Barinas. Tioopore forest reserve.",NA,"04",NA,"-70.75","8.25",NA,NA,NA,NA,"-70.75","8.25","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-02-08 09:47:12-03","NBC","NL-BOTANY","WAG.1196664","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Breteler FJ",NA,"1964","Southern America","Venezuela","Barinas",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1196664 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1196664","NL-WAG1196664",NA,"05","State of Barinas. Tioopore forest reserve.",NA,"04",NA,"-70.75","8.25",NA,NA,NA,NA,"-70.75","8.25","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-11-04 11:07:13-03","ESALQ","ESA","86541","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Fernández, A.","15161.0","1999",NA,"Venezuela","Bolívar",NA,NA,"ESA086541",NA,"Milano, B. & Fernández, A.","07",NA,NA,"11","Cedeño",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-11-04 11:07:13-03","ESALQ","ESA","72949","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Hatschbach, G. et al.","65530.0","1996",NA,"Brasil","Mato Grosso",NA,NA,"ESA072949",NA,"Punt, W.","11",NA,NA,"12","Porto Esperidião","-58.4603004455566","-15.8528003692627",NA,NA,"113725","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-11-04 11:07:13-03","ESALQ","ESA","103515","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa",NA,NA,"Amorim, E.H.","749.0","2003",NA,"Brasil","Minas Gerais",NA,NA,"ESA103515",NA,NA,"09",NA,NA,"17","Perdizes","-47.2928009033203","-19.3528003692627",NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-11-04 11:07:13-03","ESALQ","ESA","99313","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa",NA,NA,"Santos, A.P.M.","325.0",NA,NA,"Brasil","Minas Gerais",NA,NA,"ESA099313",NA,NA,NA,NA,NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-11-04 11:07:13-03","ESALQ","ESA","99312","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa",NA,NA,"Santos, A.P.M.","321.0","2004",NA,"Brasil","Minas Gerais",NA,NA,"ESA099312",NA,NA,"11",NA,NA,"18","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-11-04 11:07:13-03","ESALQ","ESA","99308","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa",NA,NA,"Romero, R.","6661.0","2003",NA,"Brasil","Minas Gerais",NA,NA,"ESA099308",NA,"Arantes, A.A.","02",NA,NA,"27","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-11-04 11:07:13-03","ESALQ","ESA","99311","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa",NA,NA,"Milla, A.P.","113.0","2003",NA,"Brasil","Minas Gerais",NA,NA,"ESA099311",NA,NA,"08",NA,NA,"22","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-11-04 11:07:13-03","ESALQ","ESA","99309","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa",NA,NA,"Santos, A.P.M.","181.0","2003",NA,"Brasil","Minas Gerais",NA,NA,"ESA099309",NA,"Arantes, A.A.","11",NA,NA,"07","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-11-04 11:07:13-03","ESALQ","ESA","99310","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa",NA,NA,"Santos, A.P.M.","142.0","2003",NA,"Brasil","Minas Gerais",NA,NA,"ESA099310",NA,NA,"10",NA,NA,"10","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-11-04 11:07:13-03","ESALQ","ESA","99314","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa",NA,NA,"Santos, A.P.M.","301.0","2004",NA,"Brasil","Minas Gerais",NA,NA,"ESA099314",NA,NA,"10",NA,NA,"29","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-11-19 10:23:28-03","CPAP","CPAP","1469","PreserverdSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Webster, G. L.","25373","1984",NA,"Brasil","MS",NA,NA,NA,NA,"G. L. Webster","10","Próximo aeroporto de Corumbá",NA,"04","Corumbá","-57.65","-19.016667","125","125",NA,NA,"57°39' W","19°01' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-11-19 10:23:28-03","CPAP","CPAP","1472","PreserverdSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Webster, G. L.","25315","1984",NA,"Brasil","MS",NA,NA,NA,NA,"G. L. Webster","10","Morro da Noroeste",NA,"01","Corumbá","-57.65","-19.016667","200","200",NA,NA,"57°39' W","19°01' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-11-19 10:23:28-03","CPAP","CPAP","21293","PreserverdSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Jesus, E. M.","451","2009",NA,"Brasil","MS",NA,"Arbusto 2m~. FLOR: rosa. FRUTO: pequeno verde. INTERESSE: Apícola. FREQUÊNCIA: Rara. AMBIENTE: Pasto. SUBSTRATO: solo argiloso. RELEVO: suave ondulado.",NA,NA,"E. M. Jesus; A. M. Almeida","02","Assentamento Taquaral - sítio 3 Irmãos - lote-225 - trilha 1",NA,"17","Corumbá","-57.696389","-19.100556","165","165",NA,NA,"57°41'47'' W","19°06'02'' S",NA,NA,"2012",NA,NA,NA,NA,NA,NA
"174","2020-11-19 10:23:28-03","CPAP","CPAP","21499","PreserverdSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Almeida, A. M.","65","2010",NA,"Brasil","MS",NA,"Arbusto 1m~. FLOR: rosa. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Rara. AMBIENTE: Pasto. SUBSTRATO: solo argiloso. RELEVO: suave ondulado.",NA,NA,"S. M. Salis; E. M. Jesus","02","Assentamento Taquaral - sítio 3 Irmãos - lote-225 - trilha 1",NA,"19","Corumbá","-57.696389","-19.100556","165","165",NA,NA,"57°41'47'' W","19°06'02'' S",NA,NA,"2012",NA,NA,NA,NA,NA,NA
"175","2020-11-19 10:23:28-03","CPAP","CPAP","24475","PreserverdSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Pott, A.","13647","2005",NA,"Brasil","MT",NA,"Subarbusto 1-2m de de altura. Flor esverdeada. Fruto não obsErvado.Forrageira.. Solo: argiloso.. Relevo: plano convexo. Cerradão/Floresta decidual com Myracrodruon urundeuva, Caesalpinia taubertiana, Combretum leprosum e Anadenanthera colubrina",NA,NA,"A. Pott","11",NA,NA,"16","Cáceres","-57.981944","-16.6175","100","100",NA,NA,"57°58'55 W","16°37'03 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-11-19 10:23:28-03","CPAP","CPAP","581","PreserverdSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Pott, A.","1408","1984",NA,"Brasil","MS",NA,"Arbusto 1m de altura. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Vegetação secundária; ex-caatinga arbórea. SUBSTRATO: solo calcimórfico. RELEVO: quase plano.",NA,NA,"A. Pott","10","Morro da Noroeste - Corumbá",NA,"01","Corumbá","-57.65","-19.016667","140","140",NA,NA,"57°39' W","19°01' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-02-15 11:39:19-02","IPA","IPA","53425","S","Plantae","Plantae",NA,"Euphorbiaceae","Acalypha","subvillosa","Acalypha subvillosa","Müll. Arg.",NA,"Araújo, F.","326","1991","Southern America","Brasil","Ceará",NA,"Hábito: Erva.","IPA0053425",NA,"Barroso, G.M.","02","Carrasco - Pl. de Ibiapaba.",NA,"16","Novo Oriente","-40.7742004394531","-5.53444004058838",NA,NA,"28544","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-02-15 11:39:19-02","IPA","IPA","5897","S","Plantae","Plantae",NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"Andrade-Lima","53-53","1953","Southern America","Brasil","Pará",NA,"Hábito: Erva.","IPA0005897",NA,"Lima, A.","05","Estrada para C. A. N. P. Próximo Ponte Grande.",NA,"09","Monte Alegre","-54.0691986083984","-2.00778007507324",NA,NA,"279177","auto",NA,NA,NA,NA,"1957","01",NA,NA,NA,NA,NA
"179","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0026750","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Vahl ex Baill.",NA,"G. Hatschbach; J. M. Silva, F. Deodato","65530","1996",NA,"Brazil","Mato Grosso",NA,NA,NA,NA,"W. Punt","11","Serra de Santa Bárbara (Mun. Porto Esperidiao).",NA,"12",NA,"-58.4667","-15.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-10-15 19:26:19-03","UFJF","CESJ","16459","PreservedSpecimen","Plantae","Angiosperma",NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"L. Roth","CESJs.n.","1960","América do Sul","Brasil","Minas Gerais",NA,"Arbusto da capoeira (beira do rio).","CESJ016459",NA,"A.A.C. Souza","07",NA,NA,"12","Sete Lagoas","-44.2467002868652","-19.465799331665",NA,NA,"22227","auto",NA,NA,NA,NA,"2016","12","04",NA,NA,NA,NA
"181","2021-04-07 11:43:11-03","UFMS","CGMS","28209","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"L.C.S. Magalhães; T.S. Yule","251","2009",NA,"Brasil","Mato Grosso do Sul",NA,"Flor creme. Habitat: Floresta Estacional Decídua. Habito: Subarbusto.","CGMS1057656",NA,"A.Pott","02","Assentamento Andalucia.",NA,"08","Nioaque","-55.7513889","-20.7927777","202","202",NA,NA,"-55,7513889","-20,7927777",NA,NA,"2009","07","25",NA,NA,NA,NA
"182","2021-04-07 11:43:11-03","UFMS","CGMS","44853","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"A. Pott; V.J. Pott","13647","2005",NA,"Brasil","Mato Grosso",NA,"Flor esverdeada. Fruto não observado. Duplicata CPAP. Habitat: Cerradão/Floresta decidual com Myracrodruon urundeuva, Caesalpinia taubertiana, Combretum leprosum, Anadenathera colubrina. Solo argiloso. Relevo plano convexo. Habito:","CGMS1074818",NA,"A. Pott","11","Próximo á sede da Fazenda Santa Lúcia, sub-região de Cáceres, Pantanal.",NA,"16","Cáceres","-57.9819445","-16.6175","110","110",NA,NA,"-57,9819445","-16,6175",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-04-07 11:43:11-03","UFMS","CGMS","73641","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"L.E. Silva; S.G. Batista, C.O. Miranda, G.A. Damasceno Junior","104","2018",NA,"Brasil","Mato Grosso do Sul",NA,NA,"CGMS1106448",NA,NA,"11","Morro dente de cachorro. Parque Nacional da Serra da Bodoquena",NA,"07","Bodoquena","-56.7505556","-20.7847222","486","486",NA,NA,"-56,7505556","-20,7847222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-04-07 11:43:11-03","UFMS","CGMS","28242","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"L.C.S. Magalhães; T.S. Yule","284","2009",NA,"Brasil","Mato Grosso do Sul",NA,"Flor creme. Habitat: Floresta Estacional Decídua. Habito: Subarbusto. 1,60m de altura.","CGMS1057689",NA,"A.Pott.","02","Assentamento Andalucia.",NA,"08","Nioaque","-55.7513889","-20.7927777","202","202",NA,NA,"-55,7513889","-20,7927777",NA,NA,"2009","09","15",NA,NA,NA,NA
"185","2021-04-07 11:43:11-03","UFMS","CGMS","27988","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"L.C.S. Magalhães; R.G. Fernandes","30","2008",NA,"Brasil","Mato Grosso do Sul",NA,"Flor creme. Habitat: Floresta Estacional Decídua. Habito: Subarbusto. 0.7m","CGMS1057432",NA,"A.Pott","10","Assentamento Andalucia.",NA,"10","Nioaque","-55.7513889","-20.7927777","202","202",NA,NA,"-55,7513889","-20,7927777",NA,NA,"2009","10","26",NA,NA,NA,NA
"186","2021-04-07 11:43:11-03","UFMS","CGMS","56936","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"A. Pott","17293","2008",NA,"Brasil","Mato Grosso do Sul",NA,NA,"CGMS1086794",NA,"A. Pott","06","Carandazal.",NA,"26","Corumbá","-57.1133333","-19.7744445",NA,NA,NA,NA,"-57,1133333","-19,7744445",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-04-07 11:43:11-03","UFMS","CGMS","74428","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"V.J. Pott","236","1986",NA,"Brasil","Mato Grosso do Sul",NA,"Sombra. CPAP - 2085. Habitat: Solo calcário. Habito: Subarbusto 1,5 m de altura.","CGMS1107294",NA,NA,"04","Cidade De Corumba - Rua Porto Carreiro, 2147.",NA,"10","Corumbá","-57.65","-19.0166667","140","140",NA,NA,"-57,65","-19,0166667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-04-07 11:43:11-03","UFMS","CGMS","28120","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"L.C.S. Magalhães; G.A. Damasceno-Junior","162","2008",NA,"Brasil","Mato Grosso do Sul",NA,"Flor rosa. Habitat: Floresta Estacional Decídua. Habito: Subarbusto. 0,7m de altura.","CGMS1057566",NA,"A.Pott.","12","Assentamento Andalucia.",NA,"06","Nioaque","-55.7513889","-20.7927777","202","202",NA,NA,"-55,7513889","-20,7927777",NA,NA,"2009","07","25",NA,NA,NA,NA
"189","2021-04-07 11:43:11-03","UFMS","CGMS","73640","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"M.R. Oliveira; F.M. Alves, J.P.S.P. Bento","62","2018",NA,"Brasil","Mato Grosso do Sul",NA,"Folhas rosadas Habitat: Interior de floresta estacional decidual Habito: Arbusto","CGMS1106447",NA,"F.M. Alves","10","Fazenda Marambaia, floresta estacional semidecidual. Parque Nacional da Serra da Bodoquena",NA,"31","Bonito","-56.6277778","-21.105","408","408",NA,NA,"-56,6277778","-21,105",NA,NA,"2018","10","31",NA,NA,NA,NA
"190","2021-04-07 11:43:11-03","UFMS","CGMS","74427","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"A. Pott; G.L. Webster & V.J. Pott","1408","1984",NA,"Brasil","Mato Grosso do Sul",NA,"Igual Webster N.25.315 (Cpap 1472). CPAP - 581. Habitat: Vegetação Secundaria; Ex-Caatinga Arborea. Solo calcimórfico. Relevo quase plano. Habito: Arbusto 1 m de altura.","CGMS1107293",NA,"A. Pott","10","Morro Da Noroeste.",NA,"01","Corumbá","-57.65","-19.0166667","140","140",NA,NA,"-57,65","-19,0166667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-04-07 11:43:11-03","UFMS","CGMS","21323","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"S.V. Boff","168","2006",NA,"Brasil","Mato Grosso do Sul",NA,NA,"CGMS1050728",NA,"A. Pott","01","Fazenda São Bento.",NA,"05","Corumbá","-57.0188889","-19.5766667",NA,NA,NA,NA,"-57,0188889","-19,5766667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-04-07 11:43:11-03","UFMS","CGMS","28156","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"L.C.S. Magalhães; T.S. Amaral","198","2009",NA,"Brasil","Mato Grosso do Sul",NA,"Fruto verde. Habitat: Floresta Estacional Decídua. Habito: Subarbusto.","CGMS1057602",NA,"L.C.S.Magalhães","01","Assentamento Andalucia.",NA,"09","Nioaque","-55.7513889","-20.7927777","202","202",NA,NA,"-55,7513889","-20,7927777",NA,NA,"2009","01","09",NA,NA,NA,NA
"193","2021-04-07 11:43:11-03","UFMS","CGMS","28267","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","villosa","Acalypha villosa","Jacq.",NA,"L.C.S. Magalhães; L.G. Escalante","309","2009",NA,"Brasil","Mato Grosso do Sul",NA,"Flor branca. Habitat: Floresta Estacional Decídua. Habito: Subarbusto. 0,90m de altura.","CGMS1057715",NA,"A.Pott","03","Assentamento Andalucia.",NA,"22","Nioaque","-55.7513889","-20.7927777","202","202",NA,NA,"-55,7513889","-20,7927777",NA,NA,"2009","09","15",NA,NA,NA,NA
