"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus"
"49","2019-10-07 09:13:39-03","UEFS","HUEFS","241304","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini",NA,"Bitencourt, C.","247","2016","01","09",NA,"BR","Minas Gerais","Diamantina","Parque Nacional das Em afloramento rochoso.","-43.6002998352051","-18.2493991851807","1250","1250",NA,NA,"HUEFS0241304",NA,"Asteranae",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"50","2019-10-07 09:13:39-03","UEFS","HUEFS","119727","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini",NA,"Ribeiro, P.L.","225","2007","02","13",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina Curvelo, a 5 Km de Diamantina.","-43.6575","-18.2525",NA,NA,NA,"Campo rupestre, solo arenoso-pedregoso.","HUEFS0119727","HUEFS0119727","Asteranae",NA,NA,NA,"43W39'27''","18S15'9''",NA,NA,NA,NA,NA
"51","2019-10-07 09:13:39-03","UEFS","HUEFS","162800","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","A.Rapini","Ribeiro, P.L.","308","2008","02","05",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Trinta Reis.","-43.593333","-18.573333",NA,NA,NA,"Campo rupestre.","HUEFS0162800","HUEFS0162800","Asteranae","2010",NA,NA,"43W35'36''","18S34'24''","11",NA,NA,NA,NA
"52","2019-10-07 09:13:39-03","UEFS","HUEFS","162806","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","A.Rapini","Ribeiro, P.L.","314","2008","02","06",NA,"Brasil","Minas Gerais","Serro","2,5 Km depois de Três Barras em direção à Serro.","-43.435833","-18.531389","1121","1121",NA,"Campo rupestre.","HUEFS0162806","HUEFS0162806","Asteranae","2010",NA,NA,"43W26'9''","18S31'53''","11",NA,NA,NA,NA
"53","2019-10-07 09:13:39-03","UEFS","HUEFS","162811","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","A.Rapini","Ribeiro, P.L.","319","2008","02","06",NA,"Brasil","Minas Gerais","Serro","2,5 Km depois de Três Barras em direção à Serro.","-43.485833","-18.446944","1233","1233",NA,"Campo rupestre.","HUEFS0162811","HUEFS0162811","Asteranae","2010",NA,NA,"43W29'9''","18S26'49''","11",NA,NA,NA,NA
"54","2019-10-07 09:13:39-03","UEFS","HUEFS","162815","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","A.Rapini","Ribeiro, P.L.","323","2008","02","07",NA,"Brasil","Minas Gerais","Diamantina","Rodovia Diamantina - Mendanha,Km 578.","-43.723889","-18.283333","1350","1350",NA,"Campo rupestre.","HUEFS0162815","HUEFS0162815","Asteranae","2010",NA,NA,"43W43'26''","18S17'0''","11",NA,NA,NA,NA
"55","2019-10-07 09:13:39-03","UEFS","HUEFS","162826","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","A.Rapini","Ribeiro, P.L.","334","2008","02","08",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina - Conselheiro Mata, 8,6 km da entrada.","-43.553333","-18.351389","1226","1226",NA,"Campo rupestre.","HUEFS0162826","HUEFS0162826","Asteranae","2010",NA,NA,"43W33'12''","18S21'5''","11",NA,NA,NA,NA
"56","2019-10-07 09:13:39-03","UEFS","HUEFS","162878","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini",NA,"Ribeiro, P.L.","386","2008","05","05",NA,"Brasil","Minas Gerais","Diamantina","Leste de Diamantina, estrada para o povoado de Boa Vista, após o povoado de Extração.","-43.501389","-18.261944","1070","1070",NA,"Campo rupestre.","HUEFS0162878","HUEFS0162878","Asteranae",NA,NA,NA,"43W30'5''","18S15'43''",NA,NA,NA,NA,NA
"57","2019-10-07 09:13:39-03","UEFS","HUEFS","162899","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini",NA,"Ribeiro, P.L.","407","2009","03","24",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio preto, trilha para o alojamento do Morro.","-43.33","-18.178333","1275","1275",NA,"Campo rupestre, rochoso.","HUEFS0162899","HUEFS0162899","Asteranae",NA,NA,NA,"43W19'48''","18S10'42''",NA,NA,NA,NA,NA
"58","2019-10-07 09:13:39-03","UEFS","HUEFS","210881","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini",NA,"Rapini, A.","2041","2014","02","03",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Milho Verde.","-43.551389","-18.315",NA,NA,NA,NA,"HUEFS0210881","HUEFS0210881","Asteranae",NA,NA,NA,"43W33'5''","18S18'54''",NA,NA,NA,NA,NA
"59","2019-10-07 09:13:39-03","UEFS","HUEFS","226306","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","A.Rapini","Martinelli, G.","18950","2016","01","28",NA,"Brasil","Minas Gerais","Serro","São Gonçalo do Rio das Pedras. Trilha para o Pico do Raio.","-43.475278","-18.432778","1200","1200",NA,"Campo rupestre.","HUEFS0226306","HUEFS0226306","Asteranae","2019",NA,NA,"43W28'31''","18S25'58''","04",NA,NA,NA,NA
"60","2019-10-07 09:13:39-03","UEFS","HUEFS","228879","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","A.Rapini","Costa, F.N.","801","2004","06","29",NA,"Brasil","Minas Gerais","Diamantina","Próximo à Curralinho. Estrada para ponte-do-acaba-mundo.","-43.511667","-18.254722","1205","1205",NA,"Campo rupestre.","HUEFS0228879","HUEFS0228879","Asteranae","2019",NA,NA,"43W30'42''","18S15'17''","04",NA,NA,NA,NA
"61","2019-10-07 09:13:39-03","UEFS","HUEFS","162812","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","A.Rapini","Ribeiro, P.L.","320","2008","02","06",NA,"Brasil","Minas Gerais","Serro","2,5 Km depois de Três Barras em direção à Serro.","-43.553333","-18.351389","1226","1226",NA,"Campo rupestre.","HUEFS0162812","HUEFS0162812","Asteranae","2010",NA,NA,"43W33'12''","18S21'5''","11",NA,NA,NA,NA
"62","2019-09-04 20:07:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Ditassa","refractifolia","Ditassa refractifolia",NA,NA,"A. Glaziou","19639",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype"
"63","2019-07-09 14:14:24-03","F","FMNH-SEEDPLANTS","V0048905F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Ditassa","refractifolia","Ditassa refractifolia",NA,"A. Rapini","A. Glaziou","19638",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0048905F","V0048905F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isolectotype"
"64","2019-07-09 14:15:58-03","F","FMNH-SEEDPLANTS","V0419937F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Minaria","refractifolia","Minaria refractifolia",NA,"RRC ID Flag","W. R. Anderson","35536","1972","2","5","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,"V0419937F","V0419937F_01 V0419937F_02","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"35536",NA,NA
"65","2019-07-09 14:16:47-03","F","FMNH-SEEDPLANTS","V0419938F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Minaria","refractifolia","Minaria refractifolia",NA,"RRC ID Flag","H. S. Irwin","21897","1969","1","14","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,"V0419938F","V0419938F_01 V0419938F_02","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"21897",NA,NA
"66","2019-11-01 14:52:49-03","UnB","UB","117903","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K. Schum.) T.U.P. Konno & Rapini","Fontella, J","Irwin, HS","21897","1969","01","14","Southern America","Brasil","Minas Gerais",NA,"Ca. 29km SW of Diamantina on road to Gouveia",NA,NA,NA,NA,NA,"Flowers cream.; Ramose herb 0,25m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-01 14:52:49-03","UnB","UB","117904","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K. Schum.) T.U.P. Konno & Rapini","Fontella, J","Irwin, HS","22567","1969","01","24","Southern America","Brasil","Minas Gerais",NA,"Vicinity of Datas",NA,NA,NA,NA,NA,"Flowers with horsy odor; corolla cream.; Ramose herb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-01 14:52:49-03","UnB","UB","117905","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K. Schum.) T.U.P. Konno & Rapini","Fontella, J","Anderson, WR","35536","1972","02","05","Southern America","Brasil","Minas Gerais","Datas","Ca. 15km S of Diamantina","-43.6557998657227","-18.4456005096436",NA,NA,NA,"With white latex in stems; flowers greenish white, forming a tangled growth in rocks.; Small shrub.",NA,NA,NA,NA,"23532","auto",NA,NA,NA,NA,NA,NA,NA
"69","2019-11-01 14:52:49-03","UnB","UB","117906","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K. Schum.) T.U.P. Konno & Rapini","Fontella, J","Forzza, RC","663","1998","02","28","Southern America","Brasil","Minas Gerais","Diamantina","Km 606 BR 259, estrada para Gouveia","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Flores creme-esverdeadas. Látex leitoso passando a azulado.",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"70","2013-05-29 10:42:18-03","UM","RECOLNAT_UM_MPU","MPU021568","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Ditassa","refractifolia","Ditassa refractifolia","K.Schum.",NA,"Glaziou, A.",NA,"1892","4","5",NA,"Brésil",NA,NA,"Minas Geraes: Tombador près de Diamantina",NA,NA,NA,NA,"hb","Reçu le 8 Décembre 1892. Double de P00643447 et P00643446 <a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu021568' target='other'> <mi>dwc_moreinfo</mi></a>","MPU021568",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19638",NA,"isolectotype"
"71","2014-09-23 10:56:47-03","G","G","G00176999","S","Plantae",NA,NA,"Asclepiadaceae","Minaria","refractifolia","Minaria refractifolia","(K. Schum.) T. U. P. Konno & Rapini","Rapini, A.","Glaziou, A. F. M.","19638","1892",NA,"00","AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=179031&base=img&lang=en","G00176999","G00176999",NA,"2002",NA,NA,"-53.08972222","-10.77305556","01","01",NA,NA,"ISOLECTOTYPUS of Ditassa refractifolia K. Schum."
"72","2014-09-23 10:56:47-03","G","G","G00177001","S","Plantae",NA,NA,"Asclepiadaceae","Minaria","refractifolia","Minaria refractifolia","(K. Schum.) T. U. P. Konno & Rapini","Fontella Pereira, J.","Glaziou, A. F. M.","19639","1892","03","23","AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=179033&base=img&lang=en","G00177001","G00177001",NA,"1966",NA,NA,"-53.08972222","-10.77305556","01","01",NA,NA,"ISOSYNTYPUS of Ditassa refractifolia K. Schum."
"73","2014-09-23 10:56:47-03","G","G","G00177000","S","Plantae",NA,NA,"Asclepiadaceae","Minaria","refractifolia","Minaria refractifolia","(K. Schum.) T. U. P. Konno & Rapini","Rapini, A.","Glaziou, A. F. M.","19639","1892","03","23","AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=179032&base=img&lang=en","G00177000","G00177000",NA,"2002",NA,NA,"-53.08972222","-10.77305556","01","01",NA,NA,"ISOSYNTYPUS of Ditassa refractifolia K. Schum."
