"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","typeStatus","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","monthIdentified","order","dayIdentified","individualCount","fieldNumber"
"50","2010-01-25 15:41:00-02","MO","MOBOT","100191337","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Y. Inturias|Luzmila Arroyo P.|S. Carreño|C. Roth|Julio Dávalos","Inturias 137","2009","1","31","South America","Bolivia","Santa Cruz","Vallegrande","Las Lajitas, camino a Kallana. <135-138>","-64.125","-18.5058333","2337.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","09-3"
"51","2010-01-25 15:40:00-02","MO","MOBOT","100191339","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Y. Inturias|S. Carreño|Luzmila Arroyo P.|C. Roth|Julio Dávalos","Inturias 130","2009","1","30","South America","Bolivia","Santa Cruz","Vallegrande","Camino entre Loma Larga y San Lorenzo. <129-134>","-63.9238889","-18.6658333","2200.00000000",NA,NA,NA,NA,"2300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","09-2"
"52","2010-01-25 15:00:00-02","MO","MOBOT","100193115","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","S. Carreño|Y. Inturias|Luzmila Arroyo P.|C. Roth|Julio Dávalos","Carreño 137A","2009","2","1","South America","Bolivia","Santa Cruz","Vallegrande","Entre Alto Veladero y Lagunitas. <123-147>","-64.2558333","-18.3661111","2785.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","09-7"
"53","2013-11-26 05:40:00-02","MO","MOBOT","100194014","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Reinaldo Lozano","Lozano 2456","2007","6","1","South America","Bolivia","Chuquisaca","Oropeza","Cajamarca, ca. 30 km al noroeste de Sucre, camino a Chataquila. <2440-2463>","-65.3911111","-18.95","3269.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"54","2010-01-25 14:41:00-02","MO","MOBOT","100194680","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","S. Carreño|Y. Inturias|Luzmila Arroyo P.|C. Roth|Julio Dávalos","Carreño 118","2009","2","1","South America","Bolivia","Santa Cruz","Vallegrande","Lajas a 4 km de Moromoro. <118-122>","-64.2972222","-18.3630556","2745.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","09-6"
"55","2010-01-25 14:41:00-02","MO","MOBOT","100194681","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","S. Carreño|Y. Inturias|Luzmila Arroyo P.|C. Roth|Julio Dávalos","Carreño 119","2009","2","1","South America","Bolivia","Santa Cruz","Vallegrande","Lajas a 4 km de Moromoro. <118-122>","-64.2972222","-18.3630556","2745.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","09-6"
"56","2010-01-25 14:41:00-02","MO","MOBOT","100194682","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","S. Carreño|Y. Inturias|Luzmila Arroyo P.|C. Roth|Julio Dávalos","Carreño 120","2009","2","1","South America","Bolivia","Santa Cruz","Vallegrande","Lajas a 4 km de Moromoro. <118-122>","-64.2972222","-18.3630556","2745.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","09-6"
"57","2015-04-21 05:44:00-03","MO","MOBOT","100203910","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo|Mary Mendizábal|V.D. Rojas","Linneo Foronda 1495","2008","10","11","South America","Bolivia","Cochabamba","Carrasco","Palca, 10 km al norte de la carretera antigua, entre Valle Hermoso y Totora, a 4 km.","-64.9752778","-17.6713889","3000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","08-9"
"58","2013-02-02 05:34:00-02","MO","MOBOT","100237227","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","S. P. Churchill|Eliana Calzadilla|Y. Inturias|Julio Dávalos","Churchill 24967","2009","12","14","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Camino a la represe Comarapa.","-64.5613889","-17.9405555","1812.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","09-9"
"59","2015-04-21 05:44:00-03","MO","MOBOT","100357693","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo","Linneo Foronda 1728","2009","9","26","South America","Bolivia","Santa Cruz","Florida","A 12 km de San Juan del Rosario, camino a Postervalle, La Pajcha, próximo a limites provinciales con Florida-Vallegrande, a 1 km Oeste por encima de la cascada. <1728-1735>","-63.8225","-18.4025","1850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA
"60","2011-04-11 18:00:00-03","MO","MOBOT","100364799","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Marko Lewis","Lewis 87-1713","1987","12","23","South America","Bolivia","La Paz","Loayza","Along the Rio Yunga Yunga between Quiraya and Estancia Peroma. Ca. 19 km NNE of Luribay.","-67.6","-16.9","4000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"61","2011-04-23 11:46:00-03","MO","MOBOT","100367834","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Marko Lewis","Lewis 86-1435","1986","9","2","South America","Bolivia","La Paz","Inquisivi","Halfway down the N-facing slope between Inquisivi and Rio Khatu, ca. 1.5 km N of Inquisivi.","-67.15","-16.8833333","2200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"62","2011-06-11 12:58:00-03","MO","MOBOT","100384064","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Marko Lewis","Lewis 88-051","1988","3","12","South America","Bolivia","La Paz","Inquisivi","About 0.5 km above the Rio Khatu where the Inquisivi-Licoma Pampa Road crosses it ca. 2 km N of Inquisivi.","-67.15","-16.8833333","2200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"63","2015-04-21 05:44:00-03","MO","MOBOT","100413118","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo|V. Salinas","Linneo Foronda 2047","2010","4","20","South America","Bolivia","Cochabamba","Ayopaya","Municipio de Independencia. Comunidad de Sivingani. A 1 km de la casa del Sr. Marcial Altamirano dirección Norte, en orillas del río. <2046-2047>","-66.2372222","-16.9322223","2900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10-12"
"64","2015-04-21 05:44:00-03","MO","MOBOT","100413915","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo","Linneo Foronda 1918","2010","4","14","South America","Bolivia","Cochabamba","Ayopaya","Municipio de Independencia. A 2 km al NE del pueblo Independencia, por el camino. <1908-1922>","-66.8030556","-17.0808334","2532.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10-2"
"65","2015-04-21 05:44:00-03","MO","MOBOT","100417313","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo","Linneo Foronda 1925","2010","4","15","South America","Bolivia","Cochabamba","Ayopaya","Municipio de Independencia. A 3 cuadras de la plaza, dirección oeste, detrás la Alcaldía. <1924-1935>","-66.8183334","-17.0838889","2639.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10-4"
"66","2015-04-21 05:44:00-03","MO","MOBOT","100421640","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo|V. Salinas","Linneo Foronda 2072A","2010","4","20","South America","Bolivia","Cochabamba","Ayopaya","Municipio de Independencia. Comunidad de Sivingani, dirección Norte, de regreso de El Picacho, lado norte del río. <2069-2083>","-66.8672223","-16.9177778","2976.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10-15"
"67","2016-04-12 14:55:00-03","MO","MOBOT","100423735","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Alfredo F. Fuentes|C. Aldana","Fuentes Claros 6604","2004","9","4","South America","Bolivia","La Paz","Bautista Saavedra","Area Natural de Manejo Integrado Apolobamba; Charazani, laderas superiores sobre la carretera a La Paz. Terrazas de cultivo en prepuna con elementos de vegetacion natural. PLANTAS SIN ALCOHOLIZAR.","-69.0122222","-15.1766667","3315.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","04-16"
"68","2015-04-21 05:44:00-03","MO","MOBOT","100424103","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo","Linneo Foronda 361B","2006","3","21","South America","Bolivia","Cochabamba","Quillacollo","Municipio de Vinto. Iscaipata, zona La Cascada (Parque ecológico). <340-379>","-66.3613889","-17.4283334","3200.00000000",NA,NA,NA,NA,"3600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","22-06"
"69","2015-04-21 05:44:00-03","MO","MOBOT","100518748","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","S. Carreño|Ivan Linneo","Carreño 368","2011","4","10","South America","Bolivia","Santa Cruz","Vallegrande","Cincho Redondo (Tucarillo- Moro Moro), hubicado a 7 km de Moro Moro, ubicado al lado noroeste de Vallegrande a 28 km. <360-411B>","-64.3236111","-18.4113889","2555.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-4"
"70","2019-04-10 16:28:00-03","MO","MOBOT","100519459","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Carreno","S. Carreño|Ivan Linneo","Carreño 371","2011","4","10","South America","Bolivia","Santa Cruz","Vallegrande","Cincho Redondo (Tucarillo- Moro Moro), hubicado a 7 km de Moro Moro, ubicado al lado noroeste de Vallegrande a 28 km. <360-411B>","-64.3236111","-18.4113889","2555.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-4"
"71","2019-04-17 12:48:00-03","MO","MOBOT","100519469","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","S. Carreño|Ivan Linneo","Carreño 388","2011","4","10","South America","Bolivia","Santa Cruz","Vallegrande","Cincho Redondo (Tucarillo- Moro Moro), hubicado a 7 km de Moro Moro, ubicado al lado noroeste de Vallegrande a 28 km. <360-411B>","-64.3236111","-18.4113889","2555.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-4"
"72","2019-04-17 14:28:00-03","MO","MOBOT","100520211","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","S. Carreño|Ivan Linneo","Carreño 374","2011","4","10","South America","Bolivia","Santa Cruz","Vallegrande","Cincho Redondo (Tucarillo- Moro Moro), hubicado a 7 km de Moro Moro, ubicado al lado noroeste de Vallegrande a 28 km. <360-411B>","-64.3236111","-18.4113889","2555.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-4"
"73","2019-04-11 11:22:00-03","MO","MOBOT","100526855","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Carreno","S. Carreño|Ivan Linneo","Carreño 518","2011","4","13","South America","Bolivia","Santa Cruz","Vallegrande","Las Pampitas (El Rodeo) a 23 km norte de Vallegrande camino de Vallegrande a Alto Seco, camino antigua de las rutas del “Che”. <512-582>","-64.1241667","-18.6433333","2890.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-6"
"74","2019-04-17 13:36:00-03","MO","MOBOT","100526863","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","S. Carreño|Ivan Linneo","Carreño 414","2011","4","11","South America","Bolivia","Santa Cruz","Vallegrande","Cincho Blanco (Las Lajas), a 5 km noreste de Moro Moro, y Moro Moro ubicado al lado noroeste de Vallegrande a 28 km. <412-422>","-64.2958333","-18.3658333","2764.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","11-4A"
"75","2019-04-11 11:19:00-03","MO","MOBOT","100527005","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Carreno","S. Carreño|Ivan Linneo","Carreño 521","2011","4","13","South America","Bolivia","Santa Cruz","Vallegrande","Las Pampitas (El Rodeo) a 23 km norte de Vallegrande camino de Vallegrande a Alto Seco, camino antigua de las rutas del “Che”. <512-582>","-64.1241667","-18.6433333","2890.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-6"
"76","2015-04-21 05:44:00-03","MO","MOBOT","100527928","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","S. Carreño|Ivan Linneo","Carreño 403","2011","4","10","South America","Bolivia","Santa Cruz","Vallegrande","Cincho Redondo (Tucarillo- Moro Moro), hubicado a 7 km de Moro Moro, ubicado al lado noroeste de Vallegrande a 28 km. <360-411B>","-64.3236111","-18.4113889","2555.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-4"
"77","2012-10-31 16:11:00-02","MO","MOBOT","100530680","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","S. Carreño|M. Huanca","Carreño 1307","2011","8","23","South America","Bolivia","Santa Cruz","Vallegrande","Kasamonte, 20 km al sur de Vallegrande; camino Vallegrande y Loma Larga desviando al lado derecho, del desvio a 5-7 km. <1303-1311>","-64.0252778","-18.7111111","2223.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-11C"
"78","2019-03-14 15:34:00-03","MO","MOBOT","100532514","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","S. Carreño|Ivan Linneo","Carreño 392","2011","4","10","South America","Bolivia","Santa Cruz","Vallegrande","Cincho Redondo (Tucarillo- Moro Moro), hubicado a 7 km de Moro Moro, ubicado al lado noroeste de Vallegrande a 28 km. <360-411B>","-64.3236111","-18.4113889","2555.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-4"
"79","2012-10-31 16:11:00-02","MO","MOBOT","100532537","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","S. Carreño|M. Huanca","Carreño 1310","2011","8","23","South America","Bolivia","Santa Cruz","Vallegrande","Kasamonte, 20 km al sur de Vallegrande; camino Vallegrande y Loma Larga desviando al lado derecho, del desvio a 5-7 km. <1303-1311>","-64.0252778","-18.7111111","2223.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-11C"
"80","2012-10-31 11:03:00-02","MO","MOBOT","100532549","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","S. Carreño|M. Huanca","Carreño 1054","2011","8","20","South America","Bolivia","Santa Cruz","Vallegrande","Monte Paulo situado a 25 km al norte de Vallegrande. Camino entre Vallegrande a Loma Larga. <1026-1061>","-63.9166667","-18.6775","2363.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-11"
"81","2013-06-27 21:56:00-03","MO","MOBOT","100607503","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","S. Carreño|M. Huanca","Carreño 1018","2011","8","20","South America","Bolivia","Santa Cruz","Vallegrande","Monte Paulo (Sawintales) situado a 25 km al norte de Vallegrande. Camino entre Vallegrande a Loma Larga. <1026-1061>","-63.9166667","-18.6775","2363.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-11"
"82","2014-04-19 16:47:00-03","MO","MOBOT","100613572","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","S. Carreño|M. Huanca","Carreño 1489","2011","8","25","South America","Bolivia","Santa Cruz","Vallegrande","Agua de Oro. Camino de Vallegrande hacia Las Pampitas (El Rodeo), a 16,9 km al norte de Vallegrande, camino antigua de las rutas del “Che.” <1481-1517>","-64.1255556","-18.6227778","2772.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-15"
"83","2014-04-19 16:34:00-03","MO","MOBOT","100614401","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","S. Carreño|M. Huanca","Carreño 1483","2011","8","25","South America","Bolivia","Santa Cruz","Vallegrande","Agua de Oro. Camino de Vallegrande hacia Las Pampitas (El Rodeo), a 16,9 km al norte de Vallegrande, camino antigua de las rutas del “Che.” <1481-1517>","-64.1255556","-18.6227778","2772.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-15"
"84","2014-06-17 15:02:00-03","MO","MOBOT","100661642","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Y. Inturias|G.A. Parada|M. Betancur","Inturias 1185","2011","12","5","South America","Bolivia","Santa Cruz","Vallegrande","Entre Agua amarilla y Agua Ibele, zona dedicada a la agricultura.","-64.31","-18.1997222","2275.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-27"
"85","2014-06-17 15:03:00-03","MO","MOBOT","100661926","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Y. Inturias|G.A. Parada|M. Betancur","Inturias 1194","2011","12","6","South America","Bolivia","Santa Cruz","Vallegrande","Del cruce de Ramos hacia Torrecillas.","-64.3197223","-18.4647222","1982.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","11-29"
"86","2014-06-17 15:04:00-03","MO","MOBOT","100661989","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Y. Inturias|G.A. Parada|M. Betancur","Inturias 1203","2011","12","8","South America","Bolivia","Santa Cruz","Vallegrande","Entre El Trigal hacia el río Tembladeras.","-64.1158333","-18.3127778","1976.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","11-30"
"87","2015-04-21 05:44:00-03","MO","MOBOT","100699252","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo|et al.","Linneo Foronda 3504","2013","6","13","South America","Bolivia","Tarija","Gran Chaco","Municipio de Villamontes, comunidad de Tarairi, 10 km de ida al área protegida del Aguarague. <3504-3536>","-63.4488889","-21.0691667","686.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13-07"
"88","2015-04-21 05:44:00-03","MO","MOBOT","100702417","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo|et al.","Linneo Foronda 3455","2013","6","10","South America","Bolivia","Tarija","Gran Chaco","Municipio de Villamontes, AMNI Parque Aguarague, comunidad de Chimeo.","-63.4716667","-21.1966666","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13-06"
"89","2015-04-21 05:44:00-03","MO","MOBOT","100710402","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo|et al.","Linneo Foronda 3536","2013","6","13","South America","Bolivia","Tarija","Gran Chaco","Municipio de Villamontes, comunidad de Tarairi, 10 km de ida al área protegida del Aguarague. <3504-3536>","-63.4488889","-21.0691667","686.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13-07"
"90","2015-04-21 05:44:00-03","MO","MOBOT","100710489","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo|E. Chávez|M.L. Ortuste","Linneo Foronda 3767","2013","10","23","South America","Bolivia","Tarija","Gran Chaco","Municipio de Caraparí, Beretichaco, 7 km al sureste del pueblo, montaña mas alta. <3725-3788>","-63.6325","-21.5833333","1000.00000000",NA,NA,NA,NA,"1431.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13-30"
"91","2015-04-21 05:44:00-03","MO","MOBOT","100710716","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo|et al.","Linneo Foronda 3404","2012",NA,NA,"South America","Bolivia","Tarija","Gran Chaco","Municipio de Yacuiba, Aguairenda, a 3 km del pueblo en dirección nor-oeste. <3370-3404>","-63.6566667","-21.8583333","700.00000000",NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13-02"
"92","2015-04-21 05:44:00-03","MO","MOBOT","100711036","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo|E. Chávez|M.L. Ortuste","Linneo Foronda 3739","2013","10","23","South America","Bolivia","Tarija","Gran Chaco","Municipio de Caraparí, Beretichaco, 7 km al sureste del pueblo, montaña mas alta. <3725-3788>","-63.6325","-21.5833333","1000.00000000",NA,NA,NA,NA,"1431.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13-30"
"93","2015-04-21 05:44:00-03","MO","MOBOT","100732696","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo|et al.","Linneo Foronda 4030","2014","6","16","South America","Bolivia","Chuquisaca","Sud Cinti","El Palmar, entre los ríos Pilcomayo (Huacareta) y Pilaya (camino a Entre Ríos). <4024-4035>","-64.2430555","-20.7677778","1215.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","14-11"
"94","2015-04-21 05:44:00-03","MO","MOBOT","100732697","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo|et al.","Linneo Foronda 4034","2014","6","16","South America","Bolivia","Chuquisaca","Sud Cinti","El Palmar, entre los ríos Pilcomayo (Huacareta) y Pilaya (camino a Entre Ríos). <4024-4035>","-64.2430555","-20.7677778","1215.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","14-11"
"95","2015-04-21 05:44:00-03","MO","MOBOT","100733640","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo|et al.","Linneo Foronda 4039","2014","6","16","South America","Bolivia","Chuquisaca","Sud Cinti","El Palmar, entre los ríos Pilcomayo (Huacareta) y Pilaya (camino a Entre Ríos); amino de ida al Pilcomayo. <4036-4044A>","-64.2680556","-20.7944444","1349.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","14-12"
"96","2015-04-21 05:44:00-03","MO","MOBOT","100735324","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo|et al.","Linneo Foronda 4037","2014","6","16","South America","Bolivia","Chuquisaca","Sud Cinti","El Palmar, entre los ríos Pilcomayo (Huacareta) y Pilaya (camino a Entre Ríos); amino de ida al Pilcomayo. <4036-4044A>","-64.2680556","-20.7944444","1349.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","14-12"
"97","2015-04-21 05:44:00-03","MO","MOBOT","100759687","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Ivan Linneo|et al.","Linneo Foronda 4144","2014","9","12","South America","Bolivia","Chuquisaca","Hernando Siles","Municipio de Huacareta, pasando 40 km de Rosario del Ingre, 5 km antes del río Pilcomayo, sobre el camino. <4138-4144>","-63.9702778","-20.9027778","866.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","14-24"
