"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"47","2008-07-02 03:32:00-03","MO","MOBOT","3458794","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Karen M. Redden","Redden 5078","2007","1","19","South America","Guyana",NA,NA,"Conservation Internation concession on the Essequibo River. Mora dominant. Mixed brown/white sand. Riparian vegetation. Large boulders scattered about river and along bank.","-58.43888","3.99194",NA,NA,NA,NA,"C.M. Taylor","93.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-07-02 03:32:00-03","MO","MOBOT","3458807","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Karen M. Redden","Redden 5234","2007","1","25","South America","Guyana",NA,NA,"Conservation Internation concession on the Essequibo River. Base Camp II (Koke Camp). Riparian forest. Red laterite soil and small pebble banks. Shrub common along river edge.","-58.23472","3.51194",NA,NA,NA,NA,"C.M. Taylor","103.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2016-12-07 05:17:00-02","MO","MOBOT","3579230","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Jürgen Homeier|M.A. Chinchero","Homeier 2029","2005","10","28","South America","Ecuador","Napo",NA,"Parque Nacional Sumaco-Galeras, Cordillera Galleras, premontane rain forest","-77.58333","-0.81666",NA,NA,NA,NA,"C.M. Taylor (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"50","2020-07-10 09:49:12-03","MBML","MBML-HERBARIO","26838",NA,"Plantae",NA,NA,"Rubiaceae","Rudgea","aff. crassifolia","Rudgea aff. crassifolia","Zappi & E. Lucas","V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1875","2006","02","16",NA,"Brasil","Espírito Santo","Santa Leopoldina","Serra do Ramalhete, Fazenda Caioaba, Prop.: Cláudio Virloni, trilha da divisa, lado esquerdo","-40.470639","-20.058611",NA,"Arvoreta 7m, frutos imaturos verdes. Acima da rocha.","MBML026838",NA,"D. Zappi/Out.2009","250","250",NA,NA,NA,"40W28'14,3","20S3'31",NA,NA,NA,NA,NA,NA,NA
"51","2021-01-26 13:58:19-03","IMA","MAC","29944","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","M.L.Guedes; G.Carvalho; J.S.Santos","12648","2006","09","15",NA,"Brasil","Bahia","Ituberá","Mata de Burunganga.","-40.421192","-13.760328",NA,"Subarbustoca. de 2m de altura. Flores alvas.; Restinga.","MAC0029944","MAC0029944","J.Jardim",NA,NA,NA,"2019","10","-40.421192","-13.760328",NA,NA,NA,NA,NA,NA,NA
"52","2021-02-04 10:30:04-03","UFRPE","HST","20555","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","M.L.Guedes; F.S.Gomes, T.F. da S. Costa","21069","2013","12","17",NA,"Brasil","Bahia","Salvador","Região Metropolitana de Salvador","-38.510799407959","-12.9710998535156",NA,"Arbusto ca. 2 m alt.; folhas coriáceas, discolores; inflorescência terminal; frutos imaturos verdes.","HST020555",NA,"M.L.Guedes",NA,NA,NA,"2013","12","38W19'70''","12S55'70''","26018","auto",NA,NA,NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","K. M. Redden, C. Perry, D. Singh, E. Alexander, H. James, N. John, H. Simon & E. Joseph","5078","2007","1","19","South America - Neotropics","Guyana","U. Takutu-U. Essequibo",NA,"Conservation International concession on the Essequibo River","-58.4388","3.99206",NA,NA,NA,NA,"Taylor, C. M.","93",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"54","2020-09-12 05:00:02-03","US","US","2869043","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","A. Euponino","328",NA,NA,NA,"South America - Neotropics","Brazil","Bahia",NA,"A km 10 a 15 da BR 367 Porto Seguro para Eunapois",NA,NA,NA,NA,"US02742750","US02742750_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"55","2020-09-12 05:00:02-03","US","US","2868972","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","R. Belém & R. S. Pinheiro","2764",NA,NA,NA,"South America - Neotropics","Brazil","Bahia",NA,"BA, Santa Cruz Cabralia",NA,NA,NA,NA,"US02742753","US02742753_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"56","2020-09-12 05:00:02-03","US","US","3238685","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","A. Euponino","328","1973","10","18","South America - Neotropics","Brazil","Bahia",NA,"Regiao Cacaueira da Bahia, Municipio de Porto Seguro, km 10 a 15 da BR-367, Porto Seguro/ Eunapolis",NA,NA,NA,NA,"US02742749","US02742749_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","2880909","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","S. A. Mori, T. S. Santos & C. B. Thompson","10894",NA,NA,NA,"South America - Neotropics","Brazil","Bahia",NA,"Regiao Cacaueira da Bahia, Municipio de Sta. Cruz de Cabralia, 2-4 km a W de Sta. Cruz de Cabralia",NA,NA,NA,NA,"US02742747","US02742747_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"58","2020-09-12 05:00:02-03","US","US","3238686","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","R. Belém","2764","1966","10","31","South America - Neotropics","Brazil","Bahia",NA,"Regiao Cacaueira da Bahia, BA, Municipio de Santa Cruz de Cabralia",NA,NA,NA,NA,"US02742754","US02742754_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"59","2020-09-12 05:00:02-03","US","US","3071451","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","T. S. Santos","1137","1970","9","23","South America - Neotropics","Brazil","Bahia",NA,"Regiao Cacaueira da Bahia, BA, Municipio de Belmonte",NA,NA,NA,NA,"US02742751","US02742751_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"60","2020-09-12 05:00:02-03","US","US","3007316","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","G. Martinelli & T. R. Soderstrom","9610","1983","10","12","South America - Neotropics","Brazil","Bahia",NA,"Municipio de Santa Cruz de Cabralia, Ponta da Coroa, entre Santa Cruz e Porto seguro",NA,NA,NA,NA,"US02742746","US02742746_01",NA,"5",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"61","2019-11-13 11:30:32-03","USP","SPF","137218","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Gusmão, EF","274","1976","01","04",NA,"Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,NA,"SPF00137218",NA,"Zappi, DC",NA,NA,NA,"2001","08",NA,NA,"26018","auto",NA,NA,NA,NA,NA
"62","2019-10-07 09:14:54-03","UEFS","HUEFS","127406","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Nascimento, C.B.","74","1998","05","24",NA,"Brasil","Bahia","Salvador","Stela Maris, APA do Abaeté, condomínio Petromar.","-38.358333","-12.941667",NA,"Vegetação de Influência marinha.","HUEFS0127406",NA,"C.P.Bruniera",NA,NA,"Asteranae","2011","03","38W21'30''","12S56'30''",NA,NA,NA,NA,NA,NA,NA
"63","2019-10-07 09:14:54-03","UEFS","HUEFS","13448","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Queiroz, L.P.de","3204","1993","06","10",NA,"Brasil","Bahia","Salvador","Dunas de Itapuã, atrás do hotel Stella Maris, N do Condomínio Alamedas da Praia.","-38.016667","-12.916667",NA,"Dunas arenosas com tickets espessos nos vales separados por áreas quase desnudas nos altos.","HUEFS0013448",NA,"D.Zappi",NA,NA,"Asteranae","2001","12","38W1'","12S55'",NA,NA,NA,NA,NA,NA,NA
"64","2019-10-07 09:14:54-03","UEFS","HUEFS","180556","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Matos, E.N.de","51","2011","06","03",NA,"Brasil","Bahia","Canavieiras","Região da Jararaca (próximo da Fazenda Catita).","-39.183333","-15.633333",NA,"Arbustiva","HUEFS0180556","HUEFS0180556",NA,NA,NA,"Asteranae",NA,NA,"39W11'","15S38'",NA,NA,NA,NA,NA,NA,NA
"65","2019-10-07 09:14:54-03","UEFS","HUEFS","180659","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Matos, E.N.de","639","2011","10","05",NA,"Brasil","Bahia","Ituberá","Pratigi.","-39.017222","-13.704167",NA,"Floresta","HUEFS0180659","HUEFS0180659",NA,NA,NA,"Asteranae",NA,NA,"39W1'2''","13S42'15''",NA,NA,NA,NA,NA,NA,NA
"66","2019-10-07 09:14:54-03","UEFS","HUEFS","188874","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Matos, E.N.de","2467","2011","10","05",NA,"Brasil","Bahia","Nilo Peçanha","Pratigi","-39.016111","-13.696944",NA,"Restinga. Floresta.","HUEFS0188874","HUEFS0188874",NA,NA,NA,"Asteranae",NA,NA,"39W0'58''","13S41'49''",NA,NA,NA,NA,NA,NA,NA
"67","2019-10-07 09:14:54-03","UEFS","HUEFS","24","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Noblick, L.R.","1738","1980","03","16",NA,"Brasil","Bahia","Salvador","Dunas de Itapuã.","-38.35","-12.933333",NA,NA,"HUEFS0000024",NA,"J.Jardim",NA,NA,"Asteranae","2004","10","38W21'","12S56'",NA,NA,NA,NA,NA,NA,NA
"68","2019-10-07 09:14:54-03","UEFS","HUEFS","49273","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Jesus, N.G.","1096","2000","01","16",NA,"Brasil","Bahia","Entre Rios","RPPN Fazenda Lontra/Saudade.","-40.215556","-12.915278",NA,"Floresta subperenifolia.","HUEFS0049273","HUEFS0049273","D.Zappi","120","150","Asteranae","2005","06","40W12'56''","12S54'55''",NA,NA,NA,NA,NA,NA,NA
"69","2019-10-07 09:14:54-03","UEFS","HUEFS","99446","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Jardim, J.G.","4635","2005","06","19",NA,"Brasil","Bahia","Santa Cruz Cabrália","ca. 13,7 km da Ponta de Santo Antônio, rodovia para Belmonte.","-38.971111","-16.172778",NA,"Restinga arbórea sofrendo corte seletivo.","HUEFS0099446",NA,NA,NA,NA,"Asteranae",NA,NA,"38W58'16''","16S10'22''",NA,NA,NA,NA,NA,NA,NA
"70","2019-10-07 09:14:54-03","UEFS","HUEFS","9558","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Gusmão, E.F.de","508","1988","04","05",NA,"Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,NA,"HUEFS0009558","HUEFS0009558","D.Zappi",NA,NA,"Asteranae","2001","12",NA,NA,"26018","auto",NA,NA,NA,NA,NA
"71","2019-10-07 09:14:54-03","UEFS","HUEFS","33422","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Viana, B.F.","81","1996","05","01",NA,"Brasil","Bahia","Salvador","Abaeté.","-38.510799407959","-12.9710998535156",NA,"Dunas.","HUEFS0033422",NA,"D.Zappi",NA,NA,"Asteranae","2001","12",NA,NA,"26018","auto",NA,NA,NA,NA,NA
"72","2019-10-07 09:14:54-03","UEFS","HUEFS","8752","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Queiroz, L.P.de","488","1983","02","27",NA,"Brasil","Bahia","Salvador","Dunas de Itapuã","-38.510799407959","-12.9710998535156",NA,NA,"HUEFS0008752","HUEFS0008752","D.Zappi",NA,NA,"Asteranae","2001","12",NA,NA,"26018","auto",NA,NA,NA,NA,NA
"73","2019-01-23 11:32:52-02","F","FMNH-SEEDPLANTS","V0093389F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"T. Plowman & G. E. M. Almeida","10044","1980","4","9","South America","Brazil","Bahia",NA,"Salvador, 2 km. N of town of Itapua","-38.38","-12.97",NA,NA,"V0093389F","V0093389F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA
"74","2015-04-09 13:26:53-03","F","FMNH-SEEDPLANTS","V0293523F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0293523F","V0293523F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2015-04-09 13:33:39-03","F","FMNH-SEEDPLANTS","V0294105F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0294105F","V0294105F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-07-23 12:21:22-03","CEPLAC","CEPEC","105767","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"D. Rigueira",NA,"2003","08","24",NA,"Brasil","Bahia","CAIRÚ","Litoral Sul. Garapuá.","-39.035833","-13.4925",NA,NA,NA,NA,"J. G. Jardim",NA,NA,NA,NA,NA,"39W2'9","13S29'33",NA,NA,NA,NA,NA,NA,"30/04/2006"
"77","2020-07-23 12:21:22-03","CEPLAC","CEPEC","107975","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"J. G. Jardim","4635","2005","06","19",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Ca. 13,7Km da ponte de Santo Antonio, Rod. para Belmonte.","-38.971111","-16.172778",NA,NA,NA,NA,"J. G. Jardim",NA,NA,NA,NA,NA,"38W58'16","16S10'22",NA,NA,NA,NA,NA,NA,"30/12/2005"
"78","2020-07-23 12:21:22-03","CEPLAC","CEPEC","122566","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"Martini, A.",NA,NA,NA,NA,NA,"Brasil","Bahia","URUÇUCA","Estrada de Itacaré para Ubaitaba. Área do inventário do plano manejo do Parque Estadual da Serra do Conduru. Mata da Fazenda Capitão.","-39.115","-14.499722",NA,"Indivíduo H 10.",NA,NA,"Sem Informação","380","380",NA,NA,NA,"39W6'54","14S29'59",NA,NA,NA,NA,NA,NA,NA
"79","2020-07-23 12:21:21-03","CEPLAC","CEPEC","21042","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"T. Plowman","10044","1980","04","09",NA,"Brasil","Bahia","SALVADOR","2Km ao N de Itapuã. Perto do mar.","-38.383333","-12.966667",NA,NA,NA,NA,"D. C. Zappi",NA,NA,NA,NA,NA,"38W23'","12S58'",NA,NA,NA,"Holótipo",NA,NA,"30/07/2004"
"80","2020-07-23 12:21:21-03","CEPLAC","CEPEC","58693","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"L. P. de Queiroz","3204","1993","06","10",NA,"Brasil","Bahia","SALVADOR","Bairro de Itapuã, atrás do Hotel Stella Maris, ao N do Condomínio Alamedas da Praia.","-38.016667","-12.916667",NA,NA,NA,NA,"D. C. Zappi",NA,NA,NA,NA,NA,"38W1'","12S55'",NA,NA,NA,NA,NA,NA,"30/07/2004"
"81","2020-07-23 12:21:21-03","CEPLAC","CEPEC","81635","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"W. W. Thomas","11917","1999","02","01",NA,"Brasil","Bahia","JUSSARÍ","Serra do Teimoso, 7,5Km ao N depois ao W de Jussari Rod. Para Palmira, mais 2Km ao S p/ Faz. Teimoso RPPN.","-39.516667","-15.15",NA,NA,NA,NA,"J. G. Jardim",NA,NA,NA,NA,NA,"39W31'","15S9'",NA,NA,NA,NA,NA,NA,"28/02/2004"
"82","2020-07-23 12:21:21-03","CEPLAC","CEPEC","61815","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"L. A. Mattos-Silva","3002","1994","05","15",NA,"Brasil","Sergipe","ESTÂNCIA","Rodo. Estância/Abais, com entrada no Km 11 da Rod. BR-101 (trecho Estância/Aracajú); 20Km a leste do entroncamento.","-37.277222","-11.258333",NA,NA,NA,NA,"D. C. Zappi",NA,NA,NA,NA,NA,"37W16'38","11S15'30",NA,NA,NA,NA,NA,NA,"30/07/2004"
"83","2020-07-23 12:21:21-03","CEPLAC","CEPEC","83051","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"J. G. Jardim","2250","1999","08","15",NA,"Brasil","Bahia","MARAÚ","Rod. Maraú/Campinhos, ca. 8,6Km do Povoado de Saquaíra. Estrada que leva a praia próximo a Lagoa do Cassange.","-38.948889","-13.996111",NA,NA,NA,NA,"C. M. Taylor",NA,NA,NA,NA,NA,"38W56'56","13S59'46",NA,NA,NA,NA,NA,NA,"30/12/2002"
"84","2020-07-23 12:21:21-03","CEPLAC","CEPEC","11797","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"T. S. dos Santos","2975","1975","04","17",NA,"Brasil","Bahia","BELMONTE","Entrada para Faz. Nova Vida, Km 71 da Rod. Itapebí/Belmonte.","-38.8828010559082","-15.8631000518799",NA,NA,NA,NA,"D. C. Zappi",NA,NA,NA,NA,NA,NA,NA,"71281","auto",NA,NA,NA,NA,"30/03/2004"
"85","2020-07-23 12:21:21-03","CEPLAC","CEPEC","22548","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"L. A. Mattos-Silva","1186","1980","10","16",NA,"Brasil","Bahia","ILHÉUS","Fazenda Guanabara. Ramal com entrada no Km 10 da Rod. Pontal/Olivença, à direita. Coletas a 3Km a oeste da entrada.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"D. C. Zappi",NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,"30/07/2004"
"86","2020-07-23 12:21:21-03","CEPLAC","CEPEC","27772","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"B. M. Boom","72004","1981","05","23",NA,"Brasil","Bahia","SALVADOR","Bairro de Itapuã, arredores do Aeroporto Dois de Julho.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"D. C. Zappi",NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,"30/07/2004"
"87","2020-07-23 12:21:21-03","CEPLAC","CEPEC","4196","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"R. P. Belém","2764","1966","10","31",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Sem informação.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,"J. G. Jardim",NA,NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA,NA,NA,"30/03/2006"
"88","2020-07-23 12:21:21-03","CEPLAC","CEPEC","7864","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"R. S. Pinheiro","1698","1979","04","04",NA,"Brasil","Bahia","santa luzia","Rod. Santa Luzia/Canavieiras.","-39.3342018127441","-15.4294004440308",NA,NA,NA,NA,"J. G. Jardim",NA,NA,NA,NA,NA,NA,NA,"33804","auto",NA,NA,NA,NA,"30/03/2006"
"89","2020-07-23 12:21:21-03","CEPLAC","CEPEC","9506","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"A. Eupunino","328","1973","10","18",NA,"Brasil","Bahia","PORTO SEGURO","Km 10 a 15 da BR-367 Porto Seguro/Eunápolis.","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,"J. G. Jardim",NA,NA,NA,NA,NA,NA,NA,"68835","auto",NA,NA,NA,NA,"30/03/2006"
"90","2020-07-23 12:21:21-03","CEPLAC","CEPEC","15538","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"S. A. Mori","10894","1978","10","21",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","2-4Km a W de Sta. Cruz Cabrália, pela estrada antiga.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,"D. C. Zappi",NA,NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA,NA,NA,"30/04/2004"
"91","2020-07-23 12:21:21-03","CEPLAC","CEPEC","97403","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"T. S. dos Santos","1137","1970","09","23",NA,"Brasil","Bahia","BELMONTE","Sem informação.","-38.8828010559082","-15.8631000518799",NA,NA,NA,NA,"D. C. Zappi",NA,NA,NA,NA,NA,NA,NA,"71281","auto",NA,NA,NA,NA,"30/07/2004"
"92","2020-07-23 12:21:21-03","CEPLAC","CEPEC","28783","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"A. M. de Carvalho","1091","1977","02","02",NA,"Brasil","Bahia","SALVADOR","Ca. 30Km ao N da cidade. Arredores do Aeroporto.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"D. C. Zappi",NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,"30/07/2004"
"93","2020-07-23 12:21:21-03","CEPLAC","CEPEC","23502","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"A. M. de Carvalho","719","1981","05","23",NA,"Brasil","Bahia","SALVADOR","Ca. 30Km ao N do centro da cidade. Estrada para o Aeroporto, arredores de Itapuã.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"D. C. Zappi",NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,"30/03/2007"
"94","2020-07-23 12:21:21-03","CEPLAC","CEPEC","82350","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"E. Gusmão","274","1994","05","04",NA,"Brasil","Bahia","SALVADOR","Dunas de Itapoã entre o Aeroporto e Stella Maris.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"J. G. Jardim",NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,"30/05/2005"
"95","2020-07-23 12:21:21-03","CEPLAC","CEPEC","33786","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"G. Martinelli","9610","1983","10","12",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Ponta da Coroa, entre Cabrália e Porto Seguro.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,"D. C. Zappi",NA,NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA,NA,NA,"30/07/2004"
"96","2020-07-23 12:21:21-03","CEPLAC","CEPEC","2505","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia",NA,"R. P. Belém","2565","1966","07","13",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Sem informação.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,"D. C. Zappi",NA,NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA,NA,NA,"30/07/2004"
"97","2020-11-12 17:00:12-03","UEL","FUEL","41053","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Jardim, JG; Stapf, M; Passos, VM; Souza, RD; Costa, ACA","4635","2005","06","19",NA,"Brasil","Bahia","Santa Cruz Cabrália","ca. 13,7 km da ponta de Santo Antônio, rodovia para Belmonte.","-38.971111","-16.172778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-38.971111","-16.172778",NA,NA,NA,NA,NA,NA,NA
"98","2019-11-01 15:09:47-03","UnB","UB","143480","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Plowman, TC; Almeida, GEM","10044","1980","04","09","Southern America","Brasil","Bahia","Salvador","Coastal dunes 2km north of town of Itapuã. Near sea level","-38.383333","-12.966667",NA,"Corolla white.; Shrub 2m with erect branches in shrub island in dunes. Fruits orange.",NA,NA,"Zappi, DC",NA,NA,NA,"2009",NA,"-38.383333","-12.966667",NA,NA,NA,"isotype",NA,NA,NA
