"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","locality","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","infraspecificEpithet","fieldNumber","individualCount"
"48","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739471","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Steinbach RF",NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739471 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739471","1967","03","11",NA,"Ericales","Perkins",NA,NA,"entre la foresta baja de pampa, Buena Vista, Prov. Ichilo, Dpto. Santa Cruz.",NA,NA,NA,NA,"NL-U1739471",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"49","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739472","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Solomon JC",NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739472 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739472","1982","06","07",NA,"Ericales","Perkins",NA,NA,"Province of Vaca Diez. Departamento of Beni: 3km E of Riberalta on road to Guayaramerín, then 2km SE of side road. Secondary forest with some primary forest trees.",NA,NA,"-66.083333","-11","NL-U1739472",NA,NA,NA,NA,NA,"-66.083333","-11.0",NA,NA,"Magnoliopsidae",NA,NA,NA
"50","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739473","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Foster RB; Achille B d'; Cruz A",NA,"Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739473 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739473","1986","10","14",NA,"Ericales","Perkins",NA,NA,"Prov. Manu: Parque Nacional Manu. Rio Manu; first bend below Rio Sotileja. High old terrace & cliff edge above river.",NA,NA,"-71.866667","-11.666667","NL-U1739473",NA,NA,NA,NA,NA,"-71.866667","-11.666667",NA,NA,"Magnoliopsidae",NA,NA,NA
"51","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739474","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Krukoff BA",NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739474 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739474","1939","07","01",NA,"Ericales","Perkins",NA,NA,"Department of La Paz: Province of S. Yungas: Basin of Rio Bopi, San Bartalome (near Calisaya).",NA,NA,NA,NA,"NL-U1739474",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"52","2020-11-04 11:20:09-03","ESALQ","ESA","79496","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberii","Styrax sieberii","Farah, F.T.","1714.0",NA,"Brasil",NA,NA,NA,"ESA079496","2000","01","01","Magnoliophyta",NA,"Perkins",NA,"São Paulo",NA,"Capistrano, T.R.","Orlândia","-47.8800010681152","-20.7199993133545","ESA079496",NA,NA,"2011","03","31",NA,NA,"16147","auto",NA,NA,NA,NA
"53","2020-11-04 11:20:09-03","ESALQ","ESA","107607","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Proença, C.","3140.0",NA,"Brasil",NA,NA,NA,"ESA107607","2006","01","18","Magnoliophyta",NA,NA,NA,"Distrito Federal",NA,NA,"Braslília",NA,NA,"ESA107607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 11:20:09-03","ESALQ","ESA","3263","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Murça Pires, J. Black, G.A.","437.0",NA,"Brasil",NA,NA,NA,"ESA003263","1945","10","16","Magnoliophyta",NA,"Perk.",NA,"Pará",NA,"Ducke, A.","Belém","-48.5043983459473","-1.4558299779892","ESA003263",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA
"55","2019-02-15 11:51:13-02","IPA","IPA","12318","S","Plantae","Styracaceae","Styrax","burchellii","Styrax burchellii longifolius","Andrade-Lima","60-3530","Southern America","Brasil",NA,NA,"Árvore pequena. Frutos.","IPA0012318","1960","09","07","Plantae",NA,"Perkins",NA,"Pernambuco","Brejo de São José, encosta da chapada de São José.","Condorcet Aranha","Buíque","-37.1557998657227","-8.62306022644043",NA,"730","730","1970",NA,NA,NA,NA,"38964","auto",NA,"longifolius",NA,NA
"56","2019-02-15 11:51:13-02","IPA","IPA","13656","S","Plantae","Styracaceae","Styrax","burchellii","Styrax burchellii","Andrade-Lima","65-4294","Southern America","Brasil",NA,NA,"Árvore 6-8m. Flor creme.","IPA0013656","1965","02","05","Plantae",NA,"Perkins",NA,"Pernambuco","Propriedade Bituri, borda de mata secundária.","Condorcet Aranha","Brejo da Madre de Deus","-36.3711013793945","-8.14583015441895",NA,NA,NA,"1970",NA,NA,NA,NA,"34231","auto",NA,NA,NA,NA
"57","2021-03-01 16:42:12-03","UNICAMP","UEC","96026","S","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Mendonça, RC; Nunes, G; Fonseca, ML","3113",NA,"Brazil",NA,NA,"Árvore ca. de 7 m de altura e 12 cm DAP; ciófila; folhas membranáceas, concolores verdes; pecíolo de cor ferrugínea; flor com cálice verde e corola alva, anteras amarelas, botão floral alvacento.; Mata ciliar; barranco do córrego; rele","UEC073352","1997","10","01","Magnoliopsida",NA,"Perkins",NA,"Goiás","Companhia do Níque Tocantins - CNT.","Fritsch, PW","Niquelândia","-48.433056","-14.396667","UEC073352",NA,NA,"2004",NA,NA,"-48.433056","-14.396667",NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:42:12-03","UNICAMP","UEC","99549","S","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Silva, MA; Alvarenga, D; ; Ottoni, M; Santos, AJ","3056",NA,"Brazil",NA,NA,"Árvore ca. 6,0 m de altura, botões florais esbranquiçados, frutos imaturos de cor verde e maduros vináceos; folhas adultas verde claro com pigmentação creme acompanhando as nervuras, folhagem jovem com cerosidade na parte adaxial e par","UEC073354","1996","08","27","Magnoliopsida",NA,"Perkins",NA,"Goiás","GO-225. 08 km em direação à Pirenópolis.","Fritsch, PW","Corumbá de Goiás","-48.85","-15.9","UEC073354",NA,NA,"2004",NA,NA,"-48.85","-15.9",NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:42:12-03","UNICAMP","UEC","8448","S","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Heringer, EP","12929",NA,"Brazil",NA,NA,"Árvore com 8 m de altura, de mata de galeria, sem perturbação, flores perfumadas, vistosas.; Mata de galeria.&nf;Mata bastante sombreada.","UEC073358","1973","11","04","Magnoliopsida",NA,"Perkins",NA,"Distrito Federal",NA,"Fritsch, PW","Brasília","-47.9296989440918","-15.7797002792358","UEC073358",NA,NA,"2009","03",NA,NA,NA,"70570","auto",NA,NA,NA,NA
"60","2021-03-01 16:42:12-03","UNICAMP","UEC","26362","S","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Heringer, EP","12929",NA,"Brazil",NA,NA,"Árvore com 8 m de altura, de mata de galeria, sem perturbação, flores perfumadas, vistosas.; Mata de galeria.&nf;Mata bastante sombreada.","UEC073372","1973","11","04","Magnoliopsida",NA,"Perkins",NA,"Distrito Federal",NA,"Fritsch, PW","Brasília","-47.9296989440918","-15.7797002792358","UEC073372",NA,NA,"2009","03",NA,NA,NA,"70570","auto",NA,NA,NA,NA
"61","2021-03-01 16:42:12-03","UNICAMP","UEC","32339","S","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS; Heringer-Salles, AE","17850",NA,"Brazil",NA,NA,"árvore de 8m; flores perfumadas, cremes, fruto baga, alimento para fauna.; mata ripária (ciliar)","UEC045843","1980","11","25","Magnoliopsida",NA,"Perkins",NA,"Distrito Federal","Catetinho","Capistrano, TR","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"2012","05",NA,NA,NA,"70570","auto",NA,NA,NA,NA
"62","2021-03-01 16:42:12-03","UNICAMP","UEC","8446","S","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Gibbs, PE; Leitão Filho, HF; Kinoshita, LS; Semir, J; Taroda, N","2796",NA,"Brazil",NA,NA,"Arbusto até 2,5 m., flores brancas, nativo a beira de curso de água.; Em cerrado na Serra Dourada.","UEC073360","1976","09","08","Magnoliopsida",NA,"Perkins",NA,"Goiás",NA,"Fritsch, PW","Goiás","-50.1403007507324","-15.9343996047974","UEC073360",NA,NA,"2009","03",NA,NA,NA,"63502","auto",NA,NA,NA,NA
"63","2021-03-01 16:42:12-03","UNICAMP","UEC","48049","S","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Nogueira-Borges, HB; Cardoso, MZ; Carvalho, MC; Meira Neto, JAA; Morellato, LPC","20027",NA,"Brazil",NA,NA,"Arvoreta 5 m alt., cálice no fruto jovem branco.; Mata ciliar.","UEC073356","1987","12","10","Magnoliopsida",NA,"Perkins",NA,"Goiás","Serra dos Pirineus.&nf;Ocorrendo a beira de riacho.","Fritsch, PW","Pirenópolis","-48.9592018127441","-15.852499961853","UEC073356",NA,NA,"2004",NA,NA,NA,NA,"40887","auto",NA,NA,NA,NA
"64","2021-03-01 16:42:12-03","UNICAMP","UEC","49843","S","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Bernacci, LC","36",NA,"Brazil",NA,NA,"Árvore ca. 5 m alt. frutos imaturos verdes.","UEC073350","1985","07","15","Magnoliopsida",NA,"Perkins",NA,"São Paulo","Fazenda Santa Carlota.","Fritsch, PW","Cajuru","-47.2999992370605","-21.2700004577637","UEC073350",NA,NA,"2004",NA,NA,NA,NA,"21243","auto",NA,NA,NA,NA
"65","2019-08-20 10:27:07-03","UNICAMP","UEC","161594","S","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Farah, FT","1714",NA,"Brazil",NA,NA,NA,"UEC039104","2000",NA,NA,"Magnoliopsida",NA,"Perkins",NA,"São Paulo","Fazenda Vale do Rosário.","Capistrano, TR","Orlândia","-47.8800010681152","-20.7199993133545","UEC039104",NA,NA,"2011","03","31",NA,NA,"16147","auto",NA,NA,NA,NA
"66","2021-03-01 16:42:12-03","UNICAMP","UEC","8447","S","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Sazima, M","9915",NA,"Brazil",NA,NA,"arbusto até 2m; botões.","UEC045862","1979","03",NA,"Magnoliopsida",NA,"Perkins",NA,"São Paulo",NA,"Capistrano, TR","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"2012","05",NA,NA,NA,"34265","auto",NA,NA,NA,NA
"67","2020-10-14 10:06:50-03","FURB","FURB","48642","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Aparecida da Silva, M.; Alvarenga, D.; Mecenas, V.; Ottoni, M. & Santos, A.J.","3056",NA,"Brasil",NA,NA,NA,"FURB48642","1996","08","27",NA,NA,"Perkins",NA,"Goiás","GO-225. * km em direção a Pirenópolis.","Fritsch, PW","Corumbá de Goiás","-48.85","-15.9","FURB48642",NA,NA,"2003",NA,NA,"-48.8500000","-15.9000000",NA,NA,NA,NA,NA,NA
"68","2013-04-01 09:19:55-03","IPT","BCTW","15075","S","Plantae",NA,"Styrax","sieberi","Styrax sieberi",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Perkins",NA,"Pará","Jari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"69","2013-04-01 09:19:55-03","IPT","BCTW","16491","S","Plantae",NA,"Styrax","sieberi","Styrax sieberi",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Perkins",NA,"Pará","Jari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"70","2021-03-21 19:39:01-03","UFC","EAC","767","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Pires, J.M.; Black, G.A.","s.n.","Southern America","Brasil",NA,NA,"Árvore pequena","EAC0000767","1945","10","16","Dicotyledon",NA,"Perkins",NA,"Pará","Bosque minucipal","Ducke, A.","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA
"71","2004-08-09 17:38:23-03","MNHN","RECOLNAT_MNHN_P","P00057431","PreservedSpecimen",NA,"Styracaceae","Styrax","burchellii","Styrax burchellii","Burchell, W.J.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00057431' target='other'> <mi>dwc_moreinfo</mi></a>","P00057431",NA,NA,NA,NA,NA,"Perk.","isosyntype",NA,NA,"Perkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6345",NA
"72","2004-08-09 17:38:23-03","MNHN","RECOLNAT_MNHN_P","P00057432","PreservedSpecimen",NA,"Styracaceae","Styrax","burchellii","Styrax burchellii longifolius","Burchell, W.J.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00057432' target='other'> <mi>dwc_moreinfo</mi></a>","P00057432",NA,NA,NA,NA,NA,"Perk.","isosyntype",NA,NA,"Perkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"longifolius","7397",NA
"73","2004-08-09 17:38:23-03","MNHN","RECOLNAT_MNHN_P","P00057449","PreservedSpecimen",NA,"Styracaceae","Styrax","pearcei","Styrax pearcei bolivianus","Weddell, H.A.",NA,NA,"Bolivie","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00057449' target='other'> <mi>dwc_moreinfo</mi></a>","P00057449","1845","11",NA,NA,NA,"Perkins","isosyntype",NA,"Province de Santa Cruz de La Sierra.","Perkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bolivianus","4080",NA
"74","2014-01-17 16:53:39-02","MNHN","RECOLNAT_MNHN_P","P00650561","PreservedSpecimen",NA,"Styracaceae","Styrax","pearcei","Styrax pearcei bolivianus","Weddell, H.A.",NA,NA,"Bolivie","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00650561' target='other'> <mi>dwc_moreinfo</mi></a>","P00650561","1845","11",NA,NA,NA,"Perkins","isotype",NA,"Province de Santa Cruz de La Sierra.","Perkins",NA,NA,NA,"P00650561_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bolivianus","4080",NA
"75","2004-08-09 17:38:23-03","MNHN","RECOLNAT_MNHN_P","P00057449","PreservedSpecimen",NA,"Styracaceae","Styrax","pearcei","Styrax pearcei bolivianus","Weddell, H.A.",NA,NA,"Bolivie","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00057449' target='other'> <mi>dwc_moreinfo</mi></a>","P00057449","1845","11",NA,NA,NA,"Perkins","isosyntype",NA,"Province de Santa Cruz de La Sierra.","Perkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bolivianus","4080",NA
"76","2014-01-17 16:53:39-02","MNHN","RECOLNAT_MNHN_P","P00650561","PreservedSpecimen",NA,"Styracaceae","Styrax","pearcei","Styrax pearcei bolivianus","Weddell, H.A.",NA,NA,"Bolivie","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00650561' target='other'> <mi>dwc_moreinfo</mi></a>","P00650561","1845","11",NA,NA,NA,"Perkins","isotype",NA,"Province de Santa Cruz de La Sierra.","Perkins",NA,NA,NA,"P00650561_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bolivianus","4080",NA
"77","2015-09-04 15:37:02-03","MNHN","RECOLNAT_MNHN_P","P04515103","PreservedSpecimen",NA,"Styracaceae","Styrax","sieberi","Styrax sieberi","Fróes, R.L.",NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04515103' target='other'> <mi>dwc_moreinfo</mi></a>","P04515103","1955","2","1",NA,NA,"Perkins",NA,"Pará","Santa Rosa; Planalto de Santarém onde foi feito o levantamento estatístico florestal pelo IAN, SPVEA e FAO",NA,NA,NA,NA,"P04515103_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31475",NA
"78","2015-12-04 10:55:46-02","MNHN","RECOLNAT_MNHN_P","P05250107","PreservedSpecimen",NA,"Styracaceae","Styrax","sieberi","Styrax sieberi","Ducke, A.",NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05250107' target='other'> <mi>dwc_moreinfo</mi></a>","P05250107","1926","2","23",NA,NA,"Perkins",NA,"Pará",NA,NA,"Belém","-48.5043983459473","-1.4558299779892","P05250107_01",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA
"79","2015-09-04 20:18:18-03","MNHN","RECOLNAT_MNHN_P","P05250105","PreservedSpecimen",NA,"Styracaceae","Styrax","sieberi","Styrax sieberi","Irwin, H.S.|Santos, R.R.|Souza, R.|Grear Jr, J.W.",NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05250105' target='other'> <mi>dwc_moreinfo</mi></a>","P05250105","1966","7","15",NA,NA,"Perkins",NA,"Distrito Federal","30 km S. of Brasília, on road to Belo Horizonte",NA,"Brasília","-47.9296989440918","-15.7797002792358","P05250105_01","1000",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,"18232",NA
"80","2015-09-04 20:18:18-03","MNHN","RECOLNAT_MNHN_P","P05250106","PreservedSpecimen",NA,"Styracaceae","Styrax","sieberi","Styrax sieberi","Pires, J.M.|Black, G.A.",NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05250106' target='other'> <mi>dwc_moreinfo</mi></a>","P05250106","1945","10","16",NA,NA,"Perkins",NA,"Pará","Bosque Municipal",NA,"Belém","-48.5043983459473","-1.4558299779892","P05250106_01",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,"437",NA
"81","2020-12-11 11:42:34-03","UFMG","BHCB","65401","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Barreto, HLM","10766","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Perkins",NA,"Minas Gerais",NA,NA,"Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA
"82","2020-12-11 11:42:34-03","UFMG","BHCB","65402","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Barreto, HLM","8945","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Perkins",NA,"Minas Gerais",NA,NA,"Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA
"83","2010-09-16 11:39:00-03","MO","MOBOT","100302607","PreservedSpecimen","Plantae","Styracaceae","Styrax","pearcei","Styrax pearcei","Boris A. Krukoff","Krukoff 10394","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perkins",NA,"La Paz","San Bartolome","Foster's catalog notes file","Sud Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"84","2008-05-27 22:02:00-03","MO","MOBOT","1474723","PreservedSpecimen","Plantae","Styracaceae","Styrax","pearcei","Styrax pearcei","Otto Buchtien","Buchtien 1879","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perkins",NA,"La Paz","Mapiri, San Carlos",NA,"Larecaja",NA,NA,NA,"600.00000000","1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2008-05-27 22:02:00-03","MO","MOBOT","1859539","PreservedSpecimen","Plantae","Styracaceae","Styrax","pearcei","Styrax pearcei","M. Kessler","Kessler 4167","South America","Bolivia",NA,NA,NA,NA,"1993","7","23",NA,NA,"Perkins",NA,"La Paz","aprox. 15 Kms de Apolo en Trocha a Asariamas. Cresta de pedazos de arado","M. Huft","Franz Tamayo","-68.43333","-14.63333",NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2011-06-08 17:16:00-03","MO","MOBOT","100303951","PreservedSpecimen","Plantae","Styracaceae","Styrax","pearcei","Styrax pearcei bolivianus","José Steinbach","Steinbach G. 1374","South America","Bolivia",NA,NA,NA,NA,"1915","6",NA,NA,NA,"Perkins",NA,"Santa Cruz","Buena Vista","Foster's catalog notes file","Sara","-63.66666","-17.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bolivianus",NA,"1"
"87","2011-06-08 17:16:00-03","MO","MOBOT","100303960","PreservedSpecimen","Plantae","Styracaceae","Styrax","pearcei","Styrax pearcei bolivianus","José Steinbach","Steinbach G. 1812","South America","Bolivia",NA,NA,NA,NA,"1916","8","29",NA,NA,"Perkins",NA,"Santa Cruz","Buena Vista","Foster's catalog notes file","Sara","-63.66666","-17.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bolivianus",NA,"1"
"88","2011-06-08 17:16:00-03","MO","MOBOT","100303966","PreservedSpecimen","Plantae","Styracaceae","Styrax","pearcei","Styrax pearcei bolivianus","José Steinbach","Steinbach G. 3177","South America","Bolivia",NA,NA,NA,NA,"1916","11","24",NA,NA,"Perkins",NA,"Santa Cruz","Buena Vista","Foster's catalog notes file","Sara","-63.66666","-17.45",NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"bolivianus",NA,"1"
"89","2011-06-08 17:16:00-03","MO","MOBOT","100304063","PreservedSpecimen","Plantae","Styracaceae","Styrax","pearcei","Styrax pearcei bolivianus","José Steinbach","Steinbach G. 6729","South America","Bolivia",NA,NA,NA,NA,"1924","12","8",NA,NA,"Perkins",NA,"Santa Cruz","Buena Vista","Foster's catalog notes file","Sara","-63.66666","-17.45",NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"bolivianus",NA,"1"
"90","2011-06-08 17:16:00-03","MO","MOBOT","100303951","PreservedSpecimen","Plantae","Styracaceae","Styrax","pearcei","Styrax pearcei bolivianus","José Steinbach","Steinbach G. 1374","South America","Bolivia",NA,NA,NA,NA,"1915","6",NA,NA,NA,"Perkins",NA,"Santa Cruz","Buena Vista","Foster's catalog notes file","Sara","-63.66666","-17.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bolivianus",NA,"1"
"91","2011-06-08 17:16:00-03","MO","MOBOT","100303960","PreservedSpecimen","Plantae","Styracaceae","Styrax","pearcei","Styrax pearcei bolivianus","José Steinbach","Steinbach G. 1812","South America","Bolivia",NA,NA,NA,NA,"1916","8","29",NA,NA,"Perkins",NA,"Santa Cruz","Buena Vista","Foster's catalog notes file","Sara","-63.66666","-17.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bolivianus",NA,"1"
"92","2011-06-08 17:16:00-03","MO","MOBOT","100303966","PreservedSpecimen","Plantae","Styracaceae","Styrax","pearcei","Styrax pearcei bolivianus","José Steinbach","Steinbach G. 3177","South America","Bolivia",NA,NA,NA,NA,"1916","11","24",NA,NA,"Perkins",NA,"Santa Cruz","Buena Vista","Foster's catalog notes file","Sara","-63.66666","-17.45",NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"bolivianus",NA,"1"
"93","2011-06-08 17:16:00-03","MO","MOBOT","100304063","PreservedSpecimen","Plantae","Styracaceae","Styrax","pearcei","Styrax pearcei bolivianus","José Steinbach","Steinbach G. 6729","South America","Bolivia",NA,NA,NA,NA,"1924","12","8",NA,NA,"Perkins",NA,"Santa Cruz","Buena Vista","Foster's catalog notes file","Sara","-63.66666","-17.45",NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"bolivianus",NA,"1"
"94","2017-11-13 16:21:00-02","MO","MOBOT","101009886","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","C.A. Cid Ferreira|Bruce W. Nelson","Cid Ferreira 2934","South America","Brazil",NA,NA,NA,NA,"1980","10","17",NA,NA,"Perkins",NA,"Acre","Estrada para Placido de Castro.","P.W. Fritsch","Senador Guiomard","-67.7360000610352","-10.1510000228882",NA,NA,NA,NA,NA,NA,NA,NA,"85304","auto",NA,NA,NA,"1"
"95","2008-05-27 22:02:00-03","MO","MOBOT","411352","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","James C. Solomon","Solomon 7975","South America","Bolivia",NA,NA,NA,NA,"1982","6","7",NA,NA,"Perkins",NA,"Beni","3 km E of Riberalta on road to Guayaramerín, then 2 km SE on side road. Secondary forest with some primary forest trees.","P.W. Fritsch (CAS)","Vaca Diez","-66.08333","-11",NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"155","6"
"96","2009-02-05 03:32:00-02","MO","MOBOT","1117360","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","R. B. Wallace","Wallace 69","South America","Bolivia",NA,NA,NA,NA,"1996","10","27",NA,NA,"Perkins",NA,"Santa Cruz","Lago Caimán. Bosque alto. Parcela de investigación.","P.W. Fritsch (CAS)","Velasco","-60.9","-13.58333",NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"97","2010-08-12 15:42:00-03","MO","MOBOT","1056561","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Douglas C. Daly|et al.","Daly 1914","South America","Brazil",NA,NA,NA,NA,"1981","12","8",NA,NA,"Perkins",NA,"Pará","Serra dos Carajas: Azul, near camp at Serra Norte (22 km NW, then 10-15 km SW). Hilly forest on terra firme.","Peter W. Fritsch (CAS)",NA,"-50.4666667","-5.9833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"98","2013-02-12 12:40:00-02","MO","MOBOT","1056569","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Ezechias P. Heringer","Heringer 17850","South America","Brazil",NA,NA,NA,NA,"1980","2","25",NA,NA,"Perkins",NA,"Distrito Federal","Brasilia, DF, Catetinho.","Peter W. Fritsch (CAS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
