"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","individualCount"
"50","2020-09-02 16:21:49-03","Cenargen","CEN","106692","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","F. O. S. Buturi","Rodolph Delfino Sartin","653","2014","09","14",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Chapada dos Veadeiros. Estrada de terra para a Cachoeira da Água Fria, à direita da estrada da Rod. Alto Paraíso- Cavalcante.","-47.505833","-14.072777","Exsicatas","Arvoreta saxícola nos murundus, heliófila, ca. 3 m alt., folhas caídas ao solo. Forófito frequente de Epidendrun nocturnum, Tillandsia e Usnea sp. Capítulos com brácteas castanho-douradas, cipselas castanho- douradas. Doação Universidade de São Paulo - Herbário SPF.","CEN00106692","CEN00106692",NA,NA,NA,"-47.505833","-14.072777",NA,NA,"2014","10",NA,"1"
"51","2020-09-02 16:21:49-03","Cenargen","CEN","24744","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","F. O. Souza-Buturi - SPF","Bruno Machado Teles Walter","2951","1995","11","17",NA,"Brasil","BA","FORMOSA DO RIO PRETO","Projeto Ouro Verde, rodovia Anel da Soja, reservas de cerrado entre plantios de soja.","-46.071388","-11.438888","Exsicatas","Espécie ocorre nas manchas de cerrado onde há maior concentração de rochas em afloramento.","CEN00024744","CEN00024744","710","710",NA,"-46.071388","-11.438888",NA,NA,"2013","10",NA,"2"
"52","2020-09-02 16:21:49-03","Cenargen","CEN","89163","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","J. B. Bringel","João Bernardo de Azevedo Bringel Jr.","388","2007","11","15",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Estrada de Brasília para Alto Paraíso de Goiás, cerca de 15 km ao sul de Alto Paraíso","-47.5099983215332","-14.1324996948242","Exsicatas","Brácteas involucrais marrons, pápus dourado.","CEN00089163","CEN00089163",NA,NA,NA,NA,NA,"44724","auto","2007","11",NA,"1"
"53","2020-09-02 16:21:49-03","Cenargen","CEN","54934","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","F. O. Souza-Buturi - SPF","João Bernardo de Azevedo Bringel Jr.","90","2004","02","04",NA,"Brasil","GO","CAVALCANTE","Estrada para cachoeira Santa Bárbara, em frente a entrada da Fazenda São Vicente.","-47.4583015441895","-13.7974996566772","Exsicatas","Invólucro marrom.","CEN00054934","CEN00054934",NA,NA,NA,NA,NA,"92497","auto","2013","10",NA,"3"
"54","2021-03-04 11:15:06-03","UEFS","HUEFS","58255","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","F.O.Souza-Buturi","Roque, N.","571","2001","07","04",NA,"Brasil","Bahia","Érico Cardoso","Estrada Vereda em direção a Curralinho.","-42.067778","-13.275833",NA,"Cerrado.","HUEFS0058255","HUEFS0058255 HUEFS0058255_01","1103","1103","Asteranae","42W4'4''","13S16'33''",NA,NA,"2011","04",NA,NA
"55","2021-03-04 11:15:06-03","UEFS","HUEFS","48629","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","F.O.Souza-Buturi","Queiroz, L.P.de","6346","2000","08","23",NA,"Brasil","Bahia","Rio de Contas","Subida para o Pico das Almas: campo de Queiroz.","-41.383333","-13.55",NA,NA,"HUEFS0048629","HUEFS0048629",NA,NA,"Asteranae","41W23'","13S33'",NA,NA,"2011","04",NA,NA
"56","2021-03-04 11:15:06-03","UEFS","HUEFS","11386","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","F.O.Souza-Buturi","Ganev, W.","943","1992","08","22",NA,"Brasil","Bahia","Piatã",NA,"-41.9","-13.116667",NA,NA,"HUEFS0011386","HUEFS0011386","1400","1400","Asteranae","41W54'","13S7'",NA,NA,"2011","04",NA,NA
"57","2021-03-04 11:15:06-03","UEFS","HUEFS","123588","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","F.O.Souza-Buturi","Souza, V.C.","26241","2001","07","17",NA,"Brasil","Bahia","Piatã","Estrada Piatã-Inúbia ca. De 25KM de Piatã.","-41.895","-13.076389",NA,"Campo rupestre com campo arenoso adjacente.","HUEFS0123588","HUEFS0123588 HUEFS0123588_01","1275","1275","Asteranae","41W53'42''","13S4'35''",NA,NA,"2011","04",NA,NA
"58","2021-03-04 11:15:06-03","UEFS","HUEFS","179796","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","L.Moura","Conceição, A.A.","4078","2011","11","05",NA,"Brasil","Bahia","Palmeiras","Chapada Diamantina.","-41.603056","-12.599444",NA,"Campo rupestre em caatinga","HUEFS0179796","HUEFS0179796","979","979","Asteranae","41W36'11''","12S35'58''",NA,NA,"2014","07",NA,NA
"59","2021-03-04 11:15:06-03","UEFS","HUEFS","18233","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","F.O.Souza-Buturi","Ganev, W.","3488","1994","07","10",NA,"Brasil","Bahia","Abaíra",NA,"-41.816667","-13.316667",NA,NA,"HUEFS0018233","HUEFS0018233","1150","1150","Asteranae","41W49'","13S19'",NA,NA,"2011","04",NA,NA
"60","2021-03-04 11:15:06-03","UEFS","HUEFS","25073","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","D.J.N.Hind","Harley, R.M.","28381","1996","09","08",NA,"Brasil","Bahia","Piatã","Serra da Tromba.","-41.9","-13.066667",NA,"Solo com areia grossa, branca, grau de arredondamento médio a bom, com algumas porcentagem de silte.","HUEFS0025073","HUEFS0025073 HUEFS0025073_01","1339","1339","Asteranae","41W54'","13S4'",NA,NA,"1998","03",NA,NA
"61","2021-03-04 11:15:06-03","UEFS","HUEFS","254674","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"Bijos, N.R.","71","2016","05","05",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros.","-47.733056","-14.110278",NA,"Cerrado rupestre.","HUEFS0254674",NA,NA,NA,"Asteranae","47W43'59''","14S6'37''",NA,NA,NA,NA,NA,NA
"62","2021-03-04 11:15:06-03","UEFS","HUEFS","29551","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","F.O.Souza-Buturi","Bautista, H.P.","PCD4224","1996","11","12",NA,"Brasil","Bahia","Piatã","Estrada Piatã-Boninal, entrando a 3,7 km à direita, no local denominado Tijuco.","-41.773889","-13.121389",NA,NA,"HUEFS0029551","HUEFS0029551 HUEFS0029551_01","1180","1180","Asteranae","41W46'26''","13S7'17''",NA,NA,"2011","04",NA,NA
"63","2021-03-04 11:15:06-03","UEFS","HUEFS","62200","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","F.O.Souza-Buturi","Roque, N.","PCD4492","1996","11","19",NA,"Brasil","Bahia","Rio de Contas","Serra do Tombador.","-41.795","-13.630556",NA,"Transição caatinga-campo rupestre.","HUEFS0062200","HUEFS0062200","1100","1100","Asteranae","41W47'42''","13S37'50''",NA,NA,"2011","04",NA,NA
"64","2021-03-04 11:15:06-03","UEFS","HUEFS","63871","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","F.O.Souza-Buturi","Harley, R.M.","PCD3774","1996","08","23",NA,"Brasil","Bahia","Palmeiras","6km de Palmeiras, estrada para Mucugê.","-41.582222","-12.57",NA,"Cerrado/Caatinga. Área de transição entre cerrado de altitude com elementos de caatinga. Solo arenoso com afloramentos rochosos.","HUEFS0063871","HUEFS0063871 HUEFS0063871_01 HUEFS0063871_02","931","931","Asteranae","41W34'56''","12S34'12''",NA,NA,"2011","04",NA,NA
"65","2020-07-23 11:56:18-03","CEPLAC","CEPEC","108106","PreservedSpecimen","Plantae",NA,NA,NA,"Wunderlichia","bahiensis","Wunderlichia bahiensis",NA,"Sem Informação","R. M. Harley","25720","1988","10","28",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. 13-14km ao N-O da cidade.","-41.9","-13.533333",NA,NA,NA,NA,"1180","1180",NA,"41W54'","13S32'",NA,NA,NA,NA,NA,NA
"66","2020-07-23 11:59:39-03","CEPLAC","CEPEC","107247","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana",NA,"N. Roque","N. Roque","951","2003","01","09",NA,"Brasil","Bahia","RIO DE CONTAS","Chapada Diamantina. Estrada para o Pico das Almas.","-41.867222","-13.058889",NA,NA,NA,NA,NA,NA,NA,"41W52'2","13S3'32",NA,NA,NA,NA,NA,NA
"67","2020-08-05 10:16:45-03","MCN-FZBRS","HAS","4225","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Barroso, G.","Duarte, A.P.","9458","1965","10",NA,NA,"Brasil","Goiás","Chapada dos veadeiros",NA,NA,NA,NA,NA,"HAS0004225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:01:40-03","IBt","SP","103437","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Barroso, GM","Irwin, HS; Souza, R; Reis dos Santos, R","9314","1965","10","19",NA,"Brasil","Goiás","Veadeiros","Chapada dos Veadeiros, Rocky hillside, Chapada dos Veadeiros, ca. 12 km N.W. of Veadeiros, Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966",NA,NA,NA
"69","2019-11-21 10:01:40-03","IBt","SP","253656","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Pruski, J","Prance, GT; Silva, NT","58282","1964","07","21",NA,"Brasil","Goiás","Veadeiros","Chapada dos Veadeiros, 5 - 15 km south of Veadeiros, road to San João d'Aliança",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992",NA,NA,NA
"70","2019-11-21 10:01:40-03","IBt","SP","426389","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Souza-Buturi, FO","Souza-Buturi, FO; Buturi, LC","369","2010","08","18",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Rodovia GO??, km 10 ou 11, Alto Paraíso de Goiás para São Jorge, do lado direito","-47.618333","-14.162222",NA,NA,NA,NA,"1187","1187",NA,"-47.618333","-14.162222",NA,NA,"2010","08","18",NA
"71","2019-11-21 10:01:40-03","IBt","SP","426390","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Souza-Buturi, FO","Souza-Buturi, FO; Buturi, LC","368","2010","08","18",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Rodovia GO 239??, km 10 ou 11, de Alto Paraíso d Goiás para São JOrge, do lado direito","-47.618333","-14.162222",NA,NA,NA,NA,"1187","1187",NA,"-47.618333","-14.162222",NA,NA,"2010","08","18",NA
"72","2019-11-21 10:01:40-03","IBt","SP","426396","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Souza-Buturi, FO","Souza-Buturi, FO; Buturi, LC","353","2010","08","17",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Rodovia GO 118, Km 173, na estrada para a Fazenda Água Fria","-47.510556","-14.073611",NA,NA,NA,NA,"1200","1200",NA,"-47.510556","-14.073611",NA,NA,"2010","08","17",NA
"73","2019-11-21 10:01:40-03","IBt","SP","426397","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Souza-Buturi, FO","Souza-Buturi, FO; Buturi, LC","352","2010","08","17",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Rodovia GO 118, km 173, na estrada para a Fazenda Água Fria","-47.506944","-14.071111",NA,NA,NA,NA,"1200","1200",NA,"-47.506944","-14.071111",NA,NA,"2010","08","17",NA
"74","2019-11-21 10:01:40-03","IBt","SP","426399","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Souza-Buturi, FO","Souza-Buturi, FO; Buturi, LC","351","2010","08","17",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Rodovia GO 118, Km 173, na estrada para a Fazenda Água Fria","-47.506667","-14.020556",NA,NA,NA,NA,"1200","1200",NA,"-47.506667","-14.020556",NA,NA,"2010","08","17",NA
"75","2019-11-21 10:01:40-03","IBt","SP","426447","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Souza-Buturi, FO","Souza-Buturi, FO; Buturi, LC","355","2010","08","17",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Rodovia Alto Paraíso de Goiás em direção a Cavalcante na RPPN Cara Preta","-47.520833","-14.008056",NA,NA,NA,NA,"1400","1400",NA,"-47.520833","-14.008056",NA,NA,"2010","08","17",NA
"76","2019-11-21 10:01:40-03","IBt","SP","475647","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Hind, DJN","Lima, HC","s.n.","1978","10","31",NA,"Brasil","Bahia",NA,"Chapada Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","04",NA,NA
