"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount"
"48","2013-10-05 06:32:00-03","MO","MOBOT","1307529","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","R.R.Haynes","Ronald L. Liesner|Ángel C. González","Liesner 12082","1981","5","19","South America","Venezuela","Sucre",NA,"Peninsula de Araya, ca. 22 km northwest of Cariaco by air; 7 to 14 km west of corner where road from Cariaco to Chacopata meets ocean; 6 to 13 km east to turnoff of new road.","-63.73333","10.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0E8","50.00000000",NA,"71",NA
"49","2013-10-05 06:32:00-03","MO","MOBOT","1307568","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","R.R.Haynes","Ronald L. Liesner|Ángel C. González","Liesner 12117","1981","5","20","South America","Venezuela","Sucre",NA,"Peninsula de Araya, ca. 4 km west of Caimancito.","-63.95","10.6166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.00000000",NA,NA,"74","1"
"50","2015-08-22 05:41:00-03","MO","MOBOT","1902423","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"Ronald L. Liesner|Ángel C. González|R.C. Wingfield","Liesner 7748","1979","6","21","South America","Venezuela","Falcón",NA,"Parque Nacional Quebrada de la Cueva El Toro.","-69.1166667","10.8333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"600.00000000",NA,NA,"146","1"
"51","2011-04-18 16:53:00-03","MO","MOBOT","2247180","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","Haynes, R. R.","Angel L. Cabrera|Roberto Kiesling|Nuncia M. Tur","Cabrera 27766","1976","4","15","South America","Argentina","Corrientes","Mburucuyá","Estancia Santa Teresa, Estero Santa Lucía",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2011-04-18 16:53:00-03","MO","MOBOT","2247201","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","Ritter, N. P.","Angel L. Cabrera|Roberto Kiesling|Nuncia M. Tur","Cabrera 27665","1976","4","16","South America","Argentina","Corrientes","Mburucuyá","Estancia Santa Teresa, estero Santa Lucía",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2011-04-18 16:53:00-03","MO","MOBOT","2247225","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","Ritter, N. P.","Angel L. Cabrera|Roberto Kiesling|Nuncia M. Tur","Cabrera 27765","1976","4","16","South America","Argentina","Corrientes","Mburucuyá","Estancia Santa Teresa, estero Santa Lucía",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","3218986","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","Foster's catalog note file","R.E. Fries","Fries 1358",NA,NA,NA,"South America","Bolivia","Tarija","Gran Chaco","Zapatera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2013-11-06 11:18:00-02","MO","MOBOT","3385752","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","J.Hoyos","Julian A. Steyermark|Jesus Hoyos|Bruce K. Holst","Steyermark 130979","1985","3","23","South America","Venezuela","Nueva Esparta",NA,"Isla De Margarita: Lagoon; between Boca del Río and BOca del Pozo.","-64.2","10.93333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2013-11-06 11:18:00-02","MO","MOBOT","3386046","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","Steyeramrk","Julian A. Steyermark|Bruce K. Holst|Bruno J. Manara","Steyermark 131395","1985","9","5","South America","Venezuela","Bolívar",NA,"Small stream in savanna, 261 km. SW of Caicara del Orinoco.","-67.26666","6.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"110.00000000",NA,NA,NA,NA
"57","2013-11-06 11:18:00-02","MO","MOBOT","3387004","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"* RAIL","RAIL 10025","1997","2","23","South America","Venezuela",NA,NA,"Bajio Marginal La Cochina. Hato El Frio. Llanos Inundables de Apure.","-68.90916","7.71722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2013-11-06 11:18:00-02","MO","MOBOT","3387348","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"G. Colonnello","Colonnello 2177","1997","4","12","South America","Venezuela","Delta Amacuro",NA,"Orillas de cauce de aguas lénticas. Influenciado por las mareas del Delta Medio. Caño Capure. Curso Medio. UTM: 617.602E - 1.046.937N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0E8","2.00000000",NA,NA,NA
"59","2013-11-06 11:18:00-02","MO","MOBOT","3387390","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"A.H.G. Alston","Alston 5750","1938","12","28","South America","Venezuela","Cojedes",NA,"Near Tinaquillo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA
"60","2013-11-06 11:18:00-02","MO","MOBOT","3388031","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","R.R. Haynes, 1","Julian A. Steyermark|Ángel C. González","Steyermark 113784","1977","2","13","South America","Venezuela","Falcón",NA,"Parte nordeste del Distri. Petit: ciénagas en El Caballo y vecindades, rodeadas por bosque seco achaparrado y espinares.","-69.25","11.06833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80.00000000",NA,NA,NA,NA
"61","2014-02-04 19:38:00-02","MO","MOBOT","3388141","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"Francisco J. Roldán","Roldán 1656","1991","9","3","South America","Colombia","Córdoba",NA,"Mpio. Purisíma: Sistema cenagoso de Lorica, área invaldidas por vegetación acuática.","-75.73333","9.21666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.00000000",NA,NA,NA,NA
"62","2008-05-27 22:02:00-03","MO","MOBOT","64387","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","Nur Ritter (CSU)","James C. Solomon","Solomon 18528","1988","6","30","South America","Bolivia","Santa Cruz","Andrés Ibáñez","Las Lomas de Arena, ca. 6 km al sureste de la Refineria El Palmar (ca. 16 km al sureste de Santa Cruz). Sabana sobre arena con dunas activas.","-63.1","-17.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,"88-103","2"
"63","2008-05-27 22:02:00-03","MO","MOBOT","64409","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"Richard Spruce","Spruce 6456","1857",NA,NA,"South America","Ecuador","Loja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2010-02-16 16:52:00-02","MO","MOBOT","100252057","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis guadalupensis",NA,"R.R. Haynes","Bueno","Bueno 355","1992","6","11","South America","Brazil","Mato Grosso do Sul","Corumbá","Laje de rocha calcaria proximo do clube de laco, estrada da manga (MT228.","-57.65","-19.0166667",NA,NA,NA,NA,"guadalupensis",NA,NA,NA,NA,NA,NA,NA,"140.00000000",NA,NA,NA,"1"
"65","2019-07-31 14:33:07-03","CPATSA","HTSA","5489","PreservedSpecimen","Plantae",NA,NA,"Najadaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"Tonizza, M.C.","s.n.","2014","02","15",NA,"Brasil","Pernambuco","St. Maria da Boa Vista",NA,"-40.115","-9.524722",NA,NA,NA,NA,NA,NA,NA,NA,"-40.115","-9.524722",NA,NA,NA,NA,NA,NA,NA
"66","2020-09-12 05:00:02-03","US","US","1175338","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"G. H. Hieronymus","25","1877","2","14","South America","Argentina","Córdoba",NA,"Lagunas del Bajo del Manzano",NA,NA,NA,NA,"US00593533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"67","2020-09-12 05:00:02-03","US","US","1197928","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"H. F. Pittier","11482","1924","2","21","South America - Neotropics","Venezuela","Aragua",NA,"La Victoria",NA,NA,NA,NA,"US00593547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"68","2020-09-12 05:00:02-03","US","US","2224767","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"E. Asplund","13898","1940","10","7","South America - Neotropics","Peru","Lima","Lima",NA,NA,NA,NA,NA,"US00593530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"69","2020-09-12 05:00:02-03","US","US","2283508","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"T. M. Pedersen","4666","1957","11","17","South America","Argentina","Corrientes","Mburucuyá","Santa Teresa",NA,NA,NA,NA,"US00593534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"70","2020-09-12 05:00:02-03","US","US","281585","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"G. H. Hieronymus","745","1977","2","13","South America","Argentina","Córdoba",NA,"Manzano, Molinos",NA,NA,NA,NA,"US00593550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"71","2020-09-12 05:00:02-03","US","US","2472018","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"A. H. Alston","6357","1939","1","16","South America - Neotropics","Venezuela","Lara",NA,"Barquisimeto",NA,NA,NA,NA,"US00593537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"72","2020-09-12 05:00:02-03","US","US","1777979","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"C. E. Chardón","13","1940","4","15","South America - Neotropics","Venezuela",NA,NA,"Laguna de Valencia, Cabrera",NA,NA,NA,NA,"US00593541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"73","2020-09-12 05:00:02-03","US","US","1858516","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"-. Salazar","5","1941","5","26","South America - Neotropics","Venezuela","Aragua",NA,"Malariologia, Maracay",NA,NA,NA,NA,"US00593546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"74","2020-09-12 05:00:02-03","US","US","2485339","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"A. López & A. Sagástegui A.","4006","1962","7","3","South America - Neotropics","Peru","La Libertad","Trujillo","La Libertad",NA,NA,NA,NA,"US00593536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"75","2020-09-12 05:00:02-03","US","US","1055397","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"R. E. Fries","1358","1902","3","10","South America - Neotropics","Bolivia",NA,NA,"Zagratara, between Taujia and Chaco",NA,NA,NA,NA,"US00593549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"76","2020-09-12 05:00:02-03","US","US","1281359","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"E. Tejera","11524","1924","4",NA,"South America - Neotropics","Venezuela",NA,NA,"Valle de Abajo, near Caracas",NA,NA,NA,NA,"US00593532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"77","2020-09-12 05:00:02-03","US","US","1342392","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"O. L. Haught","181","1927","7","29","South America - Neotropics","Peru",NA,NA,"Casa Fernández, in upper Mancora Valley",NA,NA,NA,NA,"US00593531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"78","2020-09-12 05:00:02-03","US","US","1740568","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"F. Tamayo","299","1937","8",NA,"South America - Neotropics","Venezuela","Lara",NA,NA,NA,NA,NA,NA,"US00593539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"79","2020-09-12 05:00:02-03","US","US","1803658","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"F. Tamayo","183","1937","2",NA,"South America - Neotropics","Venezuela","Federal District",NA,"El Valle",NA,NA,NA,NA,"US00593540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"80","2020-09-12 05:00:02-03","US","US","1858514","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"-. Salazar","1","1941","5","26","South America - Neotropics","Venezuela",NA,NA,"Laguna de Valencia",NA,NA,NA,NA,"US00593543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"81","2020-09-12 05:00:02-03","US","US","2901569","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"F. Tamayo","896","1939","1",NA,"South America - Neotropics","Venezuela","Nueva Esparta",NA,"Marite, Paraguana",NA,NA,NA,NA,"US00593544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"82","2020-09-12 05:00:02-03","US","US","1801792","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"F. Tamayo","1304","1940","7","7","South America - Neotropics","Venezuela",NA,NA,"Laguna de Valencia",NA,NA,NA,NA,"US00593542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"83","2020-09-12 05:00:02-03","US","US","2820758","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"L. J. Cumaná C. & E. Gil","0760","1976","12","18","South America - Neotropics","Venezuela","Nueva Esparta",NA,"Punta de Piedras",NA,NA,NA,NA,"US00593538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"84","2020-09-12 05:00:02-03","US","US","988315","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"H. F. Pittier","8212a","1918","10","17","South America - Neotropics","Venezuela","Carabobo",NA,"Hacienda de Cura, near San Joaquin",NA,NA,NA,NA,"US00593545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"85","2020-09-12 05:00:02-03","US","US","2817443","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"A. Dugand","5145","1959","6","30","South America - Neotropics","Colombia","Atlántico","Barranquilla","Costa del Caribe, Bajo Magdalena",NA,NA,NA,NA,"US00593535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"86","2020-09-12 05:00:02-03","US","US","3048127","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"J. N. Rose & P. G. Russell","19859","1915","6","9","South America - Neotropics","Brazil","Bahia",NA,"Queimadas",NA,NA,NA,NA,"US00593529","US00593529_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"87","2020-09-02 16:29:45-03","Cenargen","CEN","105870","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"Vali Joana Pott","8045","2005","08","30",NA,"Brasil","MS","BODOQUENA","Local rio Salobra, Fazenda Rancho Branco, próximo ao curral da sede.","-56.760555","-20.670277","Exsicatas","Erva aquática submersa fixa, 10-20 cm alt. Rio correntoso, limpido, 20-50 cm de prof. Solo seicho rolado e afloramento rochoso. Doação HMS nº 10837. Embrapa Gado de Corte. Mato Grosso do Sul - Campo Grande. Projeto: Avaliação Ecológica Rápida do Parque Nacional da Serra da Bodoquena.","CEN00105870","CEN00105870",NA,NA,NA,NA,"-56.760555","-20.670277",NA,NA,"160","160",NA,NA,"1"
"88","2019-10-07 09:19:39-03","UEFS","HUEFS","179130","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","A.R.Lourenço","Harley, R.M.","56354","2012","01","21",NA,"Brasil","Piauí","São Raimundo Nonato","Parque Nacional Serra da Capivara. Barragem do Zabel. Em lagoa que está secando.","-42.558611","-8.765556",NA,"Em lagoa secando.","HUEFS0179130","HUEFS0179130",NA,"2014","10",NA,"42W33'31''","8S45'56''",NA,NA,"500","500","Lilianae",NA,NA
"89","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"Poeppig, EF","s.n.",NA,NA,NA,NA,"?",NA,NA,"Habitat in prov. do Alto Amazonas locis stagnantibus fluminis Amazonum prope Ega",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"Hieronymus, GHEW","745",NA,NA,NA,NA,"?",NA,NA,"praeterea in reipublica Argentina ut videtur haud infrequens, in prov. Córdoba in Lagunas del bajo del Manzones prope los Molinos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"Lorentz, PG","s.n.",NA,NA,NA,NA,"?",NA,NA,"in prov. Oran ad Laguna del Palmar prope S. José",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"Niederlein, G","214",NA,NA,NA,NA,"?",NA,NA,"in fluvio Rio Fernandez reipublicae Uruguariae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"Hieronymus, GHEW","553",NA,NA,NA,NA,"?",NA,NA,"in prov. Oran ad Laguna del Palmar prope S. José",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-21 10:07:07-03","IBt","SP","117682","S","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis guadalupensis","(Spreng.) Magnus","Haynes, RR","Leonard, SW; et al.","1885","1968","08","06",NA,"Estados Unidos","North Carolina","Tyrrell",NA,NA,NA,NA,NA,"SP044801","SP044801","guadalupensis","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
