"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount","sex"
"88","2020-11-04 11:20:37-03","ESALQ","ESA","86123","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Paula-Souza, J.","Fiaschi, P. et al.","1726.0","2003","10","23",NA,"Brasil","Bahia","Uruçuca","Rodovia Ilhéus-Itacaré, entrada à esquerda, na rotatória de acesso a Uruçuca, ca. 9,5km, ramal à esq. Parque Estadual Serra do Conduru","-39.1","-143.333",NA,"Arvoreta muito comum, até ca. 10m alt. Folhas discolores. Flores alvas","ESA086123","ESA086123",NA,NA,"2004","04",NA,NA,"-39.1","-143,333",NA,NA,"07",NA,NA,NA,NA
"89","2020-11-04 11:20:37-03","ESALQ","ESA","86122","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Paula-Souza, J.","Thomas, W.W. et al.","13263.0","2002","11","03",NA,"Brasil","Alagoas","União dos Palmares","Serra das Bananeiras. Intact Coastal rain forest (mata de encosta",NA,"-9.2",NA,"Shrub, 2m; flowers white tinged pinkish; fruit old, pale brown","ESA086122","ESA086122","500","500","2004","04",NA,NA,"-35,866,667","-9.2",NA,NA,"07",NA,NA,NA,NA
"90","2020-11-04 11:20:37-03","ESALQ","ESA","126532","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Oliveira, J.F.C.","Bruniera, C.P. ; Groppo Jr., M.","84.0","1905","06","30",NA,"Brasil","Bahia","Uruçuca",NA,"-39.2844009399414","-14.5930995941162",NA,NA,"ESA126532","ESA126532",NA,NA,"2019","04","33791","auto",NA,NA,NA,NA,"02",NA,NA,NA,NA
"91","2020-11-04 11:20:37-03","ESALQ","ESA","62814","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Peixoto, A.L.","Folli, D.A.","136.0","1979","10","08",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares. Estrada Flamengo, km 16,7. Ao lado de um jequitibá branco, coleta IAS 40. Mata de tabuleiro","-40.0722007751465","-19.3910999298096",NA,NA,"ESA062814","ESA062814",NA,NA,"1980","07","48094","auto",NA,NA,NA,NA,"05",NA,NA,NA,NA
"92","2020-11-04 11:20:37-03","ESALQ","ESA","105313","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana",NA,"Paula-Souza, J.","Paula-Souza, J.","5682.0","2006","04","06",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA105313","ESA105313",NA,NA,"2006","04","48094","auto",NA,NA,NA,NA,"06",NA,NA,NA,NA
"93","2021-03-19 16:11:23-03","UFPI","TEPB","23033","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tull.","Lyra-Lemos, R. P.","Pinheiro, A. I. L.","214","2004","01","07",NA,"Brasil","Alagoas","Murici","Serra do Ouro","-35.9432983398438","-9.30667018890381",NA,"árvore de cerca de 3 metros de altura; flores amarelas Ambiente: Mata Atlântica/Floresta Ombrófila <ll>dwc_commonname:</ll> jaqueira-da-mata",NA,NA,NA,NA,NA,NA,"22851","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-19 16:11:23-03","UFPI","TEPB","23033","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tull.",NA,"A.I.L.Pinheiro","214","2004","01","07",NA,"Brasil","Alagoas","Murici","Serra do Ouro,EFCSO-UFAL","-35.9432983398438","-9.30667018890381",NA,"árvore ca. De 3m de altura, flores amarelas Ambiente: Mata Atlantica, Floresta Ombrófila",NA,NA,NA,NA,NA,NA,"22851","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2014-10-09 21:27:49-03","UNICAP","HUCPE","1497","S","Plantae",NA,NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","M. Oliveira","Lucena, M. .F.","236","1996","12","06",NA,"Brasil","Pernambuco","Igarassu","Refúgio Ecológico Charles Darwin.","-34.87481","-7.832298",NA,"Árvore.",NA,NA,NA,NA,"2003","10",NA,NA,"-34.87481","-7.832298",NA,NA,NA,NA,NA,NA,NA
"96","2014-09-04 12:56:04-03","UNICAP","HUCPE","158","S","Plantae",NA,NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","L. B. Smith","Tavares, S.","550","1960","11","25",NA,"Brasil","Pernambuco","Recife","Dois Irmãos-Mata de Dois Irmãos.","-34.881777","-8.056484",NA,"Árvore com mais ou menos 5 m de altura por 6 cm de diâmetro. Flores alvas, com tons róseos no botão.",NA,NA,NA,NA,"1962","02",NA,NA,"-34.881777","-8.056484",NA,NA,"07",NA,NA,NA,NA
"97","2019-02-15 11:51:59-02","IPA","IPA","40929","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.",NA,"Blanchet","2312",NA,NA,NA,"Southern America","Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,"IPA0040929",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-02-15 11:52:00-02","IPA","IPA","92392","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Cano, O.","Santos, E.G. dos","3",NA,NA,NA,"Southern America","Brasil","Pernambuco","Cabo de Santo Agostinho","Refúgio de Vida Silvestre Matas do Sistema Gurjaú., Sub-bosque da mata de São Braz. Espécie no interior da floresta.","-35.0349998474121","-8.28666973114014",NA,"Material Botânico em estudo para Tese de Doutorado. PPGB/ Ecologia de Ecossistemas Terrestres UFRPE. Título da Tese: Ecologia de lianas em fragmentos de Florestas Ombrófila e Estacional no domínio Atlântico de Pernambuco, Orientado","IPA0092392",NA,NA,NA,"2018","06","25282","auto",NA,NA,NA,NA,"25",NA,NA,NA,NA
"99","2019-02-15 11:52:00-02","IPA","IPA","78481","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Albuquerque, N.A.","Marques, J.S.; Albuquerque, N.A.; Albuquerque, N.A.","226","2007","09","12","Southern America","Brasil","Pernambuco","Igarassu","Mata de Piedade, Usina São José. Interior, ambiente rípário proximo a borda do açude.","-34.9063987731934","-7.83416986465454",NA,"Arbusto. Flores em botões rosa-claro. Frutos verdes imaturos.","IPA0078481",NA,NA,NA,"2007","12","24709","auto",NA,NA,NA,NA,"20",NA,NA,NA,NA
"100","2019-02-15 11:52:00-02","IPA","IPA","78749","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Albuquerque, N.A.","Albuquerque, N.A.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.","606","2008","01","10","Southern America","Brasil","Pernambuco","Igarassu","Mata de Piedade, Usina São José. Interior plano.","-34.9063987731934","-7.83416986465454",NA,"Arbusto ca. 2 metros de altura. Flores rosa-claro. Fruto rosa-roxo imaturos.","IPA0078749",NA,NA,NA,"2008","01","24709","auto",NA,NA,NA,NA,"18",NA,NA,NA,NA
"101","2019-02-15 11:52:00-02","IPA","IPA","78438","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Albuquerque, N.A.","Marques, J.S.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.","222","2007","08","16","Southern America","Brasil","Pernambuco","Igarassu","Mata dos Macacos, Usina São José. No interior.","-34.9063987731934","-7.83416986465454",NA,"Árvore. FLores brancas.","IPA0078438",NA,NA,NA,"2007","12","24709","auto",NA,NA,NA,NA,"20",NA,NA,NA,NA
"102","2019-07-26 11:41:29-03","IPA","IPA","63017","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Rita Pereira","Rita Pereira; et al.; et al.","FRC-18","2003","04","03","Southern America","Brasil","Pernambuco","Moreno","Reserva Ecológica de Carnijó. Interior da Mata do Visgueiro.","-35.0922012329102","-8.11861038208008",NA,"Árvore pequena, ca 3 m. Flores amarelas, perfumadas.","IPA0063017",NA,NA,NA,"2003","08","15458","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-02-15 11:52:00-02","IPA","IPA","65318","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Cano, O.","Arbo, M.M.; Ferrucci, M.S.; Araujo, L.C.F.; Ferrucci, M.S.; Araujo, L.C.F.","7854","1997","02","10","Southern America","Brasil","Pernambuco","Recife","Dois Irmãos, interior da mata atlântica.","-34.8810997009277","-8.05389022827148",NA,"Arbusto 2-3m, hojas discolores, haz verde oscura, lustrosa; flores rosáceas, frutos verdes, semillas negras.","IPA0065318",NA,NA,NA,"2004","10","18865","auto",NA,NA,NA,NA,"19",NA,NA,NA,NA
"104","2019-02-15 11:51:59-02","IPA","IPA","1273","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Andrade-Lima","Andrade-Lima","49-263A","1949","07","06","Southern America","Brasil","Pernambuco","Recife","Dois Irmãos, mata de Dois Irmãos, sob as grandes árvores.","-34.8810997009277","-8.05389022827148",NA,"Árvore pequena 4-5m. Folhas semi-coriáceas. Flores alvas com ligeira tonalidade lilás.","IPA0001273",NA,NA,NA,"1959","06","18865","auto",NA,NA,NA,NA,"02",NA,NA,NA,NA
"105","2019-02-15 11:51:59-02","IPA","IPA","1263","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Andrade-Lima","Andrade-Lima","49-263","1949","07","02","Southern America","Brasil","Pernambuco","Recife","Dois Irmãos, sob as grandes árvores.","-34.8810997009277","-8.05389022827148",NA,"Árvore pequena 4-5m. Folhas semi-coriáceas. Flores alvas com ligeira tonalidade lilás.","IPA0001263",NA,NA,NA,"1959","06","18865","auto",NA,NA,NA,NA,"02",NA,NA,NA,NA
"106","2019-02-15 11:51:59-02","IPA","IPA","45311","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Lima, V.C.","Lima, V.C.; Andrade-Lima; Andrade-Lima","15","1980",NA,NA,"Southern America","Brasil","Pernambuco","Recife","Sitio Pitiguarí","-34.8810997009277","-8.05389022827148",NA,NA,"IPA0045311",NA,NA,NA,"1980",NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-02-15 11:52:00-02","IPA","IPA","75032","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Smith, L.B.","Tavares, S.","544","1960","11","12","Southern America","Brasil","Pernambuco","Vicência","Mata do Engenho Jundiá.","-35.3266983032227","-7.65693998336792",NA,"Árvore.Flores alvas.","IPA0075032",NA,NA,NA,"1962","02","21084","auto",NA,NA,NA,NA,"07",NA,NA,NA,NA
"108","2019-02-15 11:51:59-02","IPA","IPA","23925","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Harley, R.M.","Harley, R.M.","17166","1974","03","19","Southern America","Brasil","Bahia",NA,"Pau Brasil Biological Reserve, coastal zone. West from Porto Seguro on road to Eunápolis.","-39.2","-16.416667",NA,"Spindly tree to ca. 4m with horizontally spreading ungainly branches. Leaves coriaceous. Flowers and fruit borne with the leaves or on the main stem (cauliflorous). Petals fleshy, creamy-white. Pods soft greenish.; Coastal rain forest","IPA0023925",NA,"20","20","1975","07",NA,NA,"-39.2","-16.416667",NA,NA,"04",NA,NA,NA,NA
"109","2019-02-15 11:51:59-02","IPA","IPA","64333","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.",NA,"Jost, T.; et al.; et al.","37","1994","10","25","Southern America","Brasil","Bahia","Conde","Fazenda do Bu, mata da Maré.","-37.728611","-12.035278",NA,"Árvore ca. 6m de altura, tronco com casca lisa acinzentada; folhas caartáceas discolores, verdes; inflorescência ereta; botões róseos; flores com cálice róseos, corola alva. Visitadas por formigas.; Mata alta com sub-bosque aberto. Fl","IPA0064333",NA,NA,NA,NA,NA,NA,NA,"-37.728611","-12.035278",NA,NA,NA,NA,NA,NA,NA
"110","2019-02-15 11:52:00-02","IPA","IPA","79129","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Melo, A.","Alves-Araújo, A.; Araújo, D.; Marques, J.S.; Albuquerque, N.A.; Araújo, D.; Marques, J.S.; Albuquerque, N.A.","198","2007","03","22","Southern America","Brasil","Pernambuco","Igarassu","Usina São José, Usina São José. Borda da mata.","-38.1375","-8.256944",NA,"Mata Atlântica.","IPA0079129",NA,"178","178","2007","04",NA,NA,"-38.1375","-8.256944",NA,NA,"23",NA,NA,NA,NA
"111","2019-02-15 11:52:00-02","IPA","IPA","66437","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Alcina Viana","Félix, L.P.; Alcina Viana; Oliveira, J.B.S.; Alcina Viana; Oliveira, J.B.S.","9807","2003","02","06","Southern America","Brasil","Pernambuco","Cabo de Santo Agostinho","Gurjaú, Mata do Xangô. Locais sombrios no interior da mata.","-35.063056","-8.238333",NA,"Arbusto ca. 3,5m de altura. Flores brancas, frutos avermelhados na maturação.; Mata Atlântica/interior da mata. Vegetação Ombrófila Densa. Latossolo amarelo distrófico.","IPA0066437",NA,"110","110","2003","11",NA,NA,"-35.063056","-8.238333",NA,NA,"11",NA,NA,NA,NA
"112","2019-02-15 11:52:00-02","IPA","IPA","69753","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Alcina Viana","Oliveira, J.B.S.; Alcina Viana; Félix, L.P.; Alcina Viana; Félix, L.P.","18","2003","02","06","Southern America","Brasil","Pernambuco","Cabo de Santo Agostinho","Gurjaú, Mata do Xangô.","-35.063056","-8.238333",NA,"Arbusto com frutos marrons.; Vegetação Ombrófila Densa. Latossolo amarelo distrófico.","IPA0069753",NA,NA,NA,"2003","07",NA,NA,"-35.063056","-8.238333",NA,NA,"02",NA,NA,NA,NA
"113","2019-02-15 11:52:00-02","IPA","IPA","79471","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Alves-Araújo, A.","Alves-Araújo, A.; Araújo, D.; Melo, A.; Mendes, K.; Albuquerque, N.A.; Araújo, D.; Melo, A.; Mendes, K.; Albuquerque, N.A.","454","2007","07","28","Southern America","Brasil","Pernambuco","Igarassu","Usina São José, Mata da Zambana, interior da mata.","-34.990556","-7.716111",NA,"Arbusto ca. 2m de altura, frutos verdes a vináceos.; Mata Atlântica.","IPA0079471",NA,"120","120","2008","01",NA,NA,"-34.990556","-7.716111",NA,NA,"09",NA,NA,NA,NA
"114","2019-02-15 11:52:00-02","IPA","IPA","79509","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.",NA,"Alves-Araújo, A.; Araújo, D.; Melo, A.; Mendes, K.; Albuquerque, N.A.; Araújo, D.; Melo, A.; Mendes, K.; Albuquerque, N.A.","492","2007","07","29","Southern America","Brasil","Pernambuco","Igarassu","Usina São José, Usina São José, interior da mata.","-34.990556","-7.716111",NA,"Árvore 6-7m de altura, botões florais róseos, cauliflora.; Mata Atlântica.","IPA0079509",NA,"120","120",NA,NA,NA,NA,"-34.990556","-7.716111",NA,NA,NA,NA,NA,NA,NA
"115","2019-02-15 11:52:00-02","IPA","IPA","80147","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Alves-Araújo, A.","Alves-Araújo, A.; Araújo, D.; Araújo, D.","747","2007","12","20","Southern America","Brasil","Pernambuco","Igarassu","Usina São José, Usina São José. Borda da mata. Interior da mata.","-35.002778","-7.8375",NA,"Árvore 7-8m alt., flores alvo-rosadas (às vezes cauliflora).; Mata Atlântica.","IPA0080147",NA,"95","95","2007","12",NA,NA,"-35.002778","-7.8375",NA,NA,"20",NA,NA,NA,NA
"116","2019-02-15 11:52:00-02","IPA","IPA","80247","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.",NA,"Araújo, D.; Alves-Araújo, A.; Alves-Araújo, A.","546","2007","12","20","Southern America","Brasil","Pernambuco","Igarassu","Usina São José, Usina São José, interior da mata.","-35.002778","-7.8375",NA,"Arvore. Fruto verde.; Mata Atlântica.","IPA0080247",NA,"95","95",NA,NA,NA,NA,"-35.002778","-7.8375",NA,NA,NA,NA,NA,NA,NA
"117","2019-02-15 11:52:00-02","IPA","IPA","83488","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Cano, O.; Silva, R.K.S.; Barbosa, J.I.S.","Silva, R.K.S.; Lima, R.B.A.; Lima, R.B.A.","15","2009","04","26","Southern America","Brasil","Pernambuco","Sirinhaém","Engenho Buranhém, Usina Trapiche, Coleta em mata ciliar.","-35.1825","-8.576278",NA,"Árvore ca. 3m de altura, CAP: 17cm. Flores do cor creme. Apresenta caulifloria.; Floresta Ombrófila Densa de Terras Baixas.","IPA0083488",NA,"49","49","2009","07",NA,NA,"-35.1825","-8.576278",NA,NA,"13",NA,NA,NA,NA
"118","2019-02-15 11:52:00-02","IPA","IPA","85118","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Angela","Cunha, L.V.; Oliveira Júnior; Oliveira Júnior","168","2008","10","02","Southern America","Brasil","Pernambuco","Igarassu","Mata do Cabu, Usina São José.","-34.936667","-7.771944",NA,"ca. 8m de altura e 17cm de CAP.; Mata Atlântica.","IPA0085118",NA,NA,NA,"2008","11",NA,NA,"-34.936667","-7.771944",NA,NA,"27",NA,NA,NA,NA
"119","2019-02-15 11:52:00-02","IPA","IPA","85463","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Miranda, A.","Oliveira, J.B.S.; VIana, A.; Leal, J.; VIana, A.; Leal, J.","136","2003","04","22","Southern America","Brasil","Pernambuco","Cabo de Santo Agostinho","Reserva Ecológica de Gurjaú, Mata do Cuxiu.","-35.065556","-8.227778",NA,"Árvore, presença de caulifloria, frutos marrons.; Mata Atlântica, interior da mata. Floresta Ombrófila densa. Latossolo amarelo distrófico.","IPA0085463",NA,"62","62","2005","06",NA,NA,"-35.065556","-8.227778",NA,NA,"22",NA,NA,NA,NA
"120","2019-02-15 11:52:00-02","IPA","IPA","86465","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.",NA,"Pessoa, L.M.; Alves, C.; Chagas, M.A.; Alves, C.; Chagas, M.A.","889","2009","10","22","Southern America","Brasil","Pernambuco","Paulista","Estação Ecológica de Caetés","-34.122222","-7.970833",NA,"Árvore com ca de 4m; presença de botões florais; frutos imaturos e maduros.; Vegetação Arbórea-arbustiva, Mata Atlântica. Interior da área; freqüente.","IPA0086465",NA,NA,NA,NA,NA,NA,NA,"-34.122222","-7.970833",NA,NA,NA,NA,NA,NA,NA
"121","2019-02-15 11:52:00-02","IPA","IPA","89518","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Cano, O.","Roseane Karla; Barros, R.; Chagas, M.; Barros, R.; Chagas, M.","18","2014","02","02","Southern America","Brasil","Pernambuco","Sirinhaém","Usina Trapiche, Engenho Jaguaré","-35.184167","-8.561667",NA,"Árvore com altura média de 4 m, CAP de 16 cm, apresentando flores rosa claro e frutos verdes imaturos.&nf;; Mata Atlântica","IPA0089518",NA,NA,NA,"2014","09",NA,NA,"-35.184167","-8.561667",NA,NA,NA,NA,NA,NA,NA
"122","2019-02-15 11:52:00-02","IPA","IPA","89519","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Cano, O.","Roseane Karla; Barros, R.; Chagas, M.; Barros, R.; Chagas, M.","26","2014","02","02","Southern America","Brasil","Pernambuco","Sirinhaém","Usina Trapiche, Engenho Jaguaré","-35.184167","-8.561667",NA,"Árvore com altura média de 4 m, CAP de 16 cm, apresentando flores rosa claro e frutos verdes imaturos.&nf;; Mata Atlântica","IPA0089519",NA,NA,NA,"2014","09",NA,NA,"-35.184167","-8.561667",NA,NA,NA,NA,NA,NA,NA
"123","2019-02-15 11:52:00-02","IPA","IPA","89564","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Cano, O.","Barros, R.; Roseane Karla; Chagas, M.; Roseane Karla; Chagas, M.","18","2014","02","03","Southern America","Brasil","Pernambuco","Sirinhaém","Usina Trapiche, Engenho Coelhas","-35.144722","-8.551389",NA,"Árvore com altura média de 4 m, CAP de 18 cm, apresentando flores rosa claro e frutos verdes imaturos.&nf;; Mata Atlântica","IPA0089564",NA,NA,NA,"2014","07",NA,NA,"-35.144722","-8.551389",NA,NA,NA,NA,NA,NA,NA
"124","2019-02-15 11:52:00-02","IPA","IPA","89572","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Cano, O.","Barros, R.; Roseane Karla; Chagas, M.; Roseane Karla; Chagas, M.","18","2014","02","03","Southern America","Brasil","Pernambuco","Sirinhaém","Usina Trapiche, Engenho Coelhas","-35.146667","-8.554444",NA,"Árvore com altura média de 5,5 m, CAP de 16 cm, apresentando flores rosa claro e frutos verdes imaturos.&nf;; Mata Atlântica","IPA0089572",NA,NA,NA,"2014","08",NA,NA,"-35.146667","-8.554444",NA,NA,NA,NA,NA,NA,NA
"125","2019-02-15 11:51:59-02","IPA","IPA","89595","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Cano, O.","Barros, R.; Roseane Karla; Chagas, M.; Roseane Karla; Chagas, M.","18","2014","02","03","Southern America","Brasil","Pernambuco","Sirinhaém","Usina Trapiche, Engenho Coelhas","-35.148333","-8.550556",NA,"Árvore com altura média de 4,5 m, CAP de 18,2 cm, apresentando flores rosa claro e frutos verdes imaturos.&nf;; Mata Atlântica","IPA0089595",NA,NA,NA,"2014","08",NA,NA,"-35.148333","-8.550556",NA,NA,NA,NA,NA,NA,NA
"126","2019-02-15 11:51:59-02","IPA","IPA","63222","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Rita Pereira","Costa e Silva, M.B.; Cano, O.; Ferreira, C.; Albuquerque, N.A.; Cano, O.; Ferreira, C.; Albuquerque, N.A.","REC-186","2003","09","18","Southern America","Brasil","Pernambuco","Moreno","Reserva Ecológica de Carnijó. Trilha da Comadre Florzinha, lado direito.","-35.0922012329102","-8.11861038208008",NA,"Árvore pequena, ca de 3,0 m de altura. Flores creme rosadas. Botões avermelhados.","IPA0063222",NA,NA,NA,"2003","12","15458","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-02-15 11:51:59-02","IPA","IPA","1298","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Andrade-Lima","Andrade-Lima","49-293","1949","09","01","Southern America","Brasil","Pernambuco","Recife","Dois Irmãos, mata de Dois Irmãos, sombra das grandes árvores.","-34.8810997009277","-8.05389022827148",NA,"Árvore pequena. Flores alvo-róseas.","IPA0001298",NA,NA,NA,"1959","06","18865","auto",NA,NA,NA,NA,"02",NA,NA,NA,NA
"128","2019-02-15 11:52:00-02","IPA","IPA","75033","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Smith, L.B.","Tavares, S.","550","1960","11","25","Southern America","Brasil","Pernambuco","Recife","Mata Dois Irmãos: Caminho entre o açude do prata e a linha férrea.","-34.8810997009277","-8.05389022827148",NA,"Árvore mais ou menos 5m por 6cm na base. Flores alvas com tons roseos no botão.","IPA0075033",NA,NA,NA,"1962","02","18865","auto",NA,NA,NA,NA,"07",NA,NA,NA,NA
"129","2019-02-15 11:52:00-02","IPA","IPA","8088","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Egler, W.A.; Pereira, E.; Falcão, J.I.A.","Falcão, J.I.A.; Egler, W.A.; Pereira, E.; Egler, W.A.; Pereira, E.","970","1954","09","07","Southern America","Brasil","Pernambuco","Rio Formoso","Horto Florestal de Saltinho","-35.1585998535156","-8.66361045837402",NA,"Árvore pequena 5m. Flor alva levemente rosada.","IPA0008088",NA,NA,NA,"1954","11","21734","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-02-15 11:51:59-02","IPA","IPA","15921","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Fernández, A.","Andrade-Lima","66-4753","1966","11","26","Southern America","Brasil","Alagoas","União dos Palmares","Fazenda Santo Antônio, no subosque.","-36.0318984985352","-9.16277980804443",NA,"Arbusto; flor rosa-claro.","IPA0015921",NA,NA,NA,"2008","08","22346","auto",NA,NA,NA,NA,"12",NA,NA,NA,NA
"131","2019-02-15 11:52:00-02","IPA","IPA","78079","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Albuquerque, N.A.","Marques, J.S.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.","32","2007","03","22","Southern America","Brasil","Pernambuco","Igarassu","Mata de Piedade, Usina São José. Interior em encosta.","-34.9063987731934","-7.83416986465454",NA,"Folhas simples. Flores e frutos em caulifloria.","IPA0078079",NA,NA,NA,"2007","12","24709","auto",NA,NA,NA,NA,"20",NA,NA,NA,NA
"132","2019-02-15 11:52:00-02","IPA","IPA","78181","S","Plantae","Plantae",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Albuquerque, N.A.","Marques, J.S.; Albuquerque, N.A.; Alves-Araújo, A.; Albuquerque, N.A.; Alves-Araújo, A.","112","2007","05","24","Southern America","Brasil","Pernambuco","Igarassu","Mata do Pezinho, Usina São José. Interior encosta.","-34.9063987731934","-7.83416986465454",NA,"Fruto imaturo (caulefloria).","IPA0078181",NA,NA,NA,"2007","12","24709","auto",NA,NA,NA,NA,"20",NA,NA,NA,NA
