"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","individualCount","fieldNumber","class","relatedCatalogItem"
"55","2008-05-27 22:02:00-03","MO","MOBOT","232523","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|S. Velázquez","Zardini 17318","1989","12","23","South America","Paraguay","Cordillera",NA,"Western side of Río Piribebuy basin, 27 km W of Arroyos y Esteros. Inundated savanna on clay.","-57.3","-25.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","234",NA,NA
"56","2013-10-15 12:23:00-03","MO","MOBOT","232695","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|C. Velázquez","Zardini 23546","1990","11","9","South America","Paraguay","Central",NA,"Tavarory, Arroyo Avaí near confluence with Río Paraguay.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","445",NA,NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","232827","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini","Zardini 23565","1990","11","9","South America","Paraguay","Central",NA,"Tavarory, 1 km E of Río Paraguay. Savanna.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","447",NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","232916","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|Leongino Guerrero","Zardini 35832","1993","5","25","South America","Paraguay","Paraguarí",NA,"1 km N of Villa Florida on Tebicuary River. Gallery forest.","-57.13333","-26.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","819",NA,NA
"59","2014-11-11 11:50:00-02","MO","MOBOT","233752","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O.Zuloaga & O. Morrone (SI)","Blas Pérez","Pérez Maricerich 1284","1991","10",NA,"South America","Paraguay","Central",NA,"Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.","-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","6",NA,NA
"60","2016-01-21 11:52:00-02","MO","MOBOT","234109","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|R. Velázquez","Zardini 19613","1990","3","3","South America","Paraguay","Cordillera",NA,"14 km W of Arroyos y Esteros. West side of basin.","-57.2","-25.1333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","302",NA,NA
"61","2018-05-17 05:29:00-03","MO","MOBOT","2341408","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Osvaldo Morrone|María E. Múlgura|Silvia S. Denham","Morrone 4421","2003","4","26","South America","Argentina","Jujuy","Dr. Manuel Belgrano","Zapla, Mina 9 de Octubre, Serranias de Zapla, en el desvío del camino al complejo turístico y a la antena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2008-05-27 22:02:00-03","MO","MOBOT","234829","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|M. Velázquez","Zardini 21822","1990","7","7","South America","Paraguay","Cordillera",NA,"Compañía Río Negro, N of Vapor Cué. Savanna.","-56.66666","-25.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","378",NA,NA
"63","2008-05-27 22:02:00-03","MO","MOBOT","235471","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|C. Velázquez","Zardini 19853","1990","3","3","South America","Paraguay","Cordillera",NA,"Western side of Río Piribebuy basin. 27 km W of Arroyos y Esteros. Inundated savanna on clay.","-57.3","-25.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","308",NA,NA
"64","2008-05-27 22:02:00-03","MO","MOBOT","237327","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|C. Velázquez","Zardini 22221","1990","7","21","South America","Paraguay","Cordillera",NA,"Río Piribebuy, 27 km W of Arroyos y Esteros. Inundated savanna.","-57.3","-25.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","392",NA,NA
"65","2016-11-01 10:26:00-02","MO","MOBOT","237664","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|U. Velázquez","Zardini 20216","1990","5","19","South America","Paraguay","Cordillera",NA,"Eastern side of Río Piribebuy basin, 17 km W of Arroyos y Esteros.","-57.25","-25.1333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","318",NA,NA
"66","2008-05-27 22:02:00-03","MO","MOBOT","238033","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|C. Velázquez","Zardini 24408","1990","11","30","South America","Paraguay","Central",NA,"Tavarory. Arroyo Avaí near confluence with Río Paraguay. Inundated savanna.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","476",NA,NA
"67","2014-12-11 11:52:00-02","MO","MOBOT","238717","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|C. Velázquez","Zardini 22420","1990","8","3","South America","Paraguay","Central",NA,"Tavarory, on Río Paraguay. Along tributary of Río Paraguay, Arroyo Abaí.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","400",NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","240063","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini","Zardini 3974","1987","12","11","South America","Paraguay","Cordillera",NA,"Cerro Tobati.","-57.06666","-25.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","87-86",NA,NA
"69","2016-01-21 12:53:00-02","MO","MOBOT","240293","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|U. Velázquez","Zardini 24702","1990","12","1","South America","Paraguay","Caaguazú",NA,"Arroyo Guaranungua, 28 km S of Arroyo Yhú.","-55.9166667","-25.3666667","200.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","488",NA,NA
"70","2018-05-17 05:29:00-03","MO","MOBOT","2406760","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Morrone, O. & Zuloaga, F. O., //","Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura","Zuloaga 5762","1996","4","22","South America","Argentina","Misiones","Candelaria","Santa Ana, camino al Río Yabebiry junto al Río Paraná","-55.58333","-27.31666","40.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2018-05-17 05:29:00-03","MO","MOBOT","2406779","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Morrone, O., /05/","Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura","Zuloaga 5745","1996","4","21","South America","Argentina","Misiones","San Ignacio","campo antes de la entrada al Parque Provincial Teyucuaré","-55.55","-27.26666","120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2013-08-20 13:06:00-03","MO","MOBOT","242161","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|Tulio Tillería","Zardini 29151","1991","12","9","South America","Paraguay","Central",NA,"Tavarory, 3 km S from administration, 1 km E of Río Paraguay.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","628",NA,NA
"73","2009-07-27 09:22:00-03","MO","MOBOT","2429674","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Morrone, O. & Zuloaga, F. O.","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 6790","1999","2","22","South America","Argentina","Misiones","Candelaria","Santa Ana, margen del Río Paraná","-55.58333","-27.31666","40.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2009-07-27 09:22:00-03","MO","MOBOT","2430612","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Zuloaga, F. O. & Morrone, O.","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 7339","2001","5","10","South America","Argentina","Formosa",NA,"Ruta Nac. 11, de Clorinda a Formosa","-57.76666","-25.4","70.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2009-07-27 09:22:00-03","MO","MOBOT","2430621","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Zuloaga, F. O.","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 7194","2000","10","17","South America","Argentina","Misiones","San Ignacio","Parque Prov. Teyú Cuaré, camino al Peñón de La Reina Victoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","243741","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|C. Velázquez","Zardini 25291","1991","1","4","South America","Paraguay","Central",NA,"Tavarory, around Administration. Inundated savanna.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","507",NA,NA
"77","2009-10-24 07:52:00-02","MO","MOBOT","2519017","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Zuloaga, F. O. & Morrone, O., V-","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 7255","2001","5","4","South America","Paraguay","Amambay",NA,"Camino de Ruta 5 a Bella Vista, 2 km de Ruta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2009-09-16 18:44:00-03","MO","MOBOT","2667639","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Renvoize, S. (K)","Simon Lægaard|E. Kullberg","Lægaard 71120","1988","5","8","South America","Ecuador","Loja",NA,"W of pass at km 6 Vilcabamba - Yangana. Dry area, grazed, with scattered scrubs, some erosion.","-79.21666","-4.33333","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2013-03-08 17:44:00-03","MO","MOBOT","2668261","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Renvoize, S. (K)","Simon Lægaard|Onore Riväre","Lægaard 19934","1999","4","15","South America","Ecuador","Loja",NA,"Experimental cultivations at Estaciùn Experimental Zapotepamba de UNL.","-79.78333","-4.05","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2009-06-27 16:40:00-03","MO","MOBOT","2669007","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Renvoize, S. (K)","Simon Lægaard","Lægaard 20197","1999","6","4","South America","Ecuador","Loja",NA,"Las Chinchas - Portovelo ca 1 km above Zumbe","-79.53333","-3.91666","1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2009-10-24 07:52:00-02","MO","MOBOT","2968461","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 4727","1993",NA,NA,"South America","Brazil","Minas Gerais",NA,"Tiradentes. En bajo, lugar inundado.","-44.13333","-21.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2013-05-07 06:03:00-03","MO","MOBOT","2968561","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","G. Davidse","Ynés Mexia","Mexia 4211","1930","1","5","South America","Brazil","Minas Gerais",NA,"Vicosa. Road to São José de Barroso, about km. 9; near small stream.",NA,NA,"723.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2014-11-20 05:44:00-02","MO","MOBOT","2968598","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","O. Morrone","Belén Jiménez|Griselda Marín O.","Jiménez 1969","1997","11","16","South America","Paraguay","Canindeyú",NA,"Camino de entrada a la Reserva. Bosque bajo, borde del camino, sobre suelos arenosos. Pasto que crece en matas alcanzando una altura de 2.5m. Base de la lámina con pelos blanquecinos, al igual que el borde de la vaina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2009-10-24 07:57:00-02","MO","MOBOT","2968605","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","O. Morrone & Zuloaga","Fernando O. Zuloaga|Osvaldo Morrone|José F. Pensiero","Zuloaga 4799","1994",NA,NA,"South America","Brazil","Bahia",NA,"Mun. Mucugé: entre Andarai y Mucugé. 5 km N de Mucugé, campo rupestre en arena blanca.","-41.46666","-13","1070.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2013-05-07 06:03:00-03","MO","MOBOT","2968662","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Ynés Mexia","Mexia 4211","1930","1","5","South America","Brazil","Minas Gerais",NA,"Viçosa. Road to São José de Barroso;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2012-10-10 15:36:00-03","MO","MOBOT","2968825","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","G.Davidse","T.S. da Silva","Silva 234","1976","1","25","South America","Brazil","São Paulo",NA,"Diadema, Vila Eldorado,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2018-06-21 15:23:00-03","MO","MOBOT","2972377","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Agnes Chase","Russell J. Seibert","Seibert 2218","1945","11","26","South America","Peru","Huánuco",NA,"Huanuco.",NA,NA,"2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"88","2009-06-24 18:36:00-03","MO","MOBOT","2972463","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","G. Davidse","Agnes Chase","Chase 8858","1925","3","14","South America","Brazil","Minas Gerais",NA,"Oliveira, Minas Gerias. Marshy open ground.",NA,NA,"900.00000000","980.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2009-08-07 05:32:00-03","MO","MOBOT","2972485","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","G. Davidse","Rubén A. Montes","Montes 1129","1982","6","17","South America","Venezuela","Guárico",NA,"Estero del río Orituco, 16 km Sur de la Estación Biologica de Los Llanos, Calabozo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2009-06-24 18:36:00-03","MO","MOBOT","2972520","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Davidse","Agnes Chase","Chase 8356","1925","1","19","South America","Brazil","Rio de Janeiro",NA,"Monte Serrat, Serra da Itatiaia, Rio de Janeiro. Steep open slope above streamlet.",NA,NA,"500.00000000","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2011-07-05 21:12:00-03","MO","MOBOT","2972684","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Gerrit Davidse","Charles L. Burandt Jr.","Burandt Jr. V0381","1978","10","3","South America","Venezuela","Lara",NA,"Sabana, originalmente forestado. Lado del camino entre La Peña y las filas de las vacas a 16.5 Kms. de Humocaro Alto.",NA,NA,"1750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2009-08-07 05:32:00-03","MO","MOBOT","2972838","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","G. Davidse","Rubén A. Montes","Montes 528","1981","7","7","South America","Venezuela","Guárico",NA,"Palmar del río Orituco, 16 km Sur de la Estación Biologica de Los Llanos, Calabozo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2009-06-24 18:36:00-03","MO","MOBOT","2973050","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","G. Davidse","Agnes Chase","Chase 8512","1925","2","20","South America","Brazil","Minas Gerais",NA,"Juiz De Fóra,",NA,NA,"675.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","2973224","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"August G. Schulz","Schulz 18979","1976",NA,NA,"South America","Argentina","Chaco","1 de Mayo","Colonia Benítez.","-58.93333","-27.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2008-05-27 22:02:00-03","MO","MOBOT","2973267","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Thomas R. Soderstrom|M. Carvalho","Soderstrom 1160","1964","11","10","South America","Brazil","Pará",NA,"Belém, Insituto Agronômico do Norte. Cultivated at grass plot 52.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2012-10-10 15:36:00-03","MO","MOBOT","2973574","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","G. Davidse","T.S. da Silva","Silva 160","1974",NA,NA,"South America","Brazil","São Paulo",NA,"São Paulo, Parque do Estado Insitiuto de Botãnica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2009-10-24 07:52:00-02","MO","MOBOT","2975113","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","O. Morrone","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 4606","1993",NA,NA,"South America","Brazil","Minas Gerais",NA,"Rodovia a Conceiçao do Mato Dentro a Serro, BR-010, 10 km N de Conceiçao do Mato Dentro. Borde de bosque.","-43.33333","-18.83333","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2015-05-07 07:14:00-03","MO","MOBOT","1413161","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone, 2002 (SI)","Elsa M. Zardini|J. Rodríguez","Zardini 51633","1999","10","22","South America","Paraguay","Itapúa",NA,"Yacyretá Dam Island Reserve: Western area. Collecting area: around two hectares.","-56.8230556","-27.4486111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1181",NA,NA
"99","2017-11-24 14:12:08-02","UFLA","ESAL","5095","S","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Regina Célia de Oliveira","Pereira, SC","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Boa Esperança","Estrada interna para Coqueiral","-45.5657997131348","-21.0900001525879",NA,NA,NA,"; ; ;; palustre",NA,NA,NA,NA,NA,NA,NA,"37175","auto",NA,NA,NA,NA
"100","2020-09-02 16:37:32-03","Cenargen","CEN","21903","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Maria Judith I. R. Gomes",NA,"1988","06","00",NA,"Brasil","SP","RIO CLARO","Campos da UNESP. Cultivada no Jardim Experimental.","-47.560001373291","-22.4099998474121",NA,NA,"Exsicatas","Doação - HRCB. n°: 16855.","CEN00021903","CEN00021903",NA,NA,NA,NA,NA,"21773","auto","1",NA,NA,NA
"101","2020-09-02 16:37:32-03","Cenargen","CEN","48828","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","J. F. M. Valls & G. H. Rua","Glocimar Pereira-Silva","7392","2003","03","12",NA,"Brasil","GO","SILVANIA","Margem direita do rio Corumbá (Fazenda Córrego Fundo).","-48.6081008911133","-16.658899307251","820","820","Exsicatas","Área de Influência Direta (lago).","CEN00048828","CEN00048828","2007","05",NA,"-4834556.0","-1632028.0","46044","auto","4",NA,NA,NA
"102","2020-09-02 16:37:32-03","Cenargen","CEN","56750","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","G. H. Rua","Hilda Maria Longhi Wagner","9502","2005","03","09",NA,"Brasil","PR","PONTA GROSSA","PR151 Castro - Ponta Grossa.","-50.1618995666504","-25.0949993133545",NA,NA,"Exsicatas","Doação - Herb. UFRGS - Porto Alegre ICN:136794. Duplicatas: CEN, SI.","CEN00056750","CEN00056750","2007","04",NA,NA,NA,"46557","auto","1",NA,NA,NA
"103","2020-09-02 16:37:32-03","Cenargen","CEN","107753","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","J. F. M. Valls","Marcelo Mattos Cavallari","714","2018","02","06",NA,"Brasil","SP","SAO CARLOS","Planta cultivada em canteiro no banco de Germoplasma da Embrapa Pecuária Sudeste, Fazenda Canchim.","-47.841666","-21.961944","856","856","Unicata","Área agrícola irrigada, próxima a fragmento de Floresta Estacional Semidecidual. O Banco de Germoplasma não possui dados de passaporte completo sobre esse acesso, não sendo conhecido o local de coleta original. BRA-00058047-2 /BGP - 410. Doação Embrapa Pecuária Sudeste.","CEN00107753","CEN00107753","2018","12",NA,"-47.841666","-21.961944",NA,NA,"1",NA,NA,NA
"104","2020-09-02 16:37:32-03","Cenargen","CEN","71379","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","G. H. Rua","Glocimar Pereira-Silva","11607","2007","03","27",NA,"Brasil","TO","PARANA","Canteiro de obras da UHE São Salvador, montante ao eixo da barragem.","-48.236388","-12.81","250","250","Exsicatas","Área de influência direta (lago).","CEN00071379","CEN00071379","2007","03",NA,"-48.236388","-12.81",NA,NA,"4",NA,NA,NA
"105","2020-09-02 16:37:32-03","Cenargen","CEN","112597","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Marcelo Mattos Cavallari","815","2019","04","01",NA,"Brasil","SP","SAO CARLOS","Planta cultivada em canteiro no banco de Germoplasma da Embrapa Pecuária Sudeste, Fazenda Canchim.","-47.841666","-21.961944","856","856","Unicata","Cod. Acesso: 00193489-2. BGP- 390. Área agrícola irrigada, próxima a fragmento de Floresta Estacional Semidecidual. Material conservado no Banco de Germoplasma de Paspalum a partir de coleta de J.F.M. Valls, C.L. Quarín, M.S. França-Dantas & G. P. Silva 11894, realizada em: 20/06/1988 no município de: Aral Moreira-MS. Doação Embrapa Pecuária Sudeste.","CEN00112597","CEN00112597",NA,NA,NA,"-47.841666","-21.961944",NA,NA,"1",NA,NA,NA
"106","2020-09-02 16:37:32-03","Cenargen","CEN","113320","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Marcelo Mattos Cavallari","731","2019","04","01",NA,"Brasil","SP","SAO CARLOS","Planta cultivada em canteiro no banco de Germoplasma da Embrapa Pecuária Sudeste, Fazenda Canchim.","-47.841666","-21.961944","856","856","Unicata","Cod. Acesso: 00058047-2. BGP- 410. Área agrícola irrigada, próxima a fragmento de Floresta Estacional Semidecidual. Trata-se do material coletado por (coletor não informado), no município de São Carlos, SP em (data não informada), tendo sido cultivado no Banco Ativo de Germoplasma desde enão. Doação Embrapa Pecuária Sudeste.","CEN00113320","CEN00113320",NA,NA,NA,"-47.841666","-21.961944",NA,NA,"1",NA,NA,NA
"107","2020-09-02 16:37:32-03","Cenargen","CEN","11692","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","G. H. Rua","Aurélio Schinini","24563","1985","12","27",NA,"Paraguai",NA,NA,"Cnia. Heriberta Matiauda.","47.3333333","25.25",NA,NA,"Exsicatas","En pantanos.","CEN00011692","CEN00011692","2007","05",NA,"47.3333333","25.25",NA,NA,"1",NA,NA,NA
"108","2020-09-02 16:37:32-03","Cenargen","CEN","28760","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","K. M. Pimenta","Sem Coletor",NA,"1987","08","23",NA,"Brasil","MG","POCOS DE CALDAS","Carretera BR - 459, km 35. 27 km no Ipiuna.","-46.316666","-22","1130","1130","Exsicatas","CIAT 26655. Doação Pastos Tropicales Informacion de Recoleccion/Introduccion 30/11/87","CEN00028760","CEN00028760","2012","08",NA,"-46.316666","-22.0",NA,NA,"1",NA,NA,NA
