"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","typeStatus","stateProvince","year","month","day","relatedCatalogItem","recordNumber","county","decimalLongitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","decimalLatitude","preparationType","phylum","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"49","2020-05-30 04:37:00-03","MO","MOBOT","2481199","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","dentatum","Podostemum dentatum","P. Royen","Ernst Üle","South America","Brazil","Rio Tubarao, on Pedras Grandes",NA,NA,NA,NA,NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,"Üle 1876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2009-05-28 13:35:00-03","MO","MOBOT","100190905","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Nuncia M. Tur|C. Thomas Philbrick|Alejandro Novelo R.","South America","Argentina","Salto del Å Tabay, balneario.",NA,NA,NA,"N. Tur",NA,NA,NA,NA,"Misiones","1996","1","8",NA,"Tur 2108","San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"51","2011-03-02 10:40:00-03","MO","MOBOT","3149689","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","South America","Brazil","Common. Small river that drains into rio Itajai, passing under road (BR-470), ca. 16 km W of center of city Blumenau. Rio Tafona, Odd leaved P. mülleri; in falling water below dam. Podostemum rutifolium (Nos. 5177-5180), Podostemum mülleri (Nos. 5181-5182) and Tristicha trifaria (No. 5183) collected from this location.",NA,NA,NA,NA,NA,NA,NA,NA,"Santa Catarina","1998","1","24",NA,"Philbrick 5181",NA,"-49.23333",NA,NA,"68.00000000",NA,"-26.86666",NA,NA,NA,NA,NA,NA
"52","2011-03-02 10:40:00-03","MO","MOBOT","3149747","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","South America","Brazil","Common, small stemmed plants (simple leaves) growing in directly fallin water of waterfall. Large (ca. 120 feet high) waterfall, 2-3 km above (North of) town of Riozinho, about 40 km SE of town of San Francisco do Paula.",NA,NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","1998","1","26",NA,"Philbrick 5199",NA,"-50.43333",NA,NA,"73.15200000",NA,"-29.58333",NA,NA,NA,NA,NA,NA
"53","2009-12-12 16:10:00-02","MO","MOBOT","3149805","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang","South America","Brazil","(Nos. 5082-5090 growing in the same area, essentially intermixed or at least growing in close proximity to each other, these collections made within 2-3 m of each other).",NA,NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","1998","1","19",NA,"Philbrick 5083",NA,"-52.18333",NA,NA,"91.44000000",NA,"-29.23333",NA,NA,NA,NA,NA,NA
"54","2011-03-02 10:40:00-03","MO","MOBOT","3153188","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","South America","Brazil","In spray zone away from directly falling water, either on the side or behind falling water. Could not get to top of waterfall to collect. About 120 km W. of city of Blumenau, off of BR-470, 4 km from the main road (BR-470) on dirt road.",NA,NA,NA,NA,NA,NA,NA,NA,"Santa Catarina","1998","1","23",NA,"Philbrick 5168",NA,"-50.05",NA,NA,"463.29600000",NA,"-27.3",NA,NA,NA,NA,NA,NA
"55","2011-03-02 10:40:00-03","MO","MOBOT","3153607","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","South America","Brazil","Common. Salto Pombinha (a water fall, ca. 20-30 m high), ca. 120 km W of Blumenau off BR-470; 4 km from BR-470, Pouso Redondo (town?). Could not get to top of falls; all plants collected from bottom of falls or downstream from falls; Collected from base of falls in heavy spray zone at base of falls (Nos. 5163-5168 from different rocks), Podostemum rutifolium (Nos. 5160-5162, 5169-5172, 5173-5176), and Podostemum mülleri (Nos. 5163-5167, 5168) collected from this location.",NA,NA,NA,NA,NA,NA,NA,NA,"Santa Catarina","1998","1","23",NA,"Philbrick 5166",NA,"-50.05",NA,NA,"463.00000000",NA,"-27.3",NA,NA,NA,NA,NA,NA
"56","2011-03-02 10:40:00-03","MO","MOBOT","3153668","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","South America","Brazil","Abundant. In spray zone away from direclty falling water, either on the side or behind falling water. About 120 km W. of city of Blumenau, off of BR-470, 4 km from the main road (BR-470) on dirt road.",NA,NA,NA,NA,NA,NA,NA,NA,"Santa Catarina","1998","1","23",NA,"Philbrick 5165",NA,"-50.05",NA,NA,"463.29600000",NA,"-27.3",NA,NA,NA,NA,NA,NA
"57","2011-03-02 10:40:00-03","MO","MOBOT","3153834","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","South America","Brazil","Abundant. In spray zone away from directly falling water, either on the side or behind falling water. Could not get to top of waterfall to collect. About 20 km W. of city of Blumenau, off of BR-470, 4 km from the main road (BR-470) on dirt road.",NA,NA,NA,NA,NA,NA,NA,NA,"Santa Catarina","1998","1","23",NA,"Philbrick 5163A",NA,"-50.05",NA,NA,"463.29600000",NA,"-27.3",NA,NA,NA,NA,NA,NA
"58","2013-01-28 05:13:00-02","MO","MOBOT","2253060","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","uruguayense","Podostemum uruguayense","Warm.","Rosa Guaglianone|Nélida M. Bacigalupo|M. Rodríguez|René Guillén V.","South America","Argentina","Parque Provincial Moconá, río Uruguay, en los rápidos",NA,NA,NA,"Tur, N. M., /12/",NA,NA,NA,NA,"Misiones","1995","11","14",NA,"Guaglianone 2859","San Pedro","-53.88333",NA,NA,NA,NA,"-27.15",NA,NA,NA,NA,NA,NA
"59","2013-08-23 04:12:00-03","MO","MOBOT","2253028","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","uruguayense","Podostemum uruguayense","Warm.","Rosa Guaglianone","South America","Argentina","Arroyo Paraíso, cruce con Ruta Provincial 2",NA,NA,NA,NA,NA,NA,NA,NA,"Misiones","1995","11","15",NA,"Guaglianone 2880","Guaraní",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"60","2012-10-13 05:29:00-03","MO","MOBOT","2481346","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","uruguayense","Podostemum uruguayense","Warm.","Jorge L. Waechter","South America","Brazil","Parque Florestal do Turvo, Tenente Portela, hidrófilo sumerso no Rio Uruguai, próximo ao Salto Yucumâ",NA,NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","1980","7","10",NA,"Waechter 1655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2011-05-03 17:19:00-03","MO","MOBOT","2519418","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","uruguayense","Podostemum uruguayense","Warm.","Cornelius Osten","South America","Uruguay","Salto Grande",NA,NA,NA,NA,NA,NA,NA,NA,"Salto","1892","12","15",NA,"Osten 2904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-09-12 05:00:02-03","US","US","1199766","PreservedSpecimen","Plantae","Dicotyledonae","Rosales","Podostemaceae","Podostemum","dentatum","Podostemum dentatum","P. Royen","E. H. Ule","South America","Brazil","Rio Tibarao.",NA,"US00365340","US00365340_01",NA,NA,NA,NA,"Isotype","Santa Catarina","1891","7",NA,NA,"1876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"63","2020-09-12 05:00:02-03","US","US","1199693","PreservedSpecimen","Plantae","Dicotyledonae","Rosales","Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","-. Schrache","South America","Brazil",NA,NA,"US00365341","US00365341_01",NA,NA,NA,NA,NA,"Santa Catarina","1884",NA,NA,NA,"102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"64","2020-09-12 05:00:02-03","US","US","1199696","PreservedSpecimen","Plantae","Dicotyledonae","Rosales","Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","-. Schrache","South America","Brazil",NA,NA,"US00365342","US00365342_01",NA,NA,NA,NA,NA,"Santa Catarina","1884",NA,NA,NA,"105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"65","2020-09-12 05:00:02-03","US","US","2883261","PreservedSpecimen","Plantae","Dicotyledonae","Rosales","Podostemaceae","Podostemum","uruguayense","Podostemum uruguayense","Warm.","T. M. Pedersen","South America","Argentina","Santo Tome Dept., Arroyo Garabi",NA,"US00365357",NA,NA,NA,NA,NA,NA,"Corrientes","1969","10","10",NA,"9236","Santo Tomé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"66","2020-09-12 05:00:02-03","US","US","2248504","PreservedSpecimen","Plantae","Dicotyledonae","Rosales","Podostemaceae","Podostemum","uruguayense","Podostemum uruguayense","Warm.","B. Rambo","South America","Brazil","Itapiranga do rio uruguai",NA,"US00365358","US00365358_01",NA,NA,NA,NA,NA,"Santa Catarina","1957","1","3",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"67","2019-12-09 17:30:44-03","UFPR","EFC","5807","PreservedSpecimen","Plantae",NA,NA,"Potamogetonaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Tiepolo, G.; Ziller, S.R.",NA,"Brasil","Rio Jordão","Herbácea, aquática, na cachoeira da Tia Chica, nas rochas.","EFC005807",NA,"Mello, A.S.","2009","10","29",NA,"Paraná","1996","03","11",NA,"281","Candói","-52.0239","-52.0239","-25.7222","650","650","-25.7222",NA,NA,NA,NA,NA,NA
"68","2019-01-25 15:45:05-02","IAC","IAC","27012","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Herm-Bauer",NA,"Brasil","Rio Ribeira de Iguapé","Planta doada por José de Campos Novaes",NA,NA,"Herm-Bauer","1895","07","15",NA,NA,"1895","07","15",NA,"s/nº",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-08-20 20:39:48-03","UFSC","FLOR","50085","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Guaglianone, E.R.; Bacigalupo, N.M.; Tur, N.M. & Guillén, R.",NA,"Argentina","Aº Paraíso, cruce con R. prov.2, Dpto. Guaraní.",NA,"FLOR0050085",NA,NA,"2013",NA,NA,NA,NA,"1995","11","15",NA,"2880","Missiones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-08-20 20:39:48-03","UFSC","FLOR","50092","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Guaglianone, E.R.; et alii",NA,"Argentina","Río Uruguay, Parque Prov. Moconá, Dpto. San Pedro.",NA,"FLOR0050092",NA,NA,"2013",NA,NA,NA,NA,"1995","09","14",NA,"2859","Missiones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-08-20 14:57:29-03","UFSC","FLOR","57946","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Mello, A.S.; Nuernberg, A.",NA,"Brasil","Rio Irani ,Camping do Butieiro.","vegetativa","FLOR0057946",NA,"Mello, A.S.","2010","10","06",NA,"Santa Catarina","2010","09","03",NA,"594","Herval d#?#Oeste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-08-20 14:57:29-03","UFSC","FLOR","57965","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Mello, A.S.; Nuernberg, A.",NA,"Brasil","Rio Jacutinga,Rio que cruza a br 282.","vegetativo","FLOR0057965",NA,"Mello, A.S.","2010","10","06",NA,"Santa Catarina","2010","07","08",NA,"576","Herval d#?#Oeste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-08-20 14:57:29-03","UFSC","FLOR","52575","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Mello, A.S.; Nuernberg, A.",NA,"Brasil","Rio Paranhana, 3 Km do centro da cidade.","reófita. Rio com água cutanea mas com despejo de esgoto doméstico.","FLOR0052575",NA,"Mello, A.S.",NA,NA,NA,NA,"Rio Grande do Sul","2013","12","27",NA,"754","Três Coroas","-50.7778015136719",NA,NA,NA,NA,"-29.5168991088867",NA,NA,"15072","auto",NA,NA
"74","2020-08-20 14:57:29-03","UFSC","FLOR","57971","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Mello, A.S.; Nuernberg, A.",NA,"Brasil","Rio Chapecó.","vegetativo","FLOR0057971",NA,"Mello, A.S.","2010","10","06",NA,"Santa Catarina","2010","09","08",NA,"5","Abelardo Luz","-52.3283004760742",NA,NA,NA,NA,"-26.5646991729736",NA,NA,"35836","auto",NA,NA
"75","2020-08-20 14:57:29-03","UFSC","FLOR","57974","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Mello, A.S.; Nuernberg, A.",NA,"Brasil","Rio Chapecó.","vegetativo","FLOR0057974",NA,"Mello, A.S.","2010","10","06",NA,"Santa Catarina","2010","09","08",NA,"589","Abelardo Luz","-52.3283004760742",NA,NA,NA,NA,"-26.5646991729736",NA,NA,"35836","auto",NA,NA
"76","2020-08-20 14:57:29-03","UFSC","FLOR","57970","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Mello, A.S.; Nuernberg, A.",NA,"Brasil","Rio na BR 282.","vegetativo","FLOR0057970",NA,"Mello, A.S.","2010","10","06",NA,"Santa Catarina","2010","09","02",NA,"570","Alfredo Wagner","-49.3335990905762",NA,NA,NA,NA,"-27.7003002166748",NA,NA,"19935","auto",NA,NA
"77","2020-08-20 14:57:29-03","UFSC","FLOR","50131","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Nuernberg, A.; Mello, A.S.",NA,"Brasil","Bahia do Rio Tubarão.","reófita. Mesma bacia do tipo de Podostemum dentatum.","FLOR0050131",NA,"Mello, A.S.","2013","01","27",NA,"Santa Catarina","2013","01","27",NA,"1129","Anitápolis","-49.1286010742188",NA,NA,NA,NA,"-27.9018993377686",NA,NA,"20462","auto",NA,NA
"78","2020-08-20 14:57:29-03","UFSC","FLOR","64070","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Mello, A.S.; Nuernberg, A.",NA,"Brasil","Entre Brusque e Camboriú. Coordenadas: 720685E 6999797S. Bacia do Rio Camboriú.","macrófita aquática","FLOR0064070","FLOR0064070","Mello, A.S.","2013","09","19",NA,"Santa Catarina","2013","09","19",NA,"715","Camboriú","-48.6543998718262",NA,NA,NA,NA,"-27.0252990722656",NA,NA,"19854","auto",NA,NA
"79","2020-08-20 14:57:29-03","UFSC","FLOR","57972","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Mello, A.S.; Nuernberg, A.",NA,"Brasil","Rio Caveiras,Passo dos Fernandes.","vegetativo","FLOR0057972",NA,"Mello, A.S.","2010","10","06",NA,"Santa Catarina","2010","09","06",NA,"574","Lages","-50.326099395752",NA,NA,NA,NA,"-27.8160991668701",NA,NA,"70701","auto",NA,NA
"80","2021-02-08 12:44:47-03","UFRGS","ICN","114210","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warming","Thomas Philbrick, C; et al.","América do Sul","Brasil","26°52.426S 49°13.830W 16 km of city","Nos. 5177-5183 collected within 10m of each other at same location.; Small river (Rio Tafona; ca 8 m wide) passing under road (BR-470 that drains into the much largr Itajaí River (the tajaí River too swollen by recent rains to collected in); Abundan",NA,NA,"Mello, AS","2009","09","23",NA,"SC","1998","01","24",NA,"5182","Blumenau","-49.230278","-49.230278","-26.873611","69","69","-26.873611",NA,"Dicotyledon",NA,NA,NA,NA
"81","2021-02-08 12:44:47-03","UFRGS","ICN","114209","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warming","Thomas Philbrick, C; et al.","América do Sul","Brasil","26°52.426S 49°13.830W 16 km of city","Nos. 5177-5183 collected within 10m of each other at same location.; Small river (Rio Tafona; ca 8 m wide) passing under road (BR-470 that drains into the much largr Itajaí River (the tajaí River too swollen by recent rains to collected in); Abundan",NA,NA,"Mello, AS","2009","09","23",NA,"SC","1998","01","24",NA,"5181","Blumenau","-49.230278","-49.230278","-26.873611","69","69","-26.873611",NA,"Dicotyledon",NA,NA,NA,NA
"82","2021-02-08 12:44:47-03","UFRGS","ICN","114085","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warming","Thomas Philbrick, C; et al.","América do Sul","Brasil","28° 36.846S; 52° 36.592W Small river ( unknown name) about 29 km NW of city of Soledade on BR 386","Commom, small plants with simple leaves. No. 5055 and No. 5056 growing essentially together. Small river running under the road (BR-386) througth a concrete, submerged in ca. 3-4 cm water.",NA,NA,"Mello, AS","2009","09","29",NA,"RS","1998","01","18",NA,"5056","Soledade","-52.609722","-52.609722","-28.613889","1530","1530","-28.613889",NA,"Dicotyledon",NA,NA,NA,NA
"83","2021-02-08 12:44:47-03","UFRGS","ICN","114227","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warming","Thomas Philbrick, C; et al.","América do Sul","Brasil","29°35.086S 50°25.610W about of 40 km SE ot town","Nos. 5192-5200 all collected from around the base of this waterfall.; Commom, large stemmed plants (simple leaves) growing in directly falling water f waterfall. Large (ca 120 feet high) waterfall, 2-3 km above (N of) town Riozinho.",NA,NA,"Mello, AS","2009","09","23",NA,"RS","1998","01","26",NA,"5199","São Francisco de Paula","-50.426667","-50.426667","-29.584722","73","73","-29.584722",NA,"Dicotyledon",NA,NA,NA,NA
"84","2021-02-08 12:44:47-03","UFRGS","ICN","114228","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warming","Thomas Philbrick, C; et al.","América do Sul","Brasil","29°35.086S 50°25.610W about of 40 km SE ot town","Nos. 5192-5200 all collected from around the base of this waterfall.; Commom, large stemmed plants (simple leaves) growing in splash zone a meter ou so away from the directly falling water of waterfall. Large (ca. 120 feet high) waterfall, 2-3 km a",NA,NA,"Mello, AS","2009","10","01",NA,"RS","1998","01","26",NA,"5200","São Francisco de Paula","-50.426667","-50.426667","-29.584722","73","73","-29.584722",NA,"Dicotyledon",NA,NA,NA,NA
"85","2021-02-08 12:44:47-03","UFRGS","ICN","114190","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warming","Thomas Philbrick, C; et al.","América do Sul","Brasil","About 120 km W of city Blumenau off of BR 470 4 km from the main road (BR 470) on dirt road","Nos. 5160-5176 collected in same area: Nos. 5160-5172 from beneath waterfall, and Nos. 5173-5176 from downstream of the waterfall.; Abundant, In spray zone away from direclty falling water, either on the side or behind falling water. Could not get to",NA,NA,"Mello, AS","2009","09","23",NA,"SC","1998","01","23",NA,"5163","Blumenau","-50.043056","-50.043056","-27.294167","463","463","-27.294167",NA,"Dicotyledon",NA,NA,NA,NA
"86","2021-02-08 12:44:47-03","UFRGS","ICN","114191","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warming","Thomas Philbrick, C; et al.","América do Sul","Brasil","About 120 km W of city Blumenau off of BR 470 4 km from the main road (BR 470) on dirt road","Nos. 5160-5176 collected in same area: Nos. 5160-5172 from beneath waterfall, and Nos. 5173-5176 from downstream of the waterfall.; Abundant, In spray zone away from direclty falling water, either on the side or behind falling water. Could not get to",NA,NA,"Mello, AS","2009","09","23",NA,"SC","1998","01","23",NA,"5164","Blumenau","-50.043056","-50.043056","-27.294167","463","463","-27.294167",NA,"Dicotyledon",NA,NA,NA,NA
"87","2021-02-08 12:44:47-03","UFRGS","ICN","114192","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warming","Thomas Philbrick, C; et al.","América do Sul","Brasil","About 120 km W of city Blumenau off of BR 470 4 km from the main road (BR 470) on dirt road","Nos. 5160-5176 collected in same area: Nos. 5160-5172 from beneath waterfall, and Nos. 5173-5176 from downstream of the waterfall.; Abundant, In spray zone away from direclty falling water, either on the side or behind falling water.",NA,NA,"Mello, AS","2009","10","01",NA,"SC","1998","01","23",NA,"5165","Blumenau","-50.043056","-50.043056","-27.294167","463","463","-27.294167",NA,"Dicotyledon",NA,NA,NA,NA
"88","2021-02-08 12:44:47-03","UFRGS","ICN","114193","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warming","Thomas Philbrick, C; et al.","América do Sul","Brasil","About 120 km W of city Blumenau off of BR 470 4 km from the main road (BR 470) on dirt road","Nos. 5160-5176 collected in same area: Nos. 5160-5172 from beneath waterfall, and Nos. 5173-5176 from downstream of the waterfall.; Abundant, In spray zone away from direclty falling water, either on the side or behind falling water. Could not get to",NA,NA,"Mello, AS","2009","09","23",NA,"SC","1998","01","23",NA,"5166","Blumenau","-50.043056","-50.043056","-27.294167","463","463","-27.294167",NA,"Dicotyledon",NA,NA,NA,NA
"89","2021-02-08 12:44:47-03","UFRGS","ICN","114195","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warming","Thomas Philbrick, C; et al.","América do Sul","Brasil","About 120 km W of city Blumenau off of BR 470 4 km from the main road (BR 470) on dirt road","Nos. 5160-5176 collected in same area: Nos. 5160-5172 from beneath waterfall, and Nos. 5173-5176 from downstream of the waterfall.; Abundant, most leaves simple, but some divided, In spray zone away from directly falling water, either on the side or",NA,NA,"Mello, AS","2009","09","23",NA,"SC","1998","01","23",NA,"5168","Blumenau","-50.043056","-50.043056","-27.294167","463","463","-27.294167",NA,"Dicotyledon",NA,NA,NA,NA
"90","2021-02-08 12:44:47-03","UFRGS","ICN","114194","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warming","Thomas Philbrick, C; et al.","América do Sul","Brasil","About 120 km W of city Blumenau off of BR 470 4 km from the main road (BR 470) on dirt road","Nos. 5160-5176 collected in same area: Nos. 5160-5172 from beneath waterfall, and Nos. 5173-5176 from downstream of the waterfall.; Abundant, In spray zone away from direclty falling water, either on the side or behind falling water. Could not get to",NA,NA,"Mello, AS","2009","09","23",NA,"SC","1998","01","23",NA,"5167","Blumenau","-50.043056","-50.043056","-27.294167","463","463","-27.294167",NA,"Dicotyledon",NA,NA,NA,NA
"91","2021-02-08 12:44:47-03","UFRGS","ICN","114053","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warming","Thomas Philbrick, C; et al.","América do Sul","Brasil","about 20 km NE of town on the road from town Pedro Osório","Nos. 5022-5027 colleted in the same area of the river).; Commom, small stemmed plants in area of currente along shore, collected withn 2 m of No. 5023, Arroio Lageado, small river (ca. 10 m across), largely sandy bottom with a sort strech of river ra",NA,NA,"Mello, AS","2009","10","01",NA,"RS","1998","01","15",NA,"5024","Santo Erval","-53.1025","-53.1025","-31.979722","21","21","-31.979722",NA,"Dicotyledon",NA,NA,NA,NA
"92","2021-02-08 12:44:47-03","UFRGS","ICN","114081","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warming","Thomas Philbrick, C; et al.","América do Sul","Brasil","River Conceição ( a broad river), about 11 km W of town of Ijuí, Coronel Barros County. (Nos. 5050 - 5054 colleted in the same river, within 2-3 m of each other).","Abundant, simple leaves, colleted further from shore than no. 5050. river level swollen from recent rains, all plants submerged in ca. 1-2 dm of brown colored water.",NA,NA,"Mello, AS","2009","09","30",NA,"RS","1998","01","18",NA,"5052","Ijuí","-54.033611","-54.033611","-28.385556","310","310","-28.385556",NA,"Dicotyledon",NA,NA,NA,NA
"93","2021-02-08 12:44:47-03","UFRGS","ICN","047744","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warming","Trevisan","América do Sul","Brasil","rio Uruguai abaixo de V. Dutra","Desde 1936 o leito do rio Uruguai não atingia este nível, onde foram encontrados estes materiais, ou seja, 4m de profundidade, material de origem basáltica.",NA,NA,"Mello, AS","2009","09","30",NA,"RS",NA,NA,NA,NA,"s.n.","Vila Mendes",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA
"94","2021-02-08 12:44:47-03","UFRGS","ICN","114039","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warming","Thomas Philbrick, C; et al.","América do Sul","Brasil","county of taiara the same mane of the dam is Barragem Corsan. 29°30.543'S 53°45.284'W","Nos. 5010-5012 collected in the same river, in the same area.; Commom, lost of fruit, some flower buds, submerged plants in ca 1 dm water , simple laved. Rio Vacacai (near the beginnig of this river), below the dam for a reservoir.",NA,NA,"Mello, AS","2009","09","30",NA,"RS","1998","01","14",NA,"5010","Santa Maria","-53.754722","-53.754722","-29.508889","387","387","-29.508889",NA,"Dicotyledon",NA,NA,NA,NA
"95","2021-02-08 12:44:47-03","UFRGS","ICN","114038","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warming","Thomas Philbrick, C; et al.","América do Sul","Brasil","29°32.936S 52°46.360W. Arroio Quilombo town of Candelaria (County of town same name)","Nos. 5008-5009 occur on the same rocks; this collection may be mixed with 5009.; Commom, but less so than No. 5008, simple leaved, growing intermixed with No. 5009. Arroio Qulombo, town of Candelária (County of the Same name.)",NA,NA,"Mello, AS","2009","09","30",NA,"RS","1998","01","13",NA,"5009","Candelária","-52.7725","-52.7725","-29.548889","210","210","-29.548889",NA,"Dicotyledon",NA,NA,NA,NA
