"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","stateProvince","decimalLongitude","decimalLatitude","maximumElevationInMeters","county","minimumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount"
"162","2021-03-01 16:33:50-03","UNICAMP","UEC","82403","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Wurdack, JJ","Blum, KE","1228","1965","10","13",NA,"Panama",NA,NA,"Fr when young blu-white with dark blue dots.","UEC003228","UEC003228","D.Don","Panama",NA,NA,NA,"Canal Zone",NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-01 16:33:50-03","UNICAMP","UEC","92222","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Wurdack, JJ","Beck, StG","21679","1995","01","12",NA,"Bolivia","Prov. Chapare, Villa Tunari pocos km. hacia Puerto Villarroel.",NA,"Arbusto 1.20 m., pétalos blancos, frutos azules con pelos.; Bosque húmedo,alterado sobre el río Chapare. En campo abierto. 450 msnm.","UEC003214","UEC003214","D.Don","Cochabamba","-65.366667","-16.966667",NA,NA,NA,"1996",NA,NA,"-65.366667","-16.966667",NA,NA,NA,NA,NA,NA,NA
"164","2021-03-01 16:33:50-03","UNICAMP","UEC","92223","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Almeda, F","Tenorio L, P; Droege, H; Martinez, E; Díaz, AN","15000","1988","07","28",NA,"Guatemala","Biotopo Chocon Machaca.",NA,"Arbusto de 2.5 m, flores blancas, abundante.; Selva alta perennifolia.","UEC003212","UEC003212","D.Don","Izabal","-88.4","15.6",NA,"Livingston Creek Jute",NA,"1992",NA,NA,"-88.4","15.6",NA,NA,NA,NA,NA,NA,NA
"165","2020-04-22 16:21:51-03","UFPB","JPB","5977","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Hage, JL; et al.","499","1981","03","04","Southern America","Brasil",NA,NA,"; DESC: Planta herbácea de 0,1 m alt., frutos imaturos, verdes.","JPB0005977","JPB0005977","D. Don","Bahia","-39.0494003295898","-14.7889003753662",NA,"Ilhéus",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-21 19:37:19-03","UFC","EAC","51115","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Gondenberg, R.","Silveira, A.; Oliveira, R.F.","161","2002","08","11","Southern America","Brasil","Sítio Arvoredo",NA,NA,"EAC0051115","EAC0051115","Pav. ex D. Don","Ceará","-38.931806","-4.218056","935","Guaramiranga","935","2010",NA,NA,"-38.931806","-4.218056",NA,NA,NA,NA,NA,NA,NA
"167","2021-03-21 19:37:19-03","UFC","EAC","20968","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Fonseca, R.S.","Oliveira, M.R.L.","s.n.","1993","10","16","Southern America","Brasil","Sítio Cana Brava",NA,NA,"EAC0020968","EAC0020968","Pav. ex D. Don","Ceará","-38.9331016540527","-4.26332998275757",NA,"Guaramiranga",NA,"2015","13198","auto",NA,NA,NA,NA,"04","09",NA,NA,NA
"168","2021-03-21 19:37:19-03","UFC","EAC","20971","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Goldenberg, R.","Oliveira, M.R.L.","s.n.","1993","10","31","Southern America","Brasil","Sítio Cana Brava",NA,"Arbusto.","EAC0020971","EAC0020971","Pav. ex D. Don","Ceará","-38.9331016540527","-4.26332998275757",NA,"Guaramiranga",NA,"2010","13198","auto",NA,NA,NA,NA,"08","11",NA,NA,NA
"169","2020-12-21 16:34:04-03","MBM","MBM","232924","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Almeda, F.","Davidse, G.","35928",NA,NA,NA,"Southern America","Belize",NA,NA,NA,"MBM232924","MBM232924","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-12-21 16:34:04-03","MBM","MBM","245941","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Santiago, R.","Martínez, E.M.; et al.; et al.","24955",NA,NA,NA,"Northern America","Mexico",NA,NA,NA,"MBM245941","MBM245941","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-12-21 16:34:04-03","MBM","MBM","293078","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Castroviejo Bolíbar, S.; et al.; et al.","16397","2001","07","05","Southern America","Panama","Veraguas",NA,NA,"MBM293078","MBM293078","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-12-21 16:34:04-03","MBM","MBM","294657","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Almeda, F.","Aguilar, G.; et al.; et al.","4404","2002","11","26","Northern America","Mexico","Chiapas",NA,"= 302603","MBM294657","MBM294657","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-12-21 16:34:04-03","MBM","MBM","93728","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Almeda, F.","Stevens, W.D.","19970",NA,NA,NA,"Southern America","Nicaragua",NA,NA,NA,"MBM093728","MBM093728","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-12-21 16:34:04-03","MBM","MBM","103108","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Almeda, F.","Nevers, G.; et al.; et al.","3505",NA,NA,NA,"Southern America","Panama",NA,NA,NA,"MBM103108","MBM103108","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-12-21 16:34:04-03","MBM","MBM","115416","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Wurdack, J.J.","Harling, G.; et al.; et al.","21252",NA,NA,NA,"Southern America","Ecuador",NA,NA,NA,"MBM115416","MBM115416","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-12-21 16:34:04-03","MBM","MBM","144024","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Almeda, F.","Smith, J.F.; et al.; et al.","311",NA,NA,NA,"Southern America","Costa Rica",NA,NA,NA,"MBM144024","MBM144024","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-12-21 16:34:04-03","MBM","MBM","144025","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Sparre, B.","15213",NA,NA,NA,"Southern America","Ecuador",NA,NA,NA,"MBM144025","MBM144025","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-12-21 16:34:04-03","MBM","MBM","208660","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Santiago, R.","Martínez, E.M.; et al.; et al.","26117",NA,NA,NA,"Northern America","Mexico",NA,NA,NA,"MBM208660","MBM208660","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-12-21 16:34:04-03","MBM","MBM","245939","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Santiago, R.","Martínez, E.M.; et al.; et al.","25401",NA,NA,NA,"Northern America","Mexico",NA,NA,NA,"MBM245939","MBM245939 MBM245939_1","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-12-21 16:34:04-03","MBM","MBM","245940","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Santiago, R.","Martínez, E.M.; et al.; et al.","25519",NA,NA,NA,"Northern America","Mexico",NA,NA,NA,"MBM245940","MBM245940","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-12-21 16:34:04-03","MBM","MBM","302602","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Almeda, F.","Aguilar, G.; et al.; et al.","3194","2002","10",NA,"Northern America","Mexico","Chiapas",NA,NA,"MBM302602","MBM302602","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-12-21 16:34:04-03","MBM","MBM","302603","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Almeda, F.","Aguilar, G.; et al.; et al.","4404","2002","11",NA,"Northern America","Mexico","Chiapas",NA,"= 294657","MBM302603","MBM302603","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-12-21 16:34:04-03","MBM","MBM","308199","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","González, J.","González, J.","3417","2003","04","07","Southern America","Costa Rica","Puntarenas",NA,NA,"MBM308199","MBM308199","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-12-21 16:34:04-03","MBM","MBM","35168","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Dwyer, J.D.","Dwyer, J.D.; et al.; et al.","11199",NA,NA,NA,"Southern America","Belize",NA,NA,NA,"MBM035168","MBM035168","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-12-21 16:34:04-03","MBM","MBM","46181","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Liesner, R.","Croat, T.B.","19112",NA,NA,NA,"Southern America","Peru",NA,NA,NA,"MBM046181","MBM046181","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-12-21 16:34:04-03","MBM","MBM","92628","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Almeda, F.","Stevens, W.D.","12903",NA,NA,NA,"Southern America","Nicaragua",NA,NA,NA,"MBM092628","MBM092628","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-09-15 11:47:21-03","UESC","UESC","21015","S","Plantae","Angiospermae","Florideophycidae","Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Coelho, M.M.","574","2012","02","01",NA,"Brasil",NA,NA,"Subarbusto.","UESC0021015",NA,"Pav. Ex D.Don","Bahia","-39.603889","-14.7025",NA,"Almadina",NA,NA,NA,NA,"39W36'14''","14S42'9''","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"188","2015-09-04 22:12:09-03","MNHN","RECOLNAT_MNHN_P","P05291825","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Poeppig",NA,"1832","1","1",NA,"Peru","Amérique Méridionale.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291825' target='other'> <mi>dwc_moreinfo</mi></a>","P05291825","P05291825_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"105",NA,NA
"189","2015-10-05 13:47:43-03","MNHN","RECOLNAT_MNHN_P","P00678315","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Wurdack","Dombey, J.",NA,NA,NA,NA,NA,"Pérou","s.l.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00678315' target='other'> <mi>dwc_moreinfo</mi></a>","P00678315","P00678315_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2017-12-08 09:42:19-02","MNHN","RECOLNAT_MNHN_P","P04022809","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Goudot, J.",NA,"1844",NA,NA,NA,"Nouvelle-Grenade",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04022809' target='other'> <mi>dwc_moreinfo</mi></a>","P04022809","P04022809_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2017-11-21 13:00:17-02","MNHN","RECOLNAT_MNHN_P","P04022821","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata","Wurdack","Hostman, F.W.R.",NA,NA,NA,NA,NA,"Surinam",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04022821' target='other'> <mi>dwc_moreinfo</mi></a>","P04022821","P04022821_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA
"192","2013-11-07 15:05:59-02","MNHN","RECOLNAT_MNHN_P","P04022830","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Pavon",NA,"1827",NA,NA,NA,"Pérou",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04022830' target='other'> <mi>dwc_moreinfo</mi></a>","P04022830","P04022830_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA
"193","2015-09-05 07:32:34-03","MNHN","RECOLNAT_MNHN_P","P04802120","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,NA,NA,"1996","10","16",NA,"Guyane française","Rivière Kourouai. Bassin de l´ Approuague.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04802120' target='other'> <mi>dwc_moreinfo</mi></a>","P04802120","P04802120_01","Pav. ex D.Don",NA,"51.93333","4.41667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"149",NA,NA
"194","2015-09-05 07:32:34-03","MNHN","RECOLNAT_MNHN_P","P04802121","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Granville, J.J.|Crozier, F.",NA,"1998","1","18",NA,"Guyane française","Montagnes de la Trinité, zone sud, Bassin de la Mana.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04802121' target='other'> <mi>dwc_moreinfo</mi></a>","P04802121","P04802121_01","Pav. ex D.Don",NA,"-53.35","4.56667",NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13684",NA,NA
"195","2015-09-05 07:33:34-03","MNHN","RECOLNAT_MNHN_P","P04827263","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,NA,NA,"1983","4","16",NA,"Guyane française","Saul. ROche Bateau Trail near entrance.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04827263' target='other'> <mi>dwc_moreinfo</mi></a>","P04827263","P04827263_01","Pav. ex D.Don",NA,"-53.2","3.61667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15631",NA,NA
"196","2015-09-05 07:33:34-03","MNHN","RECOLNAT_MNHN_P","P04827264","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Bourdy, G.",NA,NA,NA,NA,NA,"Guyane française","St. Georges de l´Oyapock. A 20 km de St. Georges, sur la route de Regina. Près d´un ancien carbet de la région.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04827264' target='other'> <mi>dwc_moreinfo</mi></a>","P04827264","P04827264_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB 2901",NA,NA
"197","2015-09-05 07:33:34-03","MNHN","RECOLNAT_MNHN_P","P04827265","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Granville, J.J.|Crozier, F.|Barrabe, L.",NA,"2004","9","5",NA,"Guyane française","Réserve Naturelle des Nouraques: Station de l´Aratai.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04827265' target='other'> <mi>dwc_moreinfo</mi></a>","P04827265","P04827265_01","Pav. ex D.Don",NA,"-52.58889","3.9875",NA,NA,"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16663",NA,NA
"198","2015-09-05 07:33:34-03","MNHN","RECOLNAT_MNHN_P","P04827266","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Mori, S.A.|Pennington, T.D.",NA,"1986","5","8",NA,"Guyane française","Saül:La Fumée Mountain. La Fumée West Trail.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04827266' target='other'> <mi>dwc_moreinfo</mi></a>","P04827266","P04827266_01","Pav. ex D.Don",NA,"-53.2","3.61667",NA,NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17931",NA,NA
"199","2015-09-05 07:33:34-03","MNHN","RECOLNAT_MNHN_P","P04827267","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,NA,NA,"1983","5","10",NA,"Venezuela","Zulia: Serrania de Perijá. Cano Indio ca. 1 km from Campamento Guasare nº1. Streamsides at about 250 m elev.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04827267' target='other'> <mi>dwc_moreinfo</mi></a>","P04827267","P04827267_01","Pav. ex D.Don",NA,"-72.48333","10.86667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9237",NA,NA
"200","2015-09-05 07:33:34-03","MNHN","RECOLNAT_MNHN_P","P04827269","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Granville, J.J.|Crozier, F.|Sarthou, C.",NA,"2002","7","13",NA,"Guyane française","Monts d´ Arawa. Savane-roche centrale. Zone située entre 0,5 et 1 km à l´est-nord-est de la grande savane-roche.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04827269' target='other'> <mi>dwc_moreinfo</mi></a>","P04827269","P04827269_01","Pav. ex D.Don",NA,"53.36667","2.81667",NA,NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15247",NA,NA
"201","2015-09-04 22:12:35-03","MNHN","RECOLNAT_MNHN_P","P05291734","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Sastre, C.",NA,"1976","4","3",NA,"Guyane française","Haut Oyapock, Trois Sauts, abattis Grenand 72.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291734' target='other'> <mi>dwc_moreinfo</mi></a>","P05291734","P05291734_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4668",NA,NA
"202","2015-09-04 22:12:36-03","MNHN","RECOLNAT_MNHN_P","P05291735","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Sauvain",NA,"1984","6","20",NA,"Suriname","Lieu de récolte: Banafokondre-Rivière.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291735' target='other'> <mi>dwc_moreinfo</mi></a>","P05291735","P05291735_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MS 158",NA,NA
"203","2015-09-04 22:12:36-03","MNHN","RECOLNAT_MNHN_P","P05291736","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Sauvain, M.",NA,"1985","8","22",NA,"Guyane française","Nom local: maj kaina (Ndjuka). Man kaba. Suriname.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291736' target='other'> <mi>dwc_moreinfo</mi></a>","P05291736","P05291736_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M.S. 527",NA,NA
"204","2015-09-04 22:12:36-03","MNHN","RECOLNAT_MNHN_P","P05291737","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Schnell, R.",NA,"1961","8","19",NA,"Guyane française","Au bord de la route.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291737' target='other'> <mi>dwc_moreinfo</mi></a>","P05291737","P05291737_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11265",NA,NA
"205","2015-09-04 22:12:36-03","MNHN","RECOLNAT_MNHN_P","P05291738","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Schnell, R.",NA,"1961","8","19",NA,"Guyane française","Au bord de la route.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291738' target='other'> <mi>dwc_moreinfo</mi></a>","P05291738","P05291738_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11278",NA,NA
"206","2015-09-04 22:12:37-03","MNHN","RECOLNAT_MNHN_P","P05291739","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Schnell, R.",NA,"1961","9","1",NA,"Guyane française","Région prés de Maripasoula.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291739' target='other'> <mi>dwc_moreinfo</mi></a>","P05291739","P05291739_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11684",NA,NA
"207","2015-09-04 22:12:37-03","MNHN","RECOLNAT_MNHN_P","P05291740","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Wachenheim",NA,NA,NA,NA,NA,"Guyane française","Maroni.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291740' target='other'> <mi>dwc_moreinfo</mi></a>","P05291740","P05291740_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"105",NA,NA
"208","2015-09-04 22:12:37-03","MNHN","RECOLNAT_MNHN_P","P05291741","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Pipoly, J.J.|Lall, H.",NA,"1986","8","9",NA,"Guiana","Barima-Waini Region: Barima River head; small rapids 1.5 mi W Eclipse Falls; W of Arakaka .","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291741' target='other'> <mi>dwc_moreinfo</mi></a>","P05291741","P05291741_01","Pav. ex D.Don",NA,"-60.08333","7.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8240",NA,NA
"209","2015-09-04 22:12:38-03","MNHN","RECOLNAT_MNHN_P","P05291742","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Pipoly, J.J.|Lall, H.",NA,"1986","7","27",NA,"Guiana","Barima-WainiRegion: Barima River 12 mi E of Arakaka, Tenapu Creek.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291742' target='other'> <mi>dwc_moreinfo</mi></a>","P05291742","P05291742_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8101",NA,NA
"210","2015-09-04 22:13:25-03","MNHN","RECOLNAT_MNHN_P","P05291743","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Pipoly, J.J.|Lall, H.",NA,"1986","7","25",NA,"Guiana","Barima-Waini Region: Barima River 15 mi E of Arakaka, just E of Tenapu Creek. .","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291743' target='other'> <mi>dwc_moreinfo</mi></a>","P05291743","P05291743_01","Pav. ex D.Don",NA,"-59.9","7.61667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8052",NA,NA
"211","2015-09-04 22:13:25-03","MNHN","RECOLNAT_MNHN_P","P05291744","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Pipoly, J.J.|Lall, H.",NA,"1986","8","2",NA,"Guiana","Barima-Waini Region: Barima River Head; 3 mi W of Eclipse Falls below Wanamaparu Cr. e Ayambaru Falls.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291744' target='other'> <mi>dwc_moreinfo</mi></a>","P05291744","P05291744_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8160",NA,NA
"212","2015-09-04 22:13:25-03","MNHN","RECOLNAT_MNHN_P","P05291745","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Schomburgk",NA,"1841","1","1",NA,"Guiana",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291745' target='other'> <mi>dwc_moreinfo</mi></a>","P05291745","P05291745_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83",NA,NA
"213","2015-09-04 22:13:26-03","MNHN","RECOLNAT_MNHN_P","P05291746","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Schomburgk",NA,"1841","1","1",NA,"British guiana",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291746' target='other'> <mi>dwc_moreinfo</mi></a>","P05291746","P05291746_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88",NA,NA
"214","2015-09-04 22:13:26-03","MNHN","RECOLNAT_MNHN_P","P05291747","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"Granville",NA,"1970","9","11",NA,"Guyane française","Rivière Grand Inini, au Saut Bartardeau.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291747' target='other'> <mi>dwc_moreinfo</mi></a>","P05291747","P05291747_01","Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B 3786",NA,NA
