"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","typeStatus","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"43","2020-12-20 21:15:56-03","UFV","VIC","5857","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Coons, M.P.; et al.","1242","1977","09","29",NA,"Brasil","Minas Gerais",NA,"Parque Nacional da Serra do Caparaó",NA,NA,NA,NA,NA,"Arbustinho, c.a. de 50 cm de altura. Inflorescência no topo. Coloração creme-acinzentado.","VIC005857","VIC005857","Dematteis, M.",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:24:33-03","UNICAMP","UEC","181464","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","jeffreyi","Lychnophora jeffreyi","H.Robins","Harley, RM","20802","1980","03","23",NA,"Brazil","Bahia",NA,"Serra do Sincorá 3-13 km W. of Barra da Estiva on the road to Jussiape. Low grassland with scattered woodland & small streams on white quartzite soils, with occasional sandstone ridges.","-41.416667","-13.666667","1000","1300",NA,"Bushy shrub to about 1,25m. Leaves rather yellow green above, white beneath. Flowers pink.; This plant growing on slopes of sandstone ridge.","UEC166786","UEC166786","Semir, J; Monge, M",NA,"-41.416667","-13.666667",NA,NA,NA,NA,"isotypus",NA,NA,NA,NA
"45","2021-03-01 16:24:33-03","UNICAMP","UEC","173752","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","A.DC.","Mori, SA; King, RM; Santos, TS; Hage, JL","12292","1979","07","19",NA,"Brazil","Bahia","Rio de Contas","Rodovia Livramento do Brumado/Rio de Contas.10 km ao NW da 1ª.","-41.816667","-13.6","1000","1000",NA,"Arbusto, 2,5 m de altura. Flor arroxeada.; Campo rupestre.","UEC125134","UEC125134","Robinson, H",NA,"-41.816667","-13.6","1985","05",NA,NA,NA,"01",NA,NA,NA
"46","2014-10-14 15:56:23-03","BS","M","M-0029477","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in altis ad Sincorâ; Provinciae Bah.",NA,NA,NA,NA,NA,NA,"M0029477",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,NA
"47","2020-12-21 16:16:30-03","MBM","MBM","411395","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Roque, N.; Funk, V.A.; Sancho, G.; Funk, V.A.; Sancho, G.","4491","2014","10","28","Southern America","Brazil","Bahia","Mucugê","Parque Municipal de Mucugê, Chapada Diamantina.","-41.346389","-12.998889","900","900",NA,"Arbusto: até 3 m de altura. Folhas discolores. Brácteas involucrais esverdeadas. Corola lilás, anteras púrpuras. Capítulos dispersando os frutos.; Campo rupestre.","MBM411395","MBM411395","Roque, N.",NA,"-41.346389","-12.998889","2014","10",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:16:30-03","MBM","MBM","266950","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Stannard, B.; et al.; et al.","s.n.","1992","02","28","Southern America","Brazil","Bahia","Abaíra","Gerais do Pastinho","-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,"MBM266950","MBM266950","Hind, D.J.N.",NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA,NA
"49","2020-12-21 16:16:30-03","MBM","MBM","272632","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Hind, D.J.N.; et al.; et al.","4200","1996","11",NA,"Southern America","Brazil","Bahia","Piatã","Estrada para Imbuia","-41.7728004455566","-13.1519002914429",NA,NA,NA,NA,"MBM272632","MBM272632","Hind, D.J.N.",NA,NA,NA,NA,NA,"41184","auto",NA,NA,NA,NA,NA
"50","2015-09-04 10:27:55-03","MNHN","RECOLNAT_MNHN_P","P04416558","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Harley, R.M.|Santos, T.S.|Pinheiro, R.S.|Mayo, S.J.|Storr, R.M.",NA,"1977","3","20",NA,"Brasil","Bahia",NA,"Brésil. Serra das Almas, lower NE slopes of the Pico das Almas, ca. 25km WNW of the Vila do Rio de Contas.","-41.95","-13.55","1500",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04416558' target='other'> <mi>dwc_moreinfo</mi></a>","P04416558","P04416558_01","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19770",NA,NA
"51","2015-08-13 05:50:00-03","MO","MOBOT","100309147","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","R.M. Harley","Harley 20802","1980","3","23","South America","Brazil","Bahia",NA,"Serra do Sincorá. 3-13 km W of Barra da Estiva on the road to Jussiape.","-41.4166667","-13.6666667","1000.00000000","1300.00000000",NA,NA,NA,NA,"J. Semir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"52","2021-01-29 15:54:00-03","MO","MOBOT","101246305","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","C.F.P. Martius","Martius s.n. (500)",NA,NA,NA,"South America","Brazil","Bahia",NA,"in altis ad Sincorá",NA,NA,NA,NA,NA,NA,NA,NA,"fide Loeuille et al.",NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,"1",NA
"53","2015-08-23 05:45:00-03","MO","MOBOT","3351439","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","B.L. Stannard|Wilson Ganev|R.F. Queiroz","Stannard 51849","1992",NA,NA,"South America","Brazil","Bahia",NA,"Mun. Piat?0: Gerais da Inúbia, 22-26 km de Catolés.",NA,NA,"1400.00000000",NA,NA,NA,NA,NA,"J. D. N. Hind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2009-08-28 05:32:00-03","MO","MOBOT","3351588","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Robert M. King|Luther E. Bishop","King 8601","1981","1","23","South America","Brazil","Bahia",NA,"11 km N of Livramento do Brumado along road to the town of Rio das Contas.",NA,NA,"701.04000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-08-23 05:45:00-03","MO","MOBOT","3351978","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","B.L. Stannard|Wilson Ganev|R.F. Queiroz","Stannard 51667","1992",NA,NA,"South America","Brazil","Bahia",NA,"Mun. Abaira: Gerais do Pastinho.","-41.75","-13.25","1100.00000000",NA,NA,NA,NA,NA,"J. D. N. Hind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2015-08-23 05:45:00-03","MO","MOBOT","3352528","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","B.L. Stannard|Wilson Ganev|R.F. Queiroz","Stannard 51825","1992",NA,NA,"South America","Brazil","Bahia",NA,"Mun. Abaíra: Perto do Garimpo do Salão, estrada Piatã -Abaíra, 10 km de Piatã.","-41.75","-13.21666","1240.00000000",NA,NA,NA,NA,NA,"J. D. N. Hind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2009-08-28 05:38:00-03","MO","MOBOT","3352732","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Robert M. King|Luther E. Bishop","King 8608","1981","1","23","South America","Brazil","Bahia",NA,"16 Km N of Livramento do Brumado, along the road to Arairanga.",NA,NA,"883.92000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2015-08-23 05:45:00-03","MO","MOBOT","3352915","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","B.L. Stannard|R.F. Queiroz","Stannard 51993","1992",NA,NA,"South America","Brazil","Bahia",NA,"Mun. Abaíra: Estrada Piatã-Abaíra. 14 km de Abaíra.","-41.75","-13.2","1100.00000000",NA,NA,NA,NA,NA,"J. D. N. Hind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","3353044","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Gert G. Hatschbach","Hatschbach 46422","1983",NA,NA,"South America","Brazil","Bahia",NA,"Rio de Contas, arredores.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,"H. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2009-08-28 05:32:00-03","MO","MOBOT","3353340","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Robert M. King|Luther E. Bishop","King 8737","1981","1","31","South America","Brazil","Bahia",NA,"Main valley N of Mucge from 3-8 km N of town.",NA,NA,"792.48000000","914.40000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-06-15 15:28:50-03","UNESP-RC","HRCB","42128","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Guedes, M.L.","11435","2004","09","18",NA,"Brasil","Bahia","Piatã","Chapada Diamantina","-41.880278","-13.060833",NA,NA,NA,"Arbusto de ca. 1m, folhas discolores, com a face abaxial lanuginosa, margem revoluta. Inflorescência pauciflora, flores com papus creme. Frequente.",NA,NA,"Guedes, M.L.",NA,"41º52'49W","13º03'39S","2005","05",NA,NA,NA,NA,NA,NA,NA
"62","2020-09-12 05:00:02-03","US","US","2901199","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","jeffreyi","Lychnophora jeffreyi","H. Rob.","R. M. Harley","20802","1980","3","23","South America - Neotropics","Brazil","Bahia",NA,"Serra do Sincora, W of Barra da Estiva.",NA,NA,"1000","1300",NA,NA,"US00147444","US00147444_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"1",NA
"63","2020-09-12 05:00:02-03","US","US","3256895","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","R. M. Harley, A. M. Giulietti, B. Stannard, D. J. N. Hind & et al.","25068","1988","10","15","South America - Neotropics","Brazil","Minas Gerais",NA,"Mun. Grão Mogol. Ca. 7 km. ao direção sul da cidade, na estrada para Francisco Sá","-42.93","-16.62","700","850",NA,NA,"US01636251","US01636251_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"64","2020-09-12 05:00:02-03","US","US","3398457","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","M. Barreto","10749","1940","3","21","South America - Neotropics","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó k. 131 - Palacio.","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"US01636242","US01636242_01",NA,"Dicotyledonae",NA,NA,NA,NA,"31264","auto",NA,NA,NA,"1",NA
"65","2020-09-12 05:00:02-03","US","US","3674538","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","N. Roque","4051","2014","1","25","South America - Neotropics","Brazil","Bahia",NA,"Mucugê, Chapada Diamantina, Trilha Ponte do Rio Cumbuca para o Córrego das Perdizes","-41.3492","-12.9889","902",NA,NA,NA,"US01636243","US01636243_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"66","2020-09-12 05:00:02-03","US","US","3255381","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","R. M. Harley","27512","1988","12","16","South America - Neotropics","Brazil","Bahia",NA,"Mun.: Agua Quente. Pico das Almas. Vertente oeste. Entre Paramirim das Crioulas e a face NNW do pico","-42","-13.52","1200","1500",NA,NA,"US01636244","US01636244_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"67","2020-09-12 05:00:02-03","US","US","3713391","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","N. Roque, P. Acevedo-Rodriguez, V. Funk & S. Keeley","2175","2009","7","6","South America - Neotropics","Brazil","Bahia",NA,"Chapada Diamantina, Mucugê, Parque Municipal de Mucugê - Trilha para a Cachoeira do Tiburtino.",NA,NA,"886",NA,NA,NA,"US03066564","US03066564_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"68","2020-09-12 05:00:02-03","US","US","3499778","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","N. Roque, C. M. Sakuragui, R. M. Harley, P. T. Sano & V. C. Souza","CFCR 14835?",NA,NA,NA,"South America - Neotropics","Brazil","Bahia",NA,"Rio de Contas ca. 2Km da cidade, em direção a Marcolino Moura. Area de Campo rupestre com carrasco adjacente",NA,NA,"1100","1200",NA,NA,"US01636245","US01636245_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"69","2020-09-12 05:00:02-03","US","US","3516596","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","B. L. Stannard, W. Ganev & R. Queiroz","H 51667","1992","2","28","South America - Neotropics","Brazil","Bahia",NA,"Mun. Abaíra: Gerais do Pastinho","-41.75","13.25","1100",NA,NA,NA,"US01636248","US01636248_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"70","2020-09-12 05:00:02-03","US","US","3685485","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","N. Roque, V. A. Funk & G. Sancho","4491","2014","10","28","South America - Neotropics","Brazil","Bahia","Mucugê","Chapada Diamantina, Parque Municipalde Mucugê","-41.3464","-12.9989","900",NA,NA,NA,"US01256219","US01256219_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"71","2020-09-12 05:00:02-03","US","US","2851663","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","R. M. Harley, S. Mayo, R. M. Storr, T. S. Santos & R. Pinheiro","19770","1977","3","20","South America - Neotropics","Brazil","Bahia",NA,"Serra das Almas. Lower N.E. slopes of the Pico das Almas, ca. 25km. WNW of the Vila do Rio de Contas","-41.95","-13.55","1500",NA,NA,NA,"US01636253","US01636253_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"72","2020-09-12 05:00:02-03","US","US","2541726","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","J. Sobrinho","239",NA,NA,NA,"South America - Neotropics","Brazil","Bahia",NA,"1km. para Rio de Contas. Barragem do Bonito",NA,NA,NA,NA,NA,NA,"US01636246","US01636246_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"73","2020-09-12 05:00:02-03","US","US","3516585","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","B. L. Stannard & R. Queiroz","H 51993","1992","3","18","South America - Neotropics","Brazil","Bahia",NA,"Mun. Abaíra: Estrada Piatã-Abaíra. 14 km de Abaíra","-41.75","13.2","1100",NA,NA,NA,"US01636250","US01636250_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"74","2020-09-12 05:00:02-03","US","US","3516598","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","B. L. Stannard, W. Ganev & R. Queiroz","H 51825","1992","3","9","South America - Neotropics","Brazil","Bahia",NA,"Mun. Abaíra: Perto do Garimpo do Salão, estrada Piatã-Abaíra, 10 km de Piatã","-41.75","13.22","1240",NA,NA,NA,"US01636247","US01636247_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"75","2020-09-12 05:00:02-03","US","US","3499430","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","W. Ganev","127","1992","4","13","South America - Neotropics","Brazil","Bahia",NA,"Município de Abaíra, distrito de Catolés: Estrada - Abaíra - Mucugê via S. João. 40 km de Abaíra. Município de Mucugê. Km 38","-41.55","-13.1","1100",NA,NA,NA,"US01636252","US01636252_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"76","2020-09-12 05:00:02-03","US","US","3516586","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","B. L. Stannard, W. Ganev & R. Queiroz","H 51849","1992","3","10","South America - Neotropics","Brazil","Bahia",NA,"Mun. Piatã: Gerais da Inúbia, 22-26 km de Catolés",NA,NA,"1400",NA,NA,NA,"US01636249","US01636249_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"77","2020-09-12 05:00:02-03","US","US","3091230","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","A. M. Giulietti, J. Semir, N. L. Menezes, L. Rossi & et al.","SPF 18112/CFCR 1249*","1981","7","18","South America","Brazil",NA,NA,"BA. Estrada Ituaçu- Barra da Estiva, 12Km de Barra da Estiva, próximo ao Morro do Ouro, campo rupestre [interpreted]",NA,NA,NA,NA,NA,NA,"US01636254","US01636254_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"78","2020-09-02 16:21:25-03","Cenargen","CEN","61503","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Anderson Cássio Sevilha","4316","2005","05","23",NA,"Brasil","MG","RIO PARDO DE MINAS","Areião. Ponto 5.","-42.481111","-15.441944","902","902","Exsicatas",NA,"CEN00061503","CEN00061503","H. A. Ogasawara",NA,"-42.481111","-15.441944","2012","10",NA,NA,NA,NA,NA,"4",NA
"79","2020-09-02 16:21:25-03","Cenargen","CEN","47003","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Eurico Cabral de Oliveira","28","2002","02","14",NA,"Brasil","BA","MUCUGE",NA,"-41.3708000183105","-13.0052995681763","961","961","Exsicatas","Brácteas involucrais verdes. Flores liláses passando a alva. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (66371). Feira de Santana - Bahia.","CEN00047003","CEN00047003","H. A. Ogasawara",NA,"-4134111.0","-1299306.0","2012","10","52493","auto",NA,NA,NA,"1",NA
"80","2019-11-13 11:16:25-03","USP","SPF","223384","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","jeffreyi","Lychnophora jeffreyi","H.Rob.","Souza, VC","22900","1999","05","20",NA,"Brasil","Bahia","Abaíra","Catolés. Serra dos Cristais.","-41.882231","-13.325842","1600","1600",NA,NA,"SPF00223384",NA,"Loeuille, B",NA,"-41.882231","-13.325842","2012","02",NA,NA,NA,NA,NA,NA,NA
"81","2019-10-07 09:11:39-03","UEFS","HUEFS","186701","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","jeffreyi","Lychnophora jeffreyi","H.Rob.","Souza, V.C.","22900","1999","05","20",NA,"Brasil","Bahia","Abaíra","Catolés. Serra dos Cristais.","-41.882222","-13.325833","1600","1600",NA,"Campo rupestre com mata ciliar no fundo do vale.","HUEFS0186701","HUEFS0186701",NA,"Asteranae","41W52'56''","13S19'33''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-10-07 09:11:39-03","UEFS","HUEFS","66576","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","jeffreyi","Lychnophora jeffreyi","H.Rob.","Harley, R.M.","20802","1980","03","23",NA,"Brasil","Bahia","Barra da Estiva","Serra do Sincorá, 3 - 13 km W of Barra da Estiva on the road to Jussiape.","-41.416667","-13.666667","1000","1300",NA,"Slopes of sandstone ridge","HUEFS0066576",NA,NA,"Asteranae","41W25'","13S40'",NA,NA,NA,NA,"Isótipo",NA,NA,NA,NA
"83","2019-10-07 09:11:39-03","UEFS","HUEFS","58809","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Stannard, B.","H51993","1992","03","18",NA,"Brasil","Bahia","Abaíra","Estrada Piatã-Abaíra, 14km de Abaíra.","-41.75","-13.2","1100","1100",NA,"Campos gerais.","HUEFS0058809","HUEFS0058809","E.C.Oliveira","Asteranae","41W45'","13S12'","2005","02",NA,NA,NA,NA,NA,NA,NA
"84","2019-10-07 09:11:39-03","UEFS","HUEFS","142759","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Ferreira, S.C.","261","2007","05","19",NA,"Brasil","Bahia","Mucugê","Parque Estadual de Mucugê, trilha das Andorinhas.","-41.116667","-11.55",NA,NA,NA,NA,"HUEFS0142759","HUEFS0142759","H.A.Ogasawara","Asteranae","41W7'0''","11S33'0''","2012","08",NA,NA,NA,NA,NA,NA,NA
"85","2019-10-07 09:11:39-03","UEFS","HUEFS","71131","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Harley, R.M.","27512","1988","12","16",NA,"Brasil","Bahia","Água Quente","Pico das Almas. Vertente oeste. Entre Paramirim das Crioulas e a face NW do pico.","-42","-13.516667","1200","1500",NA,"Cerrado de altitude com afloramento de rochas.","HUEFS0071131","HUEFS0071131",NA,"Asteranae","42W0'0''","13S31'0''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-10-07 09:11:39-03","UEFS","HUEFS","32920","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Queiroz, L.P.de","4938","1998","01","25",NA,"Brasil","Bahia","Rio de Contas","Subida do morro ao lado da barragem no rio Brumado.","-41.845556","-11.574167","1157","1157",NA,"Carrasco na base e campo rupestre mais acima sobre solo arenoso.","HUEFS0032920","HUEFS0032920","E.C.Oliveira","Asteranae","41W50'44''","11S34'27''","2005","02",NA,NA,NA,NA,NA,NA,NA
"87","2019-10-07 09:11:39-03","UEFS","HUEFS","250285","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Giulietti, A.M.","4056","2010","02","10",NA,"Brasil","Bahia","Rio de Contas","5km da cidade, próximo ao aeroporto.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Cerrado antropizado.","HUEFS0250285","HUEFS0250285",NA,"Asteranae",NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA
"88","2019-10-07 09:11:39-03","UEFS","HUEFS","123917","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Souza, V.C.","22764","1999","05","18",NA,"Brasil","Bahia","Jussiape","Estrada para Capão da Volta, ca. 8 Km de Jussiape.","-41.511667","-13.449444","1100","1100",NA,"Campo rupestre.","HUEFS0123917","HUEFS0123917",NA,"Asteranae","41W30'42''","13S26'58''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-10-07 09:11:39-03","UEFS","HUEFS","124129","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Paula-Souza, J.","5065","2005","01","30",NA,"Brasil","Bahia","Rio de Contas","36 Km de Jussiape, próximo à entrada de Rio de Contas.","-41.799722","-13.591389","1080","1080",NA,NA,"HUEFS0124129","HUEFS0124129",NA,"Asteranae","41W47'59''","13S35'29''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-10-07 09:11:39-03","UEFS","HUEFS","13803","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Queiroz, L.P.de","3372","1993","07","22",NA,"Brasil","Bahia","Seabra",NA,"-41.8","-12.283333",NA,NA,NA,NA,"HUEFS0013803","HUEFS0013803",NA,"Asteranae","41W48'","12S17'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-10-07 09:11:39-03","UEFS","HUEFS","10570","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Ganev, W.","127","1992","04","13",NA,"Brasil","Bahia","Abaíra",NA,"-41.55","-13.1","1100","1100",NA,NA,"HUEFS0010570","HUEFS0010570","D.J.N.Hind","Asteranae","41W33'","13S6'","1996","11",NA,NA,NA,NA,NA,NA,NA
"92","2019-10-07 09:11:39-03","UEFS","HUEFS","195030","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Santana, F.A.","154","2012","05","11",NA,"Brasil","Bahia","Licínio de Almeida","Serra Geral, trilha do Topo do Cachoeirão para a casa de barro.","-42.5525","-14.695","923","923",NA,"Campo Rupestre.","HUEFS0195030","HUEFS0195030",NA,"Asteranae","42W33'9''","14S41'42''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-10-07 09:11:39-03","UEFS","HUEFS","26158","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","phylicifolia","Lychnophora phylicifolia","DC.","Bautista, H.P.","PCD3865","1996","11","01",NA,"Brasil","Bahia","Piatã","Estrada Piatã-Ribeirão.","-41.826111","-13.120833","1380","1380",NA,NA,"HUEFS0026158","HUEFS0026158","D.J.N.Hind & H.P.Bautista","Asteranae","41W49'34''","13S7'15''","2000","09",NA,NA,NA,NA,NA,NA,NA
