"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","eventTime","individualCount","fieldNumber","yearIdentified","monthIdentified","dayIdentified","previousCatalogNumber","sex"
"45","2020-09-12 05:00:02-03","US","US","1662726","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pouteria","vestita","Pouteria vestita","Baehni","Isotype","B. A. Krukoff","4743","1933","6","10","South America - Neotropics","Brazil","Amazonas","Near mouth of Rio Embira, tributary of Rio Tarauca.","-70.25","-7.5",NA,NA,"US00037016","US00037016_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"46","2020-09-12 05:00:02-03","US","US","USw9290","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pouteria","vestita","Pouteria vestita","Baehni",NA,"B. A. Krukoff","5013",NA,NA,NA,"South America - Neotropics","Brazil","Amazonas","Near mouth of Rio Embira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"47","2020-09-12 05:00:02-03","US","US","2845153","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Sarcaulus","vestitus","Sarcaulus vestitus","(Baehni) T.D. Penn.",NA,"G. T. Prance, D. F. Coêlho, J. T. Ramos & L. G. Farias","7736","1968","10","1","South America - Neotropics","Brazil","Acre","Brazilian Amazonia. Municipality of Sena Madureira. Trail to Rio Iaco, from Km. 7 road Sena Madureira to Rio Branco",NA,NA,NA,NA,"US02702918","US02702918_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US","1662808","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Sarcaulus","vestitus","Sarcaulus vestitus","(Baehni) T.D. Penn.",NA,"B. A. Krukoff","5013","1933","6","26","South America - Neotropics","Brazil","Amazonas","Brazilian Amazonia. Basin of Rio Jurua. near mouth of Rio Embira (tributary of Rio Tarauaca)","-70.25","-7.5",NA,NA,"US02702917","US02702917_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"49","2020-09-12 05:00:02-03","US","US","3287119","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Sarcaulus","vestitus","Sarcaulus vestitus","(Baehni) T.D. Penn.",NA,"W. Palacios","1700","1987","7","3","South America - Neotropics","Ecuador","Napo","Reserva Biologica Jatun Sacha, 8 km. de Puerto de Misahualli, margen derecha del Rio Napo","-77.62","-1.07",NA,NA,"US02702921",NA,NA,NA,"450",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"50","2020-09-12 05:00:02-03","US","US","2985653","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Sarcaulus","vestitus","Sarcaulus vestitus","(Baehni) T.D. Penn.",NA,"G. T. Prance, P. J. M. Maas, A. A. Atchley, W. C. Steward & et al.","13689","1971","6","25","South America - Neotropics","Brazil","Amazonas","Brazilian Amazonia. Rio Purus, Rio Ituxi. Largo Preto 2km. north of Labrea",NA,NA,NA,NA,"US02702920","US02702920_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"51","2020-09-12 05:00:02-03","US","US","3337935","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Sarcaulus","vestitus","Sarcaulus vestitus","(Baehni) T.D. Penn.",NA,"C. E. Cerón M. & N. Gallo","5093","1988","9","22","South America - Neotropics","Ecuador","Napo","Canton Aguarico. Parque Nacional Yasuni. Lagunas de Garza Cocha","-75.78","-1.02",NA,NA,"US02702919",NA,NA,NA,"200",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"52","2019-01-23 11:23:04-02","F","FMNH-SEEDPLANTS","V0072201F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pouteria","vestita","Pouteria vestita",NA,"Isotype","B. A. Krukoff","4743","1933","6","10","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0072201F","V0072201F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-01-23 11:23:04-02","F","FMNH-SEEDPLANTS","V0072202F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pouteria","vestita","Pouteria vestita",NA,"Isotype","B. A. Krukoff","4743","1933","6","10","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0072202F","V0072202F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-04-16 14:15:30-03","F","FMNH-SEEDPLANTS","V0317557F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Sarcaulus","vestitus","Sarcaulus vestitus",NA,NA,NA,NA,NA,NA,NA,"South America","Ecuador",NA,NA,"-78.1869","-1.4628",NA,NA,"V0317557F","V0317557F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-04-16 14:15:31-03","F","FMNH-SEEDPLANTS","V0317558F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Sarcaulus","vestitus","Sarcaulus vestitus",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0317558F","V0317558F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-06-11 13:06:02-03","F","FMNH-SEEDPLANTS","V0389438F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Sarcaulus","vestitus","Sarcaulus vestitus",NA,NA,"F. Hurtado","3054","1993","4","1","South America","Ecuador","Napo",NA,NA,NA,NA,NA,"V0389438F","V0389438F_01 V0389438F_02","RRC ID Flag",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"3054",NA,NA,NA,NA,NA
"57","2019-06-11 13:04:19-03","F","FMNH-SEEDPLANTS","V0389439F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Sarcaulus","vestitus","Sarcaulus vestitus",NA,NA,"B. A. Krukoff","5013","1933","6","26","South America","Brazil","Amazonas",NA,"-63","-5",NA,NA,"V0389439F","V0389439F_01 V0389439F_02","RRC ID Flag",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"5013",NA,NA,NA,NA,NA
"58","2016-08-23 09:45:59-03","NHMLondon","NHM-LONDON-BOT","BM000952573","S","Plantae",NA,NA,"Sapotaceae","Sarcaulus","vestitus","Sarcaulus vestitus","(Baehni) T.D.Penn.","Isotype","Boris Alexander Krukoff; b.1898; d.1983; Krukoff","4743","1933","06","10",NA,"Brasil",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:605074",NA
"59","2019-11-21 10:19:14-03","IBt","SP","35029","S","Plantae",NA,NA,"Sapotaceae","Pouteria","vestita","Pouteria vestita","Baehni","Paratype","Krukoff, BA","5013","1933","06","26",NA,"Brasil","Amazonas","Basin of Rio Jurua. Near mouth of rio Embira (tributary of rio Tarauaca). On varzea land","-70.25","-7.5",NA,"Shrub 40 feet high. White latex exudes from inner bark","SP001603","SP001603","Ininteligível","Eirunepé",NA,NA,NA,"-70.25","-7.5",NA,NA,NA,NA,"1980","05","19",NA,NA
"60","2010-08-16 16:35:58-03","A","HU-HERB","A 00075835","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vestita","Pouteria vestita","Baehni","Isotype","B. A. Krukoff","4743","1933","6","10","South America","Brazil","Amazonas","Near mouth of Rio Embira (tributary of Rio Tarauaca) varzea land, 7°30'S, 70°15'W","-70.25","-7.5","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4743",NA,NA,NA,NA,"undetermined"
"61","2014-09-23 10:59:44-03","G","G","G00439580","S","Plantae",NA,NA,"Sapotaceae","Sarcaulus","vestitus","Sarcaulus vestitus","(Baehni) T. D. Penn.","HOLOTYPUS of Pouteria vestita Baehni","Krukoff, B. A.","4743","1933","06","10","AMERIQUE DU SUD","Brazil","Amazonas",NA,"-65.08583333","-4.14444444",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00439580",NA,"Pennington, T. D.",NA,NA,NA,NA,"-65.08583333","-4.14444444",NA,NA,NA,NA,"1986","01","01",NA,NA
