"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","typeStatus","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"50","2020-09-02 16:37:24-03","Cenargen","CEN","100090","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","J. F. M. Valls","Glocimar Pereira-Silva","14954","2010","01","19",NA,"Brasil","MA","ESTREITO","Margem direita do rio Feio.","-47.469166","-6.7566666","150","150","Exsicatas","Área de influência direta (lago).","CEN00100090","CEN00100090","2017",NA,"10",NA,"-47.469166","-6.7566666",NA,NA,NA,"4",NA
"51","2020-09-02 16:37:24-03","Cenargen","CEN","66632","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","G. H. Rua","Glocimar Pereira-Silva","9489","2005","02","21",NA,"Brasil","TO","TOCANTINOPOLIS","Entrada à esquerda, depois da ponte sobre o rio Curicaca, km 30.","-47.498888","-6.75","176","176","Unicata","Área de influência indireta.","CEN00066632","CEN00066632",NA,NA,NA,NA,"-47.498888","-6.75",NA,NA,NA,"1",NA
"52","2020-09-02 16:37:24-03","Cenargen","CEN","70316","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","R. C. Oliveira","José Francisco Montenegro Valls","9207","1985","10","16",NA,"Brasil","MS","CORUMBA","Fazenda São José, Nhecolândia.","-56.716666","-18.916666","100","100","Exsicatas","Paspalum (Grupo plicatula). Ruderal.","CEN00070316","CEN00070316","2014",NA,"09",NA,"-56.716666","-18.916666",NA,NA,NA,"2",NA
"53","2020-09-02 16:37:24-03","Cenargen","CEN","1422","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","J. F. M. Valls","Antônio Costa Allem","1222","1977","11","15",NA,"Brasil","MS","CORUMBA","Fazenda Santo Estêvão.","-57.6533012390137","-19.0091991424561",NA,NA,"Exsicatas","Anual, cespitosa, interior de cerrado. Procurada pelo gado. Folhas glaucas, em fresco.","CEN00001422","CEN00001422","1980",NA,"06",NA,NA,NA,NA,"295160","auto","2",NA
"54","2020-09-02 16:37:24-03","Cenargen","CEN","1419","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","J. F. M. Valls","Antônio Costa Allem","1219","1977","11","15",NA,"Brasil","MS","CORUMBA","Fazenda Santo Estêvão.","-57.6533012390137","-19.0091991424561",NA,NA,"Exsicatas","Razoável forrageira. Folhas em fresco, glaucas. Erva anual cespitosa.","CEN00001419","CEN00001419","1980",NA,"06",NA,NA,NA,NA,"295160","auto","2",NA
"55","2020-09-02 16:37:24-03","Cenargen","CEN","1417","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","J. F. M. Valls","Antônio Costa Allem","1217","1977","11","15",NA,"Brasil","MS","CORUMBA","Fazenda Santo Estêvão.","-57.6533012390137","-19.0091991424561",NA,NA,"Exsicatas","No limite com campo grosso. Bem pastada pelo gado. Folhas glaucas, em fresco. Cespitosa.","CEN00001417","CEN00001417","1980",NA,"06",NA,NA,NA,NA,"295160","auto","2",NA
"56","2019-11-01 15:16:55-03","UnB","UB","202715","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Sousa, MWS","Sousa, MWS; Proença, CEB; Silva Júnior, MC; Turma de Botânica de Campo","60","2013","01","19","Southern America","Brasil","Goiás","Paraúna",NA,"-50.6355","-16.978583",NA,NA,NA,NA,"UB0110286","UB0110286","2013",NA,"01","19","-50.6355","-16.978583",NA,NA,NA,NA,NA
"57","2019-11-01 15:16:55-03","UnB","UB","205034","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi",NA,"Wood, JRI; Pozo, P","26058","2009","04","06","Southern America","Bolivia","Santa Cruz","Chiquitos","Camino de Ipiás a La Ramada y Buena Vista","-60.216667","-18.020556","426","426",NA,"Pasto anual, débilmente cespitoso, hasta 60 cm de altura, toda la planta de color café; Localmente común en arena al borde del camino dentro de poblaciones de Anacardium humile","UB0030312",NA,NA,NA,NA,NA,"-60.216667","-18.020556",NA,NA,NA,NA,NA
"58","2019-11-01 15:16:55-03","UnB","UB","205064","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi",NA,"Wood, JRI; Villarroel, D; Renvoize, SA","25881","2009","03","23","Southern America","Bolivia","Santa Cruz","Chiquitos","Santiago de Chiquitos, Zona de la aeropista","-60.014444","-18.581389",NA,NA,NA,"Pasto anual, débilmente cespitoso, toda la planta con aparencia verde glauca, las glumas de la inflorescencia negras; Lugares arenosos en semi sombra","UB0023478",NA,NA,NA,NA,NA,"-60.014444","-18.581389",NA,NA,NA,NA,NA
"59","2019-11-01 15:16:55-03","UnB","UB","88447","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Pott, A","Salis, SM","722",NA,NA,NA,"Southern America","Brasil","Mato Grosso do Sul","Aquidauana","Aquidauana, Fazenda Fazendinha","-56.383333","-19.483333",NA,NA,NA,NA,"UB0022946","UB0022946",NA,NA,NA,NA,"-56.383333","-19.483333",NA,NA,NA,NA,NA
"60","2019-11-01 15:16:55-03","UnB","UB","9969","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Oliveira, RC","Soares-Silva, LH; Proença, CEB; Sampaio, AB; Simon, MF","981","2001","05","09","Southern America","Brasil","Tocantins","Mateiros","Rio Novo","-46.65","-10.583333",NA,NA,NA,"Espiguetas verdes sendo cor de palha.; Erva 0,2m; Cerrado. Solo: Solo areia branca.","UB0029777","UB0029777","2015",NA,"02","05","-46.65","-10.583333",NA,NA,NA,NA,NA
"61","2019-11-01 15:16:55-03","UnB","UB","203570","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Oliveira, RC","Faria, JEQ; Reis, PA; Ribeiro, ARO; Sousa, MWS","3351","2013","03","21","Southern America","Brasil","Goiás","Alto Horizonte","Fazenda do Sr. Manoel Braz, Sururuca","-49.3386001586914","-14.1955995559692",NA,NA,NA,"Erva 1,2m. Espigueta verde acinzentada. Raiz com cheiro lembrando alfavaca; Borda de brejo","UB0029836","UB0029836","2014",NA,"04",NA,NA,NA,NA,"27619","auto",NA,NA
"62","2019-11-01 15:16:55-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Oliveira, RC","Faria, JEQ; Reis, PA; Ribeiro, ARO; Sousa, MWS","3351","2013","03","21","Southern America","Brasil","Goiás","Alto Horizonte","Fazenda do Sr. Manoel Braz, Sururuca","-49.3386001586914","-14.1955995559692",NA,NA,NA,"Erva 1,2m. Espigueta verde acinzentada. Raiz com cheiro lembrando alfavaca; Borda de brejo","UB0029839","UB0029839","2014",NA,"04",NA,NA,NA,NA,"27619","auto",NA,NA
"63","2019-11-01 15:16:55-03","UnB","UB","197590","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Oliveira, RC","Conceição, CA","2415","1989","01","29","Southern America","Brasil","Mato Grosso do Sul","Campo Grande","Chácara Cambará, próximo à subestação NOB Aero Rural","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Erva cespilosa. 0,20 a 0,30m","UB0022945","UB0022945","2014",NA,"07",NA,NA,NA,NA,"161190","auto",NA,NA
"64","2015-04-17 16:12:31-03","UFMT","UFMT","639","S","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Oliveira, R.C.","Jangoux, J.; Sebastião, A.","1396","1981","03","19",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Estrada Cuiabá-Chapada dos Guimarães, a 12 Km de Chapada dos Guimarães.","-55.749698638916","-15.460599899292","630","630",NA,"Terra mexida n amargem da estrada. Solo arenoso.","UFMT00000639",NA,"2001",NA,"02",NA,NA,NA,NA,"107042","auto",NA,NA
"65","2019-12-18 18:37:34-03","UFMT","UFMT","36383","S","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Pott, A.","A.E.R","657","2006","04","06",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Riacho do Forte.","-55.749698638916","-15.460599899292",NA,NA,NA,"Herbácae. Frutos verdes.; Cerrado.","UFMT00036383",NA,"2008",NA,"11","29",NA,NA,NA,"107042","auto",NA,NA
"66","2020-05-19 17:19:48-03","UFMT","UFMT","19503","S","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi",NA,"Rua, G.H.; Grótolla, M.C.; Frank, L.","81","1996","03","15",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Ruta de Cuiabá-Chapada dos Guimarães, ca. 55 Km de Cuiabá. r. Paciência.","-55.749698638916","-15.460599899292",NA,NA,NA,NA,"UFMT00019503",NA,NA,NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA
"67","2018-01-23 08:28:22-02","CAS","CAS-BOT","576384","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi",NA,"Plowman, T.; Davidse, G.; Rosa, N. A.; Rosario, C. S.; dos Santos, M. R.","9173","1980","2",NA,"South America","Brazil","Tocantins","Babaculandia","18 km southwest of Wanderlandia along Belem-Brasilia highway (BR-153)","-48.0833333333","-6.9333333333","420",NA,NA,"Erect annual; glabrous form growing intermixed with pilose form; spikelets biconvex",NA,NA,NA,NA,NA,NA,"48° 05' W","6° 56' S","Liliopsida",NA,NA,NA,NA
"68","2018-01-23 08:48:33-02","CAS","CAS-BOT","576390","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi",NA,"Plowman, T.; Davidse, G.; Rosa, N. A.; Rosario, C. S.; dos Santos, M. R.","9223","1980","2",NA,"South America","Brazil","Tocantins","Tocantinopolis","Ribeirao do Corrego, 55 km southwest of Estreito along Belem-Brasilia highway (BR 153)","-47.8166666667","-6.8166666667","480",NA,NA,"Erect annual",NA,NA,NA,NA,NA,NA,"47° 49' W","6° 49' S","Liliopsida",NA,NA,NA,NA
"69","2021-02-08 12:54:06-03","UFRGS","ICN","047614","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Oliveira, R","Allem, A; Vieira, G","1217","1977","11","15","América do Sul","Brasil","MT","Corumbá","Faz. Sto Estevão- Disto. Paiaguás",NA,NA,NA,NA,NA,"Erva anual, cespitosa. Folhas glaucas, em fresco; Em beira de cerrado, no limite com campo grosso. Solo francamente arenoso. Frequente. Bem pastada pelo gado.",NA,NA,"2001",NA,"08","09",NA,NA,NA,NA,NA,NA,NA
"70","2021-02-08 12:54:06-03","UFRGS","ICN","047615","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Oliveira, R","Allem, A; Vieira, G","1219","1977","11","15","América do Sul","Brasil","MT","Corumbá","Faz. Sto Estevão- Disto. Paiaguás",NA,NA,NA,NA,NA,"Erva anual, cespitosa, 20-50 cm alt. Razoável forrageira. Folhas, em fresco, glaucas; Beira de cerrado, solo arenoso.",NA,NA,"2001",NA,"08","09",NA,NA,NA,NA,NA,NA,NA
"71","2021-02-08 12:54:06-03","UFRGS","ICN","034424","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Oliveira, R","Arzivenco, L","601","1973","08","09","América do Sul","Brasil","MT","Rondonópolis","Subúrbios de Rondenópolis","-54.6356010437012","-16.4708003997803",NA,NA,NA,NA,NA,NA,"2001",NA,"08","09",NA,NA,NA,"69781","auto",NA,NA
"72","2019-11-21 10:16:28-03","IBt","SP","318814","S","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi",NA,"Coradin, L; et al.","2630","1980","05","28",NA,"Brasil","Maranhão","Timon","BR-316 Timom-Caxias, km 40.","-42.8367004394531","-5.09417009353638","80","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44730","auto",NA,NA
"73","2019-11-21 10:16:28-03","IBt","SP","99927","S","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Oliveira, RC","Sendulsky, T","173","1965","03","24",NA,"Brasil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,NA,NA,NA,NA,"2001",NA,"04",NA,NA,NA,NA,"22843","auto",NA,NA
"74","2019-11-21 10:16:28-03","IBt","SP","105900","S","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Valls, JFM; Oliveira, RC","Kuhlmann, M","4112","1957","05","22",NA,"Brasil","São Paulo","São Simão","Estação Bento Quirino.","-47.5499992370605","-21.4699993133545",NA,NA,NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,"27881","auto",NA,NA
"75","2019-11-21 10:16:28-03","IBt","SP","105958","S","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Valls, JFM; Oliveira, RC","Kuhlmann, M","4113","1957","05","22",NA,"Brasil","São Paulo","São Simão","Estação Bento Quirino.","-47.5499992370605","-21.4699993133545",NA,NA,NA,NA,"SP036921","SP036921","1999",NA,NA,NA,NA,NA,NA,"27881","auto",NA,NA
