"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","county","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"86","2020-02-08 10:45:41-03","NBC","NL-BOTANY","U.1039732","PreservedSpecimen","Plantae",NA,"Polypodiales","Vittariaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"Croizat LCM",NA,NA,NA,NA,"Southern America","Venezuela","Upper Orinoco region.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1039732 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1039732","NL-U1039732",NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-02-08 10:45:41-03","NBC","NL-BOTANY","U.1039715","PreservedSpecimen","Plantae",NA,"Polypodiales","Vittariaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","Cremers GA","Cremers GA; Granville J-J de",NA,"1995","05","22","Southern America","French Guiana",NA,"-52.533333","2.95",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1039715 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1039715","NL-U1039715","Bassin de l'Oyapock",NA,NA,NA,"Pteropsida",NA,NA,NA,"-52.533333","2.95",NA,NA,"U 0049761",NA,NA
"88","2020-11-04 12:15:57-03","ESALQ","ESA","135222","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","T.E. Almeida","T.E. Almeida","3218.0","2013","03","28",NA,"Brasil",NA,"-47.6300010681152","-24.3199996948242",NA,NA,"ESA135222",NA,"São Paulo","Juquiá",NA,NA,NA,"32505","auto","2013",NA,NA,"03","28",NA,NA,NA
"89","2020-11-04 11:20:47-03","ESALQ","ESA","70524","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vittariaceae","Anetium","citrifolium","Anetium citrifolium",NA,NA,"Salino, A.","5374.0","2000","04","22",NA,"Brasil",NA,"-45.4099998474121","-23.7600002288818",NA,NA,"ESA070524",NA,"São Paulo","São Sebastião",NA,NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-01-14 15:33:18-03","MN","R","232793","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"Damasceno, E.R. 584; Wenderroschy, N.G.",NA,"2013","04","29",NA,"Brasil","Parque Estadual dos Três Picos","-42.6530990600586","-22.4624996185303",NA,NA,"R010043282",NA,"Rio de Janeiro","Cachoeiras de Macacu",NA,NA,NA,"32671","auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-02-15 11:49:02-02","IPA","IPA","29312","S","Plantae","Plantae",NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","Sehnem, A.","Andrade-Lima","72-7025","1972","10","13","Southern America","Brasil",NA,"-35.0638999938965","-8.39888954162598",NA,"Mata.","IPA0029312",NA,"Pernambuco","Ipojuca",NA,NA,NA,"22847","auto","1974",NA,NA,"09","04",NA,NA,NA
"92","2019-02-15 11:49:02-02","IPA","IPA","29156","S","Plantae","Plantae",NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","Leão Barros, I.C.","Andrade-Lima","72-7013","1972","10","13","Southern America","Brasil",NA,"-35.0638999938965","-8.39888954162598",NA,"Mata.","IPA0029156",NA,"Pernambuco","Ipojuca",NA,NA,NA,"22847","auto","1985",NA,NA,"10","03",NA,NA,NA
"93","2019-08-27 13:36:38-03","IAP","PACA-AGP","105185","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Vittariaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"Neiva, S. Z","305","2006","02","04",NA,"Brasil","Sítio São Domingos linha 3, km 2 rumo Colorado. Lote 1 da gleba 45 na linha 1° eixo. Propriedade de Lécio Domingos Canalle.","-60.5416984558105","-13.1167001724243",NA,"Habitat: Epífita em bacurí. Local Aberto.","PACA105185",NA,"RO","Colorado do Oeste",NA,NA,"Filicopsida","29532","auto",NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-08-27 13:36:38-03","IAP","PACA-AGP","77398","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Vittariaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","A. Sehnem SJ","A. Lima",NA,"1972","10","13",NA,"Brasil",NA,"-35.0638999938965","-8.39888954162598",NA,"Habitat: p. queda da agua","PACA077398",NA,"PE","Ipojuca",NA,NA,"Filicopsida","22847","auto","1974",NA,NA,"10","02",NA,NA,NA
"95","2019-10-25 11:40:07-03","IECOS","HBRA","6046","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","E. Amorim, M. R. Pietrobom","E. Amorim","44","2010","11","27","América do Sul","Brasil",NA,"-47.12091667","-1.01016667","exsicata","Floresta de igapó, epífita no interior da mata.&nf;Apoio: UFPA - Campus de Bragança","HBRA0006761","HBRA0006761","Pará","Primavera",NA,NA,NA,NA,NA,"2010","-47.12091667","-1.01016667","04","03",NA,NA,NA
"96","2019-10-25 11:40:07-03","IECOS","HBRA","9693","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. R. Pietrobom","M. G. C. Souza","1143","2011","05","05","América do Sul","Brasil","Comunidade Caruaca","-50.40983333","-1.59936111","exsicata","Floresta de terra firme, epífita na base de tronco vivo no interior da mata.&nf;Apoio: UFPA - Campus Universitário Marajó-Breves / Campus Bragança.","HBRA0006687","HBRA0006687","Pará","Breves",NA,NA,NA,NA,NA,"2011","-50.40983333","-1.59936111","05","05",NA,NA,NA
"97","2019-10-25 11:40:07-03","IECOS","HBRA","7668","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. R. Pietrobom","M. G. C. Souza","901","2011","04","29","América do Sul","Brasil","Ilha Macujubim, Comunidade Lauto","-50.67894444","-1.3985","exsicata","Floresta de terra firme, epífita entre base de folhas de palmeira no interior da mata.&nf;Apoio: UFPA - Campus Universitário Marajó - Breves / Campus Bragança.",NA,NA,"Pará","Breves",NA,NA,NA,NA,NA,"2011","-50.67894444","-1.39850000","04","29",NA,NA,NA
"98","2019-10-25 11:40:07-03","IECOS","HBRA","7567","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. B. Costa, M. R. Pietrobom","M. G. C. Souza","1232","2011","08","25","América do Sul","Brasil","Comunidade São Pedro","-50.44905556","-1.56438889","exsicata","Floresta de terra firme, epifita na base de tronco vivo junto do igarapé, interior da mata.&nf;Apoio: UFPA - Campus Universitário Marajó-Breves/Campus Bragança.",NA,NA,"Pará","Breves",NA,NA,NA,NA,NA,NA,"-50.44905556","-1.56438889",NA,NA,NA,NA,NA
"99","2019-10-25 11:40:07-03","IECOS","HBRA","5826","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","D. P. O. Lima","D. P. O. Lima","218","2011","09","28","América do Sul","Brasil","Araçateua","-46.75416667","-1.10361111","exsicata","Epífita em palmeira interior da mata igapó,","HBRA0005907","HBRA0005907","Pará","Bragança",NA,NA,NA,NA,NA,"2011","-46.75416667","-1.10361111","09","28",NA,NA,NA
"100","2019-10-25 11:40:07-03","IECOS","HBRA","7315","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. R. Pietrobom","M. R. Pietrobom","8709","2011","11","25","América do Sul","Brasil","Campo de Instrução de Nova Timboteua - Exército Brasileiro / 2º BIS","-47.35855556","-1.18283333","exsicata","Floresta de igapó, epífita na base de tronco vivo junto do igarapé no interior da mata.&nf;Apoio: Exército Brasileiro - 2°BIS - UFPA - Campus de Bragança.","HBRA0006319","HBRA0006319","Pará","Nova Timboteua",NA,NA,NA,NA,NA,"2011","-47.35855556","-1.18283333","11","25",NA,NA,NA
"101","2019-10-25 11:40:07-03","IECOS","HBRA","7601","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. R. Pietrobom","C. L. R. Pedro","67","2011","05","17","América do Sul","Brasil","Travessa Tracuateua","-47.42833333","-1.20336111","exsicata","Floresta de igapó, epífita na base de tronco vivo no interior da mata.&nf;Apoio: UFPA - Campus de Bragança.","HBRA0006207","HBRA0006207","Pará","Nova Timboteua",NA,NA,NA,NA,NA,"2011","-47.42833333","-1.20336111","05","17",NA,NA,NA
"102","2019-10-25 11:40:07-03","IECOS","HBRA","3683","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. R. Pietrobom","M. R. Pietrobom","6756","2007","01","19","América do Sul","Brasil","floresta Nacional de Caxiuanã, grade do PPBIO, linha F, parcela 26","-51.61980556","-2.00544444","exsicata","Floresta de terra firme, epífita na base de tronco vivo.&nf;Apoio: PPBIO / MPEG","HBRA0007729","HBRA0007729","Pará","Portel",NA,NA,NA,NA,NA,"2007","-51.61980556","-2.00544444","01","19",NA,NA,NA
"103","2019-10-25 11:40:07-03","IECOS","HBRA","9811","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. R. Pietrobom (MG)","M. G. C. Souza","195","1996","10","27","América do Sul","Brasil","Reserva Biológica Maicuru, ao longo da trilha 2, entre 3000m e 4000m na trilha","-53.96447222","-0.83505556","exsicata","Floresta de terra firme, epífita na margem do igarapé, interior da mata.&nf;Apoio: Conservação Internacional - Brasil / FIDESA / MPEG.","HBRA0005677","HBRA0005677","Pará","Almeirim","252","252",NA,NA,NA,"2009","-53.96447222","-0.83505556","02","01",NA,NA,NA
"104","2019-10-25 11:40:07-03","IECOS","HBRA","7472","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. B. Costa, M. R. Pietrobom","M. G. C. Souza","1103","2011","05","04","América do Sul","Brasil","Comunidade de São Pedro","-50.44608333","-1.55922222","exsicata","floresta de terra firme, epifita na base de tronco vivo no interior da mata.&nf;Apoio: UFPA - Campus Universitário Marajó-Breves/Campus Bragança.",NA,NA,"Pará","Breves",NA,NA,NA,NA,NA,NA,"-50.44608333","-1.55922222",NA,NA,NA,NA,NA
"105","2019-10-25 11:40:07-03","IECOS","HBRA","6592","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","R. S. Vilhena & M. R. Pietrobom","R. S. Vilhena","5","2010","09","29","América do Sul","Brasil","Mata do Jeju atrás do antigo matadouro municipal","-47.56611111","-1.36916667","exsicata","Mata de igapó, epífita na base de tronco de vivo, interior da mata, em área alagada.&nf;Apoio: UFPA - Campus de Bragança / PIPIC - CNPq.","HBRA0006711","HBRA0006711","Pará","Santa Maria do Pará","23","23",NA,NA,NA,"2011","-47.56611111","-1.36916667","05","23",NA,NA,NA
"106","2019-10-25 11:40:07-03","IECOS","HBRA","3633","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. R. Pietrobom","M. R. Pietrobom","6711","2007","01","16","América do Sul","Brasil","Floresta Nacional de Caxiuanã, grade do PPBIO, linha E parcela 23","-51.63869444","-1.99638889","exsicata","Floresta de terra firme, epífita na base de tronco vivo.&nf;Apoio: PPBIO / MPEG","HBRA0007614","HBRA0007614","Pará","Portel",NA,NA,NA,NA,NA,"2007","-51.63869444","-1.99638889","01","16",NA,NA,NA
"107","2019-10-25 11:40:07-03","IECOS","HBRA","7723","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. R. Pietrobom","M. G. C. Souza","841","2011","04","28","América do Sul","Brasil","Ilha Macujubim, Sítio Boa Esperança","-50.67755556","-1.40936111","exsicata","Floresta de terra firme, epífita entre base de folhas de palmeira na margem do igapó, interior da mata.&nf;Apoio: UFPA - Campus Universitário Marajó - Breves / Campus Bragança.",NA,NA,"Pará","Breves",NA,NA,NA,NA,NA,"2011","-50.67755556","-1.40936111","04","28",NA,NA,NA
"108","2019-10-25 11:40:07-03","IECOS","HBRA","7666","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. R. Pietrobom","M. G. C. Souza","766","2011","04","28","América do Sul","Brasil","Ilha Macujubim, Sítio Boa Esperança","-50.67594444","-1.40719444","exsicata","Floresta de terra, epífita entre base de folhas de palmeira no interior da mata.&nf;Apoio: UFPA - Campus Universitário de Bragança Marajó - Breves / Campus Bragança.",NA,NA,"Pará","Breves",NA,NA,NA,NA,NA,"2011","-50.67594444","-1.40719444","04","28",NA,NA,NA
"109","2019-10-25 11:40:07-03","IECOS","HBRA","3716","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. R. Pietrobom","M. R. Pietrobom","6959","2007","03","06","América do Sul","Brasil","Província Petrolífera de Urucu, arredores do Poló Arara, igarapé da Onça","-63.1413993835449","-4.08500003814697","exsicata","Floresta de terra firme, epífita sobre cipó, na margem do igarapé.&nf;Apoio: PETROBRAS / CNPq / FINEP / MCT-MPEG.","HBRA0007714","HBRA0007714","Amazonas","Coari",NA,NA,NA,"340934","auto","2007",NA,NA,"03","06",NA,NA,NA
"110","2019-10-25 11:40:07-03","IECOS","HBRA","3241","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. R. Pietrobom","M. R. Pietrobom","5879","2005","04","18","América do Sul","Brasil","Área de Pesquisa Ecológica do Rio Guamá, Reserva Mocambo","-48.5043983459473","-1.4558299779892","exsicata","Epífita sobre o tronco de árvore, próximo do igapó.&nf;Apoio: CNPq / SECTAM-PA / MPEG","HBRA0007141","HBRA0007141","Pará","Belém",NA,NA,NA,"48462","auto","2005",NA,NA,"04","18",NA,NA,NA
"111","2019-10-25 11:40:07-03","IECOS","HBRA","3342","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. R. Pietrobom","M. R. Pietrobom","6106","2005","09","02","América do Sul","Brasil","Bosque Rodrigues Alves","-48.5043983459473","-1.4558299779892","exsicata","Floresta de terra firme, epífita na base de tronco vivo.&nf;Apoio: CNPq / SECTAM-PA / MPEG","HBRA0007441","HBRA0007441","Pará","Belém",NA,NA,NA,"48462","auto","2006",NA,NA,"09","02",NA,NA,NA
"112","2019-10-25 11:40:07-03","IECOS","HBRA","5190","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. R. Pietrobom","P. Sanjuan","434","2004","11","08","América do Sul","Brasil","Estação Cientifica Ferreira Penna, plote 2 de 100 ha do projeto TEAM","-50.7122001647949","-1.80444002151489","exsicata","Floresta de igapó, epífita na base de tronco vivo.&nf;Apoio: MPEG / Programa de Residência em Estudos Amazõnicos.","HBRA0007757","HBRA0007757","Pará","Melgaço",NA,NA,NA,"142262","auto","2004",NA,NA,"12","01",NA,NA,NA
"113","2019-10-25 11:40:07-03","IECOS","HBRA","5368","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. R. Pietrobom","P. Sanjuan","611","2004","11","20","América do Sul","Brasil","Estação Cientifica Ferreira Penna, plote 3 de 100 ha do Projeto TEAM","-50.7122001647949","-1.80444002151489","exsicata","Floresta de igapó, epífita na base de tronco vivo.&nf;Apoio: MPEG / Programa de Residência em Estudos Amazônicos.","HBRA0006435","HBRA0006435","Pará","Melgaço",NA,NA,NA,"142262","auto","2004",NA,NA,"12","01",NA,NA,NA
"114","2019-10-25 11:40:07-03","IECOS","HBRA","3206","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. R. Pietrobom","M. R. Pietrobom","5836","2005","03","04","América do Sul","Brasil","Estação Cientifica Ferreira Penna, próximo do Igarapé Sapucuzinho","-50.7122001647949","-1.80444002151489","exsicata","Epífita sobre tronco de arbusto, na cabeceira do igapó.&nf;Apoio: CNPq / SECTAM-PA / MPEG","HBRA0006440","HBRA0006440","Pará","Melgaço",NA,NA,NA,"142262","auto","2005",NA,NA,"03","04",NA,NA,NA
"115","2019-10-25 11:40:07-03","IECOS","HBRA","5252","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. R. Pietrobom","P. Sanjuan","459","2004","11","09","América do Sul","Brasil","Estação Cientifica Ferreira Penna, trilha para o plote 5 de 100 ha do Projeto TEAM","-50.7122001647949","-1.80444002151489","exsicata","Floresta de terra firme, capoeira, epífita na base de tronco vivo.&nf;Apoio: MEPG / Programa de Residência em Estudos Amazônicos.","HBRA0005841","HBRA0005841","Pará","Melgaço",NA,NA,NA,"142262","auto","2004",NA,NA,"12","01",NA,NA,NA
"116","2019-10-25 11:40:07-03","IECOS","HBRA","3384","S","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","M. R. Pietrobom","S. Z. Neiva","194","2006","01","04","América do Sul","Brasil","Linha 1, rumo Escondido, Km 28,5, sitio Boa Vista proprietário Nestor Capeletti","-60.5416984558105","-13.1167001724243","exsicata","Epífita em bacurí. Local antropotizado, abreto com muita iluminação.","HBRA0007437","HBRA0007437","Rondônia","Colorado do Oeste",NA,NA,NA,"29532","auto","2010",NA,NA,"04","20",NA,NA,NA
"117","2020-10-20 14:18:06-03","UFOPA","HSTM","25","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.","Almeida, T.E.","Almeida, T.E.; Giacomim, L.L.; Braeuchler, C.; Suemitsu, C.","3416","2014","09","16",NA,"Brasil","Cachoeira da Cavada (propriedade particular). Floresta de Galeria.","-54.529722","-2.596667",NA,NA,"HSTM000025","HSTM000025","Pará","Santarém","44","44",NA,NA,NA,"2018","54º31'47''W","2º35'48''S","11","12",NA,NA,NA
"118","2020-10-20 14:18:06-03","UFOPA","HSTM","4736","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.","Almeida, T.E.","Almeida, T.E.; Giacomin, L.L.; André, T.","4380","2016","08","20",NA,"Brasil","Parque Nacional da Amazônia. Trilha da Capelinha. Floresta Ombrófila Aberta com palmeiras.","-56.403333","-4.614444",NA,NA,"HSTM004736","HSTM004736","Pará","Itaituba","60","60",NA,NA,NA,"2018","56º24'12''W","4º36'52''S","11","12",NA,NA,NA
"119","2019-11-21 14:54:30-03","UFJF","CESJ","71504","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.","V.A.O. Dittrich","V.A.O. Dittrich; A. Salino; D. Sanín","2278","2018","09","20","América do Sul","Brasil","Fazenda Boa Vista, Pedra Lascada","-39.542556","-14.774806",NA,"Epífita entre 0 e 1,5 m de altura sobre Euterpe edulis em Floresta Ombrófila Densa bem conservada","CESJ071504",NA,"Bahia","Coaraci","570","570",NA,NA,NA,"2018","-39.542556","-14.774806","09",NA,NA,NA,NA
"120","2021-03-01 16:18:45-03","UNICAMP","UEC","163592","S","Plantae","Bryophyta",NA,"Vittariaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","Nóbrega, GA","Nóbrega, GA","495","2008","06","03",NA,"Brazil","Fazenda Capricórnio Parque Estadual da Serra do Mar, parcela I.","-45.0699996948242","-23.4300003051758",NA,"Planta epífita, soros acompanham nervuras.","UEC092310","UEC092310","São Paulo","Ubatuba","390","390",NA,"34265","auto","2009",NA,NA,NA,NA,NA,NA,NA
"121","2019-11-19 14:09:03-03","UFRPE","PEUFR","10401","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","E.R. da Fonseca","D. Belo; L. Guedes","72","1988","08","08",NA,"Brasil","Gurjaú",NA,NA,NA,"Epífita","PEUFR010401",NA,"Pernambuco","Cabo",NA,NA,NA,NA,NA,"1992",NA,NA,"08","14",NA,NA,NA
"122","2019-11-19 14:09:03-03","UFRPE","PEUFR","5349","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","A. Sehnem","I. Pontual","1201","1972","06","16",NA,"Brasil","Engenho Brejinho",NA,NA,NA,"Planta vivendo +/- 500m de altitude","PEUFR005349",NA,"Pernambuco","Igarapeba",NA,NA,NA,NA,NA,"1974",NA,NA,"09","04",NA,NA,NA
"123","2019-11-19 14:09:03-03","UFRPE","PEUFR","33607","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","I.C.L. Barros et al","I.C.L. Barros; K.M.R. Santos & F.A.R. Santos",NA,"1992","09","11",NA,"Brasil","Engenho Água Azul","-35.3182983398438","-7.50528001785278",NA,"Planta epífita, ocasionalmente encontrada na área","PEUFR033607",NA,"Pernambuco","Timbaúba",NA,NA,NA,"17951","auto","1992",NA,NA,NA,NA,NA,NA,NA
"124","2019-11-19 14:09:03-03","UFRPE","PEUFR","32886","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","I.C.L. Barros et al","I.C.L. Barros; K.M.R. Santos & F.A.R. Santos",NA,"1992","09","11",NA,"Brasil","Engenho Água Azul","-35.3182983398438","-7.50528001785278",NA,"Planta epífita, ocasionalmente encontrada na área","PEUFR032886",NA,"Pernambuco","Timbaúba",NA,NA,NA,"17951","auto","1992",NA,NA,NA,NA,NA,NA,NA
"125","2019-11-19 14:09:03-03","UFRPE","PEUFR","11532","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"A. Bocage; A. Mansilla; F. Ribeiro; M. Grillo; I. Barros; K. Ribeiro",NA,"1991","10","11",NA,"Brasil","Engenho Água Azul","-35.3182983398438","-7.50528001785278",NA,"Planta terrestre","PEUFR011532",NA,"Pernambuco","Timbaúba",NA,NA,NA,"17951","auto",NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-04-22 16:27:25-03","UFPB","JPB","18997","PreservedSpecimen","Plantae","Ferns","Fern","Vittariaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"Lima, ALA","727025","1972","10","13","Southern America","Brasil",NA,"-35.0638999938965","-8.39888954162598",NA,NA,NA,NA,"Pernambuco","Ipojuca",NA,NA,NA,"22847","auto",NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:42:18-03","MBM","MBM","419712","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","Pietrobom, M.R.","Pietrobom, M.R.","10078","2015","05","13","Southern America","Brazil","Fazenda Palmeira","-48.004917","-1.391472",NA,"Epífica na base de tronco vivo no interior da floresta inundável (igapó).","MBM419712",NA,"Pará","Castanhal","14","14",NA,NA,NA,"2015","-48.004917","-1.391472","05","13",NA,NA,NA
"128","2020-12-21 16:42:18-03","MBM","MBM","419805","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","Pietrobom, M.R.; Souza, E.S.C.","Souza, E.S.C.; Pietrobom, M.R.; Pietrobom, M.R.","38","2014","07","17","Southern America","Brazil",NA,"-47.277889","-1.188139",NA,"Epífita no interior da mata.; Floresta não inundável.","MBM419805",NA,"Pará","Peixe-Boi",NA,NA,NA,NA,NA,"2014","-47.277889","-1.188139","07","17",NA,NA,NA
"129","2020-12-21 16:47:33-03","MBM","MBM","292084","PreservedSpecimen","Plantae",NA,NA,"Vittariaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Spligt.","Pietrobom da Silva, M.R.; San","Pietrobom da Silva, M.R.; et al.; et al.","4868","2001","02","09","Southern America","Brazil","Usina Serra Grande, Engenho Coimbra, Grota do Dudé","-35.9393997192383","-8.97249984741211",NA,NA,"MBM292084","MBM292084","Alagoas","Ibateguara",NA,NA,NA,"16798","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:47:33-03","MBM","MBM","292083","PreservedSpecimen","Plantae",NA,NA,"Vittariaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Spligt.","Pietrobom da Silva, M.R.; San","Pietrobom da Silva, M.R.; et al.; et al.","4937","2001","02","10","Southern America","Brazil","Usina Serra Grande, Engenho Coimbra, Grota do Taquari - Porcos","-35.9393997192383","-8.97249984741211",NA,NA,"MBM292083","MBM292083","Alagoas","Ibateguara",NA,NA,NA,"16798","auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:42:18-03","MBM","MBM","419966","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","Pietrobom, M.R.","Pietrobom, M.R.","6959","2007","03","06","Southern America","Brazil","Província Petrolífera de Urucu, Arredores do Pólo Arara, igarapé da Onça","-63.1413993835449","-4.08500003814697",NA,"Epífita sobre cipó, na margem do igarapé.; Floresta de terra firme.","MBM419966",NA,"Amazonas","Coarí",NA,NA,NA,"340934","auto","2007",NA,NA,"03","06",NA,NA,NA
"132","2020-12-21 16:42:18-03","MBM","MBM","419991","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","Pietrobom, M.R.","Ferreira, I.","01","2007","02","15","Southern America","Brazil","Ilha do Combu, Comunidade Combu, propriedade Sr. Rui","-48.5043983459473","-1.4558299779892",NA,"Epífita.; Floresta de várzea.","MBM419991",NA,"Pará","Belém",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:47:33-03","MBM","MBM","333072","PreservedSpecimen","Plantae",NA,NA,"Vittariaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Spligt.","Matos, F.B.","Matos, F.B.","207","2005","01","16","Southern America","Brazil","Reserva Natural do Cachoeira (SPVS). Trilha Rio do Turvo.","-48.7118988037109","-25.4286003112793",NA,"Epífita no interior da mata. Floresta Ombrófila Densa.","MBM333072","MBM333072","Paraná","Antonina","50","50",NA,"38300","auto","2007",NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:47:33-03","MBM","MBM","333073","PreservedSpecimen","Plantae",NA,NA,"Vittariaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Spligt.","Matos, F.B.","Matos, F.B.; et al.; et al.","150","2004","12","21","Southern America","Brazil","Reserva Natural Rio Cachoeira (SPVS). Área do Gervásio. Trilha do Meio","-48.7118988037109","-25.4286003112793",NA,"Epífita a 50cm do solo, no interior da mata. Floresta Ombrófila Densa","MBM333073","MBM333073","Paraná","Antonina","100","100",NA,"38300","auto","2007",NA,NA,NA,NA,NA,NA,NA
