"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","day","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount"
"48","2020-12-20 21:16:31-03","UFV","VIC","4849","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Rambo, B.",NA,NA,NA,"Sacco, J.C. da","1959","05","Brasil","Rio Grande do Sul","Pelotas","Planosolo. Terreno úmido.","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"Formando tapete à superfície do solo. Frequente.","VIC004849","VIC004849","1168","08",NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"49","2019-11-21 14:33:09-03","UFJF","CESJ","50961","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","L.C.Pereira","2011","11","10","M.S. Ferrucci; M. Dematteis; et al.","2004","10","Argentina","Corrientes","Dep. Mburucuyá","Parque Nacional Mburucuyá",NA,NA,NA,NA,NA,NA,"Borde de arroyo. Rastrera. Flores blancas.","CESJ050961",NA,"2154","09",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:33:09-03","UFJF","CESJ","21375","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","L.C.Pereira","2011","11","10","L. Krieger","1986","12","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Erva rasteira radicante, folhas um pouco suculentas, flores brancas, levemente lilacíneas.","CESJ021375",NA,"CESJ21375","30",NA,"América do Sul",NA,NA,"Angiosperma",NA,"46557","auto",NA,NA,NA,NA,NA
"51","2021-04-07 11:42:06-03","UFMS","CGMS","47317","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","V.J. Pott","2014","12","02","B.H.S. Ferreira; C.H. Simão; K.C.R. Arruda; N.F. Silva; T.F.C. Viana; V.J. Pott","2014","12","Brasil","Mato Grosso do Sul","Nova Andradina","Margem do córrego Baile, Fazenda Laranjal. Campo úmido antropizado.","-55.3647222","-22.0752778","-55,3647222","-22,0752778","375","375","Flor branca. Fruto verde. Erva rasteira. Habitat: Campo úmido antropizado. Solo arenoso. Habito: Erva aquática anfíbia.","CGMS1077273",NA,"44","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-04-07 11:42:06-03","UFMS","CGMS","25822","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","A.O.S. Vieira","2014","05","17","G.A. Damasceno-Junior; A. Monteiro; J.S.V. Silva","2008","03","Brasil","Mato Grosso do Sul","Dourados","Logradouro.","-54.5386111","-21.9694445","-54,5386111","-21,9694445",NA,NA,"Flor branca. Habitat: Campo inundável. Habito: Erva rasteira.","CGMS1055248",NA,"5075","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-04-07 11:42:06-03","UFMS","CGMS","60000","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","V.J. Pott","2015","03","11","V.J. Pott; A. Pott","2011","02","Brasil","Mato Grosso do Sul","Três Lagoas","Fazenda Reluz, Rio Sucuriú, próximo à foz do Córrego Prata.","-52.0919444","-20.2077778","-52,0919444","-20,2077778","281","281","Flor lilás. Habitat: Campo úmido, aberto, e veios d#?#água, ao longo de mata ciliar com buriti. Solo orgânico. Relevo leve declive. Habito: Erva rasteira, anfíbia, 5 cm de altura. Freqüente.","CGMS1089901",NA,"11181","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-04-07 11:42:06-03","UFMS","CGMS","22867","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","V.J. Pott","2014","11","13","V.J. Pott; A. Pott; L.C.P. Lima","2008","09","Brasil","Mato Grosso do Sul","Iguatemi","Rodovia BR-165, 7,5 km de Iguatemi para Tacuru.","-54.6452777","-23.6477777","-54,6452777","-23,6477777","313","313","Flor roxa. Fruto verde imaturo. Habitat: Borda de canal com 50 cm de largura, proveniente de campo úmido de nascente. Solo siltoso. Relevo levemente inclinado. Mancha ocasional. Habito: Erva aquática emergente a anfíbia.","CGMS1052286",NA,"10386","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-04-07 11:42:06-03","UFMS","CGMS","41489","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","A.O.S. Vieira","2014","05","17","V.J. Pott; A. Pott","2004","12","Brasil","Mato Grosso do Sul","Dourados","MS-463, Km 16, entre Dourados e Ponta Porã.","-54.9527778","-22.2361111","-54,9527778","-22,2361111","415","415","Flor branca-rosada. Fruto imaturo verde.Tubo da corola avermelhado, crescendo sob outras plantas, látex. Duplicata CPAP, CEN. Habitat: Borda de nascente (Campo úmida graminoso). Solo orgânico, hidromórfico. Relevo plano. Habito: Erva","CGMS1071474",NA,"7424","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-04-07 11:42:06-03","UFMS","CGMS","35789","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","A.O.S. Vieira","2014","05","17","C. Faxina","2010","02","Brasil","Mato Grosso do Sul","Naviraí","Córrego do Touro.","-54.2333333","-23.0597222","-54,2333333","-23,0597222",NA,NA,NA,"CGMS1065195",NA,"409","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-04-07 11:42:06-03","UFMS","CGMS","13441","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","V.J. Pott","2015","08","13","V.J. Pott; A. Pott; A.C.M Cristaldo; S. Aragaki","2004","03","Brasil","Mato Grosso do Sul","Chapadão do Sul","Fazenda Pouso Frio, Córrego Pouso Frio, cerca de 700 m da nascente (Rio Aporé).","-52.8675","-18.6666667","-52,8675","-18,6666667","800","800","Flor lilás. Fruto ausente. Ápice das pétalas roxas. Coordenada original (etiqueta): 18°40#?#0,2'S. Habitat: Córrego límpido em vereda de buriti (Mauritia flexuosa), com 1,0-1,5 m de profundidade. Solo argiloso, turfoso com muita matéri","CGMS1042861",NA,"6769","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-04-07 11:42:06-03","UFMS","CGMS","23512","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.",NA,NA,NA,NA,"S.N. Moreira; V.J.Pott; A. Pott","2007","08","Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo da Embrapa Gado de Corte; Área de Varjão prox. à ferrovia.","-54.79","-20.5566667","-54,79","-20,5566667","504","504","Flor branco-roseada. Fruto ausente. Habitat: Campo úmido graminoso de Vereda em domínio de Cerrado Habito: Erva;","CGMS1052922",NA,"45","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-04-07 11:42:06-03","UFMS","CGMS","22846","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","V.J. Pott","2008","09","25","V.J. Pott; A. Pott; L.C.P. Lima","2008","09","Brasil","Mato Grosso do Sul","Dourados","Estrada Dourados para Itaum, MS-270.","-55.2186111","-22.1041667","-55,2186111","-22,1041667","440","440","Flor branca. Fruto verde imaturo. Tubo da corola rosado. Habitat: Campo secundário de cerrado com Brachiaria. Solo argiloso. Relevo plano. Mancha ocasional. Habito: Erva rasteira.","CGMS1052264",NA,"10365","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-04-07 11:42:06-03","UFMS","CGMS","76522","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.",NA,NA,NA,NA,"G. Hatschbach; O. Guimarães","1968","12","Brasil","Paraná","Laranjeiras do Sul","Rio Iguaçu, próximo a Barra do Perdido.","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"Flor alva. Doação UPCB 7631. Habitat: Terreno arenoso junto a mata de galeria do rio. Habito: Reptante, radiante, lacticífera.","CGMS1109510",NA,"20588","09",NA,NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA
"61","2019-11-27 13:46:50-03","UFS","ASE","40241","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Gonzatti, F","2011","11","27","Gonzatti, F","2011","11","Brasil","Rio Grande do Sul","Palmares do Sul","Lagoa do Cipó","-50.5097","-30.2578","-50.5097","-30.2578","10","10","Herbácea; Em área úmida entre as dunas","ASE0041758",NA,"272","27",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-08-20 10:09:14-03","UNICAMP","UEC","89343","S","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Silva, SM","1997","04",NA,"Cervi, AC; et al.","1992","04","Brazil","Paraná","Quatro Barras","Campo de Instrução do exército","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"UEC094713","UEC094713","3629","03",NA,NA,NA,NA,"Magnoliopsida",NA,"17116","auto",NA,NA,NA,NA,NA
"63","2019-11-05 16:46:34-03","UFOP","OUPR","2539","PreservedSpecimen","Plantae","Campanulaceae","Pratia","hederacea","Pratia hederacea","(Cham.) G.Don",NA,NA,NA,NA,"Damazio, L.B.","1908","08","Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"Brejo",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA
"64","2020-12-04 13:19:03-03","UDESC","LUSC","9599","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","R.C. Bortoluzzi",NA,NA,NA,"R.C. Bortoluzzi",NA,NA,"Brasil","Santa Catarina","Santa Cecília","Fazenda Campo Alto.","-50.4268989562988","-26.9608001708984",NA,NA,NA,NA,NA,"LUSC009163","LUSC009163","39",NA,NA,NA,NA,NA,NA,NA,"37034","auto",NA,NA,NA,NA,NA
"65","2019-10-17 17:05:19-03","PUCRS","MPUC","2201","S","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Mayte Martin","2019","09","19",NA,"1978","04","Brasil","RS","Feliz",".","-51.3061111","-29.4508333","-51.3061111000","-29.4508333000",NA,NA,NA,NA,NA,NA,"13",NA,"South America",NA,NA,NA,"Asterales",NA,NA,"Magnoliopsida",NA,NA,"280","1"
"66","2019-10-17 17:05:19-03","PUCRS","MPUC","2202","S","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Mayte Martin","2019","09","19",NA,"1978","04","Brasil","RS","Feliz",".","-51.3061111","-29.4508333","-51.3061111000","-29.4508333000",NA,NA,NA,NA,NA,NA,"13",NA,"South America",NA,NA,NA,"Asterales",NA,NA,"Magnoliopsida",NA,NA,"243","1"
"67","2019-10-17 17:05:19-03","PUCRS","MPUC","1630","S","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Mayte Martin","2019","09","19",NA,"1978","03","Brasil","RS","Farroupilha",".","-51.3500833","-29.2168889","-51.3500833000","-29.2168889000",NA,NA,"Coletada no campo.",NA,NA,NA,"16",NA,"South America",NA,NA,NA,"Asterales",NA,NA,"Magnoliopsida",NA,NA,"262","1"
"68","2019-10-17 17:05:19-03","PUCRS","MPUC","10166","S","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Mayte Martin","2019","09","19",NA,"2001","06","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,"10",NA,"South America",NA,NA,NA,"Asterales",NA,NA,"Magnoliopsida",NA,NA,NA,"1"
"69","2021-01-28 13:24:37-03","PUCRS","MPUC","7800","S","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Mayte Martin","2019","09","19",NA,"1997","02","Brasil","RS","São Francisco de Paula",".","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,"South America",NA,NA,NA,"Asterales","76715","auto","Magnoliopsida",NA,NA,NA,"1"
"70","2019-10-17 17:05:19-03","PUCRS","MPUC","5929","S","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Mayte Martin","2019","09","19",NA,"1988","01","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,NA,NA,NA,"13",NA,"South America",NA,NA,NA,"Asterales",NA,NA,"Magnoliopsida",NA,NA,"3675","1"
"71","2020-10-14 10:00:28-03","FURB","FURB","35555","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2018","08","17","Korte, A.","2010","12","Brasil","Santa Catarina","Palhoça","Parque Estadual do Tabuleiro - Guarda do Embaú.","-48.5994444","-27.9047222","-48.5994444","-27.9047222","15","15","Florística IFFSC 228 (Erva Terrícola) Habitat: Restinga; Estágio Avançado Habito: erva terrícola;","FURB21662","FURB21662","6948","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-10-14 10:00:28-03","FURB","FURB","40984","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2018","08","17","Funez, L.A.; Zermiani, A.E.","2013","04","Brasil","Santa Catarina","Palhoça","Guarda do Embaú.","-48.5886111","-27.9033333","-48.5886111","-27.9033333","27","27",NA,"FURB21661","FURB21661","2000","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-10-14 10:00:28-03","FURB","FURB","46132","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Funez, L.A.","2014","11","13","Funez, L.A.","2014","11","Brasil","Santa Catarina","Morro da Fumaça",NA,"-49.1886111","-28.6436111","-49.1886111","-28.6436111",NA,NA,NA,"FURB21644","FURB21644","3685","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-08 08:50:59-03","FURB","FURB","49171","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Funez, L.A.","2016","09",NA,"Gonzatti, F.","2015","06","Brasil","Rio Grande do Sul","Monte Belo do Sul","Linha 80 da Leopoldina.","-51.6258334","-29.1694445","-51.6258334","-29.1694445","470","470",NA,"FURB49171","FURB49171","1921","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-16 17:51:15-03","UCS","HUCS","49869","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea elliptica","(Graham) Hook. & Arn.","Dani, J.G.","2019","03","14","Abreu, F.P.","2018","12","Brasil","Rio Grande do Sul","Caxias do Sul","Parque Jardim da Lagoa - Desvio Rizzo","-51.401197","-29.313939","-51.401197","-29.313939","740","740","emersa, em área alagável, beira da lagoa",NA,NA,"113","04",NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,NA,NA,"elliptica",NA,NA
"76","2021-03-16 17:51:15-03","UCS","HUCS","43010","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Gonzatti, F.","2015","06",NA,"Gonzatti, F.","2015","06","Brasil","Rio Grande do Sul","Monte Belo do Sul","Linha 80 da Leopoldina","-51.625875","-29.169483","-51.625875","-29.169483","470","470","erva prostrada entre ciperáceas",NA,NA,"1921","12",NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-16 17:51:15-03","UCS","HUCS","42249","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea elliptica","(Graham) Hook. & Arn.","Demeda, C.","2015","01","15","Demeda, C.","2015","01","Brasil","Rio Grande do Sul","Osório","Lagoa do Peixoto","-50.238547","-29.871619","-50.238547","-29.871619",NA,NA,"Erva; margem da lagoa",NA,NA,"69","10",NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,NA,NA,"elliptica",NA,NA
"78","2021-03-16 17:51:15-03","UCS","HUCS","42250","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea elliptica","(Graham) Hook. & Arn.","Demeda, C.","2014","12","03","Demeda, C.","2014","11","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.187056","-29.868806","-50.187056","-29.868806","6","6","Erva; margem da lagoa",NA,NA,"09","28",NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,NA,NA,"elliptica",NA,NA
"79","2021-03-16 17:51:15-03","UCS","HUCS","8955","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea hederacea","Cham.","Smith, S.F.;","1993","03",NA,"Grazziotin, G.;","1993","02","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"rastejante - junto ao solo",NA,NA,"s.n.","18",NA,NA,NA,NA,"Angiospermae","Asterales","76715","auto",NA,NA,"hederacea",NA,NA
"80","2021-03-16 17:51:15-03","UCS","HUCS","28569","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Smith, S.F.;","2006","07",NA,"Wasum, R.A.","2006","05","Brasil","Paraná","Antonio Olinto","arredores","-50.1972007751465","-25.9860992431641",NA,NA,NA,NA,"no solo",NA,NA,"3790","01",NA,NA,NA,NA,"Angiospermae","Asterales","22130","auto",NA,NA,NA,NA,NA
"81","2021-03-16 17:51:15-03","UCS","HUCS","6154","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Hatschbach, G.;","1989",NA,NA,"Silva, J.M.;","1987","10","Brasil","Paraná","Curitiba","Boqueirão","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"flores alvescentes",NA,NA,"396","12",NA,NA,NA,NA,"Angiospermae","Asterales","25180","auto",NA,NA,NA,NA,NA
"82","2021-03-16 17:51:15-03","UCS","HUCS","37935","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea elliptica","(Graham) Hook. & Arn.","Gonzatti, F.;","2012","04",NA,"Gonzatti, F.","2011","11","Brasil","Rio Grande do Sul","Palmares do Sul","Lagoa do Cipó","-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,"em I - 2012, F. Gonzatti det. como Pratia hederaceae (Cham.) G. Don var. elliptica DC.; herbácea em área úmida - entre as dunas",NA,NA,"272","27",NA,NA,NA,NA,"Angiospermae","Asterales","31350","auto",NA,NA,"elliptica",NA,NA
"83","2021-03-16 17:51:15-03","UCS","HUCS","28383","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Smith, S.F.;","2006","09",NA,"Sartori, M.","2006","05","Brasil","Paraná","São Mateus do Sul","Minas de Xisto","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"no solo",NA,NA,"93","03",NA,NA,NA,NA,"Angiospermae","Asterales","31353","auto",NA,NA,NA,NA,NA
"84","2021-03-16 17:51:15-03","UCS","HUCS","28200","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Smith, S.F.;","2006","07",NA,"Wasum, R.A.","2006","02","Brasil","Rio Grande do Sul","Candiota","Passo do Tigre","-53.6725006103516","-31.5580997467041",NA,NA,NA,NA,"orla da sanga",NA,NA,"3561","22",NA,NA,NA,NA,"Angiospermae","Asterales","28623","auto",NA,NA,NA,NA,NA
"85","2021-03-16 17:51:15-03","UCS","HUCS","11391","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Smith, S.F.;","1996","05",NA,"Butzke, A.;","1995","11","Brasil","Rio Grande do Sul","Erechim","Quatro Irmãos","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,"em beira da estrada",NA,NA,"s.n.","15",NA,NA,NA,NA,"Angiospermae","Asterales","46790","auto",NA,NA,NA,NA,NA
"86","2021-03-16 17:51:15-03","UCS","HUCS","19728","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Smith, S.F.;","2002","12",NA,"Wasum, R.A.;","2002","09","Brasil","Rio Grande do Sul","São Francisco de Paula","RS 235","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"no solo - com flores brnacas",NA,NA,"1609","03",NA,NA,NA,NA,"Angiospermae","Asterales","76715","auto",NA,NA,NA,NA,NA
"87","2021-03-16 17:51:15-03","UCS","HUCS","49869","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea elliptica","(Graham) Hook. & Arn.","Dani, J.G.","2019","03","14","Abreu, F.P.","2018","12","Brasil","Rio Grande do Sul","Caxias do Sul","Parque Jardim da Lagoa - Desvio Rizzo","-51.401197","-29.313939","-51.401197","-29.313939","740","740","emersa, em área alagável, beira da lagoa",NA,NA,"113","04",NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,NA,NA,"elliptica",NA,NA
"88","2021-03-16 17:51:15-03","UCS","HUCS","42249","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea elliptica","(Graham) Hook. & Arn.","Demeda, C.","2015","01","15","Demeda, C.","2015","01","Brasil","Rio Grande do Sul","Osório","Lagoa do Peixoto","-50.238547","-29.871619","-50.238547","-29.871619",NA,NA,"Erva; margem da lagoa",NA,NA,"69","10",NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,NA,NA,"elliptica",NA,NA
"89","2021-03-16 17:51:15-03","UCS","HUCS","42250","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea elliptica","(Graham) Hook. & Arn.","Demeda, C.","2014","12","03","Demeda, C.","2014","11","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.187056","-29.868806","-50.187056","-29.868806","6","6","Erva; margem da lagoa",NA,NA,"09","28",NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,NA,NA,"elliptica",NA,NA
"90","2021-03-16 17:51:15-03","UCS","HUCS","37935","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea elliptica","(Graham) Hook. & Arn.","Gonzatti, F.;","2012","04",NA,"Gonzatti, F.","2011","11","Brasil","Rio Grande do Sul","Palmares do Sul","Lagoa do Cipó","-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,"em I - 2012, F. Gonzatti det. como Pratia hederaceae (Cham.) G. Don var. elliptica DC.; herbácea em área úmida - entre as dunas",NA,NA,"272","27",NA,NA,NA,NA,"Angiospermae","Asterales","31350","auto",NA,NA,"elliptica",NA,NA
"91","2019-08-16 08:38:53-03","UTFPR","HCF","23886","S","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","L.F.P. Lima & G.A. Dettke","2018","01","17","M.G. Caxambu","2017","10","Brasil","PR","Céu Azul","Parque Nacional do Iguaçu, Lagoa Azul","-53.669194","-25.089583","53°40'09,1 W","25°05'22,5 S","701","701","erva heliófita, palustre, reptante, cespitosa. Flores de cálice verde e corola roxa. Frequente.",NA,NA,"7924","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-08-16 08:38:53-03","UTFPR","HCF","21819","S","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","L.T. Dombrowski",NA,NA,NA,"L.T. Dombrowski","1975","01","Brasil","PR","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"em banhado. Frequente.",NA,NA,"5778","13",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"93","2020-06-29 09:29:58-03","UFRRJ","RBR","5246","S","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","I.M. Rolim","2017","09","06","H. Monteiro","1949","12","Brasil","Rio Grande do Sul","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"RBR00005246","RBR00005246","2636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-06-24 11:39:31-03","UFSM","SMDB","12658","S","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","et al.; Bertuzzi, T",NA,NA,NA,"Bertuzzi, T; et al.","2010","03","Brasil","Rio Grande do Sul","Santa Maria","Faixa nova.","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Banhado","SMDB012658",NA,"s.n.","24",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"95","2019-11-25 12:11:42-03","UFSM","SMDB","2479","S","Plantae","Campanulaceae","Pratia","hederacea","Pratia hederacea","(Cham.) D. Don.","Alvarez, A.F.",NA,NA,NA,"Alvarez, A.F.","1986","05","Brasil","Rio Grande do Sul","Tramandaí","Lagoa dos Passos","-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,NA,"SMDB002479",NA,"s.n.","22",NA,NA,NA,NA,NA,NA,"21077","auto",NA,NA,NA,NA,NA
"96","2019-11-25 12:11:42-03","UFSM","SMDB","2846","S","Plantae","Campanulaceae","Pratia","hederacea","Pratia hederacea","(Cham.) D. Don.","Eisinger, S M; Canto-Dorow, T,S","1988","09","22","PG Botânica - UFRGS","1987","04","Brasil","Rio Grande do Sul","Santa Maria","Sarandi - Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB002846",NA,"s.n.","29",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"97","2020-12-21 16:19:56-03","MBM","MBM","318012","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Kozera, C.; Kozera, O.P.; Kozera, O.P.","2006","02","Brazil","Paraná","Balsa Nova","Ponte dos Arcos","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Herbácea reptante com flores brancas.; Campo, solo hidromórfico.","MBM318012","MBM318012","3006","14",NA,"Southern America",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"98","2020-12-21 16:19:56-03","MBM","MBM","32617","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","hederacea","Lobelia hederacea","Cham.","Coelho, G.P.","2019","08",NA,"Hatschbach, G.","1960","12","Brazil","Paraná","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133",NA,NA,"625","625","Flor amarela.; Cerrado.","MBM032617","MBM032617","7692","11",NA,"Southern America",NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA
