"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","eventTime","fieldNumber","individualCount","infraspecificEpithet"
"167","2019-08-27 13:31:53-03","IAP","PACA-AGP","110481","PreservedSpecimen","Plantae","Myrsinaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","A.L. de Gasper","2010","06","08","T.J. Cadorin","2061","2010","05","06","Brasil","SC","Joinville","Serra Dona Francisca.","-49.034444","-26.184444","49°02'04W","26°11'04S","576","576","FURB 25710 Habitat: interior do fragmento Fenofase: fruto verde Hábito: arvoreta Ecossistema: floresta ombrófila densa","PACA110481",NA,NA,NA,NA,"Magnoliophyta","Primulales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"168","2019-08-27 13:31:53-03","IAP","PACA-AGP","70030","PreservedSpecimen","Plantae","Myrsinaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Daniel B. Falkenberg","1987",NA,NA,"Daniel B. Falkenberg","4519","1987","10","31","Brasil","SC","Morro do Baú","Parque Botânico",NA,NA,NA,NA,NA,NA,"arbusto 2m de altura com flores em botão Habitat: interior da mata Atlântica","PACA070030",NA,NA,NA,NA,"Magnoliophyta","Primulales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"169","2019-08-27 13:31:53-03","IAP","PACA-AGP","64820","PreservedSpecimen","Plantae","Myrsinaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","L. B. Smith","1956",NA,NA,"Reitz, R.",NA,"1956","02","04","Brasil","SC","Ibirama","Horto Florestal","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"HBR 9907 Habitat: mata","PACA064820",NA,NA,NA,NA,"Magnoliophyta","Primulales","18533","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"170","2019-08-27 13:31:53-03","IAP","PACA-AGP","64819","PreservedSpecimen","Plantae","Myrsinaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","L. B. Smith","1956",NA,NA,"Reitz, R.",NA,"1953","11","02","Brasil","SC","Ibirama","Horto Florestal","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"HBR 9911 Habitat: mata","PACA064819",NA,NA,NA,NA,"Magnoliophyta","Primulales","18533","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"171","2019-08-27 13:31:53-03","IAP","PACA-AGP","64825","PreservedSpecimen","Plantae","Myrsinaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","L. B. Smith","1956",NA,NA,"Reitz, R.",NA,"1954","08","20","Brasil","SC","Itajaí","Braço Joaquim, Luis Alves","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"HBR 9895 Habitat: mata","PACA064825",NA,NA,NA,NA,"Magnoliophyta","Primulales","27253","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"172","2019-08-27 13:31:53-03","IAP","PACA-AGP","64829","PreservedSpecimen","Plantae","Myrsinaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","L.B. Smith","1956",NA,NA,"R. Klein","1717","1955","10","27","Brasil","SC","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"HBR 9882 Habitat: mata","PACA064829",NA,NA,NA,NA,"Magnoliophyta","Primulales","27253","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"173","2019-08-27 13:31:53-03","IAP","PACA-AGP","64830","PreservedSpecimen","Plantae","Myrsinaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","L. B. Smith","1956",NA,NA,"R. Klein","1757","1955","11","03","Brasil","SC","Itajaí","Morro da fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"HBR 9880 Habitat: mata","PACA064830",NA,NA,NA,NA,"Magnoliophyta","Primulales","27253","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"174","2019-08-27 13:31:53-03","IAP","PACA-AGP","64823","PreservedSpecimen","Plantae","Myrsinaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","L. B. Smith","1956",NA,NA,"R. Klein","1783","1955","11","18","Brasil","SC","Itajaí","Morro da Ressacada","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"HBR 9901 Habitat: mata","PACA064823",NA,NA,NA,NA,"Magnoliophyta","Primulales","27253","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"175","2019-08-27 13:31:53-03","IAP","PACA-AGP","65218","PreservedSpecimen","Plantae","Myrsinaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","L. B. Smith","1960",NA,NA,"Reitz, R.",NA,"1958","08","22","Brasil","SC","Novo Horizonte","Lauro Muller","-52.8335990905762","-26.4444007873535",NA,NA,NA,NA,"HBR 22405 Habitat: mata","PACA065218",NA,NA,NA,NA,"Magnoliophyta","Primulales","20622","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"176","2020-12-20 21:18:34-03","UFV","VIC","4969","PreservedSpecimen","Plantae","Myrsinaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"Hatschbach, G.","17507s.n.","1967","10","19","Brasil","Paraná","Guaraqueçaba","Rio do cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Arbusto 2m, flor alvecente com mancha castanha nas pétalas. mata pluvial. Alt:.-50m s/mar.","VIC004969","VIC004969",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"177","2019-11-21 14:43:55-03","UFJF","CESJ","59347","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","M. Verdi","2010","01","30","M. Verdi; D.H. Klettnberg; G.Klemz","3522","2010","01","30","Brasil","Santa Catarina","Treviso","Nova Brasília, Lat.:28º26'37,00S; Lon.:49º29'55,00O; Alt.:555m.","-49.498611","-28.443611","-49.498611","-28.443611","555","555","Floresta Ombrófila Densa; estádio suces. avançado. Arbusto, 2m alt.","CESJ059347",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-11-21 14:43:55-03","UFJF","CESJ","62170","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","A.A. de Oliveira","2010","04","12","H.F.Uller","42","2008","10","06","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis, Lat.: 26º55'17,00S; Lon.: 49º04'18,62W; Alt.: 70m.s.m.","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"Floresta Ombrófila Densa; Estádio Sucessional: Avançado; Altura: 6m; Hábito: Arbórea; Cor/Flor: botão floral.","CESJ062170",NA,"América do Sul",NA,NA,"Angiosperma",NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA
"179","2021-03-01 16:38:29-03","UNICAMP","UEC","11542","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Fonnegra, R","1982","08","23","Berg, CC; Silva, AS; Bahia, RP; Santos, MR","BG746","1977","10","29","Brazil","Pará",NA,"Transamazon Highway, BR-230, Near Embrapa station, at km 23 on road Altamira-Itaituba.",NA,NA,NA,NA,NA,NA,"Tree 5 m x 5cm, petals white.; Forest on terra firme.","UEC013958","UEC013958",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-03-01 16:38:29-03","UNICAMP","UEC","133532","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Bernacci, LC","2004","07","28","Urbanetz, C; Mariuza; Domingos; Lelo","289","2003","12","18","Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Trilha Kaá-pozanga. 30-155 msm","-47.916667","-24.883333","-47.916667","-24.883333",NA,NA,"Arvoreta de 2 m, estames amarelos, pétalas magenta.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-01 16:38:29-03","UNICAMP","UEC","142747","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"Destefani, ACC; Lima, RAF; Vosgueritchian, SB; Jacovac, ACC; Campos-Filho, EM; et al.","36","2005","03","22","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha do Rolado.","-48.400278","-24.643333","-48.400278","-24.643333","200","200","Arbusto com 2m alt.; fruto maduro avermelhado.; Floresta Ombrófila Densa Baixo Montana Ribeirinha Degradada com afloramento de calcário.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-03-01 16:38:29-03","UNICAMP","UEC","142735","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"Destefani, ACC; Jacovac, ACC; Campos-Filho, EM; Lima, RAF; Vosgueritchian, SB; et al.","41","2005","03","22","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha do Rolado.","-48.400278","-24.643333","-48.400278","-24.643333",NA,NA,"Arbusto; Floresta Ombrófila Densa Baixo Montana Ribeirinha Degradada com afloramento de calcário.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-03-01 16:38:29-03","UNICAMP","UEC","14805","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Carrijo, TT","2010",NA,NA,"Prance, GT; Silva, AS; Balick, MJ; Berg, CC; Henderson, AJ; Nelson, BW","P25417","1977","11","15","Brazil","Pará",NA,"Cuiabá - Santarém highway, BR 163, km 1131; vicinity of Igarapé Natal.",NA,NA,NA,NA,NA,NA,"Shrub 1m; corolla white, stamens yellow; fruit red.; Varzea Forest.","UEC013989","UEC013989",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-08-20 10:23:30-03","UNICAMP","UEC","136208","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Arzolla, FARDP","2004","11",NA,"Kinoshita, LS; Galvão, JC; Antunes, RM; Seco, RC; Arzolla, FARDP","188","2004","10","13","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Mata Atlântica. Trilha para o Rio Taquaral.","-48","-24.552778","-48","-24.552778",NA,NA,"Arvoreta 2,5m. Botões florais cremes.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-08-20 10:23:30-03","UNICAMP","UEC","136209","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Arzolla, FARDP","2004","11",NA,"Kinoshita, LS; Galvão, JC; Antunes, RM; Seco, RC; Arzolla, FARDP","187","2004","10","13","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Mata Atlântica. Trilha para o Rio Taquaral.","-48","-24.552778","-48","-24.552778",NA,NA,"Arvoreta de 2,5. Frutos imaturos verdes com traços avermelhados; maduros atro-purpúreos.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-03-01 16:38:29-03","UNICAMP","UEC","29291","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Carrijo, TT","2010",NA,NA,"Steyermark, JA; Delascio, F","103291","1970","08","03","Venezuela","Palavecino",NA,"Al lado la pica al sur de Terepaima, 20km S of Cabudare.",NA,NA,NA,NA,"1200","1300","Shrub 2m; lvs undulated margined, papyraceous, deep green above, dull green below; corolla white; stamens golden; calyx salmon & green; pedicels & rachis pale green.; Selva nublada de Terepima.","UEC013987","UEC013987",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-03-01 16:38:29-03","UNICAMP","UEC","157533","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Bernacci, LC; Jung-Mendaçolli, SL","2002","07","15","Romaniuc; Custódio-Filho, A","235","1984","09","14","Brazil","São Paulo","Biritiba-Mirim","Estação Ecológica de Boracéia","-45.866667","-23.633333","-45.866667","-23.633333","890","950","Árvore da mata, 2,5m altura; flores de pétalas creme com pontuações cor marrom; frutos maduros negros.","UEC012545","UEC012545",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-03-01 16:38:29-03","UNICAMP","UEC","56909","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Hatschbach, G","1981",NA,NA,"Hatschbach, G","43284","1980","11","14","Brazil","Paraná",NA,"Rio Lageado",NA,NA,NA,NA,NA,NA,"Arbusto 3m, flora amarelo ocre.; Mata pluvial.","UEC013988","UEC013988",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-03-01 16:38:29-03","UNICAMP","UEC","88681","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Torres, RB","2007","04",NA,"Leitão Filho, HF; Rodrigues, RR; et al.","33307","1995","02","09","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo.","-48.391944","-24.646639","-48.391944","-24.646639",NA,NA,"Arbustiva, frutos verdes com pintas marrons, glêndulas translúcidas nas folhas; 2,5m de altura; coletada no sub-bosque.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-08-20 10:23:30-03","UNICAMP","UEC","149089","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Aguirre, GH","2009","02",NA,"Aguirre, GH; Gomes, JAMA","A005","2009","02","28","Brazil","São Paulo","Campinas","Mata do Sítio São Francisco","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"191","2021-03-01 16:38:29-03","UNICAMP","UEC","60043","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Bernacci, LC","2002","08","15","Shepherd, GJ; et al.","8791","1978","10","14","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Arbusto de 1,5m. Flores rosadas.; Em mata.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"192","2021-03-01 16:38:29-03","UNICAMP","UEC","40673","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Bernacci, LC; Jung-Mendaçolli, SL","2002","08","15","Figueiredo, N; Oliveira, U; Kawasaki, CS","14739","1983","07","20","Brazil","São Paulo","Iguape","Estação Ecológica de Juréia","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Arvoreta ca. 2m, folhas alternas com frutos pretos vermelhos, dentro da mata, próximo à picada. Subindo o morro.","UEC022542","UEC022542",NA,NA,NA,"Magnoliopsida",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
"193","2021-03-01 16:38:29-03","UNICAMP","UEC","38138","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Bernacci, LC; Jung-Mendaçolli, SL","2002","08","15","Figueiredo, N; Oliveira, U; Kawasaki, CS","14739","1983","07","20","Brazil","São Paulo","Iguape","Estação Ecológica de Juréia","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Arvoreta ca. 2m, folhas alternas com frutos pretos vermelhos, dentro da mata, próximo à picada. Subindo o morro.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
"194","2021-03-01 16:38:29-03","UNICAMP","UEC","20951","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Bernacci, LC","2002","08","15","Gibbs, PE; Shepherd, GJ; Gouvêa, LSK; Tamashiro, JY; Silva, AF","10472","1979","10","06","Brazil","São Paulo","São Sebastião","Estrada Rio- Santos, A 15 Km da cidade no sentido à Bertioga.","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"Arvoreta de 3 a 4m. Flores creme com estames alaranjadas.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA
"195","2021-03-01 16:38:29-03","UNICAMP","UEC","14240","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Bernacci, LC; Jung-Mendaçolli, SL","2002","08","15","Davis, PH; Shepherd, GJ; Sakane, M","D60913","1976","09","10","Brazil","São Paulo","Sete Barras","Reserva de Sete Barras, Ca. 50km from Sete Barras to São Miguel Arcanjo.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Steep rain forest, on clay. Shrub. Flowers creamy.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"196","2021-03-01 16:38:29-03","UNICAMP","UEC","14238","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Bernacci, LC; Jung-Mendaçolli, SL","2002","08","15","Davis, PH; Shepherd, GJ; Sakane, M","D60901","1976","09","10","Brazil","São Paulo","Sete Barras","Reserva de Sete Barras, Ca. 50km from Sete Barras to São Miguel Arcanjo.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Steep rain forest, on clay. Shrub. Flowers creamy.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"197","2020-10-12 19:26:00-03","UFPB","JPB","65391","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Lucena, DS","2016","03","11","Luna, NK; Córdula, E; Nepomuceno, A; Guerra, E; Pereira, MJC","256","2016","03","11","Brasil","Pernambuco","Sirinhaém","Usina Trapiche, Mata Tauá, borda","-35.1161003112793","-8.59082984924316",NA,NA,NA,NA,"; HABITAT: Mata Atlântica; DESC: Arbusto c/ 1,20cm alt., frutos vermelhos","JPB0065391",NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon","20997","auto",NA,NA,NA,NA,NA,NA,NA
"198","2021-03-16 17:51:50-03","UCS","HUCS","13674","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Jarenkow, J.A.","2007","01","03","Silva, J.M.","2199","1997","11","11","Brasil","Paraná","Tunas","Chácara Paraíso, estrada para o Parque das Lauráceas",NA,NA,NA,NA,NA,NA,"arbusto 2m, flor creme e fruto preto; floresta atlântica",NA,NA,NA,NA,NA,"Angiospermae","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2021-03-16 17:51:50-03","UCS","HUCS","6691","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Falkenberg, D.B.","1987",NA,NA,"Falkenberg, D.B.","4519","1987","10","31","Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú","-48.8272018432617","-26.8997001647949",NA,NA,"600","600","arbusto 2m, flores em botão; interior de mata atlântica",NA,NA,NA,NA,NA,"Angiospermae","Ericales","18275","auto",NA,NA,NA,NA,NA,NA,NA
"200","2021-03-16 17:51:50-03","UCS","HUCS","12317","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Hatschbach, G.","1995",NA,NA,"Ribas, O.S.","910","1995","10","23","Brasil","Paraná","Morretes","Serra Marumbi, picada ao Olimpo","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"arvoreta, flores creme, estames amarelos; mata pluvial",NA,NA,NA,NA,NA,"Angiospermae","Ericales","30514","auto",NA,NA,NA,NA,NA,NA,NA
"201","2019-03-16 16:14:20-03","UNEMAT","HERBAM","10612","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Rodrigues, L","2014","12",NA,"Rodrigues, L.; Silva, P. .L. & Jesus, D S S","042408","2014","06","01","Brasil","Mato Grosso","Alta Floresta","Casa de Sementes - Jacamim, Terra Firme, Floresta, Planície.","-56.357306","-10.344806","-56.357306","-10.344806","332","332",NA,"HERBAM010612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-03-16 16:14:20-03","UNEMAT","HERBAM","10668","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Rodrigues, L","2014","12",NA,"Rodrigues, L.; Felito, R. .A.; Fagundes, I. .S. & Lima, J. .D.","027424","2014","06","11","Brasil","Mato Grosso","Alta Floresta","Casa De Sementes - Santa Lúcia, Área Aluvial, Capoeira e Barranco.","-56.207861","-10.172667","-56.207861","-10.172667","300","300",NA,"HERBAM010668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-02-23 12:39:56-03","UNEMAT","HERBAM","14652","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"Spletozer, A. .G.; Rodrigues, L.; Santos, L. .G. & Santos, C. .R.","72","2014","03","08","Brasil","Mato Grosso","Alta Floresta","Fragmento III, Terra firma.","55.997139","9.895889","55.997139","9.895889","305","305",NA,"HERBAM014652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2019-02-21 19:38:01-03","UNEMAT","HERBAM","0419","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"P.F.C.; Milliken, W.; Biggs, N.; Henicka, G.S.; Silveira, E.A.; Philippsen, M. & Piva, J","177","2008","02","10","Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Terreno alagado com buritizal.","-55.515833","-9.506667","-55.515833","-9.506667","264","264",NA,"HERBAM000419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2019-02-21 19:38:01-03","UNEMAT","HERBAM","2442","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Zappi, DC","2009",NA,NA,"Zappi, D.C.; Milliken, W.; Sasaki, D.; Frisby, S. & Piva, J.H.","1381","2008","08","23","Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Mata de galeria.","-55.174722","-9.650278","-55.174722","-9.650278","301","301",NA,"HERBAM002442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2019-02-21 19:38:01-03","UNEMAT","HERBAM","1773","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Zappi, DC","2008",NA,NA,"Sasaki, D.; Biggs, N.; Silveira, E.A.; Phillippsen, M. & Bessa, M.A.","2097","2008","02","01","Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Mata alta em solo arenoso. Dossel ca. 20-25 m alt. média, relativamente aberto. Emergentes até m alt. Ocorrencia de: Leguminosae (Dialium, Inga, Swartzia), Sapotaceae (Micropholis), Annonaceae, Myristicaceae (Virola). Subosqu","-55.3975","-9.656111","-55.3975","-9.656111","295","295",NA,"HERBAM001773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2019-03-16 16:14:20-03","UNEMAT","HERBAM","10708","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","P. Assunção","2014",NA,NA,"Rodrigues, L.; Petry, J. .L.; Silva, M. .C. & Pereira, E. .M.","040379","2014","05","27","Brasil","Mato Grosso","Apiacás","Casa de Sementes - Apiacás, Área seca, Capoeira, Encosta.","-57.381889","-9.630278","-57.381889","-9.630278","237","237",NA,"HERBAM010708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2014-10-14 15:56:31-03","BS","M","M-0164859","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,"In silvis Japurensibus",NA,NA,NA,NA,NA,NA,NA,"M0164859",NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA
"209","2014-10-14 15:56:31-03","BS","M","M-0164860","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,"sylvae Japurensibus",NA,NA,NA,NA,NA,NA,NA,"M0164860",NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA
"210","2014-10-14 15:56:31-03","BS","M","M-0164861","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"Spruce, R.",NA,"1849","07","31","Brasil",NA,NA,"Caripi, juxta Para.",NA,NA,NA,NA,NA,NA,NA,"M0164861",NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,NA,"Magnoliopsida",NA,"NOTATYPE","21:00",NA,NA,NA
"211","2014-10-14 15:56:31-03","BS","M","M-0164888","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia prov. Rio Negro, in sylvis Japurensibus",NA,NA,NA,NA,NA,NA,NA,"M0164888",NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA
"212","2019-08-16 08:40:46-03","UTFPR","HCF","5380","S","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","J. Ziffer Berger",NA,NA,NA,"J. Ziffer Berger","681","2006","09","14","Brasil","SC","São Bento do Sul","Cepa Rugendas","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"arvoreta na mata pluvial. Alt.: 680 m.",NA,NA,NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA,NA
"213","2020-12-21 16:36:07-03","MBM","MBM","302917","PreservedSpecimen","Plantae","Myrsinaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Nee, M.",NA,NA,NA,"Nee, M.","51681","2000","11","27","Bolivia",NA,NA,"Santa Cruz",NA,NA,NA,NA,NA,NA,NA,"MBM302917","MBM302917","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
