"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"348","2020-12-21 16:28:40-03","MBM","MBM","167382","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.","60957","Southern America","Bolivia",NA,"Porto Soares, rodovia para Corumbá",NA,NA,NA,"MBM167382",NA,NA,"Jacquin","Smith, S.F.","1994","06","13",NA,NA,NA,"MBM167382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2020-12-21 16:28:40-03","MBM","MBM","177472","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"Dorantes, J.; et al.; et al.","1357","Northern America","Mexico",NA,NA,NA,NA,NA,"MBM177472",NA,NA,"Jacquin","A. Salinas T.","1972","07","15",NA,NA,NA,"MBM177472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2020-12-21 16:28:40-03","MBM","MBM","204058","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","65512","Southern America","Brazil","Mato Grosso","Córrego Dona maria",NA,NA,"Arbusto, 3m, flor verde-pálido, odorífero. Margem do rio","MBM204058",NA,NA,"Jacquin","Smith, S.F.","1996","11","10","Vila Bela da SS. Trindade",NA,NA,"MBM204058",NA,NA,NA,NA,NA,NA,NA,"1997","11",NA,NA,NA,NA,NA,NA
"351","2020-12-21 16:28:40-03","MBM","MBM","205395","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"Rimachi, M. .Y.","10737","Southern America","Peru",NA,NA,NA,NA,NA,"MBM205395",NA,NA,"Jacquin",NA,"1993","09","09",NA,NA,NA,"MBM205395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2020-12-21 16:28:40-03","MBM","MBM","237238","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"Perry, A.","855","Southern America","Bolivia",NA,NA,NA,NA,NA,"MBM237238",NA,NA,"Jacquin","Liesner, R.","1992","03","27",NA,NA,NA,"MBM237238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2020-12-21 16:28:40-03","MBM","MBM","237239","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"Jardim, A.; et al.; et al.","1125","Southern America","Peru",NA,NA,NA,NA,NA,"MBM237239",NA,NA,"Jacquin","Jardim, A.","1994","11","10",NA,NA,NA,"MBM237239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2020-12-21 16:28:40-03","MBM","MBM","237241","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"Jardim, A.; et al.; et al.","1179","Southern America","Bolivia",NA,NA,NA,NA,NA,"MBM237241",NA,NA,"Jacquin","Liesner, R.; Jardim, A.","1994","11","14",NA,NA,NA,"MBM237241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2020-12-21 16:28:40-03","MBM","MBM","246758","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"Bacab, G.","45","Northern America","Mexico",NA,"Campeche",NA,NA,NA,"MBM246758",NA,NA,"Jacquin","Ramos A., C.H.","1997","08",NA,NA,NA,NA,"MBM246758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2020-12-21 16:28:40-03","MBM","MBM","300048","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"Hunziker, A.T.","5879","Southern America","Argentina",NA,"Chaco",NA,NA,NA,"MBM300048",NA,NA,"Jacquin","Chiarini, F.","1944","11",NA,NA,NA,NA,"MBM300048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2020-12-21 16:28:40-03","MBM","MBM","95551","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"Solomon, J.C.","7755","Southern America","Bolivia",NA,NA,NA,NA,NA,"MBM095551",NA,NA,"Jacquin","Liesner, R.","1982","05","24",NA,NA,NA,"MBM095551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2020-12-21 16:28:40-03","MBM","MBM","346381","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"Beck, G. .S.t.","25403A","Southern America","Bolivia","Santa Cruz","Prov. Ñuflo de Chávez, 60 km al Sur de Concepción, 2 km. antes de llegar a Santa Rosario, ladera media 8° SE",NA,NA,"Arbol, 7,00m, flores en fascículos, blancas con pocas espinas caulinares. Matorrales y Bosaues Secos de Valles Interandinos, bosque caducifolia con bastante liana, con varias Bromelias en el estrato herbaceo.","MBM346381",NA,NA,"Jacquin","Beck, G. .S.t.","2000","04","04",NA,NA,NA,"MBM346381",NA,NA,"440","440",NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA
"359","2020-12-21 16:28:40-03","MBM","MBM","346382","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"Moraes, M.; et al.; et al.","1773","Southern America","Bolivia","Beni","Prov. Iténez, al W de Trindad, rio Mamoré",NA,NA,"Bosque de ribera. Arbusto, 2m, flores blancas, con espinas.","MBM346382",NA,NA,"Jacquin","Liesner, R.","1993","11","11",NA,NA,NA,"MBM346382",NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA
"360","2020-12-21 16:28:40-03","MBM","MBM","81640","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"Fryxell, P.A.; et al.; et al.","3535","Northern America","Mexico",NA,NA,NA,NA,NA,"MBM081640",NA,NA,"Jacquin","Johnston, D.M.","1981","05","21",NA,NA,NA,"MBM081640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-12-21 16:28:40-03","MBM","MBM","84480","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"Marcano-Berti, L.","s.n.","Southern America","Venezuela",NA,NA,NA,NA,NA,"MBM084480",NA,NA,"Jacquin","Sleumer, H.","1977","03","30",NA,NA,NA,"MBM084480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2020-12-21 16:28:40-03","MBM","MBM","79162","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"João Lima; et al.; et al.","291","Southern America","Brazil","Amazonas","Rio Auati Paraná",NA,NA,NA,"MBM079162",NA,NA,"Jacquin","Sleumer, H.","1970","04","15","Barreirinha","-57.0699996948242","-2.79332995414734","MBM079162","99290","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2020-12-21 16:28:40-03","MBM","MBM","124163","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","51541","Southern America","Brazil","Mato Grosso do Sul","Descida para Campestre",NA,NA,NA,"MBM124163",NA,NA,"Jacquin","Smith, S.F.","1987","10","22","Antônio João","-55.9474983215332","-22.1910991668701","MBM124163","38814","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2020-12-21 16:28:40-03","MBM","MBM","264925","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"G.A. Damasceno Jr.; et al.; et al.","1068","Southern America","Brazil","Mato Grosso do Sul","Fazenda Rabicho",NA,NA,NA,"MBM264925",NA,NA,"Jacquin",NA,"1994","05","02","Corumbá","-57.6533012390137","-19.0091991424561","MBM264925","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2020-12-21 16:28:40-03","MBM","MBM","68248","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"Hatschbach, G.","29594","Southern America","Brazil","Mato Grosso do Sul","Rod. BR-262, próximo ao Rio Miranda",NA,NA,"Arbusto armado, flor creme. Solo seco do pantanal. Formação densa de Tabebuia.","MBM068248",NA,NA,"Jacquin","Cuatrecasas, J.","1972","04","17","Miranda","-56.3782997131348","-20.2406005859375","MBM068248","92112","auto",NA,NA,NA,NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA
"366","2020-12-21 16:28:40-03","MBM","MBM","291865","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","aculeata","Casearia aculeata",NA,"Tomasetto, F.; et al.; et al.","196","Southern America","Brazil","São Paulo","Estação Ecológica",NA,NA,NA,"MBM291865",NA,NA,"Jacquin","Torres, R.B.","2001","11","20","Paulo de Faria","-49.3800010681152","-20.0300006866455","MBM291865","29574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2020-12-21 16:28:45-03","MBM","MBM","35230","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","prunifolia","Casearia prunifolia",NA,"Croat, T.B.","20695","Southern America","Peru",NA,NA,NA,NA,NA,"MBM035230",NA,NA,"Kunth ex Char.","Liesner, R.","1972","10","24",NA,NA,NA,"MBM035230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2020-12-21 16:28:45-03","MBM","MBM","124090","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","prunifolia","Casearia prunifolia",NA,"Neill, D.; et al.; et al.","7184","Southern America","Ecuador",NA,NA,NA,NA,NA,"MBM124090",NA,NA,"Kunth ex Char.","Liesner, R.","1986","08","03",NA,NA,NA,"MBM124090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2015-09-05 06:43:54-03","MNHN","RECOLNAT_MNHN_P","P04761021","PreservedSpecimen",NA,"Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"Triana, J.",NA,NA,"Nouvelle Grenade",NA,"Guataqui, Ophia, bords du Magdalena","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04761021' target='other'> <mi>dwc_moreinfo</mi></a>","P04761021",NA,NA,"Jacq.","Sleumer","1851",NA,NA,NA,NA,NA,"P04761021_01",NA,NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2015-09-05 06:43:54-03","MNHN","RECOLNAT_MNHN_P","P04761008","PreservedSpecimen",NA,"Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"Bertero",NA,NA,"Brasil",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04761008' target='other'> <mi>dwc_moreinfo</mi></a>","P04761008",NA,NA,"Jacq.",NA,NA,NA,NA,NA,NA,NA,"P04761008_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2015-09-05 06:43:54-03","MNHN","RECOLNAT_MNHN_P","P04761010","PreservedSpecimen",NA,"Salicaceae","Casearia","aculeata","Casearia aculeata",NA,NA,NA,NA,"Brasil",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04761010' target='other'> <mi>dwc_moreinfo</mi></a>","P04761010",NA,NA,"Jacq.",NA,NA,NA,NA,NA,NA,NA,"P04761010_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2018-06-19 18:32:11-03","MNHN","RECOLNAT_MNHN_P","P00789811","PreservedSpecimen",NA,"Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"Kappler, A.",NA,NA,"Surinam",NA,"Ad ripas fluviorum pr. stationem Victoriam","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00789811' target='other'> <mi>dwc_moreinfo</mi></a>","P00789811",NA,NA,"Jacq.","Sleumer","1843","12","1",NA,NA,NA,"P00789811_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1374",NA,NA
"373","2015-09-05 06:08:47-03","MNHN","RECOLNAT_MNHN_P","P04760394","PreservedSpecimen",NA,"Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"Hassler, E.",NA,NA,"Paraguay",NA,"Prope Concepcion","hb",NA,"Reçu le 8 janvier 1902 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04760394' target='other'> <mi>dwc_moreinfo</mi></a>","P04760394",NA,NA,"Jacq.","Sleumer","1901",NA,NA,NA,NA,NA,"P04760394_01 P04760394_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7612",NA,NA
"374","2015-09-05 06:43:13-03","MNHN","RECOLNAT_MNHN_P","P04760955","PreservedSpecimen",NA,"Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"Kappler, A.",NA,NA,"Surinam",NA,"Ad ripas fluviorum pr. stationem Victoriam","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04760955' target='other'> <mi>dwc_moreinfo</mi></a>","P04760955",NA,NA,"Jacq.","Sleumer","1843","12","1",NA,NA,NA,"P04760955_01 P04760955_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1374",NA,NA
"375","2015-09-05 06:43:52-03","MNHN","RECOLNAT_MNHN_P","P04760961","PreservedSpecimen",NA,"Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"Triana, J.",NA,NA,"Nouvelle Grenade",NA,"Province de Mariquita. Entre Ophia et Ambalema, bords du Magdalena","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04760961' target='other'> <mi>dwc_moreinfo</mi></a>","P04760961",NA,NA,"Jacq.","Sleumer","1851",NA,NA,NA,NA,NA,"P04760961_01 P04760961_02",NA,NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2015-09-05 06:43:54-03","MNHN","RECOLNAT_MNHN_P","P04761003","PreservedSpecimen",NA,"Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"Prance, G.T.|Ramos, J.F.|Steward, J.R.|Farias, L.G.",NA,NA,"Brasil","Amazonas","Margin of Rio Tototobí, near Tototobí","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04761003' target='other'> <mi>dwc_moreinfo</mi></a>","P04761003",NA,NA,"Jacq.",NA,"1969","9","28",NA,NA,NA,"P04761003_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10323",NA,NA
"377","2015-09-05 06:43:54-03","MNHN","RECOLNAT_MNHN_P","P04761023","PreservedSpecimen",NA,"Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"Goudot",NA,NA,"Colômbia",NA,"[Aype à Natagayma] Rio Pata","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04761023' target='other'> <mi>dwc_moreinfo</mi></a>","P04761023",NA,NA,"Jacq.",NA,"1833","5","1",NA,NA,NA,"P04761023_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2015-09-05 06:41:18-03","MNHN","RECOLNAT_MNHN_P","P04761476","PreservedSpecimen",NA,"Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"Guedes, T.",NA,NA,"Brasil","Amazonas","Paraná do Careiro, lago Capitarí.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04761476' target='other'> <mi>dwc_moreinfo</mi></a>","P04761476",NA,NA,"Jacq.",NA,"1948","6","7",NA,NA,NA,"P04761476_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67",NA,NA
"379","2015-09-04 19:20:53-03","MNHN","RECOLNAT_MNHN_P","P06719691","PreservedSpecimen",NA,"Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"Eggers, H.F.A. von",NA,NA,"Equateur",NA,"Manabi","hb",NA,"reçu le 9 novembre 1897 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06719691' target='other'> <mi>dwc_moreinfo</mi></a>","P06719691",NA,NA,"Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15569",NA,NA
"380","2016-03-09 17:11:55-03","MNHN","RECOLNAT_MNHN_P","P00848590","PreservedSpecimen",NA,"Salicaceae","Casearia","hirsuta","Casearia hirsuta",NA,"Richard, H.|Mambe, A.",NA,NA,"Guyane Française",NA,"Mont Alikéné, Bassin de la Camopi","hb",NA,"Prélèvement de feuille pour Mestier A. de, Berlin, 02/2019, demande n° 133315 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00848590' target='other'> <mi>dwc_moreinfo</mi></a>","P00848590",NA,NA,"Sw.",NA,"2012","9","26",NA,"-52.38333","3.21667","P00848590_01",NA,NA,"220",NA,NA,NA,NA,NA,NA,NA,NA,NA,"625",NA,NA
"381","2018-04-19 10:31:13-03","MNHN","RECOLNAT_MNHN_P","P04761223","PreservedSpecimen",NA,"Salicaceae","Casearia","microphylla","Casearia microphylla",NA,"Harley, R.M.|Pinheiro, R.|Renvoize, S.A.|Erskine, C.M.|Brighton, C.A.",NA,NA,"Brasil","Bahia","Lower slopes of the Pico das Almas, ca. 25 km WNW of the town of Rio de Contas","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04761223' target='other'> <mi>dwc_moreinfo</mi></a>","P04761223",NA,NA,"Eichler",NA,"1974","1","24",NA,"-41.91667","-13.53333","P04761223_01",NA,NA,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15480",NA,NA
"382","2015-09-05 06:46:07-03","MNHN","RECOLNAT_MNHN_P","P04761221","PreservedSpecimen",NA,"Salicaceae","Casearia","microphylla","Casearia microphylla",NA,"Harley, R.M.|Pinheiro, R.|Renvoize, S.A.|Erskine, C.M.|Brighton, C.A.",NA,NA,"Brasil","Bahia","16km North Westof Lagoinha (5,5km SW of Delfino) on side road to Minas do Mimoso","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04761221' target='other'> <mi>dwc_moreinfo</mi></a>","P04761221",NA,NA,"Eichler",NA,"1974","3","4",NA,"-41.33333","-10.36667","P04761221_01",NA,NA,"950","1000",NA,NA,NA,NA,NA,NA,NA,NA,"16691",NA,NA
"383","2015-09-05 06:46:07-03","MNHN","RECOLNAT_MNHN_P","P04761222","PreservedSpecimen",NA,"Salicaceae","Casearia","microphylla","Casearia microphylla",NA,"Harley, R.M.|Pinheiro, R.|Renvoize, S.A.|Erskine, C.M.|Brighton, C.A.",NA,NA,"Brasil","Bahia","16 Km NW of Lagoinha (which is 5.5Km SW of Delfino) on side road to Minas do Minoso","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04761222' target='other'> <mi>dwc_moreinfo</mi></a>","P04761222",NA,NA,"Eichler",NA,"1974","3","8",NA,"-41.33333","-10.36667","P04761222_01",NA,NA,"950","1000",NA,NA,NA,NA,NA,NA,NA,NA,"16995",NA,NA
"384","2015-09-05 06:46:07-03","MNHN","RECOLNAT_MNHN_P","P04761219","PreservedSpecimen",NA,"Salicaceae","Casearia","microphylla","Casearia microphylla",NA,"Glaziou",NA,NA,"Brasil","Minas Gerais","Quartel de Biribiry","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04761219' target='other'> <mi>dwc_moreinfo</mi></a>","P04761219",NA,NA,"Eichler",NA,"1892","3","22","Diamantina","-43.6002998352051","-18.2493991851807","P04761219_01","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18853",NA,NA
"385","2015-09-05 06:46:07-03","MNHN","RECOLNAT_MNHN_P","P04761218","PreservedSpecimen",NA,"Salicaceae","Casearia","microphylla","Casearia microphylla",NA,"Glaziou, A.",NA,NA,"Brasil","Minas Gerais","Quartel de Biribiry","hb",NA,"Herbier de A. Glaziou donné par Mme SIMART, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04761218' target='other'> <mi>dwc_moreinfo</mi></a>","P04761218",NA,NA,"Eichler",NA,"1892","3","22","Diamantina","-43.6002998352051","-18.2493991851807","P04761218_01","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18873",NA,NA
"386","2012-05-11 16:17:55-03","MNHN","RECOLNAT_MNHN_P","P00679650","PreservedSpecimen",NA,"Salicaceae","Casearia","prunifolia","Casearia prunifolia","holotype","Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,"[venezuela]",NA,"Jaen [Nov. gen. sp. : Crescit in sylvis Provinciae Bracamorensis, prope urbem Jaen]","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00679650' target='other'> <mi>dwc_moreinfo</mi></a>","P00679650",NA,NA,"Kunth","Kunth",NA,NA,NA,NA,NA,NA,"P00679650_01",NA,NA,"240",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3625",NA,NA
"387","2012-12-10 18:30:31-02","MNHN","RECOLNAT_MNHN_P","P00789595","PreservedSpecimen",NA,"Salicaceae","Casearia","prunifolia","Casearia prunifolia",NA,"Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,"[venezuela]",NA,"Jaen [Nov. gen. sp. : Crescit in sylvis Provinciae Bracamorensis, prope urbem Jaen]","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00789595' target='other'> <mi>dwc_moreinfo</mi></a>","P00789595",NA,NA,"Kunth","Sleumer",NA,NA,NA,NA,NA,NA,"P00789595_01",NA,NA,"240",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3625",NA,NA
"388","2018-01-18 09:34:54-02","MNHN","RECOLNAT_MNHN_P","P00789596","PreservedSpecimen",NA,"Salicaceae","Casearia","prunifolia","Casearia prunifolia",NA,"Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,"[venezuela]",NA,"Jaen [Nov. gen. sp. : Crescit in sylvis Provinciae Bracamorensis, prope urbem Jaen]","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00789596' target='other'> <mi>dwc_moreinfo</mi></a>","P00789596",NA,NA,"Kunth","Sleumer",NA,NA,NA,NA,NA,NA,"P00789596_01",NA,NA,"240",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3625",NA,NA
"389","1996-03-01 13:04:07-03","MNHN","RECOLNAT_MNHN_P","P00789597","PreservedSpecimen",NA,"Salicaceae","Casearia","prunifolia","Casearia prunifolia",NA,"Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,"[venezuela]",NA,"Jaen [Nov. gen. sp. : Crescit in sylvis Provinciae Bracamorensis, prope urbem Jaen]","hb",NA,"en 1833 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00789597' target='other'> <mi>dwc_moreinfo</mi></a>","P00789597",NA,NA,"Kunth","Sleumer",NA,NA,NA,NA,NA,NA,"P00789597_01",NA,NA,"240",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3625",NA,NA
"390","2017-07-31 14:37:22-03","MNHN","RECOLNAT_MNHN_P","P00789598","PreservedSpecimen",NA,"Salicaceae","Casearia","prunifolia","Casearia prunifolia",NA,"Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,"[venezuela]",NA,"Jaen [Nov. gen. sp. : Crescit in sylvis Provinciae Bracamorensis, prope urbem Jaen]","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00789598' target='other'> <mi>dwc_moreinfo</mi></a>","P00789598",NA,NA,"Kunth","Sleumer",NA,NA,NA,NA,NA,NA,"P00789598_01",NA,NA,"240",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3625",NA,NA
"391","2012-08-09 11:11:37-03","MNHN","RECOLNAT_MNHN_P","P00406573","PreservedSpecimen",NA,"Salicaceae","Samyda","pubescens","Samyda pubescens",NA,"Blanchet",NA,NA,"Brésil",NA,"s.loc.","xy",NA,"Cat. des bois : B 1818 / Catalogue, mention en marge : 1999 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00406573' target='other'> <mi>dwc_moreinfo</mi></a>","P00406573",NA,NA,"Desv. ex Ham.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J 101 (1004)",NA,NA
"392","2020-10-01 14:23:05-03","JBB","HEPH","22926","S","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"Salles, AEH","2847","Southern America","Brasil","Tocantins","Estrada para Fazenda São Martins",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Jacq.","Marquete, R","2003","11","26","Sitio Novo do Tocantins","-47.6413993835449","-5.59999990463257",NA,"21753","auto",NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA
"393","2021-02-11 17:21:39-03","UFPR","UPCB","92787","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"Forzza, R.C. | Goldenberg, R | Labiak, P. H. |Amorim, A. M. | Freitas, F. | Obermüller, F | Barbosa-Silva, R.G.","8110",NA,"Brasil","Roraima","Boca do Rio Branco com o Rio Negro.",NA,NA,"Habitat: Floresta de Igapó. Árvore com base suspensa. Flores creme. Frutos verdes a vináceos.","UPCB0035511",NA,NA,"Jacq.","Marquete, R.","2014","04","25","Rorainópolis","-61.879444","-1.385556","UPCB0035511",NA,NA,"40","40",NA,"-61.879444","-1.385556","2015","08",NA,NA,NA,NA,NA,NA
"394","2021-02-11 17:21:39-03","UFPR","UPCB","7086","PreservedSpecimen","Plantae","Salicaceae","Casearia","hirsuta","Casearia hirsuta",NA,"Hatschbach, G.","15772",NA,"Brasil","Paraná","Estrada para Pto. Camargo",NA,NA,"Arvoreta, fruto avermelhado. Mata pluvial..",NA,NA,NA,"Sw.","Sleumer, H.O.","1967","01","20","Icaraima","-53.613899230957","-23.3955993652344",NA,"21289","auto","200","200",NA,NA,NA,"1968","04",NA,NA,NA,NA,NA,NA
"395","2020-05-25 15:13:54-03","FSU","FSU","000077323","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"Manuel Rimachi Y.","2199",NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,"Jacq.",NA,NA,NA,NA,NA,"-74.38031691","-9.171950831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
