"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"42","2021-04-07 11:45:19-03","UFMS","CGMS","24655","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","H.C. Vinci-Carlos; G.A. Damasceno-Junior; V.J. Pott; S.N. Moreira","300","2008","06","30",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3975","-20.5863889","550","550",NA,"Fruto verde. Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda), leito de pequeno veio d#?#água. Solo arenoso. Relevo plano-ondulado. Pouco comum. Habito: Erva aquática emergente fixa. 0,13 m de altura.","CGMS1054099","H.C. Vinci-Carlos; V.J. Pott",NA,"2016","10","-54,3975","-20,5863889",NA,NA,"28",NA,NA,NA,NA
"43","2021-04-07 11:45:19-03","UFMS","CGMS","24631","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","H.C. Vinci-Carlos; V.A. Assunção; W.M. Ramos","276","2008","05","30",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3980555","-20.5844444","556","556",NA,"Flor amarela. Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda), leito de pequeno veio d#?#água. Solo arenoso. Relevo plano-ondulado. Pouco comum. Habito: Erva aquática emergente fixa. 0,08 m de altura.","CGMS1054073","H.C. Vinci-Carlos; V.J. Pott",NA,"2016","10","-54,3980555","-20,5844444",NA,NA,"28",NA,NA,NA,NA
"44","2021-04-07 11:45:19-03","UFMS","CGMS","13482","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","6812","2004","03","29",NA,"Brasil","Mato Grosso do Sul","Chapadão do Sul","Fazenda Pouso Frio, córrego Pouso Frio e entorno; cerca de 2 km da nascente.","-52.8525","-18.6658333","815","815",NA,"Flor amarela. Fruto ocre. Escapo sem pêlos. Folhas emersas 0,9-1,4 mm de comprimento. Pontos glandulares nas folhas emersas, submersas, 'estômago' e base do escapo da inflorescência. Em álcool 70% nº 14. Habitat: Borda de vereda: Cam","CGMS1042910","V.J. Pott",NA,"2004","04","-52,8525","-18,6658333",NA,NA,"15",NA,NA,NA,NA
"45","2021-04-07 11:45:19-03","UFMS","CGMS","24668","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","H.C. Vinci-Carlos","314","2008","08","31",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3966666","-20.5847222","554","554",NA,"Flor amarela. Fruto verde imaturo. Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda), leito de pequeno veio d#?#água. Solo arenoso. Relevo plano-ondulado. Pouco comum. Habito: Erva aquática emergente fixa. 0,13 m de a","CGMS1054113","H.C. Vinci-Carlos; V.J. Pott",NA,"2016","10","-54,3966666","-20,5847222",NA,NA,"28",NA,NA,NA,NA
"46","2021-03-01 16:32:54-03","UNICAMP","UEC","130548","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Yamamoto, K; Kinoshita, LS; Silva, RR; Silva, LF; Scarpa, F; Farias, R; Simões, AO","s.n.","2002","09","27",NA,"Brazil","Minas Gerais","Santana Do Riacho","Caminho para a Cachoeira dos Gaviões e da Farofa, campo rupestre, no riacho.","-43.583333","-19.333333",NA,NA,NA,"erva aquática, sobre pedras, corola amarela.; Erva aquátiva, sobre pedras;",NA,"Gonella, PM",NA,"2009","07","-43.583333","-19.333333",NA,NA,"31",NA,NA,NA,NA
"47","2020-04-22 16:21:12-03","UFPB","JPB","18042","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Felix, LP; Sousa, MA","3987","1991","06","13","Southern America","Brasil","Paraíba","Mamanguape",NA,"-35.125833","-6.838889","35","35",NA,"Fontainha.; HABITAT: Terrenos úmidos.",NA,"Silva, CV",NA,"2017","07","-35.125833","-6.838889",NA,NA,"26",NA,NA,NA,NA
"48","2020-04-22 16:21:12-03","UFPB","JPB","45228","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Melo, AV de; Chagas, ECO; Gomes-Costa, GA; Viana, JL; Alves, M; Barbosa, MR; Santos, SO","499","2010","09","26","Southern America","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Capim Azul","-35.118056","-6.706111",NA,NA,NA,"; DESC: Erva com flores amarelas. Espora maior que a parte inferior da corola. Coletada em área alagada, próxima a área de mata.",NA,"Silva, CV",NA,"2012","10","-35.118056","-6.706111",NA,NA,"26",NA,NA,NA,NA
"49","2020-05-27 09:25:07-03","UFPB","JPB","51307","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Silva, CV","3","2012","07","28","Southern America","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Capim Azul","-36.213444","-6.717333","163","163",NA,"; HABITAT: Área de tabuleiro. Alagado formando curso d'água.; DESC: Erva de flor amarelo/creme. Planta carnívora.","JPB0051307","Silva, CV",NA,"2012","07","-36.213444","-6.717333",NA,NA,"28",NA,NA,NA,NA
"50","2020-12-21 16:31:29-03","MBM","MBM","388288","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Felitto, G.; Saridakis, D.P.; Lozano, E.D.; Saridakis, D.P.; Lozano, E.D.","471","2012","12","19","Southern America","Brazil","Paraná","Ponta Grossa","Cachoeira São Jorge","-50.0575","-25.034167","940","940",NA,"Carnívora, flores alvas.; Terreno hidrófilo.","MBM388288","Saridakis, D.P.","MBM388288","2014","02","-50.0575","-25.034167",NA,NA,"25",NA,NA,NA,NA
"51","2020-12-21 16:31:29-03","MBM","MBM","423974","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Alves, A.","79","2015","12","27","Southern America","Brazil","Paraná","Balsa Nova","Aproximadamente 340m ao sul da BR-277, km 144 sentido Palmeira","-49.763806","-25.467972","996","996",NA,"Ervas com folhas verdes, hastes florais de cor roxo escuro, flores amarelas. Crescendo entre gramíneas em solo orgânico arenoso úmido beirado riacho.","MBM423974",NA,NA,NA,NA,"-49.763806","-25.467972",NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:31:29-03","MBM","MBM","25629","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Hatschbach, G.","8649",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Estrada para Sertão Alto","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM025629","Taylor, P.","MBM025629",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA
"53","2020-12-21 16:31:29-03","MBM","MBM","25621","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Hatschbach, G.","14775",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Fazenda Cambiju","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM025621","Taylor, P.","MBM025621",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA
"54","2015-09-04 08:08:20-03","MNHN","RECOLNAT_MNHN_P","P03575338","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Weddell, H.A.",NA,"1844","1","1",NA,"Brasil","Minas Gerais",NA,"Barb.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03575338' target='other'> <mi>dwc_moreinfo</mi></a>","P03575338",NA,"P03575338_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"907",NA
"55","2015-09-04 08:08:20-03","MNHN","RECOLNAT_MNHN_P","P03575339","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Maguire, B.|Fanshawe, D.B.",NA,"1944","5","4",NA,"Guiana",NA,NA,"Kaieteur Plateau. .",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03575339' target='other'> <mi>dwc_moreinfo</mi></a>","P03575339",NA,"P03575339_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23201",NA
"56","2015-09-04 08:08:20-03","MNHN","RECOLNAT_MNHN_P","P03575340","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Balansa, B.",NA,"1874","11","1",NA,"Paraguai",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03575340' target='other'> <mi>dwc_moreinfo</mi></a>","P03575340",NA,"P03575340_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2075",NA
"57","2020-12-11 11:37:09-03","UFMG","BHCB","184791","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Moreira, SN; Pott, A; Pott, VJ; Souza, EB; Ferreira, FA","1571","2012","03","07","Southern America","Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Stella 4","-53.193417","-18.980694","508","508",NA,"Erva amfíbia até 15 cm de altura. Flor amarela; Solo orgânico. Relevo plano deprimido. Campo úmido sem M. flexuosa em domínio de Cerrado","BHCB039945",NA,NA,"2012",NA,"-53.193417","-18.980694",NA,NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:37:09-03","UFMG","BHCB","26054","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA
"59","2011-07-25 09:28:00-03","MO","MOBOT","1291860","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Thomas Hawkins","Hawkins 1948","1998","7","8","South America","Suriname","Sipaliwini",NA,"Talus slope along cliff-crevasse descent through talus slope on trail to the Tafelberg Airstrip from Lisa Kreek camp. Dense mixed hardwood forest 20-30 m tall with an open understory of palms and shrubs.","-56.2141667","3.8913889","400.00000000","570.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113","1"
"60","2008-05-27 22:02:00-03","MO","MOBOT","1914708","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Ronald L. Liesner","Liesner 6926","1979","4","24","South America","Venezuela","Amazonas",NA,"Bana (white sand area with shrubs and small trees) 10 km NE of San Carlos de Río Negro.","-67","1.95","120.00000000",NA,NA,NA,NA,"P.G.Taylor(FVG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"218",NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","1918885","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Ronald L. Liesner","Liesner 4070","1977","11","30","South America","Venezuela","Amazonas",NA,"Bana (scrubby forest) on white sand podzolic soil. 9 km NE of San Carlos de Río Negro.","-67","1.95","120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"389",NA
"62","2009-07-09 17:05:00-03","MO","MOBOT","2452144","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Gert G. Hatschbach","Hatschbach 8649",NA,NA,NA,"South America","Brazil","Paraná",NA,"Jaguariaiva. Estr. para Sertão Alto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2009-11-09 21:47:00-02","MO","MOBOT","3060142","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Julian A. Steyermark|G.C.K. Dunsterville|E. Dunsterville","Steyermark 113169","1977","1","20","South America","Venezuela","Bolívar",NA,NA,"-63.68555","5.73444","750.00000000",NA,NA,NA,NA,"taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2008-05-27 22:02:00-03","MO","MOBOT","3060427","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Ghillean T. Prance","Prance 18975","1973","10","15","South America","Brazil",NA,NA,NA,NA,NA,"720.00000000",NA,NA,NA,NA,"PTaylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2009-11-14 06:08:00-02","MO","MOBOT","3062596","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Bassett Maguire|Julian A. Steyermark|Charles Brewer-Carías|Celia K. Maguire|Victor Carreño E.","Maguire 65611","1981","1","15","South America","Venezuela","Amazonas",NA,"Dept Atabapo; cerro marahuaca, cumbre, seccion suroriental, vecindidades del zanjon.","-65.35","3.61666","2685.00000000",NA,NA,NA,NA,"NEBR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2009-12-01 04:44:00-02","MO","MOBOT","3062746","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Otto Huber|Julian A. Steyermark","Huber 7137","1983","2","7","South America","Venezuela","Bolívar",NA,"Piar: Macizo del Chimanta. Seccion oriental del Chimanta-tepui, cabeceras del afluente derecho superior del rio Tirica (Cano del Grillo)","-62.05","5.3","2450.00000000",NA,NA,NA,NA,"PTaylor, 8/83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2011-06-10 12:40:00-03","MO","MOBOT","3063605","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Julian A. Steyermark|Otto Huber|Victor Carreño E.","Steyermark 128877","1983","2","7","South America","Venezuela","Bolívar",NA,"Piar: Macizo del Chimanta. Seccion oriental del Chimanta-tepui, cabeceras del afluente derecho superior del rio Tirica (Cano del Grillo)","-62.05","5.3","2450.00000000",NA,NA,NA,NA,"Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2011-06-10 12:40:00-03","MO","MOBOT","3064202","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Julian A. Steyermark|Otto Huber|Victor Carreño E.","Steyermark 128694","1983","2","2","South America","Venezuela","Bolívar",NA,"PIiar",NA,NA,NA,NA,NA,NA,NA,"Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-08-17 11:29:00-03","MO","MOBOT","498059","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Ronald L. Liesner","Liesner 16066","1984","2","16","South America","Venezuela","Amazonas","Río Negro","Camp III. Neblina and Massif. NW Plateau (Arm) 13.5 km ENE of Cerro de La Neblina Base Camp.","-66.0666667","0.9","1750.00000000","1850.00000000",NA,NA,NA,"P.G.Taylor(FVG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-17","3"
"70","2008-05-27 22:02:00-03","MO","MOBOT","498127","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Elsa M. Zardini|U. Velázquez","Zardini 26061","1991","1","12","South America","Paraguay","Caaguazú",NA,"Arroyo Cambay, northern side. Cerrado scrub.","-55.91666","-25.41666",NA,NA,NA,NA,NA,"P. Taylor (K)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"526","1"
"71","2008-05-27 22:02:00-03","MO","MOBOT","498136","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Ronald L. Liesner","Liesner 16001B","1984","3","14","South America","Venezuela","Amazonas",NA,"Río Negro. 0 to 1 km southeast of Cerro de La Neblina Base Camp which is on Río Mawarinuma. Elev. 140 m. 0º50'N, 66º10'W.","-66.16666","0.83333","140.00000000",NA,NA,NA,NA,"Liesner16066?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-57","3"
"72","2008-05-27 22:02:00-03","MO","MOBOT","498327","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Ronald L. Liesner|Germán Carnevali","Liesner 22573","1987","10","28","South America","Venezuela","Amazonas",NA,"RIO NEGRO: Cerro Aracamuni, summit. Proa camp. Medium height, semi-open forest.","-65.81666","1.53333","1400.00000000",NA,NA,NA,NA,"P. Taylor (K)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-50","3"
"73","2012-03-15 16:03:00-03","MO","MOBOT","498366","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Ronald L. Liesner","Liesner 23192","1988","4","12","South America","Venezuela","Bolívar",NA,"Kukenan Tepui, summit, large open rocky areas, boggy areas, small patches of shrubs, and small patches of forest.","-60.8333333","5.2166667","2550.00000000",NA,NA,NA,NA,"P.G.Taylor(FVG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-4","3"
"74","2013-08-20 12:52:00-03","MO","MOBOT","498488","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Elsa M. Zardini|C. Benítez","Zardini 3276","1987","10","1","South America","Paraguay","San Pedro",NA,"Colonia 8 de diciembre. Borde Arroyo Mboi. Transecta 7.",NA,NA,NA,NA,NA,NA,NA,"P. Taylor (K)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-43","3"
"75","2013-08-20 12:52:00-03","MO","MOBOT","498501","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Elsa M. Zardini|C. Benítez","Zardini 3278","1987","10","1","South America","Paraguay","San Pedro",NA,"Colonia 8 de diciembre. Borde Arroyo Mboi. Transecta 7.",NA,NA,NA,NA,NA,NA,NA,"P. Taylor (K)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-43","3"
"76","2008-05-27 22:02:00-03","MO","MOBOT","498695","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Bruce K. Holst|et al.","Holst 2955","1986","5","26","South America","Venezuela","Bolívar",NA,"PIAR: Murisipan-tepui summit. Second of 4 tepuis in Aparamán-tepui range from W to E. E of Auyan-tepui. Eroded sandstone mesa with deep crevices and low shrubby sporadic vegetation. Chimantea, Bonnetia roraimae and Rapateaceae dominant.","-62.05","5.88333","2350.00000000",NA,NA,NA,NA,"P. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-45","3"
"77","2020-08-31 08:59:13-03","INPA","INPA","42836","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Prance, GT","19345","1973","10","23","Southern America","Brasil","Mato Grosso","Cuiabá","Chapada-Cuiabá, Under waterfall at first Igarapé after descending Chapada on road to Cuiabá.","-60.3833","-7.93985","600","600",NA,NA,"INPA0042836","Taylor, PG","INPA0042836 INPA0042836_d INPA0042836_e","1976",NA,"-60.3833","-7.93985",NA,NA,NA,NA,NA,NA,NA
"78","2020-08-31 08:59:13-03","INPA","INPA","187133","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Miranda, IS","327","1995","01","17","Southern America","Brasil","Roraima","Boa Vista","Km 15 da estrada Vila São Silvestre a Alto Alegre, 15 Km da estrada que liga Vila São Silvestre a Alto Alegre","-61.5","2.9",NA,NA,NA,NA,"INPA0187133",NA,"INPA0187133 INPA0187133_e",NA,NA,"-61.5","2.9",NA,NA,NA,NA,NA,NA,NA
"79","2020-08-31 08:59:13-03","INPA","INPA","176733","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Macêdo, M","2407","1989","09","19","Southern America","Brasil","Mato Grosso","Nossa Senhora do Livramento","Nossa Senhora do Livramento, Fazenda Rosalina, Represa Rondonzinho.","-56.3","-15.8",NA,NA,NA,NA,"INPA0176733","Ramos, JF","INPA0176733 INPA0176733_e","1989","10","-56.3","-15.8",NA,NA,NA,NA,NA,NA,NA
"80","2020-08-31 08:59:13-03","INPA","INPA","42466","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Prance, GT","18975","1973","10","15","Southern America","Brasil","Mato Grosso",NA,"Véu de Noiva, Vicinity of Colegio Buriti, Chapada dos Guimarães. Buriti-grass swamps.","-55.80725","-15.415111",NA,NA,NA,NA,"INPA0042466","Taylor, PG","INPA0042466 INPA0042466_d INPA0042466_e","1976",NA,"-55.80725","-15.415111",NA,NA,NA,NA,NA,NA,NA
"81","2019-12-19 11:19:21-03","UFG","UFG","44992","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Resende, I.L.M.","660","2008","11","04",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.7925","-17.0175",NA,NA,NA,NA,"UFG0044992","Resende, I.L.M.","UFG0044992","2010","01","-48.7925","-17.0175",NA,NA,"15",NA,NA,NA,NA
"82","2019-12-19 11:19:21-03","UFG","UFG","44988","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Resende, I.L.M.","610","2008","10","11",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.7925","-17.0175",NA,NA,NA,NA,"UFG0044988","Resende, I.L.M.","UFG0044988","2010","01","-48.7925","-17.0175",NA,NA,"15",NA,NA,NA,NA
"83","2019-12-19 11:19:21-03","UFG","UFG","44990","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Resende, I.L.M.","639","2008","10","11",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.7925","-17.0175",NA,NA,NA,NA,"UFG0044990","Resende, I.L.M.","UFG0044990","2010","01","-48.7925","-17.0175",NA,NA,"15",NA,NA,NA,NA
"84","2019-12-19 11:19:21-03","UFG","UFG","44991","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Resende, I.L.M.","659","2008","11","04",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.7925","-17.0175",NA,NA,NA,NA,"UFG0044991","Resende, I.L.M.","UFG0044991","2010","01","-48.7925","-17.0175",NA,NA,"15",NA,NA,NA,NA
"85","2019-12-19 11:19:21-03","UFG","UFG","44978","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Resende, I.L.M.","461","2008","09","06",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.9533004760742","-16.9727993011475",NA,NA,NA,NA,"UFG0044978","Resende, I.L.M.","UFG0044978","2010","01","-48473.5","-17006.5",NA,NA,"15","39117","auto",NA,NA
"86","2020-09-12 05:00:02-03","US","US","3017271","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","O. Huber, E. Medina & H. L. Clark","5681","1980","9","16","South America - Neotropics","Venezuela","Amazonas","Río Negro","San Carlos-Solano, km 11 de la carretera (área de estudio del I.V.I.C.)","-67.05","1.93","120",NA,NA,NA,"US00796113","Taylor, P.","US00796113_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"87","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","T. Henkel, M. Chin & W. Ryan","1651","1993","2","28","South America - Neotropics","Guyana","Potaro-Siparuni",NA,"Pakaraima Mts, Mt. Kukuinang, E border of Kukuinang savanna, 1-2 km SSE from summit plateau","-59.95","5.06667","950","1050",NA,NA,NA,"Taylor, P.",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"88","2020-09-12 05:00:02-03","US","US","2868725","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","G. T. Prance, E. Lleras & D. F. Coêlho","18975","1973","10","15","South America - Neotropics","Brazil","Mato Grosso",NA,"Brazilian Amazonia, Vicinity of Colegio Buriti, Chapada dos Guimarães.",NA,NA,"720",NA,NA,NA,"US03214857",NA,"US03214857_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"89","2020-09-12 05:00:02-03","US","US","2822530","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","G. Eiten & L. T. Eiten","9146","1968","10","6","South America - Neotropics","Brazil","Mato Grosso",NA,"Serra do Roncador, Município de Barra do Garças: 250 km along new road NNE of village of Xavantina. (Ca. 10 km due SW of Royal Society-Royal Geographic Society Base Camp.). 12.8 km along main road S of turnoff road to Base Camp. 250 m W of main road.",NA,NA,NA,NA,NA,NA,"US03214854",NA,"US03214854_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"90","2020-09-12 05:00:02-03","US","US","2483386","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","I. Mimura","61","1961","8","25","South America - Neotropics","Brazil","São Paulo",NA,"Município de São José dos Campos: parte inferior da encosta leste do vale do Córrego da Ressaca, 6½ km ao SW (ao longo da Rodovia Pres. Dutra) da saída para São José dos Campos, e dentro de 500 m ao SE da rodovia.",NA,NA,"560","590",NA,NA,"US03214856",NA,"US03214856_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"91","2020-09-12 05:00:02-03","US","US","2471078","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","L. Smith, R. M. Klein & G. Hatschbach","14583","1965","1","16","South America","Brazil","Paraná",NA,"Mun. Pirai do Sul: boggy brook, Serra das Furnas.","-49.87","-24.43","1100","1200",NA,NA,"US03214855",NA,"US03214855_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
