"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","relatedCatalogItem","individualCount","typeStatus"
"51","2020-12-20 21:18:56-03","UFV","VIC","47893","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"Pirani, J.R.; et al.","5936","2009","02","10",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do itambpe- Topo do Pico","-43.3067016601562","-18.465799331665",NA,NA,NA,"Taquara pequena de colmos ascendentes a levemente virgados, ao sol, entre rochas.colmos jovens verdes e lisos de catafilos escuros e deciduos ao secar,espiguetas secas","VIC047893","VIC047893",NA,NA,"19014","auto",NA,NA,NA,NA,NA,NA,NA
"52","2020-12-20 21:18:56-03","UFV","VIC","43125","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Schwartsburd, P.B.","Schwartsburd, P.B.; Pereira, J.B.S.","3137","2014","03","12",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,NA,"Terricola do campo formando moitas densas.","VIC043125","VIC043125",NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"53","2020-12-20 21:18:56-03","UFV","VIC","045109","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"Costa, C.J.; et al.","66","2015","08","16",NA,"Brasil","Minas Gerais","Caparaó","Alto do Caparaó, Campo de altitude.","-41.9043998718262","-20.523099899292",NA,NA,NA,"Bambu ereto, de cerca de 3 m de altura, entrenós de cerca de 5 cm de comprimento, florido.","VIC045109","VIC045109",NA,NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-12-20 21:18:56-03","UFV","VIC","50748","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"Pianissola, E. .M.","et. al.","2015","04","09",NA,"Brasil","Minas Gerais","Caparaó","Parque Nacional do Caparaó, Vale Verde","-41","-20","1994","1994",NA,"Floresta transicional para campo de altitude. Planta com 1,5 metros de altura.","VIC050748","VIC050748","-41","-20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-20 21:18:56-03","UFV","VIC","46319","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Pianissola, E. .M.","Pianissola, E. .M.;; Campos, P. .V.","62","2014","08","10",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,NA,"Em vegetação de campo de altitude. Colmos agrupados em touceiras bem definidas e hábito ereto. Colmos com 3,0 m de altura e entrenós medindo 8,5-9,2 cm de comprimento.; Colmos agrupados em touceiras bem definidas e hábito ereto. Colm","VIC046319",NA,NA,NA,"21645","auto","2016",NA,NA,NA,NA,NA,NA
"56","2020-12-20 21:18:56-03","UFV","VIC","46323","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Pianissola, E. .M.","Pianissola, E. .M.;; Campos, P. .V.","66","2014","08","11",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.8683013916016","-20.4333000183105","2664","2664",NA,"Em vegetação de campo de altitude. Colmos agrupados em touceiras bem definidas e hábito ereto. Colmos com 160 cm de altura e entrenós medindo 6,8-7,2 cm de comprimento. Coord: 0206992 S 7736909 W; Colmos agrupados em touceiras bem def","VIC046323",NA,NA,NA,"21645","auto","2016",NA,NA,NA,NA,NA,NA
"57","2020-12-20 21:18:56-03","UFV","VIC","46324","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Pianissola, E. .M.","Pianissola, E. .M.;; Campos, P. .V.","67","2014","08","11",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.8683013916016","-20.4333000183105","2663","2663",NA,"Em vegetação de campo de altitude. Colmos agrupados em touceiras bem definidas e hábito ereto. Colmos com 60 cm de altura. Coord: 0207755 S 7736923 W; Colmos agrupados em touceiras bem definidas e hábito ereto. Colmos com 60 cm de al","VIC046324","VIC046324",NA,NA,"21645","auto","2016",NA,NA,NA,NA,NA,NA
"58","2020-12-20 21:18:56-03","UFV","VIC","42296","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"Tinti, B.V.","s.n.","2010",NA,NA,NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Terreirão.","-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,"VIC042296","VIC042296",NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"59","2020-12-20 21:18:56-03","UFV","VIC","46316","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Pianissola, E. .M.","Pianissola, E. .M.;; Campos, P. .V.","59","2014","08","09",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha ao lado ás Duas","-41.8683013916016","-20.4333000183105","2447","2447",NA,"Em vegetação de campo de altitude. Colmos agrupados em touceiras bem definidas e hábito ereto. Colmos com 2 m de altura e entrenós medindo 9,0-10,0 cm de comprimento. Coord: 0207730 S 7735506 W; Colmos agrupados em touceiras bem defin","VIC046316",NA,NA,NA,"21645","auto","2016",NA,NA,NA,NA,NA,NA
"60","2019-11-21 14:42:26-03","UFJF","CESJ","14177","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","L. Krieger","L. Krieger","CESJ2434","1976","07","07","América do Sul","Brasil","Minas Gerais",NA,"Parque Nacional dom Caparaó",NA,NA,NA,NA,NA,"Em terreno humoso-arenoso, em touceiras de 3 a 5 m de altura, folhas forrageiras, (cavalo e gado). N.V: Chibata, Bengala de folha miuda, cana-flex.","CESJ014177","CESJ014177",NA,NA,NA,NA,"1989",NA,"07","26",NA,NA,NA
"61","2019-11-21 14:42:26-03","UFJF","CESJ","41812B","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","E.M. Pianissola","F.M. Ferreira","622","2003","12","26","América do Sul","Brasil","Minas Gerais","Aiuruoca","Parque Estadual da Serra do Papagaio","-44.603099822998","-21.9755992889404",NA,NA,NA,"Erva lenhosa rupicola. Forma touceiras densa.","CESJ41812B",NA,NA,NA,"27460","auto","2016",NA,"06","07",NA,NA,NA
"62","2019-11-21 14:42:26-03","UFJF","CESJ","72063","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"L.N. Gonçalves; P. Duffles","442","2017","10","19","América do Sul","Brasil","Minas Gerais","Passa-Quatro","Pico do Itaguaré, Cume do maciço principal","-45.084167","-22.485833","2280","2280",NA,"Fértil; cume principal do Pico do Itaguaré; fitossociologia: ind. 45, parcela 06, linha 1;","CESJ072063",NA,"-45.084167","-22.485833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 14:42:26-03","UFJF","CESJ","72015","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"L.N. Gonçalves; P. Duffles","394","2017","07","23","América do Sul","Brasil","Minas Gerais","Marmelópolis","Pico dos Marins, Vale da nascente","-45.122222","-22.496389","2200","2200",NA,"Inflorescência alvo-amarelada, próximo à nascente do ribeirão Passa-Quatro.","CESJ072015",NA,"-45.122222","-22.496389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 14:42:26-03","UFJF","CESJ","41911","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","E.M. Pianissola","F.M. Ferreira","621","2003","12","26","América do Sul","Brasil","Minas Gerais","Aiuruoca","Parque Estadual da Serra do Papagaio","-44.603099822998","-21.9755992889404",NA,NA,NA,"Erva lenhosa rupícola. Forma touceira densa.","CESJ041911",NA,NA,NA,"27460","auto","2016",NA,"06","07",NA,NA,NA
"65","2019-11-21 14:42:26-03","UFJF","CESJ","61055","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"D.S. Santiago; K. Antunes; R.J.V. Alves","308","2012","11","24","América do Sul","Brasil","Minas Gerais","Alagoa","Parque Estadual da Serra do Papagaio, Pico do Santo Agostinho (Garrafão). Campo de altitude (topo).","-44.6418991088867","-22.1706008911133",NA,NA,NA,"Erva ereta, ca. 1,5 m.","CESJ061055",NA,NA,NA,"13155","auto",NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 14:42:26-03","UFJF","CESJ","32237","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","G. Hatschbach","J. Cordeiro","1548","1999","07","01","América do Sul","Brasil","Paraná","Campina Grande do Sul","Morro Camapuã","-49.0553016662598","-25.3055992126465",NA,NA,NA,"Cespitosa, 70 cm. Campo de altitude.","CESJ032237",NA,NA,NA,"55154","auto","1999",NA,NA,NA,NA,NA,NA
"67","2019-11-21 14:42:26-03","UFJF","CESJ","40737","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","G. Hatschbach","O.S.Ribeiro; J.M. Silva","3267","2001","02","11","América do Sul","Brasil","Santa Catarina","Campo Alegre","Serra Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,"Ereta, até 1,5 m. Campo de altitude do alto do morro. Alt: 1.400 m.","CESJ040737",NA,NA,NA,"37493","auto","2000",NA,NA,NA,NA,NA,NA
"68","2019-08-20 10:01:14-03","UNICAMP","UEC","16814","S","Plantae","Liliopsida",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Clark, LG","Hatschbach, G","22210","1969","09","25",NA,"Brazil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, Abrigo 1.","-49.0553016662598","-25.3055992126465","1600","1600",NA,"Cespitosa até 60 cm de altura, formações densas da encosta de morro.","UEC048470","UEC048470",NA,NA,"55154","auto","2002",NA,"02","20",NA,NA,NA
"69","2021-03-01 16:20:25-03","UNICAMP","UEC","171680","S","Plantae","Liliopsida",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Santos, AG","Santos, AG; Matsemoto, K; Belinello, R","488","2002","03","12",NA,"Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgãos. Trilha da pedra do Sino, Campo de altitude.","-42.9655990600586","-22.4122009277344",NA,NA,NA,"Bambu lignificado com até 1m de alt. Alguns colmos dentro de algumas touceiras com flor.","UEC016968","UEC016968",NA,NA,"38539","auto","2002",NA,"03",NA,NA,NA,NA
"70","2019-08-20 10:01:14-03","UNICAMP","UEC","113036","S","Plantae","Liliopsida",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Clark, LG","Freitas, L; Kinoshita, LS","878","2000","05","30",NA,"Brazil","São Paulo","São José do Barreiro","Campo de altitude, Pico do Tira-Chapéu.","-44.5699996948242","-22.6399993896484","2000","2000",NA,"Erva, 30 cm.","UEC048467","UEC048467",NA,NA,"30784","auto","2002",NA,"02","20",NA,NA,NA
"71","2019-11-08 08:55:03-03","FURB","FURB","50282","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Funez, L.A.","Funez, L.A.; Trevisan, R.; Ferreira, J.P.R. & Venturi, S.","3858","2014","11","04",NA,"Brasil","Santa Catarina","Garuva","Alto Quiriri.","-48.9544444","-26.0391666","1200","1200",NA,NA,"FURB50282","FURB50282","-48.9544444","-26.0391666",NA,NA,"2015",NA,NA,NA,NA,NA,NA
"72","2021-03-16 17:54:30-03","UCS","HUCS","14888","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Hatschbach, G.","Cordeiro, J.","1548","1999","08","01",NA,"Brasil","Paraná","Campina Grande do Sul","Morro Camapuã","-49.0553016662598","-25.3055992126465",NA,NA,NA,"cespitosa, 70 cm; campo de altitude",NA,NA,NA,NA,"55154","auto","1999",NA,NA,NA,NA,NA,NA
"73","2019-08-16 08:40:36-03","UTFPR","HCF","14282","S","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","N.F.O. Mota","N.F.O. Mota","2447","2007","12","17",NA,"Brasil","MG","Alagoa","Parque Estadual do Papagaio, Pico de","-44.762222","-22.198333","2375","2375",NA,"campo de altitude antropizado no alto do pico. Bambu terrestre, cespitoso. Colmos amarelados. Plantas armazenadas no álcool.",NA,NA,"44°45'44 W","22°11'54 S",NA,NA,"2011",NA,"12","17",NA,NA,NA
"74","2019-08-16 08:40:36-03","UTFPR","HCF","18906","S","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","E.D. Lozano","E.D. Lozano","1360","2013","08","03",NA,"Brasil","PR","Morretes","Morro Sete, próximo ao cume","-48.834400177002","-25.476900100708",NA,NA,NA,"bambu, 1,5 m, espigas negras.",NA,NA,NA,NA,"30514","auto","2013",NA,NA,NA,NA,NA,NA
"75","2020-12-14 16:14:27-03","UFC","EAC","21328","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Filgueiras","Cavada, B.S.","s.n.","1994","08","18","Southern America","Brasil","Rio de Janeiro","Itatiaia","PARNA de Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,"Arbusto","EAC0021328","EAC0021328",NA,NA,"19648","auto","1997",NA,NA,NA,NA,NA,NA
"76","2020-12-14 16:14:27-03","UFC","EAC","30661","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Hatschbach, G.","Cordeiro, J.","1548","1999","07","01","Southern America","Brasil","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465",NA,NA,NA,"Cespitosa, 70 cm; Campo de altitude","EAC0030661","EAC0030661",NA,NA,"55154","auto","1999",NA,NA,NA,NA,NA,NA
"77","2020-12-14 16:14:27-03","UFC","EAC","21325","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Filgueiras","Cavada, B.S.","s.n.","1994","08","18","Southern America","Brasil","Rio de Janeiro","Itatiaia","PARNA de Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,"Arbusto","EAC0021325","EAC0021325",NA,NA,"19648","auto","1997",NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:40:13-03","MBM","MBM","254340","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Davidson, G.","Krieger, L.; et al.; et al.","22625",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caparaó","Parque Nacional do Caparaó","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,"MBM254340","MBM254340",NA,NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:40:13-03","MBM","MBM","143730","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Clark, L.G.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55521","1991","06","15","Southern America","Brazil","Minas Gerais","Caparaó","Parque Nacional do Caparaó, caminho ao Pico da Bandeira","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,"MBM143730","MBM143730",NA,NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:40:13-03","MBM","MBM","384591","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Cordeiro, J.","Dunaiski Jr.; A.","502","1998","03","07","Southern America","Brazil","Paraná","Campina Grande do Sul","Morro Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,NA,"1,2m.","MBM384591","MBM384591",NA,NA,"55154","auto","2012",NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:40:13-03","MBM","MBM","7584","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Kummrow, R.","Hatschbach, G.","16445","1967","05","20","Southern America","Brazil","Paraná","Campina Grande do Sul","Pico Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM007584","MBM007584",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:40:13-03","MBM","MBM","132270","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Hatschbach, G.","R.; Cordeiro, J.; et al.; Cordeiro, J.; et al.","3173","1989","08","17","Southern America","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM132270","MBM132270",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:40:13-03","MBM","MBM","233214","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Hatschbach, G.","Silva, J.M.; O.S. Ribas, O.S.; Barboza, E.; O.S. Ribas, O.S.; Barboza, E.","2772",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"MBM233214","MBM233214",NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:40:13-03","MBM","MBM","390192","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Mota, N.F.O.","Mota, N.F.O.; Giacomin, L.L.; Giacomin, L.L.","2447","2011","12","17","Southern America","Brazil","Minas Gerais","Alagoa","Parque Estadual do papagaio, Pico de Santo Agostinho, Fazenda Garrafão","-44.762222","-22.198333","2375","2375",NA,"Bambu terrestre, cespitoso; colmos amarelados; plantas armazenadas no álcool.; Campo de altitude antropizado no alto do Pico.","MBM390192","MBM390192","-44.762222","-22.198333",NA,NA,"2011",NA,"12","17",NA,NA,NA
"85","2020-12-21 16:40:13-03","MBM","MBM","226627","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Clark, L.G.","Silva, J.M.; Abe, L.M.; Abe, L.M.","2314",NA,NA,NA,"Southern America","Brazil","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"MBM226627","MBM226627",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:40:13-03","MBM","MBM","239218","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Hatschbach, G.","Cordeiro, J.","1548",NA,NA,NA,"Southern America","Brazil","Paraná","Campina Grande do Sul","Morro Camapuã","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM239218","MBM239218",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:40:13-03","MBM","MBM","11929","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Renvoize, S.A.","Hatschbach, G.","22210","1969","09","25","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Abrigo 1","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM011929","MBM011929",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:40:13-03","MBM","MBM","195270","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Hatschbach, G.","Ribas, O.S.; Scherdt, F.; Scherdt, F.","1458",NA,NA,NA,"Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, subida para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM195270","MBM195270",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:40:13-03","MBM","MBM","198487","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Renvoize, S.A.","Lange, R.","16",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM198487",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:40:13-03","MBM","MBM","385941","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Lozano, E.D.","Lozano, E.D.; Engels, M.E.; Bolson, M.; Bochorny, T.; Bacci, L.F.; Engels, M.E.; Bolson, M.; Bochorny, T.; Bacci, L.F.","1360","2013","08","03","Southern America","Brazil","Paraná","Morretes","Morro Sete, próximo ao cume","-48.834400177002","-25.476900100708",NA,NA,NA,"Bambu, 1,5 m, espigas negras.","MBM385941","MBM385941",NA,NA,"30514","auto","2013",NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:40:13-03","MBM","MBM","198488","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Motta, J.T.","Motta, J.T.","1049",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Pico Boa Vista","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM198488",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:40:13-03","MBM","MBM","228308","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Clark, L.G.","Silva, J.M.; Cruz, J.M.; Cruz, J.M.","2403",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Serra da Prata","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM228308","MBM228308",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:40:13-03","MBM","MBM","194612","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Clark, L.G.","Clark, L.G.; et al.; et al.","789",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"MBM194612","MBM194612",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:40:13-03","MBM","MBM","194610","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Clark, L.G.","Clark, L.G.","790",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"MBM194610","MBM194610",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:40:13-03","MBM","MBM","255646","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Hatschbach, G.","Ribas, O.S.; Silva, J.M.; Silva, J.M.","3267",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"MBM255646","MBM255646",NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:40:13-03","MBM","MBM","244186","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Hatschbach, G.","Cordeiro, J.; Silva, J.M.; Ribas, O.S.; Silva, J.M.; Ribas, O.S.","1693",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Campo Alegre","Serra do Quiriri, próximo a torre de rádio","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"MBM244186","MBM244186",NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:40:13-03","MBM","MBM","194611","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Clark, L.G.","Clark, L.G.; et al.; et al.","1056",NA,NA,NA,"Southern America","Brazil","São Paulo","Campos do Jordão","Pico do Itapeva","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"MBM194611","MBM194611",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA
"98","2019-11-01 15:28:35-03","PUC-RIO","FCAB","3854","PreservedSpecimen","Plantae",NA,"Angiospermae","Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","T.S. FIlgueiras","T.S.M. Grandi; J.C. Siqueira","2225","1986","04","27",NA,"Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","1720","1720",NA,"Lat.: 19°49' S. Long.: 43°40' W.&nf;3° estação de coleta.","003854",NA,NA,NA,"22051","auto","1996",NA,NA,NA,NA,NA,NA
"99","2019-11-01 15:28:33-03","PUC-RIO","FCAB","1349","PreservedSpecimen","Plantae",NA,"Angiospermae","Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Tarciso Filgueiras","P. Capell S.J.","s.n.","1952","05","14",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"001349",NA,NA,NA,"33190","auto","1985",NA,"01",NA,NA,NA,NA
"100","2020-10-01 14:26:47-03","JBB","HEPH","18492","S","Plantae","Monocotyledon","Poales","Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Clark, LG","Silva, JM da","2403","1998","06","20","Southern America","Brasil","Paraná","Paranaguá","Serra da Prata","-48.5092010498047","-25.5200004577637","140","140",NA,NA,NA,NA,NA,NA,"24916","auto","1998",NA,NA,NA,NA,NA,NA
"101","2020-10-01 14:26:47-03","JBB","HEPH","17022","S","Plantae","Monocotyledon","Poales","Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Hatschbach, G","Cordeiro, J","1693","1999","12","28","Southern America","Brasil","Santa Catarina","Campo Alegre","Serra Quiriri próximo a Torre de Rádio","-49.2655982971191","-26.1924991607666","152","152",NA,NA,NA,NA,NA,NA,"37493","auto","1999",NA,NA,NA,NA,NA,NA
