"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","class"
"43","2019-05-06 11:58:35-03","UFU","HUFU","43909","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Melo, K.B.S.","Romero, R.; Nakajima, J.N.; Castro, W.S.; Melo, K.B.S. & Bernardes, P.H.N.","7394","2005","12","07",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Estrada para Pedreira Souza, ca. 2 km da MG 050.",NA,NA,NA,NA,NA,NA,"Subarbusto, ca. 0,4 m. Hipanto verde, corola rósea.; Cerrado rupestre.","HUFU00039357",NA,NA,NA,"2006","08","16",NA,NA,NA,NA
"44","2020-08-04 12:48:24-03","UFU","HUFU","44522","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Melo, K.B.S.","Arantes, A.A.A.; Romero, R.; Bernardes, P.H.N.; Hattori, E.K.O. & Freitas, F.S.","1637","2006","02","15",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas., Estrada para Cachoeira Feixo da Serra, Rio Turvo, próximo ao trecho de asfalto.",NA,NA,NA,NA,NA,NA,"Subarbusto ca. 0,5 m. Corola lilás, cálice verde com lacíneos róseos.","HUFU00039364",NA,NA,NA,"2006","08","16",NA,NA,NA,NA
"45","2020-08-04 12:48:24-03","UFU","HUFU","44633","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Melo, K.B.S.","Romero, R.; Bernardes, P.H.N.; Hattori, E.K.O.; Arantes, A.A.A. & Freitas, F.S.","7628","2006","02","16",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Paraiso Perdido.",NA,NA,NA,NA,NA,NA,"Subarbusto ca. de 0,4 m. Frutos imaturos.; Campo rupestre.","HUFU00039360",NA,NA,NA,"2006","08","16",NA,NA,NA,NA
"46","2020-08-04 12:48:24-03","UFU","HUFU","44767","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Melo, K.B.S.","Hattori, E.K.O.; Romero, R.; Arantes, A.A.A.; Bernardes, P.H.N. & Freitas, F.S.","484","2006","02","16",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furmas, Estrada depois do Paraíso Perdido. Em direção ao Paredão.",NA,NA,NA,NA,NA,NA,"Subarbusto. Corola lilás, anteras amarelas.; Cerrado de altitude.","HUFU00039366",NA,NA,NA,"2006","08","16",NA,NA,NA,NA
"47","2020-08-04 12:48:24-03","UFU","HUFU","44860","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Melo, K.B.S.","Arantes, A.A.A.; Romero, R.; Bernardes, P.H.N.; Hattori, E.K.O. & Freitas, F.S.","1724","2006","02","17",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Estrada para Pedreira Souza, ca. de 2 Km da MG 050.",NA,NA,NA,NA,NA,NA,"Subarbusto, ca. 0,6 m. Corola e estilete lilás, anteras amarelas.","HUFU00039359",NA,NA,NA,"2006","08","16",NA,NA,NA,NA
"48","2019-05-06 11:58:35-03","UFU","HUFU","46010","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Melo, K.B.S.","Romero, R.; Nakajima, J.N.; Bernardes, P.H.N.; Melo, K.B.S.; Soares, P.N. & Loeuille, B.","7852","2006","10","24",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Estrada para Cachoeira Feixo da Serra.",NA,NA,NA,NA,NA,NA,"Subarbusto ca. de 0,4 m. Cálice verde, corola lilás, filete lilás, anteras amarelas, estiletes lilás.; Campo rupestre.","HUFU00039365",NA,NA,NA,"2006","12","11",NA,NA,NA,NA
"49","2019-05-06 11:58:35-03","UFU","HUFU","54908","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Cavalcanti, T.B.","Kinoshita, L.S.; Martins, A.B.; Galvão, J.C.; Ferreira, C.V.V.; Shimizu, G.H.; et al.","42","2008","11","04",NA,"Brasil","Minas Gerais","Capitólio","Pousada do Rio Turvo, Trilha para a cachoeira do Fecho.","-46.0499992370605","-20.6152992248535","29474",NA,NA,NA,"Erva, ca. 0,3 m. Flores roxas.","HUFU00013096","HUFU00013096","auto",NA,"2017","06","27",NA,NA,NA,NA
"50","2019-05-06 11:58:35-03","UFU","HUFU","47786","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Melo, K.B.S.","Bernardes, P.H.N.; Rosa, P.O.; Melo, K.B.S. & Pinho, G.V.","121","2007","03","23",NA,"Brasil","Minas Gerais","Capitólio","Região de Furnas, Estrada para Gabi Explorações II.","-46.0499992370605","-20.6152992248535","29474",NA,NA,NA,"Subarbusto, ca. 0,7 m. Cálice verde, corola lilás, estames amarelos, botões florais lilás, frutos maduros.; Campo rupestre.","HUFU00039361",NA,"auto",NA,"2007","07","02",NA,NA,NA,NA
"51","2019-05-06 11:58:35-03","UFU","HUFU","47469","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Melo, K.B.S.","Bernardes, P.H.N.; Rosa, P.O.; Melo, K.B.S. & Pinho, G.V.","62","2007","03","21",NA,"Brasil","Minas Gerais","Capitólio","Região de Furnas, Estrada para Pedreira, próximo a cachoeira da estrada.","-46.0499992370605","-20.6152992248535","29474",NA,NA,NA,"Subarbusto, ca. 0,6 m. Frutos maduros.; Campo rupestre.","HUFU00039362",NA,"auto",NA,"2007","07","02",NA,NA,NA,NA
"52","2019-05-06 11:58:35-03","UFU","HUFU","49320","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Cavalcanti, T.B.","Bernardes, P.H.N.; Romero, R.; Melo, K.B.S. & Soares, P.N.","307","2007","11","07",NA,"Brasil","Minas Gerais","Capitólio","Região de Furnas, Paraíso Perdido, estrada após Paraíso Perdido, ca. de 4 km a frente. Borda de mata, estrada para pedreira.","-46.0499992370605","-20.6152992248535","29474",NA,NA,NA,"Erva ca. de 0,3 m. Cálice verde, corola púrpura.; Cerrado. Borda de mata.","HUFU00039409",NA,"auto",NA,"2017","06","27",NA,NA,NA,NA
"53","2019-05-06 11:58:35-03","UFU","HUFU","31046","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Cavalcanti, T.B.","Pacheco, R.A.; Romero, R.; Nakajima, J.N.; Volpi, R.L. & Faria, C.A.","469","2003","03","10",NA,"Brasil","Minas Gerais","Delfinópolis","Fazenda Água da Serra, Trilha ``Escada de Pedras``.","-46.8539009094238","-20.343900680542","41380",NA,NA,NA,"Subarbusto, ca. de 0,5 m. Cálice verde, corola lilás, anteras amarelas.; Campo rupestre.","HUFU00039372",NA,"auto",NA,"2017","06","27",NA,NA,NA,NA
"54","2019-05-06 11:58:35-03","UFU","HUFU","26708","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Cavalcanti, T.B.","Pacheco, R.A.; Volpi, R.L.; Romero, R. & Nakajima, J.N.","92","2002","04","11",NA,"Brasil","Minas Gerais","Delfinópolis","Fazenda Zé Antunes, Trilha Casinha Branca.","-46.8539009094238","-20.343900680542","41380",NA,NA,NA,"Subarbusto com 0,3 m. Cálice esverdeados, corola magenta, anteras amarelas.; Campo rupestre.","HUFU00039376",NA,"auto",NA,"2017","06","27",NA,NA,NA,NA
"55","2019-05-06 11:58:35-03","UFU","HUFU","34976","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.",NA,"Nakajima, J.N.; Pacheco, R.A.; Fleury-Silva, H.R.; Volpi, R.L. & Rosa, P.O.","3541","2003","10","22",NA,"Brasil","Minas Gerais","Delfinópolis","Paraíso Selvagem, Trilha para Mata do Canyon.","-46.8539009094238","-20.343900680542","41380",NA,NA,NA,"Arbusto, ca. 1,5 m. Cálice verde, corola arroxeada, estames amarelos.; Campo rupestre.","HUFU00039369",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-05-06 11:58:35-03","UFU","HUFU","29504","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Cavalcanti, T.","Nakajima, J.N.; Pacheco, R.A.; Volpi, R.L. & Silva, S.M.","3281","2002","12","04",NA,"Brasil","Minas Gerais","Delfinópolis","Paraíso Selvagem, Trilha para Salto Solitário.","-46.8539009094238","-20.343900680542","41380",NA,NA,NA,"Subarbusto ca. de 0,8 m. Cálice verde, corola magenta, anteras amarelas.; Campo rupestre.","HUFU00039367",NA,"auto",NA,"2003",NA,NA,NA,NA,NA,NA
"57","2019-05-06 11:58:35-03","UFU","HUFU","33087","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Cavalcanti, T.B.","Romero, R.; Volpi, R.L.; Pacheco, R.A.; Carvalho, S.M.; Alves, A.S.; Cruz, M.P. & Mendonça,","6872","2003","05","15",NA,"Brasil","Minas Gerais","Delfinópolis","Trilha Escada de Pedra","-46.8539009094238","-20.343900680542","41380",NA,NA,NA,"Subarbusto, ca. 0,5 m. Cálice verde, corola pink e estames amarelos.; Campo rupestre.","HUFU00039374",NA,"auto",NA,"2017","06","27",NA,NA,NA,NA
"58","2019-05-06 11:58:35-03","UFU","HUFU","29524","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Cavalcanti, T.B.","Volpi, R.L.; Pacheco, R.A.; Nakajima, J.N. & Silva, S.M.","382","2002","12","05",NA,"Brasil","Minas Gerais","Delfinópolis","Trilha Escada de Pedras","-46.8539009094238","-20.343900680542","41380",NA,NA,NA,"Subarbusto 1m. Cálice verde, corola lilás, anteras amarelas.; Cerrado rupestre.","HUFU00039375",NA,"auto",NA,"2017","06","27",NA,NA,NA,NA
"59","2019-05-06 11:58:35-03","UFU","HUFU","12442","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Cavalcanti, T.B.","Nakajima, J.N.; Romero, R.","1664","1996","03","21",NA,"Brasil","Minas Gerais","São Roque de Minas","Cachoeira dos Rolinhos.","-46.3657989501953","-20.2453002929688","57119",NA,NA,NA,"Subarbusto, ca. 0,4 m. Cálice esverdeado, corola, estilete e filetes púrpureos e anteras amareladas.; Campo rupestre, próximo ao córrego.","HUFU00070263",NA,"auto","Paratype","2003","07","21",NA,NA,NA,NA
"60","2020-11-05 09:51:55-03","IBt","SP","359615","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.",NA,"Souza, VC","5049","1994","01","12",NA,"Brasil","Minas Gerais","Capitólio",NA,"-46.0499992370605","-20.6152992248535","29474",NA,NA,NA,NA,NA,NA,"auto","Paratype",NA,NA,NA,NA,NA,NA,NA
