"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","maximumElevationInMeters","fieldNumber","individualCount"
"52","2018-06-19 11:03:00-03","MO","MOBOT","1845500","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Gerrit Davidse|Ángel C. González","Davidse 19060","1981","11","19","South America","Venezuela","Sucre","8 km directly S of Santa Fe by road.","230.00000000",NA,NA,NA,NA,"-64.4","10.2666667","Sucre","V.M. Badillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1429","1"
"53","2019-10-01 06:18:00-03","MO","MOBOT","1846857","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Gerrit Davidse|Ángel C. González","Davidse 19700","1981","11","27","South America","Venezuela","Anzoátegui","Road from El Vigia to Buenos Aires, 8-15 airline km ENE of Bergantán.","500.00000000",NA,NA,NA,NA,"-64.2166667","10.0166667","Libertad","V.M. Badillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1200.00000000","1436","1"
"54","2008-05-27 22:02:00-03","MO","MOBOT","1871290","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Gerrit Davidse","Davidse 5004","1973","12","15","South America","Venezuela","Sucre","5 km SW of Santa Fé along Hwy. 9 between Puerto La Cruz and Cumaná. Hills with Trachypogon, Curatella, Byrsonima savanna, gullies with low forest; soil rocky.","150.00000000",NA,NA,NA,NA,NA,NA,NA,"J. Strother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"892",NA
"55","2015-08-22 05:41:00-03","MO","MOBOT","1907755","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Ronald L. Liesner|Ángel C. González|R.C. Wingfield","Liesner 7871","1979","6","23","South America","Venezuela","Falcón","Parque Nacional Quebrada de la Cueva El Toro. Trail to water tank and trail along pipe down to valley pumping station. Secondary vegetation with remnants of primary forest. Slope.","600.00000000",NA,NA,NA,NA,"-69.11666","10.83333",NA,"J.M. Badillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"900.00000000","148",NA
"56","2008-05-27 22:02:00-03","MO","MOBOT","1942564","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Ronald L. Liesner","Liesner 5369","1978","6","24","South America","Venezuela","Distrito Federal","Caracas Jardin Botanico, forest disturbed areas and horticultural areas.","500.00000000",NA,NA,NA,NA,"-66.88333","10.5",NA,"J. Steyermark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"501",NA
"57","2013-10-05 06:35:00-03","MO","MOBOT","2111915","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Ronald L. Liesner|Ángel C. González","Liesner 6027","1978","8","9","South America","Venezuela","Falcón","22 km SSE of Puerto Cumarebo. 0 to 6 km N and 0 to 6 km W of Pueblo Zazárida.","20.00000000",NA,NA,NA,NA,"-69.2666667","11.3166667",NA,"J. L. Strother (UC), July/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200.00000000","499","1"
"58","2014-02-03 22:26:00-02","MO","MOBOT","3392652","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Honora Murphy","Murphy 357","1982","5","5","South America","Colombia","Valle del Cauca","El Vinculo, government owned undisturbed, preserved 2 degrees forest. 1000 mm rainfall annually.","950.00000000",NA,NA,NA,NA,NA,NA,"Buga","H. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","3392673","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","DORR","DORR 7083","1990","6","19","South America","Venezuela","Táchira","Uribante. S base of Cerro El Morro. Sandstone outcrop on N shore of Embalse La Honda and opposite Campamento La Trampa. Grassy, savanna-like vegetation with scattered small trees.","1140.00000000",NA,NA,NA,NA,"-71.7","7.95",NA,"John Pruski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-12-26 19:54:00-02","MO","MOBOT","3392691","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","W.A. Córdoba|F. García","Cordoba 330","1984",NA,NA,"South America","Colombia","Chocó","Barrio Pan de Yuca.",NA,NA,NA,NA,NA,NA,NA,"Quibdo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2011-06-15 10:46:00-03","MO","MOBOT","3392714","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Hermes Cuadros V.|Alwyn H. Gentry","Cuadros Villalobos 3444","1987","4","26","South America","Colombia","Cesar","Via La Paz a Manaure.","80.00000000",NA,NA,NA,NA,NA,NA,NA,"H. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2009-11-25 21:30:00-02","MO","MOBOT","3392847","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Paul C. Hutchison|Jesús M. Idrobo|J. Kenneth Wright","Hutchison 3098","1963","11","19","South America","Colombia","Valle del Cauca","Below Dagua 9.1 km at junction with private road to Oleo Ducto del Pacifico at crossing of Río Dagua, Dagua Valley.","800.00000000",NA,NA,NA,NA,NA,NA,NA,"John L. Strother, Ju l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2012-05-04 05:16:00-03","MO","MOBOT","3392901","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Cyril Allen","Allen 353","1924","8","10","South America","Colombia","Magdalena","Savana, edge of forest, Rincon Hondao.",NA,NA,NA,NA,NA,NA,NA,NA,"John L. Strother, Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2011-03-15 10:28:00-03","MO","MOBOT","3392930","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Hermes Cuadros V.","Cuadros Villalobos 1989","1984","10","10","South America","Colombia","La Guajira","Nazxareth, serranía de La Macuira.","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2012-04-11 12:44:00-03","MO","MOBOT","3393031","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Jorge E. Ramos|J.J. Ramos","Ramos Pérez 1980","1989",NA,NA,"South America","Colombia","Valle del Cauca","Corregimiento de Mulaló, ca. 1.5 km de la carretera Panorama, en la vía Yumbo-Vijes. Bosque de galería.","900.00000000",NA,NA,NA,NA,NA,NA,"Yumbo","J. Pruski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2009-10-24 09:01:00-02","MO","MOBOT","3393224","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Fernando O. Zuloaga|Ximena Londoño","Zuloaga 4219","1989",NA,NA,"South America","Colombia","Cauca","via Cali, entre Patia y El Estrecho, a 10 km de patia.","710.00000000",NA,NA,NA,NA,NA,NA,"Popayán","H. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2009-07-17 07:37:00-03","MO","MOBOT","3393868","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Julian A. Steyermark|Ronald L. Liesner","Steyermark 118763","1979","7","27","South America","Venezuela","Táchira","Dry evergreen forested slopes leading to vertical limestone bluff, between Las Dantas and Las Adjuntas, 13 km northwest of Rubio. Cut-over weedy area near house.","900.00000000",NA,NA,NA,NA,"-72.41666","7.71666",NA,"John L. Strother, Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1050.00000000",NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","3393927","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Holt","Holt 355","1929","6","9","South America","Venezuela","Aragua","La Victoria, pie del carro.","2700.00000000",NA,NA,NA,NA,NA,NA,NA,"John L. Strother, Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","3394023","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Julian A. Steyermark","Steyermark 56799","1944","5","28","South America","Venezuela","Trujillo","Rocky wooded slopes along tributary to Río Carache, between Llanos de Monay and La Cuchilla.","760.00000000",NA,NA,NA,NA,NA,NA,NA,"John L. Strother, Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"915.00000000",NA,NA
"70","2015-03-03 21:31:00-03","MO","MOBOT","3395325","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","O.O. Miller|John R. Johnston","Miller 147","1901",NA,NA,"South America","Venezuela",NA,"Plants of the Island of Margarita.",NA,NA,NA,NA,NA,NA,NA,NA,"John L. Strother, Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2009-11-11 10:05:00-02","MO","MOBOT","3395369","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Alex A. Lasseigne","Lasseigne 4448","1974","8","19","South America","Venezuela","Distrito Federal","Vicinity of teleferico, El Litoral area; ca. 10 km north of Caracs.",NA,NA,NA,NA,NA,NA,NA,NA,"John L. Strother, Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2009-06-25 17:09:00-03","MO","MOBOT","3395470","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Henri Pittier","Pittier 7877","1918","6","5","South America","Venezuela",NA,"Lower Cotiza (Agr. Exp. St.) near Caracas, in gorge near dam.","950.00000000",NA,NA,NA,NA,NA,NA,NA,"John L. Strother, Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2011-06-08 17:18:00-03","MO","MOBOT","572954","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","L.B. Holm-Nielsen|et al.","Holm-Nielsen 2165","1973","3","19","South America","Ecuador","Guayas","Low mountain NE of Chanduy. Rocky and sandy area with ravines.","70.00000000",NA,NA,NA,NA,"-80.5","-2.35",NA,"Strother, J.L. (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"205.00000000",NA,NA
"74","2013-10-05 06:35:00-03","MO","MOBOT","3395585","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Julian A. Steyermark|Ángel C. González","Steyermark 113726","1977","2","12","South America","Venezuela","Falcón","Distrito Colina: en el chaguaramal de Roystonea venezuela y vecindades, río Macoruca, entre Las Barrancas y El turagual de Macoruca (zona de represa).","300.00000000",NA,NA,NA,NA,"-69.45777","11.2375",NA,"John L. Strother, Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2009-06-25 13:26:00-03","MO","MOBOT","3395650","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Paul E. Berry","Berry 89","1974","6","10","South America","Venezuela",NA,"Reforested hills of the Caracas Botanical Gardens.","870.00000000",NA,NA,NA,NA,NA,NA,NA,"John L. Strother, Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"980.00000000",NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","3395744","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Thomas B. Croat","Croat 38374","1976","8","22","South America","Venezuela","Táchira","Along road between San Cristobal and Choro del Indio. Disturbed roadside.","950.00000000",NA,NA,NA,NA,"-72","7.728",NA,"John L. Strother, Jul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1050.00000000",NA,NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","3395790","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Julian A. Steyermark|Gerrit Davidse|Alexander Stoddart","Steyermark 122989","1980","5","31","South America","Venezuela","Zulia","Distrito Mara: forest remnants along road, 5-8 km south and southeast of Corpozulia Campamento Carichuano north of Río Socuy.","50.00000000",NA,NA,NA,NA,"-72.27138","10.96638",NA,"V. M. Badillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90.00000000",NA,NA
"78","2012-01-01 22:54:00-02","MO","MOBOT","3395880","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","A. Carmona","Carmona 9","1990","6","2","South America","Venezuela",NA,"Colectada en Colinas de Santa Mónica, Caracas.",NA,NA,NA,NA,NA,NA,NA,NA,"Artióm Carmona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2009-06-25 13:26:00-03","MO","MOBOT","3395990","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Paul E. Berry","Berry 409","1974","10","9","South America","Venezuela",NA,"Reforested hills of the Caracas Botanical Gardens.","870.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"980.00000000",NA,NA
"80","2009-11-17 17:10:00-02","MO","MOBOT","3396031","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Julian A. Steyermark|Bruno J. Manara|Gilberto N. Morillo","Steyermark 108431","1973","9","16","South America","Venezuela","Sucre","Montaña de Mochima, quebrada bosqueada, al Sur de Mochima, 20 Kms. al Sureste de Cumaná.","280.00000000",NA,NA,NA,NA,"-64.33333","10.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2009-11-26 15:03:00-02","MO","MOBOT","3396093","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Julian A. Steyermark|Victor Carreño E.|Bruno J. Manara","Steyermark 107793","1973","8","18","South America","Venezuela","Sucre","Quebrada pedregosa bosqueada, cabeceras de Quebrada El Naranjo, Oeste de Zurita.","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2009-11-12 16:52:00-02","MO","MOBOT","3396173","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Julian A. Steyermark|Victor Carreño E.","Steyermark 107642","1973",NA,NA,"South America","Venezuela","Lara","Distrito Jiménez: Paso de Angostura: Sitio de represda de Yacambú, en la confluencia de la Quebrada Honda con el Río Yacambú. 33 Km. Sureste de Sanare. Rocky slopes along stream.","500.00000000",NA,NA,NA,NA,"-69.51666","9.68333",NA,"Steyermark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2014-04-21 14:16:00-03","MO","MOBOT","3396269","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Baltasar Trujillo|E. Sulbaran","Trujillo 16168","1980",NA,NA,"South America","Venezuela","Carabobo","Selva de glaería a lo largo de la quebrada, carretera Borburata-San Gian, Dtto. Puerto Cabello.",NA,NA,NA,NA,NA,NA,NA,NA,"Victor M. Badillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","3396332","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Thomas B. Croat","Croat 5440","1982","7","30","South America","Venezuela","Sucre","Along hwy 9. between Cumuná and Barcelona, near western border. 48 km E of Puerto Santa Cruz. Disturbed vegetation.","210.00000000",NA,NA,NA,NA,"-64.41666","10.26666",NA,"Victor M. Badillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2009-12-03 09:26:00-02","MO","MOBOT","3396451","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Nelson Ramírez","Ramírez 896","1983","9","22","South America","Venezuela","Miranda","Arboretum, Escuela de Biología, Colinas de Bello Monte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2010-12-28 13:37:00-02","MO","MOBOT","3396689","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Anibal Castillo","Castillo 1099","1981","6","8","South America","Venezuela","Distrito Federal","Caracas: Colinas de Bello Monte. Arboretum de la Escuela de Biologia. Bosque caducifolio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2009-06-25 17:09:00-03","MO","MOBOT","3396923","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Henri Pittier","Pittier 13007","1928","6","17","South America","Venezuela",NA,"Between las Adjuntas & Los Teques, Valle del rio SanPedro.",NA,NA,NA,NA,NA,NA,NA,NA,"Victor M. Badillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2009-07-13 12:29:00-03","MO","MOBOT","3397151","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Anibal Castillo","Castillo 2797","1988","1","28","South America","Venezuela","Distrito Federal","Vargas. Catia La Mar; bosque muy seco del Centro de Adiestramiento Naval (CANES)/","5.00000000",NA,NA,NA,NA,"-67.03333","10.60833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","3397244","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Germán Carnevali","Carnevali 690","1982","8","8","South America","Venezuela","Zulia","Mara. Cuenca del rio Socu. Carretera hacia el campamento de la Yolanda de Carbozulia. 14 km al S.O. del campamento Manuelote del M.A.R.N.R. Bosdque hùmedo macrotérmico premontano.","75.00000000",NA,NA,NA,NA,"-72.21666","10.93333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.00000000",NA,NA
"90","2009-07-13 12:29:00-03","MO","MOBOT","3397434","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Anibal Castillo","Castillo 2514","1987","8","1","South America","Venezuela","Distrito Federal","Vargas. Catia La Mar. Bosque muy seco del Centro de Adiestramiento Naval (CANES).","0E8",NA,NA,NA,NA,"-67.03333","10.60833",NA,"V. Badillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.00000000",NA,NA
"91","2015-02-24 20:41:00-03","MO","MOBOT","3397485","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Alexander E. Lawrance","Lawrance 1932","1934","5","11","South America","Colombia","Boyacá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","582348","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Thomas B. Croat","Croat 55343","1983","3","21","South America","Colombia","Huila","Along road from Neiva to Baraya; 3 km SW of Baraya; 46 km NE of Neiva.","745.00000000",NA,NA,NA,NA,"-75.03333","3.13333",NA,"H. Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-12","3"
"93","2008-05-27 22:02:00-03","MO","MOBOT","582518","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Thomas B. Croat","Croat 55497","1983","3","24","South America","Colombia","Meta","Along hwy. between Villavicencio and Granada, 2 km N of Granada; secondary growth and along shaded stream.","530.00000000",NA,NA,NA,NA,"-73.71666","3.56666",NA,"H.H. Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-22","3"
"94","2008-05-27 22:02:00-03","MO","MOBOT","584008","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Cesar Del Carpio|et al.","Del Carpio 1707","1992","11","10","South America","Peru","Loreto","Distrito Nauta. Reserva Nacional Pacaya - Samiria. Rio Yanayacu, Fariña sua.","95.00000000",NA,NA,NA,NA,"-74.15944","-4.84138","Loreto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1"
"95","2017-02-09 16:30:00-02","MO","MOBOT","584590","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Hermes Cuadros V.|Alwyn H. Gentry","Cuadros Villalobos 3075","1986","8","25","South America","Colombia","Bolívar","Isla de Barú, entre Santa Ana y Playa Mojana. Alt. 5-20 m.","5.00000000",NA,NA,NA,NA,"-75.573056","10.233056",NA,"H. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.00000000","86-16","3"
"96","2011-06-10 23:39:00-03","MO","MOBOT","586642","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Abundio Sagástegui A.","Sagástegui Alva 7882","1974","1","9","South America","Peru","La Libertad","Barraza.","60.00000000",NA,NA,NA,NA,NA,NA,"Trujillo","J.L. Strother (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","3"
"97","2008-05-27 22:02:00-03","MO","MOBOT","587132","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Thomas B. Croat","Croat 54368","1982","7","29","South America","Venezuela","Sucre","Peninsula of Paria, along road south of Los Secos Irapa (about 3 km east of Paujil, off highway #9).","50.00000000",NA,NA,NA,NA,"-63.68333","10.58333",NA,"Badillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"383","3"
"98","2014-11-13 12:34:00-02","MO","MOBOT","587141","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Thomas B. Croat","Croat 54400","1982","7","30","South America","Venezuela","Sucre","Along Highway # 9, between Cumuná and Barcelona, near western border of the state of Sucre, 48 km east of Puerto Santa Cruz.","210.00000000",NA,NA,NA,NA,"-64.4166667","10.2666667",NA,"Badillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"386","2"
"99","2008-05-27 22:02:00-03","MO","MOBOT","587213","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Thomas B. Croat","Croat 54521","1982","8","4","South America","Venezuela","Carabobo","Along old highway between Las Trincheras and El Cambur 1.5 km N of the bridge over Rio Trincheras at N edge of Las Trincheras.",NA,NA,NA,NA,NA,"-68.08333","10.35",NA,"Badillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"366","4"
"100","2009-01-19 12:02:00-02","MO","MOBOT","594653","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Alwyn H. Gentry","Gentry 16390","1976","2","1","South America","Peru","Lima","Chosita, 40 km E of Lima in valley of Río Rimac. Dry rocky mountainside at lower limit of columnar cactus.","900.00000000",NA,NA,NA,NA,"-76.7094444","-11.9430555",NA,"J.L. Strother (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"996","1"
"101","2009-11-15 14:28:00-02","MO","MOBOT","3395952","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Julian A. Steyermark|Jesus Hoyos|Bruce K. Holst","Steyermark 131018","1985","3","24","South America","Venezuela","Nueva Esparta","Isla De Margarita: Cerro Copey, south of Santa Ana. Evergreen forest.","400.00000000",NA,NA,NA,NA,"-63.91666","11.03416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"450.00000000",NA,NA
"102","2008-05-27 22:02:00-03","MO","MOBOT","582464","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","parviflora","Wedelia parviflora","Rich.","Thomas B. Croat","Croat 55425","1983","3","22","South America","Colombia","Tolima","Along roadside 37 km SE of Fusagasuga and NW (36 km) of Giradot.","650.00000000",NA,NA,NA,NA,"-74.58333","4.25",NA,"H. Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-15","3"
"103","2017-02-09 16:36:00-02","MO","MOBOT","586699","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","parviflora","Wedelia parviflora","Rich.","Wilson Devia A.","Devia Alvarez 779","1984","9","27","South America","Colombia","Valle del Cauca","finca La Cecilia, vía a Buenos Aires. Altura 1050 m.","1050.00000000",NA,NA,NA,NA,"-76.173611","3.928611","San Pedro","H. Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","1"
"104","2015-05-20 10:33:44-03","UFERSA","MOSS","1860","S","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Oliveira, O.F. de","158","1980","03","01","América do Sul","Brasil","Rio Grande do Norte","localidade Pará Velho.","700",NA,"Arbusto acom até 1 m. de altura; coletado na caatinga; solo arenoso; frequente; flor amarela.",NA,NA,"-36.683333","-6.141667","São Vicente","Oliveira, O.F. de","1981","08","04","36W41'00","6S08'30",NA,NA,NA,NA,NA,"700",NA,NA
"105","2015-05-20 10:33:44-03","UFERSA","MOSS","1862","S","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Oliveira, O.F. de","38","1980","02","08","América do Sul","Brasil","Rio Grande do Norte","Serra Martins","500",NA,"Arbusto; coletado na margem de estrada; solo bem drenado; frequente; flor amarelo-aouro.",NA,NA,"-37.933333","-6.058333","Martins","Oliveira, O.F. de","1981","08","04","37W56'00","6S03'30",NA,NA,NA,NA,NA,"500",NA,NA
"106","2015-05-20 10:33:44-03","UFERSA","MOSS","1863","S","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Vodicka, M.R.","48","1979","05","21","América do Sul","Brasil","Rio Grande do Norte","Serra do Carmo.","200",NA,"arbusto; coletado em plantação de cajueiro; solo arenoso; frequente; flor amarela.",NA,NA,"-37.1","-5.233333","Mossoró","Oliveira, O.F. de","1981","08","04","37W06'00","5S14'00",NA,NA,NA,NA,NA,"200",NA,NA
