"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","sex"
"336","2020-11-26 18:09:11-03","CPAN-UFMS","COR","12466","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Tameirão-Neto, E.","2006","02","16",NA,"Brasil",NA,NA,"Herbáceo; Habito: Herbáceo",NA,NA,NA,"P. Beauv.",NA,"239","Mato Grosso do Sul","Corumbá","Morro Urucum; Urucum Mineração S. A.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"337","2020-11-26 18:09:11-03","CPAN-UFMS","COR","8205","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Franciele Mendes","2002","02","08",NA,"Brasil",NA,NA,NA,NA,NA,NA,"P. Beauv.","A. Guglieri, 20/V/2009","7","Mato Grosso do Sul","Corumbá","Pico do Morro do Urucum. Campo rupestre; Rico em ferro; Inclinado.","-57.6533012390137","-19.0091991424561",NA,"940","940",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"338","2020-11-26 18:09:11-03","CPAN-UFMS","COR","12074","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Damasceno-Junior, G.A.; Takahasi, A.; Garcia, C.Alberto.","2006","05","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,"P. Beauv.","Garcia, C.Alberto, 04/05/2006; A. Guglieri, 21/V/2009","4258","Mato Grosso do Sul","Corumbá","Urucum Mineração. campo sujo de cerrado; litólico com minério de ferro; morro.","-57.6533012390137","-19.0091991424561",NA,"800","800",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"339","2019-10-09 11:28:50-03","UFBA","ALCB","005203","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Pinto, GCP","1953","09",NA,"Southern America","Brasil",NA,NA,NA,"ALCB020684","Monocotyledon",NA,"P.Beauv.","Pinto, GCP","53-56","Bahia","Alagoinhas","Litoral Norte","-38.416667","-12.133333","ALCB020684",NA,NA,NA,"-38.416667","-12.133333","1957","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2019-10-09 11:28:50-03","UFBA","ALCB","025732","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Guedes, ML","1993","09","13","Southern America","Brasil",NA,NA,"rizomatosa, perene. Colmos eretos. Lâmina foliar linear. Inflorescência de 2-14 subdigitada. Espiguetas elípticas, oblongas com pelos amarelos.","ALCB020683","Monocotyledon",NA,"P.Beauv.","Guedes, ML","3566","Bahia","Cairu","Baixo Sul, Gamboa","-38.9","-13.4","ALCB020683",NA,NA,NA,"-38.9","-13.4","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2019-10-09 11:28:50-03","UFBA","ALCB","043672","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Guedes, ML; et al.","1998","11","13","Southern America","Brasil",NA,NA,"perene, com rizoma curto; colmos eretos de ca. 30 cm de altura.Folhas linear-lanceoladas. Inflorescência em racemos subdigitados.; Mata com áreas antropizadas.","ALCB020680","Monocotyledon",NA,"P.Beauv.","Guedes, ML","6655","Bahia","Salvador","Região Metropolitana Salvador, Unidade Ecolígica de Cotegipe","-38.5","-12.966667","ALCB020680 ALCB020680_1",NA,NA,NA,"-38.5","-12.966667","1998","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2019-10-09 11:28:50-03","UFBA","ALCB","045623","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Guedes, ML; Cabral, L; et al.","1999","10","19","Southern America","Brasil",NA,NA,"rizoma curto, perene.Folhas lineares. Inflorescência composta de 2 ou mais racemos delgados, digitados, com pêlos rijos, amarelo ouro, espiguetas solitárias.; arbustiva-arbórea, solo arenoso, úmido.",NA,"Monocotyledon",NA,"P.Beauv.","Guedes, ML","6883","Bahia","Santa Cruz Cabrália","Extremo Sul, na margem direita, da estrada da Estação Ecológica Veracruz.","-39.016667","-16.266667",NA,NA,NA,NA,"-39.016667","-16.266667","2000","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2019-10-09 11:28:50-03","UFBA","ALCB","05204","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Pinto, GCP","1935","09",NA,"Southern America","Brasil",NA,NA,NA,"ALCB020682","Monocotyledon",NA,"P.Beauv.","Pinto, GCP","53-76","Bahia","Alagoinhas","Litoral Norte","-38.416667","-12.133333","ALCB020682",NA,NA,NA,"-38.416667","-12.133333","1957","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2019-10-09 11:28:50-03","UFBA","ALCB","135866","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Carvalho, MLS; Alunos de Métodos de Estudos em Biologia","2017","07","28","Southern America","Brasil",NA,NA,"Aprox. 30cm alt., espiguetas amareladas.","ALCB064975","Monocotyledon",NA,"P.Beauv.","Carvalho, MLS","493","Bahia","Mucugê","Parque Municipal de Mucugê, Projeto Sempre Viva.","-41.62","-13.0225",NA,NA,NA,NA,"-41.62","-13.0225","2019","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2019-10-09 11:28:50-03","UFBA","ALCB","21288","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Silva, LB da","1986","12","18","Southern America","Brasil",NA,NA,"ca. 30 cm alt. Inflorescência amarelada.","ALCB020685","Monocotyledon",NA,"P.Beauv.","Filgueiras","14","Bahia","Salvador","Região Metropolitana Salvador, Dunas perto do aeroporto","-38.5","-12.966667","ALCB020685",NA,NA,NA,"-38.5","-12.966667","2003","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2019-10-09 11:28:50-03","UFBA","ALCB","26750","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Guedes, ML","1994","07","10","Southern America","Brasil",NA,NA,"ca. 1 m alt. Frequente.","ALCB020687","Monocotyledon",NA,"P.Beauv.","Filgueiras","3355","Bahia","São Sebastião do Passé","Recôncavo","-38.378889","-12.617778","ALCB020687",NA,NA,NA,"-38.378889","-12.617778","2003","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2019-10-09 11:28:50-03","UFBA","ALCB","40949","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Carvalho, AM de; Amorim, AMA; Sant'Ana, SC de; Jardim, JG; Souza, GR; Cruz, NB","1994","10","27","Southern America","Brasil",NA,NA,"cespitosa, colmos arroxeados passando a maduros amarelados. Folhas simples, pecíolo biglanduloso na base, glândulas pateliformes, sésseis; limbo papiráceo, 5-lobado a 5-partido, lobos oblongos, serrulados, mucronulados. Inflorescência","ALCB020677","Monocotyledon",NA,"P.Beauv.","Pinto, GCP; Menezes, CM","PCD1123","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.440278","-12.459722","ALCB020677","910","910",NA,"-41.440278","-12.459722","1997","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2019-10-09 11:28:50-03","UFBA","ALCB","40958","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Giulietti, AM; Stam, G; Guedes, ML; Bautista, HP","1994","09","27","Southern America","Brasil",NA,NA,"Folhas simples. Inflorescência em espigueta de cor dourada. Fruto aquênio. Ocasional.; Solo arenoso. Afloramento rochoso de arenito.","ALCB020678","Monocotyledon",NA,"P.Beauv.","Pinto, GCP; Menezes, CM","PCD878","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha, Rio Mucugezinho","-41.441389","-12.464444","ALCB020678","640","640",NA,"-41.441389","-12.464444","1997","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2021-02-24 18:14:24-03","UFBA","ALCB","54253","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Pereira, PA de; Guedes, ML; Lima, SS dos","1999","03","29","Southern America","Brasil",NA,NA,"0,25 m. Folhas inteiras. Inflorescência panícula de espiguetas.; vegetação de mussununga, porte herbáceo-arbustivo recobrindo solo podzol hidromórfico ou espodossolo.","ALCB020676","Monocotyledon",NA,"P.Beauv.","Guedes, ML; Pereira, PA de","41","Bahia","Eunápolis","Extremo Sul, trecho de Mata Atlntica, entre Eun polis e Porto Seguro, na RPPN (Veracel)","-39.05","-16.433333","ALCB020676",NA,NA,NA,"-39.05","-16.433333","1999","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2019-10-09 11:28:50-03","UFBA","ALCB","58535","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Mattos Silva, LA; Rocha, EA; Menezes, L; Araújo, R; Santos, BR dos","2000","10","07","Southern America","Brasil",NA,NA,"frequente em toda a área, principalmente na margem da rodovia. Ca. 70 cm alt. Folhas glabras. Inflorescência castanha (dourada).","ALCB020758","Monocotyledon",NA,"P.Beauv.","Lima, CT de","4262","Bahia","Santa Luzia","Litoral Sul, Rodovia (BA-270) que liga Santa Luzia/Canaieiras/Una, km 15. Campos naturais. Solo arenoso (Solo podzólico) lado esquerdo e direito","-39.225556","-15.501389","ALCB020758 ALCB020758_1",NA,NA,NA,"-39.225556","-15.501389","2009","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2019-10-09 11:28:50-03","UFBA","ALCB","64070","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Bastos, C; et al.","2003","04","23","Southern America","Brasil",NA,NA,"cespitosa. Conhecida com capim nativo.","ALCB020679","Monocotyledon",NA,"P.Beauv.","Ferreira, FM","s/n","Bahia","Miguel Calmon","Piemonte da Diamantina, Parque Estadual das Sete Passagens","-40.583333","-11.416667","ALCB020679",NA,NA,NA,"-40.583333","-11.416667","2008","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2019-10-09 11:28:50-03","UFBA","ALCB","9193","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Lordêlo, RP","1957","09",NA,"Southern America","Brasil",NA,NA,"Encontrada em grandes touceiras.","ALCB020681","Monocotyledon",NA,"P.Beauv.","Oliveira, RP de","57-730","Bahia","Palmeiras","Chapada Diamantina, Serra do Pai Inácio","-41.55","-12.516667","ALCB020681",NA,NA,NA,"-41.55","-12.516667","2000","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2019-10-09 11:28:50-03","UFBA","ALCB","133880","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Carvalho, MLS; Alunos da Disciplina BIO B23","2017","07","28","Southern America","Brasil",NA,NA,"41cm alt.. Inflorescência amarelada.; Vegetação sobre campo rupestre.","ALCB056206","Monocotyledon",NA,"P.Beauv.","Carvalho, MLS","475","Bahia","Mucugê","Parque municipal de Mucugê: projeto sempre viva; Trilha para a cachoeira do Tiburtino.","-4.620556","-13.024167",NA,NA,NA,NA,"-4.620556","-13.024167","2017","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2019-10-09 11:28:50-03","UFBA","ALCB","27919","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Hupsel, Y; Guedes, ML","1993","11","21","Southern America","Brasil",NA,NA,"ca. 30 cm alt. Panícula amarronzada.","ALCB020686","Monocotyledon",NA,"P.Beauv.","Filgueiras","s/n","Rio de Janeiro","Rio de Janeiro","Barra, Bosque da Barra","-43.2075004577637","-22.9027996063232","ALCB020686",NA,NA,NA,NA,NA,"2003","07","57442","auto",NA,NA,NA,NA,NA,NA,NA
"355","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1219455","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Kuyper J","1914","07","05","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219455 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219455",NA,"Poales","P.Beauv.",NA,NA,NA,NA,NA,NA,NA,"NL-L1219455",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"356","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1219456","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Goeldi EA","1918","05","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219456 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219456",NA,"Poales","P.Beauv.",NA,NA,NA,NA,"Estate ''Gavinho'' Marajo Island. Para. *.",NA,NA,"NL-L1219456",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"357","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1219458","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Fiebrig K","1908","01","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219458 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219458",NA,"Poales","P.Beauv.",NA,NA,NA,NA,"* Rio Cipa & Rio Aguvaba * Canyo. *.",NA,NA,"NL-L1219458",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"358","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1219460","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Lariser J","1932","01","01","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219460 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219460",NA,"Poales","P.Beauv.",NA,NA,NA,NA,"Maturin. *.",NA,NA,"NL-L1219460",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"359","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1219462","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Holway EWD; Holway MM","1920","06","04","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219462 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219462",NA,"Poales","P.Beauv.",NA,NA,NA,NA,"Hacieuda ''Auacuri'' Provencia de Nor Yuugan. *.",NA,NA,"NL-L1219462",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"360","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1219463","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Fiebrig K","1908","01","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219463 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219463",NA,"Poales","P.Beauv.",NA,NA,NA,NA,"Zwischen Rio und Rio Aquidaban.",NA,NA,"NL-L1219463",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"361","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1219464","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Fiebrig K","1908","01","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219464",NA,"Poales","P.Beauv.",NA,NA,NA,NA,"Zwischen Rio und Rio Aquidaban.",NA,NA,"NL-L1219464",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"362","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1219465","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Smith HH","1898","11","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219465 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219465",NA,"Poales","P.Beauv.",NA,NA,NA,NA,"Plants of Santa Marta.",NA,NA,"NL-L1219465",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"363","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492754","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Pirani JR; et al.","1987","02","07","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492754 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492754",NA,"Poales","P.Beauv.",NA,NA,NA,NA,"Goias: Parque Nacional de Chapada dos Veadeiros, ca. 1.0 km de sede do Parque NAcional da Chapada dos Veadeiros.",NA,NA,"NL-U1492754",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"364","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492755","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Irwin HS; Grear JW; Souza R; Reis dos Santos R","1966","02","05","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492755 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492755",NA,"Poales","P.Beauv.",NA,NA,NA,NA,"Plants of the Planalto do Brasil, distrito Federal. Fazenda Vargem Bonita, ca. 10 km S. of Brasilia, D.F.",NA,NA,"NL-U1492755",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"365","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492756","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Prance GT; Pena BS; Ramos JF","1966","11","27","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492756 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492756",NA,"Poales","P.Beauv.",NA,NA,NA,NA,"Plants of Brazilian Amazonia, State of Amazonas, Municipality of Humaita, Rio Madeira, Road Humaita to Labrea, km 20, open grassy savanna.",NA,NA,"NL-U1492756",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"366","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492757","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Hoock JML","1956","02","08","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492757 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492757",NA,"Poales","P.Beauv.",NA,NA,"Cayenne",NA,"Crique Passoura, Région littorale","-52.956792","5.376764","NL-U1492757",NA,NA,NA,"-52.956792","5.376764",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0142979",NA,NA,NA
"367","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492758","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Hoock JML","1955","11","15","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492758 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492758",NA,"Poales","P.Beauv.",NA,NA,"Cayenne",NA,"Lieu-Dit Marosi - Savane de Kourou, Région littorale","-52.956792","5.376764","NL-U1492758",NA,NA,NA,"-52.956792","5.376764",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0142978",NA,NA,NA
"368","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492759","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Harley RM; et al.","1974","03","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492759 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492759",NA,"Poales","P.Beauv.",NA,NA,NA,NA,"Estado De Bahia, 16 km N.W. of Lagoinha (which is 5.5 km S.W/ of Dolfina) on side road to Minas do Mimose.","-41.333333","-10.366667","NL-U1492759",NA,NA,NA,"-41.333333","-10.366667",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"369","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492760","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Harley RM; et al.","1974","01","31","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492760 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492760",NA,"Poales","P.Beauv.",NA,NA,NA,NA,"Estado de Bahia, Serra do sincora, 16 km N. of Barra da Estiva on the Paraguacu road.","-41.333333","-13.333333","NL-U1492760",NA,NA,NA,"-41.333333","-13.333333",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"370","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1493479","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Wingfield RC","1978","08","15","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493479 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1493479",NA,"Poales","P.Beauv.",NA,NA,NA,NA,"Sierra de San Luis, 4 km OSW de Curimagua, Sabana sobre LAdera seca.",NA,NA,"NL-U1493479",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"371","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1493481","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Steinbach J","1925","02","25","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493481 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1493481",NA,"Poales","P.Beauv.",NA,NA,NA,NA,"Prov. Sara, Depto. Santa Cruz.",NA,NA,"NL-U1493481",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"372","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1493483","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Huber O; Alarcon C","1983","06","26","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493483 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1493483",NA,"Poales","P.Beauv.",NA,NA,NA,NA,"Edo Bolivar, distr. Roscio: Sabanas abiertas en el valle del Rio Mapuri inferior, cerca de suconfluencia con el rio Kukenan.",NA,NA,"NL-U1493483",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"373","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1493484","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus","Smith HH","1898","11","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493484 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1493484",NA,"Poales","P.Beauv.",NA,NA,NA,NA,"Plants of Santa Marta.",NA,NA,"NL-U1493484",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"374","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1219466","PreservedSpecimen","Plantae","Gramineae","Axonopus","aureus","Axonopus aureus pilosus","Herb Lugd Batav",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219466 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219466",NA,"Poales","(Döll) Henrard",NA,NA,NA,NA,"Brasilia near Goyas. *.",NA,NA,"NL-L1219466",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","pilosus",NA,NA,NA,NA,NA
"375","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492801","PreservedSpecimen","Plantae","Gramineae","Axonopus","canescens","Axonopus canescens","Henkel TW; Chin M","1994","07","09","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492801 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492801",NA,"Poales","(Nees) Pilg.","Judziewicz EJ",NA,"Potaro-Siparuni",NA,"Potario-Siparuni. Pakaraima Mountains; Upper Ireng R watershed; Kaatnang R, near base of Malakwalai-Tipu.","-60.2","4.8","NL-U1492801",NA,NA,NA,"-60.2","4.8",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0159008",NA,NA,NA
"376","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492680","PreservedSpecimen","Plantae","Gramineae","Axonopus","canescens","Axonopus canescens","Hoock JML","1962","02","20","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492680 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492680",NA,"Poales","(Nees) Pilg.","Judziewicz EJ",NA,NA,NA,"Savane de Corossony, Région littorale",NA,NA,"NL-U1492680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0141060",NA,NA,NA
"377","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492681","PreservedSpecimen","Plantae","Gramineae","Axonopus","canescens","Axonopus canescens","Hoock JML","1962","08","08","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492681 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492681",NA,"Poales","(Nees) Pilg.","Judziewicz EJ",NA,NA,NA,NA,NA,NA,"NL-U1492681",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0141061",NA,NA,NA
"378","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492682","PreservedSpecimen","Plantae","Gramineae","Axonopus","canescens","Axonopus canescens","Hoock JML","1956","08","13","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492682 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492682",NA,"Poales","(Nees) Pilg.","Judziewicz EJ",NA,"Rupununi",NA,"Route de Central Ranch",NA,NA,"NL-U1492682",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0141062",NA,NA,NA
