"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","individualCount"
"47","2008-05-27 22:02:00-03","MO","MOBOT","1065670","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","John L. Clark|Yvonne Troya","Clark 589","1995","4","3","South America","Ecuador","Esmeraldas","Quinindé","Bilsa Biological Station. Mache mountains, 35 km W of Quinindé, 5 km W of Santa Isabel. Premontane Wet Forest. Mature forest near la casa de papaya.","-79.73333","0.35","400.00000000",NA,NA,NA,NA,"600.00000000","Alan R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2014-11-15 05:40:00-02","MO","MOBOT","1082321","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Margot S. Bass|Nigel Pitman","Bass 246","1994","11","13","South America","Ecuador","Esmeraldas","Quinindé",NA,"-79.73333","0.35","400.00000000",NA,NA,NA,NA,"600.00000000","Alan R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2014-04-04 05:50:00-03","MO","MOBOT","1241996","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","H. van der Werff|Bruce Gray|Rodolfo Vásquez|Rocío Rojas","van der Werff 15809","1998","3","27","South America","Peru","Amazonas",NA,"Laguna de Pomacochas, cloud forest and scrub on sand or humus soil.","-77.91666","-5.88333","2550.00000000",NA,NA,NA,NA,NA,"Alan R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"240","3"
"50","2011-03-29 14:15:00-03","MO","MOBOT","1553153","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","José Campos de la Cruz|et al.","Campos de la Cruz 5728","1998","11","18","South America","Peru","Cajamarca",NA,"Tabaconas. El Pajonal - camino al Páramo y al Cerro Coyona. Bosque intervenido. Terreno fongoso. Zona de amortiguamiento del Santuario Tabaconas Namballe.","-79.26722","-5.29166","2250.00000000",NA,NA,NA,NA,NA,"A. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8"
"51","2012-04-12 05:10:00-03","MO","MOBOT","1755138","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Alfredo F. Fuentes|et al.","Fuentes Claros 4541","2002","6","25","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, quebrada Jatun Chiriuno, 31 km en linea recta al este de Apolo por el camino a San José de Uchupiamonas. Bosque yungueño termo-mesotropical pluviestacional húmedo; con Podocarpus oleifolius, Melastomataceae spp y Lauraceae spp","-68.23277","-14.5","1850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-22","3"
"52","2012-04-12 05:10:00-03","MO","MOBOT","1755172","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Alfredo F. Fuentes|et al.","Fuentes Claros 4577","2002","6","26","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, quebrada Jatun Chiriuno, 31 km en linea recta al este de Apolo por el camino a San José de Uchupiamonas, trayecto de 1 km hacia el este. Bosque yungueño termo-mesotropical pluviestacional húmedo; con Podocarpus oleifolius, Melastomataceae spp y Lauraceae spp; y matorrales secundarios con Chusquea, Pteridium arachnoideum y Ericaceae","-68.23277","-14.5","1850.00000000",NA,NA,NA,NA,"1950.00000000","M. Kessler",NA,NA,NA,NA,NA,NA,NA,NA,"02-23","4"
"53","2012-04-12 05:10:00-03","MO","MOBOT","1755604","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Alfredo F. Fuentes|et al.","Fuentes Claros 4979","2002","7","13","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Pinalito, 30 km en linea recta al este de Apolo por el camino a San José de Uchupiamonas. Bosque yungueno termo-mesotropical pluviestacional húmedo, con Podocarpus oleifolius, Alchornea spp, Melastomataceae spp y Lauraceae spp; en partes con arbustedas u matorrales secundarios. Terreno montanoso, suelos con capa orga14nica de 30 cm","-68.25722","-14.49527","1900.00000000",NA,NA,NA,NA,"2020.00000000","M. Kessler",NA,NA,NA,NA,NA,NA,NA,NA,"02-31","7"
"54","2014-01-21 21:19:00-02","MO","MOBOT","1825292","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","D.L. Echeverri|et al.","Echeverri B. 465","1991","4","24","South America","Colombia","Antioquia","Belmira","Vereda el Yerbal","-75.53333","6.58333","2750.00000000",NA,NA,NA,NA,NA,"W. D. Rodriguez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-11-18 05:19:00-02","MO","MOBOT","1851137","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Iván Jiménez","Jiménez Pérez 718","2001","10","31","South America","Bolivia","La Paz","Franz Tamayo",NA,"-68.95","-14.61666","2420.00000000",NA,NA,NA,NA,NA,"Jiménez I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2017-11-18 05:19:00-02","MO","MOBOT","1851138","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Iván Jiménez","Jiménez Pérez 759","2001","3","11","South America","Bolivia","La Paz","Franz Tamayo",NA,"-68.95","-14.6","2490.00000000",NA,NA,NA,NA,NA,"Jiménez I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2017-11-18 05:19:00-02","MO","MOBOT","1851139","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Iván Jiménez","Jiménez Pérez 829","2001","5","11","South America","Bolivia","La Paz","Franz Tamayo",NA,"-68.93333","-14.6","2150.00000000",NA,NA,NA,NA,NA,"Jiménez I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-08-22 17:03:00-03","MO","MOBOT","1884878","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","L. Cayola|et al.","Cayola Pérez 350","2003","4","26","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional-ANMI Madidi, Senda Apolo-San José de Uchupiamonas, media hora antes de llegar a Piñalito. Parcela temporal de muestreo (0,05 ha) 102.","-68.2666667","-14.5166667","2200.00000000",NA,NA,NA,NA,NA,"Smit A.R. & Kessler M.",NA,NA,NA,NA,NA,NA,NA,NA,"03-13","1"
"59","2018-10-27 13:34:00-03","MO","MOBOT","1917957","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 18482","2003","7","15","South America","Peru","Pasco","Oxapampa","Along old road Oxapampa-Cerro de Pasco. Heavily disturbed montane forest.","-75.1","-10.5833333","2000.00000000",NA,NA,NA,NA,NA,"Alan R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"342","15"
"60","2019-03-25 14:03:00-03","MO","MOBOT","1917964","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 18488","2003","7","15","South America","Peru","Pasco","Oxapampa","Along old road Oxapampa-Cerro de Pasco. Heavily disturbed montane forest.","-75.1","-10.5833333","2000.00000000",NA,NA,NA,NA,NA,"Alan R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"342","2"
"61","2019-03-25 14:01:00-03","MO","MOBOT","1917966","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 18490","2003","7","15","South America","Peru","Pasco","Oxapampa","Along old road Oxapampa-Cerro de Pasco. Heavily disturbed montane forest.","-75.1","-10.5833333","2000.00000000",NA,NA,NA,NA,NA,"Alan R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"342","4"
"62","2016-04-29 09:40:00-03","MO","MOBOT","1924218","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Alfredo F. Fuentes|Narel Paniagua Zambrana|L. Cayola|Susan Whitehead|Ramiro Cuevas|Rolando Cuevas|Lander Cuevas|Evert Cuevas","Fuentes Claros 5955","2003","11","11","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Piedra Blanca, 10,4 km en linea recta al S de Pata, camino a Santa Cruz del Valle Ameno.","-68.6719445","-14.6288889","1920.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"03-15","4"
"63","2016-04-29 09:40:00-03","MO","MOBOT","1924228","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Alfredo F. Fuentes|Narel Paniagua Zambrana|L. Cayola|Susan Whitehead|Ramiro Cuevas|Rolando Cuevas|Lander Cuevas|Evert Cuevas","Fuentes Claros 5963","2003","11","11","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Piedra Blanca, 10,4 km en linea recta al S de Pata, camino a Santa Cruz del Valle Ameno.","-68.6719445","-14.6288889","1920.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"03-15","5"
"64","2008-05-27 22:02:00-03","MO","MOBOT","2271275","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","M. Kessler","Kessler 11278",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2012-04-12 05:10:00-03","MO","MOBOT","2674594","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Alfredo F. Fuentes|et al.","Fuentes Claros 7190","2005","4","22","South America","Bolivia","La Paz","Muñecas","Marumpampa, subiendo cerro al SW. Bosque montano estacional con Nectandra cf. laurel, Clethra sp. y Alchornea spp. Laderas fuertemente inclinadas en sucesion de filos y quebradas, expuestas al W. Inventario fitosociologico Madidi 12.","-68.64722","-15.23416","2100.00000000",NA,NA,NA,NA,NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,"05-16","2"
"66","2015-03-12 06:15:00-03","MO","MOBOT","2726581","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","H. van der Werff|Abel Monteagudo|R. Francis|J.L. Mateo|César Rojas","van der Werff 19887","2005","5","7","South America","Peru","Pasco","Oxapampa","Distr. Oxapampa. La Suiza Nueva. Low montane forest, 10-15 m tall and meadows with Xyris, Eriocaulaceae and Trichomanes lucens.","-75.45611","-10.56222","2200.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"384","4"
"67","2014-04-04 05:53:00-03","MO","MOBOT","2739970","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Rodolfo Vásquez","Vásquez Martínez 30624","2005","1","14","South America","Peru","Pasco","Oxapampa","Dist. Huancabamba. P.N. Yanachaga-Chemillén, Sector Quebrada Yanachaga. Bosque primario.","-75.48444","-10.40361","2200.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8"
"68","2011-03-23 10:27:00-03","MO","MOBOT","2744225","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","L. Franco Mellado N.","Mellado 2912","2005","3","17","South America","Peru","Pasco","Oxapampa","Dist. Oxapampa. Sector Grapanazu, relleno sanitario. Bosque primario.","-75.4263889","-10.5538889","1800.00000000",NA,NA,NA,NA,NA,"P.H.Labiak (UPCB) & M.Sundue (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"69","2012-04-20 05:09:00-03","MO","MOBOT","2749027","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Rocío Rojas","Rojas Gonzáles 2948","2004","6","18","South America","Peru","Pasco","Oxapampa","Dist. Chontabamba. La Suiza Vieja. Bosque de carretera.","-75.50555","-10.64638","2050.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5"
"70","2012-05-25 10:49:00-03","MO","MOBOT","3017264","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Carlos Morales|Diego Reyes","Morales 1669","2006","2","24","South America","Ecuador","Morona-Santiago","Limón Indanza","Región de la Cordillera del Cóndor, al oeste del Río Zamora. Cerca a la población de Santa Susana de Chiviaza, en la loma arriba de la población. Suelo arenoso derivado de roca arenisca, con sílice. Bosque muy húmedo montano bajo. Bosque intervenido por pastos y minería.","-78.3716667","-2.9227778","1560.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"13","9"
"71","2014-06-22 09:53:00-03","MO","MOBOT","3026221","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Diego Reyes|Carlos Morales","Reyes 1087","2006","3","24","South America","Ecuador","Morona-Santiago","Limón Indanza","Región de la Cordillera del Cóndor. Santa Susana de Chiviaza, al oeste del Río Zamora. Cerro Chiviaza. Suelo derivado de roca arenisca de la formación Hollín. Bosque muy húmedo premontano. Bosque ligeramente intervenido.","-78.3716667","-2.9227778","1150.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"9","8"
"72","2013-06-02 05:38:00-03","MO","MOBOT","3111522","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Gloria Calatayud|Isau Huamantupa|Efraín Suclli|V. Chama|L. Cárdenas|M. Luza|N. Anaya|M. Callalli","Calatayud Hermosa 3328","2005","8","21","South America","Peru","Cusco","La Convención","Dist. Echarati, Localidad Alturas de San Antonio, Bosque Primario","-72.51666","-12.41666","1936.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5"
"73","2016-12-17 05:24:00-02","MO","MOBOT","3289622","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Alfredo F. Fuentes|A. T. Fernández C.|I. Loza|Modesto Chambi|Rubén Cuqui","Fuentes Claros 11640","2007","4","30","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Mojos, sector Lagunillas, por el camino a Queara, parcela temporal 218 (0.1 ha). Bosque de yungas montano inferior pluvial. Plantas secadas en campo.","-68.94138","-14.60638","2090.00000000",NA,NA,NA,NA,NA,"I. Jimenez (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,"07-24","1"
"74","2010-04-28 22:09:00-03","MO","MOBOT","3377842","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Santiago Madriñán|César E. Barbosa","Madriñán R. 310","1989","7","16","South America","Colombia","Magdalena",NA,"Alto Rio Buritaca Alto de Mira por el camino hasta el pico de.","-73.8","11.08333","1100.00000000",NA,NA,NA,NA,"1500.00000000","Alan R. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2014-05-01 20:33:00-03","MO","MOBOT","3378768","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Alan R. Smith","Smith 1462","1982",NA,NA,"South America","Venezuela","Mérida",NA,"Dtto Andres Bello: La Carbonera, ca. 13 mi NNW of Jaji along Hwy 4, property of the Unviersidad de los Andes; montane rain forest.","-71.43333","8.66666","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","3379246","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Gerrit Davidse|James S. Miller","Davidse 28121","1984","6","16","South America","Venezuela","Distrito Federal",NA,"Departemento Vargas, Serrania de la Costa, 2-6 km NW of the La Victoria-Colonia Tovar Highway , along the road to Costa de la Maya, ca. 8-12 km W of Colonia Tovar.","-67.33333","10.41666","2100.00000000",NA,NA,NA,NA,"2200.00000000","A.R. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2009-07-17 07:37:00-03","MO","MOBOT","3380889","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Julian A. Steyermark|Ronald L. Liesner","Steyermark 118277","1979","7","22","South America","Venezuela","Táchira",NA,"Wet forested slopes Quebrada Agua Azul, over slate-shale substrate, south of El Reposo, 14 km SE of delicias.","-72.4","7.51666","2150.00000000",NA,NA,NA,NA,"2300.00000000","Alan r. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2010-09-27 11:45:00-03","MO","MOBOT","3428755","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Julian A. Steyermark|Gerrit Davidse|Ronald L. Liesner","Steyermark 127808","1982","12","8","South America","Venezuela","Distrito Federal",NA,"Dpto. Libertador: selva nublada a lo largo del camino Costa de Maya, hacia San Antonio y Hacienda Santa Luisa, noroeste de la Colonia Tovar, 5-10 kms desde la carretera principal de La Victoria-Colonia Tovar.","-67.35","10.45","2020.00000000",NA,NA,NA,NA,NA,"P.H. Labiak (UPCB) & M. Sundue (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"79","2012-05-30 15:47:00-03","MO","MOBOT","3451718","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Wilson Quizhpe|Abel Wisum","Quizhpe 2416","2007","3","4","South America","Ecuador","Zamora-Chinchipe","Palanda","Región de la Cordillera del Cóndor. Parroquia San Francisco de Vergel. Sector de La Canela, por el sendero a Loyola. Bosque muy húmedo montano bajo.","-78.9622222","-4.6019444","1500.00000000",NA,NA,NA,NA,"1800.00000000","A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"80","5"
"80","2012-04-12 05:10:00-03","MO","MOBOT","3463938","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Alfredo F. Fuentes|R. Lipa|Javier Quisbert","Fuentes Claros 12299","2008","3","4","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, entre Mojos y Queara sector Fuertecillo por el camino al inciensal Linter, parcela permanente Madidi 26. Bosque de yungas montano inferior pluvial. Plantas alcoholizadas.","-68.93527","-14.595","2030.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"08-33","5"
"81","2008-05-27 22:02:00-03","MO","MOBOT","35473","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Benjamin Øllgaard","Øllgaard 74930","1988","6","22","South America","Ecuador","Zamora-Chinchipe",NA,"Parque Nacional Podocarpus. Quebrada Río San Francisco, at new road Loja - Zamora (in construction). Wet montane forest.","-79.08333","-3.96666","2040.00000000",NA,NA,NA,NA,"2250.00000000","synonomy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","806553","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Gerrit Davidse|James S. Miller","Davidse 28136","1984","6","16","South America","Venezuela","Distrito Federal",NA,"VARGAS: Serranía de la Costa, 2-6 km NW of the La Victoria-Colonia Tovar Highway, along the road to Costa de la Maya, ca. 8-12 km W of Colonia Tovar. 10º25'-10º26'N, 67º20'-67º21'W; elev. 2100-2200 m. Partially disturbed","-67.35","10.43333","2100.00000000",NA,NA,NA,NA,"2200.00000000","A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"84-39","5"
"83","2009-10-28 17:02:00-02","MO","MOBOT","2744516","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","R. Bonino","Bonino 302","2002","2",NA,"South America","Peru","Cajamarca","San Ignacio","Dist. San José de Lourdes. Localidad de Buenos Aires (Cerro El Parco). Bosque primario.","-77.885","-5.70111","1900.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"84","2020-07-10 09:46:23-03","MBML","MBML-HERBARIO","53597",NA,"Plantae",NA,NA,"Grammitidaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","A.C. Brade; et al","18281","1946","05","17",NA,"Brasil","Espírito Santo","Limoeiro","Santa Maria",NA,NA,NA,NA,NA,"MBML053597","MBML053597",NA,"P. Labiak/IX-2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-06-10 10:11:30-03","FZB-BH","BHZB","8298","S","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri",NA,"Rezende, S.G et al.","3845","2009","07","28",NA,"Brasil","MG","Mariana","Mina de Samarco, Norte de Alegria 1 e 6","-43.514722","-20.154722","1180",NA,"Coord: 20° 9' 17 S; 43° 30' 53W. Alt: 1180 a 1250 m. BHCB 146011",NA,NA,"1180","Almeida, T.E.",NA,NA,NA,"2011",NA,"43W 30' 53","20S 9' 17",NA,NA,NA
"86","2018-03-19 15:28:14-03","F","FMNH-PTERIDOPHYTES","C0629686F","PreservedSpecimen","Plantae",NA,NA,NA,"Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A. R. Sm.","Rod. Vasquez et al.","26157","1999","4","22","South America","Peru","Cajamarca","San Ignacio","Distrito San Jose de Lourdes; Selva Andina","-78.9","-5","1800",NA,NA,"C0629686F","C0629686F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-02-05 15:10:07-03","F","FMNH-PTERIDOPHYTES","C0656217F","PreservedSpecimen","Plantae",NA,NA,NA,"Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A. R. Sm.","H. van der Werff et al.","18482","2003","7","15","South America","Peru","Pasco","Oxapampa",NA,NA,NA,NA,NA,NA,"C0656217F","C0656217F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-09-12 05:00:02-03","US","US","3297127","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","J. A. Steyermark","91722","1963","10","17","South America - Neotropics","Venezuela",NA,NA,"Distrito Federal: quebrada along headwaters of stream on seaward side, between El Junquito and Colnia Tovar, 12 km. west of bifurcation of Colonia Tovar-Carayaca road",NA,NA,"2200",NA,NA,"US01607558",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"89","2020-09-12 05:00:02-03","US","US","1482786","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","C. Schunke","23","1924","9",NA,"South America - Neotropics","Peru","Junin",NA,"Chanchamayo Valley, Dept. Junin",NA,NA,"1500",NA,NA,"US01607560",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"90","2020-09-12 05:00:02-03","US","US","2290232","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","M. L. Grant","10767","1945","2","2","South America - Neotropics","Colombia","Magdalena",NA,"Cordillera Oriental, Dep: Magdalena, Sierra de Perijá, 8 km. east-me. of Manaure, 44 km. east of Valledupar, 5 km. from the Venezuelan border",NA,NA,"2375",NA,NA,"US01607553","US01607553_01",NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"91","2020-09-12 05:00:02-03","US","US","1121477","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","H. F. Pittier","10043","1921","12","28","South America - Neotropics","Venezuela","Aragua",NA,"Colonia Tovar and vicinity, in meadows and forest",NA,NA,"2000",NA,NA,"US01607555","US01607555_01","2100",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
