"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","phylum","order","scientificNameAuthorship","typeStatus","year","month","day","minimumElevationInMeters","maximumElevationInMeters","imagecode","decimalLongitude","decimalLatitude","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"85","2020-02-08 09:04:34-03","NBC","NL-BOTANY","U.1592894","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Plowman TC; Schunke Vigo J",NA,"Southern America","Peru",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1592894 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1592894","Dept. San Martin: Prov. Mariscal Caceras. Distrito Tocache Nuevo. Tocache Nuevo. Approx.",NA,"Ericales","(A.DC.) Eyma",NA,"1981","12","24",NA,NA,"NL-U1592894","-76.5","-8.183333",NA,NA,NA,NA,NA,NA,NA,"-76.5","-8.183333","Magnoliopsidae",NA,NA,NA,NA
"86","2020-02-08 09:04:34-03","NBC","NL-BOTANY","WAG.1829750","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Bruijn J de",NA,"Southern America","Colombia",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1829750 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1829750","Border between Departamentos Antioquia and Bolivar, Secondary forest near the confluence of the rivers Ité and Tamar into the river Cimitarra, ± 38 km W. of Barrancabermeja.",NA,"Ericales","(A.DC.) Eyma",NA,"1967","03","02",NA,NA,"NL-WAG1829750","-74.25","6.916667",NA,NA,NA,NA,NA,NA,NA,"-74.25","6.916667","Magnoliopsidae",NA,NA,NA,NA
"87","2020-02-08 09:04:34-03","NBC","NL-BOTANY","WAG.1829751","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Bruijn J de",NA,"Southern America","Colombia",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1829751 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1829751","Border between Departamentos Antioquia and Bolivar, Secondary forest near the confluence of the rivers Ité and Tamar into the river Cimitarra, ± 38 km W. of Barrancabermeja.",NA,"Ericales","(A.DC.) Eyma",NA,"1967","03","02",NA,NA,"NL-WAG1829751","-74.25","6.916667",NA,NA,NA,NA,NA,NA,NA,"-74.25","6.916667","Magnoliopsidae",NA,NA,NA,NA
"88","2020-02-08 09:04:34-03","NBC","NL-BOTANY","WAG.1829752","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Bruijn J de",NA,"Southern America","Colombia",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1829752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1829752","Border between Departamentos Antiquia and Bolivar, Secondary forest near the confluence of the rivers Ité and Tamar into the river Cimitarra, ± 38 km W. of Barrancabermeja.",NA,"Ericales","(A.DC.) Eyma",NA,"1967","03","03",NA,NA,"NL-WAG1829752","-74.25","6.916667",NA,NA,NA,NA,NA,NA,NA,"-74.25","6.916667","Magnoliopsidae",NA,NA,NA,NA
"89","2021-01-14 15:33:34-03","MN","R","12053","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Glaziou, A.F.M.","18355",NA,"Brasil","Rio de Janeiro",NA,NA,"Plantas do Brasil Central","R000012053","São Cristovão",NA,NA,"(Mart.) D. Dietr.",NA,"1891","06","18",NA,NA,"R000012053_001","-43.2075004577637","-22.9027996063232","Cardoso, J.","Rio de Janeiro","57442","auto","1984","09",NA,NA,NA,NA,NA,NA,NA,NA
"90","2015-07-02 14:04:17-03","JBP","HPL","7226","S","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","H. Lorenzi","2580",NA,"Brasil","BA",NA,NA,NA,NA,"Coletado nas proximidades do Club Med - em área de capoeira de restinga, sobre terreno muito arenoso.",NA,NA,NA,NA,"2001","01","15",NA,NA,NA,"-38.6786","-12.8883","H. Lorenzi","Itaparica","8126","auto","2001","01","15",NA,NA,NA,NA,NA,NA,NA
"91","2019-02-15 11:50:25-02","IPA","IPA","28665","S","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Coelho, D.; Osmarino; Osmarino","s.n.","Southern America","Brasil","Amazonas",NA,NA,"Árvore de 20m de altura x 30cm de diâmetro. Frutos jovens.; Mata de terra firme; solo argiloso.","IPA0028665","estrada Manaus-Itacoatiara km 69.","Plantae",NA,"(A. DC.) Eyma",NA,"1969","08","27",NA,NA,NA,NA,NA,"Alves-Araújo, A.",NA,NA,NA,"2008","04","30",NA,NA,NA,NA,NA,NA,NA
"92","2014-10-14 15:56:32-03","BS","M","M-0174254","S","Plantae","Sapotaceae","Labatia","macrocarpa","Labatia macrocarpa","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,NA,NA,"M0174254",NA,"Magnoliophyta","Ericales","Mart.","ORIGINALMATERIAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"93","2014-10-14 15:56:32-03","BS","M","M-0174255","S","Plantae","Sapotaceae","Labatia","macrocarpa","Labatia macrocarpa","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,NA,NA,"M0174255",NA,"Magnoliophyta","Ericales","Mart.","ORIGINALMATERIAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"94","2014-10-14 15:56:32-03","BS","M","M-0174256","S","Plantae","Sapotaceae","Labatia","macrocarpa","Labatia macrocarpa","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,NA,NA,"M0174256","Habitat in sylvis Japurensibus inter Maribi et São João do Principe. Provinciae Rio Negro.","Magnoliophyta","Ericales","Mart.","HOLOTYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"95","2014-10-14 15:56:32-03","BS","M","M-0174257","S","Plantae","Sapotaceae","Labatia","macrocarpa","Labatia macrocarpa","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,NA,NA,"M0174257","In ripa fluv. Japura.","Magnoliophyta","Ericales","Mart.","ISOTYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"96","2014-10-14 15:56:32-03","BS","M","M-0174258","S","Plantae","Sapotaceae","Labatia","macrocarpa","Labatia macrocarpa","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,NA,NA,"M0174258","Provinc. Japura.","Magnoliophyta","Ericales","Mart.","ISOTYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"97","2014-10-14 15:56:32-03","BS","M","M-0174259","S","Plantae","Sapotaceae","Labatia","macrocarpa","Labatia macrocarpa","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,NA,NA,"M0174259","In ripa fluv. Japura.","Magnoliophyta","Ericales","Mart.","ISOTYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"98","2020-04-27 16:11:41-03","UFES","VIES","41883","S","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Cruz, E.D.; Silva, M.V.F.; Nascimento, M.P.","1053",NA,"Brasil","Pará",NA,NA,NA,"VIES041883","Ao lado da ponte que dá acesso à cidade.",NA,NA,"(Mart.) D.Dietr.",NA,"2015","05","26",NA,NA,"VIES041883","-48.764444","-1.873056","A. Alves-Araújo","Moju",NA,NA,"2019","05","17","48º45'52''W","1º52'23''S",NA,NA,NA,NA,NA
"99","2020-04-27 16:11:41-03","UFES","VIES","41884","S","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Cruz, E.D.","880",NA,"Brasil","Pará",NA,NA,NA,"VIES041884","Várzea alta, ao lado da ponte do rio Acará na Alça Viária.",NA,NA,"(Mart.) D.Dietr.",NA,"2014","01","15",NA,NA,"VIES041884","-48.1967010498047","-1.96082997322083","A. Alves-Araújo","Acará","100976","auto","2019","05","17",NA,NA,NA,NA,NA,NA,NA
"100","2019-08-16 08:41:07-03","UTFPR","HCF","24421","S","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","M. Lautert","409",NA,"Brasil","MT",NA,NA,"Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e Cerrado, encontrada em Floresta Amazônica em solo seco. Altura 3 m, CAP 30 cm. Casca morta marrom, casca viva vermelha. Folhas simples, discolores. Presença de resina branca. Frutos redondos, maduros verdes com polpa amarela e semente negra.",NA,"Resgate de FLORA da UHE Colider. Estrada",NA,NA,"(A.DC.) Eyma",NA,"2015","01","07","306","306",NA,"-55.499444","-10.823611","M. Lautert","Colider",NA,NA,"2015","04",NA,"55°29'58 W","10°49'25 S",NA,NA,NA,NA,NA
"101","2013-04-01 09:19:19-03","IPT","BCTW","19269","S","Plantae",NA,"Pouteria","macrocarpa","Pouteria macrocarpa","Santos Filho, Z.",NA,NA,"Brasil","Pará",NA,NA,NA,NA,"vegetação de capoeira","Magnoliophyta",NA,"(Martius) D.Dietr.",NA,"1992","10","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"102","2013-04-01 09:19:19-03","IPT","BCTW","6445","S","Plantae",NA,"Pouteria","macrocarpa","Pouteria macrocarpa",NA,NA,NA,"Brasil","Pará",NA,NA,"Sinonímia: Lucuma paraensis",NA,NA,"Magnoliophyta",NA,"(Mart.) D. Dietr.",NA,NA,NA,NA,NA,NA,NA,"-48.5044","-1.45583","IPT","Belém","48462","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"103","2013-04-01 09:19:19-03","IPT","BCTW","10162","S","Plantae",NA,"Pouteria","macrocarpa","Pouteria macrocarpa",NA,NA,NA,"Brasil",NA,NA,NA,"Coleção Guayana do New York Botanical Garden",NA,NA,"Magnoliophyta",NA,"(Mart.) D. Dietr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pará",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"104","2013-04-01 09:19:19-03","IPT","BCTW","6573","S","Plantae",NA,"Pouteria","macrocarpa","Pouteria macrocarpa",NA,NA,NA,"Brasil","Pará",NA,NA,"Sinonímia: Lucuma dissepala",NA,NA,"Magnoliophyta",NA,"(Krause) Ducke",NA,NA,NA,NA,NA,NA,NA,"-48.5044","-1.45583","IPT","Belém","48462","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"105","2013-04-01 09:19:19-03","IPT","BCTW","8206","S","Plantae",NA,"Pouteria","multiflora","Pouteria multiflora",NA,NA,NA,"Porto Rico",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"(A. DC.) Eyma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"106","2020-12-21 16:44:52-03","MBM","MBM","403965","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Lautert, M.; Oliveira, V.F.; Thomé, R.S.; Virtuoso, V.S.; Oliveira, V.F.; Thomé, R.S.; Virtuoso, V.S.","409","Southern America","Brazil","Mato Grosso",NA,NA,"Altura 3m. CAP 30cm. Casca morta marrom, casca viva vermelha. Folhas simples, discolores. Presença de resina branca. Frutos redondos, maduros verdes com polpa amarela e semente negra.; Floresta do Planalto dos Parecis, região de ec","MBM403965","Resgate de Flora da UHE Colíder, Estrada para UHE.",NA,NA,"(Huber) Ducke",NA,"2015","01","07","306","306","MBM403965","-55.499444","-10.823611","Lautert, M.","Colíder",NA,NA,"2015","04",NA,"-55.499444","-10.823611",NA,NA,NA,NA,NA
"107","2015-09-28 10:32:10-03","MNHN","RECOLNAT_MNHN_P","P00647970","PreservedSpecimen",NA,"Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Huber, D.",NA,NA,"Brésil",NA,"hb",NA,"Reçu le 8 juillet 1919 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647970' target='other'> <mi>dwc_moreinfo</mi></a>","P00647970","Belem do Para, cult.",NA,NA,"(A.DC.) Eyma",NA,"1896","5","8",NA,NA,"P00647970_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108",NA,NA
"108","2008-05-27 22:02:00-03","MO","MOBOT","1441654","PreservedSpecimen","Plantae","Sapotaceae","Achras","acana","Achras acana","James A. Duke","Duke 11501","South America","Colombia","Chocó",NA,NA,NA,NA,"Woods E. of the beach ca. 1 mile N. of Juarin; el. 10-100 m. (067-730)",NA,NA,"Sessé & Moc.",NA,"1967","5","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2011-02-23 13:34:00-03","MO","MOBOT","3269862","PreservedSpecimen","Plantae","Sapotaceae","Labatia","macrocarpa","Labatia macrocarpa","C.A. Cid Ferreira|J. Ramos|C.D.A. da Mota|N. Rosas","Cid Ferreira 1965","South America","Brazil","Pará",NA,NA,NA,NA,"Mun. de Oriximiná, rio Trombetas, margem direita, Porto Trombetas, estrada da Mineração Rio-Norte km 60 atras da Mina Bauxita, proximo ao igarape Saracazinho. Mata de terra firme, solo argilo-arenoso.",NA,NA,"Mart.",NA,"1980","8","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2008-05-27 22:02:00-03","MO","MOBOT","1591631","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","C. Barrera","Barrera s.n.","South America","Colombia","Boyacá",NA,NA,NA,NA,"Near Llano.",NA,NA,"(Mart.) D. Dietr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pennington, Fl.Neotrop. 52:427","Santa María",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2008-05-27 22:02:00-03","MO","MOBOT","1591632","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Enrique Forero|et al.","Forero 856","South America","Colombia","Meta",NA,NA,NA,NA,"Sierra de La Macarena.",NA,NA,"(Mart.) D. Dietr.",NA,NA,NA,NA,NA,NA,NA,"-73.88302","2.50896","Pennington, Fl.Neotrop. 52:","La Macarena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2012-03-12 12:57:00-03","MO","MOBOT","100456331","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","D. Sabatier","Sabatier 5500","South America","French Guiana",NA,NA,NA,NA,NA,"Interfluve Kourouaï-Kapiri, sud rivière Kourouaï.",NA,NA,"(Mart.) D. Dietr.",NA,"2008","11","21",NA,NA,NA,"-52.0866666","4.0569444","Sabatier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"113","2010-07-04 20:18:00-03","MO","MOBOT","3376414","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","William Andrew Archer","Archer 7914","South America","Brazil","Pará",NA,NA,NA,NA,"South forest of the I.A.N. Belém.",NA,NA,"(Mart.) D. Dietr.",NA,"1942","12","2",NA,NA,NA,NA,NA,"T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2008-05-27 22:02:00-03","MO","MOBOT","3376616","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Ricardo de Lemos Fróes","Fróes 70","South America","Brazil","Amazonas",NA,NA,NA,NA,"Basin of Rio Solimoes. Colonia; terra firme, highland.",NA,NA,"(Mart.) D. Dietr.",NA,"1941","5","29",NA,NA,NA,NA,NA,"T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2011-06-09 17:58:00-03","MO","MOBOT","406561","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Alwyn H. Gentry|Hermes Cuadros V.","Gentry 57293","South America","Colombia","Bolívar",NA,NA,NA,NA,"Quebrada la Culebra, La Raya, Caño Caribona between junction of Rios Canca and Magdalena. Transect 2.",NA,NA,"(A. DC.) Eyma",NA,"1987","5","4",NA,NA,NA,"-74.91666","8.33333","A. Gentry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-83","3",NA
"116","2008-05-27 22:02:00-03","MO","MOBOT","408068","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Alwyn H. Gentry","Gentry 9740","South America","Ecuador","Napo",NA,NA,NA,NA,"Río Pucino, first major tributary of Río Aguarico above bridge at Aguarico (near Lago Agrio).",NA,NA,"(A. DC.) Eyma",NA,"1974","2","9","250.00000000",NA,NA,"-76.918","0.037","T.D. Pennington (K)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3362","4",NA
"117","2011-04-22 14:29:00-03","MO","MOBOT","1523028","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Manuel J. Macía|Romel Montúfar|Comunidad Huaorani de Tiputini","Macía 1753","South America","Ecuador","Orellana",NA,NA,NA,NA,"Parque Nacional Yasuní. Carretera Pompeya Sur-Iro, Plano inundable Km. 32,4. Plot # 12.",NA,NA,"Pierre",NA,"1997","10","7","250.00000000","300.00000000",NA,"-76.4558333","-0.6","M. J. Macía",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"118","2011-04-22 13:51:00-03","MO","MOBOT","1522994","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Manuel J. Macía|Romel Montúfar|B. Mesa|comunidad Huaorani de Dicaro","Macía 1385","South America","Ecuador","Orellana",NA,NA,NA,NA,"Parque Nacional Yasuní. Carretera Pompeya Sur-Iro, Plano inundable Km. 84,7. Plot # 22.",NA,NA,"Pierre",NA,"1997","9","22","250.00000000","300.00000000",NA,"-76.2333333","-0.8666667","M. J. Macía",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"119","2011-04-22 15:54:00-03","MO","MOBOT","1523079","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Manuel J. Macía|H. Romero|comunidad Huaorani de Dicaro","Macía 2267","South America","Ecuador","Orellana",NA,NA,NA,NA,"Parque Nacional Yasuní. Carretera Pompeya Sur-Iro, Tierra firme Km. 105,8 . Plot # 18.",NA,NA,"Pierre",NA,"1998","2","23","250.00000000","300.00000000",NA,"-76.2227778","-0.9752778","M. J. Macía",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"120","2011-04-22 16:02:00-03","MO","MOBOT","1523095","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Manuel J. Macía|H. Romero|comunidad Huaorani de Dicaro","Macía 2418","South America","Ecuador","Orellana",NA,NA,NA,NA,"Parque Nacional Yasuní. Carretera Pompeya Sur-Iro, Tierra firme Km. 105,8 . Plot # 18.",NA,NA,"Pierre",NA,"1998","2","27","250.00000000","300.00000000",NA,"-76.2227778","-0.9752778","M. J. Macía",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"121","2011-04-22 16:02:00-03","MO","MOBOT","1523111","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Manuel J. Macía|H. Romero|comunidad Huaorani de Dicaro","Macía 2425","South America","Ecuador","Orellana",NA,NA,NA,NA,"Parque Nacional Yasuní. Carretera Pompeya Sur-Iro, Tierra firme Km. 105,8 . Plot # 18.",NA,NA,"Pierre",NA,"1998","2","27","250.00000000","300.00000000",NA,"-76.2227778","-0.9752778","M. J. Macía",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"122","2016-11-10 15:02:00-02","MO","MOBOT","100937351","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Ieda L. do Amaral|M.N. Silva|O.P. Monteiro|J. Lima|Lois Brako|William D. Reese|M. Dibben","Amaral 1374","South America","Brazil","Pará",NA,NA,NA,NA,"Estrada Santarém-Cuiabá, BR 163, km 1221, próximo a uma piçarreira.",NA,NA,"(A. DC.) Eyma",NA,"1983","5","21",NA,NA,NA,"-55.6666667","-5.9166667","A. Alves-Araújo","Itaituba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"123","2020-12-26 10:27:00-03","MO","MOBOT","101240821","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Carlos E. Cerón|et al.","Cerón Martínez 41680","South America","Ecuador","Sucumbíos",NA,NA,NA,NA,"Parroquia Limoncocha. Reserva Biológica Limoncocha. Sendero entre la guardería de la Reserva Biológica y el borde de la laguna. Bosque húmedo tropical. Con Walter Sarabia, Misael Yánez y Francisco Grefa. Informante: Domingo Andi (70+ años de edad).",NA,NA,"(A. DC.) Eyma",NA,"2000","7","1","230.00000000",NA,NA,"-76.6166667","-0.4","C.E. Cerón (QAP)","Shushufindi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"124","2008-05-27 22:02:00-03","MO","MOBOT","1061703","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Nestor Jaramillo|et al.","Jaramillo 1056","South America","Peru","Amazonas",NA,NA,NA,NA,"Yamayakat. Bosque primario.",NA,NA,"(A. DC.) Eyma",NA,"1996","2","3","320.00000000",NA,NA,"-78.31666","-4.91666","C. Díaz (MO)","Bagua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"125","2018-09-19 15:32:00-03","MO","MOBOT","1062271","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Nestor Jaramillo|et al.","Jaramillo 1395","South America","Peru","Amazonas",NA,NA,NA,NA,"YamayakatBosque de Rivera",NA,NA,"(A. DC.) Eyma",NA,"1996","3","15","320.00000000",NA,NA,"-78.3166667","-4.9166667","R. Vasquez (MO)","Bagua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA
"126","2014-04-05 06:07:00-03","MO","MOBOT","1082000","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Milton Aulestia|Bainca","Aulestia 3464","South America","Ecuador","Napo",NA,NA,NA,NA,"Reserva Etnica Huaorani. Carretera y oleoducto de Maxus, Km 116+6. Ramal de carretera a Plataforma IRO. Bosque húmedo Tropical. Bosque primario. Colinas de suelos rojos.",NA,NA,"(A. DC.) Eyma",NA,"1995","3","9","245.00000000",NA,NA,"-76.2","-1.05","D. Neill (MO)","Aguarico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"127","2014-04-05 06:07:00-03","MO","MOBOT","1082021","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Milton Aulestia|Bainca","Aulestia 3485","South America","Ecuador","Napo",NA,NA,NA,NA,"Reserva Etnica Huaorani. Carretera y oleoducto de Maxus, Km 116+6. Ramal de carretera a Plataforma IRO. Bosque húmedo Tropical. Bosque primario. Colinas de suelos rojos.",NA,NA,"(A. DC.) Eyma",NA,"1995","3","9","245.00000000",NA,NA,"-76.2","-1.05","D. Neill (MO)","Aguarico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"128","2014-04-05 06:07:00-03","MO","MOBOT","1082051","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Milton Aulestia|Bainca","Aulestia 3515","South America","Ecuador","Napo",NA,NA,NA,NA,"Reserva Etnica Huaorani. Carretera y oleoducto de Maxus, Km 116+6. Ramal de carretera a Plataforma IRO. Bosque húmedo Tropical. Bosque primario. Colinas de suelos rojos.",NA,NA,"(A. DC.) Eyma",NA,"1995","3","11","245.00000000",NA,NA,"-76.2","-1.05","D. Neill (MO)","Aguarico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2008-05-27 22:02:00-03","MO","MOBOT","1109386","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","John L. Clark","Clark 1951","South America","Ecuador","Esmeraldas",NA,NA,NA,NA,"Bilsa Biological Station. Mache Mountains, 35 km W of Quinindé, 5 km W of Santa Isabel. Premontane Wet Forest.",NA,NA,"(A. DC.) Eyma",NA,"1996","2","12","400.00000000","600.00000000",NA,"-79.73333","0.35","John L. Clark (QCNE)","Quinindé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2012-05-18 05:08:00-03","MO","MOBOT","1109486","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","John L. Clark|John Leffingwell","Clark 2381","South America","Ecuador","Esmeraldas",NA,NA,NA,NA,"Bilsa Biological Station. Mache Mountains, 35 km W of Quinindé, 5 km W of Santa Isabel. Premontane Wet Forest.",NA,NA,"(A. DC.) Eyma",NA,"1996","3","31","400.00000000","600.00000000",NA,"-79.73333","0.35","J. Clark (US)","Quinindé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2017-08-03 05:22:00-03","MO","MOBOT","1121522","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Philip A. Silverstone-Sopkin|Néstor Paz Z.","Silverstone-Sopkin 7197","South America","Colombia","Risaralda",NA,NA,NA,NA,"Hacienda Los Visos, cerca de caserío Estación Villegas, acceso desde carretera Cerritos-Pereira en Camino Real, loma empinada arriba del Río Consota (tributario del Río La Vieja). Bosque.",NA,NA,"(A. DC.) Eyma",NA,"1994","12","28","1170.00000000","1190.00000000",NA,"-75.83333","4.8","P. Silverstone (CUVC)","Pereira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2014-04-04 05:49:00-03","MO","MOBOT","1159738","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","Rodolfo Vásquez|et al.","Vásquez Martínez 21645","South America","Peru","Amazonas",NA,NA,NA,NA,"Distrito Imaza, Yamayakat. Bosque primario, colinas con pendientes 20-30 %, transecto 2 x 500 m.",NA,NA,"(A. DC.) Eyma",NA,"1996","11","9","480.00000000",NA,NA,"-78.33972","-5.05555","C. Díaz (MO)","Bagua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA
