"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","identifiedBy","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","coordinatePrecision","geoFlag"
"46","2016-09-30 03:43:00-03","NY","NYBG","1242404","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","B. M. Boom","6055","1985","04","05","South America","Venezuela","Bolívar","Valley of Caño Colorado, vicinity of Panare Indian Village, ca 30 km SW of National Guard post at Maniapure","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507833' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242404","NY01242404_01",NA,"200","D. C. Daly","Cedeño","-66.62","6.75","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","1242390","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","J. A. Steyermark","122841","1980","05","29","South America","Venezuela","Zulia","at Pozo de la Danta, along Quebrada de la Danta, northeast of Puerto Delicias (Campamento Militar), 14 km NE of Rancho 505.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507805' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242390","NY01242390_01","(L.) Sarg.","200","D. C. Daly","Mara","-72.35","10.9889","280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2016-09-30 03:43:00-03","NY","NYBG","1242395","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","M. J. Jansen-Jacobs","2695","1992","09","29","South America","Guyana",NA,"Rupununi district, Kusad Mountains","sheet","Separate: Woodnr Uw 34413. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507812' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242395","NY01242395_01",NA,"250","D. C. Daly",NA,"-59.83","2.75","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","1242406","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","J. A. Steyermark","131766","1985","09","12","South America","Venezuela","Bolívar","Serranía de Pijiguao, 160 km SW of Caicara del Orinoco.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507836' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242406","NY01242406_01","(L.) Sarg.","100","J. A. Steyermark",NA,"-66.75","6.58","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","1210637","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","H. M. Curran","346","1916","04",NA,"South America","Colombia","Bolívar","Vicinity of Estrella, Caño Papayal, Lands of Loba","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507757' target='other'> <mi>dwc_moreinfo</mi></a>","NY01210637",NA,"(L.) Sarg.",NA,"J. Cuatrecasas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2016-09-30 03:43:00-03","NY","NYBG","1210644","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","W. Meier","10657","2004","12","04","South America","Venezuela","Distrito Capital","Cordillera de la Costa. Macizo del Ávila: vertiente norte: a lo largo de la carretera Los Caracas-Osma.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507783' target='other'> <mi>dwc_moreinfo</mi></a>","NY01210644",NA,NA,"50","W. Meier",NA,"-66.53","10.625","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","1075646","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","G. T. Prance","28745","1984","02","02","South America","Brazil","Amazonas","Vicinity of Pico Rondon Perimetral Norte. Highway Km 211. 3 Km from Km 211; lower slopes of Pico Rondon.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375642' target='other'> <mi>dwc_moreinfo</mi></a>","NY01075646","NY01075646_01","(L.) Sarg.",NA,"D. C. Daly",NA,"-62.8","1.533333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-30 12:36:02-03","EAO","IAN","156867","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Rodrigues, IA; Dantas, M","724","1980","04","29","Southern America","Brasil","Roraima","Savana árborea densa com afloramnto de forme rochosa,solo litólico distrófico.Serra da memória próximo a Fzenda triunfo,alto Surumú.Contagem 03.",NA,"Árvore de 8m,fruto verde.","IAN156867",NA,"(L.) Sarg.",NA,NA,NA,"-59.254167","0.737222",NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-30 12:36:02-03","EAO","IAN","68574","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Smith, AC","3142","1938","03","22",NA,"Guiana",NA,"Western extremity of Kanuku Mountains in drainage of Takutu River dense forest ,alt 300m.",NA,"Tree 12m,high (pistillata fls. andfruits from nearby leafless tree);petals and filamants greenish white;anthers yellow,fruit deep red.Oil from inner bark and fruit.","IAN068574",NA,"(L.) Sarg.",NA,"Smith, AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-02-08 10:29:25-03","NBC","NL-BOTANY","U 0259978","PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","Williams L",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200259978 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0259978",NA,"(L.) Sarg.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw35661",NA,NA,NA,NA,NA,NA,NA
"56","2020-02-08 10:29:25-03","NBC","NL-BOTANY","U 0167282","PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","Jansen-Jacobs MJ; et al.",NA,"1992","09","01","Southern America","Guyana",NA,"Rupununi District, Kusad Mountains.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200167282 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0167282",NA,"(L.) Sarg.",NA,NA,NA,"-59.833333","2.75",NA,"-59.833333","2.75","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-02-08 10:29:25-03","NBC","NL-BOTANY","U 0259981","PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","Jansen-Jacobs MJ; et al.",NA,"1992","09","01","Southern America","Guyana",NA,"Rupununi District, Kusad Mountains.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200259981 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0259981",NA,"(L.) Sarg.",NA,NA,NA,"-59.833333","2.75",NA,"-59.833333","2.75","Magnoliopsidae","Uw34413",NA,NA,NA,NA,NA,NA,NA
"58","2020-02-08 10:29:25-03","NBC","NL-BOTANY","WAG.1489344","PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","Veillon J-P",NA,"1972","05","05","Southern America","Venezuela",NA,"Venezuela, Fundo la Ricardera Edo Barina s.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1489344 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1489344","NL-WAG1489344","(L.) Sarg.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-02-08 10:29:25-03","NBC","NL-BOTANY","U.1174251","PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","Hoffman B; Jacobs J; Jacobs R; Capellaro C",NA,"1992","03","01","Southern America","Guyana","Upper Takutu - Upper Essequibo","Guyana. U.Takutu-U.Essequibo Region. S.Pakaraima Mts, Tipuru R, 1-2 km upstream from Tipuru village.",NA,"Forest, abandoned farmland to riparian vegetation.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174251 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174251","NL-U1174251","(L.) Sarg.",NA,NA,NA,"-59.55","4.216667",NA,"-59.55","4.216667","Magnoliopsidae","U 0181993",NA,NA,NA,NA,NA,NA,NA
"60","2020-02-08 10:29:25-03","NBC","NL-BOTANY","U 0181993","PreservedSpecimen","Plantae",NA,"Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","Hoffman B; Jacobs J; Jacobs R; Capellaro C",NA,"1992","03","01","Southern America","Guyana","Upper Takutu - Upper Essequibo","Guyana. U.Takutu-U.Essequibo Region. S.Pakaraima Mts, Tipuru R, 1-2 km upstream from Tipuru village.",NA,"Forest, abandoned farmland to riparian vegetation.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200181993 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0181993",NA,"(L.) Sarg.",NA,NA,NA,"-59.55","4.216667",NA,"-59.55","4.216667","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-11-04 11:03:58-03","ESALQ","ESA","86206","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Fernández, A.; Becerra, W.; Oyalbis, M.; Cedeño, R.","11875.0","1997","10","01",NA,"Venezuela","Miranda",NA,NA,NA,"ESA086206","ESA086206","(L.) Sarg.",NA,"Fernández, A.","Brión",NA,NA,NA,NA,NA,NA,NA,"1997","01","01",NA,NA,NA,NA
"62","2019-02-23 11:30:08-03","UNEMAT","HERBAM","10229","S","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Soares-Lopes, C.R.A.; Rodrigues, L.; Lima, W.M.; Benetti, E.; Soares, A.T.; Fernandes, E.; Filho, J.I.","CL 2788187","2014","12","17",NA,"Brasil","Mato Grosso","PCH Cabeça-de-boi, Canteiro Industrial 01, Terra firme",NA,NA,"HERBAM010229",NA,"(L.) Sarg.","276","Gvasconcelos","Alta Floresta","-8856.925","50.4725","276","-8856.925","50.4725",NA,NA,"2014","12","30",NA,NA,NA,NA
"63","2021-04-05 11:05:56-03","UNESP-IBB","BOTUW","169","PreservedSpecimen","Plantae",NA,NA,"Buddlejaceae","Bursera","simaruba","Bursera simaruba","Beck, H.T. & Jackson-Beck, L.A.","1104","1990","05","25",NA,"EUA","Florida","Dade County. Fairchild Tropical Garden. Plot 21. 1-6 mm.",NA,"Tree to 12m, bark exfoliating, sterile.","BOTUW000169",NA,"L. Sarg.",NA,"H.T. Beck",NA,"-80.274294","25.678247",NA,"80°16'27.46'' W","25°40'41.69'' N",NA,NA,"1990",NA,NA,NA,NA,NA,NA
"64","2013-04-01 09:15:32-03","IPT","BCTW","8212","S","Plantae","Magnoliophyta",NA,NA,"Bursera","simaruba","Bursera simaruba",NA,NA,NA,NA,NA,NA,"Porto Rico",NA,NA,NA,NA,NA,NA,"(L.) Sarg.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"65","2013-04-01 09:15:32-03","IPT","BCTW","4424","S","Plantae","Magnoliophyta",NA,NA,"Bursera","simaruba","Bursera simaruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Classificação Original: Elaphrium simaruba; sinonímia: B. gummifera",NA,NA,"(L.) Sarg.",NA,"IPT",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"66","2013-04-01 09:15:32-03","IPT","BCTW","9529","S","Plantae","Magnoliophyta",NA,NA,"Bursera","simaruba","Bursera simaruba",NA,NA,NA,NA,NA,NA,"Panamá",NA,"zona do canal",NA,NA,NA,NA,"(L.) Sarg.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:19:39-03","MBM","MBM","214745","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Ramamoorthy, T.P.; et al.; et al.","3305","1982","01","20","Northern America","Mexico",NA,NA,NA,NA,"MBM214745","MBM214745","(L.) Sarg.",NA,"Ibarra, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:19:39-03","MBM","MBM","246025","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Madrid, E.; et al.; et al.","678","1998","04",NA,"Northern America","Mexico",NA,"Campeche",NA,NA,"MBM246025","MBM246025","(L.) Sarg.",NA,"Lira, E.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:19:40-03","MBM","MBM","46158","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Nee, M.","7494","1973","10","20",NA,"?",NA,NA,NA,NA,"MBM046158","MBM046158","(L.) Sarg.",NA,"Croat, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:19:39-03","MBM","MBM","246026","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Martínez, E.M.; et al.; et al.","30248","1998","03",NA,"Northern America","Mexico",NA,"Campeche",NA,NA,"MBM246026","MBM246026","(L.) Sarg.",NA,"Martínez, E.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:19:40-03","MBM","MBM","246027","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Madria, E.; et al.; et al.","1100","1998","07",NA,"Northern America","Mexico",NA,"Cempeche",NA,NA,"MBM246027","MBM246027","(L.) Sarg.",NA,"Lira, E.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:19:40-03","MBM","MBM","246028","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Madrid, E.; et al.; et al.","370","1997","11",NA,"Northern America","Mexico",NA,"Campeche",NA,NA,"MBM246028","MBM246028","(L.) Sarg.",NA,"Lira, E.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:19:40-03","MBM","MBM","246029","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Martínez, E.M.; et al.; et al.","28262","1997","08",NA,"Northern America","Mexico",NA,"Campeche",NA,NA,"MBM246029","MBM246029","(L.) Sarg.",NA,"Martínez, E.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:19:40-03","MBM","MBM","246030","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Alvaro, P.; et al.; et al.","713","1997","01",NA,"Northern America","Mexico",NA,"Campeche",NA,NA,"MBM246030","MBM246030","(L.) Sarg.",NA,"Ramos A., C.H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:19:40-03","MBM","MBM","269418","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Lira, E.M.; et al.; et al.","272","1997","10","18","Northern America","Mexico",NA,"Campeche",NA,NA,"MBM269418","MBM269418","(L.) Sarg.",NA,"Ramos A., C.H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:19:40-03","MBM","MBM","269419","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Lira, E.M.; et al.; et al.","424","1997","11","23","Northern America","Mexico",NA,"Campeche",NA,NA,"MBM269419","MBM269419","(L.) Sarg.",NA,"Ramos A., C.H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:19:40-03","MBM","MBM","269420","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Madrid, E.; et al.; et al.","548","1997","11","25","Northern America","Mexico",NA,"Campeche",NA,NA,"MBM269420","MBM269420","(L.) Sarg.",NA,"Ramos A., C.H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:19:40-03","MBM","MBM","269421","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Madrid, E.; et al.; et al.","49","1997","10","12","Northern America","Mexico",NA,"Campeche",NA,NA,"MBM269421","MBM269421","(L.) Sarg.",NA,"Ramos A., C.H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:19:40-03","MBM","MBM","294956","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Álvarez, D.; et al.; et al.","3778","2003","02",NA,"Northern America","Mexico",NA,"Campeche",NA,"= 302781","MBM294956","MBM294956","(L.) Sarg.",NA,"Martínez, E.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:19:40-03","MBM","MBM","302781","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Álvarez, D.; et al.; et al.","3778","2003","02","12","Northern America","Mexico",NA,"Chiapas",NA,"= 294956","MBM302781","MBM302781","(L.) Sarg.",NA,"Martínez, E.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:19:40-03","MBM","MBM","302782","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Soto, J.C.; et al.; et al.","23868",NA,NA,NA,"Northern America","Mexico",NA,"Campeche",NA,NA,"MBM302782","MBM302782","(L.) Sarg.",NA,"Martínez, E.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:19:40-03","MBM","MBM","61710","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Breteler, F.J.","4381","1964","12","20","Southern America","Venezuela",NA,NA,NA,NA,"MBM061710","MBM061710","(L.) Sarg.",NA,"Ruiz-Terán, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:19:40-03","MBM","MBM","66776","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","V. Vazquez T.","394","1976","04","24","Northern America","Mexico",NA,NA,NA,NA,"MBM066776","MBM066776","(L.) Sarg.",NA,"Porter, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:19:40-03","MBM","MBM","74415","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Marquez R., W.","529","1976","02","25","Northern America","Mexico",NA,NA,NA,NA,"MBM074415","MBM074415","(L.) Sarg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:19:40-03","MBM","MBM","79333","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Holmes, W.C.; et al.; et al.","3466","1979","05","13","Northern America","Mexico",NA,NA,NA,NA,"MBM079333","MBM079333","(L.) Sarg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:19:40-03","MBM","MBM","79728","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Ragan, M.; et al.; et al.","9225","1981","11","20","Southern America","Puerto Rico",NA,NA,NA,NA,"MBM079728","MBM079728","(L.) Sarg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:19:40-03","MBM","MBM","87953","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Martinez S, E.; et al.; et al.","2611","1982","11","12","Northern America","Mexico",NA,NA,NA,NA,"MBM087953","MBM087953","(L.) Sarg.",NA,"Martinez S, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:19:40-03","MBM","MBM","390033","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","x simaruba","Bursera x simaruba","Weeks, A.; Ramirez, A.V.; Ramirez, A.V.","2","2001","08","22","Southern America","Dominican Republic","Independencia","7 km al N de Duverge sobre el camino a Pto. Escondido, ~ 30m al E de la acequia.",NA,"Arbusto 1.5m, con frutos rojos. Posiblemente un hybrido de Bursera simuraba y Bursera brunea; Suelo de roca calcarea.","MBM390033","MBM390033",NA,NA,"Weeks, A.",NA,"-71.536583","18.3416",NA,"-71.536583","18.3416",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-02-26 12:13:32-03","MNHN","RECOLNAT_MNHN_P","P00780989","PreservedSpecimen",NA,NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Goudot, J.",NA,NA,NA,NA,NA,"[Colombie]",NA,"Nlle Grenade. Quindio","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00780989' target='other'> <mi>dwc_moreinfo</mi></a>","P00780989","P00780989_01 P00780989_02","(L.) Sarg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2015-09-05 07:39:35-03","MNHN","RECOLNAT_MNHN_P","P04799523","PreservedSpecimen",NA,NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Perrin, M.",NA,"1977","10","1",NA,"Venezuela","Zulia","La Goajira, en territorio colombiano y venezolano de la Peninsula de La Goajira","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04799523' target='other'> <mi>dwc_moreinfo</mi></a>","P04799523","P04799523_01","(L.) Sarg.",NA,NA,NA,"-71.51191","11.73305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2015-09-04 20:25:55-03","MNHN","RECOLNAT_MNHN_P","P05307824","PreservedSpecimen",NA,NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Richard, L.C.",NA,NA,NA,NA,NA,"Guyane Française",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05307824' target='other'> <mi>dwc_moreinfo</mi></a>","P05307824","P05307824_01","(L.) Sarg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2015-09-04 20:19:30-03","MNHN","RECOLNAT_MNHN_P","P05307844","PreservedSpecimen",NA,NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Jansen-Jacobs, M.J.",NA,"1992","9","29",NA,"Guyana","Upper Takutu-Upper Essequibo","Rupununi District, Kusad Mountains.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05307844' target='other'> <mi>dwc_moreinfo</mi></a>","P05307844","P05307844_01","(L.) Sarg.",NA,NA,NA,"-59.86667","2.78333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2015-09-04 21:01:23-03","MNHN","RECOLNAT_MNHN_P","P05313385","PreservedSpecimen",NA,NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Smith, A.C.",NA,"1938","3","4",NA,"Guyana","Upper Takutu-Upper Essequibo","Western extremity of Kanuku Mountains, in drainade of Takutu River; dense forest; alt. 300 m.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05313385' target='other'> <mi>dwc_moreinfo</mi></a>","P05313385","P05313385_01","(L.) Sarg.",NA,NA,NA,"-59.58333","3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2015-09-04 21:01:27-03","MNHN","RECOLNAT_MNHN_P","P05313440","PreservedSpecimen",NA,NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Triana, J.",NA,"1851","1","1",NA,"Colombie","Tolima","Nouvelle Grenade. Prov. de Mariquita. Vallée du Magdalena.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05313440' target='other'> <mi>dwc_moreinfo</mi></a>","P05313440","P05313440_01","(L.) Sarg.",NA,NA,NA,"-75","3.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2015-09-04 21:01:27-03","MNHN","RECOLNAT_MNHN_P","P05313441","PreservedSpecimen",NA,NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Thébaut",NA,"1868","1","1",NA,"Colombie",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05313441' target='other'> <mi>dwc_moreinfo</mi></a>","P05313441","P05313441_01","(L.) Sarg.",NA,NA,NA,"-74.29733","4.57087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2015-09-04 21:01:27-03","MNHN","RECOLNAT_MNHN_P","P05313442","PreservedSpecimen",NA,NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Romero Castañeda, R.",NA,"1966","12","20",NA,"Colombie","Magdalena","corregimiento de Rio-Frio, Orillas del Rio Rio Frio.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05313442' target='other'> <mi>dwc_moreinfo</mi></a>","P05313442","P05313442_01","(L.) Sarg.",NA,NA,NA,"-74.17122","10.9029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2016-12-05 17:30:00-02","MO","MOBOT","100941443","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Rayda Yllaconza|Jaime Flores","Yllaconza Huaman 30","2016","2","19","South America","Peru","Pasco","Distrito Palcazú. Bosque de Proteccción San Matias San Carlos. Sector Buenos Aires.",NA,NA,NA,NA,"(L.) Sarg.","563.00000000","R. Yllaconza (UNFV)","Oxapampa","-75.1308334","-10.3227778",NA,NA,NA,NA,NA,NA,NA,NA,"03","1",NA,NA
"98","2018-04-03 09:39:00-03","MO","MOBOT","101037596","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Bursera","simaruba","Bursera simaruba","Douglas C. Daly|D. Cárdenas|et al.","Daly 13969","2010","10","24","South America","Colombia","Huila","Disturbed roadside forest on steep slopes.",NA,NA,NA,NA,"(L.) Sarg.",NA,NA,NA,"-75.65","2.1891666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
