"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","class","individualCount","dayIdentified"
"49","2020-11-12 16:58:26-03","UEL","FUEL","42877","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Mansanares, ME; Verola, CF","348","2003","08","15",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Biribiri, Afloramento a 10 km do asfalto","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto","1385","1385",NA,NA,NA,NA
"50","2019-11-01 14:54:19-03","UnB","UB","124242","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Splett, S","938","1995","03","15","Southern America","Brasil","Minas Gerais",NA,"Estrada de terra Diamantina-Conselheiro Mata Dentro, 8,6km depois do asfalto","-43.883333","-18.333333",NA,"Alguns indivíduos com inflorescências velhas sem flores ou frutos.; Solo arenoso",NA,NA,"Loeuille, B","-43.883333","-18.333333","2007",NA,NA,"1000","1000","07",NA,NA,NA
"51","2019-11-01 14:54:19-03","UnB","UB","206970","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Chaves, DA; Gonçalves, MF","23","2013","08","12","Southern America","Brasil","Minas Gerais",NA,"Cadeia do Espinhaço: Parque Nacional das Sempre Vivas, passando pela casa de apoio, sentido Curimataí","-43.801167","-17.915817",NA,"Complexo Rupestre",NA,NA,"Rivera, VL","-43.801167","-17.915817","2015",NA,NA,"1309","1309","11",NA,NA,NA
"52","2019-11-01 14:54:19-03","UnB","UB","45454","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Splett, S","813","1995","03","08","Southern America","Brasil","Minas Gerais",NA,"Estrada Diamantina-Biribiri, 1.8km depois de Diamantina","-43.666667","-18.25",NA,"Planta perene com folhas em roseta basal. Com restos de inflorescências velhas.; Crescendo em solo arenoso.",NA,NA,"Loeuille, B","-43.666667","-18.25","2011",NA,NA,"1000","1000",NA,NA,NA,NA
"53","2019-05-06 11:53:50-03","UFU","HUFU","52489","S","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Rosa, P.O.; Romero, R.; Mello, F.N.A. & Soares, P.N.","1213","2008","09","24",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina - Conselheiro Mata, km 187.","-43.6002998352051","-18.2493991851807",NA,"Subarbusto ca. de 0,4 m. Cálice verde, corola e filetes lilases.; Campo rupestre.","HUFU00048696","HUFU00048696","Marques, D.",NA,NA,"2013","101169","auto",NA,NA,"03",NA,NA,NA
"54","2019-05-06 11:53:50-03","UFU","HUFU","67636","S","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Andrade, I.R.; et al.","483","2012","05","16",NA,"Brasil","Minas Gerais","Santana do Riacho","Brumas do Espinhaço e Ermo do Gerais, Levantamento florítico do RPPN Brumas do Espinhaço.","-43.7144012451172","-19.1688995361328",NA,"Herbáceo. Flor rosa.; Cerrado. Campo rupestre.","HUFU00048689","HUFU00048689","Nakajima, J.N.",NA,NA,"2013","26557","auto",NA,NA,"02",NA,NA,NA
"55","2019-05-06 11:53:50-03","UFU","HUFU","59754","S","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Rezende, A.R.; Romero, R.; Versiane, A.F.A.; Bacci, L.F.; Araújo, I.M. & Machado, A.I.M.R.","401","2011","05","18",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri","-43.629167","-18.210278",NA,"Subarbusto 0,6 m. Brácteas verdes, papus brancos, flores roxas.; ca. de 1 Km da entrada principal do parque, trilha das cachoeiras.","HUFU00048694","HUFU00048694","Marques, D.","-43.629167","-18.210278","2011",NA,NA,"1145","1145","08",NA,NA,"20"
"56","2019-05-06 11:53:50-03","UFU","HUFU","59756","S","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Rezende, A.R.; Romero, R.; Versiane, A.F.A.; Bacci, L.F.; Araújo, I.M. & Machado, A.I.M.R.","403","2011","05","18",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri","-43.629167","-18.210278",NA,"subabrusto, ca. 0,4 m alt. Brácteas verdes e roxas, papus branco e flores lilases.; ca. de 1 Km da entrada principal do parque, trilha das cachoeiras.","HUFU00048695","HUFU00048695",NA,"-43.629167","-18.210278",NA,NA,NA,"1145","1145",NA,NA,NA,NA
"57","2019-05-06 11:53:50-03","UFU","HUFU","59807","S","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Marques, D.; Romero, R.; Castro, N.M.; Simão, D.; Rezende, A.R.; Araújo, I.M.; et al.","203","2011","05","18",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri","-43.629167","-18.210278",NA,"Erva, ca. 0,3 m alt. Brácteas involucrais verdes, corola roxa, estilete roxo.; Campo rupestre.","HUFU00048693","HUFU00048693","Marques, D.","-43.629167","-18.210278","2012",NA,NA,"1145","1145","11",NA,NA,NA
"58","2019-05-06 11:53:50-03","UFU","HUFU","63903","S","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Pirani, J.R.; Mello-Silva, R. & Zappi, D.C.","s.n.","1987","08","19",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Biribiri, ca. 6 Km de Diamantina.","-43.616667","-18.216667",NA,"Ervas rosuladas com sistema subterrâneo desenvolvid. Flores lilases. Plantas cinéreas.; Solo arenoso com pedregulhos.","HUFU00048692","HUFU00048692","Loeuille, B.","-43.616667","-18.216667","2007",NA,NA,"1200","1200","01",NA,NA,NA
"59","2019-05-06 11:53:50-03","UFU","HUFU","71652","S","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Chaves, D.A.; Gonçalves, M.F.","23","2013","08","12",NA,"Brasil","Minas Gerais",NA,"Cadeia do Espinhaço, Parque Nacional das Sempre Vivas, passando pela casa de apoio, sentido Curimataí.","-43.801111","-17.915833",NA,"Complexo Rupestre.","HUFU00048690","HUFU00048690","Chaves, D.A.","-43.801111","-17.915833","2014",NA,NA,"1309","1309","01",NA,NA,"27"
"60","2019-05-06 11:53:50-03","UFU","HUFU","51509","S","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Mello, F.N.A.; Nakajima, J.N.; Rosa, P.O.; Soares, P.N. & Martins, C.A.","264","2008","05","18",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Biribiri, 3 km da entrada.","-43.6002998352051","-18.2493991851807",NA,"Subarbusto, ca. 0,3 m. Brácteas involucrais verdes e ramos do estilete lilás.; Campo rupestre.","HUFU00048691","HUFU00048691","Marques, D.",NA,NA,"2012","101169","auto",NA,NA,"11",NA,NA,NA
"61","2019-11-21 10:01:06-03","IBt","SP","476835","S","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Loeuille, B; Pirani, JR; Cordeiro, I; Keeley, SC","494","2009","07","12",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Área de Proteção Ambiental Morro da Pedreira, rodovia Belo Horizonte - Conceição do Mato Dentro (MG 010), km 118 atual (antigo 125), Alto do Palácio, elevação a leste da estátua do Velho Juca","-43.5575","-19.257778",NA,NA,NA,NA,"Loeuille, B","-43.5575","-19.257778","2015",NA,NA,"1332","1332","12",NA,NA,NA
