"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"430","2019-11-21 14:44:15-03","UFJF","CESJ","732","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis brasiliana","(A.Rich.) K.Schum.",NA,"L. Roth","s.n.","1943","01","20","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"CESJ000732",NA,NA,NA,NA,"Nome vulgar: Canela de veado.&nf;Árvore mediana. Flores brancas.","América do Sul",NA,NA,"Angiosperma",NA,"brasiliana",NA,"53584","auto",NA,NA,NA,NA
"431","2021-03-01 16:38:55-03","UNICAMP","UEC","113749","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Taylor, CM","Dário, FR; Nave, AG; Lopes, RF; Carneiro, PHM","1012","1997","03","25","Brazil","Mato Grosso","Gaúcha do Norte",NA,"-53.034444","-13.382778","-53.034444","-13.382778",NA,NA,"UEC065469","UEC065469","1997","08",NA,"Árvore. Altura de 3m; fruto preto.; Contato floresta ombrófila aberta com floresta estacional.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2021-03-01 16:38:55-03","UNICAMP","UEC","114580","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Taylor, CM","Ivanauskas, NM; Árbocz, GF; Silva, MMR; Zanella, J","1613","1997","03","21","Brazil","Mato Grosso","Nova Xavantina","Fazenda Eldorado.","-52.143611","-14.846389","-52.143611","-14.846389",NA,NA,"UEC078312","UEC078312","1997","08",NA,"Árvore, 7m de altura; frutos pretos.; Floresta Monodominante de Pau-Brasil (Brosimum rufescens). Relevo ondulado, Solo concrecionário.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2021-03-01 16:38:55-03","UNICAMP","UEC","114679","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Taylor, CM","Souza, VC; Souza, JP; Astorino, A; Rezende, MM","15412","1997","04","23","Brazil","Mato Grosso","Matupá","Agropecuária Cachimbo. Estrada Vicinal E-60. Cerca de 35km ENE (em linha reta) de Matupá.","-54.733333","-10.05","-54.733333","-10.05",NA,NA,"UEC065471","UEC065471","1997","08",NA,"Árvore, ca. de 8m de altura; frutos vinho.; Área de tensão ecológica Floresta estacional semidecidual / Floresta Ombrófila Aberta. Dossel ca. 30m de altura com intenso desmatamento.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2021-03-01 16:38:55-03","UNICAMP","UEC","171319","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Sigrist, MR","Santos, K; Belinello, R","3902","2001","02","19","Brazil","São Paulo","Campinas","Mata da Faz. Malabar (fragmento M3). área total 20ha.","-46.866667","-22.916667","-46.866667","-22.916667","717","717","UEC073161","UEC073161",NA,NA,NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira pesada; altura total 10.5m., altura do fuste 8m., PAP 41cm. 01-25% da copa infestada por lianas.; Floresta estacional semidecidual.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2021-03-01 16:38:55-03","UNICAMP","UEC","171314","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Sigrist, MR","Santos, K; Belinello, R","3213","2000","08","22","Brazil","São Paulo","Itatiba","Mata Fazenda Malabar (Fragmento M2); Área total: 21ha.","-46.85","-22.9","-46.85","-22.9","777","777","UEC073155","UEC073155",NA,NA,NA,"Árvore perenifólia, zoocórica; cótex rugoso, madeira pesada; altura total: 6m; altura do fuste: 2m; PAP: 30cm; 01-25% da copa infestada por lianas.; Floresta Estacional Semidecidual.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2021-03-01 16:38:55-03","UNICAMP","UEC","171039","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Santos, K; Belinello, R","2852","2000","07","06","Brazil","São Paulo","Itatiba","Mata da Fazenda Malabar - Mata da Torre (Fragmento P4).","-46.53","-22.55","-46.53","-22.55",NA,NA,"UEC073202","UEC073202",NA,NA,NA,"Árvore perenifólia 7m alt. Zoocórica. Córtex rugoso. Madeira pesada. Fuste 3m alt. PAP: 44cm. 1-25% da copa infestada por lianas.; Floresta estacional semidecidual.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2021-03-01 16:38:55-03","UNICAMP","UEC","13419","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Ratter, JA; Fonseca, SG; Castro, RA","2372","1972","09","07","Brazil","Mato Grosso","Xavantina","Near Rio Suiazinho (approx 290 km NNW of Xavantina).","-51.883333","-12.833333","-51.883333","-12.833333",NA,NA,"UEC065472","UEC065472",NA,NA,NA,"Tree, 8m tall. Trunk 10cm diam at breast height.; Understorey tree of Evegreen Seasonal forest.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2021-03-01 16:38:55-03","UNICAMP","UEC","171317","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Sigrist, MR","Santos, K; Belinello, R","1732","2000","05","16","Brazil","São Paulo","Campinas","Mata Furnas (Fragmento P2); Área total: 13.2ha.","-47","-22.783333","-47","-22.783333","658","658","UEC073159","UEC073159",NA,NA,NA,"Árvore perenifólia, zoocórica; córex rugoso, madeira pesada; altura total: 8m; altura do fuste: 2m; PAP: 36cm; 26-50% da copa infestada por lianas.; Floresta Estacional Semidecidual.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2021-03-01 16:38:55-03","UNICAMP","UEC","171320","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Sigrist, MR","Santos, K; Belinello, R","2360","2000","06","21","Brazil","São Paulo","Campinas","Mata da Faz. Santa Helena (fragmento P1). área total 12.4ha.","-46.9","-22.9","-46.9","-22.9","887","887","UEC073162","UEC073162",NA,NA,NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira pesada; altura total 5m., altura do fuste 4m., PAP 36cm. 26-50% da copa infestada por lianas.; Floresta estacional semidecidual.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2021-03-01 16:38:55-03","UNICAMP","UEC","171322","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Sigrist, MR","Santos, K; Belinello, R","2037","2000","04","13","Brazil","São Paulo","Campinas","Mata da Faz. Santana do Atalaia (fragmento M4). área total 25.2ha.","-46.883333","-22.8","-46.883333","-22.8","733","733","UEC073164","UEC073164",NA,NA,NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira pesada; altura total 8m., altura do fuste 3m., PAP 29cm. 26-50% da copa infestada por lianas.; Floresta estacional semidecidual.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2021-03-01 16:38:55-03","UNICAMP","UEC","183782","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Nakajima, JN; Pacheco, RA; Volpi, RL; Silva, SM","3432","2002","12","06","Brazil","Minas Gerais","Delfinópolis","Trilha para Cachoeira Triângulo, Fazenda Zé Antunes","-46.767222","-20.3425","-46.767222","-20.3425",NA,NA,"UEC104635","UEC104635",NA,NA,NA,"Capão de mata em vertente. árvore ca. 3m. cálice verde, corola alva.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","2021-03-01 16:38:55-03","UNICAMP","UEC","183783","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Nakajima, JN; Pacheco, RA; Volpi, RL; Silva, SM","3419","2002","12","06","Brazil","Minas Gerais","Delfinópolis","Trilha para Cachoeira Triângulo, Fazenda Zé Antunes. 996m mun. Delfinópolis","-46.767222","-20.3425","-46.767222","-20.3425",NA,NA,"UEC104634","UEC104634",NA,NA,NA,"Capão de Mata em vertente. árvore ca. 3m. cálice verde, corola alva.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2021-03-01 16:38:55-03","UNICAMP","UEC","183789","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Nakajima, JN; Romero, R; Volpi, RL; Pacheco, RA; et al.","3468","2003","03","11","Brazil","Minas Gerais","Delfinópolis","Paraíso Selvagem, trilha para cachoeira Salto Solitário. Município de Delfinópolis, MG-Brasil.","-46.653611","-20.434444","-46.653611","-20.434444","845","845","UEC107748","UEC107748",NA,NA,NA,"Mata de galeria. Árvore 3m. Frutos esverdeados a castanhos.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2021-03-01 16:38:55-03","UNICAMP","UEC","183793","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Pacheco, RA; Nakajima, JN; Romero, R; Hattori, EKO; Santos, PAM; Volpi, RL","704","2003","11","27","Brazil","Minas Gerais","Delfinópolis","Brasil, Minas Gerais, município de Delfinópolis, Parque Nacional da Serra da Canastra. Paraíso-Selvagem- Trilha Salto do Canyon.","-46.653611","-20.434444","-46.653611","-20.434444","845","845","UEC107990","UEC107990",NA,NA,NA,"Mata de galeria. Árvore 3m. Cálice verde, corola e estames creme.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2021-03-01 16:38:55-03","UNICAMP","UEC","200135","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Padgurschi, MCG; Belinello, R","M1348","2009",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","990","1045","UEC177683","UEC177683",NA,NA,NA,"Parcela M - Projeto Biota-FAPESP. Árvore com 9 metros de altura. Frequência da espécie na parcela: n=12",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2021-03-01 16:38:55-03","UNICAMP","UEC","39467","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Kirkbride, JH","Harley, RM","22441","1980","05","23","Brazil","Bahia","Serra Dos Lençóis","Ca. 7km NE of Lençóis, and 3km S of the main Seabra - Itaberaba road.",NA,NA,NA,NA,NA,NA,"UEC082110","UEC082110",NA,NA,NA,"Shrub to 1,5m. Leaves coriaceous, rather bright green. Fruit dull reddish.; Mata de Cipó, dry forest.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","2021-03-01 16:38:55-03","UNICAMP","UEC","23553","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Heringer, EP; Filgueiras, TS; Medonça, RC; Pereira, BAS; Salles, AEH; Chagas e Silva, F; Silv","3192","1980","01","24","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC082112","UEC082112",NA,NA,NA,"Arvoreta com mais ou menos 3m de altura; folhas subcoriáceas, glabras; flores amarelo claro.; Mata ciliar.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"70570","auto",NA,NA,NA,NA
"448","2021-03-01 16:38:55-03","UNICAMP","UEC","13426","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Ratter, JA; Fonseca, SG; Fonsêca Filho, J; Ribeiro, JF; Silva, JCS","3853","1976","10","27","Brazil","Distrito Federal","Brasília","Vargem Bonita, Fazenda Água Limpa (University of Brasília field station). c. 18km. SSW of Brasília TV tower.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC082113","UEC082113",NA,NA,NA,"Understorey tree, 8m tall. Specimens Sometimes reach 15m tall.; In gallery forest (cabeceira do Córrego Capitinga).",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"70570","auto",NA,NA,NA,NA
"449","2021-03-01 16:38:55-03","UNICAMP","UEC","48754","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Taylor, CM","Martins, FR; Silva, AF; Silva, SM; Santin, DA","20249","1987","12","12","Brazil","Goiás","Pirenópolis","Serra dos Pirineus.","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,"UEC065470","UEC065470","1997",NA,NA,"Árvore, 6m de altura; flores brancas.; Cerrado - mata-campo rupestre.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"40887","auto",NA,NA,NA,NA
"450","2021-03-01 16:38:55-03","UNICAMP","UEC","114579","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Taylor, CM","Nave, AG; Dário, FR; Lopes, RF; Bertani, DF","1365","1997","05","01","Brazil","Mato Grosso","Nova Ubiratã","Local do levantamento fotossociológico.","-55.2546997070312","-12.9905996322632",NA,NA,NA,NA,"UEC078309","UEC078309","1997","08",NA,"Arbórea. Altura de 7m e com fruto verde.; Contato Floresta Ombrófila Aberta com Floresta Estacional.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"183956","auto",NA,NA,NA,NA
"451","2021-03-01 16:38:55-03","UNICAMP","UEC","90805","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Jung-Mendaçolli, SL","Goldenberg, R","428","1997","05","29","Brazil","Mato Grosso","São Felix do Araguaia","Estrada Serra Nova - Sto. Antônio do Rio das Mortes.","-50.6693992614746","-11.6171998977661",NA,NA,NA,NA,"UEC117795","UEC117795","2009","10","19","Árvore 12m, frutos vinosos.; Floresta estacional.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"290331","auto",NA,NA,NA,NA
"452","2021-03-01 16:38:55-03","UNICAMP","UEC","95531","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Souza, SB","1251","1994","08","21","Brazil","Minas Gerais","Monte Belo","Mata da Olaria - Fazenda Lagoa.","-46.3675003051758","-21.3264007568359",NA,NA,NA,NA,"UEC065468","UEC065468",NA,NA,NA,"Árvore. Material estéril.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"16667","auto",NA,NA,NA,NA
"453","2020-02-18 09:36:01-03","UNICAMP","UEC",NA,"S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Kinoshita, LS; Yamamoto, K","03/218","2003","12","07","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,"flor, Na entrada da cidade, em mata ciliar. àrvore ca. 8m alt., flores brancas.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"26557","auto",NA,NA,NA,NA
"454","2021-03-01 16:38:55-03","UNICAMP","UEC","13425","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Prance, GT; Silva, AS; Balick, MJ; Berg, CC; Henderson, AJ; Nelson, BW; Bahia, RP","25460","1977","11","15","Brazil","Pará","Santarém","BR 163, Cuiabá-Santarém Highway. km 1122; vicinity of Itaragé Natal.","-54.7083015441895","-2.44305992126465",NA,NA,NA,NA,"UEC082111","UEC082111",NA,NA,NA,"Tree 15m X 15 cm diam; corolla cream.; Forest on terra firme.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"205258","auto",NA,NA,NA,NA
"455","2021-03-01 16:38:55-03","UNICAMP","UEC","13423","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Hatschbach, G","Hatschbach, G","41782","1978","12","14","Brazil","Paraná","Antonina","Rio Pequeno.","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"UEC082118","UEC082118","1979","01",NA,"Árvore, esbelta, 10m de altura; flores alvas.; Mata pluvial. Xiloteca.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"38300","auto",NA,NA,NA,NA
"456","2021-03-01 16:38:55-03","UNICAMP","UEC","22319","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Hatschbach, G","Hatschbach, G","42603","1979","11","26","Brazil","Paraná","Morretes","Rio Bromado.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"UEC078311","UEC078311","1980","01",NA,"Arvoreta, 5m de altura; flores creme.; Mata pluvial.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"30514","auto",NA,NA,NA,NA
"457","2021-03-01 16:38:55-03","UNICAMP","UEC","87789","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Silva, SM; Britez, RM","24691","1986","02","23","Brazil","Paraná","Paranaguá","Morro do Meio.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC082116","UEC082116",NA,NA,NA,"Árvore de 8m de altura; frutos verdes com manchas vinosas.; Floresta de encosta.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"24916","auto",NA,NA,NA,NA
"458","2021-03-01 16:38:55-03","UNICAMP","UEC","87786","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Silva, SM; Britez, RM","24693","1986","04","13","Brazil","Paraná","Paranaguá","Praia Grande.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC082115","UEC082115",NA,NA,NA,"Arbusto, 2m de altura; frutos vináceos.; Local sombreado da restinga.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"24916","auto",NA,NA,NA,NA
"459","2021-03-01 16:38:55-03","UNICAMP","UEC","87800","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Britez, RM; Souza, WS","24692","1988","03","25","Brazil","Paraná","Paranaguá","Reserva Ecológica.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC082114","UEC082114",NA,NA,NA,"Árvore, 7m de altura; frutos avermelhados.; Em floresta da planície costeira.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"24916","auto",NA,NA,NA,NA
"460","2020-05-29 15:50:04-03","UNICAMP","UEC","60901","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Tamashiro, JY; Belinello, R; Rodrigues, RR; Galvão, JC; Koch, I; Cavassan, O","T109","1994","05","25","Brazil","São Paulo","Agudos","Cerrado da Brahma","-48.9799995422363","-22.4599990844727",NA,NA,NA,NA,"UEC104680","UEC104680",NA,NA,NA,"fruto, Trepadeira, flores vermelhas e amareladas, frutos maduros de cor cúprea.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"52219","auto",NA,NA,NA,NA
"461","2020-05-29 15:50:04-03","UNICAMP","UEC","67959","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Tamashiro, JY; Belinello, R; Rodrigues, RR; Galvão, JC; Koch, I; Cavassan, O","T109","1994","05","25","Brazil","São Paulo","Agudos","Cerrado da Brahma","-48.9799995422363","-22.4599990844727",NA,NA,NA,NA,"UEC195807",NA,NA,NA,NA,"fruto, Trepadeira, flores vermelhas e amareladas, frutos maduros de cor cúprea.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"52219","auto",NA,NA,NA,NA
"462","2021-03-01 16:38:55-03","UNICAMP","UEC","129373","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Gomes, BZ","Gomes, BZ","66","2002","08","06","Brazil","São Paulo","Brotas","Horto Santa Fé 1.","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,"UEC082117","UEC082117",NA,NA,NA,"Altura de 5,5m.; Transição cerradão mata ciliar.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"26585","auto",NA,NA,NA,NA
"463","2021-03-01 16:38:55-03","UNICAMP","UEC","174481","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Silva, EFLP","Silva, EFLP; Nakama, DL","4674","1999","05",NA,"Brazil","São Paulo","Luís Antônio","E. E. de Jataí.","-47.7000007629395","-21.5499992370605",NA,NA,NA,NA,"UEC080028","UEC080028",NA,NA,NA,"Coleção Rubiaceae da Mata do Infernão Grupo 1. Flor ausente.; Cerradão.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"26872","auto",NA,NA,NA,NA
"464","2021-03-01 16:38:55-03","UNICAMP","UEC","174482","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Silva, EFLP","Silva, EFLP","s.n.","1999","07",NA,"Brazil","São Paulo","Luís Antônio","E. E. de Jataí.","-47.7000007629395","-21.5499992370605",NA,NA,NA,NA,"UEC082120","UEC082120",NA,NA,NA,"Planta 2 Parc. 5.; Cerradão.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"26872","auto",NA,NA,NA,NA
"465","2021-03-01 16:38:55-03","UNICAMP","UEC","174483","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Silva, EFLP","s.n.",NA,NA,NA,"Brazil","São Paulo","Luís Antônio","Estação Ecológica de Jataí.","-47.7000007629395","-21.5499992370605",NA,NA,NA,NA,"UEC026241","UEC026241",NA,NA,NA,"Cerradão.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"26872","auto",NA,NA,NA,NA
"466","2021-03-01 16:38:55-03","UNICAMP","UEC","146473","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Zappi, DC","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1081","1997","04","16","Brazil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,"1000","1000","UEC082119","UEC082119",NA,NA,NA,"Árvore de 16m de altura; vegetativo.; Mata Atlântica de Encosta, Morro do Corisco.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA
"467","2021-03-01 16:38:55-03","UNICAMP","UEC","174492","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Sanchez, M","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1046","1997","02","04","Brazil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,"300","300","UEC026055","UEC026055","1997","02","04","Árvore, 19m de altura; vegetativo.; Mata Atlântica de Encosta, Morro do Corisco.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA
"468","2019-11-19 14:09:10-03","UFRPE","PEUFR","31181","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl. ","D. Zappi","E.M.N. Ferraz; M.J. Silva; I. M. P. Júnior","849","2000","02","11","Brasil","Pernambuco","São Vincente Férrer","Mata do Estado","-35.5","-7.583333","35°30'00''W","07°35'00''S","600","600","PEUFR031181",NA,"1999",NA,NA,"Árvore com cerca de 20m de altura. Flores de corola branca e cálice esverdeado. Estames alvos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2019-11-19 14:09:10-03","UFRPE","PEUFR","32949","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl. ","D. Zappi","A. G. Silva; L.M. Nascimento","163","1999","09","14","Brasil","Pernambuco","Brejo da Madre de Deus","Mata da Ponta","-36.408056","-8.213889","36°24'29''W","08°12'50''S","960","960","PEUFR032949",NA,"1999","12",NA,"Árvore com 6m de altura. Frutos imaturos vermelhos carnosos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2020-06-29 11:43:04-03","UFRPE","PEUFR","32945","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl. ",NA,"L.M. Nascimento; A. G. Silva","338","2000","03","01","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Bituri","-36.4","-8.2075","36º23'60W","08º12'27S","920","920","PEUFR032945",NA,NA,NA,NA,"Árvore com cerca de 6m de altura. Flores com sépalas verdes clara e pétalas e estames amarelos claro. Frequente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2019-11-19 14:09:10-03","UFRPE","PEUFR","26232","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl. ","D. Zappi","E.M.N. Ferraz; J. Urbano; A. G. Bispo","285","1998","05","07","Brasil","Pernambuco","São Vincente Férrer","Mapa do Estado","-35.5","-7.583333","35°30'00''W","07°35'00''S","600","600","PEUFR026232",NA,"1999",NA,NA,"Árvore com cerca de 30m de altura. Frutos imaturos verdes e maduros avermelhados. Frequência ocasional.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2020-06-29 11:43:04-03","UFRPE","PEUFR","32968","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl. ","L.M. Nascimento","L.M. Nascimento; A. G. Silva","372","2000","03","29","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada","-36.401944","-8.187222","36º24'07W","08º11'14S","565","960","PEUFR032968",NA,"2000","04","06","Árvore com cerca de 12m de altura. Flores com sépalas verdes claro e pétalas alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2020-06-29 11:43:04-03","UFRPE","PEUFR","32969","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl. ",NA,"L.M. Nascimento; A. M. Silva; C. A. M. Oliveira","272","1999","10","19","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada","-36.401944","-8.187222","36º24'07W","08º11'14S","565","960","PEUFR032969",NA,NA,NA,NA,"Árvore com cerca de 10m de altura. Frutos imaturos verdes. Frequente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2019-11-19 14:09:10-03","UFRPE","PEUFR","45070","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl. ","M.F.A. Lucena","I. M. M. S. Silva; A. G. Silva; A. D. C. Cavalcanti; A. B. Lima","104","2003","05","07","Brasil","Pernambuco","Igarassu","Mata dos Macacos","-35.002778","-7.838889","35º00'10W","07º50'20S","30","30","PEUFR045070",NA,"2004","10","13","Arvoreta com 1,7m de altura. Ind. 441. Folhas discolores. Rara.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2019-11-19 14:09:10-03","UFRPE","PEUFR","48581","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl. ",NA,"C. G. Lopes","551","2006","10","20","Brasil","Pernambuco","São Vincente Férrer","Mata do Triunfo",NA,NA,NA,NA,NA,NA,"PEUFR048581",NA,NA,NA,NA,"Árvores frequente com folhas maduras; material vegetativo. Ind. 788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
