"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","identifiedBy","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","relatedCatalogItem","typeStatus","sex"
"48","2019-10-07 09:21:08-03","UEFS","HUEFS","213171","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Jardim, J.","6600","2014","03","22",NA,"Brasil","Rio Grande do Norte","APA de Jenipabu. Entorno do ECOPOSTO.",NA,"Restinga arbórea e campos de restinga sobre Dunas.","HUEFS0213171","HUEFS0213171","-35.214444","-5.709722","E.C.O.Chagas","Extremoz","2017","10",NA,"35W12'52''","5S42'35''","40","40",NA,NA,NA,NA,"Lilianae",NA,NA,NA
"49","2019-10-07 09:21:08-03","UEFS","HUEFS","26753","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Harley, R.M.","28517","1997","03","28",NA,"Brasil","São Paulo","Guará, São José.",NA,"Solo rochoso.","HUEFS0026753","HUEFS0026753","-47.78","-20.51","E.C.O.Chagas","Bocaina do Sul","2017","10",NA,"47W46'48''","20S30'36''","600","600",NA,NA,NA,NA,"Lilianae",NA,NA,NA
"50","2019-10-07 09:21:08-03","UEFS","HUEFS","82789","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Wood, J.R.I.","18286","2002","04","22",NA,"Bolívia","Santa Cruz","70 km N of Santa Rosa de la Roca along road to Piso Firme.",NA,"Lowland plain coverd in rather degenerate Chiquitano dry forest with moist hollows and occasional large low rock domes. Locally frequent on seasonally moist shallow soil in open places at edge rock dome.","HUEFS0082789","HUEFS0082789","-61.490278","-15.35",NA,"Velasco",NA,NA,NA,"61W29'25''","15S21'","300","300",NA,NA,NA,NA,"Lilianae",NA,NA,NA
"51","2018-04-04 16:25:11-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum",NA,"A. S. L. Silva","1808",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1808",NA,"Monocotyledoneae",NA,NA,NA
"52","2019-07-03 11:06:07-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum",NA,"G. Hatschbach","21848",NA,NA,NA,"South America","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21848",NA,"Monocotyledoneae",NA,NA,NA
"53","2020-07-23 12:05:16-03","CEPLAC","CEPEC","26040","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum",NA,"R. M. Harley","21431","1980","04","16",NA,"Brasil","Bahia","Acima bacia Rio São Francisco. Ca. 28Km SE de Bom Jesus da Lapa, na Rod. para Caetité.",NA,NA,NA,NA,"-43.216667","-13.383333","R. M. Harley","bom jesus da lapa",NA,NA,NA,"43W13'0","13S23'0",NA,NA,NA,NA,NA,NA,NA,"30/12/1980",NA,NA
"54","2019-11-01 15:14:47-03","UnB","UB","111121","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Irwin, HS; Maxwell, H; Wasshausen, DC","19687A","1968","02","09","Southern America","Brasil","Minas Gerais","Serra do Itabirito, ca. 45km S.E. of Belo Horizonte",NA,"Heads gray.; Caespitose; In wet ground.","UB0013073","UB0013073",NA,NA,"Oliveira, A",NA,"2010","10","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-01 15:14:47-03","UnB","UB","15206","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Proença, CEB; Costa, PLS; Mendes, VC","2835","2004","06","20","Southern America","Brasil","Minas Gerais","Próximo ao rio Preto",NA,"Erva paludosa 0,05m. Flor branca; Campo Úmido encharcado. Solo: Solo hidromórfico, cinza.","UB0013072","UB0013072","-46.483333","-16.691667","Chagas, ECO","Unaí","2015","02","26","-46.483333","-16.691667","516","516",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-01 15:14:47-03","UnB","UB","170447","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Faria, JEQ; Cota, MRC; Amorim, PRF","1455","2011","07","30","Southern America","Brasil","Goiás","Margem da BR-040, ca. 5 Km ao sul de Cristalina",NA,"Erva com inflorescência marron; Campo limpo úmido","UB0013070","UB0013070","-47.575278","-16.786667","Chagas, ECO","Cristalina","2015","02","26","-47.575278","-16.786667","1141","1141",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-01 15:14:47-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Oliveira, ALR; Proença, CEB; Rodrigues, CGG; Rodrigues, BOG","277",NA,NA,NA,"Southern America","Brasil","Goiás","Estrada Alto Paraiso - São Jorge",NA,"alagado temporário lado direito",NA,NA,NA,NA,NA,"Alto Paraíso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-01 15:14:47-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Oliveira, ALR; Vieira, JPS; Rodrigues, CGG; Rodrigues, BOG","270","2018","06","30","Southern America","Brasil","Goiás","Estrada Alto Paraiso Cavalcante lado direito",NA,"alagado temporário",NA,NA,"-47.507222","-14.068306",NA,"Alto Paraíso",NA,NA,NA,"-47.507222","-14.068306","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-02-23 13:22:10-03","MN","R-TIPOS","16092","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Damazio, L.","1944","1907","03","25",NA,"Brasil","Minas Gerais",NA,NA,NA,"R000016092","R000016092_001",NA,NA,"Oliveira, A.","Antonio Pereira","2014","07","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus de Eriocaulon damazianum Beauverd",NA
"60","2021-02-23 13:22:10-03","MN","R-TIPOS","181719","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Silveira, A.A.","HS - 198","1896","06",NA,NA,"Brasil","Minas Gerais","Várzea do Marçal",NA,NA,"R000181719","R000181719_001","-44.2616996765137","-21.1355991363525","Oliveira, A.","São João d'El Rei","2011",NA,NA,NA,NA,NA,NA,"39093","auto",NA,NA,NA,NA,"Isotypus de Eriocaulon longirostrum Silveira & Ruhand",NA
"61","2021-04-05 12:32:37-03","UNIVASF","HVASF","6111","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","D. Araújo","698","2009","05","27","América do Sul","Brasil","Bahia","Entrando a direita na estrada p/ Gentio do Ouro, cerca de 2 km da comunidade de cotovelo. Solo Arenoso.",NA,"Erva cerca de 5 cm. de altura. Flores brancas.","HVASF006111",NA,"-42.738805","-11.129222","E.C.O. Chagas","Gentio do Ouro","2013","08","26","-42.738805","-11.129222","405","405",NA,NA,NA,NA,NA,NA,NA,"U"
"62","2019-11-21 10:03:40-03","IBt","SP","161595","S","Plantae",NA,NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","19276","1977","03","02",NA,"Brasil","Bahia","19.5 km SE of the town of Morro do Chapéu on the BA052 road to Mundo Novo, by the Rio Ferro Doido, whit water worn horizontally-bedded sandstone at soil surface, with damp sand, sedge marsh, exposed rock & waterfall.",NA,NA,NA,NA,"-41.033333","-11.633333","Oliveira, A","Morro do Chapéu","2014","07","09","-41.033333","-11.633333","900","900",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:03:40-03","IBt","SP","186152","S","Plantae",NA,NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Blake, ST","18682","1950","10","09","Asia-Tropical","Australia","Queensland","near (about S of) Burdekin and Bogie Rivers",NA,NA,NA,NA,"147","-20","Oliveira, A","North Kennedy","2010","12","09","147","-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2014-09-23 10:57:20-03","G","G","G00098915","S","Plantae",NA,NA,"Eriocaulaceae","Eriocaulon","damazianum","Eriocaulon damazianum","Beauverd","Damazio, L. B.","1944","1908",NA,"00","AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=120682&base=img&lang=en","G00098915","G00098915","-45.44222222","-18.78777778","?",NA,NA,NA,NA,"-45.44222222","-18.78777778",NA,NA,NA,NA,NA,NA,NA,NA,"TYPUS of Eriocaulon damazianum Beauverd",NA
