"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","previousCatalogNumber","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus","sex"
"907","2021-03-01 16:37:22-03","UNICAMP","UEC","47374","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Amaral, MCE","Shepherd, GJ; Kinoshita, LS; Sales, MF; Miotto, STS; Miranda, AMCG; Torres, RB","1987","07","02","Brazil","Minas Gerais","Vargem Grande","Carrancas",NA,NA,NA,NA,NA,NA,"Erva com 30 cm de altura, flores rosadas.; Cerrado.","UEC178518",NA,"1992","15","14","19194",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","2021-03-01 16:37:22-03","UNICAMP","UEC","56454","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Rodrigues, E","1989","11","11","Brazil","São Paulo",NA,"Valo Velho-São Paulo- SP.",NA,NA,NA,NA,NA,NA,"Erva reptante de folhas alternas com limbos recortado.","UEC178524",NA,NA,NA,NA,"22265",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","2021-03-01 16:37:22-03","UNICAMP","UEC","62629","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Yamamoto, K","Resende, UM; et al.","1990","12","17","Brazil","Mato Grosso do Sul","Porto da Manga","Faz. da EMBRAPA. Estrada Porto da Manga.",NA,NA,NA,NA,NA,NA,"Porte herbário, flor de cor branca com estrias roxas.; Solo úmido arenoso.","UEC178670","UEC178670","1993",NA,NA,"339",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","2021-03-01 16:37:22-03","UNICAMP","UEC","67812","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Martins, E; et al.","1993","11","09","Brazil","São Paulo","Ubatuba","Núcleo de Pincinguaba, Trilha da Farinha.","-44.846667","-23.356944","-44.846667","-23.356944",NA,NA,"Erva, flores com cálice esverdeados e corola branca; Herbáceas de Planície","UEC082360","UEC082360",NA,NA,NA,"29211",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","2021-03-01 16:37:22-03","UNICAMP","UEC","71771","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Moraes, MD; et al.","Leitão Filho, HF; et al.","1995","02","07","Brazil","São Paulo","Pariquera-Açu","Estrada para Cananéia","-47.850833","-2.879444","-47.850833","-2.879444",NA,NA,"Herbácea, flores brancas centro-lilás, estames vinho.; Restinga/ Mata de encosta.","UEC178661","UEC178661",NA,NA,NA,"32921",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","2021-03-01 16:37:22-03","UNICAMP","UEC","75162","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Basso, ME; Moncaio, E; Pomari, ML; Nakagomi, MY","1994","09","08","Brazil","São Paulo","Cananéia","Ilha Comprida, Estrada entre a balsa e a praia da Ilha Comprida.","-47.9125","-25.017778","-47.9125","-25.017778",NA,NA,"Pétalas brancas, base dos estames róseas.; Restinga com transição pra Dunas.","UEC178510",NA,NA,NA,NA,"MEB03",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","2021-03-01 16:37:22-03","UNICAMP","UEC","75712","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Giulietti, AM","Giulietti, AM; Bautista, HP; Stam, G; Guedes, ML","1994","09","26","Brazil","Bahia","Palmeiras","Pai Inácio","-41.468056","-12.454722","-41.468056","-12.454722","960","960","Erva, com caule vináceo. Folhas simples. Flores com sépalas vermelho-esverdeadas; Pétalas alvas na base e rosadas no ápice, estames vermelhos, estigma branco. Frequência ocasional.; Campo rupestre. Solo brejoso.","UEC178662","UEC178662","2009","26",NA,"0787",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","2021-03-01 16:37:22-03","UNICAMP","UEC","75715","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Carvalho, AM; Amorim, AM; Sant'Ana, SC; Jardim, JG; Souza, GR; Cruz, NB","1994","10","27","Brazil","Bahia","Lençóis","Chapadinha","-41.440278","-12.459722","-41.440278","-12.459722","910","910","Subarbusto com ca. 40cm de altura. Folhas simples. Flores com pétalas alvas frutos imaturos verde-róseos. Frequente.; Campos gerais com predominância de gramíneas. Solo arenoso com afloramentos.","UEC178664","UEC178664","1995","12",NA,"1077",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","2021-03-01 16:37:22-03","UNICAMP","UEC","76896","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Yamamoto, K","Pott, VJR; et al.","1990","07","04","Brazil","Mato Grosso do Sul","Corumbá","Fazenda Nhumirim","-56.65","-18.983333","-56.65","-18.983333",NA,NA,"Erva, solo arenoso. Flor Branca.; Campo Alagável.","UEC178519",NA,"1995",NA,NA,"28474",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","2021-03-01 16:37:22-03","UNICAMP","UEC","94345","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Salvador, GS","Walter, B; Xavier, SCS; Nunes, RV; Sampaio, AB; Cordovil, SP","1996","02","07","Brazil","Goiás","Uruacu","Estrada de Terra da BR-153;Passando pela Vila Água Branca;P/ A Faz. Porteira Grande.Cerca de km após a sede.Área de influência do AHE Serra da Mesa.","-49","-14.383333","-49","-14.383333","400","400","Semi-arnustio até 30 cm de altura.Botões florais verdes.Folhas discolores.Ocasional.Interesse Econômico:Taxonomia.; Campo Limpo (Úmido);Adjacente a mata de galeria inundável.Solo arenoso;Raso;Com locais saturados.Relevo plano no loca","UEC179280",NA,"2005","05","10","3095",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","2020-02-18 09:35:33-03","UNICAMP","UEC","94967","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Feres, FR; Faria, AD; Aona, LYS; Matsumoto, K; Galvão, JC; Belinello, R","1996","12","16","Brazil","São Paulo","Jacupiranga","Lago à margem da estrada de terra em direção à Capinzal, Margem de lagoa alagável.","-48.033333","-24.716667","-48.033333","-24.716667",NA,NA,NA,"UEC055989","UEC055989",NA,NA,NA,"36/96",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","2021-03-01 16:37:22-03","UNICAMP","UEC","94970","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Amaral, MCE; Faria, AD; Galvão, JC; Gottermann, S; Callago, K; Belinello, R","1995","07","17","Brazil","São Paulo","Itirapina","Represa do Broa, Margem ao lado do asfalto. a 6 Km do trevo Itiparina-São Carlos (Rodovia Municipal Airton Senna).","-47.75","-22.2","-47.75","-22.2",NA,NA,"Erva c/ ca. 30 cm. Sépalas rosa/verdes; pétalas rosas; estames amarelos, estaminódios c/ base avermelhada e ápice creme.","UEC055986","UEC055986",NA,NA,NA,"95/50",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","2021-03-01 16:37:22-03","UNICAMP","UEC","94976","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Faria, AD; Matsumoto, K; Belinello, R","1996","08","07","Brazil","São Paulo",NA,"Rodovia 270 na altura do Km 232, Riacho na rodovia.",NA,NA,NA,NA,NA,NA,"Sépalas com a base verde e o ápice avermelhado, pétalas róseas.","UEC055994","UEC055994",NA,NA,NA,"96/387",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","2020-02-18 09:35:33-03","UNICAMP","UEC","94998","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Feres, FR; Faria, AD; Matsumoto, K; Aona, LYS; Belinello, R; Pansarin, ER","1997","01","23","Brazil","São Paulo","Mococa","Estrada Mococa-São Benedito das Areias, Brejo ao lado da estrada.","-47.016667","-21.433333","-47.016667","-21.433333",NA,NA,NA,"UEC055979","UEC055979",NA,NA,NA,"97/32",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","2021-03-01 16:37:22-03","UNICAMP","UEC","96620","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Barreto, KD; Fernandes, GD; Fernandes, RD","1994","12","08","Brazil","São Paulo","Itirapina","Represa do Broa, Próximo ao pedágio. Brejo.","-47.871583","-22.205139","-47.871583","-22.205139",NA,NA,"Erva; Flores roxas.","UEC055995","UEC055995",NA,NA,NA,"3368",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","2021-03-01 16:37:22-03","UNICAMP","UEC","96622","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Souza, JP; Souza, VC","Barreto, KD; Fernandes, GD; Fernandes, RD","1994","11","29","Brazil","São Paulo","Juquiá","Sítio Areia Dourada (Assungui), Mata Atlântica. Beira da mata.","-47.644528","-24.180222","-47.644528","-24.180222",NA,NA,"Erva, 40 cm alt.; flores alvas.","UEC055992","UEC055992","1995","11","17","3289",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","2020-02-10 17:56:30-03","UNICAMP","UEC","28309","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Neide","1982","02","01","Brazil","Acre","Cruzeiro do Sul","Taruacá e Feijó","-72.6699981689453","-7.63111019134521",NA,NA,NA,NA,NA,"UEC178669","UEC178669",NA,NA,NA,"45","123037","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","2021-03-01 16:37:22-03","UNICAMP","UEC","28278","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Yamamoto, K","Neide, V",NA,NA,NA,"Brazil","Acre","Cruzeiro do Sul","Taruacá e Feijó","-72.6699981689453","-7.63111019134521",NA,NA,NA,NA,"Obs: Chá com água quente para matar piolho.","UEC178388","UEC178388","2019",NA,NA,"72","123037","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","2021-03-01 16:37:22-03","UNICAMP","UEC","139627","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Salvador, GS","Wanderley, MGL; Kral, R","1988","11","05","Brazil","Bahia","Rio de Contas","Brasil, Bahia, Rio de Contas em direção a Fazenda Brumadinho.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"Bordas de mata de galeria.","UEC179287",NA,"2005","04","04","1504","49773","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","2021-03-01 16:37:22-03","UNICAMP","UEC","123230","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Ramos, AE","1983","05","02","Brazil","Distrito Federal","Brasília","Final da Asa Norte. Córrego Bragueto.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Erva com flores rosa claro, quase brancas.; Mata-galeria, borda do riacho.","UEC178517",NA,NA,NA,NA,"278","70570","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","2021-03-01 16:37:22-03","UNICAMP","UEC","186200","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Yamamoto, K","Folli, DA","1998","03","04","Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Parajú.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Arbustivo, forma de vida terrestre, botão e flor amarelo, cor do fruto imaturo é verde e do maduro é marrom, esudação de seiva, sendo esta incolor.; Nativo","UEC111539","UEC111539",NA,NA,NA,"3123","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","2021-03-01 16:37:22-03","UNICAMP","UEC","181636","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Chacon, RG","Irwin, HS; Reis dos Santos, R; Sousa, R; Fonseca, SF","1969","03","08","Brazil","Goiás","Cavalcante","Marshy places near creeck. Gallery and adjacent cerrado, ca. 10km south of Cavalcante .","-47.4583015441895","-13.7974996566772",NA,NA,"1000","1000","Decumbent herb, the stems to ca. 25cm long . Corolla pale pinkish lavender.","UEC049157","UEC049157","2003","08",NA,"24063","92497","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","2021-03-01 16:37:22-03","UNICAMP","UEC","136390","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta erecta","L.",NA,"Prado, AL; et al.","1993","03","02","Brazil","Mato Grosso","Poconé","Faz. Santa Carmen, À 3Km da Rod. Transpantaneira, Poconé-P. Cercado. Campo sazonalmente alagável.","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"Erva, ca. 20cm de altura; flores alvas com manchas rosadas.","UEC163131","UEC163131",NA,NA,NA,"2921","200792","auto","Magnoliopsida",NA,NA,NA,NA,"erecta",NA,NA,NA,NA,NA,NA,NA
"930","2021-03-01 16:37:22-03","UNICAMP","UEC","136388","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Yamamoto, K","Prado, AL; Prado, BA; Prado, DL","1992","11","20","Brazil","Mato Grosso","Poconé","Proximidades da Rod. Transpantaneira, Km 18, Poconé-Porto Cercado. Cmapo sazonalmente alagável.","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"Erva, 15 a 20cm de altura; flores alvas.","UEC163119","UEC163119","2005","05",NA,"3415","200792","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","2021-03-01 16:37:22-03","UNICAMP","UEC","62609","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Sugiyama, M","Sugiyama, M; Pinto, DS","1987","07","09","Brazil","Mato Grosso do Sul","Aquidauana","Vila Trindade.","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,"Porte Herbáceo, Flor de cor branca.; Solo úmido.","UEC163130","UEC163130","1988","02","01","4126","212961","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","2021-03-01 16:37:22-03","UNICAMP","UEC","62610","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Yamamoto, K","Resende, UM; et al.","1992","04","09","Brazil","Mato Grosso do Sul","Corumbá","Leque, Fazenda do Leque- EMBRAPA.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Herbáceo, Flor de cor branca,.; Terrestre-área periódo alagada.","UEC178663","UEC178663","1993",NA,NA,"662","295160","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","2021-03-01 16:37:22-03","UNICAMP","UEC","48163","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Salvador, GS","Leitão Filho, HF","1985","11","05","Brazil","Mato Grosso do Sul","Selviria","Mato Grosso do Sul, Município de Selvíria, Fazenda do Cacildo.","-51.4188995361328","-20.3672008514404",NA,NA,NA,NA,"Erva 20 cm, flores lilás-rosadas.; Brejo.","UEC179292",NA,"2005",NA,NA,"45a","74358","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","2021-03-01 16:37:22-03","UNICAMP","UEC","38265","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Salvador, GS","Martins, FR","1984","09","05","Brazil","Mato Grosso do Sul","Selviria","MS-Selviria, Três Lagoas, Faz. Cacildo Arantes.","-51.4188995361328","-20.3672008514404",NA,NA,NA,NA,"Herbáceo de até ca. 10 cm, flores róseos.; Brejo.","UEC179274",NA,"2005","06",NA,"16275","74358","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","2021-03-01 16:37:22-03","UNICAMP","UEC","76897","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Yamamoto, K","Tameirão Neto, E","1993","07","20","Brazil","Minas Gerais","Araxá","Perdizes","-46.940601348877","-19.5932998657227",NA,NA,NA,NA,"Herbáceo, Rio Galheiro, área de inundação da UHE Nova Ponte.","UEC178526","UEC178526","1995",NA,NA,"934","29994","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","2021-03-01 16:37:22-03","UNICAMP","UEC","063081","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Yamamoto, K","Rennó, L","1953",NA,NA,"Brazil","Minas Gerais","Belo Horizonte","Brasil, MG, Belo Horizonte.Pampulha.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Herbáceo.; Campo.","UEC179285",NA,"1993",NA,NA,"s.n.","17082","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","2021-03-01 16:37:22-03","UNICAMP","UEC","102268","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Salvador, GS","Kinoshita, LS; Forster, W; Simões, AO","1998","10","07","Brazil","Minas Gerais","Carrancas","Brasil, MG, Carrancas, Cachoeira da Fumaça.","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Subarbusto, flores róseas.","UEC179277",NA,"2005","05","10","98530","21143","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","2021-03-01 16:37:22-03","UNICAMP","UEC","34615","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Amaral, MCE","Leitão Filho, HF; Semir, J; Tozzi, AMGA","1983","12","09","Brazil","Minas Gerais","Carrancas","Cachoeira da Fumaça e Serra de Carranca","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Erva de 25 cm, flores rosadas; em locais brejosos.; Brejo.","UEC178389","UEC178389","1992","05","14","15436","21143","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","2021-03-01 16:37:22-03","UNICAMP","UEC","47717","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Salvador, GS","Leitão Filho, HF; Santin, DA; Grombone-Guaratini, MT; Meira Neto, JAA; Franco, GADC","1987","07","02","Brazil","Minas Gerais","Carrancas","MG-Carrancas.","-44.6425018310547","-21.4874992370605",NA,NA,"1100","1100","Erva, flores rosa claro.; Lugar úmido.","UEC179272",NA,"2005","05",NA,"19414","21143","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","2021-03-01 16:37:22-03","UNICAMP","UEC","132749","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Saavedra, MM","Franco, BKS; Forzza, RC; Meireles, LD; Antunes, LCB","2002","06","16","Brazil","Minas Gerais","Descoberto","Reserva biológica da represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Erva em beira de curso d'água. Cálice vináceo, com margem verde. Pétalas e estames róseos. Ramos avermelhados.; Em beira de curso d'água.","UEC070757","UEC070757","2004",NA,NA,"82","11991","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","2021-03-01 16:37:22-03","UNICAMP","UEC","063693","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Salvador, GS","Leitão Filho, HF; Tozzi, AMGA; Tamashiro, JY; Santos, FAM; alunos","1992","12","08","Brazil","Minas Gerais","Diamantina","Estado de Minas Gerais, Município de Diamantina, Estrada para Biribiri.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"Herbácea 30 cm.; Campos Rupestres, Mata Ciliar.","UEC179279",NA,"2005","05","10","27519","101169","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","2021-03-01 16:37:22-03","UNICAMP","UEC","71180","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Carvalho, DA; et al.","1992","10","27","Brazil","Minas Gerais","Itumirim","Fazenda Tiãozinho - Itumirim/MG (Macuco).","-44.8711013793945","-21.3169002532959",NA,NA,NA,NA,"Erva, de flor Rósea Claro, 20cm de altura. Frequente em grupos de Maio.; Brejo.","UEC163134","UEC163134",NA,NA,NA,"13549","16596","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","2021-03-01 16:37:22-03","UNICAMP","UEC","12476","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Salvador, GS","Joly, AB; Sendulsky, T; Pereira, SMB; Joly, AM; Martins, F","1972","04","17","Brazil","Minas Gerais","Jaboticatubas","Município de Jaboticatubas:km 141 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro.Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,"1290","1290","Subarbusto 30 cm, flor lilás.","UEC179290",NA,"2005",NA,NA,"1835","31264","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","2021-03-01 16:37:22-03","UNICAMP","UEC","12467","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Joly, AB; Martins, F; Giulietti, AM; Sendulsky, T; Pereira, SMB; Joly, AM","1972","04","16","Brazil","Minas Gerais","Lagoa Santa","Conceição do Mato Dentro, Municipio de Jaboticatubas, ao longo da rodovia Lagoa Santa.","-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,"Flor Rosa Claro, Erva 15 cm. Ao longo da estrada da Usina.","UEC178527","UEC178527",NA,NA,NA,"1763","12338","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","2021-03-01 16:37:22-03","UNICAMP","UEC","12468","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Joly, AB; Sendulsky, T; Pereira, SMB; Joly, AM; Martins, F","1972","04","17","Brazil","Minas Gerais","Lagoa Santa","Conceição do Mato Dentro, Município de Jaboticatubas, km 139 ao longo da rodovia Lagoa Santa.","-43.8897018432617","-19.6271991729736",NA,NA,"1290","1290","Flor Rosa, erva 15cm.","UEC178528","UEC178528",NA,NA,NA,"1888","12338","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","2021-03-01 16:37:22-03","UNICAMP","UEC","174226","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Messias, MCTB","Messias, MCTB; Silva, JL; Tonaco, AC","2008","04","04","Brazil","Minas Gerais","Mariana","Bento Rodrigues, estrada para Santa Rita Durão.","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"Erva, 30cm. Flores róseas, folhas arroeadas. Em campos rupestres quartzíticos, em platôs arenosos úmidos.","UEC026312","UEC026312",NA,NA,NA,"1953","33524","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","2021-03-01 16:37:22-03","UNICAMP","UEC","174228","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Messias, MCTB; Silva, JL; Tonaco, AC; Ataíde, E","2007","12","19","Brazil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira.Samarco Alegria 7.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Erva, flores róseas.; Campo rupestre.","UEC026314","UEC026314",NA,NA,NA,"1700","44599","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","2021-03-01 16:37:22-03","UNICAMP","UEC","12470","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Leitão Filho, HF; Shepherd, GJ; Stubblebine, WH; et al.","1978","12","13","Brazil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,"Erva, flores róseas.; Nativo em matas e campos da Serra do Caraça.","UEC178667","UEC178667",NA,NA,NA,"9695","33136","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","2019-12-16 09:56:13-03","UNICAMP","UEC","149200","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"Kinoshita, LS; Martins, AB; Galvão, JC; Fanton, JCM; Shimizu, GH","2008","11","06","Brazil","Minas Gerais","São João Batista do Glória","Ribeirão Grande, Pousada Mata do Engenho","-46.5055999755859","-20.6413993835449",NA,NA,NA,NA,"Erva, 10 cm. Flores róseas.","UEC163121","UEC163121",NA,NA,NA,"08-117","29048","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","2021-03-01 16:37:22-03","UNICAMP","UEC","34285","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Chacon, RG","Leitão Filho, HF; et al.","1983","12","06","Brazil","Minas Gerais","Tiradentes","Estado de Minas Gerais, Mun. de Tiradentes.","-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,"Herbáceo até 20 cm, flores lilases.; Campo rupestre, próximo à cidade.","UEC179271",NA,"2009","09",NA,"15193","10355","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","2021-03-01 16:37:22-03","UNICAMP","UEC","47239","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Salvador, GS","Kinoshita, LS; Shepherd, GJ; Zickel, CS; Suda, CNK; Borges, HBN; Lombardi, JA","1987","06","30","Brazil","Minas Gerais","Tiradentes","MG-Mun. de Tiradentes, Serra de São José.","-44.1781005859375","-21.1103000640869",NA,NA,"900","1100","Erva com 40 cm de alt., flores rosadas.; Campo rupestre.","UEC179273",NA,"2005","05",NA,"19036","10355","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","2021-03-01 16:37:22-03","UNICAMP","UEC","46873","S","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","Salvador, GS","Semir, J; Martins, AB; Bernacci, LC; Dutilh, JHA","1987","06","30","Brazil","Minas Gerais","Tiradentes","MG-Mun. de Tiradentes.Serra de São José.","-44.1781005859375","-21.1103000640869",NA,NA,"900","1100","Erva até 20 cm, flores rosadas.; Em solo arenoso.","UEC179275",NA,"2005","06",NA,"19504","10355","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
