"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"50","2021-03-01 16:43:17-03","UNICAMP","UEC","157659","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Leitão Filho, HF","Souza, HM","s.n.","1967","12","15",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC","-47.850833","-24.879444",NA,NA,NA,"Árvore; 15-20 m de alt. Floresce em Dez/Jan. Flores amarelas.","UEC015885","UEC015885",NA,NA,"-47.850833","-24.879444",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-08-20 10:28:18-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Urbanetz, C","Urbanetz, C","250",NA,NA,NA,NA,"Brazil","São Paulo","Cananéia","Fazenda Folha Larga","-24.883333","-47.916667","100","100",NA,"Flores amarelas.",NA,NA,NA,NA,"-24.883333","-47.916667",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:43:17-03","UNICAMP","UEC","205686","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Almeida-Costa, DG","Colli-Silva, M; Almeida-Costa, DG","98","2018","04","16",NA,"Brazil","São Paulo","Cubatão","Brasil, São Paulo, Cubatão:Parque Ecológico Municipal Perequê.Início da trilha do Rio Perequê, em área aberta.","-40.364944","-23.845028","14","14",NA,"Árvore ca.20m alt.Botões florais esverdeados.; Mata Atlântica.","UEC164327","UEC164327","2018","04","-40.364944","-23.845028",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:43:17-03","UNICAMP","UEC","73278","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Sakai, L","33401","1995","02","12",NA,"Brazil","São Paulo","Pariquera-Açu","IAC, Mata de Planície.","-47.880417","-24.613889",NA,NA,NA,"Árvore 10m, flores amarelas.","UEC054603","UEC054603",NA,NA,"-47.880417","-24.613889",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:43:17-03","UNICAMP","UEC","75224","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Shimizu, GH","Bastos, EB; Sanches, CD; Gorestein, MR; Hoffmann, JR; Ferreira, VF; Bastos, EB","-13","1994","09","05",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Inst. Agronômico, Beira da Rodovia Regis Bittencourt. Área com fragmentos de mata Atlântica secundária. Ao lado da sede.","-47.88775","-24.622917",NA,NA,NA,"Árvore, ca. 25 m alt.","UEC054602","UEC054602","2011","04","-47.88775","-24.622917",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:43:17-03","UNICAMP","UEC","79626","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Sakai, L","32629","1995","02","07",NA,"Brazil","São Paulo","Cananéia","Estrada Pariquera-Açu - Cananéia, 4 Km estrada de terra. Mata de encosta/restinga.","-47.850833","-24.879444",NA,NA,NA,"Árvore 15 m, flores amarelas.","UEC054600","UEC054600",NA,NA,"-47.850833","-24.879444",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:43:17-03","UNICAMP","UEC","177635","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Simão, MVRC","Simão, MVRC","159","2012","07","11",NA,"Brazil","Minas Gerais","Viçosa","Estação de Pesquisa, Treinamento e Educação Ambiental Mata do Paraiso.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Árvore 17m. Frutos imaturos verdes trilocular. Inflorescência terminal.; Floresta Estacional Semidecidual","UEC029348","UEC029348","2013","06",NA,NA,"13937","auto","13",NA,NA,NA,NA,NA
"57","2021-03-01 16:43:17-03","UNICAMP","UEC","177327","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Luchiari, C","365736","1994","02","10",NA,"Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, Juturnaiba","-42.3917007446289","-22.6508007049561",NA,NA,NA,"Árvore ca de 16m, heliófita, folha discolor, verde face superior, verde clara face inferior, botão amarelo, flores abertas na porção da inflorescência, espora nas flores abertas avermelhadas encontrando-se perfuradas, fruto muito jovem","UEC029386","UEC029386",NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:43:17-03","UNICAMP","UEC","177559","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Yamamoto, K","Bertoni, JEA; Geremias, A","417","2001","01","05",NA,"Brazil","São Paulo","Campinas","Fazenda Santa Elisa, quadra do Café L9 -P2.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore de 7 à 8m, flores amarelas.","UEC051018","UEC051018","2007",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:43:17-03","UNICAMP","UEC","177558","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Yamamoto, K","Bertoni, JEA; Geremias, A","298","2000","11","17",NA,"Brazil","São Paulo","Campinas","Fazenda Santa Elisa, quadra do Café L9 -P2.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore; com frutos secos.","UEC051017","UEC051017","2007",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:43:17-03","UNICAMP","UEC","133943","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Urbanetz, C","Urbanetz, C; Domingos; Lelo; Lindenberg, MF","17",NA,NA,NA,NA,"Brazil","São Paulo","Cananéia","Fazenda Folha Larga","-47.9199981689453","-25.0100002288818",NA,NA,NA,"Árvore com flores amarelas.",NA,NA,"2004","05",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:43:17-03","UNICAMP","UEC","40698","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Tamashiro, JY; Leitão Filho, HF","17960","1985","12","03",NA,"Brazil","São Paulo","Cananéia","Ilha do Cardoso, Mata de restinga.","-47.9199981689453","-25.0100002288818",NA,NA,NA,"Árvore até 20 m, flores em botão de cor amarela.","UEC054599","UEC054599",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:43:17-03","UNICAMP","UEC","183007","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Catharino, ELM","Catharino, ELM; Jaramillo, CBJ","555","1985","12","11",NA,"Brazil","São Paulo","Iguape","Pé do morro de Iguapé.","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Árvore de 13 a 15m de altura mais ou menos. Flores amarelas.","UEC104104","UEC104104","1986","04",NA,NA,"55628","auto","18",NA,NA,NA,NA,NA
"63","2019-11-06 09:57:56-03","UFOP","OUPR","32214","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Lima, H.C.; et al.","4934","1994","07","13",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas, Estrada para Juturnaiba, próximo ao portão da reserva. Área FP003.","-42.25","-22.5",NA,NA,NA,"Indivíduo F0413. Árvore ca. de 20m de alt. Frutos imaturos verdes.",NA,NA,NA,NA,"-42.25","-22.5",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-16 17:54:05-03","UCS","HUCS","06143","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Hatschbach, G.","Ribas, O.S.","27","1989","01","22",NA,"Brasil","Paraná","Antonina","Reserva Biológica de Sapintanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,"árvoe 10-15 m - flores amarelas; mata pluvial",NA,NA,"1989",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"65","2020-04-27 16:11:52-03","UFES","VIES","21898","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Zorzanelli, J.P.F.","Zorzanelli, J.P.F.; Carvalho Filho, J.H.","87","2011","08","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,"VIES021898","VIES021898","2012","03",NA,NA,"32198","auto",NA,NA,NA,NA,NA,NA
"66","2019-08-16 08:41:25-03","UTFPR","HCF","16598","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","E. Barboza","M.G. Caxambu","6030","2015","03","27",NA,"Brasil","SP","Eldorado","Fazenda Itaipava/ Catre","-48.106917","-24.559556","88","88",NA,"árvore heliófita, ca. 10 m. Flores amarelas. Frutos imaturos verdes.",NA,NA,"2017",NA,"48°06'24,9 W","24°33'34,4 S",NA,NA,NA,NA,NA,NA,NA,NA
"67","2013-04-01 09:20:22-03","IPT","BCTW","3865","S","Plantae","Magnoliophyta",NA,NA,"Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","Parque Nacional das Fontes do Ipiranga (PEFI)","-46.63","-23.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"68","2021-03-21 19:39:28-03","UFC","EAC","32179","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Vianna, M.C.","Oliveira, C.A.L.; Souza, G.R.","1938","2001","12","15","Southern America","Brasil","Rio de Janeiro","Piraí","Estr. Rio-SP, Km229, próx. à Serra das Araras","-43.8981018066406","-22.6291999816895",NA,NA,NA,"Árvore, ca. 26m; inflorescência erecta, cor amarela.","EAC0032179",NA,"2001","12",NA,NA,"20293","auto","17",NA,NA,NA,NA,NA
"69","2020-12-21 16:47:37-03","MBM","MBM","182881","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Ziller, S.R.","Silva, F.C.","774","1986","12","05","Southern America","Brazil","Paraná","Antonina","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM182881","MBM182881",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:47:37-03","MBM","MBM","18074","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Hatschbach, G.","26868","1971","07","20","Southern America","Brazil","Paraná","Antonina","Faisqueira","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM018074","MBM018074",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:47:37-03","MBM","MBM","128496","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Hatschbach, G.","Ribas, O.S.; Hatschbach, G.; Hatschbach, G.","27","1989","01","22","Southern America","Brazil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM128496","MBM128496",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:47:37-03","MBM","MBM","172911","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Hatschbach, G.","Ziller, S.R.","638","1994","12","15","Southern America","Brazil","Paraná","Guaraqueçaba","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM172911","MBM172911",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:47:37-03","MBM","MBM","144847","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Hatschbach, G.","Hatschbach, G.","54890","1991","01","23","Southern America","Brazil","Paraná","Guaraqueçaba","Rio Bananal","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM144847","MBM144847",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:47:37-03","MBM","MBM","68709","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Hatschbach, G.","Hatschbach, G.","18501","1968","01","30","Southern America","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM068709","MBM068709",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:47:37-03","MBM","MBM","69994","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Hatschbach, G.","Hatschbach, G.","43899","1981","05","18","Southern America","Brazil","Paraná","Guaraqueçaba","Serra Negra","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM069994","MBM069994",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:47:37-03","MBM","MBM","80343","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Hatschbach, G.","Hatschbach, G.","46041","1983","01","19","Southern America","Brazil","Paraná","Morretes","Colônia Limeira","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM080343","MBM080343",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:47:37-03","MBM","MBM","42878","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Hatschbach, G.","Hatschbach, G.","6627","1960","01","03","Southern America","Brazil","Paraná","Paranaguá","Alexandra","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM042878","MBM042878",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:47:37-03","MBM","MBM","212882","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Soares, A.","65","1994","01","08","Southern America","Brazil","Paraná","Paranaguá","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM212882","MBM212882",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:47:37-03","MBM","MBM","343047","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Lima, H.C. de; et al.; et al.","4863","1994","01","18","Southern America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas. Est. p/Juuturnaíba, próx. da reserva. Área FP003","-42.3917007446289","-22.6508007049561",NA,NA,NA,"Árvore com cerca de 20m de alt. Tronco com casca áspera e pardacenta. DAP 38,7cm. Flores amarelas, levemente aromáticas. Ocasional. Fuste 10","MBM343047","MBM343047",NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:47:37-03","MBM","MBM","59002","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Hatschbach, G.","Hatschbach, G.","39729","1977","01","25","Southern America","Brazil","Paraná","Morretes","Rio Sapitanduva","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM059002","MBM059002",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:47:37-03","MBM","MBM","176053","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Vianna, M.C.","Cruz, N.D.","88","1979","02","28","Southern America","Brazil","São Paulo",NA,"Estrada São Paulo - Ubatuba, km 252",NA,NA,NA,NA,NA,NA,"MBM176053","MBM176053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:47:37-03","MBM","MBM","172095","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Roderjan, C.V.","Roderjan, C.V.; Kuniyoshi, Y.S.; Kuniyoshi, Y.S.","592","1986","12","05","Southern America","Brazil","Paraná","Antonina","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM172095","MBM172095",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:47:37-03","MBM","MBM","80344","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Hatschbach, G.","Kuniyoshi, Y.S.; et al.; et al.","4615","1983","02","03","Southern America","Brazil","Paraná","Antonina","Antonina, arredores","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM080344","MBM080344",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:47:37-03","MBM","MBM","113602","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Kuniyoshi, Y.S.","Roderjan, C.V.","123","1983","02","01","Southern America","Brazil","Paraná","Antonina","Antonina, arredores","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM113602","MBM113602",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:47:37-03","MBM","MBM","6707","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Hatschbach, G.","Hatschbach, G.","18109","1967","12","13","Southern America","Brazil","Paraná","Antonina","Batel","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM006707","MBM006707",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:47:37-03","MBM","MBM","176896","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Ziller, S.R.","Ziller, S.R.; Soares, A.; Soares, A.","876","1995","04","13","Southern America","Brazil","Paraná","Guaraqueçaba","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM176896","MBM176896",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:47:37-03","MBM","MBM","212884","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Hatschbach, G.","Ziller, S.R.; et al.; et al.","1414","1995","11","09","Southern America","Brazil","Paraná","Guaraqueçaba","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM212884","MBM212884",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:47:37-03","MBM","MBM","105462","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Negrelli, R.","Kummrow, R.; Anderson, L.L.; Hegberg, M.M.; Anderson, L.L.; Hegberg, M.M.","2716","1985","01","07","Southern America","Brazil","Paraná","Guaraqueçaba","Guaraqueçaba, arredores","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM105462","MBM105462",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:47:37-03","MBM","MBM","184979","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Silva, S.M.","Lima, R.X.","249","1994","02","18","Southern America","Brazil","Paraná","Guaraqueçaba","Rod. PR-405","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM184979","MBM184979",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:47:37-03","MBM","MBM","113601","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Pizani, A.J.","Pizani, A.J.","35","1983","07","02","Southern America","Brazil","Paraná","Morretes","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM113601","MBM113601",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:47:37-03","MBM","MBM","348504","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Kuniyoshi, Y.S.","Pizani, A.J.; Kuniyoshi, Y.S.; Kuniyoshi, Y.S.","29","1983","05","18","Southern America","Brazil","Paraná","Morretes","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,"Floresta pluvial atlântica de planície litorânea.","MBM348504","MBM348504","1983","05",NA,NA,"30514","auto","18",NA,NA,NA,NA,NA
"92","2020-12-21 16:47:37-03","MBM","MBM","176052","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Kuhlmann, M.","3453","1945","04","16","Southern America","Brazil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"MBM176052","MBM176052",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:47:37-03","MBM","MBM","348284","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Yamamoto, K.","Polisel, R.T.","692","2008","03","01","Southern America","Brazil","São Paulo","Juquitiba","Distrito das Barnabés, a 2km da estrada de terra do Km 339 da BR 116","-47.060001373291","-23.9300003051758","680","680",NA,"Árvore de 6m. Flores amarelas","MBM348284","MBM348284","2008","04",NA,NA,"24559","auto","10",NA,NA,NA,NA,NA
"94","2019-11-01 15:33:13-03","PUC-RIO","FCAB","7364","PreservedSpecimen","Plantae",NA,"Angiospermae","Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","A.G. Christo","A.G. Christo","461","2007","02","04",NA,"Brasil","Rio de Janeiro","Silva Jardim","Rebio Poço das Antas","-42.583639","-22.8895",NA,NA,NA,"Ávore, ca. 20 m de altura, folhas verticiladas, concolores.; Coletada no interior da mata.","007364",NA,"2008","01","-42.583639","-22.8895",NA,NA,"25",NA,NA,NA,NA,NA
"95","2015-10-03 04:28:15-03","MNHN","RECOLNAT_MNHN_P","P00733837","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Mori","Riedel, L.",NA,NA,NA,NA,NA,"brésil",NA,NA,"Brasilia",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733837' target='other'> <mi>dwc_moreinfo</mi></a>","P00733837","P00733837_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype","29",NA
"96","2015-10-03 04:28:00-03","MNHN","RECOLNAT_MNHN_P","P00733838","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Glaziou, A.",NA,"1870","3","14",NA,"brésil",NA,NA,"Cachoeira (Rio)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733838' target='other'> <mi>dwc_moreinfo</mi></a>","P00733838","P00733838_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","3952",NA
"97","2015-10-03 07:30:55-03","MNHN","RECOLNAT_MNHN_P","P00733839","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Stafleu","Glaziou, A.",NA,"1870","3","14",NA,"brésil",NA,NA,"Cachoeira (Rio)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733839' target='other'> <mi>dwc_moreinfo</mi></a>","P00733839","P00733839_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","3952",NA
"98","2015-10-03 07:31:03-03","MNHN","RECOLNAT_MNHN_P","P00733840","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Stafleu","Glaziou, A.",NA,"1870","3","14",NA,"brésil",NA,NA,"Cachoeira (Rio)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733840' target='other'> <mi>dwc_moreinfo</mi></a>","P00733840","P00733840_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","3952",NA
"99","2015-09-05 05:22:18-03","MNHN","RECOLNAT_MNHN_P","P04726785","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Hatschbach, G.",NA,"1967","12","13",NA,"Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,"hb","nome vulgar: Guaricica <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726785' target='other'> <mi>dwc_moreinfo</mi></a>","P04726785","P04726785_01",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,"18109",NA
"100","2015-09-05 05:22:19-03","MNHN","RECOLNAT_MNHN_P","P04726786","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Hatschbach, G.",NA,"1968","1","30",NA,"Brasil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,"50","hb","nome vulgar: Guaricica <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726786' target='other'> <mi>dwc_moreinfo</mi></a>","P04726786","P04726786_01",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,"18501",NA
"101","2021-02-11 17:22:10-03","UFPR","UPCB","67861","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Brotto, M.L.","Brotto, M.L.","424","2010","02","08",NA,"Brasil","Paraná","Paranaguá",NA,"-48.565278","-25.524167","15","15",NA,"Árvore de 15 m de alt., flores amarelas. Floresta Ombrófila das Terras Baixas..",NA,NA,"2010","03","-48.565278","-25.524167",NA,NA,"24",NA,NA,NA,NA,NA
"102","2021-02-11 17:22:10-03","UFPR","UPCB","14357","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Pizani, A.J.","Pizani, A.J.","35","1983","07","02",NA,"Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,"Árvore, 8m. Floresta pluvial atlântica da planície litorânea..",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
