"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","typeStatus"
"47","2019-11-08 08:56:53-03","FURB","FURB","43740","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Funez, L.A.","Funez, L.A.; Zermiani, A.E.","2499","2013","12","28","Brasil","Santa Catarina","Benedito Novo","Campo do Zinco.","-49.4788889","-26.8955555","-49.4788889","-26.8955555","755","755",NA,"FURB45128","FURB45128","2013","12","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-10-14 10:06:59-03","FURB","FURB","49681","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","F.S. Cabral","Schwirkowski, P.","1613","2016","02","27","Brasil","Santa Catarina","São Bento do Sul","Rio Natal, próximo à CEPA Rugendas, em mata ao lado dos trilhos.","-49.3083333","-26.3208334","-49.3083333","-26.3208334","600","600",NA,"FURB49681","FURB49681","2017","03","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-10-14 10:06:59-03","FURB","FURB","52035","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","F.S. Cabral","Schwirkowski, P.","1931","2016","10","15","Brasil","Santa Catarina","São Bento do Sul","Localidade de Rio Natal.","-49.2697223","-26.3261111","-49.2697223","-26.3261111","500","500","Herbácea, ciófita, flores brancas","FURB52035","FURB52035","2017","03","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-08 08:56:53-03","FURB","FURB","56402","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Funez, L.A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1766","2018","01","28","Brasil","Santa Catarina","Presidente Nereu",NA,"-49.41","-27.27","-49.4100000","-27.2700000",NA,NA,NA,"FURB56402","FURB56402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-24 16:38:59-03","FURB","FURB","67327","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.",NA,"Funez, L.A.; Zermiani, A.E.","9236","2019","12","31","Brasil","Santa Catarina","Benedito Novo","Cachoeira da Pedra Furada.","-49.4533333","-26.9097222","-49.4533333","-26.9097222","725","725","Flores branco-esverdeadas Habitat: Rochas da margem da cachoeira Habito: Erva","FURB67327","FURB67327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-14 10:06:59-03","FURB","FURB","7042","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Funez, L.A.","Sevegnani, L.",NA,"2007","12","13","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Área Virgem.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,NA,"FURB45170","FURB45170","2013","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-16 17:54:55-03","UCS","HUCS","45119","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, A.L.","Stival-Santos, A.","1338","2009","11","23","Brasil","Santa Catarina","Blumenau","Área Virgem do Parque Nacional da Serra do Itajaí","-49.139361","-27.097","-49.139361","-27.097","660","660","herbácea; flor branca; Floresta Ombrófila Densa; Estágio Primário; interior do fragmento",NA,NA,"2011","10",NA,"Angiospermae","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-08-16 08:41:21-03","UTFPR","HCF","20731","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","A.L. Gaglioti","M. Verdi","5482","2010","08","24","Brasil","PR","Morretes","Parque Estadual Pico Marumbi - Olimpo","-48.923333","-25.442222","48°55'24 W","25°26'32 S","600","600","erva terrícola. Botão floral creme. Floresta Ombrófila Densa em estágio avançado.",NA,NA,"2011","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-08-16 08:41:21-03","UTFPR","HCF","12369","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","E.D. Lozano","E.D. Lozano","911","2012","01","31","Brasil","PR","Telêmaco Borba","Lote 6","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"herbácea, 25 cm, flores alvas, margem de riacho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:46:44-03","MBM","MBM","35725","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Hatschbach, G.","Hatschbach, G.","29809","1972","07","20","Brazil","Paraná","Antonina","Bairro Alto","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM035725","MBM035725",NA,NA,NA,NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:46:44-03","MBM","MBM","77832","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, A.L.","Kummrow, R.","1949","1982","06","03","Brazil","Paraná","Morretes","Rio das Pedras","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Erva, 50 cm, flor esverdeada, Mata pluvial","MBM077832","MBM077832","2010","05","25",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:46:44-03","MBM","MBM","201699","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Ribas, O.S.","Irwin, H.S.; Cordeiro, J.; Cordeiro, J.","857",NA,NA,NA,"Brazil","Paraná","Morretes","Serra Marumbi, picada ao Rochedinho","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM201699","MBM201699",NA,NA,NA,NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:46:44-03","MBM","MBM","111306","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, A.L.","Cordeiro, J.; Silva, J.M.; Silva, J.M.","113","1985","05","21","Brazil","Paraná","Morretes","Véu de Noiva","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Erva 90 cm. Interior da mata","MBM111306","MBM111306","2010","05","25",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:46:44-03","MBM","MBM","126808","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, A.L.","Landrum, L.R.","2870","1977","12","13","Brazil","Paraná","Morretes","Via Graciosa, Grota Funda","-48.834400177002","-25.476900100708",NA,NA,"600","600","Tropical forest on the Atlantic facing slope of Serra do Mar, often misty os rainy.","MBM126808",NA,"2010","05","25",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:46:44-03","MBM","MBM","341800","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, A.L.","Sevegnani, L.","s.n.","2007","12","13","Brazil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"Área Virgem","MBM341800","MBM341800","2010","05","25",NA,NA,"Southern America",NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:46:44-03","MBM","MBM","280882","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, A.L.","Silva, J.M.; Barboza, E.; Vaz, J.; Barboza, E.; Vaz, J.","3662","2002","09","29","Brazil","Paraná","Barra do Turvo","Bela Vista, Chácara Moxotó",NA,NA,NA,NA,NA,NA,"Erva, flor esverdeada. Margem do rio","MBM280882","MBM280882","2010","05",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:46:44-03","MBM","MBM","280898","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, A.L.","Ribas, O.S.; Cordeiro, J.; Barboza, E.; Costa, E.F.; Cordeiro, J.; Barboza, E.; Costa, E.F.","5145","2003","02","27","Brazil","Paraná","Garuva","Morro Monte Crista",NA,NA,NA,NA,NA,NA,"Erva carnosa, flor creme-alvacenta. Floresta atlântica da Serra do Mar, Encosta do morro","MBM280898",NA,"2010","05","25",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:46:44-03","MBM","MBM","423805","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Cabral, F.S.","Schwirkowski, P.","1613","2016","02","27","Brazil","Santa Catarina","São Bento do Sul","Rio Natal, Linha férrea, após o CEPA Rugendas","-49.308333","-26.320833","-49.308333","-26.320833","600","600","Herbácea, flores brancas.; FOD, mata em estágio avançado, área sombreada.","MBM423805",NA,"2017","03","14",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:46:44-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Barboza, E.","Dalmaso, C.A.","305","2013","05","23","Brazil","Paraná","Guarapuava",NA,"-51.479997","-25.2","-51.479997","-25.2",NA,NA,"Herbácea.","IFN000537",NA,"2013","06","24",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:46:44-03","MBM","MBM","271193","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, A.L.","Tessmann, G.","3600","1948","12","15","Brazil","Paraná","Paranaguá","Serra da Prata, ca. 20 km ao sul de Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Mata pluvial-tropical do litoral. Em pedras dum córrego, no mato sõ em determinados lugares e não frequente. Erva. Flor pétalas cor de rosa; estames branco; estigma branqueado. Floresc. dezembro","MBM271193","MBM271193","2010",NA,NA,NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:46:44-03","MBM","MBM","36178","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Handro, O.","Hatschbach, G.","46","1943","11",NA,"Brazil","Paraná","Morretes","Estrada Marumbi, Rio Taquaral","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM036178","MBM036178",NA,NA,NA,NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:46:44-03","MBM","MBM","36166","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Smith, S.F.","Hatschbach, G.","2905",NA,NA,NA,"Brazil","Paraná","Morretes","Grota Funda, Estrada da Graciosa","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM036166","MBM036166",NA,NA,NA,NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:46:44-03","MBM","MBM","271790","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, A.L.","Labiak, P.; et al.; et al.","1997","2001","12","08","Brazil","Paraná","Morretes","Parque estadual do Marumbi, Morro do Facãozinho.","-48.834400177002","-25.476900100708",NA,NA,"1100","1100","Planta herbácea, crescendo no interior da floresta primária. Flores brancas. Floresta Ombrófila Densa Alto-montana","MBM271790","MBM271790","2010","05","25",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:46:44-03","MBM","MBM","80403","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Hatschbach, G.","Oliveira, P.I.","725","1982","12","10","Brazil","Paraná","Morretes","Rio dos Padres","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM080403","MBM080403",NA,NA,NA,NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:46:44-03","MBM","MBM","21960","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Hatschbach, G.","Hatschbach, G.","23907","1970","02","25","Brazil","Paraná","Morretes","Serra Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM021960","MBM021960",NA,NA,NA,NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:46:44-03","MBM","MBM","1067","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Smith, S.F.; L.B.","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13431","1966","01","04","Brazil","Paraná","Morretes","Usina Elétrica Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM001067","MBM001067",NA,NA,NA,NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:46:44-03","MBM","MBM","395896","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Cordeiro, J.","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","2062","2013","12","10","Brazil","Paraná","Palmeira","Mata ripária do rio Guaraúna","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Terrícola. Caule verde acastanhado. Folhas verdes. Inflorescência verde clara.; Floresta Ombrófila Mista, em mata ripária.","MBM395896","MBM395896","2015","04","14",NA,NA,"Southern America",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"74","2015-09-05 11:25:04-03","MNHN","RECOLNAT_MNHN_P","P06816460","PreservedSpecimen",NA,"Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.",NA,"Dusén, P.",NA,"1908","11","2","Brasil","Paraná",NA,"Cadeado. Paraná, Sul, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"Plantae Brasilienses. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06816460' target='other'> <mi>dwc_moreinfo</mi></a>","P06816460","P06816460_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"6964",NA,NA
"75","2015-09-05 11:25:04-03","MNHN","RECOLNAT_MNHN_P","P06816458","PreservedSpecimen",NA,"Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.",NA,"Mexia, Y.",NA,"1930","11","26","Brasil","Minas Gerais","Viçosa","Fazenda Paraiso. Viçosa, Minas Gerais, Sudeste, Brasil, América do Sul","-42.8819007873535","-20.7539005279541",NA,NA,"730",NA,"Plants of Brazil . . Reçu le 5 avril 1934 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06816458' target='other'> <mi>dwc_moreinfo</mi></a>","P06816458","P06816458_01",NA,NA,NA,NA,NA,NA,"hb","13937","auto",NA,NA,NA,NA,"5365",NA,NA
"76","2015-09-05 11:25:04-03","MNHN","RECOLNAT_MNHN_P","P06816459","PreservedSpecimen",NA,"Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.",NA,"Hatschbach, G.|Lindeman, J.|Haas, H.",NA,"1966","1","4","Brasil","Paraná","Morretes","Usina Elétrica Marumbi. Morretes, Paraná, Sul, Brasil, América do Sul","-48.834400177002","-25.476900100708",NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06816459' target='other'> <mi>dwc_moreinfo</mi></a>","P06816459","P06816459_01",NA,NA,NA,NA,NA,NA,"hb","30514","auto",NA,NA,NA,NA,"13431",NA,NA
"77","2020-12-11 11:42:40-03","UFMG","BHCB","38415","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-02-11 17:21:57-03","UFPR","UPCB","56092","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Soares, J.F.","Reginato, M.","610","2005","10","18","Brasil","Paraná","Piraquara","Mananciais da Serra, Represa do Carvalhinho","-48.983333","-25.483333","-48.983333","-25.483333","1100","1100","Herbácea 0,5m sobre rochas, flor rosa, higrófila. FOM/FODM..","UPCB0042170",NA,"2019","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-02-11 17:21:57-03","UFPR","UPCB","20541","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Soares, J.F.","Cervi, A.C.","3865","1992","11","21","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Erva ereta, flor alva. Interior da mata..","UPCB0042234",NA,"2019","08",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"80","2021-02-11 17:21:57-03","UFPR","UPCB","31432","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Soares, J.F.","Cervi, A.C.","6303","1997","09","03","Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Erva ereta, flor creme. Interior da floresta atlântica..","UPCB0042225",NA,"2019","08",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"81","2021-02-11 17:21:57-03","UFPR","UPCB","64688","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Soares, J.F.","Cervi, A.C.","9341","2007","12","14","Brasil","Paraná","Quatro Barras","Caminho dos Jesuítas.","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Erva ereta, flores verdes. Interior da floresta..","UPCB0042172",NA,"2019","08",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"82","2021-02-11 17:21:57-03","UFPR","UPCB","20250","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Soares, J.F.","Hatschbach, G.","2905","1952","12","07","Brasil","Paraná","Morretes","Estrada da Graciosa, Grota Funda","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Erva, 60cm. Mata higrófila..",NA,NA,"2019","08",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"83","2021-02-11 17:21:57-03","UFPR","UPCB","42553","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Soares, J.F.","Isernhagen, I.","333","2000","01","13","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"Herbácea com flores esverdeadas. Local sombreado, floresta primária..","UPCB0042232",NA,"2019","08",NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA
"84","2021-02-11 17:21:57-03","UFPR","UPCB","42055","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Soares, J.F.","Kozera, C.","904","1999","01","23","Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Herbácea ca. 25cm, flores brancas. Sub-bosque, floresta ombrófila densa de encosta..","UPCB0042231",NA,"2019","08",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"85","2021-02-11 17:21:57-03","UFPR","UPCB","50971","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Soares, J.F.","Cervi, A.C.","6778","1999","09","17","Brasil","Paraná","Curitiba","Parque Municipal do Iguaçu, Zoológico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Erva ereta, flor axilar, creme, lugar úmido do interior da floresta..","UPCB0042159",NA,"2019","08",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"86","2021-02-11 17:21:57-03","UFPR","UPCB","50915","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Cordeiro, J.","Cervi, A.C.","8299","2001","11","12","Brasil","Paraná","Morretes","Serra da Graciosa, Recanto Mãe Catira","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Sublenhosa ereta, flor creme, clareira da floresta..",NA,NA,"2004","12",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"87","2021-02-11 17:21:57-03","UFPR","UPCB","29568","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Soares, J.F.","Ribas, O.S.","857","1995","10","23","Brasil","Paraná","Morretes","Serra Marumbi, picada ao Rochedinho","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Subarbusto, 75cm, flor creme. Mata pluvial atlântica da Serra do Mar..","UPCB0042164",NA,"2019","08",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"88","2008-05-27 22:02:00-03","MO","MOBOT","3101656","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.",NA,"Martins, *","Martins s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2015-04-17 10:30:00-03","MO","MOBOT","100809630","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.",NA,"W. Wayt Thomas|et al.","Thomas 13355","2003","3","15","Brazil","Bahia","Jussari","Fazenda Serra do Teimoso, Reserva Serra do Teimoso. Near top of mountain, in area near source of the Riberao da Bica.","-39.5425","-15.0955555",NA,NA,"750.00000000","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"90","2008-05-27 22:02:00-03","MO","MOBOT","1365124","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Alex Monro","Per Dusén","Dusén 6964",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","1365125","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Alex Monro","Gert G. Hatschbach|et al.","Hatschbach 13431",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2016-04-04 17:00:41-03","UNIOESTE","UNOP","6048","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","L.B.; Smith, S.F.","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13431","1966","01","04","Brasil","Paraná","Morretes","Usina elétrica Marumbi.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Mata pluvial vertente atlantica.",NA,NA,"1967",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"93","2020-07-15 14:43:48-03","UNESP-RC","HRCB","11497","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","A. I. Coan & A. C. Bieras","Furlan, A.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba - Parque Estadual da Serra do Mar","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"94","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.",NA,"G. Hatschbach, J. Lindeman & H. Haas","13431","1966","1","4","Brazil","Paraná","Morretes","Usina Elétrica Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urticales","South America",NA,"30514","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"95","2020-09-12 05:00:02-03","US","US","2197677","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.",NA,"L. Smith & R. Reitz","5719","1952","2","21","Brazil","Santa Catarina","São Francisco do Sul","Porto das Canoas","-48.6380996704102","-26.2432994842529",NA,NA,"2",NA,NA,"US01337215","US01337215_01",NA,NA,NA,NA,"Urticales","South America",NA,"23627","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"96","2020-09-12 05:00:02-03","US","US","2104747","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.",NA,"G. Hatschbach","2905","1952","12","7","Brazil","Paraná","Morretes","Estrada da Graciosa, Grota Funda.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"US01337217","US01337217_01",NA,NA,NA,NA,"Urticales","South America",NA,"30514","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA
"97","2019-10-29 10:08:42-03","UFPR","EFC","12045","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Soares, J.F.","Blum, C.T.; Proença, R.T.","332","2008","11","03","Brasil","Paraná","Morretes","Serra da Prata","-48.6987","-25.614","-48.6987","-25.6140","500","500","Erva rupícola aos 500 m.s.n.m. Com botões róseos.","EFC012045",NA,"2019","08","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-10-29 10:08:42-03","UFPR","EFC","13473","PreservedSpecimen","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Völtz, R.R.","Völtz, R.R.","434","2014","10","18","Brasil","Paraná","Morretes","Trilha Salto dos Macacos","-48.9053","-25.4131","-48.9053","-25.4131","150","150","Subarbusto 1m alt. crescendo no interior da floresta; inflorescência avermelhada.","EFC013473",NA,"2014","10","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
