"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"48","2015-09-03 21:47:59-03","MNHN","RECOLNAT_MNHN_P","P01764997","PreservedSpecimen",NA,NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult.f.",NA,"Smith, H.H.",NA,"1898","1","1",NA,"Colômbia",NA,NA,". Colômbia, América do Sul",NA,NA,"hb","Plants of Santa Marta. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01764997' target='other'> <mi>dwc_moreinfo</mi></a>","P01764997",NA,NA,"P01764997_01",NA,NA,NA,NA,NA,NA,NA,NA,"2291",NA
"49","2015-09-03 21:47:59-03","MNHN","RECOLNAT_MNHN_P","P01764998","PreservedSpecimen",NA,NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult.f.",NA,"Smith, H.H.",NA,"1898","1","1",NA,"Colômbia",NA,NA,"Santa Marta. Colômbia, América do Sul","2500",NA,"hb","Plants of Santa Marta, United States of Colombia. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01764998' target='other'> <mi>dwc_moreinfo</mi></a>","P01764998",NA,NA,"P01764998_01",NA,NA,NA,NA,NA,NA,NA,NA,"2282",NA
"50","2015-09-03 21:47:59-03","MNHN","RECOLNAT_MNHN_P","P01764994","PreservedSpecimen",NA,NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult.f.",NA,"Glaziou, A.",NA,"1882","8","29",NA,"Brasil","Rio de Janeiro","Petrópolis","BRÉSIL: RJ, Petropolis, pres de la cascada d´Itamaraty. Petrópolis, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01764994' target='other'> <mi>dwc_moreinfo</mi></a>","P01764994","-43.1786003112793","-22.5049991607666","P01764994_01","36524","auto",NA,NA,NA,NA,NA,NA,"14361",NA
"51","2015-09-03 21:47:59-03","MNHN","RECOLNAT_MNHN_P","P01764995","PreservedSpecimen",NA,NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult.f.",NA,"Glaziou",NA,"1882","8","29",NA,"Brasil","Rio de Janeiro","Petrópolis","Brésil, R.J., Petropolis, Prés de la Cascade d´Itamaraty. Petrópolis, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01764995' target='other'> <mi>dwc_moreinfo</mi></a>","P01764995","-43.1786003112793","-22.5049991607666","P01764995_01","36524","auto",NA,NA,NA,NA,NA,NA,"14361",NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","1122626","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","D. Hunt (K)","Wendell H. Camp","Camp E-3333",NA,NA,NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","1734634","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","R.B. Faden","Gerrit Davidse","Davidse 3088","1971","11","14","South America","Venezuela","Aragua",NA,"7.4 km south of Alto de Choroní (highest pt. on road) along road to Maracay; steep forested hills along road (probably transition between cloud forest and savanna).","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"601",NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","2330354","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","R.B. Faden (US)","Thomas B. Croat","Croat 91610","2004","7","20","South America","Ecuador","Zamora-Chinchipe",NA,"Along road between Zamora and Romerillos Alto; via Jaumbué, 23.2 km E of Río Bombuscaro Bridge in Zamora, 10.4 km E of Pituca.","1425.00000000",NA,NA,NA,NA,"-78.93861","-4.20416",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1680","3"
"55","2018-05-17 05:29:00-03","MO","MOBOT","2409441","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Bacigalupo, N. M.","María E. Múlgura","Múlgura 507","1985","9","9","South America","Argentina","Misiones","Iguazú","Parque Nacional Iguazú, pasarelas",NA,NA,NA,NA,NA,"-54.45","-25.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2011-02-02 12:54:00-02","MO","MOBOT","2431570","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.",NA,"Gustavo Niederlein","Niederlein 650",NA,NA,NA,"South America","Argentina","Misiones","San Pedro","Picada a San Pedro, cordillera de Misiones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","2455187","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.",NA,"Perrone, V.","Perrone s.n.3",NA,NA,NA,"South America","Argentina","Misiones","Iguazú","Cataratas del Iguazú",NA,NA,NA,NA,NA,"-54.45","-25.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","3022358","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.",NA,"Wendell H. Camp","Camp E-3333","1945","5","19","South America","Ecuador","Chimborazo",NA,"Cañon of the río Chanchan, about 5 km. north of Huigra. (Moist forested valleys in the afternoon fogbelt).","1524.00000000","1981.20000000",NA,NA,NA,"-78.98333","-2.28333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","3022638","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","D.R. Hunt","Wendell H. Camp","Camp E-3108","1945","5","7","South America","Ecuador","Chimborazo",NA,"Cañon of the río Chanchan near Huigra. (Mostly scrub-chaparral, with a fewf seepages and small swamps along the river).","1219.20000000","1371.60000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2013-11-26 05:40:00-02","MO","MOBOT","3219260","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","R.B. Faden (US), 7/","Reinaldo Lozano","Lozano 1191","2005","4","29","South America","Bolivia","Chuquisaca","Sud Cinti","Ca. 3 horas en caballo al NW de la comunidad de Orocote entre los ríos Limonal y Cochayo. Bosque Montano subhúmedo, suelos ricos son bastante materia orgánica. Presenecia de Lauraceas, Myrtaceas, Leguminosas, helechos, musgos, dosel arbóreo de 14-16 m alto.","1650.00000000",NA,NA,NA,NA,"-64.35","-20.78333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","609234","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","R. B. Faden (US)","Camilo Díaz S.|et al.","Díaz Santibáñez 3531","1989","5","25","South America","Peru","Amazonas","Luya","Camporredondo: Fundo Cedro.","2450.00000000","2550.00000000",NA,NA,NA,"-78.355","-6.181",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","5"
"62","2015-03-26 09:53:00-03","MO","MOBOT","609379","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.",NA,"Percy Núñez V.|G. Valencia","Núñez Vargas 9122","1988","5","14","South America","Peru","Cusco","Urubamba","A 115 km de Cusco, camino al Proyecto Arqueológico Mandor-Puturusi, en Machupicchu.","2100.00000000",NA,NA,NA,NA,"-72.5166667","-13.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-13","4"
"63","2008-05-27 22:02:00-03","MO","MOBOT","610536","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","R.B. Faden (US)","J. Santisteban C.|J. Guevara B.","Santisteban C. 25","1987","5","6","South America","Peru","Cajamarca","Santa Cruz","Ca. 3 km (por aire) ENE Montesceco.","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2008-05-27 22:02:00-03","MO","MOBOT","611650","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.",NA,"Abundio Sagástegui A.|et al.","Sagástegui Alva 9317","1979","5","18","South America","Peru","Cajamarca","Contumazá","La Montaña (Guzmango - Contumazá).","2500.00000000",NA,NA,NA,NA,"-78.9","-7.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"117","3"
"65","2008-05-27 22:02:00-03","MO","MOBOT","792107","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.",NA,"Camilo Díaz S.|et al.","Díaz Santibáñez 4709","1992","7","8","South America","Peru","Tumbes","Zarumilla","Distrito Matapalo. Entre P.C. El caucho y P.C. Campoverde. Bosque Nacional de Tumbes. Reserva de Biósfera del Noroeste.","720.00000000",NA,NA,NA,NA,"-80.25916","-3.84138",NA,NA,NA,NA,NA,NA,NA,NA,NA,"153","4"
"66","2008-05-27 22:02:00-03","MO","MOBOT","966515","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","M. Serrano","Bruce K. Holst|Martha Serrano|Luzmila Arroyo P.","Holst 4790","1995","5","23","South America","Bolivia","Chuquisaca","Sud Cinti","Entre Río Cochayo y Río Santa Martha. Bosque seco semideciduo, 20-25 m de alto, con mucha Myrtaceae y Mimosaceae. Area muy intervenida por ganado y cultivos.","850.00000000","850.00000000",NA,NA,NA,"-64.28333","-20.73333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"67","2020-08-01 18:19:15-03","UNESP-IBILCE","SJRP","34018","PreservedSpecimen","Plantae","Tracheophyta","Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.",NA,"Gonzatti, F.","2058.0","2015","09","01","America do Sul","Brasil","Rio Grande do Sul","Itaiti","Vila nova",NA,NA,NA,"Parque Estadual da Mata Paludosa.",NA,NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA
"68","2020-07-10 09:45:08-03","MBML","MBML-HERBARIO","52097",NA,"Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","Schult.f.","M.D. Ferrarese/12-IV-2016","F. Gonzatti","2058","2015","09","01",NA,"Brasil","Rio Grande do Sul","Itati","Vila Nova",NA,NA,NA,"Parque Estadual da Mata Paludosa","MBML052097","-51.152778","-29.163611","MBML052097",NA,NA,NA,NA,NA,NA,"51W9'10","29S9'49",NA,NA
"69","2021-03-04 11:04:52-03","UFRB","HURB","11116","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Aubl.) C.B.Clarke","L.Y.S.Aona","Aona, L.Y.S.; Costa, G.; Oliveira, W.F. & Pinho, R.","4273","2015","09","08",NA,"Brasil","Bahia","Tanquinho","Trilha da Serra da Pedra Bonita;","420","420",NA,NA,"HURB000011116","-39.104444","-11.983333",NA,NA,NA,"2016","08",NA,NA,"39º06'16W","11º59'S",NA,NA
"70","2021-03-04 11:04:52-03","UFRB","HURB","4753","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Aubl.) C.B.Clarke","J.A. Lira Neto","Braga, J.M.A.; et al.","892","1993","11","17",NA,"Brasil","Rio de Janeiro","Guapimirim","Granja Monte Olivete; margem do Rio Bananal","500","600",NA,NA,"HURB000004753","-42.9818992614746","-22.5372009277344",NA,"21463","auto","1996","03",NA,"17",NA,NA,NA,NA
"71","2020-06-25 16:06:11-03","FUVATES","HVAT","2833","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.","L. A. Funez","L. A. Funez","3566","2014","10","02",NA,"Brasil","Santa Catarina","Ascurra","Morro do 80.",NA,NA,NA,"Doação do Herbário FURB, registro FURB 44815.&nf;; Poças e barrancos úmidos e sombreados.","HVAT00002833","-49.630556","-27.602778",NA,NA,NA,"2014","10",NA,"01","-49º37'50''W","-27º36'10''S",NA,NA
"72","2021-01-26 13:53:21-03","IMA","MAC","43209","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.","L.Y.S.Aona","Chagas-Mota","4713","2009","08","08",NA,"Brasil","Alagoas","Inhapi","Serra do Grude.",NA,NA,NA,"Rasteira. Flores alvas. Frutos verdes.; Caatinga.","MAC0043209","-37.681228","-9.276686","MAC0043209",NA,NA,"2019","04",NA,NA,"-37.681228","-9.276686",NA,NA
"73","2021-01-26 13:53:21-03","IMA","MAC","46551","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.","L.Y.S.Aona","I.C.Lemos; et al.","64","2006","08","26",NA,"Brasil","Sergipe","Poço Redondo","Serra da Guia.",NA,NA,NA,"Erva ca. de 60cm de altura. Inflorescência verde.; Mata Atlântica.","MAC0046551","-37.682794","-9.808331","MAC0046551",NA,NA,"2019","04",NA,NA,"-37.682794","-9.808331",NA,NA
"74","2021-01-26 13:53:21-03","IMA","MAC","9439","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.","L.Y.S.Aona","R.P.Lyra-Lemos; M.N.Rodrigues; C.S.S.Barros","3735","1996","08","26",NA,"Brasil","Alagoas","Minador do Negrão","Próximo a zona urbana, Fazenda Torta. Topo da serra.",NA,NA,NA,"Erva. Flore cremes.; Caatinga arbórea.","MAC0009439","-36.859378","-9.340025","MAC0009439",NA,NA,"2019","04",NA,NA,"-36.859378","-9.340025",NA,NA
"75","2021-01-26 13:53:21-03","IMA","MAC","31022","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.","L.Y.S.Aona","R.P.Lyra-Lemos; et al.","10632","2007","08","27",NA,"Brasil","Alagoas","Olho D#?#Água do Casado",NA,NA,NA,NA,"Erva ereta. Flores cremes.; Transição Brejo - Caatinga","MAC0031022","-37.810556","-9.519444","MAC0031022",NA,NA,"2019","04",NA,NA,"-37.810556","-9.519444",NA,NA
"76","2021-01-26 13:53:21-03","IMA","MAC","34099","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.","E.C.O.Chagas","Chagas-Mota","1269","2008","09","20",NA,"Brasil","Alagoas","Viçosa","Fazenda Aniceto.",NA,NA,NA,"Erva rasteira. Caule maculado em roxo. Flores brancas.; Mata Pluvial Atlântica.","MAC0034099","-36.2407989501953","-9.3713903427124",NA,"18701","auto","2008","09",NA,"30",NA,NA,NA,NA
"77","2021-03-01 11:53:33-03","UFPE","UFP","43948","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(SW.) Schult. & Schult.f.","Guerra, M; Félix, L","Roa, F","s.n.","2006","06","25",NA,"Brasil","Pernambuco","Triunfo",NA,NA,NA,NA,NA,"UFP043948","-38.1016998291016","-7.83805990219116",NA,"14606","auto","2006","06",NA,NA,NA,NA,NA,NA
"78","2020-09-25 10:41:32-03","UFPE","UFP","20589","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(SW.) Schult. & Schult.f.","Barreto, R","Pitrez, S; Miranda, AM","s.n.","1997","06","08",NA,"Brasil","Pernambuco","Triunfo",NA,NA,NA,NA,NA,"UFP020589","-38.1016998291016","-7.83805990219116",NA,"14606","auto","1997","04",NA,"01",NA,NA,NA,NA
"79","2020-09-12 05:00:02-03","US","US","1618495","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","E. Reed","284","1931","1","24","South America - Neotropics","Venezuela","Merida",NA,"W of merida","1525","1525",NA,NA,"US00046609",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"80","2020-09-12 05:00:02-03","US","US","1198393","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","L. H. Bailey & E. Z. Bailey","904","1920","12","12","South America - Neotropics","Venezuela","Federal District",NA,"Near caracas","915","1068",NA,NA,"US00046606",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"81","2020-09-12 05:00:02-03","US","US","1799976","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","J. Cuatrecasas","13417","1941","11","23","South America - Neotropics","Colombia","Norte de Santander",NA,"El Ceibal, Cordillera Oriental","1100","1100",NA,NA,"US00046611",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"82","2020-09-12 05:00:02-03","US","US","1185416","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","A. F. M. Glaziou","14361","1882","8",NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00046602",NA,NA,"US00046602_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"83","2020-09-12 05:00:02-03","US","US","3500635","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","T. B. Croat","91610","2004","7","20","South America - Neotropics","Ecuador","Zamora-Chinchipe",NA,"Along road between Zamora and Romerillos Alto; via Jaumbue, 23.2 km E of Rio Bombuscaro Bridge in Zamora, 10.4 km E of Pituca.","1425","1425",NA,NA,"US00762192","-78.9386","-4.2042",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"84","2020-09-12 05:00:02-03","US","US","2902279","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","D. Sucre","9481","1972","7",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra do barata; realengo. [in former guanabara state]","100","130",NA,NA,"US00046598",NA,NA,"US00046598_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"85","2020-09-12 05:00:02-03","US","US","3492575","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","H. Bejarano & T. Bejarano","1191","2005","4","29","South America - Neotropics","Bolivia","Sud Cinti",NA,"Orocote","1650","1650",NA,NA,"US00762060","-64.35","-20.78",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"86","2020-09-12 05:00:02-03","US","US","1830153","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","B. Apollinar Angel","575","1941",NA,NA,"South America - Neotropics","Colombia","Magdalena",NA,"Minca",NA,NA,NA,NA,"US00046613",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"87","2020-09-12 05:00:02-03","US","US","3708840","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Pellegrini, M. O. de Oliveira","M. O. O. Pellegrini, L. Funez & A. Zermiani","430","2014","10","2","South America","Brazil","Santa Catarina",NA,"Ascurra. Caminho para a Rampa do 80'.",NA,NA,NA,NA,"US01926163",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"88","2020-09-12 05:00:02-03","US","US","2904380","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","G. Davidse","3088","1971","11","14","South America - Neotropics","Venezuela","Aragua",NA,"S of alto de choroni","1000","1000",NA,NA,"US00046610",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"89","2020-09-12 05:00:02-03","US","US","1901680","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","J. A. Steyermark","52755","1943","5","28","South America - Neotropics","Ecuador","Azuay",NA,"Along Rio Patul, Sanaguin","850","850",NA,NA,"US00046607",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"90","2020-09-12 05:00:02-03","US","US","3542359","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","W. Meier & D. Elsner","6216","1999","12","14","South America - Neotropics","Venezuela","Guárico","Roscio","Monumento Natural Cerro Platillion (Juan German Roscio): al oeste de San Juan de Los Morros: carretera hacia las antenas en la cumbre: en quebrada","900","1000",NA,NA,"US00762479","-67.5","9.85",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"91","2020-09-12 05:00:02-03","US","US","2869477","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","W. H. Camp","E-3333","1945","5","19","South America - Neotropics","Ecuador","Chimborazo",NA,"Canon of Rio Chanchan, N of Huigra","1525","1830",NA,NA,"US00046608",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"92","2020-09-12 05:00:02-03","US","US","3498679","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","W. Meier & S. Nehlin","8940","2002","2","3","South America - Neotropics","Venezuela","Miranda","Guaicaipuro Dist.","Cordillera de la Costa: Serrania del Interior: vertiente norte: 6 km distancia aerea al sur del pueblo Altagracia de la Montana: Cuenca de la Quebrada Agua Fria: bosque en quebrada humeda con riachuelo de caudal permanente.","800","800",NA,NA,"US00762130","-67.05","10.075",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"93","2020-09-12 05:00:02-03","US","US","2902275","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","D. Sucre","8481","1972","7",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra do barata; realengo. [in former guanabara state]","100","130",NA,NA,"US00046603",NA,NA,"US00046603_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"94","2020-09-12 05:00:02-03","US","US","2905125","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","A. Sagástegui A.","9317","1979","5","18","South America - Neotropics","Peru","Cajamarca","Contumazá","La Montaña","2500","2500",NA,NA,"US00046604",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"95","2020-09-12 05:00:02-03","US","US","2553858","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","R. Smith","V391","1966","12","23","South America - Neotropics","Venezuela","Portuguesa",NA,"N biscucuy",NA,NA,NA,NA,"US00046612",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"96","2020-09-12 05:00:02-03","US","US","3182187","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.",NA,"C. Díaz, J. Campos & L. Campos","3531","1989","5","25","South America - Neotropics","Peru","Amazonas","Luya","Camporredondo, Fundo Cedro",NA,NA,NA,NA,"US00293428",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"97","2020-09-12 05:00:02-03","US","US","3329224","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.",NA,"D. Andrade-Lima","25192","1971","7","22","South America - Neotropics","Brazil","Pernambuco",NA,"Arcoverde, estacao experimental, capoeiras do retiro",NA,NA,NA,NA,"US00478279",NA,NA,"US00478279_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"98","2020-09-12 05:00:02-03","US","US","2869407","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","W. H. Camp","E-3108","1945","5","7","South America - Neotropics","Ecuador","Chimborazo",NA,"Canon of Rio Chanchan, N of Huigra","1220","1373",NA,NA,"US00046605",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
