"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","class","imagecode","fieldNumber","individualCount","identifiedBy","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","typeStatus","sex"
"51","2020-09-12 05:00:02-03","US","US","3398006","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","R. Riina, W. Meier & R. Duno de Stefano","937","1999","12","29","South America - Neotropics","Venezuela","Lara","Lara, Parque Nacional Dinira, Paramo de Jabon, Masaico de vegetacion abierta paramera, pantanos y bosques enanos","2900",NA,NA,"US02097145","Monocotyledonae","US02097145_01",NA,"1",NA,NA,"-70.1","9.57",NA,NA,NA
"52","2020-09-12 05:00:02-03","US","US","1344767","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","H. F. Pittier","12881","1928","2","7","South America - Neotropics","Venezuela","Merida","Swampy places, betw. Tabay and Mucuruba",NA,NA,NA,"US02097144","Monocotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","2106411","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","N. C. Fassett","25148","1944","4","27","South America - Neotropics","Colombia","Santander","Dept. Santander, Colombia, Along a little stream, pastured hillside, La Sabaneta, 5 km. s.w. of La Faz, Between La Paz and Velez","2195",NA,NA,"US02097131","Monocotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","3420614","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","B. G. Stergios, S. Niño & N. L. Cuello","19341","2001","11",NA,"South America - Neotropics","Venezuela","Trujillo","Parque Nacional Guaramacal, sector quebrada Honda de El Santuario.","1880",NA,"PORT, US","US00727671","Monocotyledonae","US00727671_01",NA,"1","Strong, M. T., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","Boconó",NA,NA,"2000",NA,NA
"55","2020-09-12 05:00:02-03","US","US","3397998","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","R. Riina, R. Duno, R. Ghinaglia & R. Gonto","647","1999","8","14","South America - Neotropics","Venezuela","Trujillo","Estado Trujillo (límite con Lara). Parque Nacional Dinira, Páramo de Jabón, fila ca. de la cumbre del Pico Jabón.","3100",NA,NA,"US03272853","Monocotyledonae",NA,NA,"1",NA,NA,"-70.1175","9.5733",NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","3708014","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","W. Meier & N. Gutierrez","12249","2005","11","9","South America - Neotropics","Venezuela","Merida","Estado: Merida: Municipio Libertador. noreste de Merida: valle del Rio Mucujun: via al paramo de la Culata, Finca San Javier del Valle, escuela Fe y Alegira.","1900",NA,NA,"US01920973","Monocotyledonae","US01920973_01",NA,"1","Fedon, I. C.",NA,"-71.1217","8.6675","2400",NA,NA
"57","2020-09-12 05:00:02-03","US","US","2105163","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","E. L. Core","272c","1944","2","19","South America - Neotropics","Colombia","Cauca","Department of Cauca, In paramo above Purace","3353",NA,NA,"US02097133","Monocotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"58","2020-09-12 05:00:02-03","US","US","2322241","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","P. J. Grubb, B. Curry & A. Fernández-Pérez","127","1957","7","29","South America - Neotropics","Colombia","Boyacá","Sierra Nevada del Cocuy, Depto. Boyaca, At margin of small lake 1 km. east of Hacienda Ritacuba","3700",NA,NA,"US02097139","Monocotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US","1563860","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","J. C. B. Mutis","5710","1760",NA,NA,"South America - Neotropics","Colombia",NA,NA,NA,NA,NA,"US02097126","Monocotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"60","2019-01-23 11:07:29-02","F","FMNH-SEEDPLANTS","V0045524F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa",NA,"E. P. Killip & A. C. Smith","16708","1927","1","5","South America","Colombia",NA,NA,NA,NA,NA,"V0045524F","Monocotyledoneae","V0045524F_01",NA,NA,NA,NA,"-72.8667","3.8811",NA,"Isotype",NA
"61","2010-08-16 16:41:21-03","GH","HU-HERB","GH 00027794","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","E. P. Killip & A. C. Smith","16708",NA,NA,NA,"South America","Colombia","Santander","Rio Surata valley, above Surata, alt. 2000-2300 m",NA,"Sheet",NA,NA,NA,NA,"16708",NA,NA,NA,NA,NA,NA,"Type","undetermined"
