"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","class","individualCount"
"47","2019-07-02 15:55:54-03","UEM","HUEM","33047","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","R.Pacifico","327","2017","02","02",NA,"Brasil","Minas Gerais","Diamantina","Estrada Sopa - São João da Chapada. Campo rupestre com afloramentos rochosos.","-44.184878","-18.286883","1124","1124",NA,"Arbusto ereto, 0,5-1,5m de altura. Pétalas de coloração púrpura, flores (7-)8-(9-)meras, estames avermelhados com os conectivos amarelos.","HUEM000015473","R.Pacifico","HUEM000015473",NA,"2017",NA,NA,"02",NA,"-44.184878","-18.286883",NA,NA,NA
"48","2019-05-06 11:59:23-03","UFU","HUFU","59932","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Romero, R.; Castro, N.M.; Simão, D.; Rezende, A.R.; Marques, D.; Versiane, A.F.A.; et al.","8481","2011","05","18",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Trilha das cachoeiras, ca. 3 Km da portaria.","-43.618333","-18.210278","1175","1175",NA,"Arbusto ca. de 1,5 m. Cálice verde, corola rosa pink, estames maiores rosados, apêndice ventral amarelo, estames menores amarelos, conectivo avermelhado.; Campo rupestre.","HUFU00061053","Martins, A.B.","HUFU00061053",NA,"2012",NA,NA,"08","03","-43.618333","-18.210278",NA,NA,NA
"49","2019-05-06 11:59:23-03","UFU","HUFU","63703","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Araújo, I.M.; Marques, D.; Franco, I.M. & Silva, K.R.","335","2012","06","27",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Morro do Beija-flor.","-43.615556","-18.178889","1344","1344",NA,"Subarbusto, ca. 0,5 m alt. Pétalas roxas, filetes vermelho, anteras vinho, apêndice do conectivo amarelo. Planta glutinosa.; Sobre rocha.","HUFU00061048","Araújo, I.M.","HUFU00061048",NA,"2012",NA,NA,NA,NA,"-43.615556","-18.178889",NA,NA,NA
"50","2019-05-06 11:59:23-03","UFU","HUFU","63705","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Araújo, I.M.; Marques, D.; Franco, I.M. & Silva, K.R.","333","2012","06","27",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Morro do Beija-flor.","-43.615556","-18.178889","1344","1344",NA,"Subarbusto, ca. 0,5 m alt. Pétalas lilases, filetes amarelos, anteras roxas. Planta glutinosa.; Sobre rocha.","HUFU00061050","Araújo, I.M.","HUFU00061050",NA,"2012",NA,NA,NA,NA,"-43.615556","-18.178889",NA,NA,NA
"51","2019-05-06 11:59:23-03","UFU","HUFU","66503","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Franco, I.M.","1180","2013","01","15",NA,"Brasil","Minas Gerais","Diamantina","Caminhos dos Escravos, Próximo à BR","-43.595833","-18.195","1400","1400",NA,"Arbusto. Flores com 8 pétalas rosas. Presença 16 estames, 8 com anteras alaranjadas e 8 com anteras vermelhas; Campo rupestre","HUFU00061046","Araújo, I.M.","HUFU00061046",NA,"2013",NA,NA,"03","12","-43.595833","-18.195",NA,NA,NA
"52","2019-05-06 11:59:23-03","UFU","HUFU","70510","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Verdi, M.; Pougy, N.; Martinelli, G.; Maurenza, D. & Martins, E.","6974","2014","02","13",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual Biribiri, Lapas dos Fornos.","-43.543889","-18.159167","1252","1252",NA,"Arbusto. Folhas verde; flor rosa pink; frequente; encontrado em afloramento de rocha em campo limpo com solo arenoso; área com algumas estradas.; Campo rupestre.","HUFU00061045","Romero, R.","HUFU00061045",NA,"2015",NA,NA,"08","03","-43.543889","-18.159167",NA,NA,NA
"53","2020-06-01 13:10:37-03","UFU","HUFU","77629","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Oliveira, J.A.; Berbel, R.R.","750","2017","01","25",NA,"Brasil","Bahia","Diamantina","Estrada para São João da Chapada, Área de campo rupestre em baixada, circindada por dois riachos. Solo arenoso entremeado por rochas, superficialmente branco, camada inferior rica em matéria orgânica. Entre Rochas em Campo Rupestre.","-43.71","-18.166389","1112","1112",NA,"Arbusto até 1,5 m. Folhas concolores, cálice verde com grande quantidade de secreção pegajosa, pétalas de cor rosa, estames com filetes avermelhados, conectivo amarelo, anteras avermelhadas. Frequente. Prensado em álcool","HUFU00077365","Versiane, A.F.A.",NA,NA,"2019",NA,NA,"12",NA,"-43.71","-18.166389",NA,NA,NA
"54","2019-05-06 11:59:23-03","UFU","HUFU","63713","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Udulutsch, R.G.; Temponi, L.G.","1457","2002","11","27",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Biribiri","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto. Flores róseas com anteras amarelas.; Campo rupestre.","HUFU00061047",NA,"HUFU00061047",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"55","2019-05-06 11:59:23-03","UFU","HUFU","51357","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Nakajima, J.N.; Mello, F.N.A.; Rosa, P.O.; Soares, P.N. & Martins, C.A.","4880","2008","05","19",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Milho Verde, Km 14.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto, ca. 0,6 m. Corola rósea, conectivo amarelo e anteras avermelhadas.; Campo rupestre.","HUFU00061051","Araújo, I.M.","HUFU00061051",NA,"2013","101169","auto","03",NA,NA,NA,NA,NA,NA
"56","2019-05-06 11:59:23-03","UFU","HUFU","51268","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Nakajima, J.N.; Mello, F.N.A.; Rosa, P.O.; Soares, P.N. & Martins, C.A.","4826","2008","05","19",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Milho Verde, Km 9.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arvoreta, ca. 3 m. Hipanto creme, corola rósea e estames amarelos.; Campo rupestre.","HUFU00061052","Araújo, I.M.","HUFU00061052",NA,"2013","101169","auto","03",NA,NA,NA,NA,NA,NA
"57","2019-05-06 11:59:23-03","UFU","HUFU","51418","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Mello, F.N.A.; Nakajima, J.N.; Rosa, P.O.; Soares, P.N. & Martins, C.A.","302","2008","05","18",NA,"Brasil","Minas Gerais","Diamantina","Parque do Biribiri, Cachoeira dos Cristais.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto, ca. 1,2 m. Hipanto verde, corola magenta, estames e estilete amarelos.; Campo rupestre.","HUFU00061049","Romero, R.; Araújo, I.M.","HUFU00061049",NA,"2012","101169","auto",NA,NA,NA,NA,NA,NA,NA
"58","2014-12-09 10:15:29-02","CAS","CAS-BOT","416785","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Martius","Almeda, Frank; Fritsch, Peter Warren; Filho, J. L. M. Aranha; Belinello, R.","8937","2004","11",NA,"South America","Brazil","Minas Gerais",NA,"Diamantina plateau. 11 km north of Guinda on the road to São João da Chapada.","-43.7097015381","-18.1690502167","1070",NA,NA,"Shrub with open branching. Flowers 8-merous. Petals magenta; filaments and anthers red, appendage yellow.",NA,"F. Almeda",NA,NA,NA,NA,NA,NA,NA,"43°42.582'W","18°10.143'S",NA,"Magnoliopsida",NA
"59","2017-08-15 11:20:27-03","CAS","CAS-BOT","559894","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Martius","Pacifico, R.","343","2017","2",NA,"South America","Brazil","Minas Gerais","Diamantina","Estrada para o povoado de Ribeirão da Areia.","-43.6940833333","-18.1545277778","1091",NA,NA,"Arbusto a arvoreta, 0,5-2,5 m alt., frutos imaturos amarelos, e maturos castanhos, deiscência através de rupturas na base e na lateral do hipanto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43° 41' 38.7 W","18° 09' 16.3 S",NA,"Magnoliopsida",NA
"60","2014-12-02 13:22:46-02","CAS","CAS-BOT","398127","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Martius","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9635","2009","3",NA,"South America","Brazil","Minas Gerais",NA,"Municipio Diamantina. Cadeia do Espinhaço. Nature trail on property of Pousada Real (formerly Pousada Jardim da Serra) on a ridge just east of the city of Diamantina off of Estrada do Cruzeiro Luminosa.","-43.58082","-18.23582","1211",NA,NA,"Shrub 0.5-0.7 m tall but one plant seen to 2 m tall. Petals 6, magenta. Androecium yellow. Locally common.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.58082° W","18.23582° S",NA,"Magnoliopsida",NA
"61","2017-08-15 10:27:49-03","CAS","CAS-BOT","559884","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Martius","Pacifico, R.","326","2017","2",NA,"South America","Brazil","Minas Gerais","Diamantina","Estrada Sopa - São João da Chapada.","-43.7105555556","-18.1672777778","1124",NA,NA,"Arbusto 0,5-1,5 m, ereto, pétalas púrpuras, flores (7-)8-(9-)meras, estames avermelhados com os conectivos amarelos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43° 42' 38 W","18° 10' 02.2 S",NA,"Magnoliopsida",NA
"62","2014-10-06 09:33:30-03","CAS","CAS-BOT","398126","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Martius","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9604","2009","2",NA,"South America","Brazil","Minas Gerais",NA,"Municipio Diamantina. Cadeia do Espinhaço. 4 km west of Hwy MG-220 along the south side of road to Conselheiro Mata.","-43.71281","-18.2763","1409",NA,NA,"Little-branched shrub to 0.7 m tall. Flowers 6-merous. Petals deep magenta-pinkish. Androecium yellow. Locally common.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.71281° W","18.2763° S",NA,"Magnoliopsida",NA
"63","2014-12-09 10:13:46-02","CAS","CAS-BOT","416784","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Martius","Almeda, Frank; Martins, A. B.; Belinello, R.; Almeda, M. B.","9089","2005","9",NA,"South America","Brazil","Minas Gerais","Municipio de Serro","19 km south of the main plaza in Diamantina on the road to São Gonçalo do Rio das Pedras.","-43.3594169617","-18.3594169617","1130",NA,NA,"Openly branched shrub to 3 m tall with fissured bark on the lower trunk. Flowers 8-merous based on calyx lobe number. Local.",NA,"F. Almeda",NA,NA,NA,NA,NA,NA,NA,"43°21.565'W","18°21.565'S",NA,"Magnoliopsida",NA
"64","2017-08-15 11:27:33-03","CAS","CAS-BOT","559896","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Martius","Pacifico, R.","345","2017","2",NA,"South America","Brazil","Minas Gerais","Diamantina","Estrada para o povoado de Ribeirão da Areia.","-43.6940833333","-18.1545277778","1091",NA,NA,"Arbusto a arvoreta, 0,5-2,5 m alt., pétalas rosa-intenso, anteras bicoloridas, flores 8-meras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43° 41' 38.7 W","18° 09' 16.3 S",NA,"Magnoliopsida",NA
"65","2017-08-15 10:37:45-03","CAS","CAS-BOT","559885","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Martius","Pacifico, R.","327","2017","2",NA,"South America","Brazil","Minas Gerais","Diamantina","Estrada Sopa - São João da Chapada.","-43.7105555556","-18.1672777778","1124",NA,NA,"Arbusto 0,5-1,5 m, ereto pétalas púrpuras, flores (7-)8-(9-)meras, estames avermelhados com os conectivos amarelos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43° 42' 38 W","18° 10' 02.2 S",NA,"Magnoliopsida",NA
"66","2017-08-15 11:04:20-03","CAS","CAS-BOT","559890","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Martius","Pacifico, R.","331","2017","2",NA,"South America","Brazil","Minas Gerais","Diamantina","Estrada Sopa - São João da Chapada.","-43.7135277778","-18.1645","1146",NA,NA,"Arbusto 0,5-1,5 m, ereto, pétalas púrpuras, flores (7-)8-(9-)meras, estames avermelhados com os conectivos amarelos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43° 42' 48.7 W","18° 09' 52.2 S",NA,"Magnoliopsida",NA
"67","2014-10-06 09:36:57-03","CAS","CAS-BOT","398128","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Martius","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9544","2009","2",NA,"South America","Brazil","Minas Gerais",NA,"Municipio Diamantina. Cadeia do Espinhaço. Large rock outcrop on right-hand side of road from Diamantina to Mendanha at Km 585 and the Caminho dos Escravos.","-43.59379","-18.21751","1401",NA,NA,"Rigidly branched shrub to 1.5 m tall. Petals 6, bright magenta. Large anthers pale yellow. Small anthers golden yellow like the appendages. Locally common.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.59379° W","18.21751° S",NA,"Magnoliopsida",NA
"68","2016-05-31 11:11:52-03","CAS","CAS-BOT","506132","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Martius","Sano, P. T.; Lima, L. R.; Roque, N.; Forzza, R. C.; Marcato, A. C.","722","1997","12",NA,"South America","Brazil","Minas Gerais","Diamantina","Margem esquerda da estrada para Milho Verde.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto 2,5m alt., muito ramificado. Pétalas lilás-claras com estrias alvas, ápices lilases e bases alvas. Filetes alvos. Anteras avermelhadas. Estilete alvo. Estigmas amarelos. Estaminódios amarelovivos.",NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"69","2014-12-09 10:16:59-02","CAS","CAS-BOT","416786","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Martius","Almeda, Frank; Martins, A. B.; Belinello, R.; Almeda, M. B.","9100","2005","9",NA,"South America","Brazil","Minas Gerais","Municipio of Diamantina","13 km south of the main plaza in Diamantina on the road to São Gonçalo do Rio das Pedras.","-43.5512008667","-18.3147335052","1060",NA,NA,"Erect rigidly branched shrub only seen in fruit. Local and uncommon growing mostly near or on rocky substrate.",NA,"F. Almeda",NA,NA,NA,NA,NA,NA,NA,"43°33.072'W","18°18.884'S",NA,"Magnoliopsida",NA
"70","2014-09-23 11:01:50-03","G","G-DC","G00318523","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Riedel, L.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00318523","CAT.HERB.PRODR.",NA,"ISOTYPUS of Lavoisiera rigida Cogn.","2012",NA,NA,"01","01","-53.08972222","-10.77305556",NA,NA,NA
