"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"102","2021-03-01 16:41:39-03","UNICAMP","UEC","135028","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.",NA,NA,NA,NA,"Urbanetz, C; et al.","37","2003","04","17","Brazil","São Paulo","Guapiara","Parque Estadual Intervales, Trilha da Bocaina em direção à gruta da Mãozinha e do Minotauro.","-48.447222","-24.270833","-48.447222","-24.270833","820","820","UEC085804","UEC085804",NA,NA,NA,"Árvore.; Vegetação secundária de floresta ombrófila densa montana, com trechos mais preservados sobre rochas cársticas (calcáreas).","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-08-20 10:26:38-03","UNICAMP","UEC","147040","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.",NA,NA,NA,NA,"Aguirre, GH; et al.","199","2005","10","27","Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,NA,NA,"UEC049492","UEC049492",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-01 16:41:39-03","UNICAMP","UEC","150000","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Stehmann, JR","2005",NA,NA,"Yamamoto, LF","858","2002","11","10","Brazil","Minas Gerais","Extrema","Serra do Lopo, Estrada da Serra do Lopo.","-46.312639","-22.892778","-46.312639","-22.892778","1460","1460","UEC013391","UEC013391",NA,NA,NA,"9 m. Flor branca, estame amarelo.; Borda de estrada.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-08-20 10:26:38-03","UNICAMP","UEC","152343","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Vasconcellos-Neto, J",NA,NA,NA,"Caselli, CB; Souza, JC","s.n.","2008","02","28","Brazil","São Paulo","Jundiaí","Serra do Japi, Mata semidecídua","-46.866667","-23.183333","-46.866667","-23.183333","920","1290","UEC049494","UEC049494",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-08-20 10:26:38-03","UNICAMP","UEC","152346","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Vasconcellos-Neto, J",NA,NA,NA,"Caselli, CB; Souza, JC","s.n.","2008","02","28","Brazil","São Paulo","Jundiaí","Serra do Japi, Mata semidecídua","-46.866667","-23.183333","-46.866667","-23.183333","920","1290","UEC049493","UEC049493",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-01 16:41:39-03","UNICAMP","UEC","158038","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Giacomin, LL","2009","08",NA,"Barreto, KD; Fernandes, GD; Vitti, FX","2668","1994","06","29","Brazil","São Paulo","São José do Barreiro","Serra da Bocaina.","-44.585556","-22.659167","-44.585556","-22.659167",NA,NA,"UEC015431","UEC015431",NA,NA,NA,"Arvoreta, 3 m alt., flores alvas. Borda.; mata de altitude.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-01 16:41:39-03","UNICAMP","UEC","177255","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Santos, K",NA,NA,NA,"Santos, K; Belinello, R","3997","2001","01","24","Brazil","São Paulo","Itatiba","Mata da Fazenda Malabar (Fragmento M3); área total: 20ha.","-46.866667","-22.916667","-46.866667","-22.916667","717","717","UEC085789","UEC085789",NA,NA,NA,"Árvore zoocórica; altura total: 17 m; altura do fuste: 10 m; PAP: 74 cm. 51-75% da copa infestada por lianas.; Floresta estacional semidecidual.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-01 16:41:39-03","UNICAMP","UEC","177254","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Santos, K",NA,NA,NA,"Santos, K; Belinello, R","3516","2000","08","25","Brazil","São Paulo","Itatiba","Mata da Fazenda Malabar (Fragmento M2); área total: 21ha.","-46.85","-22.9","-46.85","-22.9","777","777","UEC085790","UEC085790",NA,NA,NA,"Árvore zoocórica; altura total: 10 m; altura do fuste: 8,5 m; PAP: 38 cm.; Floresta estacional semidecidual.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-01 16:41:39-03","UNICAMP","UEC","188956","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.",NA,NA,NA,NA,"Silva, BG; Koch, I; Castello, ACD; Vidal Junior, JD","208","2015","01","07","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.999722","-24.067778","-47.999722","-24.067778","800","800","UEC119440","UEC119440",NA,NA,NA,"Árvore, 6 m de altura e 7 cm de DAP; Floresta Ombrófila Densa","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-01 16:41:39-03","UNICAMP","UEC","84525","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Stehmann, JR","1996","10","10","Cardoso-Leite, E; Oliveira, A","326","1994","01","18","Brazil","São Paulo","São Roque","Mata da Câmara","-47.1125","-23.523889","-47.1125","-23.523889",NA,NA,"UEC085777","UEC085777",NA,NA,NA,"4 m de altura.; Mata mesófila semidecídua.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-01 16:41:39-03","UNICAMP","UEC","61348","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.",NA,NA,NA,NA,"Gandolfi, S; Leitão Filho, HF; Bezerra, CLF","1984",NA,NA,NA,"Brazil","São Paulo","Guarulhos","Aeroporto internacional de São Paulo. Sítio 49; nº 10512.","-46.481389","-23.425","-46.481389","-23.425",NA,NA,"UEC085784","UEC085784",NA,NA,NA,"frutos; Mata Mesófila Semidecídua.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-01 16:41:39-03","UNICAMP","UEC","61349","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.",NA,NA,NA,NA,"Gandolfi, S; Leitão Filho, HF; Bezerra, CLF","S.N.","1985","10","15","Brazil","São Paulo","Guarulhos","Aeroporto internacional de São Paulo.","-46.481389","-23.425","-46.481389","-23.425",NA,NA,"UEC085787","UEC085787",NA,NA,NA,"Flores de pétalas brancas e estames amarelos.; Mata mesófila semidecídua.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:41:39-03","UNICAMP","UEC","82491","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Stehmann, JR","2011","09",NA,"Barreto, KD; Fernandes, GD; Vitti, FX","1539","1993","10","29","Brazil","São Paulo","São Roque","Mata da Camara.","-48.086111","-27.5275","-48.086111","-27.5275",NA,NA,"UEC085786","UEC085786",NA,NA,NA,"Árvore, interior de mata - Sob dossel, floração , sadia, tronco Liso, sem latex, flor branca, fruto ausente.; Mata Mesófila Semidecidua.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-01 16:41:39-03","UNICAMP","UEC","88488","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Stehmann, JR","2011","09",NA,"Barreto, KD; Fernandes, GD; Vitti, FX","1539","1993","10","29","Brazil","São Paulo","São Roque","Mata da Camara.","-48.086111","-27.5275","-48.086111","-27.5275",NA,NA,"UEC085805","UEC085805",NA,NA,NA,"Árvore, interior de mata - Sob dossel, floração , sadia, tronco Liso, sem latex, flor branca, fruto ausente.; Mata Mesófila Semidecidua.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-01 16:41:39-03","UNICAMP","UEC","182852","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Stehmann, JR","2001","09",NA,"Torres, RB","956","1999","11","24","Brazil","Minas Gerais","Camanducaia","Mata dos Mota.","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"UEC103020","UEC103020",NA,NA,NA,"Árvore ca. 18m alt, botões florais creme, frutos amadurecendo verde-escuro.; Mata de altitude, dossel, na encosta.","Magnoliopsida",NA,"22140","auto",NA,NA,NA,NA,NA
"117","2021-03-01 16:41:39-03","UNICAMP","UEC","150001","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Stehmann, JR","2005",NA,NA,"Yamamoto, LF","1026","2002","12","26","Brazil","Minas Gerais","Extrema","Serra do Lopo, Estrada da Serra do Lopo.","-46.3182983398438","-22.854700088501",NA,NA,"1460","1460","UEC013392","UEC013392",NA,NA,NA,"9 m. Flor branca, estame amarelo.; Borda de estrada.","Magnoliopsida",NA,"15223","auto",NA,NA,NA,NA,NA
"118","2021-03-01 16:41:39-03","UNICAMP","UEC","149998","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Stehmann, JR","2005",NA,NA,"Yamamoto, LF","791","2002","10","17","Brazil","Minas Gerais","Extrema","Serra do Lopo, Torre da Embratel.","-46.3182983398438","-22.854700088501",NA,NA,"1500","1500","UEC013393","UEC013393",NA,NA,NA,"13 m. Fruto verde e roxo, coletado no chão.","Magnoliopsida",NA,"15223","auto",NA,NA,NA,NA,NA
"119","2021-03-01 16:41:39-03","UNICAMP","UEC","149999","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Stehmann, JR","2005",NA,NA,"Yamamoto, LF","792","2002","10","17","Brazil","Minas Gerais","Extrema","Serra do Lopo, Torre da Embratel.","-46.3182983398438","-22.854700088501",NA,NA,"1500","1500","UEC013394","UEC013394",NA,NA,NA,"10 m. Fruto.","Magnoliopsida",NA,"15223","auto",NA,NA,NA,NA,NA
"120","2021-03-01 16:41:39-03","UNICAMP","UEC","149997","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Stehmann, JR","2005",NA,NA,"Yamamoto, LF","483","2002","08","08","Brazil","Minas Gerais","Extrema","Serra do Lopo, Torre da Embratel.","-46.3182983398438","-22.854700088501",NA,NA,NA,NA,"UEC013396","UEC013396",NA,NA,NA,"Árvore 10 m. Pétala branca, estames amarelos, fruto preto/ roxo.; Borda de estrada.","Magnoliopsida",NA,"15223","auto",NA,NA,NA,NA,NA
"121","2021-03-01 16:41:39-03","UNICAMP","UEC","50228","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Carvalho, LF","1989",NA,NA,"Leitão Filho, HF; et al.","20896","1988","10","14","Brazil","Minas Gerais","Inconfidentes",NA,"-46.3278007507324","-22.3169002532959",NA,NA,NA,NA,"UEC085794","UEC085794",NA,NA,NA,"Árvore de 12 m, cálice esverdeado cinza, pétalas brancas, anteras amareladas.","Magnoliopsida",NA,"13133","auto",NA,NA,NA,NA,NA
"122","2021-03-01 16:41:39-03","UNICAMP","UEC","157732","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Estevan, DA","2004",NA,NA,"Estevan, DA","224","2002","10","31","Brazil","Paraná","Ventania","Sítio Pinheiro.","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"UEC015999","UEC015999",NA,NA,NA,"Árvore 12,0 m; corola branca. Beira da mata.; Floresta ombrófila-mista de Araucária.","Magnoliopsida",NA,"32424","auto",NA,NA,NA,NA,NA
"123","2021-03-01 16:41:39-03","UNICAMP","UEC","54969","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.",NA,NA,NA,NA,"Meira Neto, JAA; et al.","21338","1987","11","16","Brazil","São Paulo","Atibaia","Fazenda Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"UEC085793","UEC085793",NA,NA,NA,"Árvore com 6 metros, frutos imaturos verdes.; Interior de mata.","Magnoliopsida",NA,"21675","auto",NA,NA,NA,NA,NA
"124","2021-03-01 16:41:39-03","UNICAMP","UEC","58885","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Meira Neto, JAA",NA,NA,NA,"Meira Neto, JAA; Grombone-Guaratini, MT; Bernacci, LC","21519","1988","06","07","Brazil","São Paulo","Atibaia","Pico da Pedra Grande.","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"UEC085772","UEC085772",NA,NA,NA,"Árvore na beira da estrada, 5,0 metros, flores brancas com estames amarelos, cálice creme esverdeado.","Magnoliopsida",NA,"21675","auto",NA,NA,NA,NA,NA
"125","2021-03-01 16:41:39-03","UNICAMP","UEC","112617","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Stehmann, JR",NA,NA,NA,"Cavalcanti, DC","182","1995","06","09","Brazil","São Paulo","Guaratinguetá","Reserva Florestal da Escola de Especialistas de Aeronáutica - EEAR.","-45.189998626709","-22.8099994659424",NA,NA,NA,NA,"UEC085783","UEC085783",NA,NA,NA,"Árvore ca. 12 m, flores bege.; Mata de Planalto.","Magnoliopsida",NA,"27040","auto",NA,NA,NA,NA,NA
"126","2021-03-01 16:41:39-03","UNICAMP","UEC","78470","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Stehmann, JR","1996","10",NA,"Tozzi, AMGA; et al.","95125","1995","11","14","Brazil","São Paulo","Itatiba","Em estrada de terra próximo a rodovia Itatiba-Bragança. Fazenda Santa Cristina.","-46.8300018310547","-23",NA,NA,NA,NA,"UEC085798","UEC085798",NA,NA,NA,"Arbusto de ca. 2,5 m de altura. Flores com pétalas brancas e anteras amarelas. Frutos imaturos verde.; Mata Secundária.","Magnoliopsida",NA,"17442","auto",NA,NA,NA,NA,NA
"127","2021-03-01 16:41:39-03","UNICAMP","UEC","132919","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Giacomin, LL","2009","08",NA,"Pansarin, ER; Mickeliunas, L","1028","2003","03","14","Brazil","São Paulo","Itatiba","Estrada que liga Itatiba a Bragança Paulista, km 33,5, no Condomínio Quinta da Baroneza, na mata que pertence ao condomínio","-46.8300018310547","-23",NA,NA,NA,NA,"UEC085800","UEC085800",NA,NA,NA,"mata.","Magnoliopsida",NA,"17442","auto",NA,NA,NA,NA,NA
"128","2021-03-01 16:41:39-03","UNICAMP","UEC","50421","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.",NA,NA,NA,NA,"Vasconcellos-Neto, J","20973","1988","11","21","Brazil","São Paulo","Jundiaí","Serra do Japi.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC085776","UEC085776",NA,NA,NA,"Árvore com 6 m. flores creme.","Magnoliopsida",NA,"17840","auto",NA,NA,NA,NA,NA
"129","2021-03-01 16:41:39-03","UNICAMP","UEC","50042","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.",NA,NA,NA,NA,"Buzato, S","20758","1988","10","03","Brazil","São Paulo","Jundiaí","Serra do Japi.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC085780","UEC085780",NA,NA,NA,"Árvore com 8 m., frutos","Magnoliopsida",NA,"17840","auto",NA,NA,NA,NA,NA
"130","2021-03-01 16:41:39-03","UNICAMP","UEC","49965","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.",NA,NA,NA,NA,"Vasconcellos-Neto, J","20740","1988","08","22","Brazil","São Paulo","Jundiaí","Serra do Japi.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC085775","UEC085775",NA,NA,NA,"árvore com 8 m, flores creme.","Magnoliopsida",NA,"17840","auto",NA,NA,NA,NA,NA
"131","2021-03-01 16:41:39-03","UNICAMP","UEC","49959","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Aranha, C","1988","09",NA,"Buzato, S","20696","1988","07","25","Brazil","São Paulo","Jundiaí","Serra do Japi.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC085779","UEC085779",NA,NA,NA,"árvore com 10 m de altura, flores creme.","Magnoliopsida",NA,"17840","auto",NA,NA,NA,NA,NA
"132","2021-03-01 16:41:39-03","UNICAMP","UEC","48981","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Aranha, C","1988","09",NA,"Buzato, S","20664","1988","06","27","Brazil","São Paulo","Jundiaí","Serra do Japí.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC085807","UEC085807",NA,NA,NA,"Árvore com 4 m de altura, flores brancas.","Magnoliopsida",NA,"17840","auto",NA,NA,NA,NA,NA
"133","2021-03-01 16:41:39-03","UNICAMP","UEC","56326","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Stehmann, JR","1994","05","24","Marinho, JS","14564","1983","03","31","Brazil","São Paulo","Jundiaí","Serra do Japi. Próximo ao açude de Depto. de Água e Esgoto de Jundiaí, no caminho que margeia um riacho, e na própria beira do riacho.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC085774","UEC085774",NA,NA,NA,"Árvore com cerca de 4 m de altura, com folhas compostas no ápice.","Magnoliopsida",NA,"17840","auto",NA,NA,NA,NA,NA
"134","2021-03-01 16:41:39-03","UNICAMP","UEC","83894","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Stehmann, JR","1996","10","10","Árbocz, GF; et al.","2778","1996","05","24","Brazil","São Paulo","Queluz","SP 54; entrada do hotel Ninho do Condor até a cidade.","-44.7700004577637","-22.5300006866455",NA,NA,NA,NA,"UEC085796","UEC085796",NA,NA,NA,"Árvore de 5 m; folhas discolores com dace abaxial ferrugínea; flores branco-creme.; Floresta latifoliada semidecídua alterada","Magnoliopsida",NA,"14382","auto",NA,NA,NA,NA,NA
"135","2021-03-01 16:41:39-03","UNICAMP","UEC","61025","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.",NA,NA,NA,NA,"Meira Neto, JAA; Leitão Filho, HF; Santin, DA","23531","1990","08","31","Brazil","São Paulo","Santo André","Parque do Guaraciaba.","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"UEC085803","UEC085803",NA,NA,NA,"Árvore com 12 metros, flores com corola branca, frutos imaturos verdes.","Magnoliopsida",NA,"27258","auto",NA,NA,NA,NA,NA
"136","2021-03-01 16:41:39-03","UNICAMP","UEC","185326","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Gonçalves, HR","2007","11",NA,"Torres, RB; Ferreira, MI","1806","2006","11","06","Brazil","São Paulo","Santo Antônio do Pinhal","Brasil; São Paulo; Município de Santo Antônio do Pinhal; Sítio Matão, próximo ao tanque de criação de truta; Floresta Ombrófila densa/mista, local aberto, junto à água. (22.865209N- 45.743830L)","-45.6599998474121","-22.8199996948242",NA,NA,"1117","1117","UEC105756","UEC105756",NA,NA,NA,"Árvore 6m alt.; Flres com cálice verde, corola branca, estames com anteras amarelas.","Magnoliopsida",NA,"10885","auto",NA,NA,NA,NA,NA
"137","2021-03-01 16:41:39-03","UNICAMP","UEC","85709","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Stehmann, JR","2011","09",NA,"Catharino, ELM; Rossi, L","1976","1994","07","19","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Bocaina. Caminho em direção à Cahoeira do Veado. Rio dos Veados.","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"UEC085806","UEC085806",NA,NA,NA,"Árvore ca. 8,0 m alt. Pétalas brancas, com pilosidade ocre na inflorescência. Folhas discolores.","Magnoliopsida",NA,"30784","auto",NA,NA,NA,NA,NA
"138","2021-03-01 16:41:39-03","UNICAMP","UEC","53161","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.",NA,NA,NA,NA,"Silva, AF; Martins, FR","1210","1985","09","10","Brazil","São Paulo","São José dos Campos",NA,"-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"UEC085799","UEC085799",NA,NA,NA,"Árvore de até 20 m de altura, flores de cálice verde-cinério, corola branca, anteras amarelas.; Mata de Estufa.","Magnoliopsida",NA,"39297","auto",NA,NA,NA,NA,NA
"139","2021-03-01 16:41:39-03","UNICAMP","UEC","181521","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Aranha, C",NA,NA,NA,"Davis, PH; Sendulsky, T","D60404","1976","09","01","Brazil","São Paulo","São Paulo","Instituto Botânica reserve, near São Paulo.","-46.6300010681152","-23.5400009155273",NA,NA,"750","750","UEC085788","UEC085788",NA,NA,NA,"2 m. Shrub. Flowers white.; Edge of semi-deciduous forest.","Magnoliopsida",NA,"53584","auto",NA,NA,NA,NA,NA
"140","2021-03-01 16:41:39-03","UNICAMP","UEC","75812","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Giacomin, LL","2011","09",NA,"Godoy, SAP; et al.","530","1995","05","23","Brazil","São Paulo","São Paulo","Parque Ecológico da APA do Carmo; trilha do SESC em direção à linha de transmissão. (trilha 1).","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UEC085791","UEC085791",NA,NA,NA,"Árvore ca. 7,0 m alt., DAP 0,11 m. Tronco de casca rugosa. Frutos verdes com manchas roxas.","Magnoliopsida",NA,"53584","auto",NA,NA,NA,NA,NA
"141","2021-03-01 16:41:39-03","UNICAMP","UEC","173318","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.",NA,NA,NA,NA,"Árbocz, GF","763","1994","09","17","Brazil","São Paulo","Socorro","Estrada para clube - derivação da estrada das gabirobas.","-46.5200004577637","-22.5900001525879",NA,NA,NA,NA,"UEC016029","UEC016029",NA,NA,NA,"Árvore aproximadamente 10 m de altura, 18 cm DAP, tronco liso manchado; flores brancas com estames amarelos; frutos imaturos verdes-escuro com aproximadamente 10 cm de diâmetro.","Magnoliopsida",NA,"17674","auto",NA,NA,NA,NA,NA
"142","2021-03-01 16:41:39-03","UNICAMP","UEC","22242","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Carvalho, LF","1989",NA,NA,"Gabrielli, AC; Leitão Filho, HF","11127","1980","04","11","Brazil","São Paulo","Valinhos","Mata Estadual Valinhos.","-46.9900016784668","-22.9699993133545",NA,NA,NA,NA,"UEC085773","UEC085773",NA,NA,NA,"Árvore, 6 metros. Flor.","Magnoliopsida",NA,"12075","auto",NA,NA,NA,NA,NA
"143","2021-03-01 16:41:39-03","UNICAMP","UEC","29992","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Carvalho, LF","1989",NA,NA,"Gabrielli, AC; Leitão Filho, HF","11127","1980","04","11","Brazil","São Paulo","Valinhos","Mata Estadual Valinhos.","-46.9900016784668","-22.9699993133545",NA,NA,NA,NA,"UEC085801","UEC085801",NA,NA,NA,"Árvore, 6 metros. Flor.","Magnoliopsida",NA,"12075","auto",NA,NA,NA,NA,NA
"144","2021-03-01 16:41:39-03","UNICAMP","UEC","181522","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Giacomin, LL","2009","08",NA,"Ramos, MEM","4809","1977","06","16","Brazil","São Paulo","Valinhos","Reserva Florestal de Valinhos.","-46.9900016784668","-22.9699993133545",NA,NA,NA,NA,"UEC085771","UEC085771",NA,NA,NA,"Árvore até 4 m. flores brancas, beira da mata.; beira de mata.","Magnoliopsida",NA,"12075","auto",NA,NA,NA,NA,NA
"145","2019-11-08 08:56:34-03","FURB","FURB","10063","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Verdi, M","2009","01","12","Verdi, M.","1314","2009","01","12","Brasil","Santa Catarina","Pouso Redondo","Corruchel.","-49.9422222","-27.3344444","-49.9422222","-27.3344444","616","616","FURB43991","FURB43991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-10-14 10:06:41-03","FURB","FURB","10106","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.",NA,"2008","06","24","Godoy, M.B.","125","2007","11","21","Brasil","Santa Catarina","Papanduva","Carijós.","-50.22","-26.3702778","-50.2200000","-26.3702778","845","845","FURB43988","FURB43988",NA,NA,NA,"IFFSC 982/O/8.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-10-14 10:06:41-03","FURB","FURB","17956","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Gasper, AL de","2010","02","03","Korte, A.; Kniess, A.","1446","2009","12","07","Brasil","Santa Catarina","Rio do Sul","Fundo Canoas.","-49.68","-27.18","-49.6800000","-27.1800000","625","625","FURB43990","FURB43990",NA,NA,NA,"Fito IFFSC 513 /O/68 Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: árvore; flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-11-08 08:56:34-03","FURB","FURB","2856","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Karstedt, F",NA,NA,NA,"Sobral, M.",NA,"1997","04","01","Brasil","Santa Catarina","Rio do Campo","Varaneira.","-49.9875","-26.8286111","-49.9875000","-26.8286111",NA,NA,"FURB43989","FURB43989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-10-14 10:06:41-03","FURB","FURB","39148","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Gasper, AL de","2008","11","01","Verdi, M.; Godoy, M.B. & Dreveck, S.","6057","2007","11","21","Brasil","Santa Catarina","Papanduva","Carijós.","-50.22","-26.3702778","-50.2200000","-26.3702778","845","845","FURB03575","FURB03575",NA,NA,NA,"Fito IFFSC 982 /L/1 e Fito IFFSC 982 /L/2 Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-10-14 10:06:41-03","FURB","FURB","46716","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Oliveira, AA de","2015","03","19","Oliveira, A.A. de","1353","2015","03","19","Brasil","Santa Catarina","Rio do Campo","Rio da Prata.","-50.0375","-26.8186111","-50.0375000","-26.8186111","572","572","FURB43986","FURB43986",NA,NA,NA,"Fito IFFSC 739 /S/4 Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: arbustiva;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-10-14 10:06:41-03","FURB","FURB","51629","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Farias, D.M.","2016","10",NA,"Uller, H.F.; Klitzke, A.R; Bollmann, G.O.","694","2016","09","14","Brasil","Santa Catarina","Bom Retiro","Laranjeiras.","-49.4997222","-27.72","-49.4997222","-27.7200000","866","866","FURB51629","FURB51629",NA,NA,NA,"pétalas brancas e estames amarelos",NA,NA,NA,NA,NA,NA,NA,NA,NA
