"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"47","2020-12-21 16:24:30-03","MBM","MBM","241900","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Punt, W.","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","69528","1999","10","22","Southern America","Brazil","Minas Gerais","Várzea da Palma","Fazenda Serra do Cabral","-44.7308006286621","-17.5981006622314",NA,NA,"MBM241900","MBM241900",NA,NA,NA,NA,NA,"60948","auto",NA,NA,NA,NA,NA,NA,NA
"48","2015-09-05 12:47:41-03","MNHN","RECOLNAT_MNHN_P","P00607232","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.",NA,"Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia Brasiliae",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00607232' target='other'> <mi>dwc_moreinfo</mi></a>","P00607232","P00607232_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","1870",NA
"49","2020-12-11 11:35:24-03","UFMG","BHCB","59764","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.",NA,"Rossi, L; et al.","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Joaquim Felício",NA,"-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:35:24-03","UFMG","BHCB","70864","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.",NA,"Hatschbach, G","66343",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Joaquim Felício",NA,"-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"51","2019-10-30 04:39:00-03","MO","MOBOT","2951303","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","M.J. Huft","R.M. Harley|S.A. Renvoize|C.M. Erskine|C.A. Brighton|R.S. Pinheiro","Harley 15684","1974","1","30","South America","Brazil","Bahia",NA,"N. face of Serra de Outo. 7km. S. of Barra da Estiva on the Ituaçú road. Sandstone hills, dry grassland among rocks and woodland along small stream.","-41.33333","-13.66666",NA,NA,NA,NA,"1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 11:54:58-03","UFPE","UFP","19774","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Carneiro-Torres, DS","Alves, M; Costa, M; Loyola, M; Oliveira, D; Lins, F; J.Jupiassú; Gonçalves, F; Gomes, V","UFP19774","1997","10","15",NA,"Brasil","Bahia","Salvador",NA,"-38.3525","-12.930556",NA,"Herbácea áfila, ciátios alvos, frutos imaturos esverdeados.; Herbácea áfila, ciátios alvos, frutos imaturos esverdeados.","UFP019774",NA,"20","20",NA,"-38.3525","-12.930556",NA,NA,"2000","01",NA,NA,NA,NA,NA
"53","2019-07-31 14:32:33-03","CPATSA","HTSA","4802","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.",NA,"Caruzo, M.B.R.; Riina, R. & Carneiro-Torres, D.S.","130","2009","02","08",NA,"Brasil","Bahia","Morro do Chapéu","Dunes of the Complexo do Abaeté.","-38.585","-13.560278",NA,"Herb 10-20 cm tall, branches erect, rizome horizontal. Cyathia light green, appendages white, anthers white; growing in deep white sand, localy common on lower part of the dune. Fruiting/flowering.",NA,NA,"31","31",NA,"-38.585","-13.560278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","2780280","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Engelm.",NA,"R. M. Harley, S. A. Renvoize, C. Erskine, C. Brighton & R. S. Pinheiro","15684","1974","1","30","South America - Neotropics","Brazil","Bahia",NA,"Serra do Sincorá: N. face of Serra de Ouro. 7 km S. of Barra da Estiva on the Ituaçú road.","-41.33","-13.67",NA,NA,"US01283496","US01283496_01","1150",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"55","2020-09-02 16:24:46-03","Cenargen","CEN","9526","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","D. S. C. Torres","Lídio Coradin","6445","1983","07","04",NA,"Brasil","BA","BARRA DA ESTIVA","Estrada Barra da Estiva - Mucugê, km 31.","-41.3269004821777","-13.6260995864868","Exsicatas","Planta com 40 cm.","CEN00009526","CEN00009526","1280","1280",NA,"-4143333.0","-1338333.0","61861","auto","2001","01",NA,NA,NA,NA,"2"
"56","2021-03-15 18:27:09-03","USP","SPF","85183","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Magenta, MAG","Arbo, MM","5682","1992","11","22",NA,"Brasil","Bahia","Barra da Estiva","8 km de Barra da Estiva, camino a Ituaçu: Morro do OUro y Morro da Torre. Campo rupestre.","-41.233333","-13.666667",NA,"Hierba erecta fila, bracteas blancas, ovario verde-rojizo, anteras rojas.","SPF00085183",NA,"1190","1290",NA,"-41.233333","-13.666667",NA,NA,"1996","10","18",NA,NA,NA,NA
"57","2021-03-15 18:27:09-03","USP","SPF","18217","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Cordeiro, I","Giulietti, AM","CFCR1308","1981","07","19",NA,"Brasil","Bahia","Barra da Estiva","Morro do Ouro, Morro do Ouro.","-41.3269004821777","-13.6260995864868",NA,"Erva com ciátio rosado; crescendo entre gramíneas.","SPF00018217",NA,NA,NA,NA,NA,NA,"61861","auto","1988","12",NA,NA,NA,NA,NA
"58","2019-11-13 11:20:07-03","USP","SPF","217944","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Cordeiro, I","Cordeiro, I","3515","2014","02","25",NA,"Brasil","Bahia","Salvador","Bairro Stella-Maris, Condomínio Petromar, Rua Euler de Pereira Cardoso. Dunas de areia branca.","-38.510799407959","-12.9710998535156",NA,NA,"SPF00217944",NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"59","2019-10-07 09:31:02-03","UEFS","HUEFS","40472","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.",NA,"Carneiro-Torres, D.S.","137","1999","10","02",NA,"Brasil","Bahia","Salvador","Dunas do Abaeté, ao lado do campo de golfe.","-38.510799407959","-12.9710998535156",NA,NA,"HUEFS0040472","HUEFS0040472",NA,NA,"Rosanae",NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"60","2019-10-07 09:31:02-03","UEFS","HUEFS","151115","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.",NA,"Queiroz, E.P.","2918","2008","05","15",NA,"Brasil","Bahia","Salvador","Stella Maris.","-38.510799407959","-12.9710998535156",NA,NA,"HUEFS0151115","HUEFS0151115",NA,NA,"Rosanae",NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"61","2019-10-07 09:31:02-03","UEFS","HUEFS","194274","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.",NA,"Melo, E.","11909","2012","12","21",NA,"Brasil","Bahia","Itatim","Lajedo.","-39.702778","-12.768889",NA,NA,"HUEFS0194274","HUEFS0194274","513","513","Rosanae","39W42'10''","12S46'8''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-10-07 09:31:02-03","UEFS","HUEFS","10041","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","L.P.de Queiroz","Queiroz, L.P.de","2548","1991","10","15",NA,"Brasil","Bahia","Salvador",NA,"-38.35","-12.933333",NA,NA,"HUEFS0010041","HUEFS0010041",NA,NA,"Rosanae","38W21'","12S56'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-10-07 09:31:02-03","UEFS","HUEFS","167041","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.",NA,"Melo, E.","8509","2010","09","05",NA,"Brasil","Bahia","Morro do Chapéu","Estrada para Mundo Novo, ca. 5 km. Prox. Ao lado seco do Rio Jacuípe.","-47.128889","-11.57",NA,"Campo rupestre.","HUEFS0167041","HUEFS0167041","950","950","Rosanae","47W7'44''","11S34'12''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-10-07 09:31:02-03","UEFS","HUEFS","226870","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.",NA,"Cordeiro, I.","3019","2007","04","08",NA,"Brasil","Bahia","Salvador","Bairro Stella Maris, APA do Abaeté, junto ao condomínio Petromar.","-38.35","-12.933333",NA,"Arbustivo arbórea de restinga. Dunas de areias brancas.","HUEFS0226870","HUEFS0226870",NA,NA,"Rosanae","38W21'","12S56'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-10-07 09:31:02-03","UEFS","HUEFS","150141","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.",NA,"Caruzo, M.B.R.","130","2009","02","08",NA,"Brasil","Bahia","Morro do Chapéu","Dunes of the Complexo do Abaeté.","-38.350556","-12.929722",NA,NA,"HUEFS0150141","HUEFS0150141","31","31","Rosanae","38W21'2''","12S55'47''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-10-07 09:31:02-03","UEFS","HUEFS","46689","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.",NA,"Cordeiro, I.","2251","2000","04","11",NA,"Brasil","Bahia","Salvador","Lagos do Abaeté.","-38.351667","-12.940833",NA,NA,"HUEFS0046689","HUEFS0046689","30","30","Rosanae","38W21'6''","12S56'27''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-10-07 09:31:02-03","UEFS","HUEFS","2071","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","L.P.de Queiroz","Carvalho, A.M.de","708","1981","05","23",NA,"Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,NA,"HUEFS0002071","HUEFS0002071",NA,NA,"Rosanae",NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"68","2019-10-07 09:31:02-03","UEFS","HUEFS","8040","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","L.P.de Queiroz","Alunos da 2a.Série","15257","1985","10","13",NA,"Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,NA,"HUEFS0008040","HUEFS0008040",NA,NA,"Rosanae",NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"69","2019-10-07 09:31:02-03","UEFS","HUEFS","33375","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.",NA,"Viana, B.F.","19","1996","01","10",NA,"Brasil","Bahia","Salvador","Abaeté.","-38.510799407959","-12.9710998535156",NA,"Dunas.","HUEFS0033375","HUEFS0033375",NA,NA,"Rosanae",NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"70","2019-10-07 09:31:02-03","UEFS","HUEFS","34344","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.",NA,"Ramos, M.M.","3","1998","05","16",NA,"Brasil","Bahia","Salvador","Dunas de Itapoã.","-38.510799407959","-12.9710998535156",NA,"Solo arenoso seco.","HUEFS0034344","HUEFS0034344",NA,NA,"Rosanae",NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"71","2019-10-07 09:31:02-03","UEFS","HUEFS","6086","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","L.P.de Queiroz","Queiroz, L.P.de","848","1984","09","30",NA,"Brasil","Bahia","Salvador","Dunas de Itapuã.","-38.510799407959","-12.9710998535156",NA,NA,"HUEFS0006086","HUEFS0006086",NA,NA,"Rosanae",NA,NA,"26018","auto","1986","11",NA,NA,NA,NA,NA
"72","2019-07-09 13:22:48-03","F","FMNH-SEEDPLANTS","V0044167F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada",NA,NA,"J. S. Blanchet","1870",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0044167F","V0044167F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA
"73","2019-07-09 13:29:07-03","F","FMNH-SEEDPLANTS","V0195886F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada",NA,NA,"R. Callejas & A. M. de Carvalho","1735",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0195886F","V0195886F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-07-09 13:22:43-03","F","FMNH-SEEDPLANTS","V0195887F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada",NA,NA,"T. Plowman & G. E. M. Almeida","10054","1980","4","9","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0195887F","V0195887F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-01-25 15:34:52-02","IAC","IAC","5744","S","Plantae",NA,NA,"Euphorbiaceae-4.Euphorbioideae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","J.O.C. Ramos","J.O.C. Ramos","s/nº","1940","09","15",NA,"Brasil","Pernambuco","Caruaru",NA,"-35.9761","-8.2833",NA,NA,NA,NA,NA,NA,NA,"-35.9761","-8.2833",NA,NA,"1940","09","15",NA,NA,NA,NA
"76","2019-01-25 15:34:52-02","IAC","IAC","8065","S","Plantae",NA,NA,"Euphorbiaceae-4.Euphorbioideae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","J.A. Ribeiro","J.A. Ribeiro","s/nº","1946","04","12",NA,"Brasil","São Paulo","Mococa",NA,"-47.0047","-21.4678",NA,NA,NA,NA,NA,NA,NA,"-47.0047","-21.4678",NA,NA,"1946","04","12",NA,NA,NA,NA
"77","2020-07-23 12:06:15-03","CEPLAC","CEPEC","25393","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada",NA,"R. M. Harley","R. M. Harley","20888","1980","03","24",NA,"Brasil","Bahia","BARRA DA ESTIVA","Serra do Sincorá. NW Serra do Ouro. A E da Rod. Barra da Estiva/Ituaçú. 9Km ao S Barra da Estiva.","-41.266667","-13.7",NA,"<ll>dwc_commonname:</ll> Forquilha, Avelos",NA,NA,NA,NA,NA,"41W16'0","13S42'0",NA,NA,NA,NA,NA,"30/12/1980",NA,NA,NA
"78","2020-07-23 12:06:15-03","CEPLAC","CEPEC","10140","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada",NA,"D. S. Carneiro-Torres","R. M. Harley","15684","1974","01","30",NA,"Brasil","Bahia","BARRA DA ESTIVA","Ao N Serra do Ouro. 7Km ao S cidade, Rod. para Ituaçú.","-41.333333","-13.666667",NA,"<ll>dwc_commonname:</ll> Forquilha, Avelos",NA,NA,NA,NA,NA,"41W20'0","13S40'0",NA,NA,NA,NA,NA,"30/03/2004",NA,NA,NA
"79","2020-07-23 12:06:15-03","CEPLAC","CEPEC","21030","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada",NA,"T. Plowman","T. Plowman","10054","1980","04","09",NA,"Brasil","Bahia","SALVADOR","2Km ao N de Itapuã.","-38.383333","-12.966667",NA,NA,NA,NA,NA,NA,NA,"38W23'0","12S58'0",NA,NA,NA,NA,NA,"01/08/1980",NA,NA,NA
"80","2020-07-23 12:06:15-03","CEPLAC","CEPEC","34839","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada",NA,"D. S. Carneiro-Torres","R. Callejas","1735","1983","11","12",NA,"Brasil","Bahia","SALVADOR","3Km da cidade, a oeste do aeroporto.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,"27/05/1997",NA,NA,NA
"81","2020-07-23 12:06:15-03","CEPLAC","CEPEC","23556","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada",NA,"A. M. de Carvalho","A. M. de Carvalho","708","1981","05","23",NA,"Brasil","Bahia","SALVADOR","Ca. 30Km N do centro da cidade. Estrada p/ o aeroporto. Arredores de Itapuã.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,NA,"0*0'0","0*0'0","26018","auto",NA,NA,NA,"17/03/1982",NA,NA,NA
"82","2020-07-23 12:06:15-03","CEPLAC","CEPEC","100299","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada",NA,"M. M. Ramos","M. M. Ramos","3","1998","05","16",NA,"Brasil","Bahia","SALVADOR","Dunas de Itapoã.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,"30/06/1998",NA,NA,NA
"83","2020-07-23 12:06:15-03","CEPLAC","CEPEC","87774","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada",NA,"I. Cordeiro","A. M. Amorim","3443","2000","06","12",NA,"Brasil","Bahia","SALVADOR","Lagoa do Abaeté. Coletas nas dunas ao redor da lagoa.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,"30/08/2002",NA,NA,NA
"84","2020-07-23 12:06:15-03","CEPLAC","CEPEC","41313","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada",NA,"M. L. Guedes","M. L. Guedes",NA,"1985","10","13",NA,"Brasil","Bahia","SALVADOR","Loteam. Alamedas da Praia. Itapuã.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,"20/12/1985",NA,NA,NA
"85","2020-11-12 17:01:04-03","UEL","FUEL","31303","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Cordeiro, I","Cordeiro, I; et al.","2251","2000","04","11",NA,"Brasil","Bahia","Salvador","Lagoa do Abaete","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"86","2017-09-11 17:09:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.",NA,"Blanchet","1870",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"proe Bahiam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2014-09-23 11:01:33-03","G","G-DC","G00311182","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","CAT.HERB.PRODR.","Blanchet, J. S.","1870","1834",NA,"00","AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=222691&base=img&lang=en","G00311182","G00311182",NA,NA,NA,"-41.99722222","-12.18305556",NA,NA,"2011","01","01",NA,"HOLOTYPUS of Euphorbia gymnoclada Boiss.",NA,NA
"88","2019-11-21 10:04:11-03","IBt","SP","258830","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Cordeiro, I","Arbo, MM; et al.","5682","1992","11","22",NA,"Brasil","Bahia","Barra da Estiva","8 Km S de Barra da Estiva, camino a Ituacu: Morro do Ouro y Morro da Torre. Campo rupestre.","-41.233333","-13.666667",NA,NA,NA,NA,"1190","1290",NA,"-41.233333","-13.666667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 10:04:11-03","IBt","SP","343968","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Cordeiro, I","Cordeiro, I; et al.","2251","2000","04","11",NA,"Brasil","Bahia","Salvador","lagoa do Abaeté, dunas.","-38.351667","-12.940833",NA,NA,NA,NA,"30","30",NA,"-38.351667","-12.940833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2014-09-23 10:57:32-03","G","G","G00441570","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Steinmann, Victor W.","Blanchet, J. S.","1870","1834",NA,"00","AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00441570",NA,NA,NA,NA,"-41.99722222","-12.18305556",NA,NA,"2001","01","01",NA,"TYPUS of Euphorbia gymnoclada Boiss.",NA,NA
"91","2014-09-23 10:57:32-03","G","G","G00441571","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Steinmann, Victor W.","Blanchet, J. S.","1870","1834",NA,"00","AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00441571",NA,NA,NA,NA,"-41.99722222","-12.18305556",NA,NA,"2001","01","01",NA,"TYPUS of Euphorbia gymnoclada Boiss.",NA,NA
