"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"46","2020-09-12 05:00:02-03","US","US","2570771","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"G. Eiten & L. T. Eiten","4861","1962","6","15","South America - Neotropics","Brazil","Maranhão",NA,"Municipio de Loreto: Ilha de Balsasregion, between the Rio Balsas and Parnaiba. about 25-30 km south of Loreto. At place calledSao Joas do Baixo, several km. north of Faz. Lagoa.","-45.07","-70.28",NA,NA,"US02205926","US02205926_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"47","2019-11-13 11:22:43-03","USP","SPF","147421","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","Morales, M","Eiten, G","4861","1962","06","15",NA,"Brasil","Maranhão","Loreto",NA,"-45.066667","-7.283333",NA,NA,"SPF00147421",NA,NA,NA,NA,NA,"-45.066667","-7.283333","2010",NA,NA,"05",NA,NA,NA,NA
"48","2019-11-13 11:22:43-03","USP","SPF","201020","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","Jordão, LSB","Paula-Souza, J","9329","2007","10","11",NA,"Brasil","Bahia","Muquém de São Francisco",NA,"-43.417222","-12.303333",NA,NA,"SPF00201020",NA,NA,NA,NA,NA,"-43.417222","-12.303333","2017",NA,NA,"04",NA,NA,NA,NA
"49","2020-05-08 11:10:38-03","UEFS","HUEFS","118552","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","exalbescens","Mimosa exalbescens","Barneby","L.P.de Queiroz & R.M.Santos","Silva, G.C.","17","2007","04","21",NA,"Brasil","Bahia","Juazeiro","Agrovale.","-40.333333","-9.35",NA,"Caatinga. Reserva legal da Agrovale.","HUEFS0118552","HUEFS0118552","389","389",NA,"Rosanae","40W20'","9S21'","2007",NA,NA,"09",NA,NA,NA,NA
"50","2020-05-08 11:10:38-03","UEFS","HUEFS","165212","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"HUEFS0165212","HUEFS0165212",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-05-08 11:10:38-03","UEFS","HUEFS","238777","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","exalbescens","Mimosa exalbescens","Barneby","F.G.Oliveira","Oliveira, F.G.","5","2018","02","11",NA,"Brasil","Bahia","Santa Maria da Vitória","Morro onde se encontra a torre de telefone. Acesso pela BA 172, sentido Santana, estrada de terra à direita, após a igreja. Na subida para a antena.","-44.115","-13.302778",NA,"Caatinga arbórea sobre afloramento rochoso.","HUEFS0238777","HUEFS0238777","618","618",NA,"Rosanae","44W6'54''","13S18'10''","2018",NA,NA,"03",NA,NA,NA,NA
"52","2020-05-08 11:10:38-03","UEFS","HUEFS","43513","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","exalbescens","Mimosa exalbescens","Barneby","L.P.de Queiroz","Queiroz, L.P.de","5766","2000","02","09",NA,"Brasil","Bahia","Bom Jesus da Lapa","a ca 10 km E na estrada para Morrão, entrando a ca. 14 km N de Bom Jesus da Lapa na estrada para Ibotirama.","-43.284167","-13.169722",NA,"Área de caatinga com brejo e lagoa temporária.","HUEFS0043513","HUEFS0043513",NA,NA,NA,"Rosanae","43W17'3''","13S10'11''","2000",NA,NA,"06",NA,NA,NA,NA
"53","2020-05-08 11:10:38-03","UEFS","HUEFS","43881","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","exalbescens","Mimosa exalbescens","Barneby","L.P.de Queiroz","Queiroz, L.P.de","6129","2000","02","17",NA,"Brasil","Bahia",NA,"ca. 24 km W de Ibotirama na BR-242.","-43.443333","-13.21",NA,"Caatinga degradada.","HUEFS0043881","HUEFS0043881","380","380",NA,"Rosanae","43W26'36''","13S12'36''","2000",NA,NA,"06",NA,NA,NA,NA
"54","2020-05-08 11:10:38-03","UEFS","HUEFS","59305","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","exalbescens","Mimosa exalbescens","Barneby","L.P.de Queiroz","França, F.","3865","2002","04","17",NA,"Brasil","Bahia","Bom Jesus da Lapa","Ca. 5km W de Bom Jesus da Lapa, estrada para Santa Maria da Vitória.","-43.452222","-13.255556",NA,"Caatinga antropizada. Várzea .","HUEFS0059305","HUEFS0059305","460","460",NA,"Rosanae","43W27'8''","13S15'20''","2002",NA,NA,"05",NA,NA,NA,NA
"55","2020-05-08 11:10:38-03","UEFS","HUEFS","83378","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","exalbescens","Mimosa exalbescens","Barneby","L.P.de Queiroz","França, F.","4826","2004","01","11",NA,"Brasil","Bahia","Bom Jesus da Lapa","c. 5km L da sede municipal.","-43.454444","-13.255556",NA,"Vegetação arbustivo-arbórea na vázea do Rio São Francisco.","HUEFS0083378","HUEFS0083378","400","450",NA,"Rosanae","43W27'16''","13S15'20''","2006",NA,NA,"02",NA,NA,NA,NA
"56","2020-07-23 12:14:30-03","CEPLAC","CEPEC","100315","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","exalbescens","Mimosa exalbescens",NA,"L. S. B. Jordão","L. P. de Queiroz","6129","2000","02","17",NA,"Brasil","Bahia","ibotirama","Ca. 24Km ao W da cidade, na BR-242.","-43.443333","-13.21",NA,NA,NA,NA,NA,NA,NA,NA,"43W26'36","13S12'36",NA,NA,NA,NA,NA,NA,NA,"26/6/2017"
"57","2020-07-23 12:14:30-03","CEPLAC","CEPEC","101050","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","exalbescens","Mimosa exalbescens",NA,"L. S. B. Jordão","L. P. de Queiroz","5971","2000","02","13",NA,"Brasil","Bahia","SANTA MARIA DA VITÓRIA","Ca. 7,7km ao S da cidade na estrada para Lagoinha. Extremidade setentrional da Serra do Ramalho.102661","-44.171111","-13.45",NA,NA,NA,NA,NA,NA,NA,NA,"44W10'16","13S27'0",NA,NA,NA,NA,NA,NA,NA,"12/6/2017"
"58","2020-07-23 12:14:30-03","CEPLAC","CEPEC","90364","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","exalbescens","Mimosa exalbescens",NA,"L. S. B. Jordão","J. G. Jardim","3459","2001","04","14",NA,"Brasil","Bahia","serra do ramalho","Ca. 18Km da cidade pela Agrovila.","-43.752222",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43W45'8","1330'38",NA,NA,NA,NA,NA,NA,NA,"30/06/2009"
"59","2020-07-23 12:14:30-03","CEPLAC","CEPEC","26057","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","exalbescens","Mimosa exalbescens",NA,"R. C. Barneby","R. M. Harley","21450","1980","04","17",NA,"Brasil","Bahia","bom jesus da lapa","Acima Bacia S. Francisco. 26Km NE cidade Rod. p/ Calderao.","-43.216667","-13.15",NA,NA,NA,NA,NA,NA,NA,NA,"43W13'0","13S9'0",NA,NA,NA,NA,NA,NA,NA,"30/12/1985"
"60","2019-11-01 15:00:11-03","UnB","UB","140012","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","Barneby, R","Eiten, G","10470","1970","02","03","Southern America","Brasil","Maranhão","Loreto","Ca. 35km S of city of Loreto","-45.066667","-7.35",NA,"Filaments white.; Shrub 2,5m.","UB0041071","UB0041071",NA,NA,"paratype",NA,"-45.066667","-7.35","1991",NA,NA,NA,NA,NA,NA,NA
"61","2019-11-01 15:00:11-03","UnB","UB","194075","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","Morales, M","Eiten, G","10798","1970","02","27","Southern America","Brasil","Maranhão","Loreto","Ilha de Balsas-Region between the Balsas & Parnaíba rivers, 35 km S Loreto, by main house of Fazenda Morros","-45.666667","-7.383333",NA,"Secondary scrub of gallery forest ground shaded, thick herb layer, this is small tree with inclined trunk, 4m tall, filaments & anthers white;","UB0125639","UB0125639","300","300","paratype",NA,"-45.666667","-7.383333","2010",NA,NA,"05","10",NA,NA,NA
"62","2019-11-01 15:00:11-03","UnB","UB","75032","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","Barneby, R","Eiten, G; Eiten, LT","3751","1962","03","23","Southern America","Brasil","Maranhão","Loreto","Ilha de Balsas region, between the balsas and Parnaiba rivers, half km west of main house of Fazenda morros, ca 35 km S of Loreto","-45.066667","-7.383333",NA,"Arbusto de 2,25m de altura. Flores brancas.; Gallery forest transition tabuleiro","UB0037253","UB0037253","300","300","isotype",NA,"-45.066667","-7.383333","1985",NA,NA,NA,NA,NA,NA,NA
"63","2019-11-01 15:00:11-03","UnB","UB","140014","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","Simon, MF","Ratter, JA","7766","1997","04","26","Southern America","Brasil","Maranhão","Loreto","Fazenda Morro, 53km from Loreto","-45.1411018371582","-7.08444023132324",NA,"Slender, spiny, bushy shrub 2m.",NA,NA,NA,NA,NA,NA,NA,NA,"2000","79629","auto",NA,NA,NA,NA,NA
"64","2019-11-01 15:00:11-03","UnB","UB","140013","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","Barneby, R","Eiten, G; Eiten, LT","10329","1970","01","16","Southern America","Brasil","Maranhão","Presidente Dutra","About 5km west of city of Presidente Dutra","-44.4900016784668","-5.28999996185303",NA,"Petals whitish with light green.; Shrub 4,5m tall, petals whitish with light green midstripe, anthers light buff.; Wide valley floor. Secondary scrub at edge of cultivated ground.",NA,NA,NA,NA,NA,NA,NA,NA,"1983","23378","auto",NA,NA,NA,NA,NA
"65","2019-11-21 10:06:09-03","IBt","SP","129232","S","Plantae",NA,NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","Morales, M","Eiten, G; Eiten, LT","10470","1970","02","03",NA,"Brasil","Maranhão","Balsas","Ilha de Balsas, Rivers 35 km south of LORETO, next to main house of Fazenda Morros","-45.666667","-7.383333",NA,NA,NA,NA,"300","300",NA,NA,"-45.666667","-7.383333","2010",NA,NA,"05","10",NA,NA,NA
"66","2019-11-21 10:06:09-03","IBt","SP","130642","S","Plantae",NA,NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","Morales, M","Eiten, G; Eiten, LT","10798","1970","02","27",NA,"Brasil","Maranhão","Loreto","Ilha de Balsas, Region between the Balsas & Parnaíba rivers, 35 km S Loreto, by main house of Fazenda Morros","-45.666667","-7.383333",NA,NA,NA,NA,"300","300",NA,NA,"-45.666667","-7.383333","2010",NA,NA,"05","10",NA,NA,NA
"67","2019-11-21 10:06:09-03","IBt","SP","85595","S","Plantae",NA,NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","Morales, M","Eiten, G; Eiten, LT","4861","1962","06","15",NA,"Brasil","Maranhão","Loreto","Ilha de Balsas, 25-30 km south of Lorêto at place called São José do Baixo","-45.068889","-7.283333",NA,NA,"SP025627","SP025627","250","250",NA,NA,"-45.068889","-7.283333",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:06:09-03","IBt","SP","82490","S","Plantae",NA,NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","Morales, M","Devereux, CP","3","1963","08",NA,NA,"Brasil","Maranhão","Loreto","Fazenda Morros, ca. 35 km south of Lorêto","-45.1411018371582","-7.08444023132324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","79629","auto","05","10",NA,NA,NA
"69","2019-11-21 10:06:09-03","IBt","SP","127842","S","Plantae",NA,NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","Morales, M","Eiten, G; Eiten, LT","10329","1970","01","16",NA,"Brasil","Maranhão","Presidente Dutra","About 5 km west of city of Presidente Dutra","-44.4900016784668","-5.28999996185303",NA,NA,"SP025628","SP025628",NA,NA,NA,NA,NA,NA,"2010","23378","auto","05","10",NA,NA,NA
