"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"771","2021-04-07 11:46:13-03","UFMS","CGMS","27595","PreservedSpecimen","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Lina; Andrea; Carla; Lílian; Marlize; Fátima","7","2009","10","03",NA,"Brasil",NA,NA,"Flor lilás. Fruto roxo. Habitat: Campo úmido e Vereda. Habito: Subarbusto. 2,50m.","CGMS1057037","Mato Grosso do Sul","Campo da FUNPESG.",NA,NA,"Aubl.",NA,"H.C. Vinci-Carlos","São Gabriel do Oeste","-54.6030556","-19.3883333",NA,NA,NA,NA,NA,"-54,6030556","-19,3883333","2009","10","08",NA,NA,NA,NA,NA
"772","2021-04-07 11:46:13-03","UFMS","CGMS","69580","PreservedSpecimen","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"V.J. Pott; A. Pott","7920","2005","08","20",NA,"Brasil",NA,NA,"Flor rosada. Fruto negro ou verde imaturo. Formigas na planta e no pecíolo; ramos daInflorescência vermelhos. Habitat: Barranco de Mata de Galeria. Solo arenoso. Relevo inclinado. Habito: Arbusto 2-3 m de altura. Frequente.","CGMS1102538","Mato Grosso do Sul","Recanto Ecológico Pousada da Quinta, 6 Km do Patrimônio de Taboco, Córrego Galheiro, Próximo a Ponte.",NA,NA,"Aubl.",NA,"V.J. Pott","Corguinho","-55.2455555","-19.7769445","270","270",NA,NA,NA,"-55,2455555","-19,7769445",NA,NA,NA,NA,NA,NA,NA,NA
"773","2021-04-07 11:46:13-03","UFMS","CGMS","35942","PreservedSpecimen","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"D.T. Azevedo; A.P.P. Oliveira; T.G. Freitas; L.S.B. Jordão","63","2012","11","04",NA,"Brasil",NA,NA,"Flor branca. Fruto preto. Coloração daFlor muda. Habitat: Beira de rio. Solo arenoso. Habito: Arbusto. 1,50m de altura.","CGMS1065348","Mato Grosso do Sul","Estância Paraíso. Margem de rio.",NA,NA,"Aubl.",NA,NA,"Rio Verde de Mato Grosso","-54.9333333","-18.9533333","421","421",NA,NA,NA,"-54,9333333","-18,9533333",NA,NA,NA,NA,NA,NA,NA,NA
"774","2021-04-07 11:46:13-03","UFMS","CGMS","15189","PreservedSpecimen","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"A.S. Penha; T. Ramires; C.S. Campos; M.C. Lescano","370","2004","11","01",NA,"Brasil",NA,NA,"Flor branca.Cálice rosa. Habitat: Mata Ciliar. Relevo ondulado com drenagem. Habito: Arbusto. 1,50m de altura.","CGMS1044704","Mato Grosso do Sul","Fazenda Potreiro do Sucuriú.",NA,NA,"Aubl.",NA,"U.M. Resende","Paraíso","-53.0152778","-19.9836111",NA,NA,NA,NA,NA,"-53,0152778","-19,9836111",NA,NA,NA,NA,NA,NA,NA,NA
"775","2021-04-07 11:46:13-03","UFMS","CGMS","51094","PreservedSpecimen","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"V.J. Pott; A. Pott; L.C.P. Lima","5653","2002","08","17",NA,"Brasil",NA,NA,"Flor rosada. Associação com formigas. Habitat: Brejo arbustivo. Solo arenoso. Relevo vale. Frequente. Habito: Subarbusto. 1-1,3m de altura.","CGMS1081079","Mato Grosso do Sul","CASE (Companhia Agrícola de Sonora), beira do Rio Correntes com Foz do córrego cabeceira Alta.",NA,NA,"Aubl.",NA,NA,"Sonora","-54.8913889","-17.6216667",NA,NA,NA,NA,NA,"-54,8913889","-17,6216667","2020",NA,NA,NA,NA,NA,NA,NA
"776","2021-04-07 11:46:13-03","UFMS","CGMS","70440","PreservedSpecimen","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"V.J. Pott; A. Pott","9792","2007","10","12",NA,"Brasil",NA,NA,NA,"CGMS1069823","Mato Grosso do Sul","Afluente do Córrego Urutau, sem pontilhão, entorno do Parque Natural Municipal Templo dos Pilares.",NA,NA,"Aubl.",NA,"V.J. Pott","Alcinópolis","-53.6986111","-18.1725","420","420",NA,NA,NA,"-53,6986111","-18,1725",NA,NA,NA,NA,NA,NA,NA,NA
"777","2021-04-07 11:46:13-03","UFMS","CGMS","70437","PreservedSpecimen","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"V.J. Pott; A. Pott","9755","2007","09","11",NA,"Brasil",NA,NA,NA,"CGMS1069820","Mato Grosso do Sul","Fazenda Harmonia, 2 km NE da sede.",NA,NA,"Aubl.",NA,"V.J. Pott; A. Pott","Alcinópolis","-53.7444444","-18.1127778","340","340",NA,NA,NA,"-53,7444444","-18,1127778",NA,NA,NA,NA,NA,NA,NA,NA
"778","2021-04-07 11:46:13-03","UFMS","CGMS","14829","PreservedSpecimen","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"A.S. Penha; T. Ramires; C.S. Campos; M.C. Lescano","10","2004","10","24",NA,"Brasil",NA,NA,"Flor rosa. Filete rosa. Habitat: Cerradão/Mata Ciliar. Relevo ondulado com drenagem. Habito: Arbusto.","CGMS1044313","Mato Grosso do Sul","Fazenda Pouso Frio.",NA,NA,"Aubl.",NA,"V.J. Pott","Costa Rica","-52.8602778","-18.6558333",NA,NA,NA,NA,NA,"-52,8602778","-18,6558333","2015","06","07",NA,NA,NA,NA,NA
"779","2021-04-07 11:46:13-03","UFMS","CGMS","40358","PreservedSpecimen","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"C.C.C. Encina; T.R.F. Sinani; A. Pott","41","2013","10","01",NA,"Brasil",NA,NA,NA,"CGMS1070340","Mato Grosso do Sul","Distrito de Taboco.",NA,NA,"Aubl.",NA,"A. Pott","Corguinho","-55.3027778","-19.6855555","494","494",NA,NA,NA,"-55,3027778","-19,6855555","2013","10","01",NA,NA,NA,NA,NA
"780","2021-04-07 11:46:13-03","UFMS","CGMS","19117","PreservedSpecimen","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"M.A.A. Soares; F.S. Carvalho; B.E.M. Pinto; J.R. da Silva; A. Meza de Souza","3","2007","08","19",NA,"Brasil",NA,NA,"Flor rosa. Folha áspera, tricomas no caule. Habitat: Cerrado. Mata de galeria. Habito: Árvore. 3,00m de altura.","CGMS1048418","Mato Grosso do Sul","Distrito de Taboco. Estância Ambiental Quinta do Sol, MS-356, km 12. Margem do Córrego Galheiros.",NA,NA,"Aubl.",NA,"V.J. Pott","Corguinho","-55.245","-19.775",NA,NA,NA,NA,NA,"-55,245","-19,775","2010","04","30",NA,NA,NA,NA,NA
"781","2021-04-07 11:46:13-03","UFMS","CGMS","14933","PreservedSpecimen","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"A.S. Penha; T. Ramires; C.S. Campos; M.C. Lescano","114","2004","10","28",NA,"Brasil",NA,NA,"Presença de látex. Habitat: Borda mata. Relevo plano sem drenagem. Habito: Liana.","CGMS1044425","Mato Grosso do Sul","Fazenda Pontal.",NA,NA,"Aubl.",NA,NA,"Costa Rica","-53.0033333","-18.3697223",NA,NA,NA,NA,NA,"-53,0033333","-18,3697223","2020",NA,NA,NA,NA,NA,NA,NA
"782","2021-04-07 11:46:13-03","UFMS","CGMS","51093","PreservedSpecimen","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"V.J. Pott; A. Pott; L.C.P. Lima; R. Mauro; M. Pereira","4669","2001","05","30",NA,"Brasil",NA,NA,"Flor rosa. Tricomas pretos na glândula do pecíolo; presença de formigas. Habitat: Barranco, borda de cerrado em nascente com dique, e sem gado. Solo arenoso. Relevo levemente inclinado. Frequencia ocasional. Habito: Subarbusto. 1-1,2","CGMS1081078","Mato Grosso do Sul","Fazenda Ribeirão,entrada no Km 130 da rodovia MS306, próximo a taipa para o bebedouro do gado.",NA,NA,"Aubl.",NA,NA,"Chapadão do Sul","-52.9775","-18.9475",NA,NA,NA,NA,NA,"-52,9775","-18,9475","2020",NA,NA,NA,NA,NA,NA,NA
"783","2021-04-07 11:46:13-03","UFMS","CGMS","22720","PreservedSpecimen","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"V.J. Pott; A. Pott","10239","2008","03","23",NA,"Brasil",NA,NA,"Flor rosa. Estames amarelos. Habitat: Borda encharcada de Mata de galeria com buriti Habito: Subarbusto. anfíbio 2,00m de altura","CGMS1052136","Mato Grosso do Sul","Córrego Urutau, sem pontilão, próximo a Fazenda Boa Vista.",NA,NA,"Aubl.",NA,"V.J. Pott","Alcinópolis","-53.7005556","-18.1816667","396","396",NA,NA,NA,"-53,7005556","-18,1816667","2008","03","23",NA,NA,NA,NA,NA
"784","2021-04-07 11:46:13-03","UFMS","CGMS","24386","PreservedSpecimen","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"H.C. Vinci-Carlos; G.A. Damasceno-Junior; M.L. Bueno","31","2007","10","28",NA,"Brasil",NA,NA,"Flor lilás. Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Pouco comum. Habito: Subarbusto. 0,60 m de altura.","CGMS1053809","Mato Grosso do Sul","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.",NA,NA,"Aubl.",NA,"G.A. Damasceno-Junior; V.J. Pott","Campo Grande","-54.3977777","-20.585","554","554",NA,NA,NA,"-54,3977777","-20,585","2008","07","18",NA,NA,NA,NA,NA
"785","2021-04-07 11:46:13-03","UFMS","CGMS","78403","PreservedSpecimen","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Brígida","8","2005","07","19",NA,"Brasil",NA,NA,"Frutos avermelhados (escuros). Coordenadas geográficas na etiqueta: 3°38#?#62' S 83° 96#?# 73'W","CGMS1111414","Mato Grosso","Fazenda Santa Isabel.",NA,NA,"Aubl.",NA,NA,"Tangará da Serra","-57.4858016967773","-14.6194000244141",NA,NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","2021-04-07 11:46:13-03","UFMS","CGMS","53089","PreservedSpecimen","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"A.B. Gonçalves","51","2015","09","24",NA,"Brasil",NA,NA,"Flor roxa. Coordenadas 7744044 S 750252 E Habitat: Cerrado. Cerrado stricto sensu. Solo arenoso. Relevo Plano. Comum. Habito: Arbusto.","CGMS1083055","Mato Grosso do Sul","Instituto São Vicente.",NA,NA,"Aubl.",NA,"A. Pott","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,"161190","auto",NA,NA,"2015","09","03",NA,NA,NA,NA,NA
"787","2021-04-07 11:46:13-03","UFMS","CGMS","5714","PreservedSpecimen","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"M.R. Sigrist","1","1996","08","10",NA,"Brasil",NA,NA,"Flor vinho/creme. Estigma se desloca para um dos lados.","CGMS1018083","Mato Grosso do Sul","Parque dos Poderes - às margens do canal reservatório.",NA,NA,"Aubl.",NA,"V.J. Pott","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,NA,"161190","auto",NA,NA,"2018","06","04",NA,NA,NA,NA,NA
"788","2019-08-20 10:20:20-03","UNICAMP","UEC",NA,"S","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"Cândido, CP; Martins, AB; Belinello, R; Silva, ED; Rodrigues, KF","63","2003","09","09",NA,"Brazil",NA,NA,"flor, subarbusto, 2 m, pétalas rosas",NA,"Minas Gerais","Serra do Cabral","Magnoliopsida",NA,"Mart.",NA,"Cândido, CP","Augusto de Lima","-44.331111","-18.427778","846","846",NA,NA,NA,"-44.331111","-18.427778","2003","11",NA,NA,NA,NA,NA,NA
"789","2021-03-01 16:35:27-03","UNICAMP","UEC","150933","S","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"Souza, SS; Freire, EC; Pereira, JDA","203","2007","07","29",NA,"Brazil",NA,NA,"Arbusto ca. de 1,5m alt. Flor com corola cor verde. Ocasional.; Mata de Galeria.",NA,"Goiás","Bacia do Rio Caiapó. Ponto 11","Magnoliopsida",NA,"Mart.",NA,"Fonseca, ML","Caiapônia","-51.613611","-16.989167",NA,NA,NA,NA,NA,"-51.613611","-16.989167","2007","10",NA,NA,NA,NA,NA,NA
"790","2021-03-01 16:35:27-03","UNICAMP","UEC","178274","S","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"Walter, BMT; Pereira, JB; Silva, GP; Faria, JG; et al.","4310","1999","06","22",NA,"Brazil",NA,NA,"Frequência: Ocasional no local;&nf;Flor: Alvas;&nf;Hábito: arbusto com cerca de 2,2 m de altura.&nf;OBS: Anteras alvas. Cálice com base verde e ápice viáceo. Pétalas alvo-vinácea.; Ambiente: Mata de galeria inundável (recém queimada -as bor","UEC099297","Goiás","Estrada de terra Colinas do Sul-Niqueandia. Cerca de 7km de Colinas do Sul, cerca de 2km após ponte do rio Tocantins.","Magnoliopsida",NA,"Mart.","UEC099297","Walter, BMT","Niquelândia","-48.083333","-14.183333","550","550",NA,NA,NA,"-48.083333","-14.183333","1999","06",NA,NA,NA,NA,NA,NA
"791","2019-08-20 10:20:20-03","UNICAMP","UEC","174405","S","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"Kuhlmann, M","1665","1947","11","24",NA,"Brazil",NA,NA,NA,"UEC026432","São Paulo",NA,"Magnoliopsida",NA,"Mart.","UEC026432","Kuhlmann, M","Casa Branca","-47.0800018310547","-21.7700004577637",NA,NA,NA,"27086","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","2021-03-01 16:35:27-03","UNICAMP","UEC","11127","S","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"Matthes, LAF","8457","1978","09","29",NA,"Brazil",NA,NA,"Arbusto até 3m.; em mata nascente.","UEC021410","São Paulo","Fazenda Sete Lagoas.","Magnoliopsida",NA,"Mart.","UEC021410","Goldenberg, R","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,"39309","auto",NA,NA,"1995","10","19",NA,NA,NA,NA,NA
"793","2021-03-25 09:28:14-03","UNICAMP","UEC","176881","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Almeda, F; Martins, AB; Belinello, R; Almeda, MB","9103","2005","09","20",NA,"Brazil",NA,NA,"Shrub to 3m tall. Petals white flush of pink basally. Antheras and style white. Local mostly near water or damp soil.; Cerrado vegetation near a stream.","UEC029343","Minas Gerais","3km beyond Medanha on the dirt road passing through the town of Medanha","Magnoliopsida",NA,"Aubl.","UEC029343","Almeda, F","Diamantina","-44.008014","-18.419419","1000","1000",NA,NA,NA,"-44.008014","-18.419419","2009","01","29",NA,NA,NA,NA,NA
"794","2021-03-01 16:35:27-03","UNICAMP","UEC","180434","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Guarçoni, EAE; Scatigna, AV","2052","2012","12","06",NA,"Brazil",NA,NA,"Subarbusto ca. 2m. Flores rosadas. Anteras creme.","UEC086745","Minas Gerais","Parque Estadual da Serra do Cabral. Subida pela fazenda Condado. Mata de Galeria.","Magnoliopsida",NA,"Aubl.","UEC086745","Caddah, MK","Buenópolis","-45.785833","-18.127222",NA,NA,NA,NA,NA,"-45.785833","-18.127222",NA,NA,NA,NA,NA,NA,NA,NA
"795","2021-03-01 16:35:27-03","UNICAMP","UEC","177392","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Monge, M; Delfini, C; Rigon, J","1988","2013","07","03",NA,"Brazil",NA,NA,"Arbusto, ca. 5m alt., tricomas avermelhados, corola rósea.; Cerrado","UEC148973","Mato Grosso","Parque Nacional da Chapada dos Guimarães, no entorno da sede.","Magnoliopsida",NA,"Aubl.","UEC148973","Michelangeli, FA","Chapada dos Guimarães","-55.831417","-15.407306","611","611",NA,NA,NA,"-55.831417","-15.407306","2015",NA,NA,NA,NA,NA,NA,NA
"796","2021-03-01 16:35:27-03","UNICAMP","UEC","175482","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Cabral, FN; Kuntz-Galvão, J; Barros, TC","611","2012","11","04",NA,"Brazil",NA,NA,"arvoreta 1,5m com flor: pétalas rosadas e estames creme.","UEC026008","Mato Grosso do Sul","Fazenda Paraíso, na beira do rio, 427 msm - 18.95.261s 54.93. 666w.","Magnoliopsida",NA,"Aubl.","UEC026008","Michelangeli, FA","Rio Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","11",NA,NA,NA,NA,NA,NA
"797","2021-03-01 16:35:27-03","UNICAMP","UEC","143688","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Almeda, F; Belinello, R; Aranha, JLM; Fritsch, PW","9007","2004","11","29",NA,"Brazil",NA,NA,"Shrubs to 2.5m tall. Inflorescence and formicaria rachis reddish. Petals white to pinkiah. Filaments pink basally but white distally. Style, stigma and anthers white. Mature berries purple-black. Common along the river","UEC050413","Minas Gerais","Parque Estadual do Rio Preto., About 18km beyond São Gonçalo do Rio Preto on the trail to and along the Prainha.","Magnoliopsida",NA,"Aubl.",NA,"Martins, AB","São Gonçalo do Rio Preto","-21.172222","-19.188889","840","840",NA,NA,NA,"-21.172222","-19.188889","2012",NA,NA,NA,NA,NA,NA,NA
"798","2021-03-01 16:35:27-03","UNICAMP","UEC","175919","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Marques, D; Araújo, IM","260","2011","08","26",NA,"Brazil",NA,NA,"Arbusto ca. 1m. Ramos vermelhos, cálice verde, pétalas róseas, filete branco, anteras creme, domácias avermelhadas.; Campo rupestre. Próximo a curso d'água.","UEC051329","Minas Gerais","Parque Estadual do Biribiri.","Magnoliopsida",NA,"Aubl.","UEC051329","Araújo, IM",NA,"-43.537056","-18.182222","1119","1119",NA,NA,NA,"-43.537056","-18.182222","2012",NA,NA,NA,NA,NA,NA,NA
"799","2021-03-01 16:35:27-03","UNICAMP","UEC","187319","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Fagg, CW; Oliveira, FCA","1892","2008","11","17",NA,"Brazil",NA,NA,"Arvoreta, folhas cartáceas, flores e botões florais cor rosa claro. Frutos carnosos.; Floresta de galeria.","UEC116771","Tocantins","Projeto Mapeamento e Inventário do Estado do Tocantins. Santa Rita do Tocantins. Folha: SC-22-Z-B.","Magnoliopsida",NA,"Aubl.","UEC116771","Fagg, CW","Santa Rita do Tocantins","-48.91","-10.87","281","281",NA,NA,NA,"-48.91","-10.87","2008","11",NA,NA,NA,NA,NA,NA
"800","2021-03-01 16:35:27-03","UNICAMP","UEC","188374","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Fonseca, ML; Alvarenga, D; Barros, BS","6696","2012","12","01",NA,"Brazil",NA,NA,"Arbusto ca 2,5 m de alt, Folhas membranaceas. Frutos imaturos cor verde, maduros pretos. Presença de formigas. Comum.; Solo arenoso, cascalhento. Relevo levementeondulado. Vegetação: Floresta de galeria bordeada por cerrado.","UEC101658","Tocantins","Próximo à cidade. Folha:SC-23-Y-A.","Magnoliopsida",NA,"Aubl.","UEC101658",NA,"Ponte Alta do Tocantins","-47.446389","-10.651111","364","364",NA,NA,NA,"-47.446389","-10.651111",NA,NA,NA,NA,NA,NA,NA,NA
"801","2021-03-01 16:35:27-03","UNICAMP","UEC","193231","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Azevedo, DT; et al.","63","2012","11","04",NA,"Brazil",NA,NA,"Arbusto 1,50m de altura. Flor branca. Fruto preto.","UEC131968","Mato Grosso do Sul","Estância Paraíso. Margem de rio.","Magnoliopsida",NA,"Aubl.","UEC131968",NA,"Rio Verde de Mato Grosso","-54.936028","-18.953361",NA,NA,NA,NA,NA,"-54.936028","-18.953361",NA,NA,NA,NA,NA,NA,NA,NA
"802","2021-03-01 16:35:27-03","UNICAMP","UEC","20182","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Austin, DF; Nauman, CE; Secco, RS; Rosário, CS; Santos, MR","7117","1979","10","19",NA,"Brazil",NA,NA,"Arbusto de 2m, flores branca-rosada, anteras cremes, frutos verdes. Beira da mata no campo.","UEC106461","Amapá","T.F. de Amapá, Oeste do Acampamento da Sop do km.105. Este de Porto Grande.","Magnoliopsida",NA,"Aubl.","UEC106461","Michelangeli, FA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA
"803","2021-03-01 16:35:27-03","UNICAMP","UEC","32851","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Santos, FAM; Benson, WW","14195","1982","08","24",NA,"Brazil",NA,NA,"Arbusto até 2,5m, em botão. Beira de estrada.; Beira de estrada.","UEC106462","Mato Grosso","Brasil, Est. Mato Grosso, Estação Ecológica Iquê- Juruena. Localizada a 134km de Vilhena. Estrada BR AR 1 sentido Juína - Vilhena.","Magnoliopsida",NA,"Aubl.","UEC106462","Michelangeli, FA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","02",NA,NA,NA,NA,NA,NA
"804","2021-03-01 16:35:27-03","UNICAMP","UEC","50119","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Hutchison, PC","8656","1983","09",NA,NA,"Brazil",NA,NA,"Alt. ca. 2 a 3m, flores róseas.","UEC105744","Amazonas","Brasil, Amazonas, 10km do entroncamento de Humaitá, direção Manaus, BR-316 (BR-230).","Magnoliopsida",NA,"Aubl.","UEC105744","Michelangeli, FA","Humaitá","-62.533333","-7.75",NA,NA,NA,NA,NA,"-62.533333","-7.75","2015","02",NA,NA,NA,NA,NA,NA
"805","2019-08-20 10:20:20-03","UNICAMP","UEC","92127","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Lewis, M; Clark, R","37705","1990","03","22",NA,"Bolivia",NA,NA,NA,"UEC107968","Santa Cruz","Pq. Nacional de Amboró.Cerro Amboró.","Magnoliopsida",NA,"Aubl.","UEC107968","Michelangeli, FA","Ichilo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","02",NA,NA,NA,NA,NA,NA
"806","2021-03-01 16:35:27-03","UNICAMP","UEC","92190","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Croat, TB; Bay, D","75735","1993","07","15",NA,"Colombia",NA,NA,"Arbusto 1,5m; flores rosadas, hipanto roxo-violeta.","UEC105810","Valle Del Cauca","Perto da estrada entre Buenaventura e Málaga vizinha de Bajo Calima, km 3.5.2 da Cali-Buenaventura principal Hwy em Gallinero. (04.00N- 77.03W)","Magnoliopsida",NA,"Aubl.","UEC105810","Michelangeli, FA",NA,NA,NA,"100","100",NA,NA,NA,NA,NA,"2015","11",NA,NA,NA,NA,NA,NA
"807","2021-03-01 16:35:27-03","UNICAMP","UEC",NA,"S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Monge, M; Delfini, C; Rigon, J","1988","2013","07","03",NA,"Brazil",NA,NA,"Arbusto, ca. 5m alt., tricomas avermelhados, corola rósea.; Cerrado",NA,"Mato Grosso","Parque Nacional da Chapada dos Guimarães, no entorno da sede.","Magnoliopsida",NA,"Aubl.",NA,"Michelangeli, FA","Chapada dos Guimarães","-55.831417","-15.407306","611","611",NA,NA,NA,"-55.831417","-15.407306","2015",NA,NA,NA,NA,NA,NA,NA
"808","2021-03-01 16:35:27-03","UNICAMP","UEC","29507","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Oliveira, PSMC; Garcia, LS","11480","1980","09","08",NA,"Brazil",NA,NA,"Frutos vermelhos, 8,0m alt.","UEC106463","Acre","Brasil, Est. Acre. Cruzeiro do Sul, mata da faz. experimental do gov. do Acre.","Magnoliopsida",NA,"Aubl.","UEC106463","Michelangeli, FA","Cruzeiro do Sul","-72.6699981689453","-7.63111019134521",NA,NA,NA,"123037","auto",NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA
"809","2021-03-01 16:35:27-03","UNICAMP","UEC","11132","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Benson, WW","8299","1978","08","21",NA,"Brazil",NA,NA,"Flores róseas. planta comum em capoeira ao lado de Campos Avançado do Projeto Rondon.","UEC011203","Acre","Brasil, Estado do Acre, Cruzeiro do Sul.","Magnoliopsida",NA,"Aubl.","UEC011203","Michelangeli, FA","Cruzeiro do Sul","-72.6699981689453","-7.63111019134521",NA,NA,NA,"123037","auto",NA,NA,"2015","02",NA,NA,NA,NA,NA,NA
"810","2021-03-01 16:35:27-03","UNICAMP","UEC","104224","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Morais, HC","s.n.","1988","06","16",NA,"Brazil",NA,NA,"Arbusto até 1,50m, flores rosa com domacia na base do limbo,; Borda de vereda.","UEC106403","Distrito Federal","Reserva biológica das Águas Emendadas.","Magnoliopsida",NA,"Aubl.","UEC106403","Michelangeli, FA","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,"2015","11",NA,NA,NA,NA,NA,NA
"811","2021-03-01 16:35:27-03","UNICAMP","UEC","90814","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Goldenberg, R; Shimabukuro, MT; Ribeiro, S","421","1997","05","25",NA,"Brazil",NA,NA,"Floresta de Brejo; arbusto 3m, flores com hipanto avermelhado, pétalas e estames brancos ou avermelhados.","UEC105812","Mato Grosso","Brasil, Mato Grosso, Primavera do Leste; Estrada para Paranatinga.","Magnoliopsida",NA,"Aubl.","UEC105812","Michelangeli, FA","Primavera Do Leste","-54.2961006164551","-15.5588998794556",NA,NA,NA,"115561","auto",NA,NA,"2015","11",NA,NA,NA,NA,NA,NA
"812","2021-03-01 16:35:27-03","UNICAMP","UEC","175641","S","Plantae","Melastomataceae","Tococa","guianensis","Tococa guianensis",NA,"Souza, VC; Souza, J de P; Romão, GO; Araújo, AO","25607","2001","07","10",NA,"Brazil",NA,NA,"Arbusto, c. 1,2m alt.; flores róseas.; Aflorament rochoso com campo arenoso adjacente.","UEC099521","Minas Gerais","Serra do Cabral. Estrada Joaquim Felício- Várzea da palma.&nf;ca. 24km de Jjoaquim Felício.&nf;17º 42' 08'' s&nf;44º 17' 46'' w&nf;1030 msm.","Magnoliopsida",NA,"Aubl.","UEC099521","Michelangeli, FA","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,NA,"37503","auto",NA,NA,"2015","02",NA,NA,NA,NA,NA,NA
