"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"48","2019-10-07 09:34:23-03","UEFS","HUEFS","116786","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Santos, A.K.A.","2006","12","15",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0116786","Angiospermae","Myrtales","Wurdack","942","Bahia","Rio de Contas","Trilha para o Campo do Queiroz.","-41.943889","-13.516944",NA,NA,"HUEFS0116786",NA,NA,NA,NA,"41W56'38''","13S31'1''","Rosanae",NA,NA,NA,NA,NA,NA
"49","2019-10-07 09:34:23-03","UEFS","HUEFS","16256","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Ganev, W.","1993","12","15",NA,"Brasil",NA,NA,NA,"HUEFS0016256","Angiospermae","Myrtales","Wurdack","2658","Bahia","Abaíra",NA,"-41.866667","-13.3","1200","1400","HUEFS0016256","A.K.A.Santos",NA,"2002","12","41W52'","13S18'","Rosanae",NA,NA,NA,NA,NA,NA
"50","2019-10-07 09:34:23-03","UEFS","HUEFS","14776","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Ganev, W.","1993","09","02",NA,"Brasil",NA,NA,NA,"HUEFS0014776","Angiospermae","Myrtales","Wurdack","2189","Bahia","Rio de Contas",NA,"-42.35","-13.833333","1325","1325","HUEFS0014776","A.K.A.Santos",NA,"2003","01","42W21'","13S50'","Rosanae",NA,NA,NA,NA,NA,NA
"51","2019-10-07 09:34:23-03","UEFS","HUEFS","204055","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Harley, R.M.","2013","12","30",NA,"Brasil",NA,NA,"Area pedregoso com afloramento rochoso, com Wunderlichia e Alchornea triplinervia, no carrasco.","HUEFS0204055","Angiospermae","Myrtales","Wurdack","56915","Bahia","Abaíra","Catolés Estrada Catolés-Inúbia, em direção à Vila de Barra, ca. 7.4 km de de Catolés.","-41.88","-13.256389","1158","1158","HUEFS0204055",NA,NA,NA,NA,"41W52'48''","13S15'23''","Rosanae",NA,NA,NA,NA,NA,NA
"52","2019-10-07 09:34:23-03","UEFS","HUEFS","89090","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Harley, R.M.","1974","01","17",NA,"Brasil",NA,NA,NA,"HUEFS0089090","Angiospermae","Myrtales","Wurdack","15162","Bahia","Rio de Contas","12-14 Km N of town of Rio de Contas on the road to Mato Grosso.","-41.466667","-13.833333","1200","1200",NA,NA,"Holótipo",NA,NA,"41W28'","13S50'","Rosanae",NA,NA,NA,NA,NA,NA
"53","2019-10-07 09:34:23-03","UEFS","HUEFS","40541","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Nunes, T.S.","1999","09","20",NA,"Brasil",NA,NA,"Campo rupestre","HUEFS0040541","Angiospermae","Myrtales","Wurdack","110","Bahia","Abaíra","Catolés Distrito de Catolés: Campo do Bicota.","-41.851111","-13.328611","1548","1548","HUEFS0040541 HUEFS0040541_01","A.K.A.Santos",NA,"2004","09","41W51'4''","13S19'43''","Rosanae",NA,NA,NA,NA,NA,NA
"54","2019-10-07 09:34:23-03","UEFS","HUEFS","46320","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Harley, R.M.","1991","12","28",NA,"Brasil",NA,NA,"Carrascal entre rochas areníticas.","HUEFS0046320","Angiospermae","Myrtales","Wurdack","H50517","Bahia","Abaíra","Salão, 9 Km de Catolés na estrada para Inúbia.","-41.883333","-13.25","1100","1200","HUEFS0046320",NA,NA,NA,NA,"41W53'","13S15'","Rosanae",NA,NA,NA,NA,NA,NA
"55","2019-10-07 09:34:23-03","UEFS","HUEFS","69559","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Santos, A.K.A.","2003","01","18",NA,"Brasil",NA,NA,NA,"HUEFS0069559","Angiospermae","Myrtales","Wurdack","26","Bahia","Rio de Contas","Trilha, na subida para o Pico das Almas, antes do Campo do Queiroz.","-41.943056","-13.516944","1507","1507","HUEFS0069559",NA,NA,NA,NA,"41W56'35''","13S31'1''","Rosanae",NA,NA,NA,NA,NA,NA
"56","2019-10-07 09:34:23-03","UEFS","HUEFS","77362","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Santos, A.K.A.","2003","11","10",NA,"Brasil",NA,NA,"Coletado entre rochas.","HUEFS0077362","Angiospermae","Myrtales","Wurdack","163","Bahia","Rio de Contas","Trilha para o Pico das Almas Campo do Queiroz.","-41.943889","-13.516944","1504","1504","HUEFS0077362","A.K.A.Santos",NA,"2005","01","41W56'38''","13S31'1''","Rosanae",NA,NA,NA,NA,NA,NA
"57","2019-10-07 09:34:23-03","UEFS","HUEFS","77451","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Santos, A.K.A.","2004","01","07",NA,"Brasil",NA,NA,"Coletada próximo as pop. de Syngonanthus do Projeto do FNMA.","HUEFS0077451","Angiospermae","Myrtales","Wurdack","198","Bahia","Rio de Contas","Subida Mato Grosso - Itoibira.","-41.8625","-13.396389",NA,NA,"HUEFS0077451","A.K.A.Santos",NA,"2006","06","41W51'45''","13S23'47''","Rosanae",NA,NA,NA,NA,NA,NA
"58","2019-10-07 09:34:23-03","UEFS","HUEFS","88333","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Harley, R.M.","1988","10","24",NA,"Brasil",NA,NA,"Campo rupestre. Entre pedras em solo arenoso.","HUEFS0088333","Angiospermae","Myrtales","Wurdack","25539","Bahia","Rio de Contas","Povoado de Mato Grosso, arredores.","-41.833333","-13.466667","1260","1260","HUEFS0088333","A.K.A.Santos",NA,"2006","06","41W50'","13S28'","Rosanae",NA,NA,NA,NA,NA,NA
"59","2019-10-07 09:34:23-03","UEFS","HUEFS","94179","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Santos, A.K.A.","2005","04","07",NA,"Brasil",NA,NA,NA,"HUEFS0094179","Angiospermae","Myrtales","Wurdack","306","Bahia","Rio de Contas","Área de afloramento rochoso, próxima a vila de mato grosso, área antropizada, com areia escavada.","-41.840556","-13.473611","1291","1291","HUEFS0094179","A.K.A.Santos",NA,"2006","06","41W50'26''","13S28'25''","Rosanae",NA,NA,NA,NA,NA,NA
"60","2019-10-07 09:34:23-03","UEFS","HUEFS","94200","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Santos, A.K.A.","2005","04","08",NA,"Brasil",NA,NA,NA,"HUEFS0094200","Angiospermae","Myrtales","Wurdack","327","Bahia","Piatã","Serra de Santana. Trilha para o Cruzeiro.","-41.764167","-13.151111","1303","1303","HUEFS0094200","A.K.A.Santos",NA,"2006","06","41W45'51''","13S9'4''","Rosanae",NA,NA,NA,NA,NA,NA
"61","2019-10-07 09:34:23-03","UEFS","HUEFS","209223","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Santos, A.K.A.","2012","02","14",NA,"Brasil",NA,NA,NA,"HUEFS0209223","Angiospermae","Myrtales","Wurdack","1214","Bahia","Rio de Contas","Trilha para o Pico das Almas.","-41.8114013671875","-13.5789003372192",NA,NA,"HUEFS0209223",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,"49773","auto",NA,NA
"62","2019-10-07 09:34:23-03","UEFS","HUEFS","185267","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Freitas, J.G.","2012","02","14",NA,"Brasil",NA,NA,NA,"HUEFS0185267","Angiospermae","Myrtales","Wurdack","766","Bahia","Rio de Contas","Trilha para o Pico das Almas.","-41.8114013671875","-13.5789003372192",NA,NA,"HUEFS0185267",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,"49773","auto",NA,NA
"63","2019-10-07 09:34:23-03","UEFS","HUEFS","116787","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida x nummularia","Marcetia viscida x nummularia","Santos, A.K.A.","2006","12","15",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0116787","Angiospermae","Myrtales",NA,"943","Bahia","Rio de Contas","Trilha para o Campo do Queiroz.","-41.943889","-13.516944",NA,NA,"HUEFS0116787",NA,NA,NA,NA,"41W56'38''","13S31'1''","Rosanae",NA,NA,NA,NA,NA,NA
"64","2018-04-04 16:25:07-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","W. Ganev",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,"1660","Bahia",NA,NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"1660"
"65","2015-03-07 08:52:17-03","F","FMNH-SEEDPLANTS","V0134277F","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0134277F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0134277F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"66","2020-07-23 12:13:03-03","CEPLAC","CEPEC","137992","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Wurdack","2000","11","19",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"Bahia","RIO DE CONTAS","Estrada para Pico das Almas, c.a 24,1Km da cidade de Rio de Contas.","-41.933333","-13.516667","1400","1400",NA,"J. F. A. Baumgratz",NA,NA,NA,"41W56'0","13S31'0",NA,NA,NA,NA,NA,NA,NA
"67","2020-07-23 12:13:03-03","CEPLAC","CEPEC","19688","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","R. M. Harley","1977","03","28",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"20149","Bahia","RIO DE CONTAS","Entre 2.5-5Km ao S da Vila do Rio de Contas, a W Rod. para Livramento do Brumado.","-41.833333","-13.6",NA,NA,NA,"J. J. Wurdack","Paratipo",NA,NA,"41W50'0","13S36'0",NA,"30/09/1981",NA,NA,NA,NA,NA
"68","2020-07-23 12:13:03-03","CEPLAC","CEPEC","36760","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","R. M. Harley","1974","01","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"15162","Bahia","RIO DE CONTAS","12-14Km ao N da cidade, Rod. p/ o povoado de Mato Grosso.","-41.833333","-13.466667",NA,NA,NA,"J. J. Wurdack","Holótipo",NA,NA,"41W50'0","13S28'0",NA,"30/12/1981",NA,NA,NA,NA,NA
"69","2020-07-23 12:13:03-03","CEPLAC","CEPEC","37195","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","R. M. Harley","1974","01","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"15162","Bahia","RIO DE CONTAS","12-14Km ao N da cidade, Rod. Para o povoado de Mato Grosso.","-41.833333","-13.466667",NA,NA,NA,"J. J. Wurdack","Isótipo",NA,NA,"41W50'0","13S28'0",NA,"30/12/1981",NA,NA,NA,NA,NA
"70","2020-07-23 12:13:03-03","CEPLAC","CEPEC","48909","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","R. M. Harley","1988","12","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"27617","Bahia","RIO DE CONTAS","Arredores da cidade. Cachoeira do Fraga.","-41.766667","-13.616667",NA,NA,NA,"J. F. A. Baumgratz",NA,NA,NA,"41W46'","13S37'",NA,"30/12/1998",NA,NA,NA,NA,NA
"71","2020-07-23 12:13:03-03","CEPLAC","CEPEC","84942","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","R. M. Harley","1991","12","28",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia","ABAÍRA","Salão, 9Km de Catolés, na estrada para Inúbia.","-41.883333","13.25",NA,NA,NA,"E. M. Woodgyer",NA,NA,NA,"41W53'","13N15'",NA,"30/12/1999",NA,NA,NA,NA,NA
"72","2020-11-27 11:33:52-03","UFU","HUFU","62800","S","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Romero, R.; Almeda, F.; Martins, A.B. & Belinello, R.","1999","05","20",NA,"Brasil",NA,NA,"Arbusto, ca. 1m. Frutos secos.","HUFU00061975",NA,NA,"Wurdack","5870","Bahia","Rio de Contas","Trilha para o Campo de Queiróz","-41.947778","-13.515278","1410","1470","HUFU00061975",NA,NA,NA,NA,"-41.947778","-13.515278",NA,NA,NA,NA,NA,NA,NA
"73","2020-08-20 20:40:07-03","UFSC","FLOR","53311","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Baumgratz, J.F.A.; Fernandes, I.; Juchum, F.S. & Sant#?#Ana, S.C.","2000","11","19",NA,"Brasil",NA,NA,"Arbustos 70-80cm alt., Heliófilos bem viscosos, Ramos e pecíolos castanhos, Pedicelo, hipanto e cálice verde-castanhos, às vezes verde-vinosos, Corola rósea, Estames amarelos, Estilete alvo. Folhas verdes discolores. Duplicatas: Flor,","FLOR0053311",NA,"Myrtales","Wurdack","738","Bahia","Rio de Contas","Estrada para Pico das Almas, ca. 24,1km da cidade de Rio de Contas.","-41.933333","-13.516667","1400","1400",NA,"Baumgratz, J.F.A.",NA,"2013",NA,"41º56'W","13º31'S",NA,NA,NA,NA,NA,NA,NA
"74","2017-03-30 11:36:12-03","CAS","CAS-BOT","538297","PreservedSpecimen","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Romero, R.; Almeda, F.; Martins, A. B.; Belinello, R.","1999","5",NA,"South America","Brazil",NA,NA,"Arbusto, ca. 1m. Frutos secos.",NA,"Magnoliophyta","Myrtales","Wurdack","5870","Bahia",NA,"Municipio de Rio de Contas, trilha para o Campo do Queiróz","-41.9476944444","-13.5153888889","1410","1470",NA,NA,NA,NA,NA,"41° 56' 51.7 W","13° 30' 55.4 S","Magnoliopsida",NA,NA,NA,NA,NA,NA
"75","2019-11-21 10:09:58-03","IBt","SP","346947","S","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Harley, RM; Nic Lughadha, EM; Queiroz, RF","1991","12","28",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Wurdack","50517","Bahia","Abaíra","9km de Catolés na estrada para Inúbia. Carrascal entre rochas areníticas","-41.883333","-13.25","1100","1200",NA,"Woodgyer, EM",NA,"1999",NA,"-41.883333","-13.25",NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:09:58-03","IBt","SP","346981","S","Plantae","Melastomataceae","Marcetia","viscida","Marcetia viscida","Ganev, W","1992","09","22",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Wurdack","1143","Bahia","Abaíra","Caminho Bicota - Serrinha. Campo rupestre com solo arenoso","-41.85","-13.316667","1250","1250",NA,"Woodgyer, EM",NA,"1999",NA,"-41.85","-13.316667",NA,NA,NA,NA,NA,NA,NA
